Input Number, Run_Number, Result@ 100, CE, B, PE, X1, H, M, PO, Y, D, CO, A, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-10, Run: 059, P, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 1212, 5840, 100, 68, 131, 100, 200, 350, 1312, 5840
INVAR-10, Run: 060, P, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 1123, 6222, 100, 78, 121, 100, 200, 350, 1223, 6222
INVAR-10, Run: 061, P, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 905, 4728, 100, 62, 137, 100, 200, 350, 1005, 4728
INVAR-10, Run: 062, P, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 1004, 4708, 100, 65, 134, 100, 200, 350, 1104, 4708
INVAR-10, Run: 063, P, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 881, 4648, 100, 67, 132, 100, 200, 350, 981, 4648
INVAR-10, Run: 064, P, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 904, 4748, 100, 79, 120, 100, 200, 350, 1004, 4748
INVAR-10, Run: 065, P, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 998, 4668, 100, 69, 130, 100, 200, 350, 1098, 4668
INVAR-10, Run: 066, P, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 1054, 4833, 100, 80, 119, 100, 200, 350, 1154, 4833
INVAR-10, Run: 067, P, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 1268, 6968, 100, 74, 125, 100, 200, 350, 1368, 6968
INVAR-10, Run: 068, P, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 1094, 5723, 100, 68, 131, 100, 200, 350, 1194, 5723
INVAR-10, Run: 069, P, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 820, 3932, 100, 60, 139, 100, 200, 350, 920, 3932
INVAR-10, Run: 070, P, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 943, 4881, 100, 64, 135, 100, 200, 350, 1043, 4881
INVAR-10, Run: 071, P, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 1048, 7103, 100, 72, 127, 100, 200, 350, 1148, 7103
INVAR-10, Run: 072, P, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 1082, 6170, 100, 78, 121, 100, 200, 350, 1182, 6170
INVAR-10, Run: 073, P, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 925, 5032, 100, 69, 130, 100, 200, 350, 1025, 5032
INVAR-10, Run: 074, P, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 624, 3687, 100, 74, 125, 100, 200, 350, 724, 3687
INVAR-10, Run: 075, P, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 807, 5768, 100, 76, 123, 100, 200, 350, 907, 5768
INVAR-10, Run: 076, P, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 793, 5351, 100, 76, 123, 100, 200, 350, 893, 5351
INVAR-10, Run: 077, P, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 976, 4760, 100, 60, 139, 100, 200, 350, 1076, 4760
INVAR-10, Run: 078, P, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 888, 5412, 100, 63, 136, 100, 200, 350, 988, 5412
INVAR-10, Run: 079, P, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 1082, 7061, 100, 75, 124, 100, 200, 350, 1182, 7061
INVAR-10, Run: 080, P, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 1254, 4939, 100, 58, 141, 100, 200, 350, 1354, 4939
INVAR-10, Run: 081, P, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 1127, 5867, 100, 71, 128, 100, 200, 350, 1227, 5867
INVAR-10, Run: 082, P, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 797, 4404, 100, 69, 130, 100, 200, 350, 897, 4404
INVAR-10, Run: 083, P, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 664, 4349, 100, 72, 127, 100, 200, 350, 764, 4349
INVAR-10, Run: 084, P, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 841, 4392, 100, 71, 128, 100, 200, 350, 941, 4392
INVAR-10, Run: 085, P, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 1148, 6806, 100, 79, 120, 100, 200, 350, 1248, 6806
INVAR-10, Run: 086, P, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 1100, 6255, 100, 68, 131, 100, 200, 350, 1200, 6255
INVAR-10, Run: 087, P, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 950, 5107, 100, 75, 124, 100, 200, 350, 1050, 5107
INVAR-10, Run: 088, P, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 863, 5237, 100, 69, 130, 100, 200, 350, 963, 5237
INVAR-10, Run: 089, P, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 1106, 4579, 100, 61, 138, 100, 200, 350, 1206, 4579
INVAR-10, Run: 090, P, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 824, 4612, 100, 55, 144, 100, 200, 350, 924, 4612
INVAR-10, Run: 091, P, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 842, 5319, 100, 76, 123, 100, 200, 350, 942, 5319
INVAR-10, Run: 092, P, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 775, 5087, 100, 74, 125, 100, 200, 350, 875, 5087
INVAR-10, Run: 093, P, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 1009, 4023, 100, 69, 130, 100, 200, 350, 1109, 4023
INVAR-10, Run: 094, P, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 830, 3854, 100, 78, 121, 100, 200, 350, 930, 3854
INVAR-10, Run: 095, P, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 1164, 4689, 100, 72, 127, 100, 200, 350, 1264, 4689
INVAR-10, Run: 096, P, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 1032, 5386, 100, 70, 129, 100, 200, 350, 1132, 5386
INVAR-10, Run: 097, P, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 1010, 5502, 100, 75, 124, 100, 200, 350, 1110, 5502
INVAR-10, Run: 098, P, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 1478, 7301, 100, 70, 129, 100, 200, 350, 1578, 7301
INVAR-10, Run: 099, P, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 1292, 6228, 100, 71, 128, 100, 200, 350, 1392, 6228
INVAR-10, Run: 100, P, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 897, 4907, 100, 72, 127, 100, 200, 350, 997, 4907
INVAR-2, Run: 001, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 74, 572, 28, 20, 35, 28, 56, 98, 102, 572
INVAR-2, Run: 002, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 69, 789, 28, 23, 32, 28, 56, 98, 97, 789
INVAR-2, Run: 003, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 113, 715, 28, 19, 36, 28, 56, 98, 141, 715
INVAR-2, Run: 004, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 132, 771, 28, 15, 40, 28, 56, 98, 160, 771
INVAR-2, Run: 005, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 75, 348, 28, 21, 34, 28, 56, 98, 103, 348
INVAR-2, Run: 006, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 79, 536, 28, 20, 35, 28, 56, 98, 107, 536
INVAR-2, Run: 007, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 134, 593, 28, 16, 39, 28, 56, 98, 162, 593
INVAR-2, Run: 008, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 109, 668, 28, 13, 42, 28, 56, 98, 137, 668
INVAR-2, Run: 009, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 140, 714, 28, 18, 37, 28, 56, 98, 168, 714
INVAR-2, Run: 010, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 93, 494, 28, 21, 34, 28, 56, 98, 121, 494
INVAR-2, Run: 011, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 111, 545, 28, 20, 35, 28, 56, 98, 139, 545
INVAR-2, Run: 012, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 105, 740, 28, 18, 37, 28, 56, 98, 133, 740
INVAR-2, Run: 013, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 66, 597, 28, 24, 31, 28, 56, 98, 94, 597
INVAR-2, Run: 014, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 111, 608, 28, 18, 37, 28, 56, 98, 139, 608
INVAR-2, Run: 015, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 90, 514, 28, 17, 38, 28, 56, 98, 118, 514
INVAR-2, Run: 016, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 95, 780, 28, 19, 36, 28, 56, 98, 123, 780
INVAR-2, Run: 017, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 97, 462, 28, 18, 37, 28, 56, 98, 125, 462
INVAR-2, Run: 018, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 147, 907, 28, 19, 36, 28, 56, 98, 175, 907
INVAR-2, Run: 019, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 94, 467, 28, 20, 35, 28, 56, 98, 122, 467
INVAR-2, Run: 020, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 99, 694, 28, 17, 38, 28, 56, 98, 127, 694
INVAR-2, Run: 021, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 123, 967, 28, 22, 33, 28, 56, 98, 151, 967
INVAR-2, Run: 022, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 96, 746, 28, 22, 33, 28, 56, 98, 124, 746
INVAR-2, Run: 023, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 138, 636, 28, 20, 35, 28, 56, 98, 166, 636
INVAR-2, Run: 024, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 110, 627, 28, 18, 37, 28, 56, 98, 138, 627
INVAR-2, Run: 025, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 129, 942, 28, 22, 33, 28, 56, 98, 157, 942
INVAR-2, Run: 026, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 91, 321, 28, 20, 35, 28, 56, 98, 119, 321
INVAR-2, Run: 027, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 88, 678, 28, 18, 37, 28, 56, 98, 116, 678
INVAR-2, Run: 028, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 97, 602, 28, 19, 36, 28, 56, 98, 125, 602
INVAR-2, Run: 029, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 132, 781, 28, 20, 35, 28, 56, 98, 160, 781
INVAR-2, Run: 030, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 97, 638, 28, 20, 35, 28, 56, 98, 125, 638
INVAR-2, Run: 031, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 116, 581, 28, 19, 36, 28, 56, 98, 144, 581
INVAR-2, Run: 032, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 80, 525, 28, 19, 36, 28, 56, 98, 108, 525
INVAR-2, Run: 033, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 114, 812, 28, 18, 37, 28, 56, 98, 142, 812
INVAR-2, Run: 034, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 109, 682, 28, 19, 36, 28, 56, 98, 137, 682
INVAR-2, Run: 035, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 78, 653, 28, 23, 32, 28, 56, 98, 106, 653
INVAR-2, Run: 036, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 112, 884, 28, 20, 35, 28, 56, 98, 140, 884
INVAR-2, Run: 037, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 153, 858, 28, 23, 32, 28, 56, 98, 181, 858
INVAR-2, Run: 038, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 106, 367, 28, 13, 42, 28, 56, 98, 134, 367
INVAR-2, Run: 039, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 115, 611, 28, 17, 38, 28, 56, 98, 143, 611
INVAR-2, Run: 040, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 161, 982, 28, 21, 34, 28, 56, 98, 189, 982
INVAR-2, Run: 041, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 88, 529, 28, 17, 38, 28, 56, 98, 116, 529
INVAR-2, Run: 042, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 131, 655, 28, 19, 36, 28, 56, 98, 159, 655
INVAR-2, Run: 043, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 113, 394, 28, 9, 46, 28, 56, 98, 141, 394
INVAR-2, Run: 044, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 135, 896, 28, 21, 34, 28, 56, 98, 163, 896
INVAR-2, Run: 045, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 102, 614, 28, 19, 36, 28, 56, 98, 130, 614
INVAR-2, Run: 046, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 103, 650, 28, 19, 36, 28, 56, 98, 131, 650
INVAR-2, Run: 047, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 113, 821, 28, 22, 33, 28, 56, 98, 141, 821
INVAR-2, Run: 048, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 78, 652, 28, 16, 39, 28, 56, 98, 106, 652
INVAR-2, Run: 049, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 86, 600, 28, 27, 28, 28, 56, 98, 114, 600
INVAR-2, Run: 050, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 112, 685, 28, 21, 34, 28, 56, 98, 140, 685
INVAR-2, Run: 051, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 94, 687, 28, 14, 41, 28, 56, 98, 122, 687
INVAR-2, Run: 052, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 112, 745, 28, 15, 40, 28, 56, 98, 140, 745
INVAR-2, Run: 053, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 103, 673, 28, 15, 40, 28, 56, 98, 131, 673
INVAR-2, Run: 054, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 144, 791, 28, 17, 38, 28, 56, 98, 172, 791
INVAR-2, Run: 055, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 98, 498, 28, 16, 39, 28, 56, 98, 126, 498
INVAR-2, Run: 056, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 98, 905, 28, 25, 30, 28, 56, 98, 126, 905
INVAR-2, Run: 057, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 108, 546, 28, 22, 33, 28, 56, 98, 136, 546
INVAR-2, Run: 058, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 117, 638, 28, 20, 35, 28, 56, 98, 145, 638
INVAR-2, Run: 059, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 64, 495, 28, 19, 36, 28, 56, 98, 92, 495
INVAR-2, Run: 060, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 137, 813, 28, 21, 34, 28, 56, 98, 165, 813
INVAR-2, Run: 061, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 115, 648, 28, 21, 34, 28, 56, 98, 143, 648
INVAR-2, Run: 062, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 158, 1003, 28, 22, 33, 28, 56, 98, 186, 1003
INVAR-2, Run: 063, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 133, 740, 28, 14, 41, 28, 56, 98, 161, 740
INVAR-2, Run: 064, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 85, 453, 28, 20, 35, 28, 56, 98, 113, 453
INVAR-2, Run: 065, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 107, 449, 28, 18, 37, 28, 56, 98, 135, 449
INVAR-2, Run: 066, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 87, 770, 28, 19, 36, 28, 56, 98, 115, 770
INVAR-2, Run: 067, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 72, 706, 28, 20, 35, 28, 56, 98, 100, 706
INVAR-2, Run: 068, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 190, 762, 28, 15, 40, 28, 56, 98, 218, 762
INVAR-2, Run: 069, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 146, 855, 28, 18, 37, 28, 56, 98, 174, 855
INVAR-2, Run: 070, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 92, 422, 28, 14, 41, 28, 56, 98, 120, 422
INVAR-2, Run: 071, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 134, 464, 28, 19, 36, 28, 56, 98, 162, 464
INVAR-2, Run: 072, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 84, 677, 28, 19, 36, 28, 56, 98, 112, 677
INVAR-2, Run: 073, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 73, 503, 28, 15, 40, 28, 56, 98, 101, 503
INVAR-2, Run: 074, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 99, 657, 28, 19, 36, 28, 56, 98, 127, 657
INVAR-2, Run: 075, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 71, 468, 28, 19, 36, 28, 56, 98, 99, 468
INVAR-2, Run: 076, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 76, 377, 28, 16, 39, 28, 56, 98, 104, 377
INVAR-2, Run: 077, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 109, 586, 28, 18, 37, 28, 56, 98, 137, 586
INVAR-2, Run: 078, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 83, 640, 28, 17, 38, 28, 56, 98, 111, 640
INVAR-2, Run: 079, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 50, 522, 28, 21, 34, 28, 56, 98, 78, 522
INVAR-2, Run: 080, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 112, 735, 28, 26, 29, 28, 56, 98, 140, 735
INVAR-2, Run: 081, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 92, 428, 28, 14, 41, 28, 56, 98, 120, 428
INVAR-2, Run: 082, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 160, 704, 28, 22, 33, 28, 56, 98, 188, 704
INVAR-2, Run: 083, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 96, 590, 28, 21, 34, 28, 56, 98, 124, 590
INVAR-2, Run: 084, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 123, 716, 28, 23, 32, 28, 56, 98, 151, 716
INVAR-2, Run: 085, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 112, 872, 28, 23, 32, 28, 56, 98, 140, 872
INVAR-2, Run: 086, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 149, 751, 28, 20, 35, 28, 56, 98, 177, 751
INVAR-2, Run: 087, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 95, 606, 28, 23, 32, 28, 56, 98, 123, 606
INVAR-2, Run: 088, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 64, 686, 28, 25, 30, 28, 56, 98, 92, 686
INVAR-2, Run: 089, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 132, 827, 28, 22, 33, 28, 56, 98, 160, 827
INVAR-2, Run: 090, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 112, 507, 28, 22, 33, 28, 56, 98, 140, 507
INVAR-2, Run: 091, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 94, 638, 28, 20, 35, 28, 56, 98, 122, 638
INVAR-2, Run: 092, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 135, 1129, 28, 20, 35, 28, 56, 98, 163, 1129
INVAR-2, Run: 093, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 118, 837, 28, 23, 32, 28, 56, 98, 146, 837
INVAR-2, Run: 094, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 79, 520, 28, 20, 35, 28, 56, 98, 107, 520
INVAR-2, Run: 095, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 89, 649, 28, 23, 32, 28, 56, 98, 117, 649
INVAR-2, Run: 096, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 137, 744, 28, 20, 35, 28, 56, 98, 165, 744
INVAR-2, Run: 097, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 88, 810, 28, 22, 33, 28, 56, 98, 116, 810
INVAR-2, Run: 098, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 63, 588, 28, 18, 37, 28, 56, 98, 91, 588
INVAR-2, Run: 099, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 102, 664, 28, 24, 31, 28, 56, 98, 130, 664
INVAR-2, Run: 100, P, 0, 0, 1, 0, 0, 0, 0, 28, 0, 0, 140, 28, 56, 100, 884, 28, 24, 31, 28, 56, 98, 128, 884
INVAR-3, Run: 001, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 554, 4095, 82, 59, 104, 82, 164, 287, 636, 4095
INVAR-3, Run: 002, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 818, 3466, 82, 57, 106, 82, 164, 287, 900, 3466
INVAR-3, Run: 003, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 555, 3526, 82, 53, 110, 82, 164, 287, 637, 3526
INVAR-3, Run: 004, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 1058, 5313, 82, 59, 104, 82, 164, 287, 1140, 5313
INVAR-3, Run: 005, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 664, 2767, 82, 47, 116, 82, 164, 287, 746, 2767
INVAR-3, Run: 006, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 736, 4469, 82, 60, 103, 82, 164, 287, 818, 4469
INVAR-3, Run: 007, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 614, 3985, 82, 63, 100, 82, 164, 287, 696, 3985
INVAR-3, Run: 008, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 656, 3791, 82, 53, 110, 82, 164, 287, 738, 3791
INVAR-3, Run: 009, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 559, 3576, 82, 65, 98, 82, 164, 287, 641, 3576
INVAR-3, Run: 010, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 834, 3673, 82, 57, 106, 82, 164, 287, 916, 3673
INVAR-3, Run: 011, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 726, 4168, 82, 52, 111, 82, 164, 287, 808, 4168
INVAR-3, Run: 012, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 539, 3435, 82, 58, 105, 82, 164, 287, 621, 3435
INVAR-3, Run: 013, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 763, 4306, 82, 52, 111, 82, 164, 287, 845, 4306
INVAR-3, Run: 014, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 764, 3708, 82, 56, 107, 82, 164, 287, 846, 3708
INVAR-3, Run: 015, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 936, 4798, 82, 63, 100, 82, 164, 287, 1018, 4798
INVAR-3, Run: 016, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 575, 4053, 82, 55, 108, 82, 164, 287, 657, 4053
INVAR-3, Run: 017, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 711, 3132, 82, 55, 108, 82, 164, 287, 793, 3132
INVAR-3, Run: 018, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 630, 2750, 82, 52, 111, 82, 164, 287, 712, 2750
INVAR-3, Run: 019, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 726, 4245, 82, 50, 113, 82, 164, 287, 808, 4245
INVAR-3, Run: 020, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 633, 3726, 82, 59, 104, 82, 164, 287, 715, 3726
INVAR-3, Run: 021, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 743, 3941, 82, 55, 108, 82, 164, 287, 825, 3941
