Input Number, Run_Number, Result@ 100, PO, A, H, X1, M, CE, Y, D, CO, PE, B
1, Run: 066, P, 0, 54, 0, 0, 0, 9, 9, 0, 0, 1, 0
1, Run: 067, P, 0, 1, 0, 0, 0, 0, 59, 12, 59, 0, 0
1, Run: 068, P, 0, 10, 0, 0, 0, 0, 48, 11, 48, 0, 0
1, Run: 069, P, 0, 32, 0, 0, 0, 0, 26, 11, 26, 0, 0
1, Run: 070, P, 0, 31, 0, 0, 0, 0, 31, 13, 31, 0, 0
1, Run: 071, P, 0, 58, 0, 0, 0, 11, 11, 0, 0, 1, 0
1, Run: 072, P, 0, 58, 0, 0, 0, 11, 11, 0, 0, 1, 0
1, Run: 073, P, 0, 60, 0, 0, 0, 12, 12, 0, 0, 1, 0
1, Run: 074, P, 0, 60, 0, 0, 0, 12, 12, 0, 0, 1, 0
1, Run: 075, P, 0, 37, 0, 0, 0, 0, 19, 10, 19, 0, 0
1, Run: 076, P, 0, 18, 0, 0, 0, 0, 40, 11, 40, 0, 0
1, Run: 077, P, 0, 31, 0, 0, 0, 0, 31, 13, 31, 0, 0
1, Run: 078, P, 0, 42, 0, 0, 0, 0, 20, 13, 20, 0, 0
1, Run: 079, P, 0, 58, 0, 0, 0, 11, 11, 0, 0, 1, 0
1, Run: 080, P, 0, 24, 0, 0, 0, 0, 38, 13, 38, 0, 0
1, Run: 081, P, 0, 21, 0, 0, 0, 0, 41, 13, 41, 0, 0
1, Run: 082, P, 0, 13, 0, 0, 0, 0, 47, 12, 47, 0, 0
1, Run: 083, P, 0, 47, 0, 0, 0, 0, 11, 11, 11, 0, 0
1, Run: 084, P, 0, 58, 0, 0, 0, 11, 11, 0, 0, 1, 0
1, Run: 085, P, 0, 58, 0, 0, 0, 11, 11, 0, 0, 1, 0
1, Run: 086, P, 0, 24, 0, 0, 0, 0, 36, 12, 36, 0, 0
1, Run: 087, P, 0, 56, 0, 0, 0, 10, 10, 0, 0, 1, 0
1, Run: 088, P, 0, 58, 0, 0, 0, 11, 11, 0, 0, 1, 0
1, Run: 089, P, 0, 33, 0, 0, 0, 0, 25, 11, 25, 0, 0
1, Run: 090, P, 0, 43, 0, 0, 0, 0, 13, 10, 13, 0, 0
1, Run: 091, P, 0, 20, 0, 0, 0, 0, 38, 11, 38, 0, 0
1, Run: 092, P, 0, 58, 0, 0, 0, 11, 11, 0, 0, 1, 0
1, Run: 093, P, 0, 58, 0, 0, 0, 11, 11, 0, 0, 1, 0
1, Run: 094, P, 0, 60, 0, 0, 0, 12, 12, 0, 0, 1, 0
1, Run: 095, P, 0, 37, 0, 0, 0, 0, 23, 12, 23, 0, 0
1, Run: 096, P, 0, 21, 0, 0, 0, 0, 43, 14, 43, 0, 0
1, Run: 097, P, 0, 20, 0, 0, 0, 0, 38, 11, 38, 0, 0
1, Run: 098, P, 0, 30, 0, 0, 0, 0, 28, 11, 28, 0, 0
1, Run: 099, P, 0, 49, 0, 0, 0, 0, 9, 11, 9, 0, 0
1, Run: 100, P, 0, 58, 0, 0, 0, 11, 11, 0, 0, 1, 0
10, Run: 001, P, 0, 304, 0, 0, 0, 0, 312, 108, 312, 0, 0
10, Run: 002, P, 0, 605, 0, 0, 0, 16, 33, 95, 17, 0, 0
10, Run: 003, P, 0, 164, 0, 0, 0, 0, 464, 114, 464, 0, 0
10, Run: 004, P, 0, 618, 0, 0, 0, 109, 109, 0, 0, 1, 0
10, Run: 005, P, 0, 29, 0, 0, 0, 0, 591, 110, 591, 0, 0
10, Run: 006, P, 0, 402, 0, 0, 0, 0, 216, 109, 216, 0, 0
10, Run: 007, P, 0, 618, 0, 0, 0, 109, 109, 0, 0, 1, 0
10, Run: 008, P, 0, 110, 0, 0, 0, 0, 512, 111, 512, 0, 0
10, Run: 009, P, 0, 342, 0, 0, 0, 0, 274, 108, 274, 0, 0
10, Run: 010, P, 0, 618, 0, 0, 0, 109, 109, 0, 0, 1, 0
10, Run: 011, P, 0, 1, 0, 0, 0, 0, 621, 111, 621, 0, 0
10, Run: 012, P, 0, 618, 0, 0, 0, 109, 109, 0, 0, 1, 0
10, Run: 013, P, 0, 224, 0, 0, 0, 0, 394, 109, 394, 0, 0
10, Run: 014, P, 0, 614, 0, 0, 0, 107, 107, 0, 0, 1, 0
10, Run: 015, P, 0, 237, 0, 0, 0, 0, 397, 117, 397, 0, 0
10, Run: 016, P, 0, 218, 0, 0, 0, 0, 396, 107, 396, 0, 0
10, Run: 017, P, 0, 406, 0, 0, 0, 0, 212, 109, 212, 0, 0
10, Run: 018, P, 0, 201, 0, 0, 0, 0, 419, 110, 419, 0, 0
10, Run: 019, P, 0, 616, 0, 0, 0, 108, 108, 0, 0, 1, 0
10, Run: 020, P, 0, 350, 0, 0, 0, 0, 266, 108, 266, 0, 0
10, Run: 021, P, 0, 620, 0, 0, 0, 110, 110, 0, 0, 1, 0
10, Run: 022, P, 0, 610, 0, 0, 0, 105, 105, 0, 0, 1, 0
10, Run: 023, P, 0, 610, 0, 0, 0, 105, 105, 0, 0, 1, 0
10, Run: 024, P, 0, 442, 0, 0, 0, 0, 178, 110, 178, 0, 0
10, Run: 025, P, 0, 620, 0, 0, 0, 110, 110, 0, 0, 1, 0
10, Run: 026, P, 0, 91, 0, 0, 0, 0, 527, 109, 527, 0, 0
10, Run: 027, P, 0, 620, 0, 0, 0, 110, 110, 0, 0, 1, 0
10, Run: 028, P, 0, 620, 0, 0, 0, 110, 110, 0, 0, 1, 0
10, Run: 029, P, 0, 626, 0, 0, 0, 113, 113, 0, 0, 1, 0
10, Run: 030, P, 0, 364, 0, 0, 0, 0, 266, 115, 266, 0, 0
10, Run: 031, P, 0, 21, 0, 0, 0, 0, 599, 110, 599, 0, 0
10, Run: 032, P, 0, 616, 0, 0, 0, 108, 108, 0, 0, 1, 0
10, Run: 033, P, 0, 42, 0, 0, 0, 0, 578, 110, 578, 0, 0
10, Run: 034, P, 0, 618, 0, 0, 0, 109, 109, 0, 0, 1, 0
10, Run: 035, P, 0, 620, 0, 0, 0, 110, 110, 0, 0, 1, 0
10, Run: 036, P, 0, 618, 0, 0, 0, 109, 109, 0, 0, 1, 0
10, Run: 037, P, 0, 620, 0, 0, 0, 110, 110, 0, 0, 1, 0
10, Run: 038, P, 0, 118, 0, 0, 0, 0, 504, 111, 504, 0, 0
10, Run: 039, P, 0, 114, 0, 0, 0, 0, 510, 112, 510, 0, 0
10, Run: 040, P, 0, 624, 0, 0, 0, 112, 112, 0, 0, 1, 0
10, Run: 041, P, 0, 237, 0, 0, 0, 0, 379, 108, 379, 0, 0
10, Run: 042, P, 0, 33, 0, 0, 0, 0, 583, 108, 583, 0, 0
10, Run: 043, P, 0, 630, 0, 0, 0, 115, 115, 0, 0, 1, 0
10, Run: 044, P, 0, 23, 0, 0, 0, 0, 597, 110, 597, 0, 0
10, Run: 045, P, 0, 626, 0, 0, 0, 113, 113, 0, 0, 1, 0
10, Run: 046, P, 0, 179, 0, 0, 0, 0, 447, 113, 447, 0, 0
10, Run: 047, P, 0, 616, 0, 0, 0, 108, 108, 0, 0, 1, 0
10, Run: 048, P, 0, 620, 0, 0, 0, 110, 110, 0, 0, 1, 0
10, Run: 049, P, 0, 169, 0, 0, 0, 0, 447, 108, 447, 0, 0
10, Run: 050, P, 0, 225, 0, 0, 0, 0, 401, 113, 401, 0, 0
10, Run: 051, P, 0, 10, 0, 0, 0, 0, 608, 109, 608, 0, 0
10, Run: 052, P, 0, 423, 0, 0, 0, 0, 199, 111, 199, 0, 0
10, Run: 053, P, 0, 626, 0, 0, 0, 113, 113, 0, 0, 1, 0
10, Run: 054, P, 0, 622, 0, 0, 0, 111, 111, 0, 0, 1, 0
10, Run: 055, P, 0, 614, 0, 0, 0, 107, 107, 0, 0, 1, 0
10, Run: 056, P, 0, 530, 0, 0, 0, 0, 84, 107, 84, 0, 0
10, Run: 057, P, 0, 612, 0, 0, 0, 106, 106, 0, 0, 1, 0
10, Run: 058, P, 0, 622, 0, 0, 0, 111, 111, 0, 0, 1, 0
10, Run: 059, P, 0, 616, 0, 0, 0, 108, 108, 0, 0, 1, 0
10, Run: 060, P, 0, 622, 0, 0, 0, 111, 111, 0, 0, 1, 0
10, Run: 061, P, 0, 618, 0, 0, 0, 109, 109, 0, 0, 1, 0
10, Run: 062, P, 0, 122, 0, 0, 0, 0, 496, 109, 496, 0, 0
10, Run: 063, P, 0, 618, 0, 0, 0, 109, 109, 0, 0, 1, 0
10, Run: 064, P, 0, 237, 0, 0, 0, 0, 391, 114, 391, 0, 0
10, Run: 065, P, 0, 188, 0, 0, 0, 0, 426, 107, 426, 0, 0
10, Run: 066, P, 0, 348, 0, 0, 0, 0, 274, 111, 274, 0, 0
10, Run: 067, P, 0, 486, 0, 0, 0, 0, 132, 109, 132, 0, 0
10, Run: 068, P, 0, 553, 0, 0, 0, 0, 67, 110, 67, 0, 0
10, Run: 069, P, 0, 620, 0, 0, 0, 110, 110, 0, 0, 1, 0
10, Run: 070, P, 0, 620, 0, 0, 0, 110, 110, 0, 0, 1, 0
10, Run: 071, P, 0, 306, 0, 0, 0, 0, 302, 104, 302, 0, 0
10, Run: 072, P, 0, 488, 0, 0, 0, 0, 134, 111, 134, 0, 0
10, Run: 073, P, 0, 624, 0, 0, 0, 112, 112, 0, 0, 1, 0
10, Run: 074, P, 0, 341, 0, 0, 0, 0, 277, 109, 277, 0, 0
10, Run: 075, P, 0, 54, 0, 0, 0, 0, 568, 111, 568, 0, 0
10, Run: 076, P, 0, 614, 0, 0, 0, 107, 107, 0, 0, 1, 0
10, Run: 077, P, 0, 622, 0, 0, 0, 111, 111, 0, 0, 1, 0
10, Run: 078, P, 0, 620, 0, 0, 0, 110, 110, 0, 0, 1, 0
10, Run: 079, P, 0, 612, 0, 0, 0, 106, 106, 0, 0, 1, 0
10, Run: 080, P, 0, 83, 0, 0, 0, 0, 543, 113, 543, 0, 0
10, Run: 081, P, 0, 170, 0, 0, 0, 0, 454, 112, 454, 0, 0
10, Run: 082, P, 0, 614, 0, 0, 0, 107, 107, 0, 0, 1, 0
10, Run: 083, P, 0, 622, 0, 0, 0, 111, 111, 0, 0, 1, 0
10, Run: 084, P, 0, 620, 0, 0, 0, 110, 110, 0, 0, 1, 0
10, Run: 085, P, 0, 618, 0, 0, 0, 109, 109, 0, 0, 1, 0
10, Run: 086, P, 0, 618, 0, 0, 0, 109, 109, 0, 0, 1, 0
10, Run: 087, P, 0, 618, 0, 0, 0, 109, 109, 0, 0, 1, 0
10, Run: 088, P, 0, 535, 0, 0, 0, 0, 83, 109, 83, 0, 0
10, Run: 089, P, 0, 83, 0, 0, 0, 0, 535, 109, 535, 0, 0
10, Run: 090, P, 0, 616, 0, 0, 0, 108, 108, 0, 0, 1, 0
10, Run: 091, P, 0, 618, 0, 0, 0, 109, 109, 0, 0, 1, 0
10, Run: 092, P, 0, 232, 0, 0, 0, 0, 382, 107, 382, 0, 0
10, Run: 093, P, 0, 295, 0, 0, 0, 0, 323, 109, 323, 0, 0
10, Run: 094, P, 0, 614, 0, 0, 0, 107, 107, 0, 0, 1, 0
10, Run: 095, P, 0, 36, 0, 0, 0, 0, 578, 107, 578, 0, 0
10, Run: 096, P, 0, 618, 0, 0, 0, 109, 109, 0, 0, 1, 0
10, Run: 097, P, 0, 620, 0, 0, 0, 110, 110, 0, 0, 1, 0
10, Run: 098, P, 0, 586, 0, 0, 0, 5, 41, 106, 36, 0, 0
10, Run: 099, P, 0, 612, 0, 0, 0, 106, 106, 0, 0, 1, 0
10, Run: 100, P, 0, 616, 0, 0, 0, 108, 108, 0, 0, 1, 0
2, Run: 001, P, 0, 176, 0, 0, 0, 32, 32, 0, 0, 1, 0
2, Run: 002, P, 0, 176, 0, 0, 0, 32, 32, 0, 0, 1, 0
2, Run: 003, P, 0, 81, 0, 0, 0, 0, 101, 35, 101, 0, 0
2, Run: 004, P, 0, 85, 0, 0, 0, 0, 91, 32, 91, 0, 0
2, Run: 005, P, 0, 71, 0, 0, 0, 0, 103, 31, 103, 0, 0
2, Run: 006, P, 0, 24, 0, 0, 0, 0, 158, 35, 158, 0, 0
2, Run: 007, P, 0, 180, 0, 0, 0, 34, 34, 0, 0, 1, 0
2, Run: 008, P, 0, 65, 0, 0, 0, 0, 113, 33, 113, 0, 0
2, Run: 009, P, 0, 131, 0, 0, 0, 0, 53, 36, 53, 0, 0
2, Run: 010, P, 0, 46, 0, 0, 0, 0, 134, 34, 134, 0, 0
2, Run: 011, P, 0, 178, 0, 0, 0, 33, 33, 0, 0, 1, 0
2, Run: 012, P, 0, 176, 0, 0, 0, 32, 32, 0, 0, 1, 0
2, Run: 013, P, 0, 104, 0, 0, 0, 0, 76, 34, 76, 0, 0
2, Run: 014, P, 0, 167, 0, 0, 0, 0, 13, 34, 13, 0, 0
2, Run: 015, P, 0, 47, 0, 0, 0, 0, 131, 33, 131, 0, 0
2, Run: 016, P, 0, 180, 0, 0, 0, 34, 34, 0, 0, 1, 0
2, Run: 017, P, 0, 176, 0, 0, 0, 32, 32, 0, 0, 1, 0
2, Run: 018, P, 0, 18, 0, 0, 0, 0, 164, 35, 164, 0, 0
2, Run: 019, P, 0, 178, 0, 0, 0, 33, 33, 0, 0, 1, 0
2, Run: 020, P, 0, 180, 0, 0, 0, 34, 34, 0, 0, 1, 0
2, Run: 021, P, 0, 55, 0, 0, 0, 0, 123, 33, 123, 0, 0
2, Run: 022, P, 0, 20, 0, 0, 0, 0, 154, 31, 154, 0, 0
2, Run: 023, P, 0, 46, 0, 0, 0, 0, 134, 34, 134, 0, 0
2, Run: 024, P, 0, 167, 0, 0, 0, 0, 13, 34, 13, 0, 0
2, Run: 025, P, 0, 176, 0, 0, 0, 32, 32, 0, 0, 1, 0
2, Run: 026, P, 0, 56, 0, 0, 0, 0, 126, 35, 126, 0, 0
2, Run: 027, P, 0, 33, 0, 0, 0, 0, 141, 31, 141, 0, 0
2, Run: 028, P, 0, 43, 0, 0, 0, 0, 133, 32, 133, 0, 0
2, Run: 029, P, 0, 172, 0, 0, 0, 30, 30, 0, 0, 1, 0
2, Run: 030, P, 0, 174, 0, 0, 0, 31, 31, 0, 0, 1, 0
2, Run: 031, P, 0, 62, 0, 0, 0, 0, 116, 33, 116, 0, 0
2, Run: 032, P, 0, 107, 0, 0, 0, 0, 71, 33, 71, 0, 0
2, Run: 033, P, 0, 176, 0, 0, 0, 32, 32, 0, 0, 1, 0
2, Run: 034, P, 0, 176, 0, 0, 0, 32, 32, 0, 0, 1, 0
2, Run: 035, P, 0, 174, 0, 0, 0, 31, 31, 0, 0, 1, 0
2, Run: 036, P, 0, 182, 0, 0, 0, 35, 35, 0, 0, 1, 0
2, Run: 037, P, 0, 180, 0, 0, 0, 34, 34, 0, 0, 1, 0
2, Run: 038, P, 0, 182, 0, 0, 0, 35, 35, 0, 0, 1, 0
2, Run: 039, P, 0, 180, 0, 0, 0, 34, 34, 0, 0, 1, 0
2, Run: 040, P, 0, 56, 0, 0, 0, 0, 120, 32, 120, 0, 0
2, Run: 041, P, 0, 176, 0, 0, 0, 32, 32, 0, 0, 1, 0
2, Run: 042, P, 0, 87, 0, 0, 0, 0, 87, 31, 87, 0, 0
2, Run: 043, P, 0, 178, 0, 0, 0, 33, 33, 0, 0, 1, 0
2, Run: 044, P, 0, 20, 0, 0, 0, 0, 160, 34, 160, 0, 0
2, Run: 045, P, 0, 67, 0, 0, 0, 0, 107, 31, 107, 0, 0
2, Run: 046, P, 0, 176, 0, 0, 0, 32, 32, 0, 0, 1, 0
2, Run: 047, P, 0, 46, 0, 0, 0, 0, 134, 34, 134, 0, 0
2, Run: 048, P, 0, 79, 0, 0, 0, 0, 97, 32, 97, 0, 0
2, Run: 049, P, 0, 180, 0, 0, 0, 34, 34, 0, 0, 1, 0
2, Run: 050, P, 0, 74, 0, 0, 0, 0, 110, 36, 110, 0, 0
2, Run: 051, P, 0, 180, 0, 0, 0, 34, 34, 0, 0, 1, 0
2, Run: 052, P, 0, 136, 0, 0, 0, 0, 44, 34, 44, 0, 0
2, Run: 053, P, 0, 176, 0, 0, 0, 32, 32, 0, 0, 1, 0
2, Run: 054, P, 0, 11, 0, 0, 0, 0, 167, 33, 167, 0, 0
2, Run: 055, P, 0, 178, 0, 0, 0, 33, 33, 0, 0, 1, 0
2, Run: 056, P, 0, 79, 0, 0, 0, 0, 103, 35, 103, 0, 0
2, Run: 057, P, 0, 47, 0, 0, 0, 0, 127, 31, 127, 0, 0
2, Run: 058, P, 0, 85, 0, 0, 0, 0, 95, 34, 95, 0, 0
2, Run: 059, P, 0, 176, 0, 0, 0, 32, 32, 0, 0, 1, 0
2, Run: 060, P, 0, 178, 0, 0, 0, 33, 33, 0, 0, 1, 0
2, Run: 061, P, 0, 46, 0, 0, 0, 0, 134, 34, 134, 0, 0
2, Run: 062, P, 0, 184, 0, 0, 0, 36, 36, 0, 0, 1, 0
2, Run: 063, P, 0, 82, 0, 0, 0, 0, 102, 36, 102, 0, 0
2, Run: 064, P, 0, 65, 0, 0, 0, 0, 111, 32, 111, 0, 0
2, Run: 065, P, 0, 15, 0, 0, 0, 0, 169, 36, 169, 0, 0
2, Run: 066, P, 0, 176, 0, 0, 0, 32, 32, 0, 0, 1, 0
2, Run: 067, P, 0, 174, 0, 0, 0, 31, 31, 0, 0, 1, 0
2, Run: 068, P, 0, 178, 0, 0, 0, 33, 33, 0, 0, 1, 0
2, Run: 069, P, 0, 42, 0, 0, 0, 0, 134, 32, 134, 0, 0
2, Run: 070, P, 0, 176, 0, 0, 0, 32, 32, 0, 0, 1, 0
2, Run: 071, P, 0, 174, 0, 0, 0, 31, 31, 0, 0, 1, 0
2, Run: 072, P, 0, 61, 0, 0, 0, 0, 123, 36, 123, 0, 0
2, Run: 073, P, 0, 174, 0, 0, 0, 31, 31, 0, 0, 1, 0
2, Run: 074, P, 0, 180, 0, 0, 0, 34, 34, 0, 0, 1, 0
2, Run: 075, P, 0, 176, 0, 0, 0, 32, 32, 0, 0, 1, 0
2, Run: 076, P, 0, 174, 0, 0, 0, 31, 31, 0, 0, 1, 0
2, Run: 077, P, 0, 178, 0, 0, 0, 33, 33, 0, 0, 1, 0
2, Run: 078, P, 0, 178, 0, 0, 0, 33, 33, 0, 0, 1, 0
2, Run: 079, P, 0, 176, 0, 0, 0, 32, 32, 0, 0, 1, 0
2, Run: 080, P, 0, 176, 0, 0, 0, 32, 32, 0, 0, 1, 0
2, Run: 081, P, 0, 123, 0, 0, 0, 0, 53, 32, 53, 0, 0
2, Run: 082, P, 0, 178, 0, 0, 0, 33, 33, 0, 0, 1, 0
2, Run: 083, P, 0, 34, 0, 0, 0, 0, 144, 33, 144, 0, 0
2, Run: 084, P, 0, 176, 0, 0, 0, 32, 32, 0, 0, 1, 0
2, Run: 085, P, 0, 186, 0, 0, 0, 37, 37, 0, 0, 1, 0
2, Run: 086, P, 0, 24, 0, 0, 0, 0, 152, 32, 152, 0, 0
2, Run: 087, P, 0, 180, 0, 0, 0, 34, 34, 0, 0, 1, 0
2, Run: 088, P, 0, 180, 0, 0, 0, 34, 34, 0, 0, 1, 0
2, Run: 089, P, 0, 43, 0, 0, 0, 0, 133, 32, 133, 0, 0
2, Run: 090, P, 0, 182, 0, 0, 0, 35, 35, 0, 0, 1, 0
2, Run: 091, P, 0, 61, 0, 0, 0, 0, 115, 32, 115, 0, 0
2, Run: 092, P, 0, 180, 0, 0, 0, 34, 34, 0, 0, 1, 0
2, Run: 093, P, 0, 36, 0, 0, 0, 0, 142, 33, 142, 0, 0
2, Run: 094, P, 0, 102, 0, 0, 0, 0, 78, 34, 78, 0, 0
2, Run: 095, P, 0, 174, 0, 0, 0, 31, 31, 0, 0, 1, 0
2, Run: 096, P, 0, 44, 0, 0, 0, 0, 134, 33, 134, 0, 0
2, Run: 097, P, 0, 176, 0, 0, 0, 32, 32, 0, 0, 1, 0
2, Run: 098, P, 0, 178, 0, 0, 0, 33, 33, 0, 0, 1, 0
2, Run: 099, P, 0, 93, 0, 0, 0, 0, 89, 35, 89, 0, 0
2, Run: 100, P, 0, 63, 0, 0, 0, 0, 115, 33, 115, 0, 0
3, Run: 001, P, 0, 79, 0, 0, 0, 0, 435, 93, 435, 0, 0
3, Run: 002, P, 0, 512, 0, 0, 0, 92, 92, 0, 0, 1, 0
3, Run: 003, P, 0, 512, 0, 0, 0, 92, 92, 0, 0, 1, 0
3, Run: 004, P, 0, 510, 0, 0, 0, 91, 91, 0, 0, 1, 0
3, Run: 005, P, 0, 512, 0, 0, 0, 92, 92, 0, 0, 1, 0
3, Run: 006, P, 0, 434, 0, 0, 0, 0, 78, 92, 78, 0, 0
3, Run: 007, P, 0, 518, 0, 0, 0, 95, 95, 0, 0, 1, 0
3, Run: 008, P, 0, 233, 0, 0, 0, 0, 281, 93, 281, 0, 0
3, Run: 009, P, 0, 73, 0, 0, 0, 0, 437, 91, 437, 0, 0
3, Run: 010, P, 0, 97, 0, 0, 0, 0, 413, 91, 413, 0, 0
3, Run: 011, P, 0, 182, 0, 0, 0, 0, 330, 92, 330, 0, 0
3, Run: 012, P, 0, 174, 0, 0, 0, 0, 330, 88, 330, 0, 0
3, Run: 013, P, 0, 58, 0, 0, 0, 0, 454, 92, 454, 0, 0
3, Run: 014, P, 0, 516, 0, 0, 0, 94, 94, 0, 0, 1, 0
3, Run: 015, P, 0, 67, 0, 0, 0, 0, 437, 88, 437, 0, 0
3, Run: 016, P, 0, 23, 0, 0, 0, 0, 491, 93, 491, 0, 0
3, Run: 017, P, 0, 504, 0, 0, 0, 88, 88, 0, 0, 1, 0
3, Run: 018, P, 0, 510, 0, 0, 0, 91, 91, 0, 0, 1, 0
3, Run: 019, P, 0, 512, 0, 0, 0, 92, 92, 0, 0, 1, 0
3, Run: 020, P, 0, 510, 0, 0, 0, 91, 91, 0, 0, 1, 0
3, Run: 021, P, 0, 18, 0, 0, 0, 0, 498, 94, 498, 0, 0
3, Run: 022, P, 0, 504, 0, 0, 0, 88, 88, 0, 0, 1, 0
3, Run: 023, P, 0, 88, 0, 0, 0, 0, 428, 94, 428, 0, 0
