Input Number, Run_Number, Result@ 100, U, X1, X2, Reaction2, Reaction3, Reaction4
INVAR-44, Run: 066, P, 0, 0, 144, 42, 98, 140
INVAR-44, Run: 067, P, 0, 0, 144, 47, 98, 145
INVAR-44, Run: 068, P, 0, 0, 144, 59, 98, 157
INVAR-44, Run: 069, P, 0, 0, 144, 35, 98, 133
INVAR-44, Run: 070, P, 0, 0, 144, 44, 98, 142
INVAR-44, Run: 071, P, 0, 0, 144, 41, 98, 139
INVAR-44, Run: 072, P, 0, 0, 144, 36, 98, 134
INVAR-44, Run: 073, P, 0, 0, 144, 32, 98, 130
INVAR-44, Run: 074, P, 0, 0, 144, 50, 98, 148
INVAR-44, Run: 075, P, 0, 0, 144, 30, 98, 128
INVAR-44, Run: 076, P, 0, 0, 144, 47, 98, 145
INVAR-44, Run: 077, P, 0, 0, 144, 47, 98, 145
INVAR-44, Run: 078, P, 0, 0, 144, 50, 98, 148
INVAR-44, Run: 079, P, 0, 0, 144, 48, 98, 146
INVAR-44, Run: 080, P, 0, 0, 144, 52, 98, 150
INVAR-44, Run: 081, P, 0, 0, 144, 34, 98, 132
INVAR-44, Run: 082, P, 0, 0, 144, 53, 98, 151
INVAR-44, Run: 083, P, 0, 0, 144, 41, 98, 139
INVAR-44, Run: 084, P, 0, 0, 144, 41, 98, 139
INVAR-44, Run: 085, P, 0, 0, 144, 44, 98, 142
INVAR-44, Run: 086, P, 0, 0, 144, 36, 98, 134
INVAR-44, Run: 087, P, 0, 0, 144, 57, 98, 155
INVAR-44, Run: 088, P, 0, 0, 144, 53, 98, 151
INVAR-44, Run: 089, P, 0, 0, 144, 55, 98, 153
INVAR-44, Run: 090, P, 0, 0, 144, 38, 98, 136
INVAR-44, Run: 091, P, 0, 0, 144, 41, 98, 139
INVAR-44, Run: 092, P, 0, 0, 144, 33, 98, 131
INVAR-44, Run: 093, P, 0, 0, 144, 53, 98, 151
INVAR-44, Run: 094, P, 0, 0, 144, 51, 98, 149
INVAR-44, Run: 095, P, 0, 0, 144, 43, 98, 141
INVAR-44, Run: 096, P, 0, 0, 144, 49, 98, 147
INVAR-44, Run: 097, P, 0, 0, 144, 46, 98, 144
INVAR-44, Run: 098, P, 0, 0, 144, 41, 98, 139
INVAR-44, Run: 099, P, 0, 0, 144, 33, 98, 131
INVAR-44, Run: 100, P, 0, 0, 144, 43, 98, 141
INVAR-45, Run: 001, P, 0, 0, 240, 49, 148, 197
INVAR-45, Run: 002, P, 0, 0, 240, 46, 148, 194
INVAR-45, Run: 003, P, 0, 0, 240, 47, 148, 195
INVAR-45, Run: 004, P, 0, 0, 240, 47, 148, 195
INVAR-45, Run: 005, P, 0, 0, 240, 42, 148, 190
INVAR-45, Run: 006, P, 0, 0, 240, 62, 148, 210
INVAR-45, Run: 007, P, 0, 0, 240, 70, 148, 218
INVAR-45, Run: 008, P, 0, 0, 240, 55, 148, 203
INVAR-45, Run: 009, P, 0, 0, 240, 46, 148, 194
INVAR-45, Run: 010, P, 0, 0, 240, 46, 148, 194
INVAR-45, Run: 011, P, 0, 0, 240, 52, 148, 200
INVAR-45, Run: 012, P, 0, 0, 240, 59, 148, 207
INVAR-45, Run: 013, P, 0, 0, 240, 46, 148, 194
INVAR-45, Run: 014, P, 0, 0, 240, 46, 148, 194
INVAR-45, Run: 015, P, 0, 0, 240, 59, 148, 207
INVAR-45, Run: 016, P, 0, 0, 240, 47, 148, 195
INVAR-45, Run: 017, P, 0, 0, 240, 45, 148, 193
INVAR-45, Run: 018, P, 0, 0, 240, 67, 148, 215
INVAR-45, Run: 019, P, 0, 0, 240, 50, 148, 198
INVAR-45, Run: 020, P, 0, 0, 240, 48, 148, 196
INVAR-45, Run: 021, P, 0, 0, 240, 53, 148, 201
INVAR-45, Run: 022, P, 0, 0, 240, 53, 148, 201
INVAR-45, Run: 023, P, 0, 0, 240, 44, 148, 192
INVAR-45, Run: 024, P, 0, 0, 240, 54, 148, 202
INVAR-45, Run: 025, P, 0, 0, 240, 60, 148, 208
INVAR-45, Run: 026, P, 0, 0, 240, 50, 148, 198
INVAR-45, Run: 027, P, 0, 0, 240, 46, 148, 194
INVAR-45, Run: 028, P, 0, 0, 240, 52, 148, 200
INVAR-45, Run: 029, P, 0, 0, 240, 53, 148, 201
INVAR-45, Run: 030, P, 0, 0, 240, 40, 148, 188
INVAR-45, Run: 031, P, 0, 0, 240, 52, 148, 200
INVAR-45, Run: 032, P, 0, 0, 240, 54, 148, 202
INVAR-45, Run: 033, P, 0, 0, 240, 45, 148, 193
INVAR-45, Run: 034, P, 0, 0, 240, 51, 148, 199
INVAR-45, Run: 035, P, 0, 0, 240, 56, 148, 204
INVAR-45, Run: 036, P, 0, 0, 240, 75, 148, 223
INVAR-45, Run: 037, P, 0, 0, 240, 37, 148, 185
INVAR-45, Run: 038, P, 0, 0, 240, 55, 148, 203
INVAR-45, Run: 039, P, 0, 0, 240, 66, 148, 214
INVAR-45, Run: 040, P, 0, 0, 240, 63, 148, 211
INVAR-45, Run: 041, P, 0, 0, 240, 54, 148, 202
INVAR-45, Run: 042, P, 0, 0, 240, 57, 148, 205
INVAR-45, Run: 043, P, 0, 0, 240, 33, 148, 181
INVAR-45, Run: 044, P, 0, 0, 240, 30, 148, 178
INVAR-45, Run: 045, P, 0, 0, 240, 52, 148, 200
INVAR-45, Run: 046, P, 0, 0, 240, 51, 148, 199
INVAR-45, Run: 047, P, 0, 0, 240, 36, 148, 184
INVAR-45, Run: 048, P, 0, 0, 240, 43, 148, 191
INVAR-45, Run: 049, P, 0, 0, 240, 46, 148, 194
INVAR-45, Run: 050, P, 0, 0, 240, 49, 148, 197
INVAR-45, Run: 051, P, 0, 0, 240, 50, 148, 198
INVAR-45, Run: 052, P, 0, 0, 240, 39, 148, 187
INVAR-45, Run: 053, P, 0, 0, 240, 44, 148, 192
INVAR-45, Run: 054, P, 0, 0, 240, 44, 148, 192
INVAR-45, Run: 055, P, 0, 0, 240, 47, 148, 195
INVAR-45, Run: 056, P, 0, 0, 240, 49, 148, 197
INVAR-45, Run: 057, P, 0, 0, 240, 43, 148, 191
INVAR-45, Run: 058, P, 0, 0, 240, 58, 148, 206
INVAR-45, Run: 059, P, 0, 0, 240, 48, 148, 196
INVAR-45, Run: 060, P, 0, 0, 240, 48, 148, 196
INVAR-45, Run: 061, P, 0, 0, 240, 40, 148, 188
INVAR-45, Run: 062, P, 0, 0, 240, 43, 148, 191
INVAR-45, Run: 063, P, 0, 0, 240, 59, 148, 207
INVAR-45, Run: 064, P, 0, 0, 240, 69, 148, 217
INVAR-45, Run: 065, P, 0, 0, 240, 51, 148, 199
INVAR-45, Run: 066, P, 0, 0, 240, 47, 148, 195
INVAR-45, Run: 067, P, 0, 0, 240, 43, 148, 191
INVAR-45, Run: 068, P, 0, 0, 240, 66, 148, 214
INVAR-45, Run: 069, P, 0, 0, 240, 50, 148, 198
INVAR-45, Run: 070, P, 0, 0, 240, 44, 148, 192
INVAR-45, Run: 071, P, 0, 0, 240, 47, 148, 195
INVAR-45, Run: 072, P, 0, 0, 240, 60, 148, 208
INVAR-45, Run: 073, P, 0, 0, 240, 41, 148, 189
INVAR-45, Run: 074, P, 0, 0, 240, 32, 148, 180
INVAR-45, Run: 075, P, 0, 0, 240, 48, 148, 196
INVAR-45, Run: 076, P, 0, 0, 240, 42, 148, 190
INVAR-45, Run: 077, P, 0, 0, 240, 43, 148, 191
INVAR-45, Run: 078, P, 0, 0, 240, 53, 148, 201
INVAR-45, Run: 079, P, 0, 0, 240, 52, 148, 200
INVAR-45, Run: 080, P, 0, 0, 240, 54, 148, 202
INVAR-45, Run: 081, P, 0, 0, 240, 61, 148, 209
INVAR-45, Run: 082, P, 0, 0, 240, 57, 148, 205
INVAR-45, Run: 083, P, 0, 0, 240, 52, 148, 200
INVAR-45, Run: 084, P, 0, 0, 240, 38, 148, 186
INVAR-45, Run: 085, P, 0, 0, 240, 71, 148, 219
INVAR-45, Run: 086, P, 0, 0, 240, 48, 148, 196
INVAR-45, Run: 087, P, 0, 0, 240, 43, 148, 191
INVAR-45, Run: 088, P, 0, 0, 240, 45, 148, 193
INVAR-45, Run: 089, P, 0, 0, 240, 71, 148, 219
INVAR-45, Run: 090, P, 0, 0, 240, 56, 148, 204
INVAR-45, Run: 091, P, 0, 0, 240, 47, 148, 195
INVAR-45, Run: 092, P, 0, 0, 240, 36, 148, 184
INVAR-45, Run: 093, P, 0, 0, 240, 59, 148, 207
INVAR-45, Run: 094, P, 0, 0, 240, 52, 148, 200
INVAR-45, Run: 095, P, 0, 0, 240, 50, 148, 198
INVAR-45, Run: 096, P, 0, 0, 240, 44, 148, 192
INVAR-45, Run: 097, P, 0, 0, 240, 55, 148, 203
INVAR-45, Run: 098, P, 0, 0, 240, 33, 148, 181
INVAR-45, Run: 099, P, 0, 0, 240, 45, 148, 193
INVAR-45, Run: 100, P, 0, 0, 240, 59, 148, 207
INVAR-46, Run: 001, P, 0, 0, 69, 12, 44, 56
INVAR-46, Run: 002, P, 0, 0, 69, 31, 44, 75
INVAR-46, Run: 003, P, 0, 0, 69, 21, 44, 65
INVAR-46, Run: 004, P, 0, 0, 69, 13, 44, 57
INVAR-46, Run: 005, P, 0, 0, 69, 20, 44, 64
INVAR-46, Run: 006, P, 0, 0, 69, 11, 44, 55
INVAR-46, Run: 007, P, 0, 0, 69, 25, 44, 69
INVAR-46, Run: 008, P, 0, 0, 69, 27, 44, 71
INVAR-46, Run: 009, P, 0, 0, 69, 14, 44, 58
INVAR-46, Run: 010, P, 0, 0, 69, 16, 44, 60
INVAR-46, Run: 011, P, 0, 0, 69, 11, 44, 55
INVAR-46, Run: 012, P, 0, 0, 69, 17, 44, 61
INVAR-46, Run: 013, P, 0, 0, 69, 15, 44, 59
INVAR-46, Run: 014, P, 0, 0, 69, 5, 44, 49
INVAR-46, Run: 015, P, 0, 0, 69, 22, 44, 66
INVAR-46, Run: 016, P, 0, 0, 69, 15, 44, 59
INVAR-46, Run: 017, P, 0, 0, 69, 21, 44, 65
INVAR-46, Run: 018, P, 0, 0, 69, 14, 44, 58
INVAR-46, Run: 019, P, 0, 0, 69, 16, 44, 60
INVAR-46, Run: 020, P, 0, 0, 69, 19, 44, 63
INVAR-46, Run: 021, P, 0, 0, 69, 18, 44, 62
INVAR-46, Run: 022, P, 0, 0, 69, 18, 44, 62
INVAR-46, Run: 023, P, 0, 0, 69, 23, 44, 67
INVAR-46, Run: 024, P, 0, 0, 69, 20, 44, 64
INVAR-46, Run: 025, P, 0, 0, 69, 21, 44, 65
INVAR-46, Run: 026, P, 0, 0, 69, 10, 44, 54
INVAR-46, Run: 027, P, 0, 0, 69, 19, 44, 63
INVAR-46, Run: 028, P, 0, 0, 69, 14, 44, 58
INVAR-46, Run: 029, P, 0, 0, 69, 12, 44, 56
INVAR-46, Run: 030, P, 0, 0, 69, 10, 44, 54
INVAR-46, Run: 031, P, 0, 0, 69, 25, 44, 69
INVAR-46, Run: 032, P, 0, 0, 69, 16, 44, 60
INVAR-46, Run: 033, P, 0, 0, 69, 30, 44, 74
INVAR-46, Run: 034, P, 0, 0, 69, 16, 44, 60
INVAR-46, Run: 035, P, 0, 0, 69, 20, 44, 64
INVAR-46, Run: 036, P, 0, 0, 69, 18, 44, 62
INVAR-46, Run: 037, P, 0, 0, 69, 13, 44, 57
INVAR-46, Run: 038, P, 0, 0, 69, 24, 44, 68
INVAR-46, Run: 039, P, 0, 0, 69, 13, 44, 57
INVAR-46, Run: 040, P, 0, 0, 69, 17, 44, 61
INVAR-46, Run: 041, P, 0, 0, 69, 28, 44, 72
INVAR-46, Run: 042, P, 0, 0, 69, 18, 44, 62
INVAR-46, Run: 043, P, 0, 0, 69, 22, 44, 66
INVAR-46, Run: 044, P, 0, 0, 69, 10, 44, 54
INVAR-46, Run: 045, P, 0, 0, 69, 11, 44, 55
INVAR-46, Run: 046, P, 0, 0, 69, 18, 44, 62
INVAR-46, Run: 047, P, 0, 0, 69, 13, 44, 57
INVAR-46, Run: 048, P, 0, 0, 69, 14, 44, 58
INVAR-46, Run: 049, P, 0, 0, 69, 22, 44, 66
INVAR-46, Run: 050, P, 0, 0, 69, 17, 44, 61
INVAR-46, Run: 051, P, 0, 0, 69, 20, 44, 64
INVAR-46, Run: 052, P, 0, 0, 69, 14, 44, 58
INVAR-46, Run: 053, P, 0, 0, 69, 13, 44, 57
INVAR-46, Run: 054, P, 0, 0, 69, 20, 44, 64
INVAR-46, Run: 055, P, 0, 0, 69, 27, 44, 71
INVAR-46, Run: 056, P, 0, 0, 69, 26, 44, 70
INVAR-46, Run: 057, P, 0, 0, 69, 13, 44, 57
INVAR-46, Run: 058, P, 0, 0, 69, 7, 44, 51
INVAR-46, Run: 059, P, 0, 0, 69, 24, 44, 68
INVAR-46, Run: 060, P, 0, 0, 69, 12, 44, 56
INVAR-46, Run: 061, P, 0, 0, 69, 21, 44, 65
INVAR-46, Run: 062, P, 0, 0, 69, 22, 44, 66
INVAR-46, Run: 063, P, 0, 0, 69, 24, 44, 68
INVAR-46, Run: 064, P, 0, 0, 69, 20, 44, 64
INVAR-46, Run: 065, P, 0, 0, 69, 25, 44, 69
INVAR-46, Run: 066, P, 0, 0, 69, 14, 44, 58
INVAR-46, Run: 067, P, 0, 0, 69, 21, 44, 65
INVAR-46, Run: 068, P, 0, 0, 69, 20, 44, 64
INVAR-46, Run: 069, P, 0, 0, 69, 8, 44, 52
INVAR-46, Run: 070, P, 0, 0, 69, 20, 44, 64
INVAR-46, Run: 071, P, 0, 0, 69, 16, 44, 60
INVAR-46, Run: 072, P, 0, 0, 69, 24, 44, 68
INVAR-46, Run: 073, P, 0, 0, 69, 13, 44, 57
INVAR-46, Run: 074, P, 0, 0, 69, 12, 44, 56
INVAR-46, Run: 075, P, 0, 0, 69, 17, 44, 61
INVAR-46, Run: 076, P, 0, 0, 69, 20, 44, 64
INVAR-46, Run: 077, P, 0, 0, 69, 20, 44, 64
INVAR-46, Run: 078, P, 0, 0, 69, 13, 44, 57
INVAR-46, Run: 079, P, 0, 0, 69, 13, 44, 57
INVAR-46, Run: 080, P, 0, 0, 69, 10, 44, 54
INVAR-46, Run: 081, P, 0, 0, 69, 14, 44, 58
INVAR-46, Run: 082, P, 0, 0, 69, 13, 44, 57
INVAR-46, Run: 083, P, 0, 0, 69, 14, 44, 58
INVAR-46, Run: 084, P, 0, 0, 69, 16, 44, 60
INVAR-46, Run: 085, P, 0, 0, 69, 21, 44, 65
INVAR-46, Run: 086, P, 0, 0, 69, 22, 44, 66
INVAR-46, Run: 087, P, 0, 0, 69, 20, 44, 64
INVAR-46, Run: 088, P, 0, 0, 69, 18, 44, 62
INVAR-46, Run: 089, P, 0, 0, 69, 17, 44, 61
INVAR-46, Run: 090, P, 0, 0, 69, 9, 44, 53
INVAR-46, Run: 091, P, 0, 0, 69, 19, 44, 63
INVAR-46, Run: 092, P, 0, 0, 69, 20, 44, 64
INVAR-46, Run: 093, P, 0, 0, 69, 18, 44, 62
INVAR-46, Run: 094, P, 0, 0, 69, 33, 44, 77
INVAR-46, Run: 095, P, 0, 0, 69, 18, 44, 62
INVAR-46, Run: 096, P, 0, 0, 69, 21, 44, 65
INVAR-46, Run: 097, P, 0, 0, 69, 19, 44, 63
INVAR-46, Run: 098, P, 0, 0, 69, 17, 44, 61
INVAR-46, Run: 099, P, 0, 0, 69, 11, 44, 55
INVAR-46, Run: 100, P, 0, 0, 69, 19, 44, 63
INVAR-47, Run: 001, P, 0, 0, 141, 35, 98, 133
INVAR-47, Run: 002, P, 0, 0, 141, 51, 98, 149
INVAR-47, Run: 003, P, 0, 0, 141, 62, 98, 160
INVAR-47, Run: 004, P, 0, 0, 141, 40, 98, 138
INVAR-47, Run: 005, P, 0, 0, 141, 31, 98, 129
INVAR-47, Run: 006, P, 0, 0, 141, 45, 98, 143
INVAR-47, Run: 007, P, 0, 0, 141, 47, 98, 145
INVAR-47, Run: 008, P, 0, 0, 141, 49, 98, 147
INVAR-47, Run: 009, P, 0, 0, 141, 40, 98, 138
INVAR-47, Run: 010, P, 0, 0, 141, 39, 98, 137
INVAR-47, Run: 011, P, 0, 0, 141, 41, 98, 139
INVAR-47, Run: 012, P, 0, 0, 141, 34, 98, 132
INVAR-47, Run: 013, P, 0, 0, 141, 53, 98, 151
INVAR-47, Run: 014, P, 0, 0, 141, 47, 98, 145
INVAR-47, Run: 015, P, 0, 0, 141, 39, 98, 137
INVAR-47, Run: 016, P, 0, 0, 141, 49, 98, 147
INVAR-47, Run: 017, P, 0, 0, 141, 58, 98, 156
INVAR-47, Run: 018, P, 0, 0, 141, 52, 98, 150
INVAR-47, Run: 019, P, 0, 0, 141, 32, 98, 130
INVAR-47, Run: 020, P, 0, 0, 141, 48, 98, 146
INVAR-47, Run: 021, P, 0, 0, 141, 41, 98, 139
INVAR-47, Run: 022, P, 0, 0, 141, 40, 98, 138
INVAR-47, Run: 023, P, 0, 0, 141, 46, 98, 144
INVAR-47, Run: 024, P, 0, 0, 141, 51, 98, 149
INVAR-47, Run: 025, P, 0, 0, 141, 36, 98, 134
INVAR-47, Run: 026, P, 0, 0, 141, 31, 98, 129
INVAR-47, Run: 027, P, 0, 0, 141, 27, 98, 125
INVAR-47, Run: 028, P, 0, 0, 141, 53, 98, 151
INVAR-47, Run: 029, P, 0, 0, 141, 30, 98, 128
INVAR-47, Run: 030, P, 0, 0, 141, 34, 98, 132
INVAR-47, Run: 031, P, 0, 0, 141, 40, 98, 138
INVAR-47, Run: 032, P, 0, 0, 141, 37, 98, 135
INVAR-47, Run: 033, P, 0, 0, 141, 33, 98, 131
INVAR-47, Run: 034, P, 0, 0, 141, 36, 98, 134
INVAR-47, Run: 035, P, 0, 0, 141, 42, 98, 140
INVAR-47, Run: 036, P, 0, 0, 141, 41, 98, 139
INVAR-47, Run: 037, P, 0, 0, 141, 30, 98, 128
INVAR-47, Run: 038, P, 0, 0, 141, 42, 98, 140
INVAR-47, Run: 039, P, 0, 0, 141, 42, 98, 140
INVAR-47, Run: 040, P, 0, 0, 141, 57, 98, 155
INVAR-47, Run: 041, P, 0, 0, 141, 46, 98, 144
INVAR-47, Run: 042, P, 0, 0, 141, 40, 98, 138
INVAR-47, Run: 043, P, 0, 0, 141, 28, 98, 126
INVAR-47, Run: 044, P, 0, 0, 141, 48, 98, 146
INVAR-47, Run: 045, P, 0, 0, 141, 55, 98, 153
INVAR-47, Run: 046, P, 0, 0, 141, 47, 98, 145
INVAR-47, Run: 047, P, 0, 0, 141, 54, 98, 152
INVAR-47, Run: 048, P, 0, 0, 141, 38, 98, 136
INVAR-47, Run: 049, P, 0, 0, 141, 43, 98, 141
INVAR-47, Run: 050, P, 0, 0, 141, 32, 98, 130
INVAR-47, Run: 051, P, 0, 0, 141, 56, 98, 154
INVAR-47, Run: 052, P, 0, 0, 141, 52, 98, 150
INVAR-47, Run: 053, P, 0, 0, 141, 47, 98, 145
INVAR-47, Run: 054, P, 0, 0, 141, 48, 98, 146
INVAR-47, Run: 055, P, 0, 0, 141, 62, 98, 160
INVAR-47, Run: 056, P, 0, 0, 141, 47, 98, 145
INVAR-47, Run: 057, P, 0, 0, 141, 53, 98, 151
INVAR-47, Run: 058, P, 0, 0, 141, 60, 98, 158
INVAR-47, Run: 059, P, 0, 0, 141, 41, 98, 139
INVAR-47, Run: 060, P, 0, 0, 141, 50, 98, 148
INVAR-47, Run: 061, P, 0, 0, 141, 34, 98, 132
INVAR-47, Run: 062, P, 0, 0, 141, 38, 98, 136
INVAR-47, Run: 063, P, 0, 0, 141, 39, 98, 137
INVAR-47, Run: 064, P, 0, 0, 141, 47, 98, 145
INVAR-47, Run: 065, P, 0, 0, 141, 53, 98, 151
INVAR-47, Run: 066, P, 0, 0, 141, 42, 98, 140
INVAR-47, Run: 067, P, 0, 0, 141, 49, 98, 147
INVAR-47, Run: 068, P, 0, 0, 141, 37, 98, 135
INVAR-47, Run: 069, P, 0, 0, 141, 41, 98, 139
INVAR-47, Run: 070, P, 0, 0, 141, 59, 98, 157
INVAR-47, Run: 071, P, 0, 0, 141, 25, 98, 123
INVAR-47, Run: 072, P, 0, 0, 141, 44, 98, 142
INVAR-47, Run: 073, P, 0, 0, 141, 47, 98, 145
INVAR-47, Run: 074, P, 0, 0, 141, 46, 98, 144
INVAR-47, Run: 075, P, 0, 0, 141, 64, 98, 162
INVAR-47, Run: 076, P, 0, 0, 141, 39, 98, 137
INVAR-47, Run: 077, P, 0, 0, 141, 48, 98, 146
INVAR-47, Run: 078, P, 0, 0, 141, 67, 98, 165
INVAR-47, Run: 079, P, 0, 0, 141, 40, 98, 138
INVAR-47, Run: 080, P, 0, 0, 141, 64, 98, 162
INVAR-47, Run: 081, P, 0, 0, 141, 42, 98, 140
INVAR-47, Run: 082, P, 0, 0, 141, 48, 98, 146
INVAR-47, Run: 083, P, 0, 0, 141, 43, 98, 141
INVAR-47, Run: 084, P, 0, 0, 141, 56, 98, 154
INVAR-47, Run: 085, P, 0, 0, 141, 38, 98, 136
INVAR-47, Run: 086, P, 0, 0, 141, 47, 98, 145
INVAR-47, Run: 087, P, 0, 0, 141, 45, 98, 143
INVAR-47, Run: 088, P, 0, 0, 141, 53, 98, 151
INVAR-47, Run: 089, P, 0, 0, 141, 48, 98, 146
INVAR-47, Run: 090, P, 0, 0, 141, 44, 98, 142
INVAR-47, Run: 091, P, 0, 0, 141, 60, 98, 158
INVAR-47, Run: 092, P, 0, 0, 141, 37, 98, 135
INVAR-47, Run: 093, P, 0, 0, 141, 50, 98, 148
INVAR-47, Run: 094, P, 0, 0, 141, 54, 98, 152
INVAR-47, Run: 095, P, 0, 0, 141, 56, 98, 154
INVAR-47, Run: 096, P, 0, 0, 141, 42, 98, 140
INVAR-47, Run: 097, P, 0, 0, 141, 50, 98, 148
INVAR-47, Run: 098, P, 0, 0, 141, 45, 98, 143
INVAR-47, Run: 099, P, 0, 0, 141, 35, 98, 133
INVAR-47, Run: 100, P, 0, 0, 141, 38, 98, 136
INVAR-48, Run: 001, P, 0, 0, 281, 39, 168, 207
INVAR-48, Run: 002, P, 0, 0, 281, 51, 168, 219
INVAR-48, Run: 003, P, 0, 0, 281, 58, 168, 226
INVAR-48, Run: 004, P, 0, 0, 281, 73, 168, 241
INVAR-48, Run: 005, P, 0, 0, 281, 46, 168, 214
INVAR-48, Run: 006, P, 0, 0, 281, 67, 168, 235
INVAR-48, Run: 007, P, 0, 0, 281, 41, 168, 209
INVAR-48, Run: 008, P, 0, 0, 281, 54, 168, 222
INVAR-48, Run: 009, P, 0, 0, 281, 48, 168, 216
INVAR-48, Run: 010, P, 0, 0, 281, 48, 168, 216
INVAR-48, Run: 011, P, 0, 0, 281, 42, 168, 210
INVAR-48, Run: 012, P, 0, 0, 281, 61, 168, 229
INVAR-48, Run: 013, P, 0, 0, 281, 54, 168, 222
INVAR-48, Run: 014, P, 0, 0, 281, 49, 168, 217
INVAR-48, Run: 015, P, 0, 0, 281, 58, 168, 226
INVAR-48, Run: 016, P, 0, 0, 281, 55, 168, 223
INVAR-48, Run: 017, P, 0, 0, 281, 47, 168, 215
INVAR-48, Run: 018, P, 0, 0, 281, 56, 168, 224
INVAR-48, Run: 019, P, 0, 0, 281, 49, 168, 217
INVAR-48, Run: 020, P, 0, 0, 281, 49, 168, 217
INVAR-48, Run: 021, P, 0, 0, 281, 46, 168, 214
INVAR-48, Run: 022, P, 0, 0, 281, 51, 168, 219
INVAR-48, Run: 023, P, 0, 0, 281, 50, 168, 218
INVAR-48, Run: 024, P, 0, 0, 281, 40, 168, 208
INVAR-48, Run: 025, P, 0, 0, 281, 69, 168, 237
INVAR-48, Run: 026, P, 0, 0, 281, 64, 168, 232
INVAR-48, Run: 027, P, 0, 0, 281, 57, 168, 225
INVAR-48, Run: 028, P, 0, 0, 281, 55, 168, 223
INVAR-48, Run: 029, P, 0, 0, 281, 44, 168, 212
INVAR-48, Run: 030, P, 0, 0, 281, 51, 168, 219
INVAR-48, Run: 031, P, 0, 0, 281, 43, 168, 211
INVAR-48, Run: 032, P, 0, 0, 281, 54, 168, 222
INVAR-48, Run: 033, P, 0, 0, 281, 56, 168, 224
INVAR-48, Run: 034, P, 0, 0, 281, 63, 168, 231
INVAR-48, Run: 035, P, 0, 0, 281, 63, 168, 231
INVAR-48, Run: 036, P, 0, 0, 281, 38, 168, 206
INVAR-48, Run: 037, P, 0, 0, 281, 55, 168, 223
INVAR-48, Run: 038, P, 0, 0, 281, 37, 168, 205
INVAR-48, Run: 039, P, 0, 0, 281, 63, 168, 231
INVAR-48, Run: 040, P, 0, 0, 281, 43, 168, 211
INVAR-48, Run: 041, P, 0, 0, 281, 59, 168, 227
INVAR-48, Run: 042, P, 0, 0, 281, 60, 168, 228
INVAR-48, Run: 043, P, 0, 0, 281, 58, 168, 226
INVAR-48, Run: 044, P, 0, 0, 281, 49, 168, 217
INVAR-48, Run: 045, P, 0, 0, 281, 46, 168, 214
INVAR-48, Run: 046, P, 0, 0, 281, 49, 168, 217
INVAR-48, Run: 047, P, 0, 0, 281, 60, 168, 228
INVAR-48, Run: 048, P, 0, 0, 281, 71, 168, 239
INVAR-48, Run: 049, P, 0, 0, 281, 63, 168, 231
INVAR-48, Run: 050, P, 0, 0, 281, 46, 168, 214
INVAR-48, Run: 051, P, 0, 0, 281, 61, 168, 229
INVAR-48, Run: 052, P, 0, 0, 281, 56, 168, 224
INVAR-48, Run: 053, P, 0, 0, 281, 43, 168, 211
INVAR-48, Run: 054, P, 0, 0, 281, 46, 168, 214
INVAR-48, Run: 055, P, 0, 0, 281, 51, 168, 219
INVAR-48, Run: 056, P, 0, 0, 281, 61, 168, 229
INVAR-48, Run: 057, P, 0, 0, 281, 40, 168, 208
INVAR-48, Run: 058, P, 0, 0, 281, 30, 168, 198
INVAR-48, Run: 059, P, 0, 0, 281, 56, 168, 224
INVAR-48, Run: 060, P, 0, 0, 281, 56, 168, 224
INVAR-48, Run: 061, P, 0, 0, 281, 57, 168, 225
INVAR-48, Run: 062, P, 0, 0, 281, 53, 168, 221
INVAR-48, Run: 063, P, 0, 0, 281, 52, 168, 220
INVAR-48, Run: 064, P, 0, 0, 281, 56, 168, 224
INVAR-48, Run: 065, P, 0, 0, 281, 66, 168, 234
INVAR-48, Run: 066, P, 0, 0, 281, 43, 168, 211
INVAR-48, Run: 067, P, 0, 0, 281, 48, 168, 216
INVAR-48, Run: 068, P, 0, 0, 281, 48, 168, 216
INVAR-48, Run: 069, P, 0, 0, 281, 62, 168, 230
INVAR-48, Run: 070, P, 0, 0, 281, 52, 168, 220
INVAR-48, Run: 071, P, 0, 0, 281, 39, 168, 207
INVAR-48, Run: 072, P, 0, 0, 281, 54, 168, 222
INVAR-48, Run: 073, P, 0, 0, 281, 51, 168, 219
INVAR-48, Run: 074, P, 0, 0, 281, 63, 168, 231
INVAR-48, Run: 075, P, 0, 0, 281, 48, 168, 216
INVAR-48, Run: 076, P, 0, 0, 281, 51, 168, 219
INVAR-48, Run: 077, P, 0, 0, 281, 48, 168, 216
INVAR-48, Run: 078, P, 0, 0, 281, 48, 168, 216
INVAR-48, Run: 079, P, 0, 0, 281, 54, 168, 222
INVAR-48, Run: 080, P, 0, 0, 281, 52, 168, 220
INVAR-48, Run: 081, P, 0, 0, 281, 60, 168, 228
INVAR-48, Run: 082, P, 0, 0, 281, 71, 168, 239
INVAR-48, Run: 083, P, 0, 0, 281, 47, 168, 215
INVAR-48, Run: 084, P, 0, 0, 281, 69, 168, 237
INVAR-48, Run: 085, P, 0, 0, 281, 63, 168, 231
INVAR-48, Run: 086, P, 0, 0, 281, 46, 168, 214
INVAR-48, Run: 087, P, 0, 0, 281, 50, 168, 218
