Input Number, Run_Number, Result@ 100, U, X1, X2, Reaction2, Reaction3, Reaction4
INVAR-23, Run: 045, P, 0, 28, 0, 0, 0, 0
INVAR-23, Run: 046, P, 0, 28, 0, 0, 0, 0
INVAR-23, Run: 047, P, 0, 28, 0, 0, 0, 0
INVAR-23, Run: 048, P, 0, 28, 0, 0, 0, 0
INVAR-23, Run: 049, P, 0, 28, 0, 0, 0, 0
INVAR-23, Run: 050, P, 0, 28, 0, 0, 0, 0
INVAR-23, Run: 051, P, 0, 28, 0, 0, 0, 0
INVAR-23, Run: 052, P, 0, 28, 0, 0, 0, 0
INVAR-23, Run: 053, P, 0, 28, 0, 0, 0, 0
INVAR-23, Run: 054, P, 0, 28, 0, 0, 0, 0
INVAR-23, Run: 055, P, 0, 28, 0, 0, 0, 0
INVAR-23, Run: 056, P, 0, 28, 0, 0, 0, 0
INVAR-23, Run: 057, P, 0, 28, 0, 0, 0, 0
INVAR-23, Run: 058, P, 0, 28, 0, 0, 0, 0
INVAR-23, Run: 059, P, 0, 28, 0, 0, 0, 0
INVAR-23, Run: 060, P, 0, 28, 0, 0, 0, 0
INVAR-23, Run: 061, P, 0, 28, 0, 0, 0, 0
INVAR-23, Run: 062, P, 0, 28, 0, 0, 0, 0
INVAR-23, Run: 063, P, 0, 28, 0, 0, 0, 0
INVAR-23, Run: 064, P, 0, 28, 0, 0, 0, 0
INVAR-23, Run: 065, P, 0, 28, 0, 0, 0, 0
INVAR-23, Run: 066, P, 0, 28, 0, 0, 0, 0
INVAR-23, Run: 067, P, 0, 28, 0, 0, 0, 0
INVAR-23, Run: 068, P, 0, 28, 0, 0, 0, 0
INVAR-23, Run: 069, P, 0, 28, 0, 0, 0, 0
INVAR-23, Run: 070, P, 0, 28, 0, 0, 0, 0
INVAR-23, Run: 071, P, 0, 28, 0, 0, 0, 0
INVAR-23, Run: 072, P, 0, 28, 0, 0, 0, 0
INVAR-23, Run: 073, P, 0, 28, 0, 0, 0, 0
INVAR-23, Run: 074, P, 0, 28, 0, 0, 0, 0
INVAR-23, Run: 075, P, 0, 28, 0, 0, 0, 0
INVAR-23, Run: 076, P, 0, 28, 0, 0, 0, 0
INVAR-23, Run: 077, P, 0, 28, 0, 0, 0, 0
INVAR-23, Run: 078, P, 0, 28, 0, 0, 0, 0
INVAR-23, Run: 079, P, 0, 28, 0, 0, 0, 0
INVAR-23, Run: 080, P, 0, 28, 0, 0, 0, 0
INVAR-23, Run: 081, P, 0, 28, 0, 0, 0, 0
INVAR-23, Run: 082, P, 0, 28, 0, 0, 0, 0
INVAR-23, Run: 083, P, 0, 28, 0, 0, 0, 0
INVAR-23, Run: 084, P, 0, 28, 0, 0, 0, 0
INVAR-23, Run: 085, P, 0, 28, 0, 0, 0, 0
INVAR-23, Run: 086, P, 0, 28, 0, 0, 0, 0
INVAR-23, Run: 087, P, 0, 28, 0, 0, 0, 0
INVAR-23, Run: 088, P, 0, 28, 0, 0, 0, 0
INVAR-23, Run: 089, P, 0, 28, 0, 0, 0, 0
INVAR-23, Run: 090, P, 0, 28, 0, 0, 0, 0
INVAR-23, Run: 091, P, 0, 28, 0, 0, 0, 0
INVAR-23, Run: 092, P, 0, 28, 0, 0, 0, 0
INVAR-23, Run: 093, P, 0, 28, 0, 0, 0, 0
INVAR-23, Run: 094, P, 0, 28, 0, 0, 0, 0
INVAR-23, Run: 095, P, 0, 28, 0, 0, 0, 0
INVAR-23, Run: 096, P, 0, 28, 0, 0, 0, 0
INVAR-23, Run: 097, P, 0, 28, 0, 0, 0, 0
INVAR-23, Run: 098, P, 0, 28, 0, 0, 0, 0
INVAR-23, Run: 099, P, 0, 28, 0, 0, 0, 0
INVAR-23, Run: 100, P, 0, 28, 0, 0, 0, 0
INVAR-24, Run: 001, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 002, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 003, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 004, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 005, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 006, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 007, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 008, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 009, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 010, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 011, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 012, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 013, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 014, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 015, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 016, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 017, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 018, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 019, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 020, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 021, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 022, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 023, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 024, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 025, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 026, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 027, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 028, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 029, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 030, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 031, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 032, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 033, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 034, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 035, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 036, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 037, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 038, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 039, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 040, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 041, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 042, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 043, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 044, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 045, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 046, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 047, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 048, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 049, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 050, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 051, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 052, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 053, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 054, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 055, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 056, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 057, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 058, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 059, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 060, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 061, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 062, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 063, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 064, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 065, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 066, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 067, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 068, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 069, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 070, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 071, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 072, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 073, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 074, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 075, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 076, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 077, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 078, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 079, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 080, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 081, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 082, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 083, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 084, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 085, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 086, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 087, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 088, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 089, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 090, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 091, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 092, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 093, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 094, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 095, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 096, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 097, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 098, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 099, P, 0, 40, 0, 0, 0, 0
INVAR-24, Run: 100, P, 0, 40, 0, 0, 0, 0
INVAR-25, Run: 001, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 002, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 003, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 004, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 005, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 006, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 007, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 008, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 009, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 010, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 011, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 012, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 013, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 014, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 015, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 016, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 017, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 018, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 019, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 020, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 021, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 022, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 023, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 024, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 025, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 026, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 027, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 028, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 029, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 030, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 031, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 032, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 033, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 034, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 035, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 036, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 037, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 038, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 039, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 040, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 041, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 042, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 043, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 044, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 045, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 046, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 047, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 048, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 049, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 050, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 051, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 052, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 053, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 054, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 055, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 056, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 057, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 058, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 059, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 060, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 061, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 062, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 063, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 064, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 065, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 066, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 067, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 068, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 069, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 070, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 071, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 072, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 073, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 074, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 075, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 076, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 077, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 078, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 079, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 080, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 081, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 082, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 083, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 084, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 085, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 086, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 087, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 088, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 089, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 090, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 091, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 092, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 093, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 094, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 095, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 096, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 097, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 098, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 099, P, 0, 130, 0, 0, 0, 0
INVAR-25, Run: 100, P, 0, 130, 0, 0, 0, 0
INVAR-26, Run: 001, P, 0, 0, 35, 53, 31, 84
INVAR-26, Run: 002, P, 0, 0, 35, 32, 31, 63
INVAR-26, Run: 003, P, 0, 0, 35, 37, 31, 68
INVAR-26, Run: 004, P, 0, 0, 35, 15, 31, 46
INVAR-26, Run: 005, P, 0, 0, 35, 27, 31, 58
INVAR-26, Run: 006, P, 0, 0, 35, 54, 31, 85
INVAR-26, Run: 007, P, 0, 0, 35, 47, 31, 78
INVAR-26, Run: 008, P, 0, 0, 35, 21, 31, 52
INVAR-26, Run: 009, P, 0, 0, 35, 22, 31, 53
INVAR-26, Run: 010, P, 0, 0, 35, 37, 31, 68
INVAR-26, Run: 011, P, 0, 0, 35, 33, 31, 64
INVAR-26, Run: 012, P, 0, 0, 35, 45, 31, 76
INVAR-26, Run: 013, P, 0, 0, 35, 19, 31, 50
INVAR-26, Run: 014, P, 0, 0, 35, 31, 31, 62
INVAR-26, Run: 015, P, 0, 0, 35, 52, 31, 83
INVAR-26, Run: 016, P, 0, 0, 35, 30, 31, 61
INVAR-26, Run: 017, P, 0, 0, 35, 40, 31, 71
INVAR-26, Run: 018, P, 0, 0, 35, 32, 31, 63
INVAR-26, Run: 019, P, 0, 0, 35, 23, 31, 54
INVAR-26, Run: 020, P, 0, 0, 35, 40, 31, 71
INVAR-26, Run: 021, P, 0, 0, 35, 26, 31, 57
INVAR-26, Run: 022, P, 0, 0, 35, 43, 31, 74
INVAR-26, Run: 023, P, 0, 0, 35, 34, 31, 65
INVAR-26, Run: 024, P, 0, 0, 35, 30, 31, 61
INVAR-26, Run: 025, P, 0, 0, 35, 33, 31, 64
INVAR-26, Run: 026, P, 0, 0, 35, 35, 31, 66
INVAR-26, Run: 027, P, 0, 0, 35, 32, 31, 63
INVAR-26, Run: 028, P, 0, 0, 35, 38, 31, 69
INVAR-26, Run: 029, P, 0, 0, 35, 25, 31, 56
INVAR-26, Run: 030, P, 0, 0, 35, 26, 31, 57
INVAR-26, Run: 031, P, 0, 0, 35, 35, 31, 66
INVAR-26, Run: 032, P, 0, 0, 35, 26, 31, 57
INVAR-26, Run: 033, P, 0, 0, 35, 40, 31, 71
INVAR-26, Run: 034, P, 0, 0, 35, 19, 31, 50
INVAR-26, Run: 035, P, 0, 0, 35, 24, 31, 55
INVAR-26, Run: 036, P, 0, 0, 35, 32, 31, 63
INVAR-26, Run: 037, P, 0, 0, 35, 15, 31, 46
INVAR-26, Run: 038, P, 0, 0, 35, 36, 31, 67
INVAR-26, Run: 039, P, 0, 0, 35, 54, 31, 85
INVAR-26, Run: 040, P, 0, 0, 35, 56, 31, 87
INVAR-26, Run: 041, P, 0, 0, 35, 18, 31, 49
INVAR-26, Run: 042, P, 0, 0, 35, 39, 31, 70
INVAR-26, Run: 043, P, 0, 0, 35, 36, 31, 67
INVAR-26, Run: 044, P, 0, 0, 35, 28, 31, 59
INVAR-26, Run: 045, P, 0, 0, 35, 46, 31, 77
INVAR-26, Run: 046, P, 0, 0, 35, 30, 31, 61
INVAR-26, Run: 047, P, 0, 0, 35, 36, 31, 67
INVAR-26, Run: 048, P, 0, 0, 35, 23, 31, 54
INVAR-26, Run: 049, P, 0, 0, 35, 61, 31, 92
INVAR-26, Run: 050, P, 0, 0, 35, 49, 31, 80
INVAR-26, Run: 051, P, 0, 0, 35, 22, 31, 53
INVAR-26, Run: 052, P, 0, 0, 35, 38, 31, 69
INVAR-26, Run: 053, P, 0, 0, 35, 35, 31, 66
INVAR-26, Run: 054, P, 0, 0, 35, 27, 31, 58
INVAR-26, Run: 055, P, 0, 0, 35, 35, 31, 66
INVAR-26, Run: 056, P, 0, 0, 35, 36, 31, 67
INVAR-26, Run: 057, P, 0, 0, 35, 27, 31, 58
INVAR-26, Run: 058, P, 0, 0, 35, 44, 31, 75
INVAR-26, Run: 059, P, 0, 0, 35, 31, 31, 62
INVAR-26, Run: 060, P, 0, 0, 35, 41, 31, 72
INVAR-26, Run: 061, P, 0, 0, 35, 26, 31, 57
INVAR-26, Run: 062, P, 0, 0, 35, 29, 31, 60
INVAR-26, Run: 063, P, 0, 0, 35, 29, 31, 60
INVAR-26, Run: 064, P, 0, 0, 35, 70, 31, 101
INVAR-26, Run: 065, P, 0, 0, 35, 40, 31, 71
INVAR-26, Run: 066, P, 0, 0, 35, 31, 31, 62
INVAR-26, Run: 067, P, 0, 0, 35, 51, 31, 82
INVAR-26, Run: 068, P, 0, 0, 35, 41, 31, 72
INVAR-26, Run: 069, P, 0, 0, 35, 35, 31, 66
INVAR-26, Run: 070, P, 0, 0, 35, 36, 31, 67
INVAR-26, Run: 071, P, 0, 0, 35, 27, 31, 58
INVAR-26, Run: 072, P, 0, 0, 35, 23, 31, 54
INVAR-26, Run: 073, P, 0, 0, 35, 36, 31, 67
INVAR-26, Run: 074, P, 0, 0, 35, 24, 31, 55
INVAR-26, Run: 075, P, 0, 0, 35, 23, 31, 54
INVAR-26, Run: 076, P, 0, 0, 35, 12, 31, 43
INVAR-26, Run: 077, P, 0, 0, 35, 33, 31, 64
INVAR-26, Run: 078, P, 0, 0, 35, 40, 31, 71
INVAR-26, Run: 079, P, 0, 0, 35, 77, 31, 108
INVAR-26, Run: 080, P, 0, 0, 35, 25, 31, 56
INVAR-26, Run: 081, P, 0, 0, 35, 17, 31, 48
INVAR-26, Run: 082, P, 0, 0, 35, 34, 31, 65
INVAR-26, Run: 083, P, 0, 0, 35, 29, 31, 60
INVAR-26, Run: 084, P, 0, 0, 35, 54, 31, 85
INVAR-26, Run: 085, P, 0, 0, 35, 35, 31, 66
INVAR-26, Run: 086, P, 0, 0, 35, 34, 31, 65
INVAR-26, Run: 087, P, 0, 0, 35, 37, 31, 68
INVAR-26, Run: 088, P, 0, 0, 35, 38, 31, 69
INVAR-26, Run: 089, P, 0, 0, 35, 30, 31, 61
INVAR-26, Run: 090, P, 0, 0, 35, 35, 31, 66
INVAR-26, Run: 091, P, 0, 0, 35, 29, 31, 60
INVAR-26, Run: 092, P, 0, 0, 35, 46, 31, 77
INVAR-26, Run: 093, P, 0, 0, 35, 48, 31, 79
INVAR-26, Run: 094, P, 0, 0, 35, 26, 31, 57
INVAR-26, Run: 095, P, 0, 0, 35, 21, 31, 52
INVAR-26, Run: 096, P, 0, 0, 35, 22, 31, 53
INVAR-26, Run: 097, P, 0, 0, 35, 30, 31, 61
INVAR-26, Run: 098, P, 0, 0, 35, 33, 31, 64
INVAR-26, Run: 099, P, 0, 0, 35, 49, 31, 80
INVAR-26, Run: 100, P, 0, 0, 35, 33, 31, 64
INVAR-27, Run: 001, P, 0, 0, 91, 34, 59, 93
INVAR-27, Run: 002, P, 0, 0, 91, 28, 59, 87
INVAR-27, Run: 003, P, 0, 0, 91, 14, 59, 73
INVAR-27, Run: 004, P, 0, 0, 91, 22, 59, 81
INVAR-27, Run: 005, P, 0, 0, 91, 32, 59, 91
INVAR-27, Run: 006, P, 0, 0, 91, 23, 59, 82
INVAR-27, Run: 007, P, 0, 0, 91, 29, 59, 88
INVAR-27, Run: 008, P, 0, 0, 91, 25, 59, 84
INVAR-27, Run: 009, P, 0, 0, 91, 22, 59, 81
INVAR-27, Run: 010, P, 0, 0, 91, 17, 59, 76
INVAR-27, Run: 011, P, 0, 0, 91, 22, 59, 81
INVAR-27, Run: 012, P, 0, 0, 91, 18, 59, 77
INVAR-27, Run: 013, P, 0, 0, 91, 27, 59, 86
INVAR-27, Run: 014, P, 0, 0, 91, 19, 59, 78
INVAR-27, Run: 015, P, 0, 0, 91, 23, 59, 82
INVAR-27, Run: 016, P, 0, 0, 91, 24, 59, 83
INVAR-27, Run: 017, P, 0, 0, 91, 21, 59, 80
INVAR-27, Run: 018, P, 0, 0, 91, 18, 59, 77
INVAR-27, Run: 019, P, 0, 0, 91, 9, 59, 68
INVAR-27, Run: 020, P, 0, 0, 91, 30, 59, 89
INVAR-27, Run: 021, P, 0, 0, 91, 19, 59, 78
INVAR-27, Run: 022, P, 0, 0, 91, 15, 59, 74
INVAR-27, Run: 023, P, 0, 0, 91, 22, 59, 81
INVAR-27, Run: 024, P, 0, 0, 91, 21, 59, 80
INVAR-27, Run: 025, P, 0, 0, 91, 30, 59, 89
INVAR-27, Run: 026, P, 0, 0, 91, 23, 59, 82
INVAR-27, Run: 027, P, 0, 0, 91, 19, 59, 78
INVAR-27, Run: 028, P, 0, 0, 91, 14, 59, 73
INVAR-27, Run: 029, P, 0, 0, 91, 22, 59, 81
INVAR-27, Run: 030, P, 0, 0, 91, 36, 59, 95
INVAR-27, Run: 031, P, 0, 0, 91, 26, 59, 85
INVAR-27, Run: 032, P, 0, 0, 91, 25, 59, 84
INVAR-27, Run: 033, P, 0, 0, 91, 20, 59, 79
INVAR-27, Run: 034, P, 0, 0, 91, 34, 59, 93
INVAR-27, Run: 035, P, 0, 0, 91, 20, 59, 79
INVAR-27, Run: 036, P, 0, 0, 91, 20, 59, 79
INVAR-27, Run: 037, P, 0, 0, 91, 25, 59, 84
INVAR-27, Run: 038, P, 0, 0, 91, 19, 59, 78
INVAR-27, Run: 039, P, 0, 0, 91, 41, 59, 100
INVAR-27, Run: 040, P, 0, 0, 91, 23, 59, 82
INVAR-27, Run: 041, P, 0, 0, 91, 20, 59, 79
INVAR-27, Run: 042, P, 0, 0, 91, 22, 59, 81
INVAR-27, Run: 043, P, 0, 0, 91, 25, 59, 84
INVAR-27, Run: 044, P, 0, 0, 91, 31, 59, 90
INVAR-27, Run: 045, P, 0, 0, 91, 27, 59, 86
INVAR-27, Run: 046, P, 0, 0, 91, 18, 59, 77
INVAR-27, Run: 047, P, 0, 0, 91, 15, 59, 74
INVAR-27, Run: 048, P, 0, 0, 91, 27, 59, 86
INVAR-27, Run: 049, P, 0, 0, 91, 40, 59, 99
INVAR-27, Run: 050, P, 0, 0, 91, 22, 59, 81
INVAR-27, Run: 051, P, 0, 0, 91, 27, 59, 86
INVAR-27, Run: 052, P, 0, 0, 91, 26, 59, 85
INVAR-27, Run: 053, P, 0, 0, 91, 18, 59, 77
INVAR-27, Run: 054, P, 0, 0, 91, 20, 59, 79
INVAR-27, Run: 055, P, 0, 0, 91, 27, 59, 86
INVAR-27, Run: 056, P, 0, 0, 91, 21, 59, 80
INVAR-27, Run: 057, P, 0, 0, 91, 23, 59, 82
INVAR-27, Run: 058, P, 0, 0, 91, 30, 59, 89
INVAR-27, Run: 059, P, 0, 0, 91, 30, 59, 89
INVAR-27, Run: 060, P, 0, 0, 91, 19, 59, 78
INVAR-27, Run: 061, P, 0, 0, 91, 29, 59, 88
INVAR-27, Run: 062, P, 0, 0, 91, 17, 59, 76
INVAR-27, Run: 063, P, 0, 0, 91, 14, 59, 73
INVAR-27, Run: 064, P, 0, 0, 91, 13, 59, 72
INVAR-27, Run: 065, P, 0, 0, 91, 21, 59, 80
INVAR-27, Run: 066, P, 0, 0, 91, 24, 59, 83
