Input Number, Run_Number, Result@ 100, CO, PE, B, X1, H, M, PO, CE, Y, D, A
INVAR-1, Run: 025, F, 6, 0, 0, 0, 0, 0, 0, 1, 13, 8, 36
INVAR-1, Run: 026, F, 0, 0, 1, 0, 0, 0, 0, 0, 3, 9, 49
INVAR-1, Run: 027, F, 11, 0, 0, 0, 0, 0, 0, 1, 16, 8, 35
INVAR-1, Run: 028, F, 2, 0, 1, 0, 0, 0, 0, 1, 8, 8, 43
INVAR-1, Run: 029, F, 4, 0, 0, 0, 0, 0, 0, 3, 11, 6, 42
INVAR-1, Run: 030, F, 16, 0, 0, 0, 0, 0, 0, 0, 22, 9, 26
INVAR-1, Run: 031, F, 5, 0, 0, 0, 0, 0, 0, 2, 11, 7, 41
INVAR-1, Run: 032, F, 10, 0, 0, 0, 0, 0, 0, 0, 16, 9, 32
INVAR-1, Run: 033, F, 26, 0, 1, 0, 0, 0, 0, 0, 33, 9, 15
INVAR-1, Run: 034, F, 12, 0, 0, 0, 0, 0, 0, 0, 16, 9, 34
INVAR-1, Run: 035, F, 19, 0, 0, 0, 0, 0, 0, 0, 25, 9, 23
INVAR-1, Run: 036, F, 0, 1, 1, 0, 0, 0, 0, 9, 12, 0, 49
INVAR-1, Run: 037, F, 8, 0, 1, 0, 0, 0, 0, 0, 13, 9, 37
INVAR-1, Run: 038, F, 17, 0, 1, 0, 0, 0, 0, 0, 20, 9, 32
INVAR-1, Run: 039, F, 20, 0, 0, 0, 0, 0, 0, 0, 26, 9, 22
INVAR-1, Run: 040, F, 0, 1, 0, 0, 0, 0, 0, 9, 13, 0, 46
INVAR-1, Run: 041, F, 15, 0, 0, 0, 0, 0, 0, 0, 21, 9, 27
INVAR-1, Run: 042, F, 20, 0, 0, 0, 0, 0, 0, 0, 22, 9, 30
INVAR-1, Run: 043, F, 10, 0, 0, 0, 0, 0, 0, 1, 17, 8, 32
INVAR-1, Run: 044, F, 23, 0, 1, 0, 0, 0, 0, 0, 30, 9, 18
INVAR-1, Run: 045, F, 0, 1, 0, 0, 0, 0, 0, 9, 13, 0, 46
INVAR-1, Run: 046, F, 19, 0, 0, 0, 0, 0, 0, 0, 23, 9, 27
INVAR-1, Run: 047, F, 40, 0, 1, 0, 0, 0, 0, 0, 45, 9, 5
INVAR-1, Run: 048, F, 33, 0, 1, 0, 0, 0, 0, 0, 38, 9, 12
INVAR-1, Run: 049, F, 22, 0, 1, 0, 0, 0, 0, 0, 27, 9, 23
INVAR-1, Run: 050, F, 13, 0, 1, 0, 0, 0, 0, 1, 17, 8, 36
INVAR-1, Run: 051, F, 3, 0, 1, 0, 0, 0, 0, 0, 8, 9, 42
INVAR-1, Run: 052, F, 0, 1, 1, 0, 0, 0, 0, 9, 12, 0, 49
INVAR-1, Run: 053, F, 0, 0, 1, 0, 0, 0, 0, 5, 10, 4, 45
INVAR-1, Run: 054, F, 1, 0, 0, 0, 0, 0, 0, 2, 7, 7, 45
INVAR-1, Run: 055, F, 11, 0, 1, 0, 0, 0, 0, 0, 16, 9, 34
INVAR-1, Run: 056, F, 18, 0, 0, 0, 0, 0, 0, 0, 20, 9, 32
INVAR-1, Run: 057, F, 34, 0, 0, 0, 0, 0, 0, 0, 40, 9, 8
INVAR-1, Run: 058, F, 6, 0, 1, 0, 0, 0, 0, 0, 11, 9, 39
INVAR-1, Run: 059, F, 25, 0, 0, 0, 0, 0, 0, 0, 31, 9, 17
INVAR-1, Run: 060, F, 7, 0, 0, 0, 0, 0, 0, 0, 13, 9, 35
INVAR-1, Run: 061, F, 8, 0, 1, 0, 0, 0, 0, 0, 11, 9, 41
INVAR-1, Run: 062, F, 0, 0, 0, 0, 0, 0, 0, 3, 7, 6, 46
INVAR-1, Run: 063, F, 1, 0, 1, 0, 0, 0, 0, 2, 8, 7, 44
INVAR-1, Run: 064, F, 22, 0, 0, 0, 0, 0, 0, 0, 30, 9, 16
INVAR-1, Run: 065, F, 0, 1, 1, 0, 0, 0, 0, 9, 10, 0, 53
INVAR-1, Run: 066, F, 22, 0, 1, 0, 0, 0, 0, 0, 27, 9, 23
INVAR-1, Run: 067, F, 0, 1, 1, 0, 0, 0, 0, 9, 14, 0, 45
INVAR-1, Run: 068, F, 2, 0, 1, 0, 0, 0, 0, 1, 8, 8, 43
INVAR-1, Run: 069, F, 5, 0, 1, 0, 0, 0, 0, 0, 10, 9, 40
INVAR-1, Run: 070, F, 4, 0, 0, 0, 0, 0, 0, 1, 11, 8, 38
INVAR-1, Run: 071, F, 32, 0, 1, 0, 0, 0, 0, 0, 37, 9, 13
INVAR-1, Run: 072, F, 0, 1, 0, 0, 0, 0, 0, 9, 11, 0, 50
INVAR-1, Run: 073, F, 16, 0, 1, 0, 0, 0, 0, 0, 19, 9, 33
INVAR-1, Run: 074, F, 0, 1, 1, 0, 0, 0, 0, 9, 14, 0, 45
INVAR-1, Run: 075, F, 2, 0, 0, 0, 0, 0, 0, 0, 8, 9, 40
INVAR-1, Run: 076, F, 1, 0, 0, 0, 0, 0, 0, 1, 8, 8, 41
INVAR-1, Run: 077, F, 9, 0, 0, 0, 0, 0, 0, 0, 13, 9, 37
INVAR-1, Run: 078, F, 32, 0, 1, 0, 0, 0, 0, 0, 37, 9, 13
INVAR-1, Run: 079, F, 10, 0, 1, 0, 0, 0, 0, 0, 13, 9, 39
INVAR-1, Run: 080, F, 11, 0, 1, 0, 0, 0, 0, 0, 16, 9, 34
INVAR-1, Run: 081, F, 0, 1, 1, 0, 0, 0, 0, 9, 12, 0, 49
INVAR-1, Run: 082, F, 3, 0, 1, 0, 0, 0, 0, 0, 8, 9, 42
INVAR-1, Run: 083, F, 0, 1, 0, 0, 0, 0, 0, 9, 13, 0, 46
INVAR-1, Run: 084, F, 6, 0, 1, 0, 0, 0, 0, 2, 15, 7, 35
INVAR-1, Run: 085, F, 42, 0, 1, 0, 0, 0, 0, 0, 47, 9, 3
INVAR-1, Run: 086, F, 31, 0, 0, 0, 0, 0, 0, 0, 37, 9, 11
INVAR-1, Run: 087, F, 16, 0, 1, 0, 0, 0, 0, 0, 23, 9, 25
INVAR-1, Run: 088, F, 6, 0, 1, 0, 0, 0, 0, 0, 9, 9, 43
INVAR-1, Run: 089, F, 21, 0, 1, 0, 0, 0, 0, 1, 27, 8, 24
INVAR-1, Run: 090, F, 0, 1, 0, 0, 0, 0, 0, 9, 13, 0, 46
INVAR-1, Run: 091, F, 9, 0, 1, 0, 0, 0, 0, 0, 14, 9, 36
INVAR-1, Run: 092, F, 26, 0, 0, 0, 0, 0, 0, 0, 32, 9, 16
INVAR-1, Run: 093, F, 37, 0, 0, 0, 0, 0, 0, 0, 43, 9, 5
INVAR-1, Run: 094, F, 30, 0, 1, 0, 0, 0, 0, 0, 33, 9, 19
INVAR-1, Run: 095, F, 7, 0, 0, 0, 0, 0, 0, 0, 13, 9, 35
INVAR-1, Run: 096, F, 26, 0, 1, 0, 0, 0, 0, 0, 33, 9, 15
INVAR-1, Run: 097, F, 0, 0, 1, 0, 0, 0, 0, 5, 10, 4, 45
INVAR-1, Run: 098, F, 10, 0, 0, 0, 0, 0, 0, 1, 17, 8, 32
INVAR-1, Run: 099, F, 2, 0, 0, 0, 0, 0, 0, 2, 8, 7, 44
INVAR-1, Run: 100, F, 29, 0, 1, 0, 0, 0, 0, 0, 36, 9, 12
INVAR-10, Run: 001, F, 0, 1, 0, 0, 0, 0, 0, 100, 146, 0, 508
INVAR-10, Run: 002, F, 61, 0, 0, 0, 0, 0, 0, 0, 113, 100, 435
INVAR-10, Run: 003, F, 319, 0, 1, 0, 0, 0, 0, 0, 366, 100, 188
INVAR-10, Run: 004, F, 0, 1, 1, 0, 0, 0, 0, 100, 151, 0, 499
INVAR-10, Run: 005, F, 0, 1, 0, 0, 0, 0, 0, 100, 148, 0, 504
INVAR-10, Run: 006, F, 361, 0, 0, 0, 0, 0, 0, 0, 405, 100, 151
INVAR-10, Run: 007, F, 106, 0, 0, 0, 0, 0, 0, 1, 155, 99, 398
INVAR-10, Run: 008, F, 56, 0, 1, 0, 0, 0, 0, 1, 106, 99, 447
INVAR-10, Run: 009, F, 0, 1, 1, 0, 0, 0, 0, 100, 151, 0, 499
INVAR-10, Run: 010, F, 132, 0, 1, 0, 0, 0, 0, 0, 177, 100, 379
INVAR-10, Run: 011, F, 0, 1, 0, 0, 0, 0, 0, 100, 142, 0, 516
INVAR-10, Run: 012, F, 295, 0, 1, 0, 0, 0, 0, 0, 344, 100, 208
INVAR-10, Run: 013, F, 333, 0, 1, 0, 0, 0, 0, 0, 384, 100, 166
INVAR-10, Run: 014, F, 332, 0, 1, 0, 0, 0, 0, 0, 375, 100, 183
INVAR-10, Run: 015, F, 142, 0, 0, 0, 0, 0, 0, 0, 184, 100, 374
INVAR-10, Run: 016, F, 67, 0, 1, 0, 0, 0, 0, 0, 118, 100, 432
INVAR-10, Run: 017, F, 257, 0, 0, 0, 0, 0, 0, 0, 305, 100, 247
INVAR-10, Run: 018, F, 0, 1, 0, 0, 0, 0, 0, 100, 150, 0, 500
INVAR-10, Run: 019, F, 45, 0, 0, 0, 0, 0, 0, 0, 87, 100, 471
INVAR-10, Run: 020, F, 318, 0, 0, 0, 0, 0, 0, 0, 370, 100, 178
INVAR-10, Run: 021, F, 0, 1, 1, 0, 0, 0, 0, 100, 147, 0, 507
INVAR-10, Run: 022, F, 37, 0, 1, 0, 0, 0, 0, 1, 83, 99, 474
INVAR-10, Run: 023, F, 14, 0, 1, 0, 0, 0, 0, 2, 61, 98, 497
INVAR-10, Run: 024, F, 0, 1, 1, 0, 0, 0, 0, 100, 147, 0, 507
INVAR-10, Run: 025, F, 363, 0, 0, 0, 0, 0, 0, 0, 421, 100, 121
INVAR-10, Run: 026, F, 215, 0, 0, 0, 0, 0, 0, 0, 265, 100, 285
INVAR-10, Run: 027, F, 75, 0, 0, 0, 0, 0, 0, 0, 127, 100, 421
INVAR-10, Run: 028, F, 42, 0, 0, 0, 0, 0, 0, 0, 88, 100, 466
INVAR-10, Run: 029, F, 30, 0, 1, 0, 0, 0, 0, 2, 75, 98, 485
INVAR-10, Run: 030, F, 51, 0, 0, 0, 0, 0, 0, 1, 104, 99, 445
INVAR-10, Run: 031, F, 389, 0, 0, 0, 0, 0, 0, 0, 431, 100, 127
INVAR-10, Run: 032, F, 313, 0, 1, 0, 0, 0, 0, 0, 366, 100, 182
INVAR-10, Run: 033, F, 202, 0, 0, 0, 0, 0, 0, 0, 254, 100, 294
INVAR-10, Run: 034, F, 119, 0, 1, 0, 0, 0, 0, 0, 172, 100, 376
INVAR-10, Run: 035, F, 332, 0, 1, 0, 0, 0, 0, 0, 383, 100, 167
INVAR-10, Run: 036, F, 0, 1, 0, 0, 0, 0, 0, 100, 152, 0, 496
INVAR-10, Run: 037, F, 79, 0, 1, 0, 0, 0, 0, 1, 135, 99, 412
INVAR-10, Run: 038, F, 166, 0, 0, 0, 0, 0, 0, 1, 211, 99, 346
INVAR-10, Run: 039, F, 237, 0, 1, 0, 0, 0, 0, 0, 286, 100, 266
INVAR-10, Run: 040, F, 43, 0, 0, 0, 0, 0, 0, 4, 95, 96, 461
INVAR-10, Run: 041, F, 150, 0, 0, 0, 0, 0, 0, 0, 202, 100, 346
INVAR-10, Run: 042, F, 0, 1, 0, 0, 0, 0, 0, 100, 146, 0, 508
INVAR-10, Run: 043, F, 217, 0, 0, 0, 0, 0, 0, 0, 267, 100, 283
INVAR-10, Run: 044, F, 59, 0, 1, 0, 0, 0, 0, 1, 107, 99, 448
INVAR-10, Run: 045, F, 347, 0, 0, 0, 0, 0, 0, 0, 395, 100, 157
INVAR-10, Run: 046, F, 0, 1, 0, 0, 0, 0, 0, 100, 148, 0, 504
INVAR-10, Run: 047, F, 255, 0, 0, 0, 0, 0, 0, 0, 299, 100, 257
INVAR-10, Run: 048, F, 107, 0, 0, 0, 0, 0, 0, 2, 153, 98, 405
INVAR-10, Run: 049, F, 3, 0, 1, 0, 0, 0, 0, 6, 58, 94, 500
INVAR-10, Run: 050, F, 64, 0, 1, 0, 0, 0, 0, 1, 112, 99, 443
INVAR-10, Run: 051, F, 247, 0, 1, 0, 0, 0, 0, 0, 296, 100, 256
INVAR-10, Run: 052, F, 262, 0, 1, 0, 0, 0, 0, 0, 313, 100, 237
INVAR-10, Run: 053, F, 215, 0, 1, 0, 0, 0, 0, 0, 260, 100, 296
INVAR-10, Run: 054, F, 400, 0, 1, 0, 0, 0, 0, 0, 447, 100, 107
INVAR-10, Run: 055, F, 254, 0, 1, 0, 0, 0, 0, 0, 305, 100, 245
INVAR-10, Run: 056, F, 130, 0, 1, 0, 0, 0, 0, 0, 173, 100, 385
INVAR-10, Run: 057, F, 30, 0, 0, 0, 0, 0, 0, 2, 80, 98, 474
INVAR-10, Run: 058, F, 163, 0, 0, 0, 0, 0, 0, 0, 209, 100, 345
INVAR-10, Run: 059, F, 397, 0, 0, 0, 0, 0, 0, 0, 451, 100, 95
INVAR-10, Run: 060, F, 226, 0, 1, 0, 0, 0, 0, 1, 272, 99, 285
INVAR-10, Run: 061, F, 0, 1, 1, 0, 0, 0, 0, 100, 151, 0, 499
INVAR-10, Run: 062, F, 351, 0, 0, 0, 0, 0, 0, 0, 397, 100, 157
INVAR-10, Run: 063, F, 309, 0, 1, 0, 0, 0, 0, 0, 360, 100, 190
INVAR-10, Run: 064, F, 3, 0, 1, 0, 0, 0, 0, 3, 51, 97, 508
INVAR-10, Run: 065, F, 0, 1, 1, 0, 0, 0, 0, 100, 147, 0, 507
INVAR-10, Run: 066, F, 40, 0, 0, 0, 0, 0, 0, 2, 92, 98, 460
INVAR-10, Run: 067, F, 146, 0, 0, 0, 0, 0, 0, 0, 200, 100, 346
INVAR-10, Run: 068, F, 315, 0, 0, 0, 0, 0, 0, 0, 363, 100, 189
INVAR-10, Run: 069, F, 384, 0, 0, 0, 0, 0, 0, 0, 428, 100, 128
INVAR-10, Run: 070, F, 353, 0, 1, 0, 0, 0, 0, 0, 402, 100, 150
INVAR-10, Run: 071, F, 231, 0, 0, 0, 0, 0, 0, 0, 281, 100, 269
INVAR-10, Run: 072, F, 249, 0, 0, 0, 0, 0, 0, 0, 303, 100, 243
INVAR-10, Run: 073, F, 198, 0, 1, 0, 0, 0, 0, 0, 241, 100, 317
INVAR-10, Run: 074, F, 0, 1, 1, 0, 0, 0, 0, 100, 143, 0, 515
INVAR-10, Run: 075, F, 101, 0, 1, 0, 0, 0, 0, 0, 144, 100, 414
INVAR-10, Run: 076, F, 211, 0, 0, 0, 0, 0, 0, 1, 262, 99, 289
INVAR-10, Run: 077, F, 297, 0, 1, 0, 0, 0, 0, 0, 348, 100, 202
INVAR-10, Run: 078, F, 83, 0, 1, 0, 0, 0, 0, 0, 132, 100, 420
INVAR-10, Run: 079, F, 431, 0, 0, 0, 0, 0, 0, 0, 479, 100, 73
INVAR-10, Run: 080, F, 175, 0, 1, 0, 0, 0, 0, 0, 226, 100, 324
INVAR-10, Run: 081, F, 228, 0, 0, 0, 0, 0, 0, 0, 276, 100, 276
INVAR-10, Run: 082, F, 18, 0, 1, 0, 0, 0, 0, 6, 77, 94, 477
INVAR-10, Run: 083, F, 163, 0, 1, 0, 0, 0, 0, 0, 210, 100, 344
INVAR-10, Run: 084, F, 0, 1, 1, 0, 0, 0, 0, 100, 157, 0, 487
INVAR-10, Run: 085, F, 234, 0, 1, 0, 0, 0, 0, 0, 283, 100, 269
INVAR-10, Run: 086, F, 0, 1, 1, 0, 0, 0, 0, 100, 147, 0, 507
INVAR-10, Run: 087, F, 163, 0, 1, 0, 0, 0, 0, 0, 208, 100, 348
INVAR-10, Run: 088, F, 131, 0, 1, 0, 0, 0, 0, 0, 178, 100, 376
INVAR-10, Run: 089, F, 249, 0, 0, 0, 0, 0, 0, 0, 287, 100, 275
INVAR-10, Run: 090, F, 180, 0, 0, 0, 0, 0, 0, 0, 226, 100, 328
INVAR-10, Run: 091, F, 422, 0, 0, 0, 0, 0, 0, 0, 470, 100, 82
INVAR-10, Run: 092, F, 224, 0, 1, 0, 0, 0, 0, 0, 275, 100, 275
INVAR-10, Run: 093, F, 0, 1, 1, 0, 0, 0, 0, 100, 147, 0, 507
INVAR-10, Run: 094, F, 88, 0, 0, 0, 0, 0, 0, 0, 138, 100, 412
INVAR-10, Run: 095, F, 158, 0, 1, 0, 0, 0, 0, 0, 199, 100, 361
INVAR-10, Run: 096, F, 167, 0, 0, 0, 0, 0, 0, 0, 217, 100, 333
INVAR-10, Run: 097, F, 353, 0, 0, 0, 0, 0, 0, 0, 397, 100, 159
INVAR-10, Run: 098, F, 373, 0, 1, 0, 0, 0, 0, 0, 420, 100, 134
INVAR-10, Run: 099, F, 0, 1, 0, 0, 0, 0, 0, 100, 148, 0, 504
INVAR-10, Run: 100, F, 215, 0, 1, 0, 0, 0, 0, 0, 252, 100, 312
INVAR-2, Run: 001, F, 27, 0, 0, 0, 0, 0, 0, 0, 45, 28, 105
INVAR-2, Run: 002, F, 47, 0, 0, 0, 0, 0, 0, 0, 61, 28, 93
INVAR-2, Run: 003, F, 38, 0, 0, 0, 0, 0, 0, 0, 52, 28, 102
INVAR-2, Run: 004, F, 24, 0, 0, 0, 0, 0, 0, 1, 39, 27, 116
INVAR-2, Run: 005, F, 0, 1, 1, 0, 0, 0, 0, 28, 41, 0, 143
INVAR-2, Run: 006, F, 0, 1, 0, 0, 0, 0, 0, 28, 38, 0, 148
INVAR-2, Run: 007, F, 86, 0, 0, 0, 0, 0, 0, 0, 100, 28, 54
INVAR-2, Run: 008, F, 74, 0, 0, 0, 0, 0, 0, 1, 89, 27, 66
INVAR-2, Run: 009, F, 81, 0, 1, 0, 0, 0, 0, 0, 96, 28, 58
INVAR-2, Run: 010, F, 101, 0, 0, 0, 0, 0, 0, 0, 113, 28, 43
INVAR-2, Run: 011, F, 0, 1, 0, 0, 0, 0, 0, 28, 40, 0, 144
INVAR-2, Run: 012, F, 83, 0, 0, 0, 0, 0, 0, 0, 97, 28, 57
INVAR-2, Run: 013, F, 91, 0, 0, 0, 0, 0, 0, 0, 105, 28, 49
INVAR-2, Run: 014, F, 24, 0, 0, 0, 0, 0, 0, 0, 36, 28, 120
INVAR-2, Run: 015, F, 24, 0, 1, 0, 0, 0, 0, 1, 42, 27, 111
INVAR-2, Run: 016, F, 62, 0, 0, 0, 0, 0, 0, 0, 78, 28, 74
INVAR-2, Run: 017, F, 108, 0, 1, 0, 0, 0, 0, 0, 123, 28, 31
INVAR-2, Run: 018, F, 111, 0, 1, 0, 0, 0, 0, 0, 126, 28, 28
INVAR-2, Run: 019, F, 91, 0, 0, 0, 0, 0, 0, 0, 107, 28, 45
INVAR-2, Run: 020, F, 58, 0, 1, 0, 0, 0, 0, 1, 76, 27, 77
INVAR-2, Run: 021, F, 14, 0, 0, 0, 0, 0, 0, 1, 31, 27, 122
INVAR-2, Run: 022, F, 28, 0, 0, 0, 0, 0, 0, 0, 40, 28, 116
INVAR-2, Run: 023, F, 121, 0, 1, 0, 0, 0, 0, 0, 138, 28, 14
INVAR-2, Run: 024, F, 47, 0, 1, 0, 0, 0, 0, 0, 60, 28, 96
INVAR-2, Run: 025, F, 86, 0, 1, 0, 0, 0, 0, 0, 101, 28, 53
INVAR-2, Run: 026, F, 98, 0, 1, 0, 0, 0, 0, 0, 113, 28, 41
INVAR-2, Run: 027, F, 81, 0, 0, 0, 0, 0, 0, 0, 95, 28, 59
INVAR-2, Run: 028, F, 95, 0, 0, 0, 0, 0, 0, 0, 111, 28, 41
INVAR-2, Run: 029, F, 6, 0, 0, 0, 0, 0, 0, 4, 26, 24, 130
INVAR-2, Run: 030, F, 14, 0, 0, 0, 0, 0, 0, 2, 30, 26, 126
INVAR-2, Run: 031, F, 9, 0, 0, 0, 0, 0, 0, 0, 21, 28, 135
INVAR-2, Run: 032, F, 102, 0, 1, 0, 0, 0, 0, 0, 117, 28, 37
INVAR-2, Run: 033, F, 36, 0, 1, 0, 0, 0, 0, 0, 53, 28, 99
INVAR-2, Run: 034, F, 72, 0, 1, 0, 0, 0, 0, 0, 87, 28, 67
INVAR-2, Run: 035, F, 76, 0, 0, 0, 0, 0, 0, 0, 86, 28, 72
INVAR-2, Run: 036, F, 14, 0, 1, 0, 0, 0, 0, 1, 28, 27, 129
INVAR-2, Run: 037, F, 35, 0, 1, 0, 0, 0, 0, 0, 48, 28, 108
INVAR-2, Run: 038, F, 12, 0, 1, 0, 0, 0, 0, 0, 25, 28, 131
INVAR-2, Run: 039, F, 95, 0, 0, 0, 0, 0, 0, 0, 109, 28, 45
INVAR-2, Run: 040, F, 23, 0, 0, 0, 0, 0, 0, 0, 37, 28, 117
INVAR-2, Run: 041, F, 7, 0, 1, 0, 0, 0, 0, 2, 24, 26, 132
INVAR-2, Run: 042, F, 0, 1, 1, 0, 0, 0, 0, 28, 41, 0, 143
INVAR-2, Run: 043, F, 51, 0, 1, 0, 0, 0, 0, 0, 66, 28, 88
INVAR-2, Run: 044, F, 121, 0, 1, 0, 0, 0, 0, 0, 136, 28, 18
INVAR-2, Run: 045, F, 0, 1, 0, 0, 0, 0, 0, 28, 42, 0, 140
INVAR-2, Run: 046, F, 93, 0, 1, 0, 0, 0, 0, 0, 110, 28, 42
INVAR-2, Run: 047, F, 51, 0, 0, 0, 0, 0, 0, 0, 65, 28, 89
INVAR-2, Run: 048, F, 0, 1, 1, 0, 0, 0, 0, 28, 45, 0, 135
INVAR-2, Run: 049, F, 0, 1, 0, 0, 0, 0, 0, 28, 40, 0, 144
INVAR-2, Run: 050, F, 56, 0, 0, 0, 0, 0, 0, 0, 70, 28, 84
INVAR-2, Run: 051, F, 79, 0, 1, 0, 0, 0, 0, 0, 92, 28, 64
INVAR-2, Run: 052, F, 0, 1, 0, 0, 0, 0, 0, 28, 36, 0, 152
INVAR-2, Run: 053, F, 0, 0, 0, 0, 0, 0, 0, 2, 16, 26, 140
INVAR-2, Run: 054, F, 105, 0, 0, 0, 0, 0, 0, 0, 121, 28, 31
INVAR-2, Run: 055, F, 17, 0, 0, 0, 0, 0, 0, 0, 35, 28, 115
INVAR-2, Run: 056, F, 48, 0, 1, 0, 0, 0, 0, 0, 61, 28, 95
INVAR-2, Run: 057, F, 0, 1, 0, 0, 0, 0, 0, 28, 48, 0, 128
INVAR-2, Run: 058, F, 39, 0, 0, 0, 0, 0, 0, 0, 49, 28, 109
INVAR-2, Run: 059, F, 8, 0, 1, 0, 0, 0, 0, 2, 23, 26, 135
INVAR-2, Run: 060, F, 69, 0, 0, 0, 0, 0, 0, 1, 86, 27, 67
INVAR-2, Run: 061, F, 110, 0, 1, 0, 0, 0, 0, 0, 125, 28, 29
INVAR-2, Run: 062, F, 39, 0, 0, 0, 0, 0, 0, 0, 53, 28, 101
INVAR-2, Run: 063, F, 24, 0, 1, 0, 0, 0, 0, 1, 36, 27, 123
INVAR-2, Run: 064, F, 75, 0, 1, 0, 0, 0, 0, 0, 86, 28, 72
INVAR-2, Run: 065, F, 51, 0, 1, 0, 0, 0, 0, 0, 66, 28, 88
INVAR-2, Run: 066, F, 17, 0, 0, 0, 0, 0, 0, 0, 31, 28, 123
INVAR-2, Run: 067, F, 17, 0, 0, 0, 0, 0, 0, 0, 33, 28, 119
INVAR-2, Run: 068, F, 121, 0, 0, 0, 0, 0, 0, 0, 135, 28, 19
INVAR-2, Run: 069, F, 35, 0, 0, 0, 0, 0, 0, 0, 51, 28, 101
INVAR-2, Run: 070, F, 5, 0, 0, 0, 0, 0, 0, 1, 22, 27, 131
INVAR-2, Run: 071, F, 21, 0, 0, 0, 0, 0, 0, 0, 37, 28, 115
INVAR-2, Run: 072, F, 97, 0, 0, 0, 0, 0, 0, 0, 113, 28, 39
INVAR-2, Run: 073, F, 0, 1, 0, 0, 0, 0, 0, 28, 38, 0, 148
INVAR-2, Run: 074, F, 73, 0, 0, 0, 0, 0, 0, 0, 93, 28, 55
INVAR-2, Run: 075, F, 113, 0, 0, 0, 0, 0, 0, 0, 127, 28, 27
INVAR-2, Run: 076, F, 30, 0, 0, 0, 0, 0, 0, 0, 46, 28, 106
INVAR-2, Run: 077, F, 108, 0, 1, 0, 0, 0, 0, 0, 121, 28, 35
INVAR-2, Run: 078, F, 0, 1, 0, 0, 0, 0, 0, 28, 40, 0, 144
INVAR-2, Run: 079, F, 0, 1, 0, 0, 0, 0, 0, 28, 42, 0, 140
INVAR-2, Run: 080, F, 102, 0, 1, 0, 0, 0, 0, 0, 117, 28, 37
INVAR-2, Run: 081, F, 0, 1, 0, 0, 0, 0, 0, 28, 40, 0, 144
INVAR-2, Run: 082, F, 8, 0, 1, 0, 0, 0, 0, 4, 27, 24, 131
INVAR-2, Run: 083, F, 63, 0, 1, 0, 0, 0, 0, 0, 78, 28, 76
INVAR-2, Run: 084, F, 70, 0, 1, 0, 0, 0, 0, 0, 85, 28, 69
INVAR-2, Run: 085, F, 6, 0, 0, 0, 0, 0, 0, 0, 24, 28, 126
INVAR-2, Run: 086, F, 30, 0, 1, 0, 0, 0, 0, 1, 44, 27, 113
INVAR-2, Run: 087, F, 0, 1, 1, 0, 0, 0, 0, 28, 41, 0, 143
INVAR-2, Run: 088, F, 60, 0, 0, 0, 0, 0, 0, 0, 74, 28, 80
INVAR-2, Run: 089, F, 69, 0, 1, 0, 0, 0, 0, 0, 86, 28, 66
