Input Number, Run_Number, Result@ 100, X1, X2, U, Reaction1, Reaction2, Reaction3, Reaction4
INVAR-1, Run: 001, F, 56, 0, 0, 18, 39, 4, 7
INVAR-1, Run: 002, F, 75, 0, 0, 37, 105, 23, 54
INVAR-1, Run: 003, F, 72, 0, 0, 34, 82, 20, 34
INVAR-1, Run: 004, F, 69, 0, 0, 31, 70, 17, 25
INVAR-1, Run: 005, F, 0, 99, 0, 61, 39, 146, 63
INVAR-1, Run: 006, F, 0, 72, 0, 34, 19, 92, 43
INVAR-1, Run: 007, F, 63, 0, 0, 25, 68, 11, 29
INVAR-1, Run: 008, F, 58, 0, 0, 20, 52, 6, 18
INVAR-1, Run: 009, F, 57, 0, 0, 19, 52, 5, 19
INVAR-1, Run: 010, F, 98, 0, 0, 60, 148, 46, 74
INVAR-1, Run: 011, F, 61, 0, 0, 23, 66, 9, 29
INVAR-1, Run: 012, F, 0, 78, 0, 40, 23, 104, 47
INVAR-1, Run: 013, F, 59, 0, 0, 21, 50, 7, 15
INVAR-1, Run: 014, F, 63, 0, 0, 25, 60, 11, 21
INVAR-1, Run: 015, F, 54, 0, 0, 16, 40, 2, 10
INVAR-1, Run: 016, F, 56, 0, 0, 18, 48, 4, 16
INVAR-1, Run: 017, F, 72, 0, 0, 34, 92, 20, 44
INVAR-1, Run: 018, F, 95, 0, 0, 57, 133, 43, 62
INVAR-1, Run: 019, F, 68, 0, 0, 30, 70, 16, 26
INVAR-1, Run: 020, F, 67, 0, 0, 29, 68, 15, 25
INVAR-1, Run: 021, F, 60, 0, 0, 22, 54, 8, 18
INVAR-1, Run: 022, F, 71, 0, 0, 33, 81, 19, 34
INVAR-1, Run: 023, F, 87, 0, 0, 49, 131, 35, 68
INVAR-1, Run: 024, F, 59, 0, 0, 21, 63, 7, 28
INVAR-1, Run: 025, F, 60, 0, 0, 22, 57, 8, 21
INVAR-1, Run: 026, F, 56, 0, 0, 18, 49, 4, 17
INVAR-1, Run: 027, F, 60, 0, 0, 22, 54, 8, 18
INVAR-1, Run: 028, F, 67, 0, 0, 29, 69, 15, 26
INVAR-1, Run: 029, F, 58, 0, 0, 20, 54, 6, 20
INVAR-1, Run: 030, F, 57, 0, 0, 19, 52, 5, 19
INVAR-1, Run: 031, F, 76, 0, 0, 38, 111, 24, 59
INVAR-1, Run: 032, F, 58, 0, 0, 20, 53, 6, 19
INVAR-1, Run: 033, F, 58, 0, 0, 20, 42, 6, 8
INVAR-1, Run: 034, F, 67, 0, 0, 29, 65, 15, 22
INVAR-1, Run: 035, F, 54, 0, 0, 16, 37, 2, 7
INVAR-1, Run: 036, F, 58, 0, 0, 20, 46, 6, 12
INVAR-1, Run: 037, F, 54, 0, 0, 16, 41, 2, 11
INVAR-1, Run: 038, F, 56, 0, 0, 18, 46, 4, 14
INVAR-1, Run: 039, F, 66, 0, 0, 28, 66, 14, 24
INVAR-1, Run: 040, F, 61, 0, 0, 23, 53, 9, 16
INVAR-1, Run: 041, F, 63, 0, 0, 25, 55, 11, 16
INVAR-1, Run: 042, F, 62, 0, 0, 24, 63, 10, 25
INVAR-1, Run: 043, F, 61, 0, 0, 23, 53, 9, 16
INVAR-1, Run: 044, F, 60, 0, 0, 22, 59, 8, 23
INVAR-1, Run: 045, F, 56, 0, 0, 18, 52, 4, 20
INVAR-1, Run: 046, F, 64, 0, 0, 26, 61, 12, 21
INVAR-1, Run: 047, F, 66, 0, 0, 28, 85, 14, 43
INVAR-1, Run: 048, F, 53, 0, 0, 15, 44, 1, 15
INVAR-1, Run: 049, F, 63, 0, 0, 25, 67, 11, 28
INVAR-1, Run: 050, F, 58, 0, 0, 20, 52, 6, 18
