Input Number, Run_Number, Result@ 100, PE, Y, M, X1, H, PO, CE, D, CO, A, B
4, Run: 001, F, 0, 182, 0, 0, 1, 1, 0, 19, 214, 0, 1
4, Run: 002, F, 0, 171, 0, 0, 1, 1, 0, 19, 198, 0, 0
4, Run: 003, F, 0, 158, 0, 0, 1, 1, 0, 19, 178, 0, 1
4, Run: 004, F, 0, 175, 0, 0, 1, 1, 0, 19, 204, 0, 0
4, Run: 005, F, 0, 162, 0, 0, 1, 1, 0, 19, 184, 0, 1
4, Run: 006, F, 0, 170, 0, 0, 1, 1, 0, 19, 196, 0, 1
4, Run: 007, F, 0, 150, 0, 0, 1, 1, 0, 19, 166, 0, 1
4, Run: 008, F, 0, 166, 0, 0, 1, 1, 0, 19, 190, 0, 1
4, Run: 009, F, 0, 170, 0, 0, 1, 1, 0, 19, 196, 0, 1
4, Run: 010, F, 0, 178, 0, 0, 1, 1, 0, 19, 208, 0, 1
4, Run: 011, F, 0, 150, 0, 0, 1, 1, 0, 19, 166, 0, 1
4, Run: 012, F, 0, 178, 0, 0, 1, 1, 0, 19, 208, 0, 1
4, Run: 013, F, 0, 154, 0, 0, 1, 1, 0, 19, 172, 0, 1
4, Run: 014, F, 0, 163, 0, 0, 1, 1, 0, 19, 186, 0, 0
4, Run: 015, F, 0, 151, 0, 0, 1, 1, 0, 19, 168, 0, 0
4, Run: 016, F, 0, 215, 0, 0, 1, 1, 0, 19, 264, 0, 0
4, Run: 017, F, 0, 163, 0, 0, 1, 1, 0, 19, 186, 0, 0
4, Run: 018, F, 0, 166, 0, 0, 1, 1, 0, 19, 190, 0, 1
4, Run: 019, F, 0, 163, 0, 0, 1, 1, 0, 19, 186, 0, 0
4, Run: 020, F, 0, 159, 0, 0, 1, 1, 0, 19, 180, 0, 0
4, Run: 021, F, 0, 162, 0, 0, 1, 1, 0, 19, 184, 0, 1
4, Run: 022, F, 0, 183, 0, 0, 1, 1, 0, 19, 216, 0, 0
4, Run: 023, F, 0, 166, 0, 0, 1, 1, 0, 19, 190, 0, 1
4, Run: 024, F, 0, 158, 0, 0, 1, 1, 0, 19, 178, 0, 1
4, Run: 025, F, 0, 162, 0, 0, 1, 1, 0, 19, 184, 0, 1
4, Run: 026, F, 0, 170, 0, 0, 1, 1, 0, 19, 196, 0, 1
4, Run: 027, F, 0, 162, 0, 0, 1, 1, 0, 19, 184, 0, 1
4, Run: 028, F, 0, 182, 0, 0, 1, 1, 0, 19, 214, 0, 1
4, Run: 029, F, 0, 178, 0, 0, 1, 1, 0, 19, 208, 0, 1
4, Run: 030, F, 0, 171, 0, 0, 1, 1, 0, 19, 198, 0, 0
4, Run: 031, F, 0, 163, 0, 0, 1, 1, 0, 19, 186, 0, 0
4, Run: 032, F, 0, 206, 0, 0, 1, 1, 0, 19, 250, 0, 1
4, Run: 033, F, 0, 162, 0, 0, 1, 1, 0, 19, 184, 0, 1
4, Run: 034, F, 0, 171, 0, 0, 1, 1, 0, 19, 198, 0, 0
4, Run: 035, F, 0, 186, 0, 0, 1, 1, 0, 19, 220, 0, 1
4, Run: 036, F, 0, 186, 0, 0, 1, 1, 0, 19, 220, 0, 1
4, Run: 037, F, 0, 175, 0, 0, 1, 1, 0, 19, 204, 0, 0
4, Run: 038, F, 0, 174, 0, 0, 1, 1, 0, 19, 202, 0, 1
4, Run: 039, F, 0, 158, 0, 0, 1, 1, 0, 19, 178, 0, 1
4, Run: 040, F, 0, 174, 0, 0, 1, 1, 0, 19, 202, 0, 1
4, Run: 041, F, 0, 166, 0, 0, 1, 1, 0, 19, 190, 0, 1
4, Run: 042, F, 0, 187, 0, 0, 1, 1, 0, 19, 222, 0, 0
4, Run: 043, F, 0, 203, 0, 0, 1, 1, 0, 19, 246, 0, 0
4, Run: 044, F, 0, 167, 0, 0, 1, 1, 0, 19, 192, 0, 0
4, Run: 045, F, 0, 179, 0, 0, 1, 1, 0, 19, 210, 0, 0
4, Run: 046, F, 0, 166, 0, 0, 1, 1, 0, 19, 190, 0, 1
4, Run: 047, F, 0, 151, 0, 0, 1, 1, 0, 19, 168, 0, 0
4, Run: 048, F, 0, 158, 0, 0, 1, 1, 0, 19, 178, 0, 1
4, Run: 049, F, 0, 166, 0, 0, 1, 1, 0, 19, 190, 0, 1
4, Run: 050, F, 0, 191, 0, 0, 1, 1, 0, 19, 228, 0, 0
4, Run: 051, F, 0, 179, 0, 0, 1, 1, 0, 19, 210, 0, 0
4, Run: 052, F, 0, 166, 0, 0, 1, 1, 0, 19, 190, 0, 1
4, Run: 053, F, 0, 171, 0, 0, 1, 1, 0, 19, 198, 0, 0
4, Run: 054, F, 0, 179, 0, 0, 1, 1, 0, 19, 210, 0, 0
4, Run: 055, F, 0, 167, 0, 0, 1, 1, 0, 19, 192, 0, 0
4, Run: 056, F, 0, 178, 0, 0, 1, 1, 0, 19, 208, 0, 1
4, Run: 057, F, 0, 167, 0, 0, 1, 1, 0, 19, 192, 0, 0
4, Run: 058, F, 0, 159, 0, 0, 1, 1, 0, 19, 180, 0, 0
4, Run: 059, F, 0, 179, 0, 0, 1, 1, 0, 19, 210, 0, 0
4, Run: 060, F, 0, 167, 0, 0, 1, 1, 0, 19, 192, 0, 0
4, Run: 061, F, 0, 190, 0, 0, 1, 1, 0, 19, 226, 0, 1
4, Run: 062, F, 0, 162, 0, 0, 1, 1, 0, 19, 184, 0, 1
4, Run: 063, F, 0, 206, 0, 0, 1, 1, 0, 19, 250, 0, 1
4, Run: 064, F, 0, 178, 0, 0, 1, 1, 0, 19, 208, 0, 1
4, Run: 065, F, 0, 183, 0, 0, 1, 1, 0, 19, 216, 0, 0
4, Run: 066, F, 0, 198, 0, 0, 1, 1, 0, 19, 238, 0, 1
4, Run: 067, F, 0, 154, 0, 0, 1, 1, 0, 19, 172, 0, 1
4, Run: 068, F, 0, 175, 0, 0, 1, 1, 0, 19, 204, 0, 0
4, Run: 069, F, 0, 170, 0, 0, 1, 1, 0, 19, 196, 0, 1
4, Run: 070, F, 0, 182, 0, 0, 1, 1, 0, 19, 214, 0, 1
4, Run: 071, F, 0, 179, 0, 0, 1, 1, 0, 19, 210, 0, 0
4, Run: 072, F, 0, 162, 0, 0, 1, 1, 0, 19, 184, 0, 1
4, Run: 073, F, 0, 178, 0, 0, 1, 1, 0, 19, 208, 0, 1
4, Run: 074, F, 0, 179, 0, 0, 1, 1, 0, 19, 210, 0, 0
4, Run: 075, F, 0, 194, 0, 0, 1, 1, 0, 19, 232, 0, 1
4, Run: 076, F, 0, 155, 0, 0, 1, 1, 0, 19, 174, 0, 0
4, Run: 077, F, 0, 166, 0, 0, 1, 1, 0, 19, 190, 0, 1
4, Run: 078, F, 0, 198, 0, 0, 1, 1, 0, 19, 238, 0, 1
4, Run: 079, F, 0, 187, 0, 0, 1, 1, 0, 19, 222, 0, 0
4, Run: 080, F, 0, 166, 0, 0, 1, 1, 0, 19, 190, 0, 1
4, Run: 081, F, 0, 159, 0, 0, 1, 1, 0, 19, 180, 0, 0
4, Run: 082, F, 0, 171, 0, 0, 1, 1, 0, 19, 198, 0, 0
4, Run: 083, F, 0, 178, 0, 0, 1, 1, 0, 19, 208, 0, 1
4, Run: 084, F, 0, 166, 0, 0, 1, 1, 0, 19, 190, 0, 1
4, Run: 085, F, 0, 170, 0, 0, 1, 1, 0, 19, 196, 0, 1
4, Run: 086, F, 0, 175, 0, 0, 1, 1, 0, 19, 204, 0, 0
4, Run: 087, F, 0, 166, 0, 0, 1, 1, 0, 19, 190, 0, 1
4, Run: 088, F, 0, 155, 0, 0, 1, 1, 0, 19, 174, 0, 0
4, Run: 089, F, 0, 162, 0, 0, 1, 1, 0, 19, 184, 0, 1
4, Run: 090, F, 0, 171, 0, 0, 1, 1, 0, 19, 198, 0, 0
4, Run: 091, F, 0, 182, 0, 0, 1, 1, 0, 19, 214, 0, 1
4, Run: 092, F, 0, 158, 0, 0, 1, 1, 0, 19, 178, 0, 1
4, Run: 093, F, 0, 175, 0, 0, 1, 1, 0, 19, 204, 0, 0
4, Run: 094, F, 0, 199, 0, 0, 1, 1, 0, 19, 240, 0, 0
4, Run: 095, F, 0, 151, 0, 0, 1, 1, 0, 19, 168, 0, 0
4, Run: 096, F, 0, 170, 0, 0, 1, 1, 0, 19, 196, 0, 1
4, Run: 097, F, 0, 151, 0, 0, 1, 1, 0, 19, 168, 0, 0
4, Run: 098, F, 0, 166, 0, 0, 1, 1, 0, 19, 190, 0, 1
4, Run: 099, F, 0, 183, 0, 0, 1, 1, 0, 19, 216, 0, 0
4, Run: 100, F, 0, 183, 0, 0, 1, 1, 0, 19, 216, 0, 0
5, Run: 001, F, 0, 236, 0, 0, 1, 1, 0, 26, 274, 0, 1
5, Run: 002, F, 0, 208, 0, 0, 1, 1, 0, 26, 232, 0, 1
5, Run: 003, F, 0, 229, 0, 0, 1, 1, 0, 26, 264, 0, 0
5, Run: 004, F, 0, 216, 0, 0, 1, 1, 0, 26, 244, 0, 1
5, Run: 005, F, 0, 224, 0, 0, 1, 1, 0, 26, 256, 0, 1
5, Run: 006, F, 0, 221, 0, 0, 1, 1, 0, 26, 252, 0, 0
5, Run: 007, F, 0, 216, 0, 0, 1, 1, 0, 26, 244, 0, 1
5, Run: 008, F, 0, 237, 0, 0, 1, 1, 0, 26, 276, 0, 0
5, Run: 009, F, 0, 237, 0, 0, 1, 1, 0, 26, 276, 0, 0
5, Run: 010, F, 0, 225, 0, 0, 1, 1, 0, 26, 258, 0, 0
5, Run: 011, F, 0, 237, 0, 0, 1, 1, 0, 26, 276, 0, 0
5, Run: 012, F, 0, 221, 0, 0, 1, 1, 0, 26, 252, 0, 0
5, Run: 013, F, 0, 200, 0, 0, 1, 1, 0, 26, 220, 0, 1
5, Run: 014, F, 0, 249, 0, 0, 1, 1, 0, 26, 294, 0, 0
5, Run: 015, F, 0, 221, 0, 0, 1, 1, 0, 26, 252, 0, 0
5, Run: 016, F, 0, 229, 0, 0, 1, 1, 0, 26, 264, 0, 0
5, Run: 017, F, 0, 217, 0, 0, 1, 1, 0, 26, 246, 0, 0
5, Run: 018, F, 0, 217, 0, 0, 1, 1, 0, 26, 246, 0, 0
5, Run: 019, F, 0, 249, 0, 0, 1, 1, 0, 26, 294, 0, 0
5, Run: 020, F, 0, 236, 0, 0, 1, 1, 0, 26, 274, 0, 1
5, Run: 021, F, 0, 252, 0, 0, 1, 1, 0, 26, 298, 0, 1
5, Run: 022, F, 0, 237, 0, 0, 1, 1, 0, 26, 276, 0, 0
5, Run: 023, F, 0, 225, 0, 0, 1, 1, 0, 26, 258, 0, 0
5, Run: 024, F, 0, 237, 0, 0, 1, 1, 0, 26, 276, 0, 0
5, Run: 025, F, 0, 221, 0, 0, 1, 1, 0, 26, 252, 0, 0
5, Run: 026, F, 0, 229, 0, 0, 1, 1, 0, 26, 264, 0, 0
5, Run: 027, F, 0, 217, 0, 0, 1, 1, 0, 26, 246, 0, 0
5, Run: 028, F, 0, 240, 0, 0, 1, 1, 0, 26, 280, 0, 1
5, Run: 029, F, 0, 217, 0, 0, 1, 1, 0, 26, 246, 0, 0
