Input Number, Run_Number, Result@ 100, CO, CE, X1, A, B, C, PO, D, Y, PE, E, F, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-10, Run: 044, F, 374, 35947, 0, 0, 0, 0, 0, 226, 0, 1, 287, 0, 36321, 200, 4028, 111, 485, 3654, 100, 63, 36, 287, 100, 200, 3898, 1949
INVAR-10, Run: 045, F, 428, 40751, 0, 0, 0, 0, 0, 172, 0, 1, 314, 0, 41179, 200, 3513, 83, 511, 3085, 100, 61, 38, 314, 100, 200, 2892, 1446
INVAR-10, Run: 046, F, 502, 47291, 0, 0, 0, 0, 0, 98, 0, 1, 351, 0, 47793, 200, 4181, 90, 592, 3679, 100, 55, 44, 351, 100, 200, 3896, 1948
INVAR-10, Run: 047, F, 552, 52609, 0, 0, 0, 0, 0, 48, 0, 1, 376, 0, 53161, 200, 3432, 110, 662, 2880, 100, 66, 33, 376, 100, 200, 3150, 1575
INVAR-10, Run: 048, F, 588, 56365, 0, 0, 0, 0, 0, 12, 0, 1, 394, 0, 56953, 200, 3605, 98, 686, 3017, 100, 64, 35, 394, 100, 200, 3252, 1626
INVAR-10, Run: 049, F, 542, 51318, 0, 0, 0, 0, 0, 58, 0, 1, 371, 0, 51860, 200, 4213, 100, 642, 3671, 100, 51, 48, 371, 100, 200, 3402, 1701
INVAR-10, Run: 050, F, 416, 39987, 0, 0, 0, 0, 0, 184, 0, 1, 308, 0, 40403, 200, 3102, 72, 488, 2686, 100, 71, 28, 308, 100, 200, 3254, 1627
INVAR-10, Run: 051, F, 552, 52590, 0, 0, 0, 0, 0, 48, 0, 1, 376, 0, 53142, 200, 3805, 67, 619, 3253, 100, 74, 25, 376, 100, 200, 3902, 1951
INVAR-10, Run: 052, F, 374, 35485, 0, 0, 0, 0, 0, 226, 0, 1, 287, 0, 35859, 200, 4278, 111, 485, 3904, 100, 64, 35, 287, 100, 200, 3970, 1985
INVAR-10, Run: 053, F, 576, 54869, 0, 0, 0, 0, 0, 24, 0, 1, 388, 0, 55445, 200, 3333, 91, 667, 2757, 100, 61, 38, 388, 100, 200, 2858, 1429
INVAR-10, Run: 054, F, 586, 55874, 0, 0, 0, 0, 0, 14, 0, 1, 393, 0, 56460, 200, 3062, 89, 675, 2476, 100, 57, 42, 393, 100, 200, 3370, 1685
INVAR-10, Run: 055, F, 512, 49082, 0, 0, 0, 0, 0, 88, 0, 1, 356, 0, 49594, 200, 3658, 78, 590, 3146, 100, 66, 33, 356, 100, 200, 2808, 1404
INVAR-10, Run: 056, F, 544, 51374, 0, 0, 0, 0, 0, 56, 0, 1, 372, 0, 51918, 200, 3903, 115, 659, 3359, 100, 63, 36, 372, 100, 200, 3678, 1839
INVAR-10, Run: 057, F, 474, 44974, 0, 0, 0, 0, 0, 126, 0, 1, 337, 0, 45448, 200, 4044, 90, 564, 3570, 100, 64, 35, 337, 100, 200, 4102, 2051
INVAR-10, Run: 058, F, 352, 33449, 0, 0, 0, 0, 0, 248, 0, 1, 276, 0, 33801, 200, 3676, 92, 444, 3324, 100, 64, 35, 276, 100, 200, 4648, 2324
INVAR-10, Run: 059, F, 556, 53383, 0, 0, 0, 0, 0, 44, 0, 1, 378, 0, 53939, 200, 3431, 89, 645, 2875, 100, 62, 37, 378, 100, 200, 3674, 1837
INVAR-10, Run: 060, F, 546, 51801, 0, 0, 0, 0, 0, 54, 0, 1, 373, 0, 52347, 200, 3138, 88, 634, 2592, 100, 62, 37, 373, 100, 200, 3486, 1743
INVAR-10, Run: 061, F, 488, 46496, 0, 0, 0, 0, 0, 112, 0, 1, 344, 0, 46984, 200, 3201, 79, 567, 2713, 100, 58, 41, 344, 100, 200, 3166, 1583
INVAR-10, Run: 062, F, 538, 51049, 0, 0, 0, 0, 0, 62, 0, 1, 369, 0, 51587, 200, 4073, 107, 645, 3535, 100, 70, 29, 369, 100, 200, 4202, 2101
INVAR-10, Run: 063, F, 574, 55003, 0, 0, 0, 0, 0, 26, 0, 1, 387, 0, 55577, 200, 3568, 101, 675, 2994, 100, 68, 31, 387, 100, 200, 3362, 1681
INVAR-10, Run: 064, F, 550, 52674, 0, 0, 0, 0, 0, 50, 0, 1, 375, 0, 53224, 200, 3678, 83, 633, 3128, 100, 71, 28, 375, 100, 200, 3250, 1625
INVAR-10, Run: 065, F, 396, 37714, 0, 0, 0, 0, 0, 204, 0, 1, 298, 0, 38110, 200, 3988, 90, 486, 3592, 100, 72, 27, 298, 100, 200, 3766, 1883
INVAR-10, Run: 066, F, 594, 56382, 0, 0, 0, 0, 0, 6, 0, 1, 397, 0, 56976, 200, 3858, 77, 671, 3264, 100, 63, 36, 397, 100, 200, 3274, 1637
INVAR-10, Run: 067, F, 462, 44385, 0, 0, 0, 0, 0, 138, 0, 1, 331, 0, 44847, 200, 3476, 67, 529, 3014, 100, 62, 37, 331, 100, 200, 3330, 1665
INVAR-10, Run: 068, F, 552, 52385, 0, 0, 0, 0, 0, 48, 0, 1, 376, 0, 52937, 200, 4001, 110, 662, 3449, 100, 64, 35, 376, 100, 200, 3714, 1857
INVAR-10, Run: 069, F, 484, 46120, 0, 0, 0, 0, 0, 116, 0, 1, 342, 0, 46604, 200, 3717, 101, 585, 3233, 100, 65, 34, 342, 100, 200, 3402, 1701
INVAR-10, Run: 070, F, 544, 52186, 0, 0, 0, 0, 0, 56, 0, 1, 372, 0, 52730, 200, 3118, 89, 633, 2574, 100, 61, 38, 372, 100, 200, 2596, 1298
INVAR-10, Run: 071, F, 514, 48961, 0, 0, 0, 0, 0, 86, 0, 1, 357, 0, 49475, 200, 3821, 88, 602, 3307, 100, 67, 32, 357, 100, 200, 3954, 1977
INVAR-10, Run: 072, F, 576, 54492, 0, 0, 0, 0, 0, 24, 0, 1, 388, 0, 55068, 200, 3403, 85, 661, 2827, 100, 65, 34, 388, 100, 200, 4470, 2235
INVAR-10, Run: 073, F, 292, 28110, 0, 0, 0, 0, 0, 308, 0, 1, 246, 0, 28402, 200, 3664, 106, 398, 3372, 100, 69, 30, 246, 100, 200, 4170, 2085
INVAR-10, Run: 074, F, 496, 47439, 0, 0, 0, 0, 0, 104, 0, 1, 348, 0, 47935, 200, 3523, 87, 583, 3027, 100, 60, 39, 348, 100, 200, 3726, 1863
INVAR-10, Run: 075, F, 280, 27182, 0, 0, 0, 0, 0, 320, 0, 1, 240, 0, 27462, 200, 2778, 89, 369, 2498, 100, 65, 34, 240, 100, 200, 3588, 1794
INVAR-10, Run: 076, F, 570, 54410, 0, 0, 0, 0, 0, 30, 0, 1, 385, 0, 54980, 200, 3197, 113, 683, 2627, 100, 61, 38, 385, 100, 200, 3280, 1640
INVAR-10, Run: 077, F, 530, 50322, 0, 0, 0, 0, 0, 70, 0, 1, 365, 0, 50852, 200, 3727, 112, 642, 3197, 100, 59, 40, 365, 100, 200, 4366, 2183
INVAR-10, Run: 078, F, 552, 51919, 0, 0, 0, 0, 0, 48, 0, 1, 376, 0, 52471, 200, 3654, 107, 659, 3102, 100, 64, 35, 376, 100, 200, 3524, 1762
INVAR-10, Run: 079, F, 500, 47425, 0, 0, 0, 0, 0, 100, 0, 1, 350, 0, 47925, 200, 4189, 71, 571, 3689, 100, 62, 37, 350, 100, 200, 3744, 1872
INVAR-10, Run: 080, F, 534, 50919, 0, 0, 0, 0, 0, 66, 0, 1, 367, 0, 51453, 200, 3314, 84, 618, 2780, 100, 54, 45, 367, 100, 200, 2680, 1340
INVAR-10, Run: 081, F, 568, 54197, 0, 0, 0, 0, 0, 32, 0, 1, 384, 0, 54765, 200, 3686, 79, 647, 3118, 100, 55, 44, 384, 100, 200, 2712, 1356
INVAR-10, Run: 082, F, 596, 56360, 0, 0, 0, 0, 0, 4, 0, 1, 398, 0, 56956, 200, 3467, 113, 709, 2871, 100, 56, 43, 398, 100, 200, 3080, 1540
INVAR-10, Run: 083, F, 450, 43251, 0, 0, 0, 0, 0, 150, 0, 1, 325, 0, 43701, 200, 3331, 74, 524, 2881, 100, 57, 42, 325, 100, 200, 4206, 2103
INVAR-10, Run: 084, F, 432, 41435, 0, 0, 0, 0, 0, 168, 0, 1, 316, 0, 41867, 200, 3820, 99, 531, 3388, 100, 72, 27, 316, 100, 200, 3886, 1943
INVAR-10, Run: 085, F, 582, 55389, 0, 0, 0, 0, 0, 18, 0, 1, 391, 0, 55971, 200, 3122, 77, 659, 2540, 100, 64, 35, 391, 100, 200, 3400, 1700
INVAR-10, Run: 086, F, 542, 51062, 0, 0, 0, 0, 0, 58, 0, 1, 371, 0, 51604, 200, 3633, 98, 640, 3091, 100, 62, 37, 371, 100, 200, 3664, 1832
INVAR-10, Run: 087, F, 440, 41615, 0, 0, 0, 0, 0, 160, 0, 1, 320, 0, 42055, 200, 3962, 100, 540, 3522, 100, 63, 36, 320, 100, 200, 4164, 2082
INVAR-10, Run: 088, F, 398, 37954, 0, 0, 0, 0, 0, 202, 0, 1, 299, 0, 38352, 200, 3847, 92, 490, 3449, 100, 56, 43, 299, 100, 200, 4550, 2275
INVAR-10, Run: 089, F, 544, 51891, 0, 0, 0, 0, 0, 56, 0, 1, 372, 0, 52435, 200, 3660, 99, 643, 3116, 100, 63, 36, 372, 100, 200, 3776, 1888
INVAR-10, Run: 090, F, 512, 49116, 0, 0, 0, 0, 0, 88, 0, 1, 356, 0, 49628, 200, 3319, 75, 587, 2807, 100, 61, 38, 356, 100, 200, 3584, 1792
INVAR-10, Run: 091, F, 464, 44605, 0, 0, 0, 0, 0, 136, 0, 1, 332, 0, 45069, 200, 3716, 67, 531, 3252, 100, 69, 30, 332, 100, 200, 3410, 1705
INVAR-10, Run: 092, F, 582, 55389, 0, 0, 0, 0, 0, 18, 0, 1, 391, 0, 55971, 200, 3393, 79, 661, 2811, 100, 62, 37, 391, 100, 200, 3378, 1689
INVAR-10, Run: 093, F, 574, 54050, 0, 0, 0, 0, 0, 26, 0, 1, 387, 0, 54624, 200, 3733, 77, 651, 3159, 100, 59, 40, 387, 100, 200, 3550, 1775
INVAR-10, Run: 094, F, 512, 48396, 0, 0, 0, 0, 0, 88, 0, 1, 356, 0, 48908, 200, 3837, 111, 623, 3325, 100, 64, 35, 356, 100, 200, 3300, 1650
INVAR-10, Run: 095, F, 558, 53320, 0, 0, 0, 0, 0, 42, 0, 1, 379, 0, 53878, 200, 3691, 75, 633, 3133, 100, 69, 30, 379, 100, 200, 3170, 1585
INVAR-10, Run: 096, F, 578, 54815, 0, 0, 0, 0, 0, 22, 0, 1, 389, 0, 55393, 200, 4007, 112, 690, 3429, 100, 62, 37, 389, 100, 200, 3354, 1677
INVAR-10, Run: 097, F, 418, 40049, 0, 0, 0, 0, 0, 182, 0, 1, 309, 0, 40467, 200, 3770, 97, 515, 3352, 100, 58, 41, 309, 100, 200, 3498, 1749
INVAR-10, Run: 098, F, 578, 54813, 0, 0, 0, 0, 0, 22, 0, 1, 389, 0, 55391, 200, 3861, 90, 668, 3283, 100, 58, 41, 389, 100, 200, 3786, 1893
INVAR-10, Run: 099, F, 580, 55094, 0, 0, 0, 0, 0, 20, 0, 1, 390, 0, 55674, 200, 4019, 90, 670, 3439, 100, 59, 40, 390, 100, 200, 3516, 1758
INVAR-10, Run: 100, F, 576, 55115, 0, 0, 0, 0, 0, 24, 0, 1, 388, 0, 55691, 200, 3939, 95, 671, 3363, 100, 74, 25, 388, 100, 200, 3068, 1534
INVAR-2, Run: 001, F, 72, 6946, 0, 0, 0, 0, 0, 96, 0, 1, 64, 0, 7018, 56, 440, 36, 108, 368, 28, 16, 11, 64, 28, 56, 602, 301
INVAR-2, Run: 002, F, 160, 15453, 0, 0, 0, 0, 0, 8, 0, 1, 108, 0, 15613, 56, 652, 40, 200, 492, 28, 15, 12, 108, 28, 56, 674, 337
INVAR-2, Run: 003, F, 62, 5812, 0, 0, 0, 0, 0, 106, 0, 1, 59, 0, 5874, 56, 650, 20, 82, 588, 28, 17, 10, 59, 28, 56, 750, 375
INVAR-2, Run: 004, F, 130, 12286, 0, 0, 0, 0, 0, 38, 0, 1, 93, 0, 12416, 56, 627, 31, 161, 497, 28, 20, 7, 93, 28, 56, 478, 239
INVAR-2, Run: 005, F, 138, 13394, 0, 0, 0, 0, 0, 30, 0, 1, 97, 0, 13532, 56, 499, 31, 169, 361, 28, 18, 9, 97, 28, 56, 356, 178
INVAR-2, Run: 006, F, 118, 11499, 0, 0, 0, 0, 0, 50, 0, 1, 87, 0, 11617, 56, 438, 28, 146, 320, 28, 15, 12, 87, 28, 56, 574, 287
INVAR-2, Run: 007, F, 166, 16057, 0, 0, 0, 0, 0, 2, 0, 1, 111, 0, 16223, 56, 663, 28, 194, 497, 28, 18, 9, 111, 28, 56, 506, 253
INVAR-2, Run: 008, F, 84, 8056, 0, 0, 0, 0, 0, 84, 0, 1, 70, 0, 8140, 56, 581, 29, 113, 497, 28, 19, 8, 70, 28, 56, 740, 370
INVAR-2, Run: 009, F, 150, 14325, 0, 0, 0, 0, 0, 18, 0, 1, 103, 0, 14475, 56, 573, 27, 177, 423, 28, 17, 10, 103, 28, 56, 418, 209
INVAR-2, Run: 010, F, 80, 7694, 0, 0, 0, 0, 0, 88, 0, 1, 68, 0, 7774, 56, 540, 33, 113, 460, 28, 15, 12, 68, 28, 56, 466, 233
INVAR-2, Run: 011, F, 164, 15517, 0, 0, 0, 0, 0, 4, 0, 1, 110, 0, 15681, 56, 425, 36, 200, 261, 28, 12, 15, 110, 28, 56, 406, 203
INVAR-2, Run: 012, F, 138, 13243, 0, 0, 0, 0, 0, 30, 0, 1, 97, 0, 13381, 56, 363, 20, 158, 225, 28, 20, 7, 97, 28, 56, 236, 118
INVAR-2, Run: 013, F, 144, 13790, 0, 0, 0, 0, 0, 24, 0, 1, 100, 0, 13934, 56, 539, 24, 168, 395, 28, 20, 7, 100, 28, 56, 562, 281
INVAR-2, Run: 014, F, 152, 14329, 0, 0, 0, 0, 0, 16, 0, 1, 104, 0, 14481, 56, 500, 21, 173, 348, 28, 16, 11, 104, 28, 56, 546, 273
INVAR-2, Run: 015, F, 110, 10361, 0, 0, 0, 0, 0, 58, 0, 1, 83, 0, 10471, 56, 525, 23, 133, 415, 28, 14, 13, 83, 28, 56, 398, 199
INVAR-2, Run: 016, F, 152, 14529, 0, 0, 0, 0, 0, 16, 0, 1, 104, 0, 14681, 56, 648, 46, 198, 496, 28, 15, 12, 104, 28, 56, 568, 284
INVAR-2, Run: 017, F, 154, 14777, 0, 0, 0, 0, 0, 14, 0, 1, 105, 0, 14931, 56, 483, 27, 181, 329, 28, 22, 5, 105, 28, 56, 356, 178
INVAR-2, Run: 018, F, 162, 15597, 0, 0, 0, 0, 0, 6, 0, 1, 109, 0, 15759, 56, 427, 36, 198, 265, 28, 19, 8, 109, 28, 56, 452, 226
INVAR-2, Run: 019, F, 90, 8717, 0, 0, 0, 0, 0, 78, 0, 1, 73, 0, 8807, 56, 502, 46, 136, 412, 28, 15, 12, 73, 28, 56, 532, 266
INVAR-2, Run: 020, F, 150, 14563, 0, 0, 0, 0, 0, 18, 0, 1, 103, 0, 14713, 56, 507, 40, 190, 357, 28, 19, 8, 103, 28, 56, 366, 183
INVAR-2, Run: 021, F, 156, 14840, 0, 0, 0, 0, 0, 12, 0, 1, 106, 0, 14996, 56, 631, 25, 181, 475, 28, 21, 6, 106, 28, 56, 694, 347
INVAR-2, Run: 022, F, 158, 15216, 0, 0, 0, 0, 0, 10, 0, 1, 107, 0, 15374, 56, 541, 32, 190, 383, 28, 18, 9, 107, 28, 56, 556, 278
INVAR-2, Run: 023, F, 122, 11570, 0, 0, 0, 0, 0, 46, 0, 1, 89, 0, 11692, 56, 542, 23, 145, 420, 28, 18, 9, 89, 28, 56, 514, 257
INVAR-2, Run: 024, F, 148, 14072, 0, 0, 0, 0, 0, 20, 0, 1, 102, 0, 14220, 56, 548, 27, 175, 400, 28, 23, 4, 102, 28, 56, 506, 253
INVAR-2, Run: 025, F, 160, 15516, 0, 0, 0, 0, 0, 8, 0, 1, 108, 0, 15676, 56, 473, 44, 204, 313, 28, 16, 11, 108, 28, 56, 538, 269
INVAR-2, Run: 026, F, 116, 11125, 0, 0, 0, 0, 0, 52, 0, 1, 86, 0, 11241, 56, 492, 30, 146, 376, 28, 13, 14, 86, 28, 56, 394, 197
INVAR-2, Run: 027, F, 84, 7940, 0, 0, 0, 0, 0, 84, 0, 1, 70, 0, 8024, 56, 380, 29, 113, 296, 28, 17, 10, 70, 28, 56, 382, 191
INVAR-2, Run: 028, F, 166, 15708, 0, 0, 0, 0, 0, 2, 0, 1, 111, 0, 15874, 56, 493, 26, 192, 327, 28, 20, 7, 111, 28, 56, 430, 215
INVAR-2, Run: 029, F, 46, 4480, 0, 0, 0, 0, 0, 122, 0, 1, 51, 0, 4526, 56, 424, 27, 73, 378, 28, 19, 8, 51, 28, 56, 378, 189
INVAR-2, Run: 030, F, 140, 13416, 0, 0, 0, 0, 0, 28, 0, 1, 98, 0, 13556, 56, 427, 17, 157, 287, 28, 21, 6, 98, 28, 56, 312, 156
INVAR-2, Run: 031, F, 64, 6196, 0, 0, 0, 0, 0, 104, 0, 1, 60, 0, 6260, 56, 415, 21, 85, 351, 28, 19, 8, 60, 28, 56, 638, 319
INVAR-2, Run: 032, F, 108, 10390, 0, 0, 0, 0, 0, 60, 0, 1, 82, 0, 10498, 56, 492, 27, 135, 384, 28, 20, 7, 82, 28, 56, 498, 249
INVAR-2, Run: 033, F, 136, 13019, 0, 0, 0, 0, 0, 32, 0, 1, 96, 0, 13155, 56, 453, 27, 163, 317, 28, 12, 15, 96, 28, 56, 564, 282
INVAR-2, Run: 034, F, 150, 14266, 0, 0, 0, 0, 0, 18, 0, 1, 103, 0, 14416, 56, 431, 19, 169, 281, 28, 16, 11, 103, 28, 56, 520, 260
INVAR-2, Run: 035, F, 62, 5900, 0, 0, 0, 0, 0, 106, 0, 1, 59, 0, 5962, 56, 431, 28, 90, 369, 28, 13, 14, 59, 28, 56, 568, 284
INVAR-2, Run: 036, F, 158, 14834, 0, 0, 0, 0, 0, 10, 0, 1, 107, 0, 14992, 56, 589, 34, 192, 431, 28, 16, 11, 107, 28, 56, 938, 469
INVAR-2, Run: 037, F, 78, 7458, 0, 0, 0, 0, 0, 90, 0, 1, 67, 0, 7536, 56, 509, 37, 115, 431, 28, 19, 8, 67, 28, 56, 544, 272
INVAR-2, Run: 038, F, 138, 13327, 0, 0, 0, 0, 0, 30, 0, 1, 97, 0, 13465, 56, 475, 26, 164, 337, 28, 21, 6, 97, 28, 56, 388, 194
INVAR-2, Run: 039, F, 124, 11977, 0, 0, 0, 0, 0, 44, 0, 1, 90, 0, 12101, 56, 382, 22, 146, 258, 28, 21, 6, 90, 28, 56, 542, 271
INVAR-2, Run: 040, F, 160, 15234, 0, 0, 0, 0, 0, 8, 0, 1, 108, 0, 15394, 56, 411, 19, 179, 251, 28, 18, 9, 108, 28, 56, 438, 219
INVAR-2, Run: 041, F, 168, 15645, 0, 0, 0, 0, 0, 0, 0, 1, 112, 0, 15813, 56, 635, 29, 197, 467, 28, 20, 7, 112, 28, 56, 680, 340
INVAR-2, Run: 042, F, 136, 13219, 0, 0, 0, 0, 0, 32, 0, 1, 96, 0, 13355, 56, 591, 37, 173, 455, 28, 17, 10, 96, 28, 56, 410, 205
INVAR-2, Run: 043, F, 26, 2486, 0, 0, 0, 0, 0, 142, 0, 1, 41, 0, 2512, 56, 422, 36, 62, 396, 28, 11, 16, 41, 28, 56, 872, 436
INVAR-2, Run: 044, F, 82, 7867, 0, 0, 0, 0, 0, 86, 0, 1, 69, 0, 7949, 56, 398, 31, 113, 316, 28, 19, 8, 69, 28, 56, 594, 297
INVAR-2, Run: 045, F, 114, 10809, 0, 0, 0, 0, 0, 54, 0, 1, 85, 0, 10923, 56, 620, 26, 140, 506, 28, 17, 10, 85, 28, 56, 568, 284
INVAR-2, Run: 046, F, 162, 15244, 0, 0, 0, 0, 0, 6, 0, 1, 109, 0, 15406, 56, 532, 35, 197, 370, 28, 13, 14, 109, 28, 56, 490, 245
INVAR-2, Run: 047, F, 154, 14828, 0, 0, 0, 0, 0, 14, 0, 1, 105, 0, 14982, 56, 487, 35, 189, 333, 28, 14, 13, 105, 28, 56, 542, 271
INVAR-2, Run: 048, F, 60, 5944, 0, 0, 0, 0, 0, 108, 0, 1, 58, 0, 6004, 56, 417, 29, 89, 357, 28, 18, 9, 58, 28, 56, 562, 281
INVAR-2, Run: 049, F, 56, 5377, 0, 0, 0, 0, 0, 112, 0, 1, 56, 0, 5433, 56, 326, 27, 83, 270, 28, 11, 16, 56, 28, 56, 646, 323
INVAR-2, Run: 050, F, 112, 10892, 0, 0, 0, 0, 0, 56, 0, 1, 84, 0, 11004, 56, 469, 21, 133, 357, 28, 19, 8, 84, 28, 56, 466, 233
INVAR-2, Run: 051, F, 62, 6027, 0, 0, 0, 0, 0, 106, 0, 1, 59, 0, 6089, 56, 418, 29, 91, 356, 28, 18, 9, 59, 28, 56, 632, 316
INVAR-2, Run: 052, F, 48, 4618, 0, 0, 0, 0, 0, 120, 0, 1, 52, 0, 4666, 56, 369, 24, 72, 321, 28, 16, 11, 52, 28, 56, 640, 320
INVAR-2, Run: 053, F, 148, 14410, 0, 0, 0, 0, 0, 20, 0, 1, 102, 0, 14558, 56, 456, 16, 164, 308, 28, 17, 10, 102, 28, 56, 426, 213
INVAR-2, Run: 054, F, 86, 8235, 0, 0, 0, 0, 0, 82, 0, 1, 71, 0, 8321, 56, 402, 15, 101, 316, 28, 20, 7, 71, 28, 56, 544, 272
INVAR-2, Run: 055, F, 164, 15408, 0, 0, 0, 0, 0, 4, 0, 1, 110, 0, 15572, 56, 548, 31, 195, 384, 28, 21, 6, 110, 28, 56, 436, 218
INVAR-2, Run: 056, F, 102, 9781, 0, 0, 0, 0, 0, 66, 0, 1, 79, 0, 9883, 56, 642, 22, 124, 540, 28, 21, 6, 79, 28, 56, 1158, 579
INVAR-2, Run: 057, F, 40, 3917, 0, 0, 0, 0, 0, 128, 0, 1, 48, 0, 3957, 56, 407, 30, 70, 367, 28, 15, 12, 48, 28, 56, 530, 265
INVAR-2, Run: 058, F, 122, 11730, 0, 0, 0, 0, 0, 46, 0, 1, 89, 0, 11852, 56, 692, 24, 146, 570, 28, 16, 11, 89, 28, 56, 518, 259
INVAR-2, Run: 059, F, 164, 15316, 0, 0, 0, 0, 0, 4, 0, 1, 110, 0, 15480, 56, 770, 31, 195, 606, 28, 20, 7, 110, 28, 56, 480, 240
INVAR-2, Run: 060, F, 156, 14510, 0, 0, 0, 0, 0, 12, 0, 1, 106, 0, 14666, 56, 552, 45, 201, 396, 28, 16, 11, 106, 28, 56, 560, 280
INVAR-2, Run: 061, F, 162, 15484, 0, 0, 0, 0, 0, 6, 0, 1, 109, 0, 15646, 56, 467, 21, 183, 305, 28, 17, 10, 109, 28, 56, 350, 175
INVAR-2, Run: 062, F, 76, 7380, 0, 0, 0, 0, 0, 92, 0, 1, 66, 0, 7456, 56, 414, 33, 109, 338, 28, 21, 6, 66, 28, 56, 402, 201
INVAR-2, Run: 063, F, 170, 16396, 0, 0, 0, 0, 0, 0, 0, 1, 113, 2, 16566, 56, 524, 25, 195, 354, 28, 19, 8, 113, 27, 56, 588, 293
INVAR-2, Run: 064, F, 80, 7602, 0, 0, 0, 0, 0, 88, 0, 1, 68, 0, 7682, 56, 466, 30, 110, 386, 28, 19, 8, 68, 28, 56, 928, 464
INVAR-2, Run: 065, F, 110, 10650, 0, 0, 0, 0, 0, 58, 0, 1, 83, 0, 10760, 56, 492, 42, 152, 382, 28, 20, 7, 83, 28, 56, 584, 292
INVAR-2, Run: 066, F, 140, 13305, 0, 0, 0, 0, 0, 28, 0, 1, 98, 0, 13445, 56, 521, 27, 167, 381, 28, 24, 3, 98, 28, 56, 372, 186
INVAR-2, Run: 067, F, 160, 15184, 0, 0, 0, 0, 0, 8, 0, 1, 108, 0, 15344, 56, 698, 36, 196, 538, 28, 13, 14, 108, 28, 56, 426, 213
INVAR-2, Run: 068, F, 148, 14200, 0, 0, 0, 0, 0, 20, 0, 1, 102, 0, 14348, 56, 488, 19, 167, 340, 28, 21, 6, 102, 28, 56, 446, 223
INVAR-2, Run: 069, F, 162, 15425, 0, 0, 0, 0, 0, 6, 0, 1, 109, 0, 15587, 56, 698, 38, 200, 536, 28, 13, 14, 109, 28, 56, 678, 339
INVAR-2, Run: 070, F, 164, 15638, 0, 0, 0, 0, 0, 4, 0, 1, 110, 0, 15802, 56, 640, 30, 194, 476, 28, 11, 16, 110, 28, 56, 450, 225
INVAR-2, Run: 071, F, 134, 12856, 0, 0, 0, 0, 0, 34, 0, 1, 95, 0, 12990, 56, 458, 39, 173, 324, 28, 16, 11, 95, 28, 56, 448, 224
INVAR-2, Run: 072, F, 140, 13616, 0, 0, 0, 0, 0, 28, 0, 1, 98, 0, 13756, 56, 584, 30, 170, 444, 28, 21, 6, 98, 28, 56, 540, 270
INVAR-2, Run: 073, F, 134, 12936, 0, 0, 0, 0, 0, 34, 0, 1, 95, 0, 13070, 56, 461, 23, 157, 327, 28, 21, 6, 95, 28, 56, 452, 226
INVAR-2, Run: 074, F, 136, 12862, 0, 0, 0, 0, 0, 32, 0, 1, 96, 0, 12998, 56, 385, 28, 164, 249, 28, 18, 9, 96, 28, 56, 556, 278
INVAR-2, Run: 075, F, 50, 4851, 0, 0, 0, 0, 0, 118, 0, 1, 53, 0, 4901, 56, 333, 24, 74, 283, 28, 20, 7, 53, 28, 56, 328, 164
INVAR-2, Run: 076, F, 88, 8564, 0, 0, 0, 0, 0, 80, 0, 1, 72, 0, 8652, 56, 397, 29, 117, 309, 28, 19, 8, 72, 28, 56, 508, 254
INVAR-2, Run: 077, F, 76, 7262, 0, 0, 0, 0, 0, 92, 0, 1, 66, 0, 7338, 56, 521, 32, 108, 445, 28, 13, 14, 66, 28, 56, 574, 287
INVAR-2, Run: 078, F, 156, 14746, 0, 0, 0, 0, 0, 12, 0, 1, 106, 0, 14902, 56, 648, 40, 196, 492, 28, 20, 7, 106, 28, 56, 292, 146
INVAR-2, Run: 079, F, 154, 14814, 0, 0, 0, 0, 0, 14, 0, 1, 105, 0, 14968, 56, 456, 18, 172, 302, 28, 18, 9, 105, 28, 56, 320, 160
INVAR-2, Run: 080, F, 148, 14127, 0, 0, 0, 0, 0, 20, 0, 1, 102, 0, 14275, 56, 517, 20, 168, 369, 28, 19, 8, 102, 28, 56, 422, 211
INVAR-2, Run: 081, F, 146, 13971, 0, 0, 0, 0, 0, 22, 0, 1, 101, 0, 14117, 56, 486, 29, 175, 340, 28, 15, 12, 101, 28, 56, 728, 364
INVAR-2, Run: 082, F, 80, 7650, 0, 0, 0, 0, 0, 88, 0, 1, 68, 0, 7730, 56, 335, 28, 108, 255, 28, 19, 8, 68, 28, 56, 382, 191
INVAR-2, Run: 083, F, 150, 14508, 0, 0, 0, 0, 0, 18, 0, 1, 103, 0, 14658, 56, 622, 20, 170, 472, 28, 19, 8, 103, 28, 56, 420, 210
INVAR-2, Run: 084, F, 96, 9217, 0, 0, 0, 0, 0, 72, 0, 1, 76, 0, 9313, 56, 571, 34, 130, 475, 28, 13, 14, 76, 28, 56, 518, 259
INVAR-2, Run: 085, F, 58, 5651, 0, 0, 0, 0, 0, 110, 0, 1, 57, 0, 5709, 56, 535, 30, 88, 477, 28, 20, 7, 57, 28, 56, 844, 422
INVAR-2, Run: 086, F, 114, 10940, 0, 0, 0, 0, 0, 54, 0, 1, 85, 0, 11054, 56, 549, 30, 144, 435, 28, 15, 12, 85, 28, 56, 388, 194
