Input Number, Run_Number, Result@ 100, X1, H, M, PO, CE, Y, D, CO, PE, A, B
4, Run: 001, F, 0, 1, 0, 0, 6, 6, 0, 0, 1, 118, 1
4, Run: 002, F, 0, 1, 0, 0, 6, 6, 0, 0, 1, 118, 1
4, Run: 003, F, 0, 1, 0, 0, 2, 10, 4, 8, 0, 110, 1
4, Run: 004, F, 0, 1, 0, 0, 6, 6, 0, 0, 1, 118, 1
4, Run: 005, F, 0, 1, 0, 0, 2, 2, 0, 0, 1, 118, 1
4, Run: 006, F, 0, 1, 0, 0, 6, 6, 0, 0, 1, 118, 1
4, Run: 007, F, 0, 1, 0, 0, 6, 6, 0, 0, 1, 118, 1
4, Run: 008, F, 0, 1, 0, 0, 8, 8, 0, 0, 1, 118, 1
4, Run: 009, F, 0, 1, 0, 0, 10, 10, 0, 0, 1, 118, 1
4, Run: 010, F, 0, 1, 0, 0, 12, 12, 0, 0, 1, 118, 1
4, Run: 011, F, 0, 1, 0, 0, 8, 8, 0, 0, 1, 118, 1
4, Run: 012, F, 0, 1, 0, 0, 6, 6, 0, 0, 1, 118, 1
4, Run: 013, F, 0, 1, 0, 0, 8, 8, 0, 0, 1, 118, 1
4, Run: 014, P, 0, 1, 0, 1, 0, 118, 3, 118, 0, 0, 1
4, Run: 015, F, 0, 1, 0, 0, 6, 6, 0, 0, 1, 118, 1
4, Run: 016, F, 0, 1, 0, 0, 10, 10, 0, 0, 1, 118, 1
4, Run: 017, F, 0, 1, 0, 0, 4, 4, 0, 0, 1, 118, 1
4, Run: 018, F, 0, 1, 0, 0, 6, 6, 0, 0, 1, 118, 1
4, Run: 019, P, 0, 1, 0, 1, 0, 118, 5, 118, 0, 0, 1
4, Run: 020, P, 0, 1, 0, 1, 0, 118, 9, 118, 0, 0, 1
4, Run: 021, F, 0, 1, 0, 0, 8, 8, 0, 0, 1, 118, 1
4, Run: 022, F, 0, 1, 0, 0, 8, 8, 0, 0, 1, 118, 1
4, Run: 023, F, 0, 1, 0, 0, 8, 8, 0, 0, 1, 118, 1
