Input Number, Run_Number, Result@ 100, A2, A1, F1, F1P, F2, F2P, Y
16, Run: 001, P, 0, 30, 0, 5, 5, 0, 0
16, Run: 002, P, 0, 30, 0, 5, 5, 0, 0
16, Run: 003, P, 0, 30, 0, 5, 5, 0, 0
16, Run: 004, P, 0, 30, 0, 5, 5, 0, 0
16, Run: 005, P, 0, 31, 0, 5, 5, 0, 0
16, Run: 006, P, 0, 32, 0, 5, 5, 0, 0
16, Run: 007, P, 0, 30, 0, 5, 5, 0, 0
16, Run: 008, P, 0, 30, 0, 5, 5, 0, 0
16, Run: 009, P, 0, 30, 0, 5, 5, 0, 0
16, Run: 010, P, 0, 31, 0, 5, 5, 0, 0
16, Run: 011, P, 0, 30, 0, 5, 5, 0, 0
16, Run: 012, P, 0, 30, 0, 5, 5, 0, 0
16, Run: 013, P, 0, 30, 0, 5, 5, 0, 0
16, Run: 014, P, 0, 30, 0, 5, 5, 0, 0
16, Run: 015, P, 0, 31, 0, 5, 5, 0, 0
16, Run: 016, P, 0, 30, 0, 5, 5, 0, 0
16, Run: 017, P, 0, 30, 0, 5, 5, 0, 0
16, Run: 018, P, 0, 30, 0, 5, 5, 0, 0
16, Run: 019, P, 0, 30, 0, 5, 5, 0, 0
16, Run: 020, P, 0, 32, 0, 5, 5, 0, 0
16, Run: 021, P, 0, 30, 0, 5, 5, 0, 0
16, Run: 022, P, 0, 30, 0, 5, 5, 0, 0
16, Run: 023, P, 0, 30, 0, 5, 5, 0, 0
16, Run: 024, P, 0, 31, 0, 5, 5, 0, 0
16, Run: 025, P, 0, 30, 0, 5, 5, 0, 0
16, Run: 026, P, 0, 32, 0, 5, 5, 0, 0
16, Run: 027, P, 0, 30, 0, 5, 5, 0, 0
16, Run: 028, P, 0, 30, 0, 5, 5, 0, 0
16, Run: 029, P, 0, 30, 0, 5, 5, 0, 0
16, Run: 030, P, 0, 30, 0, 5, 5, 0, 0
16, Run: 031, P, 0, 31, 0, 5, 5, 0, 0
16, Run: 032, P, 0, 30, 0, 5, 5, 0, 0
16, Run: 033, P, 0, 30, 0, 5, 5, 0, 0
16, Run: 034, P, 0, 31, 0, 5, 5, 0, 0
16, Run: 035, P, 0, 30, 0, 5, 5, 0, 0
16, Run: 036, P, 0, 30, 0, 5, 5, 0, 0
16, Run: 037, P, 0, 31, 0, 5, 5, 0, 0
16, Run: 038, P, 0, 30, 0, 5, 5, 0, 0
16, Run: 039, P, 0, 30, 0, 5, 5, 0, 0
16, Run: 040, P, 0, 30, 0, 5, 5, 0, 0
16, Run: 041, P, 0, 30, 0, 5, 5, 0, 0
16, Run: 042, P, 0, 30, 0, 5, 5, 0, 0
16, Run: 043, P, 0, 30, 0, 5, 5, 0, 0
16, Run: 044, P, 0, 30, 0, 5, 5, 0, 0
16, Run: 045, P, 0, 31, 0, 5, 5, 0, 0
16, Run: 046, P, 0, 30, 0, 5, 5, 0, 0
16, Run: 047, P, 0, 30, 0, 5, 5, 0, 0
16, Run: 048, P, 0, 30, 0, 5, 5, 0, 0
16, Run: 049, P, 0, 30, 0, 5, 5, 0, 0
16, Run: 050, P, 0, 30, 0, 5, 5, 0, 0
16, Run: 051, P, 0, 30, 0, 5, 5, 0, 0
16, Run: 052, P, 0, 32, 0, 5, 5, 0, 0
16, Run: 053, P, 0, 30, 0, 5, 5, 0, 0
16, Run: 054, P, 0, 31, 0, 5, 5, 0, 0
16, Run: 055, P, 0, 31, 0, 5, 5, 0, 0
16, Run: 056, P, 0, 30, 0, 5, 5, 0, 0
16, Run: 057, P, 0, 30, 0, 5, 5, 0, 0
16, Run: 058, P, 0, 30, 0, 5, 5, 0, 0
16, Run: 059, P, 0, 30, 0, 5, 5, 0, 0
16, Run: 060, P, 0, 30, 0, 5, 5, 0, 0
16, Run: 061, P, 0, 30, 0, 5, 5, 0, 0
