Input Number, Run_Number, Result@ 100, H, B, PE, X1, M, PO, CE, Y, D, CO, A, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-1, Run: 074, P, 0, 0, 1, 0, 0, 0, 7, 7, 0, 0, 50, 4, 18, 11, 55, 9, 4, 8, 7, 18, 29, 18, 55
INVAR-1, Run: 075, P, 0, 0, 1, 0, 0, 0, 6, 6, 0, 0, 48, 6, 18, 13, 98, 9, 7, 7, 6, 18, 30, 19, 98
INVAR-1, Run: 076, P, 0, 0, 1, 0, 0, 0, 7, 7, 0, 0, 50, 4, 18, 18, 107, 9, 4, 8, 7, 18, 29, 25, 107
INVAR-1, Run: 077, P, 0, 0, 1, 0, 0, 0, 7, 7, 0, 0, 50, 4, 18, 21, 160, 9, 5, 7, 7, 18, 29, 28, 160
INVAR-1, Run: 078, P, 0, 0, 1, 0, 0, 0, 6, 6, 0, 0, 48, 6, 18, 9, 87, 9, 9, 5, 6, 18, 30, 15, 87
INVAR-1, Run: 079, P, 0, 0, 1, 0, 0, 0, 6, 6, 0, 0, 48, 6, 18, 16, 47, 9, 7, 7, 6, 18, 30, 22, 47
INVAR-1, Run: 080, P, 0, 0, 1, 0, 0, 0, 6, 6, 0, 0, 48, 6, 18, 11, 99, 9, 9, 5, 6, 18, 30, 17, 99
INVAR-1, Run: 081, P, 0, 0, 1, 0, 0, 0, 7, 7, 0, 0, 50, 4, 18, 8, 49, 9, 8, 4, 7, 18, 29, 15, 49
INVAR-1, Run: 082, P, 0, 0, 1, 0, 0, 0, 6, 6, 0, 0, 48, 6, 18, 9, 168, 9, 11, 3, 6, 18, 30, 15, 168
INVAR-1, Run: 083, P, 0, 0, 1, 0, 0, 0, 5, 5, 0, 0, 46, 8, 18, 12, 106, 9, 7, 9, 5, 18, 31, 17, 106
INVAR-1, Run: 084, P, 0, 0, 1, 0, 0, 0, 7, 7, 0, 0, 50, 4, 18, 11, 81, 9, 7, 5, 7, 18, 29, 18, 81
INVAR-1, Run: 085, P, 0, 0, 1, 0, 0, 0, 7, 7, 0, 0, 50, 4, 18, 13, 75, 9, 9, 3, 7, 18, 29, 20, 75
INVAR-1, Run: 086, P, 0, 0, 1, 0, 0, 0, 5, 5, 0, 0, 46, 8, 18, 23, 149, 9, 9, 7, 5, 18, 31, 28, 149
INVAR-1, Run: 087, P, 0, 0, 1, 0, 0, 0, 5, 5, 0, 0, 46, 8, 18, 16, 70, 9, 6, 10, 5, 18, 31, 21, 70
INVAR-1, Run: 088, P, 0, 0, 1, 0, 0, 0, 8, 8, 0, 0, 52, 2, 18, 9, 71, 9, 3, 7, 8, 18, 28, 17, 71
INVAR-1, Run: 089, P, 0, 0, 1, 0, 0, 0, 4, 4, 0, 0, 44, 10, 18, 11, 111, 9, 10, 8, 4, 18, 32, 15, 111
INVAR-1, Run: 090, P, 0, 0, 1, 0, 0, 0, 5, 5, 0, 0, 46, 8, 18, 16, 88, 9, 3, 13, 5, 18, 31, 21, 88
INVAR-1, Run: 091, P, 0, 0, 1, 0, 0, 0, 7, 7, 0, 0, 50, 4, 18, 17, 151, 9, 9, 3, 7, 18, 29, 24, 151
INVAR-1, Run: 092, P, 0, 0, 1, 0, 0, 0, 5, 5, 0, 0, 46, 8, 18, 7, 57, 9, 8, 8, 5, 18, 31, 12, 57
INVAR-1, Run: 093, P, 0, 0, 1, 0, 0, 0, 7, 7, 0, 0, 50, 4, 18, 13, 48, 9, 5, 7, 7, 18, 29, 20, 48
INVAR-1, Run: 094, P, 0, 0, 1, 0, 0, 0, 7, 7, 0, 0, 50, 4, 18, 26, 157, 9, 4, 8, 7, 18, 29, 33, 157
INVAR-1, Run: 095, P, 0, 0, 1, 0, 0, 0, 7, 7, 0, 0, 50, 4, 18, 11, 83, 9, 8, 4, 7, 18, 29, 18, 83
INVAR-1, Run: 096, P, 0, 0, 1, 0, 0, 0, 6, 6, 0, 0, 48, 6, 18, 6, 42, 9, 7, 7, 6, 18, 30, 12, 42
INVAR-1, Run: 097, P, 0, 0, 1, 0, 0, 0, 6, 6, 0, 0, 48, 6, 18, 10, 85, 9, 5, 9, 6, 18, 30, 16, 85
INVAR-1, Run: 098, P, 0, 0, 1, 0, 0, 0, 5, 5, 0, 0, 46, 8, 18, 7, 82, 9, 4, 12, 5, 18, 31, 12, 82
INVAR-1, Run: 099, P, 0, 0, 1, 0, 0, 0, 5, 5, 0, 0, 46, 8, 18, 11, 77, 9, 7, 9, 5, 18, 31, 16, 77
INVAR-1, Run: 100, P, 0, 0, 1, 0, 0, 0, 7, 7, 0, 0, 50, 4, 18, 17, 124, 9, 8, 4, 7, 18, 29, 24, 124
INVAR-10, Run: 001, P, 0, 0, 1, 0, 0, 0, 92, 92, 0, 0, 584, 16, 200, 745, 3372, 100, 71, 44, 92, 200, 308, 837, 3372
INVAR-10, Run: 002, P, 0, 0, 1, 0, 0, 0, 89, 89, 0, 0, 578, 22, 200, 790, 4745, 100, 74, 47, 89, 200, 311, 879, 4745
INVAR-10, Run: 003, P, 0, 0, 1, 0, 0, 0, 88, 88, 0, 0, 576, 24, 200, 924, 4806, 100, 69, 54, 88, 200, 312, 1012, 4806
INVAR-10, Run: 004, P, 0, 0, 1, 0, 0, 0, 89, 89, 0, 0, 578, 22, 200, 853, 5458, 100, 79, 42, 89, 200, 311, 942, 5458
INVAR-10, Run: 005, P, 0, 0, 1, 0, 0, 0, 87, 87, 0, 0, 574, 26, 200, 959, 4128, 100, 78, 47, 87, 200, 313, 1046, 4128
INVAR-10, Run: 006, P, 0, 0, 1, 0, 0, 0, 91, 91, 0, 0, 582, 18, 200, 1048, 5543, 100, 68, 49, 91, 200, 309, 1139, 5543
INVAR-10, Run: 007, P, 0, 0, 1, 0, 0, 0, 90, 90, 0, 0, 580, 20, 200, 916, 4907, 100, 72, 47, 90, 200, 310, 1006, 4907
INVAR-10, Run: 008, P, 0, 0, 1, 0, 0, 0, 87, 87, 0, 0, 574, 26, 200, 1064, 5927, 100, 75, 50, 87, 200, 313, 1151, 5927
INVAR-10, Run: 009, P, 0, 0, 1, 0, 0, 0, 91, 91, 0, 0, 582, 18, 200, 1015, 5154, 100, 56, 61, 91, 200, 309, 1106, 5154
INVAR-10, Run: 010, P, 0, 0, 1, 0, 0, 0, 86, 86, 0, 0, 572, 28, 200, 993, 6418, 100, 76, 51, 86, 200, 314, 1079, 6418
INVAR-10, Run: 011, P, 0, 0, 1, 0, 0, 0, 92, 92, 0, 0, 584, 16, 200, 896, 3238, 100, 59, 56, 92, 200, 308, 988, 3238
INVAR-10, Run: 012, P, 0, 0, 1, 0, 0, 0, 90, 90, 0, 0, 580, 20, 200, 673, 3126, 100, 69, 50, 90, 200, 310, 763, 3126
INVAR-10, Run: 013, P, 0, 0, 1, 0, 0, 0, 84, 84, 0, 0, 568, 32, 200, 1105, 5858, 100, 74, 57, 84, 200, 316, 1189, 5858
INVAR-10, Run: 014, P, 0, 0, 1, 0, 0, 0, 94, 94, 0, 0, 588, 12, 200, 942, 5121, 100, 67, 44, 94, 200, 306, 1036, 5121
INVAR-10, Run: 015, P, 0, 0, 1, 0, 0, 0, 88, 88, 0, 0, 576, 24, 200, 932, 4601, 100, 75, 48, 88, 200, 312, 1020, 4601
INVAR-10, Run: 016, P, 0, 0, 1, 0, 0, 0, 93, 93, 0, 0, 586, 14, 200, 987, 6422, 100, 74, 39, 93, 200, 307, 1080, 6422
INVAR-10, Run: 017, P, 0, 0, 1, 0, 0, 0, 88, 88, 0, 0, 576, 24, 200, 829, 4821, 100, 83, 40, 88, 200, 312, 917, 4821
INVAR-10, Run: 018, P, 0, 0, 1, 0, 0, 0, 92, 92, 0, 0, 584, 16, 200, 674, 3257, 100, 69, 46, 92, 200, 308, 766, 3257
INVAR-10, Run: 019, P, 0, 0, 1, 0, 0, 0, 93, 93, 0, 0, 586, 14, 200, 847, 6662, 100, 70, 43, 93, 200, 307, 940, 6662
INVAR-10, Run: 020, P, 0, 0, 1, 0, 0, 0, 91, 91, 0, 0, 582, 18, 200, 974, 5230, 100, 69, 48, 91, 200, 309, 1065, 5230
INVAR-10, Run: 021, P, 0, 0, 1, 0, 0, 0, 89, 89, 0, 0, 578, 22, 200, 1042, 5986, 100, 77, 44, 89, 200, 311, 1131, 5986
INVAR-10, Run: 022, P, 0, 0, 1, 0, 0, 0, 87, 87, 0, 0, 574, 26, 200, 756, 4989, 100, 67, 58, 87, 200, 313, 843, 4989
INVAR-10, Run: 023, P, 0, 0, 1, 0, 0, 0, 92, 92, 0, 0, 584, 16, 200, 968, 5041, 100, 61, 54, 92, 200, 308, 1060, 5041
INVAR-10, Run: 024, P, 0, 0, 1, 0, 0, 0, 91, 91, 0, 0, 582, 18, 200, 1031, 6763, 100, 84, 33, 91, 200, 309, 1122, 6763
INVAR-10, Run: 025, P, 0, 0, 1, 0, 0, 0, 89, 89, 0, 0, 578, 22, 200, 1057, 5522, 100, 66, 55, 89, 200, 311, 1146, 5522
INVAR-10, Run: 026, P, 0, 0, 1, 0, 0, 0, 94, 94, 0, 0, 588, 12, 200, 1022, 5810, 100, 71, 40, 94, 200, 306, 1116, 5810
INVAR-10, Run: 027, P, 0, 0, 1, 0, 0, 0, 91, 91, 0, 0, 582, 18, 200, 820, 5259, 100, 79, 38, 91, 200, 309, 911, 5259
INVAR-10, Run: 028, P, 0, 0, 1, 0, 0, 0, 89, 89, 0, 0, 578, 22, 200, 922, 5400, 100, 73, 48, 89, 200, 311, 1011, 5400
INVAR-10, Run: 029, P, 0, 0, 1, 0, 0, 0, 91, 91, 0, 0, 582, 18, 200, 949, 5401, 100, 68, 49, 91, 200, 309, 1040, 5401
INVAR-10, Run: 030, P, 0, 0, 1, 0, 0, 0, 92, 92, 0, 0, 584, 16, 200, 977, 5191, 100, 77, 38, 92, 200, 308, 1069, 5191
INVAR-10, Run: 031, P, 0, 0, 1, 0, 0, 0, 91, 91, 0, 0, 582, 18, 200, 1140, 5543, 100, 67, 50, 91, 200, 309, 1231, 5543
INVAR-10, Run: 032, P, 0, 0, 1, 0, 0, 0, 94, 94, 0, 0, 588, 12, 200, 839, 5077, 100, 73, 38, 94, 200, 306, 933, 5077
INVAR-10, Run: 033, P, 0, 0, 1, 0, 0, 0, 91, 91, 0, 0, 582, 18, 200, 635, 4965, 100, 80, 37, 91, 200, 309, 726, 4965
INVAR-10, Run: 034, P, 0, 0, 1, 0, 0, 0, 90, 90, 0, 0, 580, 20, 200, 1003, 5928, 100, 72, 47, 90, 200, 310, 1093, 5928
INVAR-10, Run: 035, P, 0, 0, 1, 0, 0, 0, 91, 91, 0, 0, 582, 18, 200, 891, 4173, 100, 74, 43, 91, 200, 309, 982, 4173
INVAR-10, Run: 036, P, 0, 0, 1, 0, 0, 0, 93, 93, 0, 0, 586, 14, 200, 916, 4865, 100, 75, 38, 93, 200, 307, 1009, 4865
INVAR-10, Run: 037, P, 0, 0, 1, 0, 0, 0, 90, 90, 0, 0, 580, 20, 200, 744, 4176, 100, 78, 41, 90, 200, 310, 834, 4176
INVAR-10, Run: 038, P, 0, 0, 1, 0, 0, 0, 86, 86, 0, 0, 572, 28, 200, 1046, 4475, 100, 75, 52, 86, 200, 314, 1132, 4475
INVAR-10, Run: 039, P, 0, 0, 1, 0, 0, 0, 88, 88, 0, 0, 576, 24, 200, 935, 6045, 100, 72, 51, 88, 200, 312, 1023, 6045
INVAR-10, Run: 040, P, 0, 0, 1, 0, 0, 0, 90, 90, 0, 0, 580, 20, 200, 869, 4887, 100, 75, 44, 90, 200, 310, 959, 4887
INVAR-10, Run: 041, P, 0, 0, 1, 0, 0, 0, 93, 93, 0, 0, 586, 14, 200, 899, 4705, 100, 68, 45, 93, 200, 307, 992, 4705
INVAR-10, Run: 042, P, 0, 0, 1, 0, 0, 0, 90, 90, 0, 0, 580, 20, 200, 920, 4203, 100, 65, 54, 90, 200, 310, 1010, 4203
INVAR-10, Run: 043, P, 0, 0, 1, 0, 0, 0, 90, 90, 0, 0, 580, 20, 200, 830, 4539, 100, 80, 39, 90, 200, 310, 920, 4539
INVAR-10, Run: 044, P, 0, 0, 1, 0, 0, 0, 91, 91, 0, 0, 582, 18, 200, 692, 4679, 100, 69, 48, 91, 200, 309, 783, 4679
INVAR-10, Run: 045, P, 0, 0, 1, 0, 0, 0, 92, 92, 0, 0, 584, 16, 200, 825, 3821, 100, 70, 45, 92, 200, 308, 917, 3821
INVAR-10, Run: 046, P, 0, 0, 1, 0, 0, 0, 90, 90, 0, 0, 580, 20, 200, 1166, 6240, 100, 57, 62, 90, 200, 310, 1256, 6240
INVAR-10, Run: 047, P, 0, 0, 1, 0, 0, 0, 88, 88, 0, 0, 576, 24, 200, 805, 5102, 100, 82, 41, 88, 200, 312, 893, 5102
INVAR-10, Run: 048, P, 0, 0, 1, 0, 0, 0, 92, 92, 0, 0, 584, 16, 200, 1049, 5067, 100, 63, 52, 92, 200, 308, 1141, 5067
INVAR-10, Run: 049, P, 0, 0, 1, 0, 0, 0, 91, 91, 0, 0, 582, 18, 200, 909, 4991, 100, 64, 53, 91, 200, 309, 1000, 4991
INVAR-10, Run: 050, P, 0, 0, 1, 0, 0, 0, 89, 89, 0, 0, 578, 22, 200, 878, 6196, 100, 84, 37, 89, 200, 311, 967, 6196
INVAR-10, Run: 051, P, 0, 0, 1, 0, 0, 0, 92, 92, 0, 0, 584, 16, 200, 1039, 6574, 100, 81, 34, 92, 200, 308, 1131, 6574
INVAR-10, Run: 052, P, 0, 0, 1, 0, 0, 0, 87, 87, 0, 0, 574, 26, 200, 767, 5697, 100, 82, 43, 87, 200, 313, 854, 5697
INVAR-10, Run: 053, P, 0, 0, 1, 0, 0, 0, 90, 90, 0, 0, 580, 20, 200, 734, 5573, 100, 74, 45, 90, 200, 310, 824, 5573
INVAR-10, Run: 054, P, 0, 0, 1, 0, 0, 0, 91, 91, 0, 0, 582, 18, 200, 790, 4041, 100, 64, 53, 91, 200, 309, 881, 4041
INVAR-10, Run: 055, P, 0, 0, 1, 0, 0, 0, 87, 87, 0, 0, 574, 26, 200, 911, 4727, 100, 67, 58, 87, 200, 313, 998, 4727
INVAR-10, Run: 056, P, 0, 0, 1, 0, 0, 0, 90, 90, 0, 0, 580, 20, 200, 997, 7706, 100, 71, 48, 90, 200, 310, 1087, 7706
INVAR-10, Run: 057, P, 0, 0, 1, 0, 0, 0, 88, 88, 0, 0, 576, 24, 200, 1189, 5471, 100, 64, 59, 88, 200, 312, 1277, 5471
INVAR-10, Run: 058, P, 0, 0, 1, 0, 0, 0, 92, 92, 0, 0, 584, 16, 200, 897, 4729, 100, 60, 55, 92, 200, 308, 989, 4729
INVAR-10, Run: 059, P, 0, 0, 1, 0, 0, 0, 92, 92, 0, 0, 584, 16, 200, 750, 4497, 100, 63, 52, 92, 200, 308, 842, 4497
INVAR-10, Run: 060, P, 0, 0, 1, 0, 0, 0, 95, 95, 0, 0, 590, 10, 200, 948, 4731, 100, 59, 50, 95, 200, 305, 1043, 4731
INVAR-10, Run: 061, P, 0, 0, 1, 0, 0, 0, 91, 91, 0, 0, 582, 18, 200, 1292, 6793, 100, 60, 57, 91, 200, 309, 1383, 6793
INVAR-10, Run: 062, P, 0, 0, 1, 0, 0, 0, 92, 92, 0, 0, 584, 16, 200, 1032, 6426, 100, 79, 36, 92, 200, 308, 1124, 6426
INVAR-10, Run: 063, P, 0, 0, 1, 0, 0, 0, 91, 91, 0, 0, 582, 18, 200, 795, 5616, 100, 66, 51, 91, 200, 309, 886, 5616
INVAR-10, Run: 064, P, 0, 0, 1, 0, 0, 0, 91, 91, 0, 0, 582, 18, 200, 1176, 5494, 100, 65, 52, 91, 200, 309, 1267, 5494
INVAR-10, Run: 065, P, 0, 0, 1, 0, 0, 0, 89, 89, 0, 0, 578, 22, 200, 710, 3912, 100, 68, 53, 89, 200, 311, 799, 3912
INVAR-10, Run: 066, P, 0, 0, 1, 0, 0, 0, 92, 92, 0, 0, 584, 16, 200, 855, 4634, 100, 66, 49, 92, 200, 308, 947, 4634
INVAR-10, Run: 067, P, 0, 0, 1, 0, 0, 0, 91, 91, 0, 0, 582, 18, 200, 945, 4646, 100, 67, 50, 91, 200, 309, 1036, 4646
INVAR-10, Run: 068, P, 0, 0, 1, 0, 0, 0, 89, 89, 0, 0, 578, 22, 200, 890, 4906, 100, 75, 46, 89, 200, 311, 979, 4906
INVAR-10, Run: 069, P, 0, 0, 1, 0, 0, 0, 90, 90, 0, 0, 580, 20, 200, 715, 4025, 100, 68, 51, 90, 200, 310, 805, 4025
INVAR-10, Run: 070, P, 0, 0, 1, 0, 0, 0, 94, 94, 0, 0, 588, 12, 200, 965, 4527, 100, 60, 51, 94, 200, 306, 1059, 4527
INVAR-10, Run: 071, P, 0, 0, 1, 0, 0, 0, 91, 91, 0, 0, 582, 18, 200, 982, 4790, 100, 66, 51, 91, 200, 309, 1073, 4790
INVAR-10, Run: 072, P, 0, 0, 1, 0, 0, 0, 93, 93, 0, 0, 586, 14, 200, 907, 4857, 100, 60, 53, 93, 200, 307, 1000, 4857
INVAR-10, Run: 073, P, 0, 0, 1, 0, 0, 0, 88, 88, 0, 0, 576, 24, 200, 946, 5363, 100, 71, 52, 88, 200, 312, 1034, 5363
INVAR-10, Run: 074, P, 0, 0, 1, 0, 0, 0, 90, 90, 0, 0, 580, 20, 200, 1106, 6791, 100, 63, 56, 90, 200, 310, 1196, 6791
INVAR-10, Run: 075, P, 0, 0, 1, 0, 0, 0, 92, 92, 0, 0, 584, 16, 200, 972, 5770, 100, 68, 47, 92, 200, 308, 1064, 5770
INVAR-10, Run: 076, P, 0, 0, 1, 0, 0, 0, 90, 90, 0, 0, 580, 20, 200, 853, 4315, 100, 73, 46, 90, 200, 310, 943, 4315
INVAR-10, Run: 077, P, 0, 0, 1, 0, 0, 0, 91, 91, 0, 0, 582, 18, 200, 874, 3779, 100, 62, 55, 91, 200, 309, 965, 3779
INVAR-10, Run: 078, P, 0, 0, 1, 0, 0, 0, 89, 89, 0, 0, 578, 22, 200, 905, 4603, 100, 76, 45, 89, 200, 311, 994, 4603
INVAR-10, Run: 079, P, 0, 0, 1, 0, 0, 0, 91, 91, 0, 0, 582, 18, 200, 995, 5448, 100, 66, 51, 91, 200, 309, 1086, 5448
INVAR-10, Run: 080, P, 0, 0, 1, 0, 0, 0, 89, 89, 0, 0, 578, 22, 200, 947, 4477, 100, 72, 49, 89, 200, 311, 1036, 4477
INVAR-10, Run: 081, P, 0, 0, 1, 0, 0, 0, 92, 92, 0, 0, 584, 16, 200, 761, 4292, 100, 75, 40, 92, 200, 308, 853, 4292
INVAR-10, Run: 082, P, 0, 0, 1, 0, 0, 0, 89, 89, 0, 0, 578, 22, 200, 1004, 5815, 100, 75, 46, 89, 200, 311, 1093, 5815
INVAR-10, Run: 083, P, 0, 0, 1, 0, 0, 0, 90, 90, 0, 0, 580, 20, 200, 946, 5339, 100, 63, 56, 90, 200, 310, 1036, 5339
INVAR-10, Run: 084, P, 0, 0, 1, 0, 0, 0, 90, 90, 0, 0, 580, 20, 200, 889, 5158, 100, 74, 45, 90, 200, 310, 979, 5158
INVAR-10, Run: 085, P, 0, 0, 1, 0, 0, 0, 91, 91, 0, 0, 582, 18, 200, 828, 3874, 100, 69, 48, 91, 200, 309, 919, 3874
INVAR-10, Run: 086, P, 0, 0, 1, 0, 0, 0, 89, 89, 0, 0, 578, 22, 200, 1246, 6276, 100, 73, 48, 89, 200, 311, 1335, 6276
INVAR-10, Run: 087, P, 0, 0, 1, 0, 0, 0, 92, 92, 0, 0, 584, 16, 200, 1007, 4951, 100, 62, 53, 92, 200, 308, 1099, 4951
INVAR-10, Run: 088, P, 0, 0, 1, 0, 0, 0, 88, 88, 0, 0, 576, 24, 200, 1029, 5492, 100, 84, 39, 88, 200, 312, 1117, 5492
INVAR-10, Run: 089, P, 0, 0, 1, 0, 0, 0, 93, 93, 0, 0, 586, 14, 200, 928, 4736, 100, 65, 48, 93, 200, 307, 1021, 4736
INVAR-10, Run: 090, P, 0, 0, 1, 0, 0, 0, 90, 90, 0, 0, 580, 20, 200, 826, 3261, 100, 73, 46, 90, 200, 310, 916, 3261
INVAR-10, Run: 091, P, 0, 0, 1, 0, 0, 0, 89, 89, 0, 0, 578, 22, 200, 760, 5592, 100, 74, 47, 89, 200, 311, 849, 5592
INVAR-10, Run: 092, P, 0, 0, 1, 0, 0, 0, 91, 91, 0, 0, 582, 18, 200, 869, 4287, 100, 66, 51, 91, 200, 309, 960, 4287
INVAR-10, Run: 093, P, 0, 0, 1, 0, 0, 0, 89, 89, 0, 0, 578, 22, 200, 904, 5266, 100, 73, 48, 89, 200, 311, 993, 5266
INVAR-10, Run: 094, P, 0, 0, 1, 0, 0, 0, 89, 89, 0, 0, 578, 22, 200, 965, 4770, 100, 79, 42, 89, 200, 311, 1054, 4770
INVAR-10, Run: 095, P, 0, 0, 1, 0, 0, 0, 90, 90, 0, 0, 580, 20, 200, 1118, 5530, 100, 65, 54, 90, 200, 310, 1208, 5530
INVAR-10, Run: 096, P, 0, 0, 1, 0, 0, 0, 92, 92, 0, 0, 584, 16, 200, 1007, 6117, 100, 76, 39, 92, 200, 308, 1099, 6117
INVAR-10, Run: 097, P, 0, 0, 1, 0, 0, 0, 89, 89, 0, 0, 578, 22, 200, 1083, 6184, 100, 77, 44, 89, 200, 311, 1172, 6184
INVAR-10, Run: 098, P, 0, 0, 1, 0, 0, 0, 87, 87, 0, 0, 574, 26, 200, 1087, 5891, 100, 62, 63, 87, 200, 313, 1174, 5891
INVAR-10, Run: 099, P, 0, 0, 1, 0, 0, 0, 89, 89, 0, 0, 578, 22, 200, 1198, 5424, 100, 76, 45, 89, 200, 311, 1287, 5424
INVAR-10, Run: 100, P, 0, 0, 1, 0, 0, 0, 90, 90, 0, 0, 580, 20, 200, 853, 5053, 100, 74, 45, 90, 200, 310, 943, 5053
INVAR-2, Run: 001, P, 0, 0, 1, 0, 0, 0, 25, 25, 0, 0, 162, 6, 56, 110, 695, 28, 25, 8, 25, 56, 87, 135, 695
INVAR-2, Run: 002, P, 0, 0, 1, 0, 0, 0, 22, 22, 0, 0, 156, 12, 56, 84, 778, 28, 23, 16, 22, 56, 90, 106, 778
INVAR-2, Run: 003, P, 0, 0, 1, 0, 0, 0, 25, 25, 0, 0, 162, 6, 56, 129, 532, 28, 14, 19, 25, 56, 87, 154, 532
INVAR-2, Run: 004, P, 0, 0, 1, 0, 0, 0, 21, 21, 0, 0, 154, 14, 56, 82, 314, 28, 24, 17, 21, 56, 91, 103, 314
INVAR-2, Run: 005, P, 0, 0, 1, 0, 0, 0, 24, 24, 0, 0, 160, 8, 56, 109, 538, 28, 25, 10, 24, 56, 88, 133, 538
INVAR-2, Run: 006, P, 0, 0, 1, 0, 0, 0, 23, 23, 0, 0, 158, 10, 56, 84, 513, 28, 26, 11, 23, 56, 89, 107, 513
INVAR-2, Run: 007, P, 0, 0, 1, 0, 0, 0, 25, 25, 0, 0, 162, 6, 56, 108, 744, 28, 20, 13, 25, 56, 87, 133, 744
INVAR-2, Run: 008, P, 0, 0, 1, 0, 0, 0, 25, 25, 0, 0, 162, 6, 56, 131, 534, 28, 18, 15, 25, 56, 87, 156, 534
INVAR-2, Run: 009, P, 0, 0, 1, 0, 0, 0, 21, 21, 0, 0, 154, 14, 56, 113, 847, 28, 26, 15, 21, 56, 91, 134, 847
INVAR-2, Run: 010, P, 0, 0, 1, 0, 0, 0, 22, 22, 0, 0, 156, 12, 56, 122, 854, 28, 26, 13, 22, 56, 90, 144, 854
INVAR-2, Run: 011, P, 0, 0, 1, 0, 0, 0, 19, 19, 0, 0, 150, 18, 56, 119, 913, 28, 25, 20, 19, 56, 93, 138, 913
INVAR-2, Run: 012, P, 0, 0, 1, 0, 0, 0, 25, 25, 0, 0, 162, 6, 56, 93, 489, 28, 24, 9, 25, 56, 87, 118, 489
INVAR-2, Run: 013, P, 0, 0, 1, 0, 0, 0, 25, 25, 0, 0, 162, 6, 56, 82, 761, 28, 22, 11, 25, 56, 87, 107, 761
INVAR-2, Run: 014, P, 0, 0, 1, 0, 0, 0, 21, 21, 0, 0, 154, 14, 56, 154, 958, 28, 28, 13, 21, 56, 91, 175, 958
INVAR-2, Run: 015, P, 0, 0, 1, 0, 0, 0, 23, 23, 0, 0, 158, 10, 56, 99, 754, 28, 18, 19, 23, 56, 89, 122, 754
INVAR-2, Run: 016, P, 0, 0, 1, 0, 0, 0, 24, 24, 0, 0, 160, 8, 56, 129, 894, 28, 23, 12, 24, 56, 88, 153, 894
INVAR-2, Run: 017, P, 0, 0, 1, 0, 0, 0, 21, 21, 0, 0, 154, 14, 56, 107, 568, 28, 28, 13, 21, 56, 91, 128, 568
INVAR-2, Run: 018, P, 0, 0, 1, 0, 0, 0, 24, 24, 0, 0, 160, 8, 56, 117, 465, 28, 26, 9, 24, 56, 88, 141, 465
INVAR-2, Run: 019, P, 0, 0, 1, 0, 0, 0, 20, 20, 0, 0, 152, 16, 56, 125, 617, 28, 24, 19, 20, 56, 92, 145, 617
INVAR-2, Run: 020, P, 0, 0, 1, 0, 0, 0, 20, 20, 0, 0, 152, 16, 56, 112, 778, 28, 25, 18, 20, 56, 92, 132, 778
INVAR-2, Run: 021, P, 0, 0, 1, 0, 0, 0, 23, 23, 0, 0, 158, 10, 56, 133, 612, 28, 18, 19, 23, 56, 89, 156, 612
INVAR-2, Run: 022, P, 0, 0, 1, 0, 0, 0, 23, 23, 0, 0, 158, 10, 56, 107, 617, 28, 21, 16, 23, 56, 89, 130, 617
INVAR-2, Run: 023, P, 0, 0, 1, 0, 0, 0, 24, 24, 0, 0, 160, 8, 56, 107, 536, 28, 18, 17, 24, 56, 88, 131, 536
INVAR-2, Run: 024, P, 0, 0, 1, 0, 0, 0, 24, 24, 0, 0, 160, 8, 56, 166, 1086, 28, 25, 10, 24, 56, 88, 190, 1086
INVAR-2, Run: 025, P, 0, 0, 1, 0, 0, 0, 22, 22, 0, 0, 156, 12, 56, 93, 563, 28, 27, 12, 22, 56, 90, 115, 563
INVAR-2, Run: 026, P, 0, 0, 1, 0, 0, 0, 22, 22, 0, 0, 156, 12, 56, 116, 652, 28, 21, 18, 22, 56, 90, 138, 652
INVAR-2, Run: 027, P, 0, 0, 1, 0, 0, 0, 23, 23, 0, 0, 158, 10, 56, 114, 510, 28, 24, 13, 23, 56, 89, 137, 510
INVAR-2, Run: 028, P, 0, 0, 1, 0, 0, 0, 22, 22, 0, 0, 156, 12, 56, 97, 614, 28, 21, 18, 22, 56, 90, 119, 614
INVAR-2, Run: 029, P, 0, 0, 1, 0, 0, 0, 22, 22, 0, 0, 156, 12, 56, 76, 541, 28, 17, 22, 22, 56, 90, 98, 541
INVAR-2, Run: 030, P, 0, 0, 1, 0, 0, 0, 21, 21, 0, 0, 154, 14, 56, 148, 902, 28, 23, 18, 21, 56, 91, 169, 902
INVAR-2, Run: 031, P, 0, 0, 1, 0, 0, 0, 21, 21, 0, 0, 154, 14, 56, 163, 893, 28, 20, 21, 21, 56, 91, 184, 893
INVAR-2, Run: 032, P, 0, 0, 1, 0, 0, 0, 23, 23, 0, 0, 158, 10, 56, 134, 696, 28, 26, 11, 23, 56, 89, 157, 696
INVAR-2, Run: 033, P, 0, 0, 1, 0, 0, 0, 26, 26, 0, 0, 164, 4, 56, 91, 556, 28, 17, 14, 26, 56, 86, 117, 556
INVAR-2, Run: 034, P, 0, 0, 1, 0, 0, 0, 23, 23, 0, 0, 158, 10, 56, 108, 766, 28, 24, 13, 23, 56, 89, 131, 766
