Input Number, Run_Number, Result@ 100, B, F, X1, A, C, PO, D, CO, Y, PE, CE, E, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-10, Run: 046, P, 0, 0, 0, 0, 0, 0, 607, 0, 0, 1, 0, 100, 7, 200, 4102, 54, 54, 4102, 100, 66, 33, 100, 93, 200, 3319, 1656
INVAR-10, Run: 047, P, 0, 0, 0, 0, 0, 0, 609, 0, 0, 1, 0, 100, 9, 200, 5956, 65, 65, 5956, 100, 70, 29, 100, 91, 200, 4667, 2329
INVAR-10, Run: 048, P, 0, 0, 0, 0, 0, 0, 613, 0, 2, 1, 2, 99, 13, 200, 4624, 75, 73, 4624, 100, 53, 46, 99, 87, 200, 3785, 1886
INVAR-10, Run: 049, P, 0, 0, 0, 0, 0, 0, 610, 0, 2, 1, 2, 99, 10, 200, 5156, 83, 81, 5156, 100, 56, 43, 99, 90, 200, 5308, 2649
INVAR-10, Run: 050, P, 0, 0, 0, 0, 0, 0, 608, 0, 2, 1, 2, 99, 8, 200, 4017, 76, 74, 4017, 100, 56, 43, 99, 92, 200, 4466, 2229
INVAR-10, Run: 051, P, 0, 0, 0, 0, 0, 0, 611, 0, 0, 1, 0, 100, 11, 200, 5042, 54, 54, 5042, 100, 58, 41, 100, 89, 200, 3835, 1912
INVAR-10, Run: 052, P, 0, 0, 0, 0, 0, 0, 610, 0, 0, 1, 0, 100, 10, 200, 4276, 71, 71, 4276, 100, 57, 42, 100, 90, 200, 4526, 2258
INVAR-10, Run: 053, P, 0, 0, 0, 0, 0, 0, 610, 0, 0, 1, 0, 100, 10, 200, 4599, 75, 75, 4599, 100, 68, 31, 100, 90, 200, 4132, 2061
INVAR-10, Run: 054, P, 0, 0, 0, 0, 0, 0, 609, 0, 0, 1, 0, 100, 9, 200, 5603, 67, 67, 5603, 100, 60, 39, 100, 91, 200, 3633, 1812
INVAR-10, Run: 055, P, 0, 0, 0, 0, 0, 0, 608, 0, 0, 1, 0, 100, 8, 200, 5960, 64, 64, 5960, 100, 57, 42, 100, 92, 200, 4278, 2135
INVAR-10, Run: 056, P, 0, 0, 0, 0, 0, 0, 609, 0, 0, 1, 0, 100, 9, 200, 4747, 67, 67, 4747, 100, 61, 38, 100, 91, 200, 3269, 1630
INVAR-10, Run: 057, P, 0, 0, 0, 0, 0, 0, 607, 0, 0, 1, 0, 100, 7, 200, 5881, 70, 70, 5881, 100, 52, 47, 100, 93, 200, 4805, 2399
INVAR-10, Run: 058, P, 0, 0, 0, 0, 0, 0, 613, 0, 2, 1, 2, 99, 13, 200, 5321, 81, 79, 5321, 100, 68, 31, 99, 87, 200, 4343, 2165
INVAR-10, Run: 059, P, 0, 0, 0, 0, 0, 0, 607, 0, 2, 1, 2, 99, 7, 200, 4505, 53, 51, 4505, 100, 60, 39, 99, 93, 200, 4077, 2035
INVAR-10, Run: 060, P, 0, 0, 0, 0, 0, 0, 610, 0, 0, 1, 0, 100, 10, 200, 5810, 53, 53, 5810, 100, 64, 35, 100, 90, 200, 3300, 1645
INVAR-10, Run: 061, P, 0, 0, 0, 0, 0, 0, 609, 0, 0, 1, 0, 100, 9, 200, 5366, 50, 50, 5366, 100, 72, 27, 100, 91, 200, 3289, 1640
INVAR-10, Run: 062, P, 0, 0, 0, 0, 0, 0, 615, 0, 0, 1, 0, 100, 15, 200, 5263, 60, 60, 5263, 100, 67, 32, 100, 85, 200, 4467, 2226
INVAR-10, Run: 063, P, 0, 0, 0, 0, 0, 0, 606, 0, 0, 1, 0, 100, 6, 200, 4942, 56, 56, 4942, 100, 61, 38, 100, 94, 200, 3796, 1895
INVAR-10, Run: 064, P, 0, 0, 0, 0, 0, 0, 603, 0, 0, 1, 0, 100, 3, 200, 3830, 60, 60, 3830, 100, 57, 42, 100, 97, 200, 4873, 2435
INVAR-10, Run: 065, P, 0, 0, 0, 0, 0, 0, 613, 0, 2, 1, 2, 99, 13, 200, 4447, 58, 56, 4447, 100, 67, 32, 99, 87, 200, 4827, 2407
INVAR-10, Run: 066, P, 0, 0, 0, 0, 0, 0, 614, 0, 0, 1, 0, 100, 14, 200, 4360, 70, 70, 4360, 100, 57, 42, 100, 86, 200, 4178, 2082
INVAR-10, Run: 067, P, 0, 0, 0, 0, 0, 0, 610, 0, 0, 1, 0, 100, 10, 200, 5807, 58, 58, 5807, 100, 55, 44, 100, 90, 200, 4428, 2209
INVAR-10, Run: 068, P, 0, 0, 0, 0, 0, 0, 611, 0, 0, 1, 0, 100, 11, 200, 5315, 63, 63, 5315, 100, 71, 28, 100, 89, 200, 4483, 2236
INVAR-10, Run: 069, P, 0, 0, 0, 0, 0, 0, 611, 0, 0, 1, 0, 100, 11, 200, 5071, 66, 66, 5071, 100, 69, 30, 100, 89, 200, 5111, 2550
INVAR-10, Run: 070, P, 0, 0, 0, 0, 0, 0, 609, 0, 0, 1, 0, 100, 9, 200, 6378, 42, 42, 6378, 100, 71, 28, 100, 91, 200, 4531, 2261
INVAR-10, Run: 071, P, 0, 0, 0, 0, 0, 0, 614, 0, 0, 1, 0, 100, 14, 200, 4992, 63, 63, 4992, 100, 65, 34, 100, 86, 200, 2818, 1402
INVAR-10, Run: 072, P, 0, 0, 0, 0, 0, 0, 609, 0, 2, 1, 2, 99, 9, 200, 4526, 64, 62, 4526, 100, 56, 43, 99, 91, 200, 3929, 1960
INVAR-10, Run: 073, P, 0, 0, 0, 0, 0, 0, 614, 0, 0, 1, 0, 100, 14, 200, 5217, 61, 61, 5217, 100, 59, 40, 100, 86, 200, 4678, 2332
INVAR-10, Run: 074, P, 0, 0, 0, 0, 0, 0, 604, 0, 0, 1, 0, 100, 4, 200, 5753, 67, 67, 5753, 100, 54, 45, 100, 96, 200, 5620, 2808
INVAR-10, Run: 075, P, 0, 0, 0, 0, 0, 0, 608, 0, 0, 1, 0, 100, 8, 200, 4919, 67, 67, 4919, 100, 54, 45, 100, 92, 200, 4596, 2294
INVAR-10, Run: 076, P, 0, 0, 0, 0, 0, 0, 610, 0, 2, 1, 2, 99, 10, 200, 5097, 75, 73, 5097, 100, 68, 31, 99, 90, 200, 3716, 1853
INVAR-10, Run: 077, P, 0, 0, 0, 0, 0, 0, 611, 0, 0, 1, 0, 100, 11, 200, 5773, 71, 71, 5773, 100, 63, 36, 100, 89, 200, 6835, 3412
INVAR-10, Run: 078, P, 0, 0, 0, 0, 0, 0, 608, 0, 0, 1, 0, 100, 8, 200, 4432, 56, 56, 4432, 100, 58, 41, 100, 92, 200, 3432, 1712
INVAR-10, Run: 079, P, 0, 0, 0, 0, 0, 0, 609, 0, 2, 1, 2, 99, 9, 200, 4073, 62, 60, 4073, 100, 59, 40, 99, 91, 200, 3509, 1750
INVAR-10, Run: 080, P, 0, 0, 0, 0, 0, 0, 611, 0, 0, 1, 0, 100, 11, 200, 5433, 54, 54, 5433, 100, 65, 34, 100, 89, 200, 3687, 1838
INVAR-10, Run: 081, P, 0, 0, 0, 0, 0, 0, 608, 0, 0, 1, 0, 100, 8, 200, 4183, 62, 62, 4183, 100, 71, 28, 100, 92, 200, 4282, 2137
INVAR-10, Run: 082, P, 0, 0, 0, 0, 0, 0, 608, 0, 0, 1, 0, 100, 8, 200, 4097, 57, 57, 4097, 100, 62, 37, 100, 92, 200, 4132, 2062
INVAR-10, Run: 083, P, 0, 0, 0, 0, 0, 0, 611, 0, 0, 1, 0, 100, 11, 200, 5240, 56, 56, 5240, 100, 62, 37, 100, 89, 200, 4701, 2345
INVAR-10, Run: 084, P, 0, 0, 0, 0, 0, 0, 610, 0, 0, 1, 0, 100, 10, 200, 4534, 72, 72, 4534, 100, 56, 43, 100, 90, 200, 3160, 1575
INVAR-10, Run: 085, P, 0, 0, 0, 0, 0, 0, 616, 0, 0, 1, 0, 100, 16, 200, 4770, 77, 77, 4770, 100, 66, 33, 100, 84, 200, 5736, 2860
INVAR-10, Run: 086, P, 0, 0, 0, 0, 0, 0, 607, 0, 0, 1, 0, 100, 7, 200, 5501, 54, 54, 5501, 100, 60, 39, 100, 93, 200, 4853, 2423
INVAR-10, Run: 087, P, 0, 0, 0, 0, 0, 0, 610, 0, 0, 1, 0, 100, 10, 200, 5070, 68, 68, 5070, 100, 61, 38, 100, 90, 200, 3556, 1773
INVAR-10, Run: 088, P, 0, 0, 0, 0, 0, 0, 607, 0, 0, 1, 0, 100, 7, 200, 6732, 64, 64, 6732, 100, 57, 42, 100, 93, 200, 5159, 2576
INVAR-10, Run: 089, P, 0, 0, 0, 0, 0, 0, 607, 0, 2, 1, 2, 99, 7, 200, 4362, 65, 63, 4362, 100, 62, 37, 99, 93, 200, 4539, 2266
INVAR-10, Run: 090, P, 0, 0, 0, 0, 0, 0, 609, 0, 2, 1, 2, 99, 9, 200, 3923, 68, 66, 3923, 100, 66, 33, 99, 91, 200, 3405, 1698
INVAR-10, Run: 091, P, 0, 0, 0, 0, 0, 0, 608, 0, 0, 1, 0, 100, 8, 200, 5767, 64, 64, 5767, 100, 70, 29, 100, 92, 200, 3144, 1568
INVAR-10, Run: 092, P, 0, 0, 0, 0, 0, 0, 607, 0, 0, 1, 0, 100, 7, 200, 4051, 37, 37, 4051, 100, 65, 34, 100, 93, 200, 4927, 2460
INVAR-10, Run: 093, P, 0, 0, 0, 0, 0, 0, 610, 0, 2, 1, 2, 99, 10, 200, 5353, 66, 64, 5353, 100, 73, 26, 99, 90, 200, 5064, 2527
INVAR-10, Run: 094, P, 0, 0, 0, 0, 0, 0, 607, 0, 2, 1, 2, 99, 7, 200, 4410, 73, 71, 4410, 100, 51, 48, 99, 93, 200, 3631, 1812
INVAR-10, Run: 095, P, 0, 0, 0, 0, 0, 0, 610, 0, 2, 1, 2, 99, 10, 200, 3646, 68, 66, 3646, 100, 51, 48, 99, 90, 200, 3438, 1714
INVAR-10, Run: 096, P, 0, 0, 0, 0, 0, 0, 614, 0, 0, 1, 0, 100, 14, 200, 4794, 60, 60, 4794, 100, 63, 36, 100, 86, 200, 3330, 1658
INVAR-10, Run: 097, P, 0, 0, 0, 0, 0, 0, 614, 0, 0, 1, 0, 100, 14, 200, 5752, 66, 66, 5752, 100, 61, 38, 100, 86, 200, 4828, 2407
INVAR-10, Run: 098, P, 0, 0, 0, 0, 0, 0, 608, 0, 0, 1, 0, 100, 8, 200, 4574, 72, 72, 4574, 100, 61, 38, 100, 92, 200, 4548, 2270
INVAR-10, Run: 099, P, 0, 0, 0, 0, 0, 0, 610, 0, 2, 1, 2, 99, 10, 200, 4739, 84, 82, 4739, 100, 59, 40, 99, 90, 200, 4610, 2300
INVAR-10, Run: 100, P, 0, 0, 0, 0, 0, 0, 607, 0, 0, 1, 0, 100, 7, 200, 5560, 69, 69, 5560, 100, 68, 31, 100, 93, 200, 4469, 2231
INVAR-2, Run: 001, P, 0, 0, 0, 0, 0, 0, 172, 0, 0, 1, 0, 28, 4, 56, 450, 24, 24, 450, 28, 16, 11, 28, 24, 56, 594, 295
INVAR-2, Run: 002, P, 0, 0, 0, 0, 0, 0, 173, 0, 0, 1, 0, 28, 5, 56, 844, 27, 27, 844, 28, 19, 8, 28, 23, 56, 657, 326
INVAR-2, Run: 003, P, 0, 0, 0, 0, 0, 0, 173, 0, 2, 1, 2, 27, 5, 56, 709, 15, 13, 709, 28, 15, 12, 27, 23, 56, 1105, 550
INVAR-2, Run: 004, P, 0, 0, 0, 0, 0, 0, 170, 0, 2, 1, 2, 27, 2, 56, 654, 15, 13, 654, 28, 15, 12, 27, 26, 56, 412, 205
INVAR-2, Run: 005, P, 0, 0, 0, 0, 0, 0, 170, 0, 0, 1, 0, 28, 2, 56, 753, 23, 23, 753, 28, 15, 12, 28, 26, 56, 342, 170
INVAR-2, Run: 006, P, 0, 0, 0, 0, 0, 0, 175, 0, 2, 1, 2, 27, 7, 56, 611, 11, 9, 611, 28, 19, 8, 27, 21, 56, 425, 209
INVAR-2, Run: 007, P, 0, 0, 0, 0, 0, 0, 173, 0, 0, 1, 0, 28, 5, 56, 872, 19, 19, 872, 28, 20, 7, 28, 23, 56, 507, 251
INVAR-2, Run: 008, P, 0, 0, 0, 0, 0, 0, 171, 0, 2, 1, 2, 27, 3, 56, 416, 22, 20, 416, 28, 11, 16, 27, 25, 56, 411, 204
INVAR-2, Run: 009, P, 0, 0, 0, 0, 0, 0, 173, 0, 0, 1, 0, 28, 5, 56, 828, 18, 18, 828, 28, 17, 10, 28, 23, 56, 299, 147
INVAR-2, Run: 010, P, 0, 0, 0, 0, 0, 0, 177, 0, 2, 1, 2, 27, 9, 56, 594, 15, 13, 594, 28, 16, 11, 27, 19, 56, 263, 127
INVAR-2, Run: 011, P, 0, 0, 0, 0, 0, 0, 171, 0, 2, 1, 2, 27, 3, 56, 378, 19, 17, 378, 28, 19, 8, 27, 25, 56, 525, 261
INVAR-2, Run: 012, P, 0, 0, 0, 0, 0, 0, 172, 0, 0, 1, 0, 28, 4, 56, 693, 16, 16, 693, 28, 15, 12, 28, 24, 56, 636, 316
INVAR-2, Run: 013, P, 0, 0, 0, 0, 0, 0, 173, 0, 0, 1, 0, 28, 5, 56, 701, 23, 23, 701, 28, 19, 8, 28, 23, 56, 595, 295
INVAR-2, Run: 014, P, 0, 0, 0, 0, 0, 0, 173, 0, 0, 1, 0, 28, 5, 56, 642, 19, 19, 642, 28, 16, 11, 28, 23, 56, 299, 147
INVAR-2, Run: 015, P, 0, 0, 0, 0, 0, 0, 174, 0, 0, 1, 0, 28, 6, 56, 791, 15, 15, 791, 28, 20, 7, 28, 22, 56, 510, 252
INVAR-2, Run: 016, P, 0, 0, 0, 0, 0, 0, 176, 0, 0, 1, 0, 28, 8, 56, 864, 28, 28, 864, 28, 17, 10, 28, 20, 56, 812, 402
INVAR-2, Run: 017, P, 0, 0, 0, 0, 0, 0, 174, 0, 2, 1, 2, 27, 6, 56, 802, 18, 16, 802, 28, 13, 14, 27, 22, 56, 750, 372
INVAR-2, Run: 018, P, 0, 0, 0, 0, 0, 0, 172, 0, 0, 1, 0, 28, 4, 56, 594, 22, 22, 594, 28, 18, 9, 28, 24, 56, 318, 157
INVAR-2, Run: 019, P, 0, 0, 0, 0, 0, 0, 170, 0, 0, 1, 0, 28, 2, 56, 548, 25, 25, 548, 28, 18, 9, 28, 26, 56, 792, 395
INVAR-2, Run: 020, P, 0, 0, 0, 0, 0, 0, 171, 0, 2, 1, 2, 27, 3, 56, 917, 11, 9, 917, 28, 16, 11, 27, 25, 56, 717, 357
INVAR-2, Run: 021, P, 0, 0, 0, 0, 0, 0, 172, 0, 0, 1, 0, 28, 4, 56, 821, 30, 30, 821, 28, 18, 9, 28, 24, 56, 520, 258
INVAR-2, Run: 022, P, 0, 0, 0, 0, 0, 0, 175, 0, 0, 1, 0, 28, 7, 56, 674, 26, 26, 674, 28, 11, 16, 28, 21, 56, 735, 364
INVAR-2, Run: 023, P, 0, 0, 0, 0, 0, 0, 172, 0, 0, 1, 0, 28, 4, 56, 822, 18, 18, 822, 28, 18, 9, 28, 24, 56, 610, 303
INVAR-2, Run: 024, P, 0, 0, 0, 0, 0, 0, 174, 0, 2, 1, 2, 27, 6, 56, 920, 17, 15, 920, 28, 18, 9, 27, 22, 56, 654, 324
INVAR-2, Run: 025, P, 0, 0, 0, 0, 0, 0, 170, 0, 0, 1, 0, 28, 2, 56, 892, 20, 20, 892, 28, 14, 13, 28, 26, 56, 996, 497
INVAR-2, Run: 026, P, 0, 0, 0, 0, 0, 0, 171, 0, 0, 1, 0, 28, 3, 56, 516, 18, 18, 516, 28, 13, 14, 28, 25, 56, 537, 267
INVAR-2, Run: 027, P, 0, 0, 0, 0, 0, 0, 172, 0, 0, 1, 0, 28, 4, 56, 564, 18, 18, 564, 28, 14, 13, 28, 24, 56, 686, 341
INVAR-2, Run: 028, P, 0, 0, 0, 0, 0, 0, 174, 0, 0, 1, 0, 28, 6, 56, 857, 17, 17, 857, 28, 18, 9, 28, 22, 56, 386, 190
INVAR-2, Run: 029, P, 0, 0, 0, 0, 0, 0, 171, 0, 0, 1, 0, 28, 3, 56, 848, 21, 21, 848, 28, 19, 8, 28, 25, 56, 653, 325
INVAR-2, Run: 030, P, 0, 0, 0, 0, 0, 0, 171, 0, 0, 1, 0, 28, 3, 56, 461, 13, 13, 461, 28, 15, 12, 28, 25, 56, 375, 186
INVAR-2, Run: 031, P, 0, 0, 0, 0, 0, 0, 170, 0, 2, 1, 2, 27, 2, 56, 558, 15, 13, 558, 28, 22, 5, 27, 26, 56, 630, 314
INVAR-2, Run: 032, P, 0, 0, 0, 0, 0, 0, 172, 0, 0, 1, 0, 28, 4, 56, 796, 24, 24, 796, 28, 22, 5, 28, 24, 56, 478, 237
INVAR-2, Run: 033, P, 0, 0, 0, 0, 0, 0, 169, 0, 4, 1, 4, 26, 1, 56, 477, 24, 20, 477, 28, 15, 12, 26, 27, 56, 349, 174
INVAR-2, Run: 034, P, 0, 0, 0, 0, 0, 0, 174, 0, 0, 1, 0, 28, 6, 56, 1032, 17, 17, 1032, 28, 23, 4, 28, 22, 56, 666, 330
INVAR-2, Run: 035, P, 0, 0, 0, 0, 0, 0, 175, 0, 0, 1, 0, 28, 7, 56, 902, 19, 19, 902, 28, 21, 6, 28, 21, 56, 677, 335
INVAR-2, Run: 036, P, 0, 0, 0, 0, 0, 0, 174, 0, 2, 1, 2, 27, 6, 56, 643, 20, 18, 643, 28, 21, 6, 27, 22, 56, 462, 228
INVAR-2, Run: 037, P, 0, 0, 0, 0, 0, 0, 173, 0, 0, 1, 0, 28, 5, 56, 654, 14, 14, 654, 28, 17, 10, 28, 23, 56, 739, 367
INVAR-2, Run: 038, P, 0, 0, 0, 0, 0, 0, 174, 0, 0, 1, 0, 28, 6, 56, 599, 25, 25, 599, 28, 12, 15, 28, 22, 56, 340, 167
INVAR-2, Run: 039, P, 0, 0, 0, 0, 0, 0, 174, 0, 0, 1, 0, 28, 6, 56, 898, 18, 18, 898, 28, 14, 13, 28, 22, 56, 826, 410
INVAR-2, Run: 040, P, 0, 0, 0, 0, 0, 0, 172, 0, 0, 1, 0, 28, 4, 56, 508, 17, 17, 508, 28, 17, 10, 28, 24, 56, 336, 166
INVAR-2, Run: 041, P, 0, 0, 0, 0, 0, 0, 173, 0, 0, 1, 0, 28, 5, 56, 759, 21, 21, 759, 28, 20, 7, 28, 23, 56, 455, 225
INVAR-2, Run: 042, P, 0, 0, 0, 0, 0, 0, 170, 0, 2, 1, 2, 27, 2, 56, 598, 23, 21, 598, 28, 19, 8, 27, 26, 56, 274, 136
INVAR-2, Run: 043, P, 0, 0, 0, 0, 0, 0, 172, 0, 0, 1, 0, 28, 4, 56, 720, 16, 16, 720, 28, 14, 13, 28, 24, 56, 604, 300
INVAR-2, Run: 044, P, 0, 0, 0, 0, 0, 0, 172, 0, 0, 1, 0, 28, 4, 56, 682, 12, 12, 682, 28, 17, 10, 28, 24, 56, 514, 255
INVAR-2, Run: 045, P, 0, 0, 0, 0, 0, 0, 173, 0, 2, 1, 2, 27, 5, 56, 716, 19, 17, 716, 28, 15, 12, 27, 23, 56, 723, 359
INVAR-2, Run: 046, P, 0, 0, 0, 0, 0, 0, 176, 0, 0, 1, 0, 28, 8, 56, 696, 20, 20, 696, 28, 17, 10, 28, 20, 56, 526, 259
INVAR-2, Run: 047, P, 0, 0, 0, 0, 0, 0, 172, 0, 2, 1, 2, 27, 4, 56, 859, 28, 26, 859, 28, 16, 11, 27, 24, 56, 776, 386
INVAR-2, Run: 048, P, 0, 0, 0, 0, 0, 0, 172, 0, 2, 1, 2, 27, 4, 56, 596, 20, 18, 596, 28, 17, 10, 27, 24, 56, 518, 257
INVAR-2, Run: 049, P, 0, 0, 0, 0, 0, 0, 170, 0, 2, 1, 2, 27, 2, 56, 740, 27, 25, 740, 28, 10, 17, 27, 26, 56, 600, 299
INVAR-2, Run: 050, P, 0, 0, 0, 0, 0, 0, 170, 0, 0, 1, 0, 28, 2, 56, 878, 14, 14, 878, 28, 22, 5, 28, 26, 56, 618, 308
INVAR-2, Run: 051, P, 0, 0, 0, 0, 0, 0, 170, 0, 0, 1, 0, 28, 2, 56, 599, 21, 21, 599, 28, 15, 12, 28, 26, 56, 532, 265
INVAR-2, Run: 052, P, 0, 0, 0, 0, 0, 0, 174, 0, 0, 1, 0, 28, 6, 56, 740, 20, 20, 740, 28, 20, 7, 28, 22, 56, 652, 323
INVAR-2, Run: 053, P, 0, 0, 0, 0, 0, 0, 171, 0, 2, 1, 2, 27, 3, 56, 791, 18, 16, 791, 28, 18, 9, 27, 25, 56, 603, 300
INVAR-2, Run: 054, P, 0, 0, 0, 0, 0, 0, 171, 0, 2, 1, 2, 27, 3, 56, 368, 12, 10, 368, 28, 21, 6, 27, 25, 56, 451, 224
INVAR-2, Run: 055, P, 0, 0, 0, 0, 0, 0, 172, 0, 0, 1, 0, 28, 4, 56, 662, 23, 23, 662, 28, 14, 13, 28, 24, 56, 442, 219
INVAR-2, Run: 056, P, 0, 0, 0, 0, 0, 0, 173, 0, 0, 1, 0, 28, 5, 56, 647, 15, 15, 647, 28, 18, 9, 28, 23, 56, 703, 349
INVAR-2, Run: 057, P, 0, 0, 0, 0, 0, 0, 171, 0, 0, 1, 0, 28, 3, 56, 721, 24, 24, 721, 28, 14, 13, 28, 25, 56, 1229, 613
INVAR-2, Run: 058, P, 0, 0, 0, 0, 0, 0, 174, 0, 0, 1, 0, 28, 6, 56, 494, 15, 15, 494, 28, 19, 8, 28, 22, 56, 260, 127
INVAR-2, Run: 059, P, 0, 0, 0, 0, 0, 0, 173, 0, 2, 1, 2, 27, 5, 56, 476, 17, 15, 476, 28, 14, 13, 27, 23, 56, 491, 243
INVAR-2, Run: 060, P, 0, 0, 0, 0, 0, 0, 171, 0, 0, 1, 0, 28, 3, 56, 536, 20, 20, 536, 28, 17, 10, 28, 25, 56, 899, 448
INVAR-2, Run: 061, P, 0, 0, 0, 0, 0, 0, 174, 0, 0, 1, 0, 28, 6, 56, 695, 18, 18, 695, 28, 13, 14, 28, 22, 56, 1066, 530
INVAR-2, Run: 062, P, 0, 0, 0, 0, 0, 0, 172, 0, 0, 1, 0, 28, 4, 56, 909, 13, 13, 909, 28, 19, 8, 28, 24, 56, 608, 302
INVAR-2, Run: 063, P, 0, 0, 0, 0, 0, 0, 173, 0, 0, 1, 0, 28, 5, 56, 714, 18, 18, 714, 28, 15, 12, 28, 23, 56, 509, 252
INVAR-2, Run: 064, P, 0, 0, 0, 0, 0, 0, 174, 0, 0, 1, 0, 28, 6, 56, 630, 23, 23, 630, 28, 13, 14, 28, 22, 56, 556, 275
INVAR-2, Run: 065, P, 0, 0, 0, 0, 0, 0, 175, 0, 0, 1, 0, 28, 7, 56, 618, 17, 17, 618, 28, 14, 13, 28, 21, 56, 345, 169
INVAR-2, Run: 066, P, 0, 0, 0, 0, 0, 0, 171, 0, 0, 1, 0, 28, 3, 56, 822, 19, 19, 822, 28, 14, 13, 28, 25, 56, 753, 375
INVAR-2, Run: 067, P, 0, 0, 0, 0, 0, 0, 170, 0, 0, 1, 0, 28, 2, 56, 806, 28, 28, 806, 28, 12, 15, 28, 26, 56, 958, 478
INVAR-2, Run: 068, P, 0, 0, 0, 0, 0, 0, 171, 0, 0, 1, 0, 28, 3, 56, 578, 15, 15, 578, 28, 20, 7, 28, 25, 56, 639, 318
INVAR-2, Run: 069, P, 0, 0, 0, 0, 0, 0, 174, 0, 0, 1, 0, 28, 6, 56, 939, 22, 22, 939, 28, 16, 11, 28, 22, 56, 504, 249
INVAR-2, Run: 070, P, 0, 0, 0, 0, 0, 0, 175, 0, 2, 1, 2, 27, 7, 56, 852, 22, 20, 852, 28, 16, 11, 27, 21, 56, 935, 464
INVAR-2, Run: 071, P, 0, 0, 0, 0, 0, 0, 175, 0, 2, 1, 2, 27, 7, 56, 714, 14, 12, 714, 28, 19, 8, 27, 21, 56, 475, 234
INVAR-2, Run: 072, P, 0, 0, 0, 0, 0, 0, 172, 0, 2, 1, 2, 27, 4, 56, 516, 20, 18, 516, 28, 17, 10, 27, 24, 56, 444, 220
INVAR-2, Run: 073, P, 0, 0, 0, 0, 0, 0, 168, 0, 2, 1, 2, 27, 0, 56, 922, 27, 25, 922, 28, 15, 12, 27, 28, 56, 734, 367
INVAR-2, Run: 074, P, 0, 0, 0, 0, 0, 0, 170, 0, 2, 1, 2, 27, 2, 56, 553, 20, 18, 553, 28, 19, 8, 27, 26, 56, 1132, 565
INVAR-2, Run: 075, P, 0, 0, 0, 0, 0, 0, 174, 0, 0, 1, 0, 28, 6, 56, 497, 15, 15, 497, 28, 19, 8, 28, 22, 56, 538, 266
INVAR-2, Run: 076, P, 0, 0, 0, 0, 0, 0, 173, 0, 0, 1, 0, 28, 5, 56, 635, 25, 25, 635, 28, 17, 10, 28, 23, 56, 809, 402
INVAR-2, Run: 077, P, 0, 0, 0, 0, 0, 0, 177, 0, 2, 1, 2, 27, 9, 56, 643, 22, 20, 643, 28, 16, 11, 27, 19, 56, 511, 251
INVAR-2, Run: 078, P, 0, 0, 0, 0, 0, 0, 169, 0, 0, 1, 0, 28, 1, 56, 759, 23, 23, 759, 28, 17, 10, 28, 27, 56, 431, 215
INVAR-2, Run: 079, P, 0, 0, 0, 0, 0, 0, 173, 0, 0, 1, 0, 28, 5, 56, 400, 23, 23, 400, 28, 18, 9, 28, 23, 56, 281, 138
INVAR-2, Run: 080, P, 0, 0, 0, 0, 0, 0, 173, 0, 0, 1, 0, 28, 5, 56, 1025, 24, 24, 1025, 28, 17, 10, 28, 23, 56, 369, 182
INVAR-2, Run: 081, P, 0, 0, 0, 0, 0, 0, 174, 0, 0, 1, 0, 28, 6, 56, 828, 22, 22, 828, 28, 16, 11, 28, 22, 56, 326, 160
INVAR-2, Run: 082, P, 0, 0, 0, 0, 0, 0, 173, 0, 0, 1, 0, 28, 5, 56, 588, 20, 20, 588, 28, 16, 11, 28, 23, 56, 477, 236
INVAR-2, Run: 083, P, 0, 0, 0, 0, 0, 0, 171, 0, 0, 1, 0, 28, 3, 56, 723, 18, 18, 723, 28, 15, 12, 28, 25, 56, 471, 234
INVAR-2, Run: 084, P, 0, 0, 0, 0, 0, 0, 172, 0, 0, 1, 0, 28, 4, 56, 566, 20, 20, 566, 28, 18, 9, 28, 24, 56, 510, 253
INVAR-2, Run: 085, P, 0, 0, 0, 0, 0, 0, 171, 0, 0, 1, 0, 28, 3, 56, 664, 16, 16, 664, 28, 20, 7, 28, 25, 56, 489, 243
INVAR-2, Run: 086, P, 0, 0, 0, 0, 0, 0, 169, 0, 2, 1, 2, 27, 1, 56, 835, 25, 23, 835, 28, 21, 6, 27, 27, 56, 649, 324
INVAR-2, Run: 087, P, 0, 0, 0, 0, 0, 0, 171, 0, 0, 1, 0, 28, 3, 56, 536, 13, 13, 536, 28, 17, 10, 28, 25, 56, 295, 146
INVAR-2, Run: 088, P, 0, 0, 0, 0, 0, 0, 170, 0, 2, 1, 2, 27, 2, 56, 669, 13, 11, 669, 28, 20, 7, 27, 26, 56, 536, 267
INVAR-2, Run: 089, P, 0, 0, 0, 0, 0, 0, 174, 0, 0, 1, 0, 28, 6, 56, 745, 18, 18, 745, 28, 19, 8, 28, 22, 56, 422, 208
INVAR-2, Run: 090, P, 0, 0, 0, 0, 0, 0, 169, 0, 0, 1, 0, 28, 1, 56, 1059, 21, 21, 1059, 28, 19, 8, 28, 27, 56, 201, 100
INVAR-2, Run: 091, P, 0, 0, 0, 0, 0, 0, 173, 0, 2, 1, 2, 27, 5, 56, 864, 18, 16, 864, 28, 23, 4, 27, 23, 56, 699, 347
