Input Number, Run_Number, Result@ 100, X1, H, M, PE, PO, CE, Y, D, CO, A, B, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-2, Run: 061, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 180, 927, 28, 47, 36, 28, 56, 84, 208, 927
INVAR-2, Run: 062, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 196, 1079, 28, 41, 42, 28, 56, 84, 224, 1079
INVAR-2, Run: 063, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 207, 867, 28, 30, 53, 28, 56, 84, 235, 867
INVAR-2, Run: 064, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 164, 559, 28, 28, 55, 28, 56, 84, 192, 559
INVAR-2, Run: 065, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 160, 593, 28, 38, 45, 28, 56, 84, 188, 593
INVAR-2, Run: 066, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 230, 992, 28, 44, 39, 28, 56, 84, 258, 992
INVAR-2, Run: 067, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 167, 544, 28, 39, 44, 28, 56, 84, 195, 544
INVAR-2, Run: 068, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 154, 937, 28, 50, 33, 28, 56, 84, 182, 937
INVAR-2, Run: 069, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 190, 916, 28, 40, 43, 28, 56, 84, 218, 916
INVAR-2, Run: 070, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 183, 952, 28, 49, 34, 28, 56, 84, 211, 952
INVAR-2, Run: 071, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 143, 510, 28, 28, 55, 28, 56, 84, 171, 510
INVAR-2, Run: 072, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 234, 1122, 28, 43, 40, 28, 56, 84, 262, 1122
INVAR-2, Run: 073, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 158, 572, 28, 39, 44, 28, 56, 84, 186, 572
INVAR-2, Run: 074, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 165, 786, 28, 31, 52, 28, 56, 84, 193, 786
INVAR-2, Run: 075, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 215, 705, 28, 36, 47, 28, 56, 84, 243, 705
INVAR-2, Run: 076, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 205, 734, 28, 35, 48, 28, 56, 84, 233, 734
INVAR-2, Run: 077, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 230, 895, 28, 40, 43, 28, 56, 84, 258, 895
INVAR-2, Run: 078, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 181, 655, 28, 45, 38, 28, 56, 84, 209, 655
INVAR-2, Run: 079, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 191, 925, 28, 35, 48, 28, 56, 84, 219, 925
INVAR-2, Run: 080, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 173, 652, 28, 39, 44, 28, 56, 84, 201, 652
INVAR-2, Run: 081, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 160, 847, 28, 41, 42, 28, 56, 84, 188, 847
INVAR-2, Run: 082, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 176, 891, 28, 40, 43, 28, 56, 84, 204, 891
INVAR-2, Run: 083, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 159, 588, 28, 34, 49, 28, 56, 84, 187, 588
INVAR-2, Run: 084, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 195, 713, 28, 35, 48, 28, 56, 84, 223, 713
INVAR-2, Run: 085, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 211, 802, 28, 34, 49, 28, 56, 84, 239, 802
INVAR-2, Run: 086, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 215, 753, 28, 46, 37, 28, 56, 84, 243, 753
INVAR-2, Run: 087, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 203, 1188, 28, 37, 46, 28, 56, 84, 231, 1188
INVAR-2, Run: 088, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 150, 666, 28, 44, 39, 28, 56, 84, 178, 666
INVAR-2, Run: 089, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 213, 724, 28, 40, 43, 28, 56, 84, 241, 724
INVAR-2, Run: 090, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 153, 626, 28, 38, 45, 28, 56, 84, 181, 626
INVAR-2, Run: 091, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 206, 957, 28, 44, 39, 28, 56, 84, 234, 957
INVAR-2, Run: 092, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 191, 764, 28, 42, 41, 28, 56, 84, 219, 764
INVAR-2, Run: 093, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 218, 1054, 28, 37, 46, 28, 56, 84, 246, 1054
INVAR-2, Run: 094, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 170, 706, 28, 41, 42, 28, 56, 84, 198, 706
INVAR-2, Run: 095, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 251, 909, 28, 36, 47, 28, 56, 84, 279, 909
INVAR-2, Run: 096, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 190, 518, 28, 30, 53, 28, 56, 84, 218, 518
INVAR-2, Run: 097, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 227, 961, 28, 44, 39, 28, 56, 84, 255, 961
INVAR-2, Run: 098, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 210, 1013, 28, 37, 46, 28, 56, 84, 238, 1013
INVAR-2, Run: 099, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 167, 498, 28, 35, 48, 28, 56, 84, 195, 498
INVAR-2, Run: 100, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 221, 921, 28, 47, 36, 28, 56, 84, 249, 921
INVAR-3, Run: 001, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1171, 5041, 82, 119, 126, 82, 164, 246, 1253, 5041
INVAR-3, Run: 002, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 968, 3254, 82, 109, 136, 82, 164, 246, 1050, 3254
INVAR-3, Run: 003, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1020, 4549, 82, 125, 120, 82, 164, 246, 1102, 4549
INVAR-3, Run: 004, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1030, 3783, 82, 110, 135, 82, 164, 246, 1112, 3783
INVAR-3, Run: 005, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1018, 3395, 82, 98, 147, 82, 164, 246, 1100, 3395
INVAR-3, Run: 006, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1169, 3970, 82, 104, 141, 82, 164, 246, 1251, 3970
INVAR-3, Run: 007, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1170, 3924, 82, 102, 143, 82, 164, 246, 1252, 3924
INVAR-3, Run: 008, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1197, 3337, 82, 108, 137, 82, 164, 246, 1279, 3337
INVAR-3, Run: 009, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1083, 3653, 82, 112, 133, 82, 164, 246, 1165, 3653
INVAR-3, Run: 010, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1149, 3687, 82, 119, 126, 82, 164, 246, 1231, 3687
INVAR-3, Run: 011, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1197, 4128, 82, 103, 142, 82, 164, 246, 1279, 4128
INVAR-3, Run: 012, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1079, 4078, 82, 109, 136, 82, 164, 246, 1161, 4078
INVAR-3, Run: 013, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 837, 3063, 82, 111, 134, 82, 164, 246, 919, 3063
INVAR-3, Run: 014, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1225, 4120, 82, 115, 130, 82, 164, 246, 1307, 4120
INVAR-3, Run: 015, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 998, 2958, 82, 113, 132, 82, 164, 246, 1080, 2958
INVAR-3, Run: 016, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1123, 3131, 82, 112, 133, 82, 164, 246, 1205, 3131
INVAR-3, Run: 017, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1116, 4248, 82, 101, 144, 82, 164, 246, 1198, 4248
INVAR-3, Run: 018, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1105, 3523, 82, 88, 157, 82, 164, 246, 1187, 3523
INVAR-3, Run: 019, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1078, 3910, 82, 112, 133, 82, 164, 246, 1160, 3910
INVAR-3, Run: 020, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1132, 3843, 82, 97, 148, 82, 164, 246, 1214, 3843
INVAR-3, Run: 021, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1062, 2839, 82, 112, 133, 82, 164, 246, 1144, 2839
INVAR-3, Run: 022, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1095, 4273, 82, 93, 152, 82, 164, 246, 1177, 4273
INVAR-3, Run: 023, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1025, 3502, 82, 100, 145, 82, 164, 246, 1107, 3502
INVAR-3, Run: 024, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1219, 4586, 82, 119, 126, 82, 164, 246, 1301, 4586
INVAR-3, Run: 025, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1123, 4542, 82, 108, 137, 82, 164, 246, 1205, 4542
INVAR-3, Run: 026, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1033, 3536, 82, 116, 129, 82, 164, 246, 1115, 3536
INVAR-3, Run: 027, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 908, 3082, 82, 105, 140, 82, 164, 246, 990, 3082
INVAR-3, Run: 028, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1171, 3772, 82, 112, 133, 82, 164, 246, 1253, 3772
INVAR-3, Run: 029, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1056, 5281, 82, 109, 136, 82, 164, 246, 1138, 5281
INVAR-3, Run: 030, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1201, 4001, 82, 122, 123, 82, 164, 246, 1283, 4001
INVAR-3, Run: 031, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1065, 3016, 82, 125, 120, 82, 164, 246, 1147, 3016
INVAR-3, Run: 032, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1186, 4117, 82, 108, 137, 82, 164, 246, 1268, 4117
INVAR-3, Run: 033, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1208, 3774, 82, 112, 133, 82, 164, 246, 1290, 3774
INVAR-3, Run: 034, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1188, 4219, 82, 111, 134, 82, 164, 246, 1270, 4219
INVAR-3, Run: 035, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 966, 3756, 82, 114, 131, 82, 164, 246, 1048, 3756
INVAR-3, Run: 036, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 991, 3746, 82, 112, 133, 82, 164, 246, 1073, 3746
INVAR-3, Run: 037, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1075, 4272, 82, 126, 119, 82, 164, 246, 1157, 4272
INVAR-3, Run: 038, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1022, 4107, 82, 111, 134, 82, 164, 246, 1104, 4107
INVAR-3, Run: 039, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1130, 3353, 82, 112, 133, 82, 164, 246, 1212, 3353
INVAR-3, Run: 040, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 922, 3052, 82, 110, 135, 82, 164, 246, 1004, 3052
INVAR-3, Run: 041, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 962, 3419, 82, 96, 149, 82, 164, 246, 1044, 3419
INVAR-3, Run: 042, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1380, 5299, 82, 101, 144, 82, 164, 246, 1462, 5299
INVAR-3, Run: 043, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1201, 4455, 82, 100, 145, 82, 164, 246, 1283, 4455
INVAR-3, Run: 044, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 989, 5467, 82, 121, 124, 82, 164, 246, 1071, 5467
INVAR-3, Run: 045, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1179, 4758, 82, 129, 116, 82, 164, 246, 1261, 4758
INVAR-3, Run: 046, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1044, 4193, 82, 118, 127, 82, 164, 246, 1126, 4193
INVAR-3, Run: 047, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1195, 4904, 82, 92, 153, 82, 164, 246, 1277, 4904
INVAR-3, Run: 048, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1083, 3318, 82, 122, 123, 82, 164, 246, 1165, 3318
INVAR-3, Run: 049, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1013, 4428, 82, 131, 114, 82, 164, 246, 1095, 4428
INVAR-3, Run: 050, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1116, 2939, 82, 97, 148, 82, 164, 246, 1198, 2939
INVAR-3, Run: 051, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1140, 4165, 82, 107, 138, 82, 164, 246, 1222, 4165
INVAR-3, Run: 052, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 953, 4050, 82, 116, 129, 82, 164, 246, 1035, 4050
INVAR-3, Run: 053, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 954, 4155, 82, 110, 135, 82, 164, 246, 1036, 4155
INVAR-3, Run: 054, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1147, 4054, 82, 90, 155, 82, 164, 246, 1229, 4054
INVAR-3, Run: 055, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1151, 4134, 82, 106, 139, 82, 164, 246, 1233, 4134
INVAR-3, Run: 056, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1319, 4039, 82, 115, 130, 82, 164, 246, 1401, 4039
INVAR-3, Run: 057, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1289, 4388, 82, 99, 146, 82, 164, 246, 1371, 4388
INVAR-3, Run: 058, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1144, 3325, 82, 100, 145, 82, 164, 246, 1226, 3325
INVAR-3, Run: 059, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1199, 5419, 82, 110, 135, 82, 164, 246, 1281, 5419
INVAR-3, Run: 060, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 960, 5108, 82, 123, 122, 82, 164, 246, 1042, 5108
INVAR-3, Run: 061, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1060, 4914, 82, 124, 121, 82, 164, 246, 1142, 4914
INVAR-3, Run: 062, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1239, 5955, 82, 110, 135, 82, 164, 246, 1321, 5955
INVAR-3, Run: 063, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 986, 3233, 82, 118, 127, 82, 164, 246, 1068, 3233
INVAR-3, Run: 064, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1282, 4232, 82, 111, 134, 82, 164, 246, 1364, 4232
INVAR-3, Run: 065, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 991, 4578, 82, 105, 140, 82, 164, 246, 1073, 4578
INVAR-3, Run: 066, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 910, 3082, 82, 119, 126, 82, 164, 246, 992, 3082
INVAR-3, Run: 067, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1066, 4282, 82, 114, 131, 82, 164, 246, 1148, 4282
INVAR-3, Run: 068, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1125, 4094, 82, 123, 122, 82, 164, 246, 1207, 4094
INVAR-3, Run: 069, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 969, 4752, 82, 109, 136, 82, 164, 246, 1051, 4752
INVAR-3, Run: 070, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1051, 3100, 82, 108, 137, 82, 164, 246, 1133, 3100
INVAR-3, Run: 071, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1062, 5156, 82, 125, 120, 82, 164, 246, 1144, 5156
INVAR-3, Run: 072, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1077, 4034, 82, 109, 136, 82, 164, 246, 1159, 4034
INVAR-3, Run: 073, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1070, 3830, 82, 116, 129, 82, 164, 246, 1152, 3830
INVAR-3, Run: 074, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 962, 3876, 82, 114, 131, 82, 164, 246, 1044, 3876
INVAR-3, Run: 075, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1127, 3847, 82, 110, 135, 82, 164, 246, 1209, 3847
INVAR-3, Run: 076, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1184, 4101, 82, 107, 138, 82, 164, 246, 1266, 4101
INVAR-3, Run: 077, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1083, 3924, 82, 119, 126, 82, 164, 246, 1165, 3924
INVAR-3, Run: 078, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1099, 5286, 82, 120, 125, 82, 164, 246, 1181, 5286
INVAR-3, Run: 079, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 997, 2819, 82, 120, 125, 82, 164, 246, 1079, 2819
INVAR-3, Run: 080, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1167, 5254, 82, 102, 143, 82, 164, 246, 1249, 5254
INVAR-3, Run: 081, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1116, 4173, 82, 106, 139, 82, 164, 246, 1198, 4173
INVAR-3, Run: 082, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1068, 4169, 82, 125, 120, 82, 164, 246, 1150, 4169
INVAR-3, Run: 083, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 990, 3850, 82, 113, 132, 82, 164, 246, 1072, 3850
INVAR-3, Run: 084, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1180, 3472, 82, 100, 145, 82, 164, 246, 1262, 3472
INVAR-3, Run: 085, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1236, 4998, 82, 109, 136, 82, 164, 246, 1318, 4998
INVAR-3, Run: 086, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1044, 3322, 82, 111, 134, 82, 164, 246, 1126, 3322
INVAR-3, Run: 087, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1292, 5638, 82, 121, 124, 82, 164, 246, 1374, 5638
INVAR-3, Run: 088, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1032, 3513, 82, 120, 125, 82, 164, 246, 1114, 3513
INVAR-3, Run: 089, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1120, 4958, 82, 114, 131, 82, 164, 246, 1202, 4958
INVAR-3, Run: 090, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1007, 4203, 82, 114, 131, 82, 164, 246, 1089, 4203
INVAR-3, Run: 091, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1015, 2628, 82, 102, 143, 82, 164, 246, 1097, 2628
INVAR-3, Run: 092, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1021, 3697, 82, 107, 138, 82, 164, 246, 1103, 3697
INVAR-3, Run: 093, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1065, 3178, 82, 131, 114, 82, 164, 246, 1147, 3178
INVAR-3, Run: 094, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 892, 3533, 82, 108, 137, 82, 164, 246, 974, 3533
INVAR-3, Run: 095, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1154, 4652, 82, 115, 130, 82, 164, 246, 1236, 4652
INVAR-3, Run: 096, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1005, 4023, 82, 113, 132, 82, 164, 246, 1087, 4023
INVAR-3, Run: 097, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1051, 4055, 82, 120, 125, 82, 164, 246, 1133, 4055
INVAR-3, Run: 098, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1094, 3685, 82, 89, 156, 82, 164, 246, 1176, 3685
INVAR-3, Run: 099, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1075, 4068, 82, 103, 142, 82, 164, 246, 1157, 4068
INVAR-3, Run: 100, P, 0, 0, 0, 1, 0, 82, 82, 0, 0, 492, 0, 164, 1182, 4299, 82, 91, 154, 82, 164, 246, 1264, 4299
INVAR-4, Run: 001, P, 0, 1, 0, 0, 1, 0, 118, 19, 118, 0, 1, 39, 123, 330, 19, 20, 38, 19, 39, 58, 123, 448
INVAR-4, Run: 002, P, 0, 1, 0, 0, 1, 0, 118, 19, 118, 0, 1, 39, 130, 423, 19, 23, 35, 19, 39, 58, 130, 541
INVAR-4, Run: 003, P, 0, 1, 0, 0, 1, 0, 118, 19, 118, 0, 1, 39, 98, 502, 19, 21, 37, 19, 39, 58, 98, 620
INVAR-4, Run: 004, P, 0, 1, 0, 0, 1, 0, 118, 19, 118, 0, 1, 39, 138, 651, 19, 32, 26, 19, 39, 58, 138, 769
INVAR-4, Run: 005, P, 0, 1, 0, 0, 1, 0, 118, 19, 118, 0, 1, 39, 140, 536, 19, 30, 28, 19, 39, 58, 140, 654
INVAR-4, Run: 006, P, 0, 1, 0, 0, 1, 0, 118, 19, 118, 0, 1, 39, 147, 376, 19, 24, 34, 19, 39, 58, 147, 494
INVAR-4, Run: 007, P, 0, 1, 0, 0, 1, 0, 118, 19, 118, 0, 1, 39, 116, 512, 19, 33, 25, 19, 39, 58, 116, 630
INVAR-4, Run: 008, P, 0, 1, 0, 0, 1, 0, 118, 19, 118, 0, 1, 39, 111, 782, 19, 30, 28, 19, 39, 58, 111, 900
INVAR-4, Run: 009, P, 0, 1, 0, 0, 1, 0, 118, 19, 118, 0, 1, 39, 120, 359, 19, 27, 31, 19, 39, 58, 120, 477
INVAR-4, Run: 010, P, 0, 1, 0, 0, 1, 0, 118, 19, 118, 0, 1, 39, 113, 377, 19, 27, 31, 19, 39, 58, 113, 495
INVAR-4, Run: 011, P, 0, 1, 0, 0, 1, 0, 118, 19, 118, 0, 1, 39, 102, 469, 19, 17, 41, 19, 39, 58, 102, 587
INVAR-4, Run: 012, P, 0, 1, 0, 0, 1, 0, 118, 19, 118, 0, 1, 39, 101, 265, 19, 28, 30, 19, 39, 58, 101, 383
INVAR-4, Run: 013, P, 0, 1, 0, 0, 1, 0, 118, 19, 118, 0, 1, 39, 93, 434, 19, 24, 34, 19, 39, 58, 93, 552
INVAR-4, Run: 014, P, 0, 1, 0, 0, 1, 0, 118, 19, 118, 0, 1, 39, 107, 353, 19, 26, 32, 19, 39, 58, 107, 471
INVAR-4, Run: 015, P, 0, 1, 0, 0, 1, 0, 118, 19, 118, 0, 1, 39, 90, 249, 19, 27, 31, 19, 39, 58, 90, 367
INVAR-4, Run: 016, P, 0, 1, 0, 0, 1, 0, 118, 19, 118, 0, 1, 39, 98, 282, 19, 22, 36, 19, 39, 58, 98, 400
INVAR-4, Run: 017, P, 0, 1, 0, 0, 1, 0, 118, 19, 118, 0, 1, 39, 130, 577, 19, 24, 34, 19, 39, 58, 130, 695
INVAR-4, Run: 018, P, 0, 1, 0, 0, 1, 0, 118, 19, 118, 0, 1, 39, 135, 613, 19, 25, 33, 19, 39, 58, 135, 731
INVAR-4, Run: 019, P, 0, 1, 0, 0, 1, 0, 118, 19, 118, 0, 1, 39, 139, 357, 19, 27, 31, 19, 39, 58, 139, 475
INVAR-4, Run: 020, P, 0, 1, 0, 0, 1, 0, 118, 19, 118, 0, 1, 39, 218, 1186, 19, 36, 22, 19, 39, 58, 218, 1304
INVAR-4, Run: 021, P, 0, 1, 0, 0, 1, 0, 118, 19, 118, 0, 1, 39, 138, 357, 19, 29, 29, 19, 39, 58, 138, 475
INVAR-4, Run: 022, P, 0, 1, 0, 0, 1, 0, 118, 19, 118, 0, 1, 39, 136, 611, 19, 28, 30, 19, 39, 58, 136, 729
INVAR-4, Run: 023, P, 0, 1, 0, 0, 1, 0, 118, 19, 118, 0, 1, 39, 127, 540, 19, 28, 30, 19, 39, 58, 127, 658
INVAR-4, Run: 024, P, 0, 1, 0, 0, 1, 0, 118, 19, 118, 0, 1, 39, 80, 188, 19, 23, 35, 19, 39, 58, 80, 306
INVAR-4, Run: 025, P, 0, 1, 0, 0, 1, 0, 118, 19, 118, 0, 1, 39, 106, 396, 19, 27, 31, 19, 39, 58, 106, 514
INVAR-4, Run: 026, P, 0, 1, 0, 0, 1, 0, 118, 19, 118, 0, 1, 39, 87, 340, 19, 31, 27, 19, 39, 58, 87, 458
