Input Number, Run_Number, Result@ 100, C, F, D, X1, A, B, PO, CO, Y, PE, CE, E, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-10, Run: 044, P, 0, 0, 772, 0, 0, 0, 0, 0, 0, 1, 0, 100, 86, 200, 8572, 70, 70, 8572, 100, 58, 41, 100, 57, 200, 2124, 1019
INVAR-10, Run: 045, P, 0, 0, 784, 0, 0, 0, 0, 0, 0, 1, 0, 100, 92, 200, 6549, 81, 81, 6549, 100, 60, 39, 100, 54, 200, 1510, 709
INVAR-10, Run: 046, P, 0, 0, 788, 0, 0, 0, 0, 0, 0, 1, 0, 100, 94, 200, 8081, 61, 61, 8081, 100, 67, 32, 100, 53, 200, 1734, 820
INVAR-10, Run: 047, P, 0, 1, 803, 0, 0, 0, 0, 0, 0, 1, 0, 100, 101, 200, 7303, 67, 67, 7303, 100, 56, 43, 100, 49, 200, 1408, 653
INVAR-10, Run: 048, P, 0, 0, 748, 0, 0, 0, 0, 0, 0, 1, 0, 100, 74, 200, 5388, 62, 62, 5388, 100, 55, 44, 100, 63, 200, 1970, 948
INVAR-10, Run: 049, P, 0, 1, 787, 0, 0, 0, 0, 0, 2, 1, 2, 99, 93, 200, 5543, 68, 66, 5543, 100, 58, 41, 99, 53, 200, 1494, 700
INVAR-10, Run: 050, P, 0, 1, 743, 0, 0, 0, 0, 0, 0, 1, 0, 100, 71, 200, 5432, 56, 56, 5432, 100, 56, 43, 100, 64, 200, 1172, 550
INVAR-10, Run: 051, P, 0, 0, 752, 0, 0, 0, 0, 0, 0, 1, 0, 100, 76, 200, 5992, 70, 70, 5992, 100, 71, 28, 100, 62, 200, 1462, 693
INVAR-10, Run: 052, P, 0, 0, 768, 0, 0, 0, 0, 0, 0, 1, 0, 100, 84, 200, 6092, 69, 69, 6092, 100, 64, 35, 100, 58, 200, 1692, 804
INVAR-10, Run: 053, P, 0, 0, 760, 0, 0, 0, 0, 0, 0, 1, 0, 100, 80, 200, 6964, 82, 82, 6964, 100, 61, 38, 100, 60, 200, 1646, 783
INVAR-10, Run: 054, P, 0, 0, 776, 0, 0, 0, 0, 0, 2, 1, 2, 99, 88, 200, 6345, 79, 77, 6345, 100, 61, 38, 99, 56, 200, 1596, 754
INVAR-10, Run: 055, P, 0, 0, 804, 0, 0, 0, 0, 0, 2, 1, 2, 99, 102, 200, 7137, 60, 58, 7137, 100, 62, 37, 99, 49, 200, 1372, 635
INVAR-10, Run: 056, P, 0, 0, 744, 0, 0, 0, 0, 0, 0, 1, 0, 100, 72, 200, 6697, 63, 63, 6697, 100, 62, 37, 100, 64, 200, 2306, 1117
INVAR-10, Run: 057, P, 0, 0, 784, 0, 0, 0, 0, 0, 0, 1, 0, 100, 92, 200, 7307, 90, 90, 7307, 100, 58, 41, 100, 54, 200, 1824, 866
INVAR-10, Run: 058, P, 0, 0, 788, 0, 0, 0, 0, 0, 2, 1, 2, 99, 94, 200, 5915, 75, 73, 5915, 100, 57, 42, 99, 53, 200, 1202, 554
INVAR-10, Run: 059, P, 0, 0, 784, 0, 0, 0, 0, 0, 0, 1, 0, 100, 92, 200, 5060, 66, 66, 5060, 100, 71, 28, 100, 54, 200, 1532, 720
INVAR-10, Run: 060, P, 0, 0, 776, 0, 0, 0, 0, 0, 0, 1, 0, 100, 88, 200, 6547, 85, 85, 6547, 100, 64, 35, 100, 56, 200, 1850, 881
INVAR-10, Run: 061, P, 0, 1, 779, 0, 0, 0, 0, 0, 0, 1, 0, 100, 89, 200, 7985, 54, 54, 7985, 100, 68, 31, 100, 55, 200, 3936, 1923
INVAR-10, Run: 062, P, 0, 0, 764, 0, 0, 0, 0, 0, 0, 1, 0, 100, 82, 200, 6955, 68, 68, 6955, 100, 74, 25, 100, 59, 200, 1246, 582
INVAR-10, Run: 063, P, 0, 0, 780, 0, 0, 0, 0, 0, 2, 1, 2, 99, 90, 200, 6044, 68, 66, 6044, 100, 56, 43, 99, 55, 200, 1830, 870
INVAR-10, Run: 064, P, 0, 0, 788, 0, 0, 0, 0, 0, 0, 1, 0, 100, 94, 200, 6793, 44, 44, 6793, 100, 72, 27, 100, 53, 200, 1484, 695
INVAR-10, Run: 065, P, 0, 0, 756, 0, 0, 0, 0, 0, 0, 1, 0, 100, 78, 200, 6666, 56, 56, 6666, 100, 68, 31, 100, 61, 200, 2034, 978
INVAR-10, Run: 066, P, 0, 0, 768, 0, 0, 0, 0, 0, 2, 1, 2, 99, 84, 200, 5236, 85, 83, 5236, 100, 64, 35, 99, 58, 200, 1626, 771
INVAR-10, Run: 067, P, 0, 0, 772, 0, 0, 0, 0, 0, 0, 1, 0, 100, 86, 200, 6347, 63, 63, 6347, 100, 61, 38, 100, 57, 200, 2040, 977
INVAR-10, Run: 068, P, 0, 0, 756, 0, 0, 0, 0, 0, 0, 1, 0, 100, 78, 200, 6157, 60, 60, 6157, 100, 65, 34, 100, 61, 200, 2500, 1211
INVAR-10, Run: 069, P, 0, 0, 788, 0, 0, 0, 0, 0, 0, 1, 0, 100, 94, 200, 7110, 73, 73, 7110, 100, 59, 40, 100, 53, 200, 1662, 784
INVAR-10, Run: 070, P, 0, 1, 759, 0, 0, 0, 0, 0, 0, 1, 0, 100, 79, 200, 7096, 64, 64, 7096, 100, 52, 47, 100, 60, 200, 2410, 1165
INVAR-10, Run: 071, P, 0, 0, 744, 0, 0, 0, 0, 0, 0, 1, 0, 100, 72, 200, 5413, 65, 65, 5413, 100, 63, 36, 100, 64, 200, 1690, 809
INVAR-10, Run: 072, P, 0, 0, 780, 0, 0, 0, 0, 0, 0, 1, 0, 100, 90, 200, 6932, 52, 52, 6932, 100, 65, 34, 100, 55, 200, 1762, 836
INVAR-10, Run: 073, P, 0, 1, 779, 0, 0, 0, 0, 0, 0, 1, 0, 100, 89, 200, 8558, 68, 68, 8558, 100, 71, 28, 100, 55, 200, 1924, 917
INVAR-10, Run: 074, P, 0, 0, 788, 0, 0, 0, 0, 0, 0, 1, 0, 100, 94, 200, 6526, 87, 87, 6526, 100, 66, 33, 100, 53, 200, 1684, 795
INVAR-10, Run: 075, P, 0, 0, 772, 0, 0, 0, 0, 0, 2, 1, 2, 99, 86, 200, 6443, 62, 60, 6443, 100, 61, 38, 99, 57, 200, 1404, 659
INVAR-10, Run: 076, P, 0, 1, 787, 0, 0, 0, 0, 0, 0, 1, 0, 100, 93, 200, 6180, 75, 75, 6180, 100, 60, 39, 100, 53, 200, 1906, 906
INVAR-10, Run: 077, P, 0, 0, 776, 0, 0, 0, 0, 0, 0, 1, 0, 100, 88, 200, 7192, 64, 64, 7192, 100, 62, 37, 100, 56, 200, 1070, 491
INVAR-10, Run: 078, P, 0, 0, 764, 0, 0, 0, 0, 0, 0, 1, 0, 100, 82, 200, 5669, 78, 78, 5669, 100, 54, 45, 100, 59, 200, 1888, 903
INVAR-10, Run: 079, P, 0, 0, 764, 0, 0, 0, 0, 0, 0, 1, 0, 100, 82, 200, 5106, 81, 81, 5106, 100, 53, 46, 100, 59, 200, 1298, 608
INVAR-10, Run: 080, P, 0, 0, 776, 0, 0, 0, 0, 0, 0, 1, 0, 100, 88, 200, 7072, 53, 53, 7072, 100, 57, 42, 100, 56, 200, 1850, 881
INVAR-10, Run: 081, P, 0, 0, 744, 0, 0, 0, 0, 0, 2, 1, 2, 99, 72, 200, 4245, 69, 67, 4245, 100, 50, 49, 99, 64, 200, 2302, 1115
INVAR-10, Run: 082, P, 0, 0, 740, 0, 0, 0, 0, 0, 0, 1, 0, 100, 70, 200, 5986, 78, 78, 5986, 100, 59, 40, 100, 65, 200, 1996, 963
INVAR-10, Run: 083, P, 0, 0, 756, 0, 0, 0, 0, 0, 0, 1, 0, 100, 78, 200, 8004, 53, 53, 8004, 100, 74, 25, 100, 61, 200, 2504, 1213
INVAR-10, Run: 084, P, 0, 0, 744, 0, 0, 0, 0, 0, 0, 1, 0, 100, 72, 200, 6153, 64, 64, 6153, 100, 70, 29, 100, 64, 200, 2376, 1152
INVAR-10, Run: 085, P, 0, 0, 768, 0, 0, 0, 0, 0, 0, 1, 0, 100, 84, 200, 6442, 57, 57, 6442, 100, 69, 30, 100, 58, 200, 1316, 616
INVAR-10, Run: 086, P, 0, 0, 796, 0, 0, 0, 0, 0, 2, 1, 2, 99, 98, 200, 7266, 65, 63, 7266, 100, 63, 36, 99, 51, 200, 818, 360
INVAR-10, Run: 087, P, 0, 0, 760, 0, 0, 0, 0, 0, 2, 1, 2, 99, 80, 200, 6410, 62, 60, 6410, 100, 70, 29, 99, 60, 200, 1382, 651
INVAR-10, Run: 088, P, 0, 0, 776, 0, 0, 0, 0, 0, 0, 1, 0, 100, 88, 200, 6987, 57, 57, 6987, 100, 69, 30, 100, 56, 200, 2488, 1200
INVAR-10, Run: 089, P, 0, 0, 772, 0, 0, 0, 0, 0, 2, 1, 2, 99, 86, 200, 7388, 70, 68, 7388, 100, 55, 44, 99, 57, 200, 1664, 789
INVAR-10, Run: 090, P, 0, 0, 768, 0, 0, 0, 0, 0, 2, 1, 2, 99, 84, 200, 6265, 72, 70, 6265, 100, 66, 33, 99, 58, 200, 1580, 748
INVAR-10, Run: 091, P, 0, 0, 784, 0, 0, 0, 0, 0, 2, 1, 2, 99, 92, 200, 6638, 59, 57, 6638, 100, 70, 29, 99, 54, 200, 1566, 737
INVAR-10, Run: 092, P, 0, 0, 772, 0, 0, 0, 0, 0, 0, 1, 0, 100, 86, 200, 5696, 49, 49, 5696, 100, 67, 32, 100, 57, 200, 1358, 636
INVAR-10, Run: 093, P, 0, 0, 784, 0, 0, 0, 0, 0, 2, 1, 2, 99, 92, 200, 8476, 66, 64, 8476, 100, 67, 32, 99, 54, 200, 2222, 1065
INVAR-10, Run: 094, P, 0, 0, 788, 0, 0, 0, 0, 0, 0, 1, 0, 100, 94, 200, 7022, 52, 52, 7022, 100, 67, 32, 100, 53, 200, 1306, 606
INVAR-10, Run: 095, P, 0, 0, 764, 0, 0, 0, 0, 0, 0, 1, 0, 100, 82, 200, 5713, 71, 71, 5713, 100, 55, 44, 100, 59, 200, 1028, 473
INVAR-10, Run: 096, P, 0, 1, 791, 0, 0, 0, 0, 0, 2, 1, 2, 99, 95, 200, 7077, 66, 64, 7077, 100, 63, 36, 99, 52, 200, 1806, 855
INVAR-10, Run: 097, P, 0, 0, 768, 0, 0, 0, 0, 0, 0, 1, 0, 100, 84, 200, 5440, 72, 72, 5440, 100, 66, 33, 100, 58, 200, 1774, 845
INVAR-10, Run: 098, P, 0, 0, 768, 0, 0, 0, 0, 0, 2, 1, 2, 99, 84, 200, 6281, 50, 48, 6281, 100, 59, 40, 99, 58, 200, 1220, 568
INVAR-10, Run: 099, P, 0, 0, 788, 0, 0, 0, 0, 0, 0, 1, 0, 100, 94, 200, 6511, 58, 58, 6511, 100, 65, 34, 100, 53, 200, 1994, 950
INVAR-10, Run: 100, P, 0, 0, 756, 0, 0, 0, 0, 0, 0, 1, 0, 100, 78, 200, 5728, 62, 62, 5728, 100, 71, 28, 100, 61, 200, 1878, 900
INVAR-2, Run: 001, P, 0, 0, 208, 0, 0, 0, 0, 0, 0, 1, 0, 28, 20, 56, 1126, 19, 19, 1126, 28, 21, 6, 28, 18, 56, 340, 160
INVAR-2, Run: 002, P, 0, 0, 204, 0, 0, 0, 0, 0, 2, 1, 2, 27, 18, 56, 537, 25, 23, 537, 28, 19, 8, 27, 19, 56, 218, 100
INVAR-2, Run: 003, P, 0, 0, 224, 0, 0, 0, 0, 0, 2, 1, 2, 27, 28, 56, 944, 20, 18, 944, 28, 17, 10, 27, 14, 56, 410, 191
INVAR-2, Run: 004, P, 0, 0, 212, 0, 0, 0, 0, 0, 0, 1, 0, 28, 22, 56, 771, 20, 20, 771, 28, 18, 9, 28, 17, 56, 144, 61
INVAR-2, Run: 005, P, 0, 1, 223, 0, 0, 0, 0, 0, 2, 1, 2, 27, 27, 56, 1228, 24, 22, 1228, 28, 19, 8, 27, 14, 56, 156, 64
INVAR-2, Run: 006, P, 0, 0, 228, 0, 0, 0, 0, 0, 0, 1, 0, 28, 30, 56, 628, 17, 17, 628, 28, 13, 14, 28, 13, 56, 188, 79
INVAR-2, Run: 007, P, 0, 1, 211, 0, 0, 0, 0, 0, 0, 1, 0, 28, 21, 56, 857, 12, 12, 857, 28, 17, 10, 28, 17, 56, 448, 213
INVAR-2, Run: 008, P, 0, 0, 204, 0, 0, 0, 0, 0, 2, 1, 2, 27, 18, 56, 898, 13, 11, 898, 28, 20, 7, 27, 19, 56, 418, 200
INVAR-2, Run: 009, P, 0, 1, 211, 0, 0, 0, 0, 0, 0, 1, 0, 28, 21, 56, 1190, 16, 16, 1190, 28, 18, 9, 28, 17, 56, 312, 145
INVAR-2, Run: 010, P, 0, 0, 196, 0, 0, 0, 0, 0, 2, 1, 2, 27, 14, 56, 452, 24, 22, 452, 28, 19, 8, 27, 21, 56, 174, 80
INVAR-2, Run: 011, P, 0, 1, 211, 0, 0, 0, 0, 0, 2, 1, 2, 27, 21, 56, 854, 16, 14, 854, 28, 20, 7, 27, 17, 56, 272, 125
INVAR-2, Run: 012, P, 0, 0, 204, 0, 0, 0, 0, 0, 0, 1, 0, 28, 18, 56, 883, 35, 35, 883, 28, 18, 9, 28, 19, 56, 220, 101
INVAR-2, Run: 013, P, 0, 0, 208, 0, 0, 0, 0, 0, 2, 1, 2, 27, 20, 56, 924, 26, 24, 924, 28, 14, 13, 27, 18, 56, 160, 70
INVAR-2, Run: 014, P, 0, 0, 224, 0, 0, 0, 0, 0, 0, 1, 0, 28, 28, 56, 948, 17, 17, 948, 28, 17, 10, 28, 14, 56, 182, 77
INVAR-2, Run: 015, P, 0, 0, 228, 0, 0, 0, 0, 0, 0, 1, 0, 28, 30, 56, 1026, 19, 19, 1026, 28, 21, 6, 28, 13, 56, 406, 188
INVAR-2, Run: 016, P, 0, 1, 219, 0, 0, 0, 0, 0, 2, 1, 2, 27, 25, 56, 827, 20, 18, 827, 28, 16, 11, 27, 15, 56, 242, 108
INVAR-2, Run: 017, P, 0, 0, 204, 0, 0, 0, 0, 0, 0, 1, 0, 28, 18, 56, 881, 23, 23, 881, 28, 21, 6, 28, 19, 56, 238, 110
INVAR-2, Run: 018, P, 0, 0, 208, 0, 0, 0, 0, 0, 0, 1, 0, 28, 20, 56, 838, 21, 21, 838, 28, 17, 10, 28, 18, 56, 100, 40
INVAR-2, Run: 019, P, 0, 0, 224, 0, 0, 0, 0, 0, 0, 1, 0, 28, 28, 56, 1255, 18, 18, 1255, 28, 17, 10, 28, 14, 56, 460, 216
INVAR-2, Run: 020, P, 0, 0, 224, 0, 0, 0, 0, 0, 2, 1, 2, 27, 28, 56, 727, 22, 20, 727, 28, 17, 10, 27, 14, 56, 356, 164
INVAR-2, Run: 021, P, 0, 0, 224, 0, 0, 0, 0, 0, 2, 1, 2, 27, 28, 56, 618, 18, 16, 618, 28, 19, 8, 27, 14, 56, 256, 114
INVAR-2, Run: 022, P, 0, 1, 219, 0, 0, 0, 0, 0, 0, 1, 0, 28, 25, 56, 720, 19, 19, 720, 28, 19, 8, 28, 15, 56, 104, 39
INVAR-2, Run: 023, P, 0, 0, 204, 0, 0, 0, 0, 0, 0, 1, 0, 28, 18, 56, 922, 16, 16, 922, 28, 13, 14, 28, 19, 56, 840, 411
INVAR-2, Run: 024, P, 0, 0, 220, 0, 0, 0, 0, 0, 2, 1, 2, 27, 26, 56, 787, 22, 20, 787, 28, 17, 10, 27, 15, 56, 342, 158
INVAR-2, Run: 025, P, 0, 0, 204, 0, 0, 0, 0, 0, 0, 1, 0, 28, 18, 56, 685, 23, 23, 685, 28, 14, 13, 28, 19, 56, 142, 62
INVAR-2, Run: 026, P, 0, 0, 204, 0, 0, 0, 0, 0, 0, 1, 0, 28, 18, 56, 1203, 19, 19, 1203, 28, 19, 8, 28, 19, 56, 428, 205
INVAR-2, Run: 027, P, 0, 0, 196, 0, 0, 0, 0, 0, 2, 1, 2, 27, 14, 56, 596, 22, 20, 596, 28, 15, 12, 27, 21, 56, 224, 105
INVAR-2, Run: 028, P, 0, 0, 220, 0, 0, 0, 0, 0, 0, 1, 0, 28, 26, 56, 696, 18, 18, 696, 28, 17, 10, 28, 15, 56, 210, 92
INVAR-2, Run: 029, P, 0, 1, 215, 0, 0, 0, 0, 0, 2, 1, 2, 27, 23, 56, 1135, 28, 26, 1135, 28, 17, 10, 27, 16, 56, 150, 63
INVAR-2, Run: 030, P, 0, 0, 216, 0, 0, 0, 0, 0, 0, 1, 0, 28, 24, 56, 959, 16, 16, 959, 28, 19, 8, 28, 16, 56, 394, 185
INVAR-2, Run: 031, P, 0, 0, 224, 0, 0, 0, 0, 0, 0, 1, 0, 28, 28, 56, 1063, 11, 11, 1063, 28, 14, 13, 28, 14, 56, 246, 109
INVAR-2, Run: 032, P, 0, 0, 200, 0, 0, 0, 0, 0, 0, 1, 0, 28, 16, 56, 1162, 20, 20, 1162, 28, 16, 11, 28, 20, 56, 368, 176
INVAR-2, Run: 033, P, 0, 0, 212, 0, 0, 0, 0, 0, 2, 1, 2, 27, 22, 56, 665, 22, 20, 665, 28, 19, 8, 27, 17, 56, 166, 72
INVAR-2, Run: 034, P, 0, 0, 220, 0, 0, 0, 0, 0, 2, 1, 2, 27, 26, 56, 880, 15, 13, 880, 28, 21, 6, 27, 15, 56, 160, 67
INVAR-2, Run: 035, P, 0, 0, 212, 0, 0, 0, 0, 0, 2, 1, 2, 27, 22, 56, 775, 20, 18, 775, 28, 19, 8, 27, 17, 56, 272, 125
INVAR-2, Run: 036, P, 0, 0, 212, 0, 0, 0, 0, 0, 0, 1, 0, 28, 22, 56, 500, 9, 9, 500, 28, 21, 6, 28, 17, 56, 84, 31
INVAR-2, Run: 037, P, 0, 0, 212, 0, 0, 0, 0, 0, 0, 1, 0, 28, 22, 56, 670, 16, 16, 670, 28, 17, 10, 28, 17, 56, 260, 119
INVAR-2, Run: 038, P, 0, 0, 212, 0, 0, 0, 0, 0, 0, 1, 0, 28, 22, 56, 841, 21, 21, 841, 28, 18, 9, 28, 17, 56, 288, 133
INVAR-2, Run: 039, P, 0, 0, 220, 0, 0, 0, 0, 0, 2, 1, 2, 27, 26, 56, 974, 22, 20, 974, 28, 19, 8, 27, 15, 56, 156, 65
INVAR-2, Run: 040, P, 0, 0, 216, 0, 0, 0, 0, 0, 2, 1, 2, 27, 24, 56, 1028, 19, 17, 1028, 28, 13, 14, 27, 16, 56, 250, 113
INVAR-2, Run: 041, P, 0, 1, 219, 0, 0, 0, 0, 0, 0, 1, 0, 28, 25, 56, 1115, 15, 15, 1115, 28, 18, 9, 28, 15, 56, 234, 104
INVAR-2, Run: 042, P, 0, 0, 232, 0, 0, 0, 0, 0, 0, 1, 0, 28, 32, 56, 1071, 19, 19, 1071, 28, 15, 12, 28, 12, 56, 262, 115
INVAR-2, Run: 043, P, 0, 0, 216, 0, 0, 0, 0, 0, 0, 1, 0, 28, 24, 56, 1167, 25, 25, 1167, 28, 20, 7, 28, 16, 56, 208, 92
INVAR-2, Run: 044, P, 0, 0, 232, 0, 0, 0, 0, 0, 0, 1, 0, 28, 32, 56, 1010, 20, 20, 1010, 28, 22, 5, 28, 12, 56, 114, 41
INVAR-2, Run: 045, P, 0, 1, 207, 0, 0, 0, 0, 0, 0, 1, 0, 28, 19, 56, 792, 14, 14, 792, 28, 21, 6, 28, 18, 56, 94, 37
INVAR-2, Run: 046, P, 0, 0, 224, 0, 0, 0, 0, 0, 0, 1, 0, 28, 28, 56, 1196, 37, 37, 1196, 28, 15, 12, 28, 14, 56, 330, 151
INVAR-2, Run: 047, P, 0, 0, 208, 0, 0, 0, 0, 0, 0, 1, 0, 28, 20, 56, 896, 14, 14, 896, 28, 22, 5, 28, 18, 56, 186, 83
INVAR-2, Run: 048, P, 0, 0, 212, 0, 0, 0, 0, 0, 2, 1, 2, 27, 22, 56, 980, 17, 15, 980, 28, 18, 9, 27, 17, 56, 328, 153
INVAR-2, Run: 049, P, 0, 0, 212, 0, 0, 0, 0, 0, 0, 1, 0, 28, 22, 56, 788, 19, 19, 788, 28, 18, 9, 28, 17, 56, 210, 94
INVAR-2, Run: 050, P, 0, 0, 228, 0, 0, 0, 0, 0, 2, 1, 2, 27, 30, 56, 902, 21, 19, 902, 28, 16, 11, 27, 13, 56, 310, 140
INVAR-2, Run: 051, P, 0, 0, 212, 0, 0, 0, 0, 0, 0, 1, 0, 28, 22, 56, 851, 18, 18, 851, 28, 14, 13, 28, 17, 56, 180, 79
INVAR-2, Run: 052, P, 0, 0, 220, 0, 0, 0, 0, 0, 0, 1, 0, 28, 26, 56, 543, 13, 13, 543, 28, 20, 7, 28, 15, 56, 168, 71
INVAR-2, Run: 053, P, 0, 0, 216, 0, 0, 0, 0, 0, 2, 1, 2, 27, 24, 56, 783, 19, 17, 783, 28, 17, 10, 27, 16, 56, 278, 127
INVAR-2, Run: 054, P, 0, 1, 211, 0, 0, 0, 0, 0, 0, 1, 0, 28, 21, 56, 708, 20, 20, 708, 28, 16, 11, 28, 17, 56, 218, 98
INVAR-2, Run: 055, P, 0, 0, 208, 0, 0, 0, 0, 0, 0, 1, 0, 28, 20, 56, 994, 30, 30, 994, 28, 18, 9, 28, 18, 56, 168, 74
INVAR-2, Run: 056, P, 0, 0, 220, 0, 0, 0, 0, 0, 0, 1, 0, 28, 26, 56, 1080, 16, 16, 1080, 28, 18, 9, 28, 15, 56, 318, 146
INVAR-2, Run: 057, P, 0, 0, 200, 0, 0, 0, 0, 0, 0, 1, 0, 28, 16, 56, 742, 15, 15, 742, 28, 21, 6, 28, 20, 56, 264, 124
INVAR-2, Run: 058, P, 0, 0, 236, 0, 0, 0, 0, 0, 0, 1, 0, 28, 34, 56, 878, 22, 22, 878, 28, 15, 12, 28, 11, 56, 286, 126
INVAR-2, Run: 059, P, 0, 0, 212, 0, 0, 0, 0, 0, 0, 1, 0, 28, 22, 56, 949, 16, 16, 949, 28, 18, 9, 28, 17, 56, 202, 90
INVAR-2, Run: 060, P, 0, 0, 220, 0, 0, 0, 0, 0, 0, 1, 0, 28, 26, 56, 998, 12, 12, 998, 28, 21, 6, 28, 15, 56, 154, 64
INVAR-2, Run: 061, P, 0, 0, 212, 0, 0, 0, 0, 0, 0, 1, 0, 28, 22, 56, 740, 12, 12, 740, 28, 19, 8, 28, 17, 56, 250, 114
INVAR-2, Run: 062, P, 0, 0, 212, 0, 0, 0, 0, 0, 0, 1, 0, 28, 22, 56, 801, 28, 28, 801, 28, 15, 12, 28, 17, 56, 308, 143
INVAR-2, Run: 063, P, 0, 0, 220, 0, 0, 0, 0, 0, 0, 1, 0, 28, 26, 56, 1128, 12, 12, 1128, 28, 21, 6, 28, 15, 56, 114, 44
INVAR-2, Run: 064, P, 0, 0, 228, 0, 0, 0, 0, 0, 0, 1, 0, 28, 30, 56, 974, 21, 21, 974, 28, 16, 11, 28, 13, 56, 460, 215
INVAR-2, Run: 065, P, 0, 0, 208, 0, 0, 0, 0, 0, 0, 1, 0, 28, 20, 56, 1075, 18, 18, 1075, 28, 19, 8, 28, 18, 56, 472, 226
INVAR-2, Run: 066, P, 0, 1, 203, 0, 0, 0, 0, 0, 0, 1, 0, 28, 17, 56, 562, 10, 10, 562, 28, 21, 6, 28, 19, 56, 128, 55
INVAR-2, Run: 067, P, 0, 1, 223, 0, 0, 0, 0, 0, 0, 1, 0, 28, 27, 56, 1218, 26, 26, 1218, 28, 14, 13, 28, 14, 56, 428, 200
INVAR-2, Run: 068, P, 0, 1, 219, 0, 0, 0, 0, 0, 0, 1, 0, 28, 25, 56, 898, 21, 21, 898, 28, 13, 14, 28, 15, 56, 214, 94
INVAR-2, Run: 069, P, 0, 0, 212, 0, 0, 0, 0, 0, 2, 1, 2, 27, 22, 56, 662, 21, 19, 662, 28, 17, 10, 27, 17, 56, 290, 134
INVAR-2, Run: 070, P, 0, 0, 224, 0, 0, 0, 0, 0, 0, 1, 0, 28, 28, 56, 736, 15, 15, 736, 28, 17, 10, 28, 14, 56, 232, 102
INVAR-2, Run: 071, P, 0, 0, 212, 0, 0, 0, 0, 0, 0, 1, 0, 28, 22, 56, 1100, 20, 20, 1100, 28, 16, 11, 28, 17, 56, 202, 90
INVAR-2, Run: 072, P, 0, 0, 232, 0, 0, 0, 0, 0, 2, 1, 2, 27, 32, 56, 940, 10, 8, 940, 28, 19, 8, 27, 12, 56, 220, 94
INVAR-2, Run: 073, P, 0, 0, 192, 0, 0, 0, 0, 0, 0, 1, 0, 28, 12, 56, 617, 24, 24, 617, 28, 15, 12, 28, 22, 56, 270, 129
INVAR-2, Run: 074, P, 0, 0, 208, 0, 0, 0, 0, 0, 0, 1, 0, 28, 20, 56, 840, 18, 18, 840, 28, 15, 12, 28, 18, 56, 388, 184
INVAR-2, Run: 075, P, 0, 1, 207, 0, 0, 0, 0, 0, 0, 1, 0, 28, 19, 56, 1458, 14, 14, 1458, 28, 17, 10, 28, 18, 56, 448, 214
INVAR-2, Run: 076, P, 0, 0, 220, 0, 0, 0, 0, 0, 0, 1, 0, 28, 26, 56, 1033, 9, 9, 1033, 28, 19, 8, 28, 15, 56, 294, 134
INVAR-2, Run: 077, P, 0, 0, 204, 0, 0, 0, 0, 0, 0, 1, 0, 28, 18, 56, 784, 11, 11, 784, 28, 16, 11, 28, 19, 56, 382, 182
INVAR-2, Run: 078, P, 0, 0, 216, 0, 0, 0, 0, 0, 2, 1, 2, 27, 24, 56, 946, 17, 15, 946, 28, 14, 13, 27, 16, 56, 248, 112
INVAR-2, Run: 079, P, 0, 0, 216, 0, 0, 0, 0, 0, 2, 1, 2, 27, 24, 56, 1270, 21, 19, 1270, 28, 10, 17, 27, 16, 56, 276, 126
INVAR-2, Run: 080, P, 0, 0, 212, 0, 0, 0, 0, 0, 2, 1, 2, 27, 22, 56, 719, 17, 15, 719, 28, 20, 7, 27, 17, 56, 258, 118
INVAR-2, Run: 081, P, 0, 1, 211, 0, 0, 0, 0, 0, 0, 1, 0, 28, 21, 56, 786, 27, 27, 786, 28, 18, 9, 28, 17, 56, 348, 163
INVAR-2, Run: 082, P, 0, 0, 220, 0, 0, 0, 0, 0, 2, 1, 2, 27, 26, 56, 611, 32, 30, 611, 28, 14, 13, 27, 15, 56, 158, 66
INVAR-2, Run: 083, P, 0, 0, 220, 0, 0, 0, 0, 0, 0, 1, 0, 28, 26, 56, 533, 23, 23, 533, 28, 18, 9, 28, 15, 56, 280, 127
INVAR-2, Run: 084, P, 0, 0, 216, 0, 0, 0, 0, 0, 0, 1, 0, 28, 24, 56, 901, 21, 21, 901, 28, 19, 8, 28, 16, 56, 168, 72
INVAR-2, Run: 085, P, 0, 0, 224, 0, 0, 0, 0, 0, 0, 1, 0, 28, 28, 56, 869, 22, 22, 869, 28, 14, 13, 28, 14, 56, 222, 97
INVAR-2, Run: 086, P, 0, 0, 232, 0, 0, 0, 0, 0, 2, 1, 2, 27, 32, 56, 1166, 16, 14, 1166, 28, 16, 11, 27, 12, 56, 160, 64
INVAR-2, Run: 087, P, 0, 0, 216, 0, 0, 0, 0, 0, 2, 1, 2, 27, 24, 56, 567, 21, 19, 567, 28, 15, 12, 27, 16, 56, 92, 34
INVAR-2, Run: 088, P, 0, 0, 216, 0, 0, 0, 0, 0, 0, 1, 0, 28, 24, 56, 519, 24, 24, 519, 28, 15, 12, 28, 16, 56, 242, 109
INVAR-2, Run: 089, P, 0, 0, 208, 0, 0, 0, 0, 0, 0, 1, 0, 28, 20, 56, 772, 17, 17, 772, 28, 14, 13, 28, 18, 56, 186, 83
