Input Number, Run_Number, Result@ 100, C, F, D, X1, A, B, PO, CO, Y, PE, CE, E, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-2, Run: 090, P, 0, 0, 220, 0, 0, 0, 0, 0, 0, 1, 0, 28, 26, 56, 918, 18, 18, 918, 28, 19, 8, 28, 15, 56, 76, 25
INVAR-2, Run: 091, P, 0, 0, 212, 0, 0, 0, 0, 0, 0, 1, 0, 28, 22, 56, 819, 24, 24, 819, 28, 15, 12, 28, 17, 56, 242, 110
INVAR-2, Run: 092, P, 0, 0, 204, 0, 0, 0, 0, 0, 0, 1, 0, 28, 18, 56, 458, 13, 13, 458, 28, 21, 6, 28, 19, 56, 126, 54
INVAR-2, Run: 093, P, 0, 0, 224, 0, 0, 0, 0, 0, 0, 1, 0, 28, 28, 56, 843, 18, 18, 843, 28, 17, 10, 28, 14, 56, 290, 131
INVAR-2, Run: 094, P, 0, 0, 212, 0, 0, 0, 0, 0, 0, 1, 0, 28, 22, 56, 875, 19, 19, 875, 28, 17, 10, 28, 17, 56, 196, 87
INVAR-2, Run: 095, P, 0, 0, 220, 0, 0, 0, 0, 0, 2, 1, 2, 27, 26, 56, 784, 23, 21, 784, 28, 19, 8, 27, 15, 56, 262, 118
INVAR-2, Run: 096, P, 0, 0, 212, 0, 0, 0, 0, 0, 0, 1, 0, 28, 22, 56, 924, 31, 31, 924, 28, 19, 8, 28, 17, 56, 530, 254
INVAR-2, Run: 097, P, 0, 0, 204, 0, 0, 0, 0, 0, 0, 1, 0, 28, 18, 56, 987, 20, 20, 987, 28, 16, 11, 28, 19, 56, 344, 163
INVAR-2, Run: 098, P, 0, 0, 228, 0, 0, 0, 0, 0, 0, 1, 0, 28, 30, 56, 977, 32, 32, 977, 28, 15, 12, 28, 13, 56, 312, 141
INVAR-2, Run: 099, P, 0, 0, 224, 0, 0, 0, 0, 0, 0, 1, 0, 28, 28, 56, 1211, 20, 20, 1211, 28, 19, 8, 28, 14, 56, 160, 66
INVAR-2, Run: 100, P, 0, 0, 208, 0, 0, 0, 0, 0, 0, 1, 0, 28, 20, 56, 635, 12, 12, 635, 28, 18, 9, 28, 18, 56, 552, 266
INVAR-3, Run: 001, P, 0, 1, 659, 0, 0, 0, 0, 0, 2, 1, 2, 81, 83, 164, 5042, 61, 59, 5042, 82, 56, 25, 81, 40, 164, 818, 367
INVAR-3, Run: 002, P, 0, 0, 648, 0, 0, 0, 0, 0, 0, 1, 0, 82, 78, 164, 5864, 54, 54, 5864, 82, 51, 30, 82, 43, 164, 1048, 485
INVAR-3, Run: 003, P, 0, 0, 608, 0, 0, 0, 0, 0, 0, 1, 0, 82, 58, 164, 5061, 60, 60, 5061, 82, 49, 32, 82, 53, 164, 1286, 614
INVAR-3, Run: 004, P, 0, 0, 648, 0, 0, 0, 0, 0, 0, 1, 0, 82, 78, 164, 3903, 51, 51, 3903, 82, 52, 29, 82, 43, 164, 824, 373
INVAR-3, Run: 005, P, 0, 0, 616, 0, 0, 0, 0, 0, 0, 1, 0, 82, 62, 164, 4864, 49, 49, 4864, 82, 57, 24, 82, 51, 164, 1162, 550
INVAR-3, Run: 006, P, 0, 0, 620, 0, 0, 0, 0, 0, 0, 1, 0, 82, 64, 164, 4330, 52, 52, 4330, 82, 47, 34, 82, 50, 164, 964, 450
INVAR-3, Run: 007, P, 0, 0, 640, 0, 0, 0, 0, 0, 0, 1, 0, 82, 74, 164, 4972, 48, 48, 4972, 82, 51, 30, 82, 45, 164, 1082, 504
INVAR-3, Run: 008, P, 0, 0, 624, 0, 0, 0, 0, 0, 2, 1, 2, 81, 66, 164, 3664, 39, 37, 3664, 82, 49, 32, 81, 49, 164, 982, 458
INVAR-3, Run: 009, P, 0, 0, 640, 0, 0, 0, 0, 0, 0, 1, 0, 82, 74, 164, 5247, 53, 53, 5247, 82, 59, 22, 82, 45, 164, 1280, 603
INVAR-3, Run: 010, P, 0, 0, 612, 0, 0, 0, 0, 0, 2, 1, 2, 81, 60, 164, 4626, 53, 51, 4626, 82, 61, 20, 81, 52, 164, 1508, 724
INVAR-3, Run: 011, P, 0, 0, 608, 0, 0, 0, 0, 0, 2, 1, 2, 81, 58, 164, 3864, 67, 65, 3864, 82, 51, 30, 81, 53, 164, 1914, 928
INVAR-3, Run: 012, P, 0, 0, 628, 0, 0, 0, 0, 0, 0, 1, 0, 82, 68, 164, 3536, 52, 52, 3536, 82, 50, 31, 82, 48, 164, 1328, 630
INVAR-3, Run: 013, P, 0, 0, 648, 0, 0, 0, 0, 0, 0, 1, 0, 82, 78, 164, 4688, 41, 41, 4688, 82, 56, 25, 82, 43, 164, 1328, 625
INVAR-3, Run: 014, P, 0, 0, 664, 0, 0, 0, 0, 0, 0, 1, 0, 82, 86, 164, 5362, 49, 49, 5362, 82, 54, 27, 82, 39, 164, 1338, 626
INVAR-3, Run: 015, P, 0, 0, 620, 0, 0, 0, 0, 0, 0, 1, 0, 82, 64, 164, 6040, 70, 70, 6040, 82, 46, 35, 82, 50, 164, 1332, 634
INVAR-3, Run: 016, P, 0, 0, 648, 0, 0, 0, 0, 0, 0, 1, 0, 82, 78, 164, 4568, 66, 66, 4568, 82, 52, 29, 82, 43, 164, 1240, 581
INVAR-3, Run: 017, P, 0, 0, 640, 0, 0, 0, 0, 0, 0, 1, 0, 82, 74, 164, 4697, 65, 65, 4697, 82, 47, 34, 82, 45, 164, 986, 456
INVAR-3, Run: 018, P, 0, 0, 628, 0, 0, 0, 0, 0, 0, 1, 0, 82, 68, 164, 4977, 43, 43, 4977, 82, 48, 33, 82, 48, 164, 1334, 633
INVAR-3, Run: 019, P, 0, 0, 632, 0, 0, 0, 0, 0, 0, 1, 0, 82, 70, 164, 4100, 55, 55, 4100, 82, 59, 22, 82, 47, 164, 1062, 496
INVAR-3, Run: 020, P, 0, 0, 640, 0, 0, 0, 0, 0, 2, 1, 2, 81, 74, 164, 3975, 57, 55, 3975, 82, 49, 32, 81, 45, 164, 648, 287
INVAR-3, Run: 021, P, 0, 0, 632, 0, 0, 0, 0, 0, 2, 1, 2, 81, 70, 164, 5489, 43, 41, 5489, 82, 58, 23, 81, 47, 164, 2210, 1070
INVAR-3, Run: 022, P, 0, 0, 656, 0, 0, 0, 0, 0, 2, 1, 2, 81, 82, 164, 4531, 60, 58, 4531, 82, 49, 32, 81, 41, 164, 846, 382
INVAR-3, Run: 023, P, 0, 0, 640, 0, 0, 0, 0, 0, 0, 1, 0, 82, 74, 164, 5426, 36, 36, 5426, 82, 63, 18, 82, 45, 164, 948, 437
INVAR-3, Run: 024, P, 0, 0, 628, 0, 0, 0, 0, 0, 0, 1, 0, 82, 68, 164, 4126, 62, 62, 4126, 82, 52, 29, 82, 48, 164, 1190, 561
INVAR-3, Run: 025, P, 0, 0, 628, 0, 0, 0, 0, 0, 0, 1, 0, 82, 68, 164, 4814, 37, 37, 4814, 82, 45, 36, 82, 48, 164, 1678, 805
INVAR-3, Run: 026, P, 0, 0, 644, 0, 0, 0, 0, 0, 0, 1, 0, 82, 76, 164, 5710, 64, 64, 5710, 82, 48, 33, 82, 44, 164, 1742, 833
INVAR-3, Run: 027, P, 0, 0, 644, 0, 0, 0, 0, 0, 0, 1, 0, 82, 76, 164, 5195, 52, 52, 5195, 82, 47, 34, 82, 44, 164, 1256, 590
INVAR-3, Run: 028, P, 0, 0, 632, 0, 0, 0, 0, 0, 2, 1, 2, 81, 70, 164, 5266, 56, 54, 5266, 82, 49, 32, 81, 47, 164, 1128, 529
INVAR-3, Run: 029, P, 0, 0, 644, 0, 0, 0, 0, 0, 2, 1, 2, 81, 76, 164, 3816, 46, 44, 3816, 82, 55, 26, 81, 44, 164, 1380, 652
INVAR-3, Run: 030, P, 0, 0, 640, 0, 0, 0, 0, 0, 0, 1, 0, 82, 74, 164, 5073, 46, 46, 5073, 82, 54, 27, 82, 45, 164, 990, 458
INVAR-3, Run: 031, P, 0, 1, 623, 0, 0, 0, 0, 0, 0, 1, 0, 82, 65, 164, 5218, 33, 33, 5218, 82, 54, 27, 82, 49, 164, 1090, 512
INVAR-3, Run: 032, P, 0, 0, 640, 0, 0, 0, 0, 0, 0, 1, 0, 82, 74, 164, 4634, 68, 68, 4634, 82, 44, 37, 82, 45, 164, 1214, 570
INVAR-3, Run: 033, P, 0, 0, 632, 0, 0, 0, 0, 0, 0, 1, 0, 82, 70, 164, 5280, 43, 43, 5280, 82, 42, 39, 82, 47, 164, 1040, 485
INVAR-3, Run: 034, P, 0, 0, 632, 0, 0, 0, 0, 0, 0, 1, 0, 82, 70, 164, 3995, 41, 41, 3995, 82, 51, 30, 82, 47, 164, 2206, 1068
INVAR-3, Run: 035, P, 0, 0, 660, 0, 0, 0, 0, 0, 0, 1, 0, 82, 84, 164, 4524, 43, 43, 4524, 82, 44, 37, 82, 40, 164, 664, 290
INVAR-3, Run: 036, P, 0, 0, 636, 0, 0, 0, 0, 0, 0, 1, 0, 82, 72, 164, 4896, 50, 50, 4896, 82, 44, 37, 82, 46, 164, 1394, 661
INVAR-3, Run: 037, P, 0, 0, 636, 0, 0, 0, 0, 0, 2, 1, 2, 81, 72, 164, 3671, 64, 62, 3671, 82, 49, 32, 81, 46, 164, 1078, 503
INVAR-3, Run: 038, P, 0, 0, 628, 0, 0, 0, 0, 0, 0, 1, 0, 82, 68, 164, 5130, 71, 71, 5130, 82, 54, 27, 82, 48, 164, 1712, 822
INVAR-3, Run: 039, P, 0, 0, 640, 0, 0, 0, 0, 0, 2, 1, 2, 81, 74, 164, 4438, 45, 43, 4438, 82, 53, 28, 81, 45, 164, 672, 299
INVAR-3, Run: 040, P, 0, 0, 656, 0, 0, 0, 0, 0, 0, 1, 0, 82, 82, 164, 5492, 62, 62, 5492, 82, 55, 26, 82, 41, 164, 1290, 604
INVAR-3, Run: 041, P, 0, 0, 644, 0, 0, 0, 0, 0, 0, 1, 0, 82, 76, 164, 5351, 38, 38, 5351, 82, 54, 27, 82, 44, 164, 1532, 728
INVAR-3, Run: 042, P, 0, 1, 647, 0, 0, 0, 0, 0, 0, 1, 0, 82, 77, 164, 5725, 56, 56, 5725, 82, 55, 26, 82, 43, 164, 1328, 625
INVAR-3, Run: 043, P, 0, 1, 643, 0, 0, 0, 0, 0, 0, 1, 0, 82, 75, 164, 4705, 58, 58, 4705, 82, 49, 32, 82, 44, 164, 1490, 707
INVAR-3, Run: 044, P, 0, 1, 631, 0, 0, 0, 0, 0, 2, 1, 2, 81, 69, 164, 5679, 46, 44, 5679, 82, 52, 29, 81, 47, 164, 3110, 1520
INVAR-3, Run: 045, P, 0, 0, 608, 0, 0, 0, 0, 0, 0, 1, 0, 82, 58, 164, 3947, 52, 52, 3947, 82, 45, 36, 82, 53, 164, 2412, 1177
INVAR-3, Run: 046, P, 0, 0, 632, 0, 0, 0, 0, 0, 0, 1, 0, 82, 70, 164, 3944, 56, 56, 3944, 82, 62, 19, 82, 47, 164, 838, 384
INVAR-3, Run: 047, P, 0, 0, 608, 0, 0, 0, 0, 0, 0, 1, 0, 82, 58, 164, 5303, 53, 53, 5303, 82, 41, 40, 82, 53, 164, 2840, 1391
INVAR-3, Run: 048, P, 0, 0, 616, 0, 0, 0, 0, 0, 2, 1, 2, 81, 62, 164, 3309, 65, 63, 3309, 82, 46, 35, 81, 51, 164, 850, 394
INVAR-3, Run: 049, P, 0, 1, 647, 0, 0, 0, 0, 0, 0, 1, 0, 82, 77, 164, 4850, 54, 54, 4850, 82, 57, 24, 82, 43, 164, 3158, 1540
INVAR-3, Run: 050, P, 0, 0, 640, 0, 0, 0, 0, 0, 2, 1, 2, 81, 74, 164, 5319, 60, 58, 5319, 82, 38, 43, 81, 45, 164, 1184, 555
INVAR-3, Run: 051, P, 0, 0, 628, 0, 0, 0, 0, 0, 2, 1, 2, 81, 68, 164, 5362, 45, 43, 5362, 82, 57, 24, 81, 48, 164, 1892, 912
INVAR-3, Run: 052, P, 0, 0, 636, 0, 0, 0, 0, 0, 2, 1, 2, 81, 72, 164, 3420, 52, 50, 3420, 82, 52, 29, 81, 46, 164, 1352, 640
INVAR-3, Run: 053, P, 0, 0, 656, 0, 0, 0, 0, 0, 0, 1, 0, 82, 82, 164, 5368, 60, 60, 5368, 82, 51, 30, 82, 41, 164, 1148, 533
INVAR-3, Run: 054, P, 0, 0, 652, 0, 0, 0, 0, 0, 0, 1, 0, 82, 80, 164, 6970, 69, 69, 6970, 82, 55, 26, 82, 42, 164, 1996, 958
INVAR-3, Run: 055, P, 0, 0, 636, 0, 0, 0, 0, 0, 2, 1, 2, 81, 72, 164, 4741, 53, 51, 4741, 82, 56, 25, 81, 46, 164, 1398, 663
INVAR-3, Run: 056, P, 0, 1, 615, 0, 0, 0, 0, 0, 2, 1, 2, 81, 61, 164, 4504, 58, 56, 4504, 82, 55, 26, 81, 51, 164, 920, 429
INVAR-3, Run: 057, P, 0, 0, 612, 0, 0, 0, 0, 0, 2, 1, 2, 81, 60, 164, 3936, 86, 84, 3936, 82, 54, 27, 81, 52, 164, 1594, 767
INVAR-3, Run: 058, P, 0, 0, 616, 0, 0, 0, 0, 0, 0, 1, 0, 82, 62, 164, 4019, 32, 32, 4019, 82, 53, 28, 82, 51, 164, 958, 448
INVAR-3, Run: 059, P, 0, 0, 644, 0, 0, 0, 0, 0, 0, 1, 0, 82, 76, 164, 5120, 53, 53, 5120, 82, 55, 26, 82, 44, 164, 1098, 511
INVAR-3, Run: 060, P, 0, 0, 660, 0, 0, 0, 0, 0, 2, 1, 2, 81, 84, 164, 4729, 49, 47, 4729, 82, 54, 27, 81, 40, 164, 1476, 696
INVAR-3, Run: 061, P, 0, 0, 628, 0, 0, 0, 0, 0, 0, 1, 0, 82, 68, 164, 4829, 48, 48, 4829, 82, 54, 27, 82, 48, 164, 1028, 480
INVAR-3, Run: 062, P, 0, 0, 628, 0, 0, 0, 0, 0, 0, 1, 0, 82, 68, 164, 4303, 63, 63, 4303, 82, 58, 23, 82, 48, 164, 920, 426
INVAR-3, Run: 063, P, 0, 0, 640, 0, 0, 0, 0, 0, 2, 1, 2, 81, 74, 164, 4694, 66, 64, 4694, 82, 49, 32, 81, 45, 164, 876, 401
INVAR-3, Run: 064, P, 0, 0, 624, 0, 0, 0, 0, 0, 0, 1, 0, 82, 66, 164, 3643, 61, 61, 3643, 82, 53, 28, 82, 49, 164, 1468, 701
INVAR-3, Run: 065, P, 0, 0, 632, 0, 0, 0, 0, 0, 2, 1, 2, 81, 70, 164, 3725, 71, 69, 3725, 82, 59, 22, 81, 47, 164, 1488, 709
INVAR-3, Run: 066, P, 0, 0, 636, 0, 0, 0, 0, 0, 0, 1, 0, 82, 72, 164, 5999, 28, 28, 5999, 82, 57, 24, 82, 46, 164, 1054, 491
INVAR-3, Run: 067, P, 0, 0, 616, 0, 0, 0, 0, 0, 0, 1, 0, 82, 62, 164, 3507, 48, 48, 3507, 82, 39, 42, 82, 51, 164, 1250, 594
INVAR-3, Run: 068, P, 0, 0, 656, 0, 0, 0, 0, 0, 0, 1, 0, 82, 82, 164, 5483, 55, 55, 5483, 82, 55, 26, 82, 41, 164, 1800, 859
INVAR-3, Run: 069, P, 0, 0, 628, 0, 0, 0, 0, 0, 2, 1, 2, 81, 68, 164, 4923, 55, 53, 4923, 82, 49, 32, 81, 48, 164, 1144, 538
INVAR-3, Run: 070, P, 0, 0, 632, 0, 0, 0, 0, 0, 0, 1, 0, 82, 70, 164, 6030, 44, 44, 6030, 82, 54, 27, 82, 47, 164, 1020, 475
INVAR-3, Run: 071, P, 0, 0, 616, 0, 0, 0, 0, 0, 2, 1, 2, 81, 62, 164, 4275, 65, 63, 4275, 82, 49, 32, 81, 51, 164, 850, 394
INVAR-3, Run: 072, P, 0, 0, 660, 0, 0, 0, 0, 0, 0, 1, 0, 82, 84, 164, 5055, 42, 42, 5055, 82, 56, 25, 82, 40, 164, 594, 255
INVAR-3, Run: 073, P, 0, 0, 604, 0, 0, 0, 0, 0, 2, 1, 2, 81, 56, 164, 3889, 62, 60, 3889, 82, 50, 31, 81, 54, 164, 1242, 593
INVAR-3, Run: 074, P, 0, 0, 656, 0, 0, 0, 0, 0, 0, 1, 0, 82, 82, 164, 4862, 57, 57, 4862, 82, 49, 32, 82, 41, 164, 1030, 474
INVAR-3, Run: 075, P, 0, 0, 644, 0, 0, 0, 0, 0, 0, 1, 0, 82, 76, 164, 4449, 48, 48, 4449, 82, 45, 36, 82, 44, 164, 1354, 639
INVAR-3, Run: 076, P, 0, 0, 664, 0, 0, 0, 0, 0, 2, 1, 2, 81, 86, 164, 4681, 83, 81, 4681, 82, 41, 40, 81, 39, 164, 1212, 563
INVAR-3, Run: 077, P, 0, 0, 648, 0, 0, 0, 0, 0, 0, 1, 0, 82, 78, 164, 7243, 52, 52, 7243, 82, 49, 32, 82, 43, 164, 1104, 513
INVAR-3, Run: 078, P, 0, 0, 628, 0, 0, 0, 0, 0, 0, 1, 0, 82, 68, 164, 4914, 42, 42, 4914, 82, 51, 30, 82, 48, 164, 1638, 785
INVAR-3, Run: 079, P, 0, 0, 632, 0, 0, 0, 0, 0, 0, 1, 0, 82, 70, 164, 4007, 60, 60, 4007, 82, 52, 29, 82, 47, 164, 972, 451
INVAR-3, Run: 080, P, 0, 0, 644, 0, 0, 0, 0, 0, 2, 1, 2, 81, 76, 164, 6463, 53, 51, 6463, 82, 56, 25, 81, 44, 164, 1306, 615
INVAR-3, Run: 081, P, 0, 0, 640, 0, 0, 0, 0, 0, 0, 1, 0, 82, 74, 164, 5185, 59, 59, 5185, 82, 58, 23, 82, 45, 164, 1132, 529
INVAR-3, Run: 082, P, 0, 0, 636, 0, 0, 0, 0, 0, 0, 1, 0, 82, 72, 164, 5559, 53, 53, 5559, 82, 46, 35, 82, 46, 164, 1386, 657
INVAR-3, Run: 083, P, 0, 0, 664, 0, 0, 0, 0, 0, 2, 1, 2, 81, 86, 164, 5688, 51, 49, 5688, 82, 48, 33, 81, 39, 164, 1632, 773
INVAR-3, Run: 084, P, 0, 0, 612, 0, 0, 0, 0, 0, 0, 1, 0, 82, 60, 164, 4600, 59, 59, 4600, 82, 59, 22, 82, 52, 164, 1394, 667
INVAR-3, Run: 085, P, 0, 0, 644, 0, 0, 0, 0, 0, 0, 1, 0, 82, 76, 164, 4887, 46, 46, 4887, 82, 54, 27, 82, 44, 164, 856, 390
INVAR-3, Run: 086, P, 0, 0, 636, 0, 0, 0, 0, 0, 2, 1, 2, 81, 72, 164, 4948, 41, 39, 4948, 82, 56, 25, 81, 46, 164, 1590, 759
INVAR-3, Run: 087, P, 0, 0, 644, 0, 0, 0, 0, 0, 0, 1, 0, 82, 76, 164, 5083, 54, 54, 5083, 82, 51, 30, 82, 44, 164, 852, 388
INVAR-3, Run: 088, P, 0, 0, 636, 0, 0, 0, 0, 0, 0, 1, 0, 82, 72, 164, 4974, 52, 52, 4974, 82, 51, 30, 82, 46, 164, 1028, 478
INVAR-3, Run: 089, P, 0, 0, 608, 0, 0, 0, 0, 0, 0, 1, 0, 82, 58, 164, 3109, 60, 60, 3109, 82, 53, 28, 82, 53, 164, 1390, 666
INVAR-3, Run: 090, P, 0, 0, 616, 0, 0, 0, 0, 0, 0, 1, 0, 82, 62, 164, 4413, 55, 55, 4413, 82, 49, 32, 82, 51, 164, 894, 416
INVAR-3, Run: 091, P, 0, 0, 660, 0, 0, 0, 0, 0, 2, 1, 2, 81, 84, 164, 4613, 68, 66, 4613, 82, 52, 29, 81, 40, 164, 1234, 575
INVAR-3, Run: 092, P, 0, 0, 628, 0, 0, 0, 0, 0, 0, 1, 0, 82, 68, 164, 4000, 51, 51, 4000, 82, 57, 24, 82, 48, 164, 918, 425
INVAR-3, Run: 093, P, 0, 0, 648, 0, 0, 0, 0, 0, 0, 1, 0, 82, 78, 164, 5699, 48, 48, 5699, 82, 53, 28, 82, 43, 164, 1398, 660
INVAR-3, Run: 094, P, 0, 0, 644, 0, 0, 0, 0, 0, 0, 1, 0, 82, 76, 164, 5574, 59, 59, 5574, 82, 55, 26, 82, 44, 164, 2616, 1270
INVAR-3, Run: 095, P, 0, 0, 636, 0, 0, 0, 0, 0, 0, 1, 0, 82, 72, 164, 4883, 57, 57, 4883, 82, 60, 21, 82, 46, 164, 1154, 541
INVAR-3, Run: 096, P, 0, 0, 636, 0, 0, 0, 0, 0, 0, 1, 0, 82, 72, 164, 5452, 33, 33, 5452, 82, 59, 22, 82, 46, 164, 1512, 720
INVAR-3, Run: 097, P, 0, 1, 627, 0, 0, 0, 0, 0, 0, 1, 0, 82, 67, 164, 4837, 42, 42, 4837, 82, 50, 31, 82, 48, 164, 1138, 535
INVAR-3, Run: 098, P, 0, 0, 648, 0, 0, 0, 0, 0, 0, 1, 0, 82, 78, 164, 5353, 58, 58, 5353, 82, 51, 30, 82, 43, 164, 1368, 645
INVAR-3, Run: 099, P, 0, 1, 611, 0, 0, 0, 0, 0, 0, 1, 0, 82, 59, 164, 4504, 47, 47, 4504, 82, 53, 28, 82, 52, 164, 1242, 591
INVAR-3, Run: 100, P, 0, 0, 628, 0, 0, 0, 0, 0, 2, 1, 2, 81, 68, 164, 3599, 46, 44, 3599, 82, 52, 29, 81, 48, 164, 1440, 686
INVAR-4, Run: 001, P, 0, 0, 0, 0, 1, 0, 1, 147, 147, 0, 0, 19, 15, 39, 507, 15, 15, 360, 19, 11, 8, 19, 12, 39, 243, 114
INVAR-4, Run: 002, P, 0, 0, 0, 0, 1, 0, 1, 139, 139, 0, 0, 19, 11, 39, 489, 9, 9, 350, 19, 12, 7, 19, 14, 39, 93, 41
INVAR-4, Run: 003, P, 0, 1, 0, 0, 1, 0, 1, 150, 150, 0, 0, 19, 16, 39, 803, 11, 11, 653, 19, 12, 7, 19, 11, 39, 925, 454
INVAR-4, Run: 004, P, 0, 0, 0, 0, 1, 0, 1, 147, 147, 0, 0, 19, 15, 39, 614, 22, 22, 467, 19, 12, 7, 19, 12, 39, 163, 74
INVAR-4, Run: 005, P, 0, 0, 0, 0, 1, 0, 1, 143, 143, 0, 0, 19, 13, 39, 626, 17, 17, 483, 19, 12, 7, 19, 13, 39, 165, 76
INVAR-4, Run: 006, P, 0, 0, 0, 0, 1, 0, 1, 151, 151, 0, 0, 19, 17, 39, 409, 13, 13, 258, 19, 12, 7, 19, 11, 39, 241, 112
INVAR-4, Run: 007, P, 0, 0, 0, 0, 1, 0, 1, 147, 147, 0, 0, 19, 15, 39, 652, 13, 13, 505, 19, 9, 10, 19, 12, 39, 161, 73
INVAR-4, Run: 008, P, 0, 0, 0, 0, 1, 0, 1, 147, 147, 0, 0, 19, 15, 39, 587, 18, 18, 440, 19, 12, 7, 19, 12, 39, 171, 78
INVAR-4, Run: 009, P, 0, 0, 0, 0, 1, 0, 1, 143, 143, 0, 0, 19, 13, 39, 886, 17, 17, 743, 19, 12, 7, 19, 13, 39, 129, 58
INVAR-4, Run: 010, P, 0, 0, 0, 0, 1, 0, 1, 147, 147, 0, 0, 19, 15, 39, 817, 6, 6, 670, 19, 16, 3, 19, 12, 39, 129, 57
INVAR-4, Run: 011, P, 0, 0, 0, 0, 1, 0, 1, 151, 151, 0, 0, 19, 17, 39, 590, 17, 17, 439, 19, 11, 8, 19, 11, 39, 159, 71
INVAR-4, Run: 012, P, 0, 0, 0, 0, 1, 0, 1, 155, 155, 0, 0, 19, 19, 39, 520, 8, 8, 365, 19, 12, 7, 19, 10, 39, 227, 104
INVAR-4, Run: 013, P, 0, 1, 0, 0, 1, 0, 1, 142, 142, 0, 0, 19, 12, 39, 961, 20, 20, 819, 19, 12, 7, 19, 13, 39, 261, 124
INVAR-4, Run: 014, P, 0, 1, 0, 0, 1, 0, 1, 150, 150, 0, 0, 19, 16, 39, 569, 10, 10, 419, 19, 13, 6, 19, 11, 39, 449, 216
INVAR-4, Run: 015, P, 0, 0, 0, 0, 1, 0, 1, 147, 147, 0, 0, 19, 15, 39, 560, 23, 23, 413, 19, 12, 7, 19, 12, 39, 209, 97
INVAR-4, Run: 016, P, 0, 0, 0, 0, 1, 0, 1, 155, 155, 0, 0, 19, 19, 39, 532, 23, 23, 377, 19, 16, 3, 19, 10, 39, 91, 36
INVAR-4, Run: 017, P, 0, 0, 0, 0, 1, 0, 1, 155, 155, 0, 0, 19, 19, 39, 595, 15, 15, 440, 19, 14, 5, 19, 10, 39, 99, 40
INVAR-4, Run: 018, P, 0, 0, 0, 0, 1, 0, 1, 147, 147, 0, 0, 19, 15, 39, 637, 13, 13, 490, 19, 13, 6, 19, 12, 39, 123, 54
INVAR-4, Run: 019, P, 0, 0, 0, 0, 1, 0, 1, 143, 143, 0, 0, 19, 13, 39, 478, 21, 21, 335, 19, 15, 4, 19, 13, 39, 169, 78
INVAR-4, Run: 020, P, 0, 1, 0, 0, 1, 0, 1, 138, 138, 0, 0, 19, 10, 39, 534, 11, 11, 396, 19, 15, 4, 19, 14, 39, 271, 130
INVAR-4, Run: 021, P, 0, 0, 0, 0, 1, 0, 1, 135, 135, 0, 0, 19, 9, 39, 599, 20, 20, 464, 19, 13, 6, 19, 15, 39, 215, 103
INVAR-4, Run: 022, P, 0, 0, 0, 0, 1, 0, 1, 147, 147, 0, 0, 19, 15, 39, 431, 18, 18, 284, 19, 12, 7, 19, 12, 39, 153, 69
INVAR-4, Run: 023, P, 0, 0, 0, 0, 1, 0, 1, 147, 147, 0, 0, 19, 15, 39, 671, 13, 13, 524, 19, 14, 5, 19, 12, 39, 143, 64
INVAR-4, Run: 024, P, 0, 0, 0, 0, 1, 0, 1, 155, 155, 0, 0, 19, 19, 39, 753, 14, 14, 598, 19, 10, 9, 19, 10, 39, 157, 69
INVAR-4, Run: 025, P, 0, 1, 0, 0, 1, 0, 1, 150, 150, 0, 0, 19, 16, 39, 420, 6, 6, 270, 19, 14, 5, 19, 11, 39, 45, 14
INVAR-4, Run: 026, P, 0, 0, 0, 0, 1, 0, 1, 135, 135, 0, 0, 19, 9, 39, 636, 13, 13, 501, 19, 14, 5, 19, 15, 39, 405, 198
INVAR-4, Run: 027, P, 0, 0, 0, 0, 1, 0, 1, 151, 151, 0, 0, 19, 17, 39, 556, 7, 7, 405, 19, 14, 5, 19, 11, 39, 117, 50
INVAR-4, Run: 028, P, 0, 0, 0, 0, 1, 0, 1, 151, 151, 0, 0, 19, 17, 39, 662, 10, 10, 511, 19, 15, 4, 19, 11, 39, 65, 24
INVAR-4, Run: 029, P, 0, 0, 0, 0, 1, 0, 1, 131, 131, 0, 0, 19, 7, 39, 588, 14, 14, 457, 19, 17, 2, 19, 16, 39, 329, 161
INVAR-4, Run: 030, P, 0, 0, 0, 0, 1, 0, 1, 143, 143, 0, 0, 19, 13, 39, 582, 19, 19, 439, 19, 14, 5, 19, 13, 39, 69, 28
INVAR-4, Run: 031, P, 0, 1, 0, 0, 1, 0, 1, 142, 142, 0, 0, 19, 12, 39, 673, 19, 19, 531, 19, 13, 6, 19, 13, 39, 307, 147
INVAR-4, Run: 032, P, 0, 0, 0, 0, 1, 0, 1, 155, 155, 0, 0, 19, 19, 39, 957, 10, 10, 802, 19, 13, 6, 19, 10, 39, 77, 29
INVAR-4, Run: 033, P, 0, 0, 0, 0, 1, 0, 1, 143, 143, 0, 0, 19, 13, 39, 504, 25, 25, 361, 19, 12, 7, 19, 13, 39, 117, 52
INVAR-4, Run: 034, P, 0, 0, 0, 0, 1, 0, 1, 155, 155, 0, 0, 19, 19, 39, 941, 21, 21, 786, 19, 15, 4, 19, 10, 39, 279, 130
INVAR-4, Run: 035, P, 0, 0, 0, 0, 1, 0, 1, 151, 151, 0, 0, 19, 17, 39, 447, 17, 17, 296, 19, 8, 11, 19, 11, 39, 85, 34
