Input Number, Run_Number, Result@ 1000, A, B, H, C, L4, L1, L5, Y, T1, T2, T3, T4, T5, T6, R, U, L2, D, L3, O1, O2, O3, O4, Reaction10, Reaction11, Reaction12, Reaction13, Reaction14, Reaction15, Reaction16, Reaction17, Reaction19, Reaction2, Reaction20, Reaction21, Reaction22, Reaction23, Reaction24, Reaction25, Reaction3, Reaction4, Reaction5, Reaction6, Reaction8, Reaction9
INVAR-1, Run: 021, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 94, 73, 128, 116, 83, 66, 57, 50, 33, 837, 17, 9, 7, 0, 50, 50, 572, 395, 301, 228, 265, 177
INVAR-1, Run: 022, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 46, 33, 57, 74, 68, 65, 60, 55, 6, 440, 3, 5, 5, 5, 50, 50, 332, 236, 190, 157, 108, 96
INVAR-1, Run: 023, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 72, 30, 43, 109, 88, 76, 67, 58, 21, 647, 12, 9, 9, 8, 50, 50, 391, 245, 173, 143, 256, 146
INVAR-1, Run: 024, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 72, 33, 59, 99, 83, 72, 63, 57, 16, 599, 11, 9, 6, 7, 50, 50, 378, 264, 192, 159, 221, 114
INVAR-1, Run: 025, P, 10, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 61, 57, 55, 54, 52, 4, 100, 2, 1, 2, 2, 50, 50, 100, 100, 100, 100, 0, 0
INVAR-1, Run: 026, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 10, 1, 2, 10, 92, 58, 65, 115, 92, 82, 67, 59, 23, 710, 10, 15, 8, 9, 50, 50, 457, 315, 223, 165, 253, 142
INVAR-1, Run: 027, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 80, 44, 79, 96, 77, 67, 63, 54, 19, 700, 10, 4, 9, 4, 50, 50, 442, 303, 223, 179, 258, 139
INVAR-1, Run: 028, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 86, 54, 194, 79, 67, 62, 57, 52, 12, 725, 5, 5, 5, 2, 50, 50, 554, 434, 348, 294, 171, 120
INVAR-1, Run: 029, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 43, 32, 71, 91, 77, 66, 61, 56, 14, 444, 11, 5, 5, 6, 50, 50, 334, 246, 203, 171, 110, 88
INVAR-1, Run: 030, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 89, 50, 86, 109, 84, 75, 64, 57, 25, 749, 9, 11, 7, 7, 50, 50, 493, 325, 236, 186, 256, 168
INVAR-1, Run: 031, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 10, 1, 2, 10, 75, 56, 65, 114, 89, 72, 63, 56, 25, 643, 17, 9, 7, 6, 50, 50, 435, 296, 221, 165, 208, 139
INVAR-1, Run: 032, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 66, 35, 44, 98, 74, 63, 57, 54, 24, 586, 11, 6, 3, 4, 50, 50, 375, 245, 179, 144, 211, 130
INVAR-1, Run: 033, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 126, 74, 178, 96, 87, 76, 70, 56, 9, 823, 11, 6, 14, 6, 50, 50, 607, 478, 352, 278, 216, 129
INVAR-1, Run: 034, P, 10, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 62, 58, 56, 51, 51, 4, 100, 2, 5, 0, 1, 50, 50, 100, 100, 100, 100, 0, 0
INVAR-1, Run: 035, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 69, 23, 45, 107, 87, 78, 66, 57, 20, 561, 9, 12, 9, 7, 50, 50, 365, 237, 168, 145, 196, 128
INVAR-1, Run: 036, P, 0, 0, 0, 10, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 8, 9, 0, 8, 119, 56, 104, 130, 102, 87, 76, 60, 28, 931, 15, 11, 16, 10, 50, 50, 564, 379, 260, 204, 367, 185
INVAR-1, Run: 037, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 85, 50, 70, 113, 97, 83, 72, 56, 16, 755, 14, 11, 16, 6, 50, 50, 486, 305, 220, 170, 269, 181
INVAR-1, Run: 038, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 74, 34, 38, 105, 83, 73, 63, 52, 22, 603, 10, 10, 11, 2, 50, 50, 372, 246, 172, 138, 231, 126
INVAR-1, Run: 039, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 66, 34, 37, 101, 85, 75, 63, 55, 16, 502, 10, 12, 8, 5, 50, 50, 339, 237, 171, 137, 163, 102
INVAR-1, Run: 040, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 55, 30, 78, 65, 61, 56, 53, 50, 4, 520, 5, 3, 3, 0, 50, 50, 368, 263, 208, 178, 152, 105
INVAR-1, Run: 041, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 121, 95, 168, 74, 67, 64, 60, 54, 7, 1098, 3, 4, 6, 4, 50, 50, 726, 484, 363, 268, 372, 242
INVAR-1, Run: 042, P, 10, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 8, 9, 10, 8, 49, 24, 40, 89, 77, 66, 60, 52, 12, 399, 11, 6, 8, 2, 50, 50, 264, 213, 164, 140, 135, 51
INVAR-1, Run: 043, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 64, 35, 41, 99, 84, 66, 61, 54, 15, 531, 18, 5, 7, 4, 50, 50, 332, 240, 176, 141, 199, 92
INVAR-1, Run: 044, P, 10, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 12, 13, 14, 12, 125, 66, 90, 126, 103, 86, 68, 60, 23, 1093, 17, 18, 8, 10, 50, 50, 616, 381, 256, 190, 477, 235
INVAR-1, Run: 045, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 98, 51, 78, 108, 92, 71, 63, 55, 16, 732, 21, 8, 8, 5, 50, 50, 472, 327, 229, 178, 260, 145
INVAR-1, Run: 046, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 133, 82, 210, 80, 73, 67, 59, 54, 7, 987, 6, 8, 5, 4, 50, 50, 697, 525, 392, 310, 290, 172
INVAR-1, Run: 047, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 10, 1, 2, 10, 118, 83, 238, 66, 61, 60, 56, 53, 5, 983, 1, 4, 3, 3, 50, 50, 726, 539, 421, 338, 257, 187
INVAR-1, Run: 048, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 78, 34, 54, 93, 82, 67, 55, 52, 11, 563, 15, 12, 3, 2, 50, 50, 377, 266, 188, 154, 186, 111
INVAR-1, Run: 049, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 34, 15, 9, 82, 68, 64, 58, 54, 14, 332, 4, 6, 4, 4, 50, 50, 218, 158, 124, 109, 114, 60
INVAR-1, Run: 050, P, 10, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 10, 11, 12, 10, 117, 62, 78, 133, 103, 80, 71, 60, 30, 982, 23, 9, 11, 10, 50, 50, 581, 357, 240, 178, 401, 224
INVAR-1, Run: 051, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 102, 63, 99, 98, 73, 63, 59, 56, 25, 791, 10, 4, 3, 6, 50, 50, 524, 364, 262, 199, 267, 160
INVAR-1, Run: 052, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 107, 59, 174, 92, 77, 67, 61, 55, 15, 823, 10, 6, 6, 5, 50, 50, 591, 440, 333, 274, 232, 151
INVAR-1, Run: 053, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 88, 55, 87, 81, 73, 65, 62, 56, 8, 648, 8, 3, 6, 6, 50, 50, 453, 330, 242, 187, 195, 123
INVAR-1, Run: 054, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 41, 37, 44, 89, 79, 68, 59, 53, 10, 484, 11, 9, 6, 3, 50, 50, 328, 222, 181, 144, 156, 106
INVAR-1, Run: 055, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 74, 34, 100, 100, 80, 70, 60, 56, 20, 591, 10, 10, 4, 6, 50, 50, 420, 308, 234, 200, 171, 112
INVAR-1, Run: 056, P, 10, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 63, 58, 55, 54, 52, 5, 100, 3, 1, 2, 2, 50, 50, 100, 100, 100, 100, 0, 0
INVAR-1, Run: 057, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 107, 66, 90, 96, 75, 66, 59, 54, 21, 865, 9, 7, 5, 4, 50, 50, 564, 363, 256, 190, 301, 201
INVAR-1, Run: 058, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 61, 43, 79, 83, 72, 61, 57, 55, 11, 619, 11, 4, 2, 5, 50, 50, 419, 283, 222, 179, 200, 136
INVAR-1, Run: 059, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 60, 24, 30, 93, 80, 67, 62, 56, 13, 430, 13, 5, 6, 6, 50, 50, 296, 214, 154, 130, 134, 82
INVAR-1, Run: 060, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 50, 17, 21, 103, 84, 73, 67, 56, 19, 458, 11, 6, 11, 6, 50, 50, 281, 188, 138, 121, 177, 93
INVAR-1, Run: 061, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 43, 35, 64, 83, 75, 66, 61, 55, 8, 407, 9, 5, 6, 5, 50, 50, 310, 242, 199, 164, 97, 68
INVAR-1, Run: 062, P, 10, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 59, 56, 53, 51, 50, 3, 100, 3, 2, 1, 0, 50, 50, 100, 100, 100, 100, 0, 0
INVAR-1, Run: 063, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 74, 48, 62, 78, 67, 63, 57, 52, 11, 620, 4, 6, 5, 2, 50, 50, 413, 284, 210, 162, 207, 129
INVAR-1, Run: 064, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 99, 63, 89, 108, 89, 75, 65, 60, 19, 811, 14, 10, 5, 10, 50, 50, 494, 351, 252, 189, 317, 143
INVAR-1, Run: 065, P, 0, 0, 0, 10, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 18, 19, 10, 18, 123, 65, 111, 104, 89, 76, 68, 59, 15, 1120, 13, 8, 9, 9, 50, 50, 664, 399, 276, 211, 456, 265
INVAR-1, Run: 066, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 144, 70, 151, 109, 92, 79, 64, 57, 17, 933, 13, 15, 7, 7, 50, 50, 654, 465, 321, 251, 279, 189
INVAR-1, Run: 067, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 89, 60, 76, 87, 74, 68, 60, 55, 13, 767, 6, 8, 5, 5, 50, 50, 484, 325, 236, 176, 283, 159
INVAR-1, Run: 068, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 57, 24, 16, 85, 69, 63, 56, 52, 16, 510, 6, 7, 4, 2, 50, 50, 301, 197, 140, 116, 209, 104
INVAR-1, Run: 069, P, 10, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 10, 11, 9, 146, 79, 153, 116, 95, 76, 66, 56, 21, 1085, 19, 10, 10, 6, 50, 50, 699, 478, 332, 253, 386, 221
INVAR-1, Run: 070, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 51, 40, 59, 97, 82, 69, 63, 56, 15, 477, 13, 6, 7, 6, 50, 50, 352, 250, 199, 159, 125, 102
INVAR-1, Run: 071, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 66, 38, 42, 111, 94, 79, 68, 58, 17, 525, 15, 11, 10, 8, 50, 50, 336, 246, 180, 142, 189, 90
INVAR-1, Run: 072, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 85, 72, 111, 77, 69, 63, 56, 53, 8, 690, 6, 7, 3, 3, 50, 50, 493, 368, 283, 211, 197, 125
INVAR-1, Run: 073, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 61, 28, 69, 99, 79, 67, 59, 54, 20, 555, 12, 8, 5, 4, 50, 50, 360, 258, 197, 169, 195, 102
INVAR-1, Run: 074, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 107, 69, 97, 98, 79, 66, 57, 52, 19, 903, 13, 9, 5, 2, 50, 50, 568, 373, 266, 197, 335, 195
INVAR-1, Run: 075, P, 10, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 66, 59, 56, 56, 53, 7, 100, 3, 0, 3, 3, 50, 50, 100, 100, 100, 100, 0, 0
INVAR-1, Run: 076, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 76, 33, 48, 113, 92, 71, 61, 57, 21, 598, 21, 10, 4, 7, 50, 50, 375, 257, 181, 148, 223, 118
INVAR-1, Run: 077, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 52, 25, 36, 89, 69, 57, 54, 52, 20, 465, 12, 3, 2, 2, 50, 50, 291, 213, 161, 136, 174, 78
INVAR-1, Run: 078, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 66, 41, 87, 80, 65, 60, 53, 52, 15, 601, 5, 7, 1, 2, 50, 50, 391, 294, 228, 187, 210, 97
INVAR-1, Run: 079, P, 0, 0, 0, 10, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 10, 11, 2, 10, 52, 45, 62, 114, 93, 82, 69, 60, 21, 474, 11, 13, 9, 10, 50, 50, 348, 259, 207, 162, 126, 89
INVAR-1, Run: 080, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 66, 41, 69, 101, 83, 68, 61, 55, 18, 585, 15, 7, 6, 5, 50, 50, 389, 276, 210, 169, 196, 113
INVAR-1, Run: 081, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 12, 3, 4, 12, 83, 57, 81, 102, 84, 70, 61, 54, 18, 792, 14, 9, 7, 4, 50, 50, 485, 321, 238, 181, 307, 164
INVAR-1, Run: 082, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 106, 69, 133, 115, 94, 73, 64, 55, 21, 908, 21, 9, 9, 5, 50, 50, 577, 408, 302, 233, 331, 169
INVAR-1, Run: 083, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 10, 1, 2, 10, 67, 38, 81, 61, 58, 56, 52, 51, 3, 568, 2, 4, 1, 1, 50, 50, 389, 286, 219, 181, 179, 103
INVAR-1, Run: 084, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 60, 45, 104, 87, 80, 74, 68, 59, 7, 534, 6, 6, 9, 9, 50, 50, 396, 309, 249, 204, 138, 87
INVAR-1, Run: 085, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 104, 75, 111, 106, 93, 75, 62, 54, 13, 882, 18, 13, 8, 4, 50, 50, 562, 390, 286, 211, 320, 172
INVAR-1, Run: 086, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 58, 27, 24, 97, 81, 71, 60, 53, 16, 433, 10, 11, 7, 3, 50, 50, 290, 209, 151, 124, 143, 81
INVAR-1, Run: 087, P, 0, 0, 0, 10, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 10, 11, 2, 10, 52, 38, 45, 78, 71, 63, 56, 53, 7, 429, 8, 7, 3, 3, 50, 50, 314, 235, 183, 145, 115, 79
INVAR-1, Run: 088, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 49, 21, 41, 74, 63, 57, 53, 52, 11, 431, 6, 4, 1, 2, 50, 50, 290, 211, 162, 141, 141, 79
INVAR-1, Run: 089, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 73, 34, 66, 113, 102, 82, 70, 58, 11, 604, 20, 12, 12, 8, 50, 50, 406, 273, 200, 166, 198, 133
INVAR-1, Run: 090, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 54, 32, 58, 94, 84, 74, 60, 56, 10, 522, 10, 14, 4, 6, 50, 50, 349, 244, 190, 158, 173, 105
