Input Number, Run_Number, Result@ 100, X1, A, B, C, PO, D, CO, Y, PE, CE, E, F, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-1, Run: 001, F, 0, 0, 0, 0, 0, 8, 46, 0, 1, 7, 32, 0, 18, 77, 7, 53, 31, 9, 1, 7, 32, 9, 18, 44, 22
INVAR-1, Run: 002, F, 0, 0, 0, 0, 0, 16, 38, 0, 1, 9, 28, 0, 18, 62, 9, 47, 24, 9, 5, 3, 28, 9, 18, 76, 38
INVAR-1, Run: 003, F, 0, 0, 0, 0, 0, 44, 10, 0, 1, 15, 14, 0, 18, 172, 15, 25, 162, 9, 4, 4, 14, 9, 18, 92, 46
INVAR-1, Run: 004, F, 0, 0, 0, 0, 0, 42, 12, 0, 1, 9, 15, 0, 18, 87, 9, 21, 75, 9, 6, 2, 15, 9, 18, 92, 46
INVAR-1, Run: 005, F, 0, 0, 0, 0, 0, 26, 28, 0, 1, 8, 23, 0, 18, 85, 8, 36, 57, 9, 3, 5, 23, 9, 18, 56, 28
INVAR-1, Run: 006, F, 0, 0, 0, 0, 0, 32, 22, 0, 1, 11, 20, 0, 18, 75, 11, 33, 53, 9, 8, 0, 20, 9, 18, 166, 83
INVAR-1, Run: 007, F, 0, 0, 0, 0, 0, 24, 30, 0, 1, 10, 24, 0, 18, 97, 10, 40, 67, 9, 7, 1, 24, 9, 18, 176, 88
INVAR-1, Run: 008, F, 0, 0, 0, 0, 0, 16, 38, 0, 1, 11, 28, 0, 18, 143, 11, 49, 105, 9, 5, 3, 28, 9, 18, 166, 83
INVAR-1, Run: 009, F, 0, 0, 0, 0, 0, 26, 28, 0, 1, 7, 23, 0, 18, 124, 7, 35, 96, 9, 7, 1, 23, 9, 18, 56, 28
INVAR-1, Run: 010, F, 0, 0, 0, 0, 0, 46, 8, 0, 1, 10, 13, 0, 18, 108, 10, 18, 100, 9, 5, 3, 13, 9, 18, 188, 94
INVAR-1, Run: 011, F, 0, 0, 0, 0, 0, 2, 52, 0, 1, 4, 35, 0, 18, 145, 4, 56, 93, 9, 6, 2, 35, 9, 18, 34, 17
INVAR-1, Run: 012, F, 0, 0, 0, 0, 0, 30, 24, 0, 1, 7, 21, 0, 18, 134, 7, 31, 110, 9, 5, 3, 21, 9, 18, 148, 74
INVAR-1, Run: 013, F, 0, 0, 0, 0, 0, 42, 12, 0, 1, 3, 15, 0, 18, 54, 3, 15, 42, 9, 5, 3, 15, 9, 18, 66, 33
INVAR-1, Run: 014, F, 0, 0, 0, 0, 0, 20, 34, 0, 1, 5, 26, 0, 18, 70, 5, 39, 36, 9, 6, 2, 26, 9, 18, 58, 29
INVAR-1, Run: 015, F, 0, 0, 0, 0, 0, 24, 30, 0, 1, 9, 24, 0, 18, 166, 9, 39, 136, 9, 7, 1, 24, 9, 18, 82, 41
INVAR-1, Run: 016, F, 0, 0, 0, 0, 0, 44, 10, 0, 1, 9, 14, 0, 18, 77, 9, 19, 67, 9, 7, 1, 14, 9, 18, 106, 53
