Input Number, Run_Number, Result@ 100, X1, H, M, PO, CE, Y, D, CO, PE, A, B
INVAR-1, Run: 001, P, 0, 0, 0, 0, 0, 41, 9, 49, 0, 13, 0
INVAR-1, Run: 002, P, 0, 0, 0, 0, 0, 36, 9, 44, 0, 18, 0
INVAR-1, Run: 003, P, 0, 0, 0, 0, 0, 47, 9, 55, 0, 7, 0
INVAR-1, Run: 004, P, 0, 0, 0, 0, 0, 50, 9, 59, 0, 4, 0
INVAR-1, Run: 005, P, 0, 0, 0, 0, 0, 44, 9, 51, 0, 10, 0
INVAR-1, Run: 006, P, 0, 0, 0, 0, 0, 44, 9, 50, 0, 10, 0
INVAR-1, Run: 007, P, 0, 0, 0, 0, 0, 48, 9, 57, 0, 6, 0
INVAR-1, Run: 008, P, 0, 0, 0, 0, 0, 44, 9, 52, 0, 10, 0
INVAR-1, Run: 009, P, 0, 0, 0, 0, 0, 34, 9, 40, 0, 20, 0
INVAR-1, Run: 010, P, 0, 0, 0, 0, 0, 43, 9, 50, 0, 11, 0
INVAR-1, Run: 011, P, 0, 0, 0, 0, 0, 46, 9, 54, 0, 8, 0
INVAR-1, Run: 012, P, 0, 0, 0, 0, 0, 33, 9, 39, 0, 21, 0
INVAR-1, Run: 013, P, 0, 0, 0, 0, 0, 34, 9, 39, 0, 20, 0
INVAR-1, Run: 014, P, 0, 0, 0, 0, 0, 36, 9, 44, 0, 18, 0
INVAR-1, Run: 015, P, 0, 0, 0, 0, 0, 49, 9, 56, 0, 5, 0
INVAR-1, Run: 016, P, 0, 0, 0, 0, 0, 51, 9, 59, 0, 3, 0
INVAR-1, Run: 017, P, 0, 0, 0, 0, 0, 50, 9, 56, 0, 4, 0
INVAR-1, Run: 018, P, 0, 0, 0, 0, 0, 43, 9, 52, 0, 11, 0
INVAR-1, Run: 019, P, 0, 0, 0, 0, 0, 28, 9, 34, 0, 26, 0
INVAR-1, Run: 020, P, 0, 0, 0, 0, 0, 26, 9, 33, 0, 28, 0
INVAR-1, Run: 021, P, 0, 0, 0, 0, 0, 50, 9, 56, 0, 4, 0
INVAR-1, Run: 022, P, 0, 0, 0, 0, 0, 50, 9, 57, 0, 4, 0
INVAR-1, Run: 023, P, 0, 0, 0, 0, 0, 34, 9, 42, 0, 20, 0
INVAR-1, Run: 024, P, 0, 0, 0, 0, 0, 51, 9, 58, 0, 3, 0
INVAR-1, Run: 025, P, 0, 0, 0, 0, 0, 44, 9, 51, 0, 10, 0
INVAR-1, Run: 026, P, 0, 0, 0, 0, 0, 49, 9, 56, 0, 5, 0
INVAR-1, Run: 027, P, 0, 0, 0, 0, 0, 46, 9, 55, 0, 8, 0
INVAR-1, Run: 028, P, 0, 0, 0, 0, 0, 18, 9, 25, 0, 36, 0
