Input Number, Run_Number, Result@ 100, X1, A, B, C, PO, D, CO, Y, PE, CE, E, F
INVAR-1, Run: 001, P, 0, 0, 0, 0, 0, 11, 43, 43, 0, 0, 9, 0
INVAR-1, Run: 002, P, 0, 0, 0, 0, 0, 5, 49, 49, 0, 0, 9, 0
INVAR-1, Run: 003, P, 0, 0, 0, 0, 0, 6, 48, 48, 0, 0, 9, 0
INVAR-1, Run: 004, P, 0, 0, 0, 0, 0, 8, 46, 46, 0, 0, 9, 0
INVAR-1, Run: 005, P, 0, 0, 0, 0, 0, 20, 34, 34, 0, 0, 9, 0
INVAR-1, Run: 006, P, 0, 0, 0, 0, 0, 9, 45, 45, 0, 0, 9, 0
INVAR-1, Run: 007, P, 0, 0, 0, 0, 0, 3, 51, 51, 0, 0, 9, 0
INVAR-1, Run: 008, P, 0, 0, 0, 0, 0, 20, 34, 34, 0, 0, 9, 0
INVAR-1, Run: 009, P, 0, 0, 0, 0, 0, 13, 41, 41, 0, 0, 9, 0
INVAR-1, Run: 010, P, 0, 0, 0, 0, 0, 25, 29, 29, 0, 0, 9, 0
INVAR-1, Run: 011, P, 0, 0, 1, 0, 0, 0, 55, 55, 0, 0, 9, 1
INVAR-1, Run: 012, P, 0, 0, 0, 0, 0, 12, 42, 42, 0, 0, 9, 0
INVAR-1, Run: 013, P, 0, 0, 0, 0, 0, 4, 50, 50, 0, 0, 9, 0
INVAR-1, Run: 014, P, 0, 0, 0, 0, 0, 15, 39, 39, 0, 0, 9, 0
INVAR-1, Run: 015, P, 0, 0, 0, 0, 0, 32, 22, 22, 0, 0, 9, 0
INVAR-1, Run: 016, P, 0, 0, 0, 0, 0, 12, 42, 42, 0, 0, 9, 0
INVAR-1, Run: 017, P, 0, 0, 0, 0, 0, 12, 42, 42, 0, 0, 9, 0
INVAR-1, Run: 018, P, 0, 0, 0, 0, 0, 23, 31, 31, 0, 0, 9, 0
INVAR-1, Run: 019, P, 0, 0, 0, 0, 0, 16, 38, 38, 0, 0, 9, 0
INVAR-1, Run: 020, P, 0, 0, 0, 0, 0, 39, 15, 15, 0, 0, 9, 0
INVAR-1, Run: 021, P, 0, 0, 0, 0, 0, 2, 52, 52, 0, 0, 9, 0
INVAR-1, Run: 022, P, 0, 0, 0, 0, 0, 10, 44, 44, 0, 0, 9, 0
INVAR-1, Run: 023, P, 0, 0, 0, 0, 0, 12, 42, 42, 0, 0, 9, 0
INVAR-1, Run: 024, P, 0, 0, 0, 0, 0, 11, 43, 43, 0, 0, 9, 0
INVAR-1, Run: 025, P, 0, 0, 0, 0, 0, 4, 50, 50, 0, 0, 9, 0
INVAR-1, Run: 026, P, 0, 0, 0, 0, 0, 11, 43, 43, 0, 0, 9, 0
