Input Number, Run_Number, Result@ 100, F, X1, A, B, C, PO, D, CO, Y, PE, CE, E, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-3, Run: 083, P, 0, 0, 0, 3, 0, 0, 393, 0, 0, 1, 0, 82, 99, 164, 4568, 55, 55, 4568, 82, 57, 24, 82, 130, 164, 30111, 15105
INVAR-3, Run: 084, P, 1, 0, 0, 0, 0, 0, 388, 0, 0, 1, 0, 82, 105, 164, 3554, 59, 59, 3554, 82, 55, 26, 82, 134, 164, 30736, 15420
INVAR-3, Run: 085, P, 1, 0, 0, 1, 0, 0, 369, 0, 0, 1, 0, 82, 124, 164, 3621, 48, 48, 3621, 82, 55, 26, 82, 143, 164, 29797, 14960
INVAR-3, Run: 086, P, 0, 0, 0, 2, 0, 0, 400, 0, 0, 1, 0, 82, 92, 164, 4605, 48, 48, 4605, 82, 60, 21, 82, 127, 164, 29366, 14729
INVAR-3, Run: 087, P, 1, 0, 0, 0, 0, 0, 392, 0, 0, 1, 0, 82, 101, 164, 3273, 60, 60, 3273, 82, 44, 37, 82, 132, 164, 26450, 13275
INVAR-3, Run: 088, P, 0, 0, 0, 2, 0, 0, 392, 0, 2, 1, 2, 81, 100, 164, 3218, 44, 42, 3218, 82, 49, 32, 81, 131, 164, 28412, 14256
INVAR-3, Run: 089, P, 0, 0, 0, 0, 0, 0, 408, 0, 0, 1, 0, 82, 84, 164, 3294, 61, 61, 3294, 82, 46, 35, 82, 124, 164, 19866, 9975
INVAR-3, Run: 090, P, 1, 0, 0, 0, 0, 0, 386, 0, 0, 1, 0, 82, 107, 164, 3331, 49, 49, 3331, 82, 56, 25, 82, 135, 164, 27464, 13785
INVAR-3, Run: 091, P, 0, 0, 0, 0, 0, 0, 398, 0, 0, 1, 0, 82, 94, 164, 4028, 66, 66, 4028, 82, 53, 28, 82, 129, 164, 28608, 14351
INVAR-3, Run: 092, P, 0, 0, 0, 0, 0, 0, 394, 0, 0, 1, 0, 82, 98, 164, 3604, 67, 67, 3604, 82, 48, 33, 82, 131, 164, 27736, 13917
INVAR-3, Run: 093, P, 1, 0, 0, 1, 0, 0, 387, 0, 0, 1, 0, 82, 106, 164, 4031, 50, 50, 4031, 82, 61, 20, 82, 134, 164, 25919, 13012
INVAR-3, Run: 094, P, 0, 0, 0, 0, 0, 0, 400, 0, 0, 1, 0, 82, 92, 164, 3630, 61, 61, 3630, 82, 58, 23, 82, 128, 164, 27644, 13868
INVAR-3, Run: 095, P, 0, 0, 0, 0, 0, 0, 378, 0, 0, 1, 0, 82, 114, 164, 4994, 49, 49, 4994, 82, 52, 29, 82, 139, 164, 31774, 15944
INVAR-3, Run: 096, P, 1, 0, 0, 0, 0, 0, 362, 0, 0, 1, 0, 82, 131, 164, 3615, 50, 50, 3615, 82, 48, 33, 82, 147, 164, 31088, 15609
INVAR-3, Run: 097, P, 1, 0, 0, 0, 0, 0, 388, 0, 0, 1, 0, 82, 105, 164, 4260, 48, 48, 4260, 82, 55, 26, 82, 134, 164, 30128, 15116
INVAR-3, Run: 098, P, 1, 0, 0, 1, 0, 0, 399, 0, 2, 1, 2, 81, 94, 164, 3168, 37, 35, 3168, 82, 50, 31, 81, 128, 164, 26947, 13520
INVAR-3, Run: 099, P, 0, 0, 0, 0, 0, 0, 414, 0, 0, 1, 0, 82, 78, 164, 4600, 52, 52, 4600, 82, 61, 20, 82, 121, 164, 20834, 10456
INVAR-3, Run: 100, P, 1, 0, 0, 1, 0, 0, 405, 0, 0, 1, 0, 82, 88, 164, 3639, 51, 51, 3639, 82, 51, 30, 82, 125, 164, 24459, 12273
INVAR-4, Run: 001, P, 100, 0, 1, 0, 0, 1, 0, 108, 108, 0, 0, 19, 109, 39, 627, 11, 11, 519, 19, 9, 10, 19, 24, 39, 391, 200
INVAR-4, Run: 002, P, 86, 0, 1, 1, 0, 1, 0, 101, 101, 0, 0, 19, 102, 39, 927, 26, 26, 826, 19, 8, 11, 19, 27, 39, 984, 500
INVAR-4, Run: 003, P, 84, 0, 1, 1, 0, 1, 0, 107, 107, 0, 0, 19, 94, 39, 372, 14, 14, 265, 19, 15, 4, 19, 24, 39, 584, 297
INVAR-4, Run: 004, P, 93, 0, 1, 0, 0, 1, 0, 108, 108, 0, 0, 19, 102, 39, 527, 21, 21, 419, 19, 13, 6, 19, 24, 39, 395, 202
INVAR-4, Run: 005, P, 83, 0, 1, 0, 0, 1, 0, 102, 102, 0, 0, 19, 98, 39, 988, 18, 18, 886, 19, 13, 6, 19, 27, 39, 615, 315
INVAR-4, Run: 006, P, 89, 0, 1, 0, 0, 1, 0, 106, 106, 0, 0, 19, 100, 39, 655, 19, 19, 549, 19, 11, 8, 19, 25, 39, 481, 246
INVAR-4, Run: 007, P, 95, 0, 1, 0, 0, 1, 0, 104, 104, 0, 0, 19, 108, 39, 748, 23, 23, 644, 19, 13, 6, 19, 26, 39, 659, 336
INVAR-4, Run: 008, P, 92, 0, 1, 0, 0, 1, 0, 106, 106, 0, 0, 19, 103, 39, 473, 14, 14, 367, 19, 10, 9, 19, 25, 39, 619, 315
INVAR-4, Run: 009, P, 88, 0, 1, 0, 0, 1, 0, 102, 102, 0, 0, 19, 103, 39, 1008, 23, 23, 906, 19, 13, 6, 19, 27, 39, 581, 298
INVAR-4, Run: 010, P, 75, 0, 1, 0, 0, 1, 0, 106, 106, 0, 0, 19, 86, 39, 569, 6, 6, 463, 19, 13, 6, 19, 25, 39, 361, 186
INVAR-4, Run: 011, P, 87, 0, 1, 0, 0, 1, 0, 110, 110, 0, 0, 19, 94, 39, 392, 10, 10, 282, 19, 16, 3, 19, 23, 39, 427, 217
INVAR-4, Run: 012, P, 89, 0, 1, 0, 0, 1, 0, 104, 104, 0, 0, 19, 102, 39, 491, 16, 16, 387, 19, 14, 5, 19, 26, 39, 473, 243
INVAR-4, Run: 013, P, 104, 0, 1, 1, 0, 1, 0, 105, 105, 0, 0, 19, 116, 39, 403, 13, 13, 298, 19, 12, 7, 19, 25, 39, 332, 172
INVAR-4, Run: 014, P, 94, 0, 1, 0, 0, 1, 0, 100, 100, 0, 0, 19, 111, 39, 406, 26, 26, 306, 19, 16, 3, 19, 28, 39, 613, 315
INVAR-4, Run: 015, P, 83, 0, 1, 0, 0, 1, 0, 104, 104, 0, 0, 19, 96, 39, 944, 26, 26, 840, 19, 9, 10, 19, 26, 39, 505, 259
INVAR-4, Run: 016, P, 103, 0, 1, 0, 0, 1, 0, 106, 106, 0, 0, 19, 114, 39, 439, 7, 7, 333, 19, 9, 10, 19, 25, 39, 291, 151
INVAR-4, Run: 017, P, 115, 0, 1, 0, 0, 1, 0, 106, 106, 0, 0, 19, 126, 39, 451, 9, 9, 345, 19, 17, 2, 19, 25, 39, 375, 193
INVAR-4, Run: 018, P, 101, 0, 1, 0, 0, 1, 0, 104, 104, 0, 0, 19, 114, 39, 350, 17, 17, 246, 19, 10, 9, 19, 26, 39, 407, 210
INVAR-4, Run: 019, P, 89, 0, 1, 0, 0, 1, 0, 108, 108, 0, 0, 19, 98, 39, 449, 12, 12, 341, 19, 10, 9, 19, 24, 39, 459, 234
INVAR-4, Run: 020, P, 82, 0, 1, 1, 0, 1, 0, 107, 107, 0, 0, 19, 92, 39, 484, 12, 12, 377, 19, 14, 5, 19, 24, 39, 266, 138
INVAR-4, Run: 021, P, 98, 0, 1, 1, 0, 1, 0, 107, 107, 0, 0, 19, 108, 39, 406, 14, 14, 299, 19, 12, 7, 19, 24, 39, 400, 205
INVAR-4, Run: 022, P, 105, 0, 1, 0, 0, 1, 0, 110, 110, 0, 0, 19, 112, 39, 379, 18, 18, 269, 19, 12, 7, 19, 23, 39, 429, 218
INVAR-4, Run: 023, P, 83, 0, 1, 0, 0, 1, 0, 108, 108, 0, 0, 19, 92, 39, 628, 17, 17, 520, 19, 12, 7, 19, 24, 39, 621, 315
INVAR-4, Run: 024, P, 88, 0, 1, 0, 0, 1, 0, 108, 108, 0, 0, 19, 97, 39, 385, 20, 20, 277, 19, 10, 9, 19, 24, 39, 513, 261
INVAR-4, Run: 025, P, 91, 0, 1, 0, 0, 1, 0, 108, 108, 0, 0, 19, 100, 39, 504, 16, 16, 396, 19, 13, 6, 19, 24, 39, 193, 101
INVAR-4, Run: 026, P, 92, 0, 1, 1, 0, 1, 0, 111, 111, 0, 0, 19, 98, 39, 566, 11, 11, 455, 19, 16, 3, 19, 22, 39, 398, 202
INVAR-4, Run: 027, P, 87, 0, 1, 0, 0, 1, 0, 104, 104, 0, 0, 19, 100, 39, 615, 15, 15, 511, 19, 13, 6, 19, 26, 39, 527, 270
INVAR-4, Run: 028, P, 103, 0, 1, 0, 0, 1, 0, 112, 112, 0, 0, 19, 108, 39, 414, 14, 14, 302, 19, 13, 6, 19, 22, 39, 285, 145
INVAR-4, Run: 029, P, 82, 0, 1, 0, 0, 1, 0, 110, 110, 0, 0, 19, 89, 39, 629, 14, 14, 519, 19, 10, 9, 19, 23, 39, 295, 151
INVAR-4, Run: 030, P, 86, 0, 1, 0, 0, 1, 0, 110, 110, 0, 0, 19, 93, 39, 544, 21, 21, 434, 19, 12, 7, 19, 23, 39, 449, 228
INVAR-4, Run: 031, P, 89, 0, 1, 0, 0, 1, 0, 112, 112, 0, 0, 19, 94, 39, 288, 8, 8, 176, 19, 12, 7, 19, 22, 39, 321, 163
INVAR-4, Run: 032, P, 93, 0, 1, 0, 0, 1, 0, 106, 106, 0, 0, 19, 104, 39, 366, 23, 23, 260, 19, 7, 12, 19, 25, 39, 341, 176
INVAR-4, Run: 033, P, 114, 0, 1, 0, 0, 1, 0, 106, 106, 0, 0, 19, 125, 39, 457, 10, 10, 351, 19, 11, 8, 19, 25, 39, 373, 192
INVAR-4, Run: 034, P, 88, 0, 1, 0, 0, 1, 0, 102, 102, 0, 0, 19, 103, 39, 341, 10, 10, 239, 19, 15, 4, 19, 27, 39, 501, 258
INVAR-4, Run: 035, P, 91, 0, 1, 1, 0, 1, 0, 109, 109, 0, 0, 19, 99, 39, 606, 11, 11, 497, 19, 15, 4, 19, 23, 39, 520, 264
INVAR-4, Run: 036, P, 87, 0, 1, 0, 0, 1, 0, 106, 106, 0, 0, 19, 98, 39, 358, 17, 17, 252, 19, 13, 6, 19, 25, 39, 403, 207
INVAR-4, Run: 037, P, 97, 0, 1, 0, 0, 1, 0, 110, 110, 0, 0, 19, 104, 39, 410, 26, 26, 300, 19, 13, 6, 19, 23, 39, 469, 238
INVAR-4, Run: 038, P, 109, 0, 1, 0, 0, 1, 0, 110, 110, 0, 0, 19, 116, 39, 583, 7, 7, 473, 19, 11, 8, 19, 23, 39, 573, 290
INVAR-4, Run: 039, P, 90, 0, 1, 1, 0, 1, 0, 111, 111, 0, 0, 19, 96, 39, 561, 12, 12, 450, 19, 12, 7, 19, 22, 39, 756, 381
INVAR-4, Run: 040, P, 95, 0, 1, 0, 0, 1, 0, 106, 106, 0, 0, 19, 106, 39, 433, 18, 18, 327, 19, 11, 8, 19, 25, 39, 613, 312
INVAR-4, Run: 041, P, 84, 0, 1, 0, 0, 1, 0, 102, 102, 0, 0, 19, 99, 39, 1061, 26, 26, 959, 19, 11, 8, 19, 27, 39, 851, 433
INVAR-4, Run: 042, P, 85, 0, 1, 0, 0, 1, 0, 110, 110, 0, 0, 19, 92, 39, 429, 9, 9, 319, 19, 15, 4, 19, 23, 39, 307, 157
INVAR-4, Run: 043, P, 105, 0, 1, 0, 0, 1, 0, 108, 108, 0, 0, 19, 114, 39, 714, 16, 16, 606, 19, 14, 5, 19, 24, 39, 345, 177
INVAR-4, Run: 044, P, 85, 0, 1, 0, 0, 1, 0, 112, 112, 0, 0, 19, 90, 39, 477, 14, 14, 365, 19, 12, 7, 19, 22, 39, 361, 183
INVAR-4, Run: 045, P, 81, 0, 1, 0, 0, 1, 0, 110, 110, 0, 0, 19, 88, 39, 674, 18, 18, 564, 19, 12, 7, 19, 23, 39, 461, 234
INVAR-4, Run: 046, P, 95, 0, 1, 0, 0, 1, 0, 110, 110, 0, 0, 19, 102, 39, 630, 18, 18, 520, 19, 16, 3, 19, 23, 39, 629, 318
INVAR-4, Run: 047, P, 100, 0, 1, 0, 0, 1, 0, 108, 108, 0, 0, 19, 109, 39, 342, 20, 20, 234, 19, 12, 7, 19, 24, 39, 519, 264
INVAR-4, Run: 048, P, 87, 0, 1, 1, 0, 1, 0, 109, 109, 0, 0, 19, 95, 39, 319, 13, 13, 210, 19, 14, 5, 19, 23, 39, 434, 221
INVAR-4, Run: 049, P, 82, 0, 1, 0, 0, 1, 0, 110, 110, 0, 0, 19, 89, 39, 560, 16, 16, 450, 19, 10, 9, 19, 23, 39, 689, 348
INVAR-4, Run: 050, P, 93, 0, 1, 0, 0, 1, 0, 110, 110, 0, 0, 19, 100, 39, 620, 6, 6, 510, 19, 12, 7, 19, 23, 39, 273, 140
INVAR-4, Run: 051, P, 86, 0, 1, 0, 0, 1, 0, 106, 106, 0, 0, 19, 97, 39, 388, 12, 12, 282, 19, 10, 9, 19, 25, 39, 465, 238
INVAR-4, Run: 052, P, 89, 0, 1, 0, 0, 1, 0, 106, 106, 0, 0, 19, 100, 39, 580, 11, 11, 474, 19, 13, 6, 19, 25, 39, 341, 176
INVAR-4, Run: 053, P, 81, 0, 1, 0, 0, 1, 0, 108, 108, 0, 0, 19, 90, 39, 386, 12, 12, 278, 19, 14, 5, 19, 24, 39, 571, 290
INVAR-4, Run: 054, P, 92, 0, 1, 0, 0, 1, 0, 110, 110, 0, 0, 19, 99, 39, 408, 17, 17, 298, 19, 19, 0, 19, 23, 39, 375, 191
INVAR-4, Run: 055, P, 95, 0, 1, 0, 0, 1, 0, 108, 108, 0, 0, 19, 104, 39, 547, 14, 14, 439, 19, 13, 6, 19, 24, 39, 563, 286
INVAR-4, Run: 056, P, 90, 0, 1, 0, 0, 1, 0, 108, 108, 0, 0, 19, 99, 39, 428, 6, 6, 320, 19, 13, 6, 19, 24, 39, 453, 231
INVAR-4, Run: 057, P, 103, 0, 1, 1, 0, 1, 0, 111, 111, 0, 0, 19, 109, 39, 459, 6, 6, 348, 19, 15, 4, 19, 22, 39, 432, 219
INVAR-4, Run: 058, P, 88, 0, 1, 0, 0, 1, 0, 104, 104, 0, 0, 19, 101, 39, 734, 10, 10, 630, 19, 15, 4, 19, 26, 39, 533, 273
INVAR-4, Run: 059, P, 80, 0, 1, 0, 0, 1, 0, 112, 112, 0, 0, 19, 85, 39, 306, 10, 10, 194, 19, 12, 7, 19, 22, 39, 113, 59
INVAR-4, Run: 060, P, 90, 0, 1, 0, 0, 1, 0, 108, 108, 0, 0, 19, 99, 39, 407, 13, 13, 299, 19, 12, 7, 19, 24, 39, 279, 144
INVAR-4, Run: 061, P, 78, 0, 1, 0, 0, 1, 0, 102, 102, 0, 0, 19, 93, 39, 706, 11, 11, 604, 19, 14, 5, 19, 27, 39, 785, 400
INVAR-4, Run: 062, P, 79, 0, 1, 1, 0, 1, 0, 113, 113, 0, 0, 19, 83, 39, 416, 11, 11, 303, 19, 11, 8, 19, 21, 39, 340, 172
INVAR-4, Run: 063, P, 88, 0, 1, 1, 0, 1, 0, 109, 109, 0, 0, 19, 96, 39, 499, 12, 12, 390, 19, 14, 5, 19, 23, 39, 568, 288
INVAR-4, Run: 064, P, 107, 0, 1, 0, 0, 1, 0, 108, 108, 0, 0, 19, 116, 39, 892, 15, 15, 784, 19, 15, 4, 19, 24, 39, 385, 197
INVAR-4, Run: 065, P, 80, 0, 1, 0, 0, 1, 0, 106, 106, 0, 0, 19, 91, 39, 578, 19, 19, 472, 19, 11, 8, 19, 25, 39, 741, 376
INVAR-4, Run: 066, P, 90, 0, 1, 0, 0, 1, 0, 106, 106, 0, 0, 19, 101, 39, 445, 16, 16, 339, 19, 10, 9, 19, 25, 39, 507, 259
INVAR-4, Run: 067, P, 88, 0, 1, 0, 0, 1, 0, 108, 108, 0, 0, 19, 97, 39, 368, 12, 12, 260, 19, 13, 6, 19, 24, 39, 401, 205
INVAR-4, Run: 068, P, 104, 0, 1, 0, 0, 1, 0, 110, 110, 0, 0, 19, 111, 39, 589, 20, 20, 479, 19, 15, 4, 19, 23, 39, 381, 194
INVAR-4, Run: 069, P, 100, 0, 1, 0, 0, 1, 0, 110, 110, 0, 0, 19, 107, 39, 762, 11, 11, 652, 19, 12, 7, 19, 23, 39, 715, 361
INVAR-4, Run: 070, P, 83, 0, 1, 0, 0, 1, 0, 106, 106, 0, 0, 19, 94, 39, 596, 11, 11, 490, 19, 14, 5, 19, 25, 39, 599, 305
INVAR-4, Run: 071, P, 93, 0, 1, 0, 0, 1, 0, 110, 110, 0, 0, 19, 100, 39, 573, 15, 15, 463, 19, 9, 10, 19, 23, 39, 837, 422
INVAR-4, Run: 072, P, 103, 0, 1, 0, 0, 1, 0, 106, 106, 0, 0, 19, 114, 39, 415, 11, 11, 309, 19, 14, 5, 19, 25, 39, 499, 255
INVAR-4, Run: 073, P, 96, 0, 1, 0, 0, 1, 0, 106, 106, 0, 0, 19, 107, 39, 351, 18, 18, 245, 19, 10, 9, 19, 25, 39, 335, 173
INVAR-4, Run: 074, P, 94, 0, 1, 1, 0, 1, 0, 107, 107, 0, 0, 19, 104, 39, 523, 13, 13, 416, 19, 13, 6, 19, 24, 39, 442, 226
INVAR-4, Run: 075, P, 78, 0, 1, 0, 0, 1, 0, 110, 110, 0, 0, 19, 85, 39, 409, 17, 17, 299, 19, 12, 7, 19, 23, 39, 443, 225
INVAR-4, Run: 076, P, 95, 0, 1, 0, 0, 1, 0, 106, 106, 0, 0, 19, 106, 39, 720, 9, 9, 614, 19, 15, 4, 19, 25, 39, 727, 369
INVAR-4, Run: 077, P, 86, 0, 1, 1, 0, 1, 0, 107, 107, 0, 0, 19, 96, 39, 477, 13, 13, 370, 19, 16, 3, 19, 24, 39, 610, 310
INVAR-4, Run: 078, P, 97, 0, 1, 1, 0, 1, 0, 111, 111, 0, 0, 19, 103, 39, 479, 8, 8, 368, 19, 12, 7, 19, 22, 39, 398, 202
INVAR-4, Run: 079, P, 98, 0, 1, 0, 0, 1, 0, 98, 98, 0, 0, 19, 117, 39, 573, 17, 17, 475, 19, 14, 5, 19, 29, 39, 821, 420
INVAR-4, Run: 080, P, 99, 0, 1, 0, 0, 1, 0, 108, 108, 0, 0, 19, 108, 39, 388, 19, 19, 280, 19, 14, 5, 19, 24, 39, 331, 170
INVAR-4, Run: 081, P, 111, 0, 1, 0, 0, 1, 0, 108, 108, 0, 0, 19, 120, 39, 500, 12, 12, 392, 19, 16, 3, 19, 24, 39, 771, 390
INVAR-4, Run: 082, P, 92, 0, 1, 0, 0, 1, 0, 114, 114, 0, 0, 19, 95, 39, 407, 10, 10, 293, 19, 10, 9, 19, 21, 39, 311, 157
INVAR-4, Run: 083, P, 96, 0, 1, 0, 0, 1, 0, 108, 108, 0, 0, 19, 105, 39, 368, 6, 6, 260, 19, 17, 2, 19, 24, 39, 207, 108
INVAR-4, Run: 084, P, 102, 0, 1, 0, 0, 1, 0, 110, 110, 0, 0, 19, 109, 39, 675, 20, 20, 565, 19, 14, 5, 19, 23, 39, 585, 296
INVAR-4, Run: 085, P, 75, 0, 1, 0, 0, 1, 0, 110, 110, 0, 0, 19, 82, 39, 539, 18, 18, 429, 19, 13, 6, 19, 23, 39, 451, 229
INVAR-4, Run: 086, P, 83, 0, 1, 0, 0, 1, 0, 106, 106, 0, 0, 19, 94, 39, 484, 13, 13, 378, 19, 13, 6, 19, 25, 39, 577, 294
INVAR-4, Run: 087, P, 92, 0, 1, 0, 0, 1, 0, 110, 110, 0, 0, 19, 99, 39, 526, 20, 20, 416, 19, 11, 8, 19, 23, 39, 313, 160
INVAR-4, Run: 088, P, 109, 0, 1, 0, 0, 1, 0, 112, 112, 0, 0, 19, 114, 39, 345, 16, 16, 233, 19, 11, 8, 19, 22, 39, 449, 227
INVAR-4, Run: 089, P, 87, 0, 1, 0, 0, 1, 0, 106, 106, 0, 0, 19, 98, 39, 636, 15, 15, 530, 19, 15, 4, 19, 25, 39, 537, 274
INVAR-4, Run: 090, P, 83, 0, 1, 0, 0, 1, 0, 106, 106, 0, 0, 19, 94, 39, 610, 18, 18, 504, 19, 10, 9, 19, 25, 39, 489, 250
INVAR-4, Run: 091, P, 82, 0, 1, 0, 0, 1, 0, 102, 102, 0, 0, 19, 97, 39, 796, 13, 13, 694, 19, 12, 7, 19, 27, 39, 579, 297
INVAR-4, Run: 092, P, 89, 0, 1, 0, 0, 1, 0, 110, 110, 0, 0, 19, 96, 39, 430, 16, 16, 320, 19, 13, 6, 19, 23, 39, 295, 151
INVAR-4, Run: 093, P, 80, 0, 1, 0, 0, 1, 0, 108, 108, 0, 0, 19, 89, 39, 455, 21, 21, 347, 19, 17, 2, 19, 24, 39, 315, 162
INVAR-4, Run: 094, P, 94, 0, 1, 0, 0, 1, 0, 110, 110, 0, 0, 19, 101, 39, 411, 12, 12, 301, 19, 13, 6, 19, 23, 39, 355, 181
INVAR-4, Run: 095, P, 71, 0, 1, 0, 0, 1, 0, 106, 106, 0, 0, 19, 82, 39, 789, 13, 13, 683, 19, 10, 9, 19, 25, 39, 719, 365
INVAR-4, Run: 096, P, 102, 0, 1, 0, 0, 1, 0, 104, 104, 0, 0, 19, 115, 39, 508, 15, 15, 404, 19, 11, 8, 19, 26, 39, 419, 216
INVAR-4, Run: 097, P, 93, 0, 1, 0, 0, 1, 0, 110, 110, 0, 0, 19, 100, 39, 449, 16, 16, 339, 19, 10, 9, 19, 23, 39, 507, 257
INVAR-4, Run: 098, P, 90, 0, 1, 0, 0, 1, 0, 108, 108, 0, 0, 19, 99, 39, 441, 17, 17, 333, 19, 10, 9, 19, 24, 39, 349, 179
INVAR-4, Run: 099, P, 69, 0, 1, 0, 0, 1, 0, 108, 108, 0, 0, 19, 78, 39, 801, 20, 20, 693, 19, 14, 5, 19, 24, 39, 635, 322
INVAR-4, Run: 100, P, 111, 0, 1, 0, 0, 1, 0, 108, 108, 0, 0, 19, 120, 39, 374, 12, 12, 266, 19, 10, 9, 19, 24, 39, 489, 249
INVAR-5, Run: 001, P, 112, 0, 1, 0, 0, 1, 0, 150, 150, 0, 0, 26, 121, 53, 616, 11, 11, 466, 26, 19, 7, 26, 31, 53, 807, 408
INVAR-5, Run: 002, P, 89, 0, 1, 0, 0, 1, 0, 154, 154, 0, 0, 26, 94, 53, 792, 21, 21, 638, 26, 20, 6, 26, 29, 53, 713, 359
INVAR-5, Run: 003, P, 91, 0, 1, 0, 0, 1, 0, 152, 152, 0, 0, 26, 98, 53, 1056, 14, 14, 904, 26, 17, 9, 26, 30, 53, 923, 465
INVAR-5, Run: 004, P, 91, 0, 1, 0, 0, 1, 0, 150, 150, 0, 0, 26, 100, 53, 894, 26, 26, 744, 26, 19, 7, 26, 31, 53, 1057, 533
INVAR-5, Run: 005, P, 69, 0, 1, 0, 0, 1, 0, 152, 152, 0, 0, 26, 76, 53, 830, 18, 18, 678, 26, 20, 6, 26, 30, 53, 807, 407
INVAR-5, Run: 006, P, 79, 0, 1, 1, 0, 1, 0, 145, 145, 0, 0, 26, 93, 53, 855, 24, 24, 710, 26, 15, 11, 26, 33, 53, 1150, 582
INVAR-5, Run: 007, P, 111, 0, 1, 0, 0, 1, 0, 152, 152, 0, 0, 26, 118, 53, 711, 14, 14, 559, 26, 15, 11, 26, 30, 53, 737, 372
INVAR-5, Run: 008, P, 78, 0, 1, 0, 0, 1, 0, 148, 148, 0, 0, 26, 89, 53, 897, 12, 12, 749, 26, 19, 7, 26, 32, 53, 641, 326
INVAR-5, Run: 009, P, 95, 0, 1, 0, 0, 1, 0, 150, 150, 0, 0, 26, 104, 53, 538, 23, 23, 388, 26, 15, 11, 26, 31, 53, 767, 388
INVAR-5, Run: 010, P, 90, 0, 1, 0, 0, 1, 0, 150, 150, 0, 0, 26, 99, 53, 782, 15, 15, 632, 26, 17, 9, 26, 31, 53, 785, 397
INVAR-5, Run: 011, P, 97, 0, 1, 0, 0, 1, 0, 150, 150, 0, 0, 26, 106, 53, 1010, 27, 27, 860, 26, 22, 4, 26, 31, 53, 1055, 532
INVAR-5, Run: 012, P, 87, 0, 1, 1, 0, 1, 0, 141, 141, 0, 0, 26, 105, 53, 801, 23, 23, 660, 26, 17, 9, 26, 35, 53, 876, 447
INVAR-5, Run: 013, P, 96, 0, 1, 0, 0, 1, 0, 150, 150, 0, 0, 26, 105, 53, 755, 17, 17, 605, 26, 20, 6, 26, 31, 53, 631, 320
INVAR-5, Run: 014, P, 90, 0, 1, 0, 0, 1, 0, 152, 152, 0, 0, 26, 97, 53, 651, 19, 19, 499, 26, 20, 6, 26, 30, 53, 947, 477
INVAR-5, Run: 015, P, 89, 0, 1, 0, 0, 1, 0, 154, 154, 0, 0, 26, 94, 53, 697, 11, 11, 543, 26, 15, 11, 26, 29, 53, 661, 333
INVAR-5, Run: 016, P, 107, 0, 1, 0, 0, 1, 0, 154, 154, 0, 0, 26, 112, 53, 894, 14, 14, 740, 26, 18, 8, 26, 29, 53, 697, 351
INVAR-5, Run: 017, P, 90, 0, 1, 0, 0, 1, 0, 144, 144, 0, 0, 26, 105, 53, 717, 9, 9, 573, 26, 18, 8, 26, 34, 53, 859, 437
INVAR-5, Run: 018, P, 93, 0, 1, 0, 0, 1, 0, 152, 152, 0, 0, 26, 100, 53, 855, 14, 14, 703, 26, 15, 11, 26, 30, 53, 523, 265
INVAR-5, Run: 019, P, 75, 0, 1, 0, 0, 1, 0, 146, 146, 0, 0, 26, 88, 53, 880, 24, 24, 734, 26, 21, 5, 26, 33, 53, 851, 432
INVAR-5, Run: 020, P, 102, 0, 1, 0, 0, 1, 0, 152, 152, 0, 0, 26, 109, 53, 523, 23, 23, 371, 26, 18, 8, 26, 30, 53, 517, 262
INVAR-5, Run: 021, P, 88, 0, 1, 1, 0, 1, 0, 153, 153, 0, 0, 26, 94, 53, 641, 21, 21, 488, 26, 13, 13, 26, 29, 53, 480, 243
INVAR-5, Run: 022, P, 79, 0, 1, 1, 0, 1, 0, 147, 147, 0, 0, 26, 91, 53, 516, 26, 26, 369, 26, 18, 8, 26, 32, 53, 376, 194
INVAR-5, Run: 023, P, 84, 0, 1, 0, 0, 1, 0, 148, 148, 0, 0, 26, 95, 53, 1244, 20, 20, 1096, 26, 14, 12, 26, 32, 53, 1029, 520
INVAR-5, Run: 024, P, 101, 0, 1, 0, 0, 1, 0, 144, 144, 0, 0, 26, 116, 53, 813, 24, 24, 669, 26, 16, 10, 26, 34, 53, 599, 307
INVAR-5, Run: 025, P, 96, 0, 1, 0, 0, 1, 0, 146, 146, 0, 0, 26, 109, 53, 1025, 21, 21, 879, 26, 13, 13, 26, 33, 53, 863, 438
INVAR-5, Run: 026, P, 82, 0, 1, 0, 0, 1, 0, 148, 148, 0, 0, 26, 93, 53, 1414, 39, 39, 1266, 26, 16, 10, 26, 32, 53, 881, 446
INVAR-5, Run: 027, P, 98, 0, 1, 0, 0, 1, 0, 152, 152, 0, 0, 26, 105, 53, 649, 15, 15, 497, 26, 22, 4, 26, 30, 53, 617, 312
INVAR-5, Run: 028, P, 74, 0, 1, 0, 0, 1, 0, 150, 150, 0, 0, 26, 83, 53, 712, 8, 8, 562, 26, 17, 9, 26, 31, 53, 1099, 554
INVAR-5, Run: 029, P, 73, 0, 1, 0, 0, 1, 0, 150, 150, 0, 0, 26, 82, 53, 776, 19, 19, 626, 26, 17, 9, 26, 31, 53, 951, 480
INVAR-5, Run: 030, P, 97, 0, 1, 0, 0, 1, 0, 148, 148, 0, 0, 26, 108, 53, 636, 22, 22, 488, 26, 18, 8, 26, 32, 53, 857, 434
