Input Number, Run_Number, Result@ 100, F, X1, A, B, C, PO, D, CO, Y, PE, CE, E, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-5, Run: 031, P, 82, 0, 1, 0, 0, 1, 0, 150, 150, 0, 0, 26, 91, 53, 691, 17, 17, 541, 26, 19, 7, 26, 31, 53, 637, 323
INVAR-5, Run: 032, P, 85, 0, 1, 0, 0, 1, 0, 148, 148, 0, 0, 26, 96, 53, 1096, 22, 22, 948, 26, 19, 7, 26, 32, 53, 927, 469
INVAR-5, Run: 033, P, 109, 0, 1, 0, 0, 1, 0, 140, 140, 0, 0, 26, 128, 53, 1299, 25, 25, 1159, 26, 16, 10, 26, 36, 53, 845, 432
INVAR-5, Run: 034, P, 79, 0, 1, 0, 0, 1, 0, 150, 150, 0, 0, 26, 88, 53, 736, 11, 11, 586, 26, 19, 7, 26, 31, 53, 581, 295
INVAR-5, Run: 035, P, 87, 0, 1, 0, 0, 1, 0, 148, 148, 0, 0, 26, 98, 53, 727, 19, 19, 579, 26, 15, 11, 26, 32, 53, 933, 472
INVAR-5, Run: 036, P, 97, 0, 1, 0, 0, 1, 0, 154, 154, 0, 0, 26, 102, 53, 1052, 19, 19, 898, 26, 14, 12, 26, 29, 53, 825, 415
INVAR-5, Run: 037, P, 86, 0, 1, 0, 0, 1, 0, 150, 150, 0, 0, 26, 95, 53, 778, 19, 19, 628, 26, 19, 7, 26, 31, 53, 723, 366
INVAR-5, Run: 038, P, 84, 0, 1, 0, 0, 1, 0, 152, 152, 0, 0, 26, 91, 53, 930, 14, 14, 778, 26, 16, 10, 26, 30, 53, 687, 347
INVAR-5, Run: 039, P, 100, 0, 1, 0, 0, 1, 0, 148, 148, 0, 0, 26, 111, 53, 696, 26, 26, 548, 26, 17, 9, 26, 32, 53, 695, 353
INVAR-5, Run: 040, P, 109, 0, 1, 0, 0, 1, 0, 152, 152, 0, 0, 26, 116, 53, 582, 13, 13, 430, 26, 18, 8, 26, 30, 53, 547, 277
INVAR-5, Run: 041, P, 85, 0, 1, 0, 0, 1, 0, 148, 148, 0, 0, 26, 96, 53, 931, 21, 21, 783, 26, 18, 8, 26, 32, 53, 1045, 528
INVAR-5, Run: 042, P, 84, 0, 1, 0, 0, 1, 0, 146, 146, 0, 0, 26, 97, 53, 1034, 13, 13, 888, 26, 16, 10, 26, 33, 53, 905, 459
INVAR-5, Run: 043, P, 92, 0, 1, 0, 0, 1, 0, 154, 154, 0, 0, 26, 97, 53, 666, 17, 17, 512, 26, 14, 12, 26, 29, 53, 581, 293
INVAR-5, Run: 044, P, 97, 0, 1, 1, 0, 1, 0, 139, 139, 0, 0, 26, 117, 53, 746, 15, 15, 607, 26, 16, 10, 26, 36, 53, 744, 382
INVAR-5, Run: 045, P, 86, 0, 1, 0, 0, 1, 0, 156, 156, 0, 0, 26, 89, 53, 623, 27, 27, 467, 26, 12, 14, 26, 28, 53, 589, 296
INVAR-5, Run: 046, P, 98, 0, 1, 0, 0, 1, 0, 148, 148, 0, 0, 26, 109, 53, 704, 28, 28, 556, 26, 18, 8, 26, 32, 53, 813, 412
INVAR-5, Run: 047, P, 79, 0, 1, 0, 0, 1, 0, 150, 150, 0, 0, 26, 88, 53, 946, 13, 13, 796, 26, 20, 6, 26, 31, 53, 1021, 515
INVAR-5, Run: 048, P, 94, 0, 1, 0, 0, 1, 0, 154, 154, 0, 0, 26, 99, 53, 497, 11, 11, 343, 26, 18, 8, 26, 29, 53, 487, 246
INVAR-5, Run: 049, P, 96, 0, 1, 0, 0, 1, 0, 152, 152, 0, 0, 26, 103, 53, 685, 6, 6, 533, 26, 22, 4, 26, 30, 53, 1091, 549
INVAR-5, Run: 050, P, 98, 0, 1, 0, 0, 1, 0, 150, 150, 0, 0, 26, 107, 53, 731, 30, 30, 581, 26, 20, 6, 26, 31, 53, 469, 239
INVAR-5, Run: 051, P, 89, 0, 1, 0, 0, 1, 0, 146, 146, 0, 0, 26, 102, 53, 924, 24, 24, 778, 26, 15, 11, 26, 33, 53, 1051, 532
INVAR-5, Run: 052, P, 79, 0, 1, 0, 0, 1, 0, 148, 148, 0, 0, 26, 90, 53, 809, 13, 13, 661, 26, 17, 9, 26, 32, 53, 927, 469
INVAR-5, Run: 053, P, 101, 0, 1, 0, 0, 1, 0, 150, 150, 0, 0, 26, 110, 53, 719, 14, 14, 569, 26, 17, 9, 26, 31, 53, 951, 480
INVAR-5, Run: 054, P, 85, 0, 1, 0, 0, 1, 0, 146, 146, 0, 0, 26, 98, 53, 801, 22, 22, 655, 26, 15, 11, 26, 33, 53, 889, 451
INVAR-5, Run: 055, P, 99, 0, 1, 0, 0, 1, 0, 154, 154, 0, 0, 26, 104, 53, 764, 18, 18, 610, 26, 17, 9, 26, 29, 53, 737, 371
INVAR-5, Run: 056, P, 88, 0, 1, 0, 0, 1, 0, 154, 154, 0, 0, 26, 93, 53, 620, 21, 21, 466, 26, 15, 11, 26, 29, 53, 443, 224
INVAR-5, Run: 057, P, 91, 0, 1, 0, 0, 1, 0, 154, 154, 0, 0, 26, 96, 53, 793, 26, 26, 639, 26, 16, 10, 26, 29, 53, 467, 236
INVAR-5, Run: 058, P, 78, 0, 1, 0, 0, 1, 0, 154, 154, 0, 0, 26, 83, 53, 569, 17, 17, 415, 26, 15, 11, 26, 29, 53, 1003, 504
INVAR-5, Run: 059, P, 91, 0, 1, 0, 0, 1, 0, 146, 146, 0, 0, 26, 104, 53, 1068, 14, 14, 922, 26, 14, 12, 26, 33, 53, 709, 361
INVAR-5, Run: 060, P, 111, 0, 1, 0, 0, 1, 0, 152, 152, 0, 0, 26, 118, 53, 738, 18, 18, 586, 26, 16, 10, 26, 30, 53, 617, 312
INVAR-5, Run: 061, P, 82, 0, 1, 1, 0, 1, 0, 149, 149, 0, 0, 26, 92, 53, 812, 18, 18, 663, 26, 14, 12, 26, 31, 53, 780, 395
INVAR-5, Run: 062, P, 89, 0, 1, 0, 0, 1, 0, 146, 146, 0, 0, 26, 102, 53, 753, 22, 22, 607, 26, 18, 8, 26, 33, 53, 759, 386
INVAR-5, Run: 063, P, 90, 0, 1, 0, 0, 1, 0, 152, 152, 0, 0, 26, 97, 53, 603, 29, 29, 451, 26, 21, 5, 26, 30, 53, 311, 159
INVAR-5, Run: 064, P, 88, 0, 1, 1, 0, 1, 0, 149, 149, 0, 0, 26, 98, 53, 778, 9, 9, 629, 26, 19, 7, 26, 31, 53, 390, 200
INVAR-5, Run: 065, P, 97, 0, 1, 0, 0, 1, 0, 156, 156, 0, 0, 26, 100, 53, 643, 16, 16, 487, 26, 13, 13, 26, 28, 53, 377, 190
INVAR-5, Run: 066, P, 74, 0, 1, 0, 0, 1, 0, 148, 148, 0, 0, 26, 85, 53, 1023, 21, 21, 875, 26, 20, 6, 26, 32, 53, 1093, 552
INVAR-5, Run: 067, P, 91, 0, 1, 0, 0, 1, 0, 150, 150, 0, 0, 26, 100, 53, 992, 13, 13, 842, 26, 21, 5, 26, 31, 53, 791, 400
INVAR-5, Run: 068, P, 75, 0, 1, 1, 0, 1, 0, 147, 147, 0, 0, 26, 87, 53, 823, 22, 22, 676, 26, 18, 8, 26, 32, 53, 842, 427
INVAR-5, Run: 069, P, 93, 0, 1, 1, 0, 1, 0, 149, 149, 0, 0, 26, 103, 53, 917, 18, 18, 768, 26, 19, 7, 26, 31, 53, 434, 222
INVAR-5, Run: 070, P, 88, 0, 1, 0, 0, 1, 0, 152, 152, 0, 0, 26, 95, 53, 589, 17, 17, 437, 26, 21, 5, 26, 30, 53, 563, 285
INVAR-5, Run: 071, P, 95, 0, 1, 0, 0, 1, 0, 150, 150, 0, 0, 26, 104, 53, 1022, 18, 18, 872, 26, 18, 8, 26, 31, 53, 1053, 531
INVAR-5, Run: 072, P, 94, 0, 1, 0, 0, 1, 0, 156, 156, 0, 0, 26, 97, 53, 707, 21, 21, 551, 26, 14, 12, 26, 28, 53, 979, 491
INVAR-5, Run: 073, P, 87, 0, 1, 0, 0, 1, 0, 154, 154, 0, 0, 26, 92, 53, 904, 22, 22, 750, 26, 16, 10, 26, 29, 53, 551, 278
INVAR-5, Run: 074, P, 95, 0, 1, 0, 0, 1, 0, 152, 152, 0, 0, 26, 102, 53, 704, 11, 11, 552, 26, 16, 10, 26, 30, 53, 847, 427
INVAR-5, Run: 075, P, 88, 0, 1, 0, 0, 1, 0, 156, 156, 0, 0, 26, 91, 53, 685, 19, 19, 529, 26, 16, 10, 26, 28, 53, 613, 308
INVAR-5, Run: 076, P, 87, 0, 1, 0, 0, 1, 0, 148, 148, 0, 0, 26, 98, 53, 696, 16, 16, 548, 26, 20, 6, 26, 32, 53, 805, 408
INVAR-5, Run: 077, P, 91, 0, 1, 0, 0, 1, 0, 150, 150, 0, 0, 26, 100, 53, 772, 16, 16, 622, 26, 16, 10, 26, 31, 53, 575, 292
INVAR-5, Run: 078, P, 98, 0, 1, 0, 0, 1, 0, 148, 148, 0, 0, 26, 109, 53, 669, 21, 21, 521, 26, 17, 9, 26, 32, 53, 937, 474
INVAR-5, Run: 079, P, 91, 0, 1, 0, 0, 1, 0, 152, 152, 0, 0, 26, 98, 53, 953, 21, 21, 801, 26, 20, 6, 26, 30, 53, 773, 390
INVAR-5, Run: 080, P, 96, 0, 1, 0, 0, 1, 0, 152, 152, 0, 0, 26, 103, 53, 509, 11, 11, 357, 26, 19, 7, 26, 30, 53, 587, 297
INVAR-5, Run: 081, P, 100, 0, 1, 0, 0, 1, 0, 152, 152, 0, 0, 26, 107, 53, 805, 15, 15, 653, 26, 20, 6, 26, 30, 53, 929, 468
INVAR-5, Run: 082, P, 106, 0, 1, 0, 0, 1, 0, 152, 152, 0, 0, 26, 113, 53, 822, 18, 18, 670, 26, 15, 11, 26, 30, 53, 713, 360
INVAR-5, Run: 083, P, 90, 0, 1, 0, 0, 1, 0, 146, 146, 0, 0, 26, 103, 53, 688, 21, 21, 542, 26, 18, 8, 26, 33, 53, 849, 431
INVAR-5, Run: 084, P, 85, 0, 1, 0, 0, 1, 0, 146, 146, 0, 0, 26, 98, 53, 807, 26, 26, 661, 26, 14, 12, 26, 33, 53, 875, 444
INVAR-5, Run: 085, P, 89, 0, 1, 0, 0, 1, 0, 148, 148, 0, 0, 26, 100, 53, 747, 23, 23, 599, 26, 17, 9, 26, 32, 53, 635, 323
INVAR-5, Run: 086, P, 79, 0, 1, 0, 0, 1, 0, 154, 154, 0, 0, 26, 84, 53, 1049, 18, 18, 895, 26, 17, 9, 26, 29, 53, 1053, 529
INVAR-5, Run: 087, P, 95, 0, 1, 0, 0, 1, 0, 146, 146, 0, 0, 26, 108, 53, 843, 23, 23, 697, 26, 17, 9, 26, 33, 53, 673, 343
INVAR-5, Run: 088, P, 114, 0, 1, 0, 0, 1, 0, 154, 154, 0, 0, 26, 119, 53, 594, 18, 18, 440, 26, 16, 10, 26, 29, 53, 511, 258
INVAR-5, Run: 089, P, 90, 0, 1, 1, 0, 1, 0, 149, 149, 0, 0, 26, 100, 53, 784, 19, 19, 635, 26, 18, 8, 26, 31, 53, 1090, 550
INVAR-5, Run: 090, P, 77, 0, 1, 0, 0, 1, 0, 146, 146, 0, 0, 26, 90, 53, 717, 13, 13, 571, 26, 20, 6, 26, 33, 53, 529, 271
INVAR-5, Run: 091, P, 76, 0, 1, 0, 0, 1, 0, 150, 150, 0, 0, 26, 85, 53, 790, 21, 21, 640, 26, 15, 11, 26, 31, 53, 829, 419
INVAR-5, Run: 092, P, 84, 0, 1, 0, 0, 1, 0, 158, 158, 0, 0, 26, 85, 53, 771, 13, 13, 613, 26, 19, 7, 26, 27, 53, 531, 266
INVAR-5, Run: 093, P, 90, 0, 1, 0, 0, 1, 0, 152, 152, 0, 0, 26, 97, 53, 1067, 23, 23, 915, 26, 20, 6, 26, 30, 53, 885, 446
INVAR-5, Run: 094, P, 87, 0, 1, 0, 0, 1, 0, 146, 146, 0, 0, 26, 100, 53, 632, 29, 29, 486, 26, 19, 7, 26, 33, 53, 567, 290
INVAR-5, Run: 095, P, 86, 0, 1, 0, 0, 1, 0, 150, 150, 0, 0, 26, 95, 53, 494, 12, 12, 344, 26, 19, 7, 26, 31, 53, 557, 283
INVAR-5, Run: 096, P, 77, 0, 1, 0, 0, 1, 0, 150, 150, 0, 0, 26, 86, 53, 713, 21, 21, 563, 26, 13, 13, 26, 31, 53, 637, 323
INVAR-5, Run: 097, P, 96, 0, 1, 0, 0, 1, 0, 146, 146, 0, 0, 26, 109, 53, 693, 16, 16, 547, 26, 11, 15, 26, 33, 53, 723, 368
INVAR-5, Run: 098, P, 89, 0, 1, 0, 0, 1, 0, 150, 150, 0, 0, 26, 98, 53, 897, 15, 15, 747, 26, 16, 10, 26, 31, 53, 561, 285
INVAR-5, Run: 099, P, 98, 0, 1, 0, 0, 1, 0, 148, 148, 0, 0, 26, 109, 53, 669, 12, 12, 521, 26, 22, 4, 26, 32, 53, 691, 351
INVAR-5, Run: 100, P, 71, 0, 1, 1, 0, 1, 0, 145, 145, 0, 0, 26, 85, 53, 790, 19, 19, 645, 26, 14, 12, 26, 33, 53, 740, 377
INVAR-6, Run: 001, P, 89, 0, 1, 0, 0, 1, 0, 512, 512, 0, 0, 87, 102, 175, 4349, 49, 49, 3837, 87, 46, 41, 87, 94, 175, 5073, 2543
INVAR-6, Run: 002, P, 116, 0, 1, 0, 0, 1, 0, 514, 514, 0, 0, 87, 127, 175, 4674, 59, 59, 4160, 87, 55, 32, 87, 93, 175, 3465, 1738
INVAR-6, Run: 003, P, 65, 0, 1, 0, 0, 1, 0, 512, 512, 0, 0, 87, 78, 175, 4288, 59, 59, 3776, 87, 60, 27, 87, 94, 175, 3891, 1952
INVAR-6, Run: 004, P, 78, 0, 1, 0, 0, 1, 0, 516, 516, 0, 0, 87, 87, 175, 4882, 42, 42, 4366, 87, 59, 28, 87, 92, 175, 5587, 2798
INVAR-6, Run: 005, P, 92, 0, 1, 0, 0, 1, 0, 516, 516, 0, 0, 87, 101, 175, 3779, 81, 81, 3263, 87, 54, 33, 87, 92, 175, 2615, 1312
INVAR-6, Run: 006, P, 91, 0, 1, 0, 0, 1, 0, 514, 514, 0, 0, 87, 102, 175, 4578, 67, 67, 4064, 87, 56, 31, 87, 93, 175, 5141, 2576
INVAR-6, Run: 007, P, 99, 0, 1, 0, 0, 1, 0, 512, 512, 0, 0, 87, 112, 175, 3991, 73, 73, 3479, 87, 49, 38, 87, 94, 175, 3247, 1630
INVAR-6, Run: 008, P, 90, 0, 1, 0, 0, 1, 0, 514, 514, 0, 0, 87, 101, 175, 5067, 72, 72, 4553, 87, 54, 33, 87, 93, 175, 3335, 1673
INVAR-6, Run: 009, P, 93, 0, 1, 0, 0, 1, 0, 500, 500, 0, 0, 87, 118, 175, 4065, 54, 54, 3565, 87, 54, 33, 87, 100, 175, 6221, 3123
INVAR-6, Run: 010, P, 89, 0, 1, 0, 0, 1, 0, 516, 516, 0, 0, 87, 98, 175, 4403, 59, 59, 3887, 87, 55, 32, 87, 92, 175, 3833, 1921
INVAR-6, Run: 011, P, 98, 0, 1, 0, 0, 1, 0, 518, 518, 0, 0, 87, 105, 175, 3566, 62, 62, 3048, 87, 52, 35, 87, 91, 175, 3717, 1862
INVAR-6, Run: 012, P, 98, 0, 1, 0, 0, 1, 0, 514, 514, 0, 0, 87, 109, 175, 4892, 64, 64, 4378, 87, 68, 19, 87, 93, 175, 3815, 1913
INVAR-6, Run: 013, P, 91, 0, 1, 0, 0, 1, 0, 508, 508, 0, 0, 87, 108, 175, 4887, 53, 53, 4379, 87, 53, 34, 87, 96, 175, 4177, 2097
INVAR-6, Run: 014, P, 109, 0, 1, 0, 0, 1, 0, 514, 514, 0, 0, 87, 120, 175, 4661, 58, 58, 4147, 87, 58, 29, 87, 93, 175, 4705, 2358
INVAR-6, Run: 015, P, 84, 0, 1, 0, 0, 1, 0, 510, 510, 0, 0, 87, 99, 175, 5680, 75, 75, 5170, 87, 55, 32, 87, 95, 175, 5165, 2590
INVAR-6, Run: 016, P, 100, 0, 1, 0, 0, 1, 0, 512, 512, 0, 0, 87, 113, 175, 4323, 44, 44, 3811, 87, 57, 30, 87, 94, 175, 6659, 3336
INVAR-6, Run: 017, P, 88, 0, 1, 0, 0, 1, 0, 510, 510, 0, 0, 87, 103, 175, 4165, 52, 52, 3655, 87, 49, 38, 87, 95, 175, 5555, 2785
INVAR-6, Run: 018, P, 89, 0, 1, 0, 0, 1, 0, 502, 502, 0, 0, 87, 112, 175, 5932, 64, 64, 5430, 87, 55, 32, 87, 99, 175, 6071, 3047
INVAR-6, Run: 019, P, 74, 0, 1, 0, 0, 1, 0, 512, 512, 0, 0, 87, 87, 175, 5663, 68, 68, 5151, 87, 43, 44, 87, 94, 175, 6157, 3085
INVAR-6, Run: 020, P, 87, 0, 1, 1, 0, 1, 0, 513, 513, 0, 0, 87, 99, 175, 5586, 71, 71, 5073, 87, 58, 29, 87, 93, 175, 5338, 2675
INVAR-6, Run: 021, P, 96, 0, 1, 0, 0, 1, 0, 512, 512, 0, 0, 87, 109, 175, 4958, 53, 53, 4446, 87, 57, 30, 87, 94, 175, 5167, 2590
INVAR-6, Run: 022, P, 90, 0, 1, 0, 0, 1, 0, 514, 514, 0, 0, 87, 101, 175, 4826, 51, 51, 4312, 87, 61, 26, 87, 93, 175, 4621, 2316
INVAR-6, Run: 023, P, 69, 0, 1, 0, 0, 1, 0, 512, 512, 0, 0, 87, 82, 175, 4117, 55, 55, 3605, 87, 51, 36, 87, 94, 175, 5137, 2575
INVAR-6, Run: 024, P, 86, 0, 1, 0, 0, 1, 0, 510, 510, 0, 0, 87, 101, 175, 5557, 72, 72, 5047, 87, 60, 27, 87, 95, 175, 4163, 2089
INVAR-6, Run: 025, P, 77, 0, 1, 0, 0, 1, 0, 514, 514, 0, 0, 87, 88, 175, 6342, 47, 47, 5828, 87, 66, 21, 87, 93, 175, 6513, 3262
INVAR-6, Run: 026, P, 81, 0, 1, 1, 0, 1, 0, 515, 515, 0, 0, 87, 91, 175, 6083, 60, 60, 5568, 87, 58, 29, 87, 92, 175, 3458, 1734
INVAR-6, Run: 027, P, 71, 0, 1, 0, 0, 1, 0, 514, 514, 0, 0, 87, 82, 175, 4749, 62, 62, 4235, 87, 59, 28, 87, 93, 175, 6435, 3223
INVAR-6, Run: 028, P, 100, 0, 1, 0, 0, 1, 0, 514, 514, 0, 0, 87, 111, 175, 4424, 65, 65, 3910, 87, 57, 30, 87, 93, 175, 4755, 2383
INVAR-6, Run: 029, P, 84, 0, 1, 1, 0, 1, 0, 519, 519, 0, 0, 87, 90, 175, 4443, 53, 53, 3924, 87, 54, 33, 87, 90, 175, 4316, 2161
INVAR-6, Run: 030, P, 88, 0, 1, 0, 0, 1, 0, 516, 516, 0, 0, 87, 97, 175, 5525, 58, 58, 5009, 87, 53, 34, 87, 92, 175, 3099, 1554
INVAR-6, Run: 031, P, 102, 0, 1, 0, 0, 1, 0, 522, 522, 0, 0, 87, 105, 175, 4606, 54, 54, 4084, 87, 60, 27, 87, 89, 175, 3757, 1880
INVAR-6, Run: 032, P, 100, 0, 1, 0, 0, 1, 0, 518, 518, 0, 0, 87, 107, 175, 5159, 55, 55, 4641, 87, 54, 33, 87, 91, 175, 5091, 2549
INVAR-6, Run: 033, P, 85, 0, 1, 0, 0, 1, 0, 520, 520, 0, 0, 87, 90, 175, 4204, 57, 57, 3684, 87, 55, 32, 87, 90, 175, 4501, 2253
INVAR-6, Run: 034, P, 108, 0, 1, 0, 0, 1, 0, 512, 512, 0, 0, 87, 121, 175, 4357, 58, 58, 3845, 87, 53, 34, 87, 94, 175, 5403, 2708
INVAR-6, Run: 035, P, 97, 0, 1, 0, 0, 1, 0, 518, 518, 0, 0, 87, 104, 175, 5653, 61, 61, 5135, 87, 59, 28, 87, 91, 175, 5987, 2997
INVAR-6, Run: 036, P, 80, 0, 1, 0, 0, 1, 0, 512, 512, 0, 0, 87, 93, 175, 4191, 58, 58, 3679, 87, 51, 36, 87, 94, 175, 3853, 1933
INVAR-6, Run: 037, P, 103, 0, 1, 0, 0, 1, 0, 510, 510, 0, 0, 87, 118, 175, 4842, 52, 52, 4332, 87, 56, 31, 87, 95, 175, 4095, 2055
INVAR-6, Run: 038, P, 65, 0, 1, 0, 0, 1, 0, 512, 512, 0, 0, 87, 78, 175, 5154, 48, 48, 4642, 87, 56, 31, 87, 94, 175, 4297, 2155
INVAR-6, Run: 039, P, 84, 0, 1, 0, 0, 1, 0, 516, 516, 0, 0, 87, 93, 175, 3962, 63, 63, 3446, 87, 61, 26, 87, 92, 175, 4051, 2030
INVAR-6, Run: 040, P, 78, 0, 1, 0, 0, 1, 0, 516, 516, 0, 0, 87, 87, 175, 4337, 49, 49, 3821, 87, 69, 18, 87, 92, 175, 3985, 1997
INVAR-6, Run: 041, P, 92, 0, 1, 0, 0, 1, 0, 514, 514, 0, 0, 87, 103, 175, 4820, 55, 55, 4306, 87, 56, 31, 87, 93, 175, 4265, 2138
INVAR-6, Run: 042, P, 69, 0, 1, 1, 0, 1, 0, 511, 511, 0, 0, 87, 83, 175, 4261, 53, 53, 3750, 87, 62, 25, 87, 94, 175, 3870, 1942
INVAR-6, Run: 043, P, 106, 0, 1, 0, 0, 1, 0, 512, 512, 0, 0, 87, 119, 175, 5241, 67, 67, 4729, 87, 48, 39, 87, 94, 175, 3619, 1816
INVAR-6, Run: 044, P, 88, 0, 1, 1, 0, 1, 0, 515, 515, 0, 0, 87, 98, 175, 5027, 69, 69, 4512, 87, 57, 30, 87, 92, 175, 3590, 1800
INVAR-6, Run: 045, P, 91, 0, 1, 0, 0, 1, 0, 510, 510, 0, 0, 87, 106, 175, 4480, 59, 59, 3970, 87, 61, 26, 87, 95, 175, 4447, 2231
INVAR-6, Run: 046, P, 88, 0, 1, 0, 0, 1, 0, 514, 514, 0, 0, 87, 99, 175, 4608, 78, 78, 4094, 87, 51, 36, 87, 93, 175, 3321, 1666
INVAR-6, Run: 047, P, 80, 0, 1, 1, 0, 1, 0, 507, 507, 0, 0, 87, 98, 175, 4216, 58, 58, 3709, 87, 46, 41, 87, 96, 175, 5262, 2640
INVAR-6, Run: 048, P, 100, 0, 1, 0, 0, 1, 0, 512, 512, 0, 0, 87, 113, 175, 4136, 53, 53, 3624, 87, 42, 45, 87, 94, 175, 4199, 2106
INVAR-6, Run: 049, P, 82, 0, 1, 0, 0, 1, 0, 514, 514, 0, 0, 87, 93, 175, 4931, 62, 62, 4417, 87, 55, 32, 87, 93, 175, 4769, 2390
INVAR-6, Run: 050, P, 81, 0, 1, 1, 0, 1, 0, 507, 507, 0, 0, 87, 99, 175, 6113, 63, 63, 5606, 87, 50, 37, 87, 96, 175, 5652, 2835
INVAR-6, Run: 051, P, 90, 0, 1, 0, 0, 1, 0, 516, 516, 0, 0, 87, 99, 175, 4292, 52, 52, 3776, 87, 53, 34, 87, 92, 175, 5119, 2564
INVAR-6, Run: 052, P, 106, 0, 1, 0, 0, 1, 0, 510, 510, 0, 0, 87, 121, 175, 6472, 58, 58, 5962, 87, 58, 29, 87, 95, 175, 4753, 2384
INVAR-6, Run: 053, P, 75, 0, 1, 0, 0, 1, 0, 512, 512, 0, 0, 87, 88, 175, 4144, 61, 61, 3632, 87, 55, 32, 87, 94, 175, 5695, 2854
INVAR-6, Run: 054, P, 100, 0, 1, 0, 0, 1, 0, 518, 518, 0, 0, 87, 107, 175, 4261, 46, 46, 3743, 87, 43, 44, 87, 91, 175, 5139, 2573
INVAR-6, Run: 055, P, 80, 0, 1, 0, 0, 1, 0, 514, 514, 0, 0, 87, 91, 175, 5037, 59, 59, 4523, 87, 41, 46, 87, 93, 175, 3901, 1956
INVAR-6, Run: 056, P, 103, 0, 1, 1, 0, 1, 0, 513, 513, 0, 0, 87, 115, 175, 4296, 38, 38, 3783, 87, 56, 31, 87, 93, 175, 3722, 1867
INVAR-6, Run: 057, P, 89, 0, 1, 0, 0, 1, 0, 514, 514, 0, 0, 87, 100, 175, 4222, 74, 74, 3708, 87, 59, 28, 87, 93, 175, 3783, 1897
INVAR-6, Run: 058, P, 86, 0, 1, 0, 0, 1, 0, 512, 512, 0, 0, 87, 99, 175, 5275, 63, 63, 4763, 87, 58, 29, 87, 94, 175, 5501, 2757
INVAR-6, Run: 059, P, 106, 0, 1, 0, 0, 1, 0, 516, 516, 0, 0, 87, 115, 175, 4585, 54, 54, 4069, 87, 57, 30, 87, 92, 175, 4511, 2260
INVAR-6, Run: 060, P, 90, 0, 1, 0, 0, 1, 0, 512, 512, 0, 0, 87, 103, 175, 4967, 44, 44, 4455, 87, 55, 32, 87, 94, 175, 5725, 2869
INVAR-6, Run: 061, P, 68, 0, 1, 0, 0, 1, 0, 518, 518, 0, 0, 87, 75, 175, 5706, 69, 69, 5188, 87, 56, 31, 87, 91, 175, 5977, 2992
INVAR-6, Run: 062, P, 88, 0, 1, 0, 0, 1, 0, 516, 516, 0, 0, 87, 97, 175, 4087, 56, 56, 3571, 87, 56, 31, 87, 92, 175, 4427, 2218
INVAR-6, Run: 063, P, 101, 0, 1, 0, 0, 1, 0, 516, 516, 0, 0, 87, 110, 175, 4026, 66, 66, 3510, 87, 58, 29, 87, 92, 175, 3371, 1690
INVAR-6, Run: 064, P, 95, 0, 1, 0, 0, 1, 0, 510, 510, 0, 0, 87, 110, 175, 5078, 51, 51, 4568, 87, 49, 38, 87, 95, 175, 4489, 2252
INVAR-6, Run: 065, P, 84, 0, 1, 1, 0, 1, 0, 505, 505, 0, 0, 87, 104, 175, 5210, 60, 60, 4705, 87, 53, 34, 87, 97, 175, 6200, 3110
INVAR-6, Run: 066, P, 87, 0, 1, 1, 0, 1, 0, 511, 511, 0, 0, 87, 101, 175, 6402, 54, 54, 5891, 87, 58, 29, 87, 94, 175, 6660, 3337
INVAR-6, Run: 067, P, 99, 0, 1, 0, 0, 1, 0, 518, 518, 0, 0, 87, 106, 175, 3509, 61, 61, 2991, 87, 53, 34, 87, 91, 175, 3737, 1872
INVAR-6, Run: 068, P, 96, 0, 1, 0, 0, 1, 0, 512, 512, 0, 0, 87, 109, 175, 5458, 59, 59, 4946, 87, 57, 30, 87, 94, 175, 4857, 2435
INVAR-6, Run: 069, P, 79, 0, 1, 1, 0, 1, 0, 507, 507, 0, 0, 87, 97, 175, 5688, 62, 62, 5181, 87, 55, 32, 87, 96, 175, 4478, 2248
INVAR-6, Run: 070, P, 86, 0, 1, 1, 0, 1, 0, 511, 511, 0, 0, 87, 100, 175, 4210, 64, 64, 3699, 87, 55, 32, 87, 94, 175, 5360, 2687
INVAR-6, Run: 071, P, 78, 0, 1, 1, 0, 1, 0, 515, 515, 0, 0, 87, 88, 175, 5639, 53, 53, 5124, 87, 57, 30, 87, 92, 175, 4558, 2284
INVAR-6, Run: 072, P, 89, 0, 1, 0, 0, 1, 0, 518, 518, 0, 0, 87, 96, 175, 3852, 53, 53, 3334, 87, 61, 26, 87, 91, 175, 3747, 1877
INVAR-6, Run: 073, P, 97, 0, 1, 0, 0, 1, 0, 514, 514, 0, 0, 87, 108, 175, 4276, 59, 59, 3762, 87, 58, 29, 87, 93, 175, 4247, 2129
INVAR-6, Run: 074, P, 74, 0, 1, 0, 0, 1, 0, 514, 514, 0, 0, 87, 85, 175, 6239, 54, 54, 5725, 87, 52, 35, 87, 93, 175, 5329, 2670
INVAR-6, Run: 075, P, 79, 0, 1, 0, 0, 1, 0, 514, 514, 0, 0, 87, 90, 175, 3800, 60, 60, 3286, 87, 50, 37, 87, 93, 175, 3787, 1899
