Input Number, Run_Number, Result@ 100, X1, X2, U
1, Run: 001, P, 66, 0, 0
1, Run: 002, P, 56, 0, 0
1, Run: 003, P, 67, 0, 0
1, Run: 004, P, 60, 0, 0
1, Run: 005, P, 61, 0, 0
1, Run: 006, P, 0, 108, 0
1, Run: 007, P, 61, 0, 0
1, Run: 008, P, 64, 0, 0
1, Run: 009, P, 62, 0, 0
1, Run: 010, P, 77, 0, 0
1, Run: 011, P, 73, 0, 0
1, Run: 012, P, 59, 0, 0
1, Run: 013, P, 61, 0, 0
1, Run: 014, P, 56, 0, 0
1, Run: 015, P, 76, 0, 0
1, Run: 016, P, 59, 0, 0
1, Run: 017, P, 59, 0, 0
1, Run: 018, P, 78, 0, 0
1, Run: 019, P, 57, 0, 0
1, Run: 020, P, 81, 0, 0
1, Run: 021, P, 69, 0, 0
1, Run: 022, P, 56, 0, 0
1, Run: 023, P, 66, 0, 0
1, Run: 024, P, 103, 0, 0
1, Run: 025, P, 65, 0, 0
1, Run: 026, P, 56, 0, 0
1, Run: 027, P, 69, 0, 0
1, Run: 028, P, 80, 0, 0
1, Run: 029, P, 65, 0, 0
1, Run: 030, P, 56, 0, 0
1, Run: 031, P, 71, 0, 0
1, Run: 032, P, 67, 0, 0
1, Run: 033, P, 0, 121, 0
1, Run: 034, P, 52, 0, 0
1, Run: 035, P, 70, 0, 0
1, Run: 036, P, 61, 0, 0
1, Run: 037, P, 71, 0, 0
1, Run: 038, P, 60, 0, 0
1, Run: 039, P, 0, 83, 0
1, Run: 040, P, 59, 0, 0
1, Run: 041, P, 82, 0, 0
1, Run: 042, P, 54, 0, 0
1, Run: 043, P, 72, 0, 0
1, Run: 044, P, 78, 0, 0
1, Run: 045, P, 59, 0, 0
1, Run: 046, P, 76, 0, 0
1, Run: 047, P, 79, 0, 0
1, Run: 048, P, 55, 0, 0
1, Run: 049, P, 57, 0, 0
1, Run: 050, P, 55, 0, 0
1, Run: 051, P, 56, 0, 0
1, Run: 052, P, 69, 0, 0
1, Run: 053, P, 75, 0, 0
1, Run: 054, P, 52, 0, 0
1, Run: 055, P, 62, 0, 0
1, Run: 056, P, 0, 81, 0
1, Run: 057, P, 61, 0, 0
1, Run: 058, P, 60, 0, 0
1, Run: 059, P, 62, 0, 0
1, Run: 060, P, 68, 0, 0
1, Run: 061, P, 88, 0, 0
1, Run: 062, P, 71, 0, 0
1, Run: 063, P, 80, 0, 0
1, Run: 064, P, 83, 0, 0
1, Run: 065, P, 74, 0, 0
1, Run: 066, P, 55, 0, 0
1, Run: 067, P, 65, 0, 0
1, Run: 068, P, 63, 0, 0
1, Run: 069, P, 53, 0, 0
1, Run: 070, P, 53, 0, 0
1, Run: 071, P, 108, 0, 0
1, Run: 072, P, 63, 0, 0
1, Run: 073, P, 99, 0, 0
1, Run: 074, P, 57, 0, 0
1, Run: 075, P, 57, 0, 0
1, Run: 076, P, 55, 0, 0
1, Run: 077, P, 52, 0, 0
1, Run: 078, P, 55, 0, 0
1, Run: 079, P, 64, 0, 0
1, Run: 080, P, 91, 0, 0
1, Run: 081, P, 0, 201, 0
1, Run: 082, P, 57, 0, 0
1, Run: 083, P, 54, 0, 0
1, Run: 084, P, 61, 0, 0
1, Run: 085, P, 56, 0, 0
1, Run: 086, P, 66, 0, 0
1, Run: 087, P, 52, 0, 0
1, Run: 088, P, 103, 0, 0
1, Run: 089, P, 56, 0, 0
1, Run: 090, P, 69, 0, 0
1, Run: 091, P, 58, 0, 0
1, Run: 092, P, 79, 0, 0
1, Run: 093, P, 58, 0, 0
1, Run: 094, P, 0, 72, 0
