Input Number, Run_Number, Result@ 100, X1, H, M, PO, CE, Y, D, CO, A, PE, B, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-10, Run: 060, F, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 12350, 5787, 100, 499, 5387, 100, 200, 300, 12450, 5787
INVAR-10, Run: 061, F, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 11249, 5299, 100, 512, 4886, 100, 200, 300, 11349, 5299
INVAR-10, Run: 062, F, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 8285, 4195, 100, 467, 3827, 100, 200, 300, 8385, 4195
INVAR-10, Run: 063, F, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 10679, 5802, 100, 615, 5286, 100, 200, 300, 10779, 5802
INVAR-10, Run: 064, F, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 9112, 4888, 100, 543, 4444, 100, 200, 300, 9212, 4888
INVAR-10, Run: 065, F, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 10260, 5330, 100, 576, 4853, 100, 200, 300, 10360, 5330
INVAR-10, Run: 066, F, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 13130, 6387, 100, 589, 5897, 100, 200, 300, 13230, 6387
INVAR-10, Run: 067, F, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 8659, 4379, 100, 479, 3999, 100, 200, 300, 8759, 4379
INVAR-10, Run: 068, F, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 12335, 5883, 100, 535, 5447, 100, 200, 300, 12435, 5883
INVAR-10, Run: 069, F, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 9949, 4897, 100, 490, 4506, 100, 200, 300, 10049, 4897
INVAR-10, Run: 070, F, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 9893, 5087, 100, 534, 4652, 100, 200, 300, 9993, 5087
INVAR-10, Run: 071, F, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 10877, 5067, 100, 493, 4673, 100, 200, 300, 10977, 5067
INVAR-10, Run: 072, F, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 11841, 5757, 100, 546, 5310, 100, 200, 300, 11941, 5757
INVAR-10, Run: 073, F, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 9800, 5158, 100, 533, 4724, 100, 200, 300, 9900, 5158
INVAR-10, Run: 074, F, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 7701, 4051, 100, 438, 3712, 100, 200, 300, 7801, 4051
INVAR-10, Run: 075, F, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 13378, 6783, 100, 582, 6300, 100, 200, 300, 13478, 6783
INVAR-10, Run: 076, F, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 9760, 4806, 100, 497, 4408, 100, 200, 300, 9860, 4806
INVAR-10, Run: 077, F, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 9774, 5061, 100, 530, 4630, 100, 200, 300, 9874, 5061
INVAR-10, Run: 078, F, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 8351, 4233, 100, 436, 3896, 100, 200, 300, 8451, 4233
INVAR-10, Run: 079, F, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 17959, 8193, 100, 677, 7615, 100, 200, 300, 18059, 8193
INVAR-10, Run: 080, F, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 9400, 5139, 100, 584, 4654, 100, 200, 300, 9500, 5139
INVAR-10, Run: 081, F, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 12296, 6198, 100, 582, 5715, 100, 200, 300, 12396, 6198
INVAR-10, Run: 082, F, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 8306, 4230, 100, 469, 3860, 100, 200, 300, 8406, 4230
INVAR-10, Run: 083, F, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 7813, 4302, 100, 507, 3894, 100, 200, 300, 7913, 4302
INVAR-10, Run: 084, F, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 8802, 4923, 100, 553, 4469, 100, 200, 300, 8902, 4923
INVAR-10, Run: 085, F, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 10558, 5287, 100, 526, 4860, 100, 200, 300, 10658, 5287
INVAR-10, Run: 086, F, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 10879, 5504, 100, 515, 5088, 100, 200, 300, 10979, 5504
INVAR-10, Run: 087, F, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 11943, 5811, 100, 520, 5390, 100, 200, 300, 12043, 5811
INVAR-10, Run: 088, F, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 16274, 7144, 100, 575, 6668, 100, 200, 300, 16374, 7144
INVAR-10, Run: 089, F, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 9837, 5028, 100, 551, 4576, 100, 200, 300, 9937, 5028
INVAR-10, Run: 090, F, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 12084, 6034, 100, 541, 5592, 100, 200, 300, 12184, 6034
INVAR-10, Run: 091, F, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 15516, 7593, 100, 638, 7054, 100, 200, 300, 15616, 7593
INVAR-10, Run: 092, F, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 13065, 5941, 100, 538, 5502, 100, 200, 300, 13165, 5941
INVAR-10, Run: 093, F, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 11888, 5821, 100, 566, 5354, 100, 200, 300, 11988, 5821
INVAR-10, Run: 094, F, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 8632, 4343, 100, 503, 3939, 100, 200, 300, 8732, 4343
INVAR-10, Run: 095, F, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 9219, 4547, 100, 463, 4183, 100, 200, 300, 9319, 4547
INVAR-10, Run: 096, F, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 10567, 5328, 100, 555, 4872, 100, 200, 300, 10667, 5328
INVAR-10, Run: 097, F, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 7007, 3808, 100, 493, 3414, 100, 200, 300, 7107, 3808
INVAR-10, Run: 098, F, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 8471, 4631, 100, 558, 4172, 100, 200, 300, 8571, 4631
INVAR-10, Run: 099, F, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 11865, 5786, 100, 545, 5340, 100, 200, 300, 11965, 5786
INVAR-10, Run: 100, F, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 9858, 5062, 100, 506, 4655, 100, 200, 300, 9958, 5062
INVAR-2, Run: 001, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 491, 437, 28, 71, 393, 28, 56, 84, 519, 437
INVAR-2, Run: 002, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 1548, 1277, 28, 126, 1178, 28, 56, 84, 1576, 1277
INVAR-2, Run: 003, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 777, 762, 28, 126, 663, 28, 56, 84, 805, 762
INVAR-2, Run: 004, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 789, 704, 28, 102, 629, 28, 56, 84, 817, 704
INVAR-2, Run: 005, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 1015, 941, 28, 130, 838, 28, 56, 84, 1043, 941
INVAR-2, Run: 006, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 1402, 1198, 28, 153, 1072, 28, 56, 84, 1430, 1198
INVAR-2, Run: 007, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 866, 764, 28, 124, 667, 28, 56, 84, 894, 764
INVAR-2, Run: 008, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 888, 923, 28, 138, 812, 28, 56, 84, 916, 923
INVAR-2, Run: 009, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 864, 861, 28, 127, 761, 28, 56, 84, 892, 861
INVAR-2, Run: 010, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 716, 682, 28, 107, 602, 28, 56, 84, 744, 682
INVAR-2, Run: 011, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 633, 536, 28, 81, 482, 28, 56, 84, 661, 536
INVAR-2, Run: 012, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 1081, 996, 28, 123, 900, 28, 56, 84, 1109, 996
INVAR-2, Run: 013, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 881, 854, 28, 109, 772, 28, 56, 84, 909, 854
INVAR-2, Run: 014, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 1236, 1094, 28, 132, 989, 28, 56, 84, 1264, 1094
INVAR-2, Run: 015, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 904, 854, 28, 131, 750, 28, 56, 84, 932, 854
INVAR-2, Run: 016, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 1104, 908, 28, 111, 824, 28, 56, 84, 1132, 908
INVAR-2, Run: 017, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 649, 631, 28, 141, 517, 28, 56, 84, 677, 631
INVAR-2, Run: 018, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 673, 572, 28, 89, 510, 28, 56, 84, 701, 572
INVAR-2, Run: 019, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 832, 699, 28, 82, 644, 28, 56, 84, 860, 699
INVAR-2, Run: 020, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 697, 593, 28, 87, 533, 28, 56, 84, 725, 593
INVAR-2, Run: 021, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 1158, 1121, 28, 173, 975, 28, 56, 84, 1186, 1121
INVAR-2, Run: 022, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 577, 489, 28, 82, 434, 28, 56, 84, 605, 489
INVAR-2, Run: 023, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 845, 850, 28, 129, 748, 28, 56, 84, 873, 850
INVAR-2, Run: 024, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 635, 571, 28, 84, 514, 28, 56, 84, 663, 571
INVAR-2, Run: 025, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 1267, 1145, 28, 174, 998, 28, 56, 84, 1295, 1145
INVAR-2, Run: 026, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 2333, 1921, 28, 192, 1756, 28, 56, 84, 2361, 1921
INVAR-2, Run: 027, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 718, 613, 28, 73, 567, 28, 56, 84, 746, 613
INVAR-2, Run: 028, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 863, 849, 28, 148, 728, 28, 56, 84, 891, 849
INVAR-2, Run: 029, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 801, 686, 28, 94, 619, 28, 56, 84, 829, 686
INVAR-2, Run: 030, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 962, 891, 28, 127, 791, 28, 56, 84, 990, 891
INVAR-2, Run: 031, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 917, 801, 28, 125, 703, 28, 56, 84, 945, 801
INVAR-2, Run: 032, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 719, 635, 28, 109, 553, 28, 56, 84, 747, 635
INVAR-2, Run: 033, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 1267, 1096, 28, 146, 977, 28, 56, 84, 1295, 1096
INVAR-2, Run: 034, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 1002, 859, 28, 126, 760, 28, 56, 84, 1030, 859
INVAR-2, Run: 035, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 566, 538, 28, 72, 493, 28, 56, 84, 594, 538
INVAR-2, Run: 036, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 1360, 1265, 28, 192, 1100, 28, 56, 84, 1388, 1265
INVAR-2, Run: 037, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 1175, 1153, 28, 155, 1025, 28, 56, 84, 1203, 1153
INVAR-2, Run: 038, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 694, 632, 28, 83, 576, 28, 56, 84, 722, 632
INVAR-2, Run: 039, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 686, 528, 28, 79, 476, 28, 56, 84, 714, 528
INVAR-2, Run: 040, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 991, 906, 28, 122, 811, 28, 56, 84, 1019, 906
INVAR-2, Run: 041, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 895, 784, 28, 119, 692, 28, 56, 84, 923, 784
INVAR-2, Run: 042, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 611, 598, 28, 104, 521, 28, 56, 84, 639, 598
INVAR-2, Run: 043, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 1464, 1275, 28, 152, 1150, 28, 56, 84, 1492, 1275
INVAR-2, Run: 044, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 560, 547, 28, 88, 486, 28, 56, 84, 588, 547
INVAR-2, Run: 045, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 1037, 869, 28, 132, 764, 28, 56, 84, 1065, 869
INVAR-2, Run: 046, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 997, 902, 28, 119, 810, 28, 56, 84, 1025, 902
INVAR-2, Run: 047, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 1028, 927, 28, 129, 825, 28, 56, 84, 1056, 927
INVAR-2, Run: 048, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 750, 686, 28, 104, 609, 28, 56, 84, 778, 686
INVAR-2, Run: 049, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 1116, 1000, 28, 145, 882, 28, 56, 84, 1144, 1000
INVAR-2, Run: 050, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 850, 758, 28, 115, 670, 28, 56, 84, 878, 758
INVAR-2, Run: 051, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 971, 894, 28, 128, 793, 28, 56, 84, 999, 894
INVAR-2, Run: 052, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 1036, 953, 28, 127, 853, 28, 56, 84, 1064, 953
INVAR-2, Run: 053, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 845, 797, 28, 111, 713, 28, 56, 84, 873, 797
INVAR-2, Run: 054, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 463, 415, 28, 83, 359, 28, 56, 84, 491, 415
INVAR-2, Run: 055, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 652, 542, 28, 85, 484, 28, 56, 84, 680, 542
INVAR-2, Run: 056, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 1232, 1136, 28, 173, 990, 28, 56, 84, 1260, 1136
INVAR-2, Run: 057, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 709, 677, 28, 104, 600, 28, 56, 84, 737, 677
INVAR-2, Run: 058, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 916, 875, 28, 135, 767, 28, 56, 84, 944, 875
INVAR-2, Run: 059, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 1091, 890, 28, 103, 814, 28, 56, 84, 1119, 890
INVAR-2, Run: 060, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 547, 521, 28, 106, 442, 28, 56, 84, 575, 521
INVAR-2, Run: 061, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 822, 746, 28, 120, 653, 28, 56, 84, 850, 746
INVAR-2, Run: 062, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 533, 460, 28, 87, 400, 28, 56, 84, 561, 460
INVAR-2, Run: 063, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 529, 528, 28, 101, 454, 28, 56, 84, 557, 528
INVAR-2, Run: 064, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 949, 838, 28, 132, 733, 28, 56, 84, 977, 838
INVAR-2, Run: 065, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 917, 799, 28, 113, 713, 28, 56, 84, 945, 799
INVAR-2, Run: 066, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 624, 629, 28, 106, 550, 28, 56, 84, 652, 629
INVAR-2, Run: 067, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 758, 643, 28, 109, 561, 28, 56, 84, 786, 643
INVAR-2, Run: 068, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 1045, 906, 28, 123, 810, 28, 56, 84, 1073, 906
INVAR-2, Run: 069, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 684, 522, 28, 84, 465, 28, 56, 84, 712, 522
INVAR-2, Run: 070, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 710, 611, 28, 90, 548, 28, 56, 84, 738, 611
INVAR-2, Run: 071, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 1458, 1333, 28, 169, 1191, 28, 56, 84, 1486, 1333
INVAR-2, Run: 072, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 1192, 1134, 28, 178, 983, 28, 56, 84, 1220, 1134
INVAR-2, Run: 073, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 1118, 952, 28, 139, 840, 28, 56, 84, 1146, 952
INVAR-2, Run: 074, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 699, 719, 28, 111, 635, 28, 56, 84, 727, 719
INVAR-2, Run: 075, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 916, 841, 28, 128, 740, 28, 56, 84, 944, 841
INVAR-2, Run: 076, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 1042, 985, 28, 123, 889, 28, 56, 84, 1070, 985
INVAR-2, Run: 077, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 645, 577, 28, 79, 525, 28, 56, 84, 673, 577
INVAR-2, Run: 078, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 656, 581, 28, 103, 505, 28, 56, 84, 684, 581
INVAR-2, Run: 079, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 900, 788, 28, 104, 711, 28, 56, 84, 928, 788
INVAR-2, Run: 080, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 1147, 1028, 28, 148, 907, 28, 56, 84, 1175, 1028
INVAR-2, Run: 081, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 918, 764, 28, 85, 706, 28, 56, 84, 946, 764
INVAR-2, Run: 082, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 504, 412, 28, 69, 370, 28, 56, 84, 532, 412
INVAR-2, Run: 083, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 723, 590, 28, 103, 514, 28, 56, 84, 751, 590
INVAR-2, Run: 084, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 1497, 1367, 28, 168, 1226, 28, 56, 84, 1525, 1367
INVAR-2, Run: 085, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 851, 811, 28, 106, 732, 28, 56, 84, 879, 811
INVAR-2, Run: 086, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 1020, 955, 28, 134, 848, 28, 56, 84, 1048, 955
INVAR-2, Run: 087, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 566, 494, 28, 79, 442, 28, 56, 84, 594, 494
INVAR-2, Run: 088, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 1275, 1092, 28, 136, 983, 28, 56, 84, 1303, 1092
INVAR-2, Run: 089, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 1074, 931, 28, 140, 818, 28, 56, 84, 1102, 931
INVAR-2, Run: 090, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 828, 708, 28, 121, 614, 28, 56, 84, 856, 708
INVAR-2, Run: 091, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 1011, 905, 28, 110, 822, 28, 56, 84, 1039, 905
INVAR-2, Run: 092, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 1009, 908, 28, 141, 794, 28, 56, 84, 1037, 908
INVAR-2, Run: 093, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 998, 935, 28, 143, 819, 28, 56, 84, 1026, 935
INVAR-2, Run: 094, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 1327, 1220, 28, 169, 1078, 28, 56, 84, 1355, 1220
INVAR-2, Run: 095, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 714, 685, 28, 100, 612, 28, 56, 84, 742, 685
INVAR-2, Run: 096, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 723, 702, 28, 121, 608, 28, 56, 84, 751, 702
INVAR-2, Run: 097, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 735, 586, 28, 86, 527, 28, 56, 84, 763, 586
INVAR-2, Run: 098, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 981, 908, 28, 129, 806, 28, 56, 84, 1009, 908
INVAR-2, Run: 099, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 1011, 889, 28, 124, 792, 28, 56, 84, 1039, 889
INVAR-2, Run: 100, F, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 1105, 997, 28, 129, 895, 28, 56, 84, 1133, 997
INVAR-3, Run: 001, F, 0, 0, 0, 0, 82, 82, 0, 0, 492, 1, 0, 164, 6980, 3610, 82, 379, 3312, 82, 164, 246, 7062, 3610
INVAR-3, Run: 002, F, 0, 0, 0, 0, 82, 82, 0, 0, 492, 1, 0, 164, 9621, 5013, 82, 475, 4619, 82, 164, 246, 9703, 5013
INVAR-3, Run: 003, F, 0, 0, 0, 0, 82, 82, 0, 0, 492, 1, 0, 164, 5965, 3265, 82, 336, 3010, 82, 164, 246, 6047, 3265
INVAR-3, Run: 004, F, 0, 0, 0, 0, 82, 82, 0, 0, 492, 1, 0, 164, 7670, 4367, 82, 512, 3936, 82, 164, 246, 7752, 4367
INVAR-3, Run: 005, F, 0, 0, 0, 0, 82, 82, 0, 0, 492, 1, 0, 164, 6730, 3797, 82, 477, 3401, 82, 164, 246, 6812, 3797
INVAR-3, Run: 006, F, 0, 0, 0, 0, 82, 82, 0, 0, 492, 1, 0, 164, 8327, 4502, 82, 410, 4173, 82, 164, 246, 8409, 4502
INVAR-3, Run: 007, F, 0, 0, 0, 0, 82, 82, 0, 0, 492, 1, 0, 164, 11775, 5861, 82, 516, 5426, 82, 164, 246, 11857, 5861
INVAR-3, Run: 008, F, 0, 0, 0, 0, 82, 82, 0, 0, 492, 1, 0, 164, 6708, 3678, 82, 417, 3342, 82, 164, 246, 6790, 3678
INVAR-3, Run: 009, F, 0, 0, 0, 0, 82, 82, 0, 0, 492, 1, 0, 164, 6156, 3312, 82, 348, 3045, 82, 164, 246, 6238, 3312
INVAR-3, Run: 010, F, 0, 0, 0, 0, 82, 82, 0, 0, 492, 1, 0, 164, 6522, 3665, 82, 431, 3315, 82, 164, 246, 6604, 3665
INVAR-3, Run: 011, F, 0, 0, 0, 0, 82, 82, 0, 0, 492, 1, 0, 164, 7386, 4077, 82, 368, 3790, 82, 164, 246, 7468, 4077
INVAR-3, Run: 012, F, 0, 0, 0, 0, 82, 82, 0, 0, 492, 1, 0, 164, 9384, 5214, 82, 526, 4769, 82, 164, 246, 9466, 5214
INVAR-3, Run: 013, F, 0, 0, 0, 0, 82, 82, 0, 0, 492, 1, 0, 164, 5634, 2946, 82, 324, 2703, 82, 164, 246, 5716, 2946
INVAR-3, Run: 014, F, 0, 0, 0, 0, 82, 82, 0, 0, 492, 1, 0, 164, 8132, 4189, 82, 413, 3857, 82, 164, 246, 8214, 4189
INVAR-3, Run: 015, F, 0, 0, 0, 0, 82, 82, 0, 0, 492, 1, 0, 164, 9575, 4954, 82, 448, 4587, 82, 164, 246, 9657, 4954
INVAR-3, Run: 016, F, 0, 0, 0, 0, 82, 82, 0, 0, 492, 1, 0, 164, 11768, 6017, 82, 537, 5561, 82, 164, 246, 11850, 6017
INVAR-3, Run: 017, F, 0, 0, 0, 0, 82, 82, 0, 0, 492, 1, 0, 164, 5826, 3204, 82, 352, 2933, 82, 164, 246, 5908, 3204
INVAR-3, Run: 018, F, 0, 0, 0, 0, 82, 82, 0, 0, 492, 1, 0, 164, 7865, 4118, 82, 376, 3823, 82, 164, 246, 7947, 4118
INVAR-3, Run: 019, F, 0, 0, 0, 0, 82, 82, 0, 0, 492, 1, 0, 164, 9595, 5095, 82, 467, 4709, 82, 164, 246, 9677, 5095
INVAR-3, Run: 020, F, 0, 0, 0, 0, 82, 82, 0, 0, 492, 1, 0, 164, 6137, 3452, 82, 361, 3172, 82, 164, 246, 6219, 3452
INVAR-3, Run: 021, F, 0, 0, 0, 0, 82, 82, 0, 0, 492, 1, 0, 164, 12104, 6045, 82, 522, 5604, 82, 164, 246, 12186, 6045
INVAR-3, Run: 022, F, 0, 0, 0, 0, 82, 82, 0, 0, 492, 1, 0, 164, 5946, 3399, 82, 364, 3116, 82, 164, 246, 6028, 3399
INVAR-3, Run: 023, F, 0, 0, 0, 0, 82, 82, 0, 0, 492, 1, 0, 164, 8342, 4496, 82, 461, 4116, 82, 164, 246, 8424, 4496
INVAR-3, Run: 024, F, 0, 0, 0, 0, 82, 82, 0, 0, 492, 1, 0, 164, 6291, 3475, 82, 373, 3183, 82, 164, 246, 6373, 3475
