Input Number, Run_Number, Result@ 100, X1, H, M, PE, PO, CE, Y, D, CO, A, B, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-1, Run: 034, P, 0, 0, 0, 1, 0, 9, 9, 0, 0, 54, 0, 18, 22, 146, 9, 8, 18, 9, 18, 27, 31, 146
INVAR-1, Run: 035, P, 0, 0, 0, 1, 0, 9, 9, 0, 0, 54, 0, 18, 23, 121, 9, 19, 7, 9, 18, 27, 32, 121
INVAR-1, Run: 036, P, 0, 0, 0, 1, 0, 9, 9, 0, 0, 54, 0, 18, 32, 99, 9, 16, 10, 9, 18, 27, 41, 99
INVAR-1, Run: 037, P, 0, 0, 0, 1, 0, 9, 9, 0, 0, 54, 0, 18, 20, 52, 9, 9, 17, 9, 18, 27, 29, 52
INVAR-1, Run: 038, P, 0, 0, 0, 1, 0, 9, 9, 0, 0, 54, 0, 18, 29, 124, 9, 19, 7, 9, 18, 27, 38, 124
INVAR-1, Run: 039, P, 0, 0, 0, 1, 0, 9, 9, 0, 0, 54, 0, 18, 29, 217, 9, 16, 10, 9, 18, 27, 38, 217
INVAR-1, Run: 040, P, 0, 0, 0, 1, 0, 9, 9, 0, 0, 54, 0, 18, 33, 161, 9, 13, 13, 9, 18, 27, 42, 161
INVAR-1, Run: 041, P, 0, 0, 0, 1, 0, 9, 9, 0, 0, 54, 0, 18, 40, 161, 9, 12, 14, 9, 18, 27, 49, 161
INVAR-1, Run: 042, P, 0, 0, 0, 1, 0, 9, 9, 0, 0, 54, 0, 18, 43, 218, 9, 14, 12, 9, 18, 27, 52, 218
INVAR-1, Run: 043, P, 0, 0, 0, 1, 0, 9, 9, 0, 0, 54, 0, 18, 16, 39, 9, 14, 12, 9, 18, 27, 25, 39
INVAR-1, Run: 044, P, 0, 0, 0, 1, 0, 9, 9, 0, 0, 54, 0, 18, 17, 120, 9, 15, 11, 9, 18, 27, 26, 120
INVAR-1, Run: 045, P, 0, 0, 0, 1, 0, 9, 9, 0, 0, 54, 0, 18, 13, 107, 9, 15, 11, 9, 18, 27, 22, 107
INVAR-1, Run: 046, P, 0, 0, 0, 1, 0, 9, 9, 0, 0, 54, 0, 18, 33, 203, 9, 12, 14, 9, 18, 27, 42, 203
INVAR-1, Run: 047, P, 0, 0, 0, 1, 0, 9, 9, 0, 0, 54, 0, 18, 16, 74, 9, 16, 10, 9, 18, 27, 25, 74
INVAR-1, Run: 048, P, 0, 0, 0, 1, 0, 9, 9, 0, 0, 54, 0, 18, 29, 146, 9, 10, 16, 9, 18, 27, 38, 146
INVAR-1, Run: 049, P, 0, 0, 0, 1, 0, 9, 9, 0, 0, 54, 0, 18, 15, 56, 9, 11, 15, 9, 18, 27, 24, 56
INVAR-1, Run: 050, P, 0, 0, 0, 1, 0, 9, 9, 0, 0, 54, 0, 18, 23, 130, 9, 13, 13, 9, 18, 27, 32, 130
INVAR-1, Run: 051, P, 0, 0, 0, 1, 0, 9, 9, 0, 0, 54, 0, 18, 18, 57, 9, 6, 20, 9, 18, 27, 27, 57
INVAR-1, Run: 052, P, 0, 0, 0, 1, 0, 9, 9, 0, 0, 54, 0, 18, 28, 68, 9, 14, 12, 9, 18, 27, 37, 68
INVAR-1, Run: 053, P, 0, 0, 0, 1, 0, 9, 9, 0, 0, 54, 0, 18, 18, 106, 9, 7, 19, 9, 18, 27, 27, 106
INVAR-1, Run: 054, P, 0, 0, 0, 1, 0, 9, 9, 0, 0, 54, 0, 18, 23, 79, 9, 8, 18, 9, 18, 27, 32, 79
INVAR-1, Run: 055, P, 0, 0, 0, 1, 0, 9, 9, 0, 0, 54, 0, 18, 22, 95, 9, 10, 16, 9, 18, 27, 31, 95
INVAR-1, Run: 056, P, 0, 0, 0, 1, 0, 9, 9, 0, 0, 54, 0, 18, 51, 155, 9, 10, 16, 9, 18, 27, 60, 155
INVAR-1, Run: 057, P, 0, 0, 0, 1, 0, 9, 9, 0, 0, 54, 0, 18, 27, 127, 9, 20, 6, 9, 18, 27, 36, 127
INVAR-1, Run: 058, P, 0, 0, 0, 1, 0, 9, 9, 0, 0, 54, 0, 18, 16, 107, 9, 14, 12, 9, 18, 27, 25, 107
INVAR-1, Run: 059, P, 0, 0, 0, 1, 0, 9, 9, 0, 0, 54, 0, 18, 24, 204, 9, 13, 13, 9, 18, 27, 33, 204
INVAR-1, Run: 060, P, 0, 0, 0, 1, 0, 9, 9, 0, 0, 54, 0, 18, 22, 79, 9, 16, 10, 9, 18, 27, 31, 79
INVAR-1, Run: 061, P, 0, 0, 0, 1, 0, 9, 9, 0, 0, 54, 0, 18, 29, 139, 9, 12, 14, 9, 18, 27, 38, 139
INVAR-1, Run: 062, P, 0, 0, 0, 1, 0, 9, 9, 0, 0, 54, 0, 18, 13, 47, 9, 12, 14, 9, 18, 27, 22, 47
INVAR-1, Run: 063, P, 0, 0, 0, 1, 0, 9, 9, 0, 0, 54, 0, 18, 26, 121, 9, 18, 8, 9, 18, 27, 35, 121
INVAR-1, Run: 064, P, 0, 0, 0, 1, 0, 9, 9, 0, 0, 54, 0, 18, 32, 151, 9, 12, 14, 9, 18, 27, 41, 151
INVAR-1, Run: 065, P, 0, 0, 0, 1, 0, 9, 9, 0, 0, 54, 0, 18, 38, 180, 9, 16, 10, 9, 18, 27, 47, 180
INVAR-1, Run: 066, P, 0, 0, 0, 1, 0, 9, 9, 0, 0, 54, 0, 18, 24, 77, 9, 13, 13, 9, 18, 27, 33, 77
INVAR-1, Run: 067, P, 0, 0, 0, 1, 0, 9, 9, 0, 0, 54, 0, 18, 28, 185, 9, 19, 7, 9, 18, 27, 37, 185
INVAR-1, Run: 068, P, 0, 0, 0, 1, 0, 9, 9, 0, 0, 54, 0, 18, 27, 106, 9, 13, 13, 9, 18, 27, 36, 106
INVAR-1, Run: 069, P, 0, 0, 0, 1, 0, 9, 9, 0, 0, 54, 0, 18, 19, 81, 9, 6, 20, 9, 18, 27, 28, 81
INVAR-1, Run: 070, P, 0, 0, 0, 1, 0, 9, 9, 0, 0, 54, 0, 18, 31, 165, 9, 13, 13, 9, 18, 27, 40, 165
INVAR-1, Run: 071, P, 0, 0, 0, 1, 0, 9, 9, 0, 0, 54, 0, 18, 20, 87, 9, 8, 18, 9, 18, 27, 29, 87
INVAR-1, Run: 072, P, 0, 0, 0, 1, 0, 9, 9, 0, 0, 54, 0, 18, 13, 81, 9, 14, 12, 9, 18, 27, 22, 81
INVAR-1, Run: 073, P, 0, 0, 0, 1, 0, 9, 9, 0, 0, 54, 0, 18, 35, 156, 9, 14, 12, 9, 18, 27, 44, 156
INVAR-1, Run: 074, P, 0, 0, 0, 1, 0, 9, 9, 0, 0, 54, 0, 18, 15, 58, 9, 11, 15, 9, 18, 27, 24, 58
INVAR-1, Run: 075, P, 0, 0, 0, 1, 0, 9, 9, 0, 0, 54, 0, 18, 38, 159, 9, 13, 13, 9, 18, 27, 47, 159
INVAR-1, Run: 076, P, 0, 0, 0, 1, 0, 9, 9, 0, 0, 54, 0, 18, 22, 128, 9, 17, 9, 9, 18, 27, 31, 128
INVAR-1, Run: 077, P, 0, 0, 0, 1, 0, 9, 9, 0, 0, 54, 0, 18, 9, 88, 9, 13, 13, 9, 18, 27, 18, 88
INVAR-1, Run: 078, P, 0, 0, 0, 1, 0, 9, 9, 0, 0, 54, 0, 18, 15, 119, 9, 15, 11, 9, 18, 27, 24, 119
INVAR-1, Run: 079, P, 0, 0, 0, 1, 0, 9, 9, 0, 0, 54, 0, 18, 21, 66, 9, 13, 13, 9, 18, 27, 30, 66
INVAR-1, Run: 080, P, 0, 0, 0, 1, 0, 9, 9, 0, 0, 54, 0, 18, 26, 100, 9, 16, 10, 9, 18, 27, 35, 100
INVAR-1, Run: 081, P, 0, 0, 0, 1, 0, 9, 9, 0, 0, 54, 0, 18, 15, 72, 9, 14, 12, 9, 18, 27, 24, 72
INVAR-1, Run: 082, P, 0, 0, 0, 1, 0, 9, 9, 0, 0, 54, 0, 18, 25, 130, 9, 15, 11, 9, 18, 27, 34, 130
INVAR-1, Run: 083, P, 0, 0, 0, 1, 0, 9, 9, 0, 0, 54, 0, 18, 27, 144, 9, 10, 16, 9, 18, 27, 36, 144
INVAR-1, Run: 084, P, 0, 0, 0, 1, 0, 9, 9, 0, 0, 54, 0, 18, 27, 166, 9, 15, 11, 9, 18, 27, 36, 166
INVAR-1, Run: 085, P, 0, 0, 0, 1, 0, 9, 9, 0, 0, 54, 0, 18, 29, 119, 9, 8, 18, 9, 18, 27, 38, 119
INVAR-1, Run: 086, P, 0, 0, 0, 1, 0, 9, 9, 0, 0, 54, 0, 18, 39, 128, 9, 11, 15, 9, 18, 27, 48, 128
INVAR-1, Run: 087, P, 0, 0, 0, 1, 0, 9, 9, 0, 0, 54, 0, 18, 29, 126, 9, 12, 14, 9, 18, 27, 38, 126
INVAR-1, Run: 088, P, 0, 0, 0, 1, 0, 9, 9, 0, 0, 54, 0, 18, 27, 220, 9, 13, 13, 9, 18, 27, 36, 220
INVAR-1, Run: 089, P, 0, 0, 0, 1, 0, 9, 9, 0, 0, 54, 0, 18, 17, 92, 9, 19, 7, 9, 18, 27, 26, 92
INVAR-1, Run: 090, P, 0, 0, 0, 1, 0, 9, 9, 0, 0, 54, 0, 18, 26, 94, 9, 16, 10, 9, 18, 27, 35, 94
INVAR-1, Run: 091, P, 0, 0, 0, 1, 0, 9, 9, 0, 0, 54, 0, 18, 21, 113, 9, 10, 16, 9, 18, 27, 30, 113
INVAR-1, Run: 092, P, 0, 0, 0, 1, 0, 9, 9, 0, 0, 54, 0, 18, 18, 135, 9, 15, 11, 9, 18, 27, 27, 135
INVAR-1, Run: 093, P, 0, 0, 0, 1, 0, 9, 9, 0, 0, 54, 0, 18, 20, 78, 9, 15, 11, 9, 18, 27, 29, 78
INVAR-1, Run: 094, P, 0, 0, 0, 1, 0, 9, 9, 0, 0, 54, 0, 18, 20, 47, 9, 14, 12, 9, 18, 27, 29, 47
INVAR-1, Run: 095, P, 0, 0, 0, 1, 0, 9, 9, 0, 0, 54, 0, 18, 27, 158, 9, 14, 12, 9, 18, 27, 36, 158
INVAR-1, Run: 096, P, 0, 0, 0, 1, 0, 9, 9, 0, 0, 54, 0, 18, 23, 90, 9, 17, 9, 9, 18, 27, 32, 90
INVAR-1, Run: 097, P, 0, 0, 0, 1, 0, 9, 9, 0, 0, 54, 0, 18, 26, 60, 9, 8, 18, 9, 18, 27, 35, 60
INVAR-1, Run: 098, P, 0, 0, 0, 1, 0, 9, 9, 0, 0, 54, 0, 18, 25, 82, 9, 10, 16, 9, 18, 27, 34, 82
INVAR-1, Run: 099, P, 0, 0, 0, 1, 0, 9, 9, 0, 0, 54, 0, 18, 36, 235, 9, 15, 11, 9, 18, 27, 45, 235
INVAR-1, Run: 100, P, 0, 0, 0, 1, 0, 9, 9, 0, 0, 54, 0, 18, 20, 128, 9, 11, 15, 9, 18, 27, 29, 128
INVAR-10, Run: 001, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1619, 5463, 100, 135, 164, 100, 200, 300, 1719, 5463
INVAR-10, Run: 002, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1592, 5839, 100, 144, 155, 100, 200, 300, 1692, 5839
INVAR-10, Run: 003, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1318, 6804, 100, 141, 158, 100, 200, 300, 1418, 6804
INVAR-10, Run: 004, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1341, 4476, 100, 136, 163, 100, 200, 300, 1441, 4476
INVAR-10, Run: 005, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1495, 5172, 100, 129, 170, 100, 200, 300, 1595, 5172
INVAR-10, Run: 006, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1344, 4322, 100, 147, 152, 100, 200, 300, 1444, 4322
INVAR-10, Run: 007, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1489, 5861, 100, 144, 155, 100, 200, 300, 1589, 5861
INVAR-10, Run: 008, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1322, 5353, 100, 143, 156, 100, 200, 300, 1422, 5353
INVAR-10, Run: 009, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1500, 3863, 100, 119, 180, 100, 200, 300, 1600, 3863
INVAR-10, Run: 010, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1594, 5369, 100, 136, 163, 100, 200, 300, 1694, 5369
INVAR-10, Run: 011, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1552, 6296, 100, 138, 161, 100, 200, 300, 1652, 6296
INVAR-10, Run: 012, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1636, 5485, 100, 134, 165, 100, 200, 300, 1736, 5485
INVAR-10, Run: 013, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1560, 5067, 100, 119, 180, 100, 200, 300, 1660, 5067
INVAR-10, Run: 014, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1481, 5444, 100, 135, 164, 100, 200, 300, 1581, 5444
INVAR-10, Run: 015, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1521, 7310, 100, 130, 169, 100, 200, 300, 1621, 7310
INVAR-10, Run: 016, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1435, 4337, 100, 141, 158, 100, 200, 300, 1535, 4337
INVAR-10, Run: 017, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1328, 6290, 100, 138, 161, 100, 200, 300, 1428, 6290
INVAR-10, Run: 018, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1510, 5048, 100, 123, 176, 100, 200, 300, 1610, 5048
INVAR-10, Run: 019, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1442, 5512, 100, 142, 157, 100, 200, 300, 1542, 5512
INVAR-10, Run: 020, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1547, 5359, 100, 135, 164, 100, 200, 300, 1647, 5359
INVAR-10, Run: 021, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1432, 4670, 100, 127, 172, 100, 200, 300, 1532, 4670
INVAR-10, Run: 022, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1720, 6070, 100, 129, 170, 100, 200, 300, 1820, 6070
INVAR-10, Run: 023, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1523, 5171, 100, 145, 154, 100, 200, 300, 1623, 5171
INVAR-10, Run: 024, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1337, 5243, 100, 145, 154, 100, 200, 300, 1437, 5243
INVAR-10, Run: 025, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1323, 4241, 100, 139, 160, 100, 200, 300, 1423, 4241
INVAR-10, Run: 026, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1400, 4577, 100, 121, 178, 100, 200, 300, 1500, 4577
INVAR-10, Run: 027, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1462, 5991, 100, 132, 167, 100, 200, 300, 1562, 5991
INVAR-10, Run: 028, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1566, 6013, 100, 116, 183, 100, 200, 300, 1666, 6013
INVAR-10, Run: 029, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1551, 5777, 100, 137, 162, 100, 200, 300, 1651, 5777
INVAR-10, Run: 030, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1664, 6034, 100, 130, 169, 100, 200, 300, 1764, 6034
INVAR-10, Run: 031, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1542, 5794, 100, 125, 174, 100, 200, 300, 1642, 5794
INVAR-10, Run: 032, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1536, 5909, 100, 126, 173, 100, 200, 300, 1636, 5909
INVAR-10, Run: 033, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1791, 5889, 100, 129, 170, 100, 200, 300, 1891, 5889
INVAR-10, Run: 034, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1462, 6146, 100, 127, 172, 100, 200, 300, 1562, 6146
INVAR-10, Run: 035, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1642, 6074, 100, 136, 163, 100, 200, 300, 1742, 6074
INVAR-10, Run: 036, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1496, 5037, 100, 136, 163, 100, 200, 300, 1596, 5037
INVAR-10, Run: 037, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1533, 6152, 100, 126, 173, 100, 200, 300, 1633, 6152
INVAR-10, Run: 038, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1585, 4913, 100, 131, 168, 100, 200, 300, 1685, 4913
INVAR-10, Run: 039, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1727, 4568, 100, 127, 172, 100, 200, 300, 1827, 4568
INVAR-10, Run: 040, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1550, 5377, 100, 140, 159, 100, 200, 300, 1650, 5377
INVAR-10, Run: 041, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1443, 5846, 100, 138, 161, 100, 200, 300, 1543, 5846
INVAR-10, Run: 042, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1488, 5593, 100, 132, 167, 100, 200, 300, 1588, 5593
INVAR-10, Run: 043, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1225, 4935, 100, 126, 173, 100, 200, 300, 1325, 4935
INVAR-10, Run: 044, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1622, 6561, 100, 143, 156, 100, 200, 300, 1722, 6561
INVAR-10, Run: 045, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1422, 5291, 100, 130, 169, 100, 200, 300, 1522, 5291
INVAR-10, Run: 046, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1391, 4923, 100, 127, 172, 100, 200, 300, 1491, 4923
INVAR-10, Run: 047, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1456, 6018, 100, 139, 160, 100, 200, 300, 1556, 6018
INVAR-10, Run: 048, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1363, 4963, 100, 134, 165, 100, 200, 300, 1463, 4963
INVAR-10, Run: 049, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1180, 4006, 100, 137, 162, 100, 200, 300, 1280, 4006
INVAR-10, Run: 050, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1472, 5287, 100, 155, 144, 100, 200, 300, 1572, 5287
INVAR-10, Run: 051, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1591, 6657, 100, 124, 175, 100, 200, 300, 1691, 6657
INVAR-10, Run: 052, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1612, 4740, 100, 143, 156, 100, 200, 300, 1712, 4740
INVAR-10, Run: 053, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1549, 5779, 100, 134, 165, 100, 200, 300, 1649, 5779
INVAR-10, Run: 054, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1423, 4605, 100, 148, 151, 100, 200, 300, 1523, 4605
INVAR-10, Run: 055, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1902, 8502, 100, 143, 156, 100, 200, 300, 2002, 8502
INVAR-10, Run: 056, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1580, 4718, 100, 141, 158, 100, 200, 300, 1680, 4718
INVAR-10, Run: 057, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1442, 5601, 100, 134, 165, 100, 200, 300, 1542, 5601
INVAR-10, Run: 058, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1494, 4294, 100, 118, 181, 100, 200, 300, 1594, 4294
INVAR-10, Run: 059, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1562, 4951, 100, 132, 167, 100, 200, 300, 1662, 4951
INVAR-10, Run: 060, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1513, 6705, 100, 153, 146, 100, 200, 300, 1613, 6705
INVAR-10, Run: 061, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1502, 4744, 100, 129, 170, 100, 200, 300, 1602, 4744
INVAR-10, Run: 062, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1384, 4678, 100, 134, 165, 100, 200, 300, 1484, 4678
INVAR-10, Run: 063, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1509, 6952, 100, 149, 150, 100, 200, 300, 1609, 6952
INVAR-10, Run: 064, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1520, 4547, 100, 128, 171, 100, 200, 300, 1620, 4547
INVAR-10, Run: 065, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1565, 5364, 100, 135, 164, 100, 200, 300, 1665, 5364
INVAR-10, Run: 066, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1502, 5930, 100, 154, 145, 100, 200, 300, 1602, 5930
