Input Number, Run_Number, Result@ 100, A1, F1, F1P, A2, F2, F2P
1, Run: 001, E, 19, 0, 0, 33, 0, 0
1, Run: 002, E, 19, 0, 0, 33, 0, 0
1, Run: 003, E, 19, 0, 0, 33, 0, 0
1, Run: 004, E, 20, 0, 0, 33, 0, 0
1, Run: 005, E, 19, 0, 0, 33, 0, 0
1, Run: 006, E, 19, 0, 0, 33, 0, 0
1, Run: 007, E, 19, 0, 0, 33, 0, 0
1, Run: 008, E, 19, 0, 0, 33, 0, 0
1, Run: 009, E, 19, 0, 0, 34, 0, 0
1, Run: 010, E, 20, 0, 0, 35, 0, 0
1, Run: 011, E, 19, 0, 0, 33, 0, 0
1, Run: 012, E, 20, 0, 0, 33, 0, 0
1, Run: 013, E, 19, 0, 0, 33, 0, 0
1, Run: 014, E, 20, 0, 0, 33, 0, 0
1, Run: 015, E, 19, 0, 0, 33, 0, 0
1, Run: 016, E, 19, 0, 0, 33, 0, 0
1, Run: 017, E, 20, 0, 0, 33, 0, 0
1, Run: 018, E, 19, 0, 0, 33, 0, 0
1, Run: 019, E, 19, 0, 0, 33, 0, 0
1, Run: 020, E, 19, 0, 0, 33, 0, 0
1, Run: 021, E, 19, 0, 0, 33, 0, 0
1, Run: 022, E, 20, 0, 0, 34, 0, 0
1, Run: 023, E, 20, 0, 0, 33, 0, 0
1, Run: 024, E, 19, 0, 0, 33, 0, 0
1, Run: 025, E, 19, 0, 0, 33, 0, 0
1, Run: 026, E, 19, 0, 0, 33, 0, 0
1, Run: 027, E, 20, 0, 0, 35, 0, 0
1, Run: 028, E, 20, 0, 0, 33, 0, 0
1, Run: 029, E, 20, 0, 0, 33, 0, 0
1, Run: 030, E, 19, 0, 0, 33, 0, 0
1, Run: 031, E, 20, 0, 0, 34, 0, 0
1, Run: 032, E, 19, 0, 0, 33, 0, 0
1, Run: 033, E, 20, 0, 0, 33, 0, 0
1, Run: 034, E, 19, 0, 0, 34, 0, 0
1, Run: 035, E, 19, 0, 0, 33, 0, 0
1, Run: 036, E, 19, 0, 0, 33, 0, 0
1, Run: 037, E, 19, 0, 0, 33, 0, 0
1, Run: 038, E, 20, 0, 0, 33, 0, 0
1, Run: 039, E, 19, 0, 0, 34, 0, 0
1, Run: 040, E, 19, 0, 0, 33, 0, 0
1, Run: 041, E, 19, 0, 0, 33, 0, 0
1, Run: 042, E, 20, 0, 0, 33, 0, 0
1, Run: 043, E, 19, 0, 0, 34, 0, 0
1, Run: 044, E, 20, 0, 0, 34, 0, 0
1, Run: 045, E, 19, 0, 0, 34, 0, 0
1, Run: 046, E, 19, 0, 0, 33, 0, 0
1, Run: 047, E, 19, 0, 0, 34, 0, 0
1, Run: 048, E, 19, 0, 0, 34, 0, 0
1, Run: 049, E, 20, 0, 0, 33, 0, 0
1, Run: 050, E, 20, 0, 0, 33, 0, 0
1, Run: 051, E, 19, 0, 0, 33, 0, 0
1, Run: 052, E, 19, 0, 0, 33, 0, 0
1, Run: 053, E, 19, 0, 0, 33, 0, 0
1, Run: 054, E, 19, 0, 0, 34, 0, 0
1, Run: 055, E, 19, 0, 0, 33, 0, 0
1, Run: 056, E, 19, 0, 0, 33, 0, 0
1, Run: 057, E, 20, 0, 0, 34, 0, 0
1, Run: 058, E, 19, 0, 0, 33, 0, 0
1, Run: 059, E, 20, 0, 0, 33, 0, 0
1, Run: 060, E, 20, 0, 0, 33, 0, 0
1, Run: 061, E, 20, 0, 0, 34, 0, 0
1, Run: 062, E, 20, 0, 0, 33, 0, 0
1, Run: 063, E, 19, 0, 0, 33, 0, 0
1, Run: 064, E, 21, 0, 0, 33, 0, 0
1, Run: 065, E, 19, 0, 0, 33, 0, 0
1, Run: 066, E, 20, 0, 0, 33, 0, 0
1, Run: 067, E, 19, 0, 0, 33, 0, 0
1, Run: 068, E, 20, 0, 0, 34, 0, 0
1, Run: 069, E, 19, 0, 0, 33, 0, 0
1, Run: 070, E, 19, 0, 0, 33, 0, 0
1, Run: 071, E, 22, 0, 0, 35, 0, 0
1, Run: 072, E, 19, 0, 0, 33, 0, 0
1, Run: 073, E, 20, 0, 0, 34, 0, 0
1, Run: 074, E, 19, 0, 0, 33, 0, 0
1, Run: 075, E, 19, 0, 0, 33, 0, 0
1, Run: 076, E, 19, 0, 0, 33, 0, 0
1, Run: 077, E, 19, 0, 0, 33, 0, 0
1, Run: 078, E, 19, 0, 0, 33, 0, 0
1, Run: 079, E, 19, 0, 0, 33, 0, 0
1, Run: 080, E, 20, 0, 0, 33, 0, 0
1, Run: 081, E, 19, 0, 0, 33, 0, 0
1, Run: 082, E, 20, 0, 0, 33, 0, 0
1, Run: 083, E, 19, 0, 0, 33, 0, 0
1, Run: 084, E, 20, 0, 0, 35, 0, 0
1, Run: 085, E, 19, 0, 0, 33, 0, 0
1, Run: 086, E, 19, 0, 0, 33, 0, 0
1, Run: 087, E, 19, 0, 0, 33, 0, 0
1, Run: 088, E, 20, 0, 0, 33, 0, 0
1, Run: 089, E, 20, 0, 0, 33, 0, 0
1, Run: 090, E, 20, 0, 0, 33, 0, 0
1, Run: 091, E, 19, 0, 0, 34, 0, 0
1, Run: 092, E, 19, 0, 0, 34, 0, 0
1, Run: 093, E, 20, 0, 0, 33, 0, 0
1, Run: 094, E, 19, 0, 0, 33, 0, 0
1, Run: 095, E, 20, 0, 0, 34, 0, 0
1, Run: 096, E, 20, 0, 0, 33, 0, 0
1, Run: 097, E, 19, 0, 0, 34, 0, 0
1, Run: 098, E, 19, 0, 0, 34, 0, 0
1, Run: 099, E, 19, 0, 0, 33, 0, 0
1, Run: 100, E, 19, 0, 0, 33, 0, 0
10, Run: 001, E, 3, 0, 0, 13, 0, 0
10, Run: 002, E, 1, 0, 0, 13, 0, 0
10, Run: 003, E, 1, 0, 0, 13, 0, 0
10, Run: 004, E, 1, 0, 0, 14, 0, 0
10, Run: 005, E, 0, 0, 0, 14, 0, 0
10, Run: 006, E, 2, 0, 0, 13, 0, 0
10, Run: 007, E, 0, 0, 0, 15, 0, 0
10, Run: 008, E, 1, 0, 0, 13, 0, 0
10, Run: 009, E, 1, 0, 0, 13, 0, 0
10, Run: 010, E, 1, 0, 0, 14, 0, 0
10, Run: 011, E, 1, 0, 0, 13, 0, 0
10, Run: 012, E, 2, 0, 0, 14, 0, 0
10, Run: 013, E, 2, 0, 0, 16, 0, 0
10, Run: 014, E, 2, 0, 0, 13, 0, 0
10, Run: 015, E, 0, 0, 0, 14, 0, 0
10, Run: 016, E, 3, 0, 0, 14, 0, 0
10, Run: 017, E, 0, 0, 0, 13, 0, 0
10, Run: 018, E, 0, 0, 0, 13, 0, 0
10, Run: 019, E, 2, 0, 0, 13, 0, 0
10, Run: 020, E, 0, 0, 0, 14, 0, 0
10, Run: 021, E, 0, 0, 0, 13, 0, 0
10, Run: 022, E, 3, 0, 0, 15, 0, 0
10, Run: 023, E, 1, 0, 0, 14, 0, 0
10, Run: 024, E, 2, 0, 0, 13, 0, 0
10, Run: 025, E, 2, 0, 0, 13, 0, 0
10, Run: 026, E, 1, 0, 0, 13, 0, 0
10, Run: 027, E, 1, 0, 0, 13, 0, 0
10, Run: 028, E, 2, 0, 0, 13, 0, 0
10, Run: 029, E, 0, 0, 0, 14, 0, 0
10, Run: 030, E, 2, 0, 0, 13, 0, 0
10, Run: 031, E, 4, 0, 0, 14, 0, 0
10, Run: 032, E, 1, 0, 0, 13, 0, 0
10, Run: 033, E, 2, 0, 0, 14, 0, 0
10, Run: 034, E, 1, 0, 0, 14, 0, 0
10, Run: 035, E, 2, 0, 0, 13, 0, 0
10, Run: 036, E, 1, 0, 0, 13, 0, 0
10, Run: 037, E, 0, 0, 0, 13, 0, 0
10, Run: 038, E, 1, 0, 0, 13, 0, 0
10, Run: 039, E, 1, 0, 0, 14, 0, 0
10, Run: 040, E, 1, 0, 0, 15, 0, 0
10, Run: 041, E, 2, 0, 0, 13, 0, 0
10, Run: 042, E, 0, 0, 0, 13, 0, 0
10, Run: 043, E, 1, 0, 0, 13, 0, 0
10, Run: 044, E, 4, 0, 0, 13, 0, 0
10, Run: 045, E, 1, 0, 0, 14, 0, 0
10, Run: 046, E, 2, 0, 0, 13, 0, 0
10, Run: 047, E, 2, 0, 0, 13, 0, 0
10, Run: 048, E, 2, 0, 0, 13, 0, 0
10, Run: 049, E, 3, 0, 0, 13, 0, 0
10, Run: 050, E, 1, 0, 0, 13, 0, 0
10, Run: 051, E, 0, 0, 0, 13, 0, 0
10, Run: 052, E, 1, 0, 0, 15, 0, 0
10, Run: 053, E, 2, 0, 0, 13, 0, 0
10, Run: 054, E, 1, 0, 0, 13, 0, 0
10, Run: 055, E, 0, 0, 0, 15, 0, 0
10, Run: 056, E, 0, 0, 0, 14, 0, 0
10, Run: 057, E, 1, 0, 0, 15, 0, 0
10, Run: 058, E, 1, 0, 0, 13, 0, 0
10, Run: 059, E, 1, 0, 0, 15, 0, 0
10, Run: 060, E, 1, 0, 0, 15, 0, 0
10, Run: 061, E, 0, 0, 0, 14, 0, 0
10, Run: 062, E, 1, 0, 0, 13, 0, 0
10, Run: 063, E, 1, 0, 0, 15, 0, 0
10, Run: 064, E, 2, 0, 0, 13, 0, 0
10, Run: 065, E, 3, 0, 0, 13, 0, 0
10, Run: 066, E, 1, 0, 0, 13, 0, 0
10, Run: 067, E, 1, 0, 0, 14, 0, 0
10, Run: 068, E, 1, 0, 0, 14, 0, 0
10, Run: 069, E, 0, 0, 0, 13, 0, 0
10, Run: 070, E, 1, 0, 0, 13, 0, 0
10, Run: 071, E, 2, 0, 0, 14, 0, 0
10, Run: 072, E, 1, 0, 0, 13, 0, 0
10, Run: 073, E, 1, 0, 0, 13, 0, 0
10, Run: 074, E, 3, 0, 0, 13, 0, 0
10, Run: 075, E, 1, 0, 0, 13, 0, 0
10, Run: 076, E, 2, 0, 0, 13, 0, 0
10, Run: 077, E, 0, 0, 0, 13, 0, 0
10, Run: 078, E, 2, 0, 0, 15, 0, 0
10, Run: 079, E, 0, 0, 0, 13, 0, 0
10, Run: 080, E, 2, 0, 0, 14, 0, 0
10, Run: 081, E, 0, 0, 0, 13, 0, 0
10, Run: 082, E, 2, 0, 0, 14, 0, 0
