Input Number, Run_Number, Result@ 100, A1, F1, F1P, A2, F2, F2P
16, Run: 001, E, 30, 0, 5, 0, 5, 0
16, Run: 002, E, 30, 0, 5, 0, 5, 0
16, Run: 003, E, 30, 0, 5, 0, 5, 0
16, Run: 004, E, 30, 0, 5, 0, 5, 0
16, Run: 005, E, 30, 0, 5, 0, 5, 0
16, Run: 006, E, 30, 0, 5, 0, 5, 0
16, Run: 007, E, 30, 0, 5, 0, 5, 0
16, Run: 008, E, 30, 0, 5, 0, 5, 0
16, Run: 009, E, 30, 0, 5, 0, 5, 0
16, Run: 010, E, 31, 0, 5, 0, 5, 0
16, Run: 011, E, 30, 0, 5, 0, 5, 0
16, Run: 012, E, 30, 0, 5, 0, 5, 0
16, Run: 013, E, 30, 0, 5, 0, 5, 0
16, Run: 014, E, 30, 0, 5, 0, 5, 0
16, Run: 015, E, 32, 0, 5, 0, 5, 0
16, Run: 016, E, 30, 0, 5, 0, 5, 0
16, Run: 017, E, 30, 0, 5, 0, 5, 0
16, Run: 018, E, 30, 0, 5, 0, 5, 0
16, Run: 019, E, 30, 0, 5, 0, 5, 0
16, Run: 020, E, 30, 0, 5, 0, 5, 0
16, Run: 021, E, 32, 0, 5, 0, 5, 0
16, Run: 022, E, 30, 0, 5, 0, 5, 0
16, Run: 023, E, 30, 0, 5, 0, 5, 0
16, Run: 024, E, 30, 0, 5, 0, 5, 0
16, Run: 025, E, 30, 0, 5, 0, 5, 0
16, Run: 026, E, 30, 0, 5, 0, 5, 0
16, Run: 027, E, 31, 0, 5, 0, 5, 0
16, Run: 028, E, 30, 0, 5, 0, 5, 0
16, Run: 029, E, 30, 0, 5, 0, 5, 0
16, Run: 030, E, 30, 0, 5, 0, 5, 0
16, Run: 031, E, 30, 0, 5, 0, 5, 0
16, Run: 032, E, 30, 0, 5, 0, 5, 0
16, Run: 033, E, 30, 0, 5, 0, 5, 0
16, Run: 034, E, 31, 0, 5, 0, 5, 0
16, Run: 035, E, 30, 0, 5, 0, 5, 0
16, Run: 036, E, 30, 0, 5, 0, 5, 0
16, Run: 037, E, 30, 0, 5, 0, 5, 0
16, Run: 038, E, 30, 0, 5, 0, 5, 0
16, Run: 039, E, 30, 0, 5, 0, 5, 0
16, Run: 040, E, 30, 0, 5, 0, 5, 0
16, Run: 041, E, 30, 0, 5, 0, 5, 0
16, Run: 042, E, 30, 0, 5, 0, 5, 0
16, Run: 043, E, 32, 0, 5, 0, 5, 0
16, Run: 044, E, 31, 0, 5, 0, 5, 0
16, Run: 045, E, 31, 0, 5, 0, 5, 0
16, Run: 046, E, 30, 0, 5, 0, 5, 0
16, Run: 047, E, 30, 0, 5, 0, 5, 0
16, Run: 048, E, 30, 0, 5, 0, 5, 0
16, Run: 049, E, 30, 0, 5, 0, 5, 0
16, Run: 050, E, 31, 0, 5, 0, 5, 0
16, Run: 051, E, 30, 0, 5, 0, 5, 0
16, Run: 052, E, 31, 0, 5, 0, 5, 0
16, Run: 053, E, 32, 0, 5, 0, 5, 0
16, Run: 054, E, 30, 0, 5, 0, 5, 0
16, Run: 055, E, 31, 0, 5, 0, 5, 0
16, Run: 056, E, 30, 0, 5, 0, 5, 0
16, Run: 057, E, 30, 0, 5, 0, 5, 0
16, Run: 058, E, 31, 0, 5, 0, 5, 0
16, Run: 059, E, 31, 0, 5, 0, 5, 0
16, Run: 060, E, 30, 0, 5, 0, 5, 0
16, Run: 061, E, 32, 0, 5, 0, 5, 0
16, Run: 062, E, 30, 0, 5, 0, 5, 0
16, Run: 063, E, 30, 0, 5, 0, 5, 0
16, Run: 064, E, 30, 0, 5, 0, 5, 0
16, Run: 065, E, 31, 0, 5, 0, 5, 0
16, Run: 066, E, 30, 0, 5, 0, 5, 0
16, Run: 067, E, 30, 0, 5, 0, 5, 0
