Input Number, Run_Number, Result@ 100, A1, F1, F1P, A2, F2, F2P
19, Run: 001, E, 0, 5, 0, 13, 0, 5
19, Run: 002, E, 0, 5, 0, 14, 0, 5
19, Run: 003, E, 0, 5, 0, 14, 0, 5
19, Run: 004, E, 0, 5, 0, 15, 0, 5
19, Run: 005, E, 0, 5, 0, 13, 0, 5
19, Run: 006, E, 0, 5, 0, 13, 0, 5
19, Run: 007, E, 0, 5, 0, 13, 0, 5
19, Run: 008, E, 0, 5, 0, 13, 0, 5
19, Run: 009, E, 0, 5, 0, 14, 0, 5
19, Run: 010, E, 0, 5, 0, 15, 0, 5
19, Run: 011, E, 0, 5, 0, 13, 0, 5
19, Run: 012, E, 0, 5, 0, 14, 0, 5
19, Run: 013, E, 0, 5, 0, 13, 0, 5
19, Run: 014, E, 0, 5, 0, 15, 0, 5
19, Run: 015, E, 0, 5, 0, 14, 0, 5
19, Run: 016, E, 0, 5, 0, 14, 0, 5
19, Run: 017, E, 0, 5, 0, 15, 0, 5
19, Run: 018, E, 0, 5, 0, 13, 0, 5
19, Run: 019, E, 0, 5, 0, 13, 0, 5
19, Run: 020, E, 0, 5, 0, 13, 0, 5
19, Run: 021, E, 0, 5, 0, 13, 0, 5
19, Run: 022, E, 0, 5, 0, 14, 0, 5
19, Run: 023, E, 0, 5, 0, 13, 0, 5
19, Run: 024, E, 0, 5, 0, 13, 0, 5
19, Run: 025, E, 0, 5, 0, 14, 0, 5
19, Run: 026, E, 0, 5, 0, 14, 0, 5
19, Run: 027, E, 0, 5, 0, 13, 0, 5
19, Run: 028, E, 0, 5, 0, 13, 0, 5
19, Run: 029, E, 0, 5, 0, 13, 0, 5
19, Run: 030, E, 0, 5, 0, 13, 0, 5
19, Run: 031, E, 0, 5, 0, 15, 0, 5
19, Run: 032, E, 0, 5, 0, 13, 0, 5
19, Run: 033, E, 0, 5, 0, 13, 0, 5
19, Run: 034, E, 0, 5, 0, 14, 0, 5
19, Run: 035, E, 0, 5, 0, 14, 0, 5
19, Run: 036, E, 0, 5, 0, 14, 0, 5
19, Run: 037, E, 0, 5, 0, 14, 0, 5
19, Run: 038, E, 0, 5, 0, 13, 0, 5
19, Run: 039, E, 0, 5, 0, 13, 0, 5
19, Run: 040, E, 0, 5, 0, 14, 0, 5
19, Run: 041, E, 0, 5, 0, 13, 0, 5
19, Run: 042, E, 0, 5, 0, 13, 0, 5
19, Run: 043, E, 0, 5, 0, 13, 0, 5
19, Run: 044, E, 0, 5, 0, 13, 0, 5
19, Run: 045, E, 0, 5, 0, 14, 0, 5
19, Run: 046, E, 0, 5, 0, 13, 0, 5
19, Run: 047, E, 0, 5, 0, 14, 0, 5
19, Run: 048, E, 0, 5, 0, 13, 0, 5
19, Run: 049, E, 0, 5, 0, 15, 0, 5
19, Run: 050, E, 0, 5, 0, 13, 0, 5
19, Run: 051, E, 0, 5, 0, 14, 0, 5
19, Run: 052, E, 0, 5, 0, 13, 0, 5
19, Run: 053, E, 0, 5, 0, 13, 0, 5
19, Run: 054, E, 0, 5, 0, 13, 0, 5
19, Run: 055, E, 0, 5, 0, 13, 0, 5
19, Run: 056, E, 0, 5, 0, 13, 0, 5
19, Run: 057, E, 0, 5, 0, 14, 0, 5
19, Run: 058, E, 0, 5, 0, 14, 0, 5
19, Run: 059, E, 0, 5, 0, 14, 0, 5
