Input Number, Run_Number, Result@ 100, A1, F1, F1P, A2, F2, F2P
25, Run: 001, E, 0, 5, 0, 0, 5, 0
25, Run: 002, E, 0, 5, 0, 0, 5, 0
25, Run: 003, E, 0, 5, 0, 0, 5, 0
25, Run: 004, E, 0, 5, 0, 0, 5, 0
25, Run: 005, E, 0, 5, 0, 0, 5, 0
25, Run: 006, E, 0, 5, 0, 0, 5, 0
25, Run: 007, E, 0, 5, 0, 0, 5, 0
25, Run: 008, E, 0, 5, 0, 0, 5, 0
25, Run: 009, E, 0, 5, 0, 0, 5, 0
25, Run: 010, E, 0, 5, 0, 0, 5, 0
25, Run: 011, E, 0, 5, 0, 0, 5, 0
25, Run: 012, E, 0, 5, 0, 0, 5, 0
25, Run: 013, E, 0, 5, 0, 0, 5, 0
25, Run: 014, E, 0, 5, 0, 0, 5, 0
25, Run: 015, E, 0, 5, 0, 0, 5, 0
25, Run: 016, E, 0, 5, 0, 0, 5, 0
25, Run: 017, E, 0, 5, 0, 0, 5, 0
25, Run: 018, E, 0, 5, 0, 0, 5, 0
25, Run: 019, E, 0, 5, 0, 0, 5, 0
25, Run: 020, E, 0, 5, 0, 0, 5, 0
25, Run: 021, E, 0, 5, 0, 0, 5, 0
25, Run: 022, E, 0, 5, 0, 0, 5, 0
25, Run: 023, E, 0, 5, 0, 0, 5, 0
25, Run: 024, E, 0, 5, 0, 0, 5, 0
25, Run: 025, E, 0, 5, 0, 0, 5, 0
25, Run: 026, E, 0, 5, 0, 0, 5, 0
25, Run: 027, E, 0, 5, 0, 0, 5, 0
25, Run: 028, E, 0, 5, 0, 0, 5, 0
25, Run: 029, E, 0, 5, 0, 0, 5, 0
25, Run: 030, E, 0, 5, 0, 0, 5, 0
25, Run: 031, E, 0, 5, 0, 0, 5, 0
25, Run: 032, E, 0, 5, 0, 0, 5, 0
25, Run: 033, E, 0, 5, 0, 0, 5, 0
25, Run: 034, E, 0, 5, 0, 0, 5, 0
25, Run: 035, E, 0, 5, 0, 0, 5, 0
25, Run: 036, E, 0, 5, 0, 0, 5, 0
25, Run: 037, E, 0, 5, 0, 0, 5, 0
25, Run: 038, E, 0, 5, 0, 0, 5, 0
25, Run: 039, E, 0, 5, 0, 0, 5, 0
25, Run: 040, E, 0, 5, 0, 0, 5, 0
25, Run: 041, E, 0, 5, 0, 0, 5, 0
25, Run: 042, E, 0, 5, 0, 0, 5, 0
25, Run: 043, E, 0, 5, 0, 0, 5, 0
