Input Number, Run_Number, Result@ 100, A1, F1, F1P, A2, F2, F2P
12, Run: 004, P, 168, 0, 0, 157, 0, 0
12, Run: 005, P, 168, 0, 0, 157, 0, 0
12, Run: 006, P, 169, 0, 0, 157, 0, 0
12, Run: 007, P, 168, 0, 0, 158, 0, 0
12, Run: 008, P, 168, 0, 0, 157, 0, 0
12, Run: 009, P, 168, 0, 0, 157, 0, 0
12, Run: 010, P, 168, 0, 0, 157, 0, 0
12, Run: 011, P, 168, 0, 0, 157, 0, 0
12, Run: 012, P, 168, 0, 0, 157, 0, 0
12, Run: 013, P, 168, 0, 0, 157, 0, 0
12, Run: 014, P, 168, 0, 0, 157, 0, 0
12, Run: 015, P, 168, 0, 0, 157, 0, 0
12, Run: 016, P, 168, 0, 0, 157, 0, 0
12, Run: 017, P, 168, 0, 0, 157, 0, 0
12, Run: 018, P, 168, 0, 0, 157, 0, 0
12, Run: 019, P, 168, 0, 0, 157, 0, 0
12, Run: 020, P, 168, 0, 0, 157, 0, 0
12, Run: 021, P, 168, 0, 0, 158, 0, 0
12, Run: 022, P, 168, 0, 0, 157, 0, 0
12, Run: 023, P, 168, 0, 0, 157, 0, 0
12, Run: 024, P, 168, 0, 0, 157, 0, 0
12, Run: 025, P, 168, 0, 0, 157, 0, 0
12, Run: 026, P, 168, 0, 0, 157, 0, 0
12, Run: 027, P, 168, 0, 0, 157, 0, 0
12, Run: 028, P, 168, 0, 0, 157, 0, 0
12, Run: 029, P, 168, 0, 0, 158, 0, 0
12, Run: 030, P, 168, 0, 0, 157, 0, 0
12, Run: 031, P, 168, 0, 0, 157, 0, 0
12, Run: 032, P, 168, 0, 0, 157, 0, 0
12, Run: 033, P, 168, 0, 0, 157, 0, 0
12, Run: 034, P, 168, 0, 0, 157, 0, 0
12, Run: 035, P, 168, 0, 0, 157, 0, 0
12, Run: 036, P, 168, 0, 0, 158, 0, 0
12, Run: 037, P, 168, 0, 0, 157, 0, 0
12, Run: 038, P, 168, 0, 0, 157, 0, 0
12, Run: 039, P, 168, 0, 0, 157, 0, 0
12, Run: 040, P, 168, 0, 0, 157, 0, 0
12, Run: 041, P, 168, 0, 0, 157, 0, 0
12, Run: 042, P, 168, 0, 0, 157, 0, 0
12, Run: 043, P, 168, 0, 0, 157, 0, 0
12, Run: 044, P, 168, 0, 0, 157, 0, 0
12, Run: 045, P, 168, 0, 0, 158, 0, 0
12, Run: 046, P, 168, 0, 0, 157, 0, 0
12, Run: 047, P, 168, 0, 0, 157, 0, 0
12, Run: 048, P, 168, 0, 0, 157, 0, 0
12, Run: 049, P, 168, 0, 0, 157, 0, 0
12, Run: 050, P, 168, 0, 0, 158, 0, 0
12, Run: 051, P, 168, 0, 0, 158, 0, 0
12, Run: 052, P, 168, 0, 0, 157, 0, 0
12, Run: 053, P, 168, 0, 0, 157, 0, 0
12, Run: 054, P, 168, 0, 0, 158, 0, 0
12, Run: 055, P, 168, 0, 0, 157, 0, 0
12, Run: 056, P, 168, 0, 0, 157, 0, 0
12, Run: 057, P, 168, 0, 0, 157, 0, 0
12, Run: 058, P, 168, 0, 0, 157, 0, 0
12, Run: 059, P, 168, 0, 0, 157, 0, 0
12, Run: 060, P, 168, 0, 0, 157, 0, 0
12, Run: 061, P, 168, 0, 0, 157, 0, 0
12, Run: 062, P, 168, 0, 0, 157, 0, 0
12, Run: 063, P, 168, 0, 0, 157, 0, 0
12, Run: 064, P, 168, 0, 0, 157, 0, 0
12, Run: 065, P, 168, 0, 0, 158, 0, 0
12, Run: 066, P, 168, 0, 0, 157, 0, 0
12, Run: 067, P, 168, 0, 0, 157, 0, 0
12, Run: 068, P, 169, 0, 0, 158, 0, 0
12, Run: 069, P, 168, 0, 0, 157, 0, 0
12, Run: 070, P, 168, 0, 0, 157, 0, 0
12, Run: 071, P, 168, 0, 0, 157, 0, 0
12, Run: 072, P, 168, 0, 0, 157, 0, 0
12, Run: 073, P, 168, 0, 0, 157, 0, 0
12, Run: 074, P, 168, 0, 0, 157, 0, 0
12, Run: 075, P, 168, 0, 0, 157, 0, 0
12, Run: 076, P, 168, 0, 0, 157, 0, 0
12, Run: 077, P, 168, 0, 0, 157, 0, 0
12, Run: 078, P, 168, 0, 0, 157, 0, 0
12, Run: 079, P, 168, 0, 0, 157, 0, 0
12, Run: 080, P, 168, 0, 0, 157, 0, 0
12, Run: 081, P, 168, 0, 0, 157, 0, 0
12, Run: 082, P, 169, 0, 0, 157, 0, 0
12, Run: 083, P, 168, 0, 0, 157, 0, 0
12, Run: 084, P, 168, 0, 0, 157, 0, 0
12, Run: 085, P, 168, 0, 0, 157, 0, 0
12, Run: 086, P, 168, 0, 0, 157, 0, 0
12, Run: 087, P, 168, 0, 0, 157, 0, 0
12, Run: 088, P, 169, 0, 0, 157, 0, 0
12, Run: 089, P, 168, 0, 0, 157, 0, 0
12, Run: 090, P, 168, 0, 0, 158, 0, 0
12, Run: 091, P, 168, 0, 0, 157, 0, 0
12, Run: 092, P, 168, 0, 0, 158, 0, 0
12, Run: 093, P, 168, 0, 0, 157, 0, 0
12, Run: 094, P, 168, 0, 0, 157, 0, 0
12, Run: 095, P, 168, 0, 0, 157, 0, 0
12, Run: 096, P, 168, 0, 0, 157, 0, 0
12, Run: 097, P, 168, 0, 0, 157, 0, 0
12, Run: 098, P, 168, 0, 0, 157, 0, 0
12, Run: 099, P, 168, 0, 0, 157, 0, 0
12, Run: 100, P, 168, 0, 0, 157, 0, 0
13, Run: 001, P, 10, 0, 0, 10, 0, 0
13, Run: 002, P, 10, 0, 0, 10, 0, 0
13, Run: 003, P, 11, 0, 0, 11, 0, 0
13, Run: 004, P, 10, 0, 0, 11, 0, 0
13, Run: 005, P, 11, 0, 0, 10, 0, 0
13, Run: 006, P, 11, 0, 0, 11, 0, 0
13, Run: 007, P, 10, 0, 0, 11, 0, 0
13, Run: 008, P, 11, 0, 0, 10, 0, 0
13, Run: 009, P, 10, 0, 0, 11, 0, 0
13, Run: 010, P, 11, 0, 0, 10, 0, 0
13, Run: 011, P, 10, 0, 0, 10, 0, 0
13, Run: 012, P, 10, 0, 0, 10, 0, 0
13, Run: 013, P, 10, 0, 0, 10, 0, 0
13, Run: 014, P, 10, 0, 0, 10, 0, 0
13, Run: 015, P, 11, 0, 0, 11, 0, 0
13, Run: 016, P, 11, 0, 0, 11, 0, 0
13, Run: 017, P, 10, 0, 0, 10, 0, 0
13, Run: 018, P, 10, 0, 0, 11, 0, 0
13, Run: 019, P, 11, 0, 0, 10, 0, 0
13, Run: 020, P, 10, 0, 0, 10, 0, 0
13, Run: 021, P, 13, 0, 0, 10, 0, 0
13, Run: 022, P, 10, 0, 0, 11, 0, 0
13, Run: 023, P, 10, 0, 0, 10, 0, 0
13, Run: 024, P, 11, 0, 0, 11, 0, 0
13, Run: 025, P, 10, 0, 0, 10, 0, 0
13, Run: 026, P, 10, 0, 0, 10, 0, 0
13, Run: 027, P, 10, 0, 0, 10, 0, 0
13, Run: 028, P, 11, 0, 0, 10, 0, 0
13, Run: 029, P, 11, 0, 0, 10, 0, 0
13, Run: 030, P, 10, 0, 0, 11, 0, 0
13, Run: 031, P, 10, 0, 0, 10, 0, 0
13, Run: 032, P, 11, 0, 0, 11, 0, 0
13, Run: 033, P, 10, 0, 0, 11, 0, 0
13, Run: 034, P, 10, 0, 0, 11, 0, 0
13, Run: 035, P, 11, 0, 0, 10, 0, 0
13, Run: 036, P, 11, 0, 0, 12, 0, 0
13, Run: 037, P, 10, 0, 0, 10, 0, 0
13, Run: 038, P, 11, 0, 0, 12, 0, 0
13, Run: 039, P, 11, 0, 0, 12, 0, 0
13, Run: 040, P, 11, 0, 0, 11, 0, 0
13, Run: 041, P, 12, 0, 0, 10, 0, 0
13, Run: 042, P, 10, 0, 0, 11, 0, 0
13, Run: 043, P, 12, 0, 0, 12, 0, 0
13, Run: 044, P, 10, 0, 0, 10, 0, 0
13, Run: 045, P, 11, 0, 0, 10, 0, 0
13, Run: 046, P, 10, 0, 0, 10, 0, 0
13, Run: 047, P, 12, 0, 0, 11, 0, 0
13, Run: 048, P, 10, 0, 0, 11, 0, 0
13, Run: 049, P, 11, 0, 0, 12, 0, 0
13, Run: 050, P, 12, 0, 0, 11, 0, 0
13, Run: 051, P, 10, 0, 0, 11, 0, 0
13, Run: 052, P, 10, 0, 0, 11, 0, 0
13, Run: 053, P, 12, 0, 0, 11, 0, 0
13, Run: 054, P, 10, 0, 0, 10, 0, 0
13, Run: 055, P, 10, 0, 0, 12, 0, 0
13, Run: 056, P, 10, 0, 0, 10, 0, 0
13, Run: 057, P, 10, 0, 0, 10, 0, 0
13, Run: 058, P, 11, 0, 0, 11, 0, 0
13, Run: 059, P, 11, 0, 0, 11, 0, 0
13, Run: 060, P, 11, 0, 0, 10, 0, 0
13, Run: 061, P, 11, 0, 0, 10, 0, 0
13, Run: 062, P, 10, 0, 0, 10, 0, 0
13, Run: 063, P, 11, 0, 0, 11, 0, 0
13, Run: 064, P, 10, 0, 0, 11, 0, 0
13, Run: 065, P, 11, 0, 0, 10, 0, 0
13, Run: 066, P, 10, 0, 0, 10, 0, 0
13, Run: 067, P, 10, 0, 0, 11, 0, 0
13, Run: 068, P, 11, 0, 0, 11, 0, 0
13, Run: 069, P, 12, 0, 0, 11, 0, 0
13, Run: 070, P, 11, 0, 0, 10, 0, 0
13, Run: 071, P, 11, 0, 0, 10, 0, 0
13, Run: 072, P, 10, 0, 0, 11, 0, 0
13, Run: 073, P, 10, 0, 0, 10, 0, 0
13, Run: 074, P, 11, 0, 0, 10, 0, 0
13, Run: 075, P, 11, 0, 0, 11, 0, 0
13, Run: 076, P, 10, 0, 0, 10, 0, 0
13, Run: 077, P, 11, 0, 0, 10, 0, 0
13, Run: 078, P, 10, 0, 0, 12, 0, 0
13, Run: 079, P, 11, 0, 0, 10, 0, 0
13, Run: 080, P, 10, 0, 0, 12, 0, 0
13, Run: 081, P, 11, 0, 0, 10, 0, 0
13, Run: 082, P, 10, 0, 0, 10, 0, 0
13, Run: 083, P, 10, 0, 0, 11, 0, 0
13, Run: 084, P, 10, 0, 0, 10, 0, 0
13, Run: 085, P, 10, 0, 0, 11, 0, 0
13, Run: 086, P, 11, 0, 0, 10, 0, 0
13, Run: 087, P, 11, 0, 0, 10, 0, 0
13, Run: 088, P, 12, 0, 0, 11, 0, 0
13, Run: 089, P, 11, 0, 0, 11, 0, 0
13, Run: 090, P, 10, 0, 0, 11, 0, 0
13, Run: 091, P, 11, 0, 0, 10, 0, 0
13, Run: 092, P, 11, 0, 0, 11, 0, 0
13, Run: 093, P, 12, 0, 0, 11, 0, 0
13, Run: 094, P, 10, 0, 0, 10, 0, 0
13, Run: 095, P, 11, 0, 0, 11, 0, 0
13, Run: 096, P, 10, 0, 0, 10, 0, 0
13, Run: 097, P, 12, 0, 0, 11, 0, 0
