Input Number, Run_Number, Result@ 1000, A, B, H, C, L4, L1, L5, Y, T1, T2, T3, T4, T5, T6, R, U, L2, D, L3, O1, O2, O3, O4, Reaction10, Reaction11, Reaction12, Reaction13, Reaction14, Reaction15, Reaction16, Reaction17, Reaction19, Reaction2, Reaction20, Reaction21, Reaction22, Reaction23, Reaction24, Reaction25, Reaction3, Reaction4, Reaction5, Reaction6, Reaction8, Reaction9
INVAR-1, Run: 084, P, 0, 10, 0, 0, 0, 0, 0, 30, 2, 3, 2, 2, 3, 2, 1, 6, 0, 36, 0, 9, 0, 1, 9, 35, 21, 18, 48253, 46731, 45254, 43801, 42415, 1519, 234, 1475, 1451, 1383, 1385, 41028, 40992, 164, 104, 69, 48, 70, 60
INVAR-1, Run: 085, P, 0, 10, 0, 0, 0, 0, 0, 16, 1, 3, 2, 2, 3, 1, 1, 6, 0, 38, 0, 9, 0, 1, 9, 37, 20, 53, 46848, 44122, 41498, 39063, 36765, 2723, 272, 2622, 2433, 2295, 2126, 34638, 34600, 188, 126, 89, 69, 84, 62
INVAR-1, Run: 086, P, 0, 10, 0, 0, 0, 0, 0, 13, 3, 3, 2, 3, 1, 4, 1, 6, 0, 34, 0, 9, 0, 1, 9, 41, 26, 35, 46658, 43397, 40395, 37487, 34771, 3258, 247, 3000, 2905, 2715, 2522, 32245, 32211, 160, 115, 74, 48, 87, 45
INVAR-1, Run: 087, P, 0, 10, 0, 0, 0, 0, 0, 20, 3, 3, 0, 2, 3, 1, 1, 6, 0, 38, 0, 9, 0, 1, 9, 34, 18, 25, 47635, 45299, 43077, 41001, 39004, 2333, 232, 2222, 2074, 1994, 1796, 37207, 37169, 152, 97, 63, 45, 80, 55
INVAR-1, Run: 088, P, 0, 10, 0, 0, 0, 0, 0, 1, 23, 12, 6, 3, 3, 1, 1, 6, 0, 2, 0, 18, 9, 10, 18, 28, 16, 12, 24782, 12458, 6280, 3112, 1609, 12312, 215, 6172, 3165, 1500, 814, 794, 792, 116, 57, 29, 13, 99, 59
INVAR-1, Run: 089, P, 0, 10, 0, 0, 0, 0, 0, 38, 2, 4, 2, 1, 1, 0, 1, 6, 0, 40, 0, 9, 0, 1, 9, 19, 11, 8, 48409, 47123, 45937, 44765, 43637, 1282, 167, 1184, 1171, 1127, 1070, 42567, 42527, 105, 76, 57, 46, 62, 29
INVAR-1, Run: 090, P, 10, 0, 0, 0, 0, 0, 0, 18, 1, 1, 8, 5, 2, 1, 1, 6, 0, 32, 0, 8, 9, 10, 8, 33, 30, 51, 47375, 44810, 42498, 40274, 38198, 2564, 269, 2304, 2219, 2074, 2020, 36177, 36145, 187, 132, 99, 69, 82, 55
INVAR-1, Run: 091, P, 0, 10, 0, 0, 0, 0, 0, 1, 27, 11, 9, 1, 2, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 39, 23, 29, 24831, 12445, 6257, 3163, 1567, 12375, 254, 6179, 3093, 1594, 773, 794, 794, 155, 92, 53, 30, 99, 63
INVAR-1, Run: 092, P, 0, 10, 0, 0, 0, 0, 0, 6, 7, 4, 3, 1, 4, 2, 1, 6, 0, 29, 0, 9, 0, 1, 9, 57, 37, 73, 42817, 36663, 31368, 26870, 22967, 6150, 333, 5292, 4497, 3899, 3215, 19750, 19721, 239, 173, 116, 79, 94, 66
INVAR-1, Run: 093, P, 0, 10, 0, 0, 0, 0, 0, 20, 3, 2, 4, 2, 2, 4, 1, 6, 0, 33, 0, 9, 0, 1, 9, 37, 18, 33, 48024, 45706, 43447, 41432, 39420, 2316, 253, 2255, 2013, 2010, 1930, 37486, 37453, 173, 108, 71, 53, 80, 65
INVAR-1, Run: 094, P, 0, 10, 0, 0, 0, 0, 0, 56, 0, 0, 1, 1, 1, 3, 1, 6, 0, 44, 0, 9, 0, 1, 9, 36, 27, 63, 49478, 48584, 47699, 46843, 45970, 894, 260, 884, 855, 872, 829, 45138, 45094, 216, 182, 146, 119, 44, 34
INVAR-1, Run: 095, P, 0, 10, 0, 0, 0, 0, 0, 20, 4, 0, 1, 3, 4, 1, 1, 6, 0, 37, 0, 9, 0, 1, 9, 32, 31, 43, 47770, 45458, 43274, 41113, 39151, 2312, 253, 2183, 2158, 1958, 1808, 37342, 37305, 173, 126, 94, 63, 80, 47
INVAR-1, Run: 096, P, 0, 10, 0, 0, 0, 0, 0, 25, 2, 1, 3, 1, 1, 0, 1, 6, 0, 42, 0, 10, 1, 2, 10, 33, 26, 57, 48012, 46109, 44319, 42576, 40929, 1902, 243, 1787, 1742, 1646, 1503, 39426, 39384, 168, 141, 108, 82, 75, 27
INVAR-1, Run: 097, P, 10, 0, 0, 0, 0, 0, 0, 11, 3, 5, 4, 2, 1, 2, 1, 6, 0, 33, 0, 10, 11, 12, 10, 33, 15, 13, 45795, 41999, 38429, 35316, 32408, 3791, 213, 3566, 3111, 2907, 2710, 29696, 29663, 124, 72, 39, 24, 89, 52
INVAR-1, Run: 098, P, 0, 10, 0, 0, 0, 0, 0, 28, 3, 0, 2, 1, 4, 1, 1, 6, 0, 39, 0, 9, 0, 1, 9, 23, 17, 16, 48625, 46936, 45288, 43674, 42175, 1689, 189, 1646, 1613, 1495, 1518, 40656, 40617, 117, 84, 61, 44, 72, 33
INVAR-1, Run: 099, P, 0, 10, 0, 0, 0, 0, 0, 15, 3, 2, 1, 4, 0, 1, 1, 6, 0, 39, 0, 9, 0, 1, 9, 33, 13, 23, 47017, 44077, 41285, 38700, 36289, 2938, 219, 2791, 2581, 2411, 2323, 33965, 33926, 134, 84, 51, 38, 85, 50
INVAR-1, Run: 100, P, 0, 10, 0, 0, 0, 0, 0, 27, 3, 1, 1, 3, 0, 0, 1, 6, 0, 42, 0, 9, 0, 1, 9, 36, 22, 25, 48215, 46417, 44735, 43107, 41542, 1797, 247, 1681, 1625, 1565, 1478, 40064, 40022, 174, 110, 74, 52, 73, 64
INVAR-2, Run: 001, P, 100, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 1196, 1206, 1216, 1196, 1, 0, 0, 0, 0, 0, 0, 0, 0, 104, 0, 0, 0, 0, 0, 0, 4, 1, 0, 0, 100, 3
INVAR-2, Run: 002, P, 0, 0, 0, 100, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 442, 452, 362, 442, 1, 0, 0, 0, 0, 0, 0, 0, 0, 106, 0, 0, 0, 0, 0, 0, 6, 1, 0, 0, 100, 5
INVAR-2, Run: 003, P, 100, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 92, 102, 112, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 113, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 100, 13
INVAR-2, Run: 004, P, 0, 0, 0, 100, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 93, 103, 13, 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 113, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 100, 13
INVAR-2, Run: 005, P, 0, 0, 0, 100, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 92, 102, 12, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 112, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 100, 12
INVAR-2, Run: 006, P, 0, 100, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 316, 226, 236, 316, 0, 0, 0, 0, 0, 0, 0, 0, 0, 107, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 100, 7
INVAR-2, Run: 007, P, 0, 100, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 526, 436, 446, 526, 0, 0, 0, 0, 0, 0, 0, 0, 0, 104, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 100, 4
INVAR-2, Run: 008, P, 0, 0, 0, 100, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 92, 102, 12, 92, 2, 0, 0, 0, 0, 0, 0, 0, 0, 105, 0, 0, 0, 0, 0, 0, 5, 2, 0, 0, 100, 3
INVAR-2, Run: 009, P, 100, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 950, 960, 970, 950, 0, 0, 0, 0, 0, 0, 0, 0, 0, 108, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 100, 8
INVAR-2, Run: 010, P, 0, 100, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 297, 207, 217, 297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 100, 5
INVAR-2, Run: 011, P, 0, 0, 0, 100, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 91, 101, 11, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 104, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 100, 4
INVAR-2, Run: 012, P, 0, 0, 0, 100, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 98, 108, 18, 98, 1, 0, 0, 0, 0, 0, 0, 0, 0, 107, 0, 0, 0, 0, 0, 0, 7, 1, 0, 0, 100, 6
INVAR-2, Run: 013, P, 0, 0, 0, 100, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 409, 419, 329, 409, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 100, 5
INVAR-2, Run: 014, P, 0, 0, 0, 100, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 93, 103, 13, 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 104, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 100, 4
INVAR-2, Run: 015, P, 0, 100, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 193, 103, 113, 193, 0, 0, 0, 0, 0, 0, 0, 0, 0, 110, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 100, 10
INVAR-2, Run: 016, P, 0, 100, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 319, 229, 239, 319, 0, 0, 0, 0, 0, 0, 0, 0, 0, 106, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 100, 6
INVAR-2, Run: 017, P, 0, 100, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 196, 106, 116, 196, 0, 0, 0, 0, 0, 0, 0, 0, 0, 104, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 100, 4
INVAR-2, Run: 018, P, 0, 0, 0, 100, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 89, 99, 9, 89, 2, 0, 0, 0, 0, 0, 0, 0, 0, 114, 0, 0, 0, 0, 0, 0, 14, 2, 0, 0, 100, 12
INVAR-2, Run: 019, P, 100, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 92, 102, 112, 92, 1, 0, 0, 0, 0, 0, 0, 0, 0, 108, 0, 0, 0, 0, 0, 0, 8, 1, 0, 0, 100, 7
INVAR-2, Run: 020, P, 0, 100, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 90, 0, 10, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 108, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 100, 8
INVAR-2, Run: 021, P, 100, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 659, 669, 679, 659, 1, 0, 0, 0, 0, 0, 0, 0, 0, 102, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 100, 1
INVAR-2, Run: 022, P, 0, 0, 0, 100, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 93, 103, 13, 93, 2, 1, 0, 0, 0, 0, 0, 0, 0, 111, 0, 0, 0, 0, 0, 0, 11, 3, 1, 0, 100, 8
INVAR-2, Run: 023, P, 0, 100, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 199, 109, 119, 199, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 100, 5
INVAR-2, Run: 024, P, 0, 0, 0, 100, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 91, 101, 11, 91, 1, 0, 0, 0, 0, 0, 0, 0, 0, 107, 0, 0, 0, 0, 0, 0, 7, 1, 0, 0, 100, 6
INVAR-2, Run: 025, P, 0, 0, 0, 100, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 96, 106, 16, 96, 1, 0, 0, 0, 0, 0, 0, 0, 0, 105, 0, 0, 0, 0, 0, 0, 5, 1, 0, 0, 100, 4
INVAR-2, Run: 026, P, 0, 100, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 416, 326, 336, 416, 1, 0, 0, 0, 0, 0, 0, 0, 0, 106, 0, 0, 0, 0, 0, 0, 6, 1, 0, 0, 100, 5
INVAR-2, Run: 027, P, 0, 0, 0, 100, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 88, 98, 8, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 109, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 100, 9
INVAR-2, Run: 028, P, 0, 100, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 305, 215, 225, 305, 1, 0, 0, 0, 0, 0, 0, 0, 0, 110, 0, 0, 0, 0, 0, 0, 10, 1, 0, 0, 100, 9
INVAR-2, Run: 029, P, 100, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 88, 98, 108, 88, 1, 0, 0, 0, 0, 0, 0, 0, 0, 115, 0, 0, 0, 0, 0, 0, 15, 1, 0, 0, 100, 14
INVAR-2, Run: 030, P, 100, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 641, 651, 661, 641, 2, 0, 0, 0, 0, 0, 0, 0, 0, 110, 0, 0, 0, 0, 0, 0, 10, 2, 0, 0, 100, 8
INVAR-2, Run: 031, P, 100, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 519, 529, 539, 519, 0, 0, 0, 0, 0, 0, 0, 0, 0, 107, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 100, 7
INVAR-2, Run: 032, P, 0, 0, 0, 100, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 191, 201, 111, 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 102, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 100, 2
INVAR-2, Run: 033, P, 100, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 94, 104, 114, 94, 2, 1, 0, 0, 0, 0, 0, 0, 0, 108, 0, 0, 0, 0, 0, 0, 8, 3, 1, 0, 100, 5
INVAR-2, Run: 034, P, 0, 100, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 91, 1, 11, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 111, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 100, 11
INVAR-2, Run: 035, P, 0, 0, 0, 100, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 93, 103, 13, 93, 2, 0, 0, 0, 0, 0, 0, 0, 0, 109, 0, 0, 0, 0, 0, 0, 9, 2, 0, 0, 100, 7
INVAR-2, Run: 036, P, 0, 100, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 90, 0, 10, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 104, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 100, 4
INVAR-2, Run: 037, P, 0, 0, 0, 100, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 96, 106, 16, 96, 1, 0, 0, 0, 0, 0, 0, 0, 0, 111, 0, 0, 0, 0, 0, 0, 11, 1, 0, 0, 100, 10
INVAR-2, Run: 038, P, 0, 100, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 312, 222, 232, 312, 0, 0, 0, 0, 0, 0, 0, 0, 0, 106, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 100, 6
INVAR-2, Run: 039, P, 0, 100, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 518, 428, 438, 518, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 100, 5
INVAR-2, Run: 040, P, 0, 0, 0, 100, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 91, 101, 11, 91, 1, 2, 0, 0, 0, 0, 0, 0, 0, 111, 0, 0, 0, 0, 0, 0, 11, 3, 2, 0, 100, 8
INVAR-2, Run: 041, P, 100, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 89, 99, 109, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 104, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 100, 4
INVAR-2, Run: 042, P, 100, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 684, 694, 704, 684, 0, 0, 0, 0, 0, 0, 0, 0, 0, 104, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 100, 4
INVAR-2, Run: 043, P, 0, 0, 0, 100, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 1021, 1031, 941, 1021, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 100, 5
INVAR-2, Run: 044, P, 100, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 203, 213, 223, 203, 0, 0, 0, 0, 0, 0, 0, 0, 0, 110, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 100, 10
INVAR-2, Run: 045, P, 0, 0, 0, 100, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 93, 103, 13, 93, 1, 0, 0, 0, 0, 0, 0, 0, 0, 118, 0, 0, 0, 0, 0, 0, 18, 1, 0, 0, 100, 17
INVAR-2, Run: 046, P, 100, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 91, 101, 111, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 108, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 100, 8
INVAR-2, Run: 047, P, 0, 100, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 90, 0, 10, 90, 1, 1, 0, 0, 0, 0, 0, 0, 0, 107, 0, 0, 0, 0, 0, 0, 7, 2, 1, 0, 100, 5
INVAR-2, Run: 048, P, 100, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 774, 784, 794, 774, 0, 0, 0, 0, 0, 0, 0, 0, 0, 104, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 100, 4
INVAR-2, Run: 049, P, 0, 0, 0, 100, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 90, 100, 10, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 112, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 100, 12
INVAR-2, Run: 050, P, 0, 0, 0, 100, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 93, 103, 13, 93, 3, 0, 0, 0, 0, 0, 0, 0, 0, 113, 0, 0, 0, 0, 0, 0, 13, 3, 0, 0, 100, 10
INVAR-2, Run: 051, P, 0, 100, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 92, 2, 12, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 109, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 100, 9
INVAR-2, Run: 052, P, 0, 100, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 90, 0, 10, 90, 2, 0, 0, 0, 0, 0, 0, 0, 0, 108, 0, 0, 0, 0, 0, 0, 8, 2, 0, 0, 100, 6
INVAR-2, Run: 053, P, 0, 100, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 93, 3, 13, 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 113, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 100, 13
INVAR-2, Run: 054, P, 0, 100, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 305, 215, 225, 305, 0, 0, 0, 0, 0, 0, 0, 0, 0, 103, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 100, 3
INVAR-2, Run: 055, P, 0, 0, 0, 100, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 94, 104, 14, 94, 1, 0, 0, 0, 0, 0, 0, 0, 0, 113, 0, 0, 0, 0, 0, 0, 13, 1, 0, 0, 100, 12
INVAR-2, Run: 056, P, 0, 0, 0, 100, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 97, 107, 17, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 104, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 100, 4
INVAR-2, Run: 057, P, 0, 100, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 1412, 1322, 1332, 1412, 0, 0, 0, 0, 0, 0, 0, 0, 0, 108, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 100, 8
INVAR-2, Run: 058, P, 0, 100, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 92, 2, 12, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 106, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 100, 6
INVAR-2, Run: 059, P, 100, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 427, 437, 447, 427, 1, 0, 0, 0, 0, 0, 0, 0, 0, 105, 0, 0, 0, 0, 0, 0, 5, 1, 0, 0, 100, 4
INVAR-2, Run: 060, P, 0, 0, 0, 100, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 413, 423, 333, 413, 0, 0, 0, 0, 0, 0, 0, 0, 0, 106, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 100, 6
INVAR-2, Run: 061, P, 0, 0, 0, 100, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 97, 107, 17, 97, 1, 0, 0, 0, 0, 0, 0, 0, 0, 109, 0, 0, 0, 0, 0, 0, 9, 1, 0, 0, 100, 8
INVAR-2, Run: 062, P, 0, 0, 0, 100, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 504, 514, 424, 504, 0, 0, 0, 0, 0, 0, 0, 0, 0, 108, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 100, 8
INVAR-2, Run: 063, P, 0, 100, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 307, 217, 227, 307, 0, 0, 0, 0, 0, 0, 0, 0, 0, 109, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 100, 9
INVAR-2, Run: 064, P, 0, 0, 0, 100, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 92, 102, 12, 92, 2, 0, 0, 0, 0, 0, 0, 0, 0, 109, 0, 0, 0, 0, 0, 0, 9, 2, 0, 0, 100, 7
INVAR-2, Run: 065, P, 0, 100, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 197, 107, 117, 197, 1, 0, 0, 0, 0, 0, 0, 0, 0, 105, 0, 0, 0, 0, 0, 0, 5, 1, 0, 0, 100, 4
INVAR-2, Run: 066, P, 0, 100, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 201, 111, 121, 201, 0, 1, 0, 0, 0, 0, 0, 0, 0, 110, 0, 0, 0, 0, 0, 0, 10, 1, 1, 0, 100, 9
INVAR-2, Run: 067, P, 100, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 102, 112, 122, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 100, 5
INVAR-2, Run: 068, P, 0, 100, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 90, 0, 10, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 106, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 100, 6
INVAR-2, Run: 069, P, 100, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 603, 613, 623, 603, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 100, 5
INVAR-2, Run: 070, P, 100, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 101, 111, 121, 101, 1, 0, 0, 0, 0, 0, 0, 0, 0, 112, 0, 0, 0, 0, 0, 0, 12, 1, 0, 0, 100, 11
INVAR-2, Run: 071, P, 0, 0, 0, 100, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 425, 435, 345, 425, 0, 0, 0, 0, 0, 0, 0, 0, 0, 103, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 100, 3
INVAR-2, Run: 072, P, 0, 0, 0, 100, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 94, 104, 14, 94, 1, 1, 0, 0, 0, 0, 0, 0, 0, 115, 0, 0, 0, 0, 0, 0, 15, 2, 1, 0, 100, 13
INVAR-2, Run: 073, P, 100, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 423, 433, 443, 423, 1, 0, 0, 0, 0, 0, 0, 0, 0, 108, 0, 0, 0, 0, 0, 0, 8, 1, 0, 0, 100, 7
