Input Number, Run_Number, Result@ 100, PO, E, F, X1, A, B, C, D, CO, Y, PE, CE
1, Run: 071, F, 0, 11, 0, 0, 0, 0, 0, 26, 26, 26, 0, 0
1, Run: 072, F, 0, 13, 0, 0, 0, 0, 0, 42, 8, 8, 0, 0
1, Run: 073, F, 0, 15, 0, 0, 0, 0, 0, 24, 24, 24, 0, 0
1, Run: 074, P, 0, 10, 0, 0, 0, 0, 0, 52, 0, 2, 1, 2
1, Run: 075, F, 0, 15, 0, 0, 0, 0, 0, 10, 38, 38, 0, 0
1, Run: 076, P, 0, 12, 0, 0, 0, 0, 0, 50, 0, 2, 1, 2
1, Run: 077, P, 0, 15, 0, 0, 0, 0, 0, 48, 0, 0, 1, 0
1, Run: 078, P, 0, 16, 0, 0, 0, 0, 0, 46, 0, 2, 1, 2
1, Run: 079, F, 0, 13, 0, 0, 0, 0, 0, 13, 37, 37, 0, 0
1, Run: 080, P, 0, 13, 0, 0, 0, 0, 0, 50, 0, 0, 1, 0
1, Run: 081, P, 0, 17, 0, 0, 0, 0, 0, 46, 0, 0, 1, 0
1, Run: 082, P, 0, 15, 0, 0, 0, 0, 0, 48, 0, 0, 1, 0
1, Run: 083, P, 0, 11, 0, 0, 0, 0, 0, 52, 0, 0, 1, 0
1, Run: 084, F, 0, 15, 0, 0, 0, 0, 0, 18, 30, 30, 0, 0
1, Run: 085, P, 0, 17, 0, 0, 0, 0, 0, 46, 0, 0, 1, 0
1, Run: 086, P, 0, 15, 0, 0, 0, 0, 0, 48, 0, 0, 1, 0
1, Run: 087, P, 0, 13, 0, 0, 0, 0, 0, 50, 0, 0, 1, 0
1, Run: 088, P, 0, 14, 0, 0, 0, 0, 0, 48, 0, 2, 1, 2
1, Run: 089, P, 0, 19, 0, 0, 0, 0, 0, 44, 0, 0, 1, 0
