Input Number, Run_Number, Result@ 100, PO, A, H, X1, M, CE, Y, D, CO, PE, B, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-1, Run: 031, P, 0, 60, 0, 0, 0, 12, 12, 0, 0, 1, 0, 6, 18, 12, 72, 6, 5, 0, 12, 18, 27, 24, 72
INVAR-1, Run: 032, P, 0, 56, 0, 0, 0, 10, 10, 0, 0, 1, 0, 2, 18, 19, 134, 8, 6, 1, 10, 18, 27, 29, 134
INVAR-1, Run: 033, P, 0, 26, 0, 0, 0, 0, 36, 13, 36, 0, 0, 8, 18, 35, 145, 5, 4, 1, 13, 18, 27, 35, 181
INVAR-1, Run: 034, P, 0, 5, 0, 0, 0, 0, 55, 12, 55, 0, 0, 6, 18, 41, 158, 6, 4, 2, 12, 18, 27, 41, 213
INVAR-1, Run: 035, P, 0, 31, 0, 0, 0, 0, 29, 12, 29, 0, 0, 6, 18, 14, 63, 6, 2, 4, 12, 18, 27, 14, 92
INVAR-1, Run: 036, P, 0, 35, 0, 0, 0, 0, 25, 12, 25, 0, 0, 6, 18, 33, 132, 6, 4, 2, 12, 18, 27, 33, 157
INVAR-1, Run: 037, P, 0, 1, 0, 0, 0, 0, 61, 13, 61, 0, 0, 8, 18, 20, 69, 5, 3, 2, 13, 18, 27, 20, 130
INVAR-1, Run: 038, P, 0, 58, 0, 0, 0, 11, 11, 0, 0, 1, 0, 4, 18, 9, 63, 7, 4, 2, 11, 18, 27, 20, 63
INVAR-1, Run: 039, P, 0, 58, 0, 0, 0, 11, 11, 0, 0, 1, 0, 4, 18, 18, 62, 7, 2, 4, 11, 18, 27, 29, 62
INVAR-1, Run: 040, P, 0, 60, 0, 0, 0, 12, 12, 0, 0, 1, 0, 6, 18, 22, 79, 6, 3, 2, 12, 18, 27, 34, 79
INVAR-1, Run: 041, P, 0, 56, 0, 0, 0, 10, 10, 0, 0, 1, 0, 2, 18, 19, 112, 8, 7, 0, 10, 18, 27, 29, 112
INVAR-1, Run: 042, P, 0, 60, 0, 0, 0, 12, 12, 0, 0, 1, 0, 6, 18, 14, 57, 6, 2, 3, 12, 18, 27, 26, 57
INVAR-1, Run: 043, P, 0, 56, 0, 0, 0, 10, 10, 0, 0, 1, 0, 2, 18, 16, 79, 8, 3, 4, 10, 18, 27, 26, 79
INVAR-1, Run: 044, P, 0, 40, 0, 0, 0, 0, 20, 12, 20, 0, 0, 6, 18, 14, 51, 6, 3, 3, 12, 18, 27, 14, 71
INVAR-1, Run: 045, P, 0, 36, 0, 0, 0, 0, 24, 12, 24, 0, 0, 6, 18, 39, 74, 6, 4, 2, 12, 18, 27, 39, 98
INVAR-1, Run: 046, P, 0, 56, 0, 0, 0, 10, 10, 0, 0, 1, 0, 2, 18, 13, 52, 8, 4, 3, 10, 18, 27, 23, 52
INVAR-1, Run: 047, P, 0, 62, 0, 0, 0, 13, 13, 0, 0, 1, 0, 8, 18, 39, 148, 5, 2, 2, 13, 18, 27, 52, 148
INVAR-1, Run: 048, P, 0, 7, 0, 0, 0, 0, 55, 13, 55, 0, 0, 8, 18, 14, 54, 5, 3, 2, 13, 18, 27, 14, 109
INVAR-1, Run: 049, P, 0, 13, 0, 0, 0, 0, 49, 13, 49, 0, 0, 8, 18, 19, 50, 5, 4, 1, 13, 18, 27, 19, 99
INVAR-1, Run: 050, P, 0, 2, 0, 0, 0, 0, 54, 10, 54, 0, 0, 2, 18, 15, 73, 8, 6, 2, 10, 18, 27, 15, 127
INVAR-1, Run: 051, P, 0, 33, 0, 0, 0, 0, 25, 11, 25, 0, 0, 4, 18, 23, 53, 7, 5, 2, 11, 18, 27, 23, 78
INVAR-1, Run: 052, P, 0, 47, 0, 0, 0, 0, 13, 12, 13, 0, 0, 6, 18, 10, 70, 6, 3, 3, 12, 18, 27, 10, 83
INVAR-1, Run: 053, P, 0, 56, 0, 0, 0, 10, 10, 0, 0, 1, 0, 2, 18, 4, 60, 8, 4, 3, 10, 18, 27, 14, 60
INVAR-1, Run: 054, P, 0, 60, 0, 0, 0, 12, 12, 0, 0, 1, 0, 6, 18, 26, 111, 6, 4, 1, 12, 18, 27, 38, 111
INVAR-1, Run: 055, P, 0, 60, 0, 0, 0, 12, 12, 0, 0, 1, 0, 6, 18, 25, 128, 6, 3, 2, 12, 18, 27, 37, 128
INVAR-1, Run: 056, P, 0, 56, 0, 0, 0, 10, 10, 0, 0, 1, 0, 2, 18, 29, 109, 8, 4, 3, 10, 18, 27, 39, 109
INVAR-1, Run: 057, P, 0, 12, 0, 0, 0, 0, 50, 13, 50, 0, 0, 8, 18, 11, 43, 5, 4, 1, 13, 18, 27, 11, 93
INVAR-1, Run: 058, P, 0, 3, 0, 0, 0, 0, 57, 12, 57, 0, 0, 6, 18, 8, 60, 6, 5, 1, 12, 18, 27, 8, 117
INVAR-1, Run: 059, P, 0, 31, 0, 0, 0, 0, 29, 12, 29, 0, 0, 6, 18, 15, 39, 6, 6, 0, 12, 18, 27, 15, 68
INVAR-1, Run: 060, P, 0, 9, 0, 0, 0, 0, 53, 13, 53, 0, 0, 8, 18, 14, 52, 5, 4, 1, 13, 18, 27, 14, 105
INVAR-1, Run: 061, P, 0, 11, 0, 0, 0, 0, 49, 12, 49, 0, 0, 6, 18, 3, 48, 6, 4, 2, 12, 18, 27, 3, 97
INVAR-1, Run: 062, P, 0, 58, 0, 0, 0, 11, 11, 0, 0, 1, 0, 4, 18, 16, 140, 7, 4, 2, 11, 18, 27, 27, 140
INVAR-1, Run: 063, P, 0, 20, 0, 0, 0, 0, 44, 14, 44, 0, 0, 10, 18, 23, 74, 4, 2, 2, 14, 18, 27, 23, 118
INVAR-1, Run: 064, P, 0, 4, 0, 0, 0, 0, 58, 13, 58, 0, 0, 8, 18, 18, 73, 5, 5, 0, 13, 18, 27, 18, 131
INVAR-1, Run: 065, P, 0, 62, 0, 0, 0, 13, 13, 0, 0, 1, 0, 8, 18, 14, 93, 5, 2, 2, 13, 18, 27, 27, 93
INVAR-1, Run: 066, P, 0, 39, 0, 0, 0, 0, 23, 13, 23, 0, 0, 8, 18, 17, 47, 5, 5, 0, 13, 18, 27, 17, 70
INVAR-1, Run: 067, P, 0, 56, 0, 0, 0, 10, 10, 0, 0, 1, 0, 2, 18, 19, 65, 8, 2, 5, 10, 18, 27, 29, 65
INVAR-1, Run: 068, P, 0, 56, 0, 0, 0, 10, 10, 0, 0, 1, 0, 2, 18, 15, 65, 8, 5, 2, 10, 18, 27, 25, 65
INVAR-1, Run: 069, P, 0, 58, 0, 0, 0, 11, 11, 0, 0, 1, 0, 4, 18, 11, 95, 7, 6, 0, 11, 18, 27, 22, 95
INVAR-1, Run: 070, P, 0, 60, 0, 0, 0, 12, 12, 0, 0, 1, 0, 6, 18, 11, 89, 6, 4, 1, 12, 18, 27, 23, 89
INVAR-1, Run: 071, P, 0, 2, 0, 0, 0, 0, 56, 11, 56, 0, 0, 4, 18, 11, 32, 7, 5, 2, 11, 18, 27, 11, 88
INVAR-1, Run: 072, P, 0, 58, 0, 0, 0, 11, 11, 0, 0, 1, 0, 4, 18, 13, 85, 7, 5, 1, 11, 18, 27, 24, 85
INVAR-1, Run: 073, P, 0, 1, 0, 0, 0, 0, 59, 12, 59, 0, 0, 6, 18, 34, 138, 6, 3, 3, 12, 18, 27, 34, 197
INVAR-1, Run: 074, P, 0, 60, 0, 0, 0, 12, 12, 0, 0, 1, 0, 6, 18, 26, 111, 6, 4, 1, 12, 18, 27, 38, 111
INVAR-1, Run: 075, P, 0, 53, 0, 0, 0, 3, 8, 8, 5, 0, 0, 4, 18, 11, 68, 7, 5, 2, 11, 18, 27, 14, 73
INVAR-1, Run: 076, P, 0, 64, 0, 0, 0, 14, 14, 0, 0, 1, 0, 10, 18, 11, 75, 4, 3, 0, 14, 18, 27, 25, 75
INVAR-1, Run: 077, P, 0, 53, 0, 0, 0, 0, 9, 13, 9, 0, 0, 8, 18, 39, 172, 5, 5, 0, 13, 18, 27, 39, 181
INVAR-1, Run: 078, P, 0, 6, 0, 0, 0, 0, 50, 10, 50, 0, 0, 2, 18, 26, 166, 8, 7, 1, 10, 18, 27, 26, 216
INVAR-1, Run: 079, P, 0, 1, 0, 0, 0, 0, 59, 12, 59, 0, 0, 6, 18, 4, 31, 6, 3, 3, 12, 18, 27, 4, 90
INVAR-1, Run: 080, P, 0, 58, 0, 0, 0, 11, 11, 0, 0, 1, 0, 4, 18, 22, 93, 7, 4, 2, 11, 18, 27, 33, 93
INVAR-1, Run: 081, P, 0, 36, 0, 0, 0, 0, 22, 11, 22, 0, 0, 4, 18, 29, 79, 7, 4, 3, 11, 18, 27, 29, 101
INVAR-1, Run: 082, P, 0, 18, 0, 0, 0, 0, 42, 12, 42, 0, 0, 6, 18, 9, 67, 6, 4, 2, 12, 18, 27, 9, 109
INVAR-1, Run: 083, P, 0, 60, 0, 0, 0, 12, 12, 0, 0, 1, 0, 6, 18, 22, 102, 6, 4, 1, 12, 18, 27, 34, 102
INVAR-1, Run: 084, P, 0, 20, 0, 0, 0, 0, 40, 12, 40, 0, 0, 6, 18, 29, 118, 6, 6, 0, 12, 18, 27, 29, 158
INVAR-1, Run: 085, P, 0, 4, 0, 0, 0, 0, 56, 12, 56, 0, 0, 6, 18, 22, 95, 6, 4, 2, 12, 18, 27, 22, 151
INVAR-1, Run: 086, P, 0, 12, 0, 0, 0, 0, 48, 12, 48, 0, 0, 6, 18, 25, 104, 6, 5, 1, 12, 18, 27, 25, 152
INVAR-1, Run: 087, P, 0, 62, 0, 0, 0, 13, 13, 0, 0, 1, 0, 8, 18, 32, 101, 5, 3, 1, 13, 18, 27, 45, 101
INVAR-1, Run: 088, P, 0, 62, 0, 0, 0, 13, 13, 0, 0, 1, 0, 8, 18, 28, 146, 5, 2, 2, 13, 18, 27, 41, 146
INVAR-1, Run: 089, P, 0, 33, 0, 0, 0, 0, 27, 12, 27, 0, 0, 6, 18, 24, 82, 6, 4, 2, 12, 18, 27, 24, 109
INVAR-1, Run: 090, P, 0, 56, 0, 0, 0, 10, 10, 0, 0, 1, 0, 2, 18, 17, 62, 8, 4, 3, 10, 18, 27, 27, 62
INVAR-1, Run: 091, P, 0, 6, 0, 0, 0, 0, 50, 10, 50, 0, 0, 2, 18, 33, 135, 8, 3, 5, 10, 18, 27, 33, 185
INVAR-1, Run: 092, P, 0, 58, 0, 0, 0, 11, 11, 0, 0, 1, 0, 4, 18, 3, 42, 7, 5, 1, 11, 18, 27, 14, 42
INVAR-1, Run: 093, P, 0, 15, 0, 0, 0, 0, 43, 11, 43, 0, 0, 4, 18, 24, 100, 7, 5, 2, 11, 18, 27, 24, 143
INVAR-1, Run: 094, P, 0, 3, 0, 0, 0, 0, 55, 11, 55, 0, 0, 4, 18, 7, 32, 7, 5, 2, 11, 18, 27, 7, 87
INVAR-1, Run: 095, P, 0, 60, 0, 0, 0, 12, 12, 0, 0, 1, 0, 6, 18, 17, 84, 6, 4, 1, 12, 18, 27, 29, 84
INVAR-1, Run: 096, P, 0, 16, 0, 0, 0, 0, 46, 13, 46, 0, 0, 8, 18, 9, 67, 5, 3, 2, 13, 18, 27, 9, 113
INVAR-1, Run: 097, P, 0, 25, 0, 0, 0, 0, 33, 11, 33, 0, 0, 4, 18, 12, 55, 7, 3, 4, 11, 18, 27, 12, 88
INVAR-1, Run: 098, P, 0, 9, 0, 0, 0, 0, 49, 11, 49, 0, 0, 4, 18, 32, 84, 7, 3, 4, 11, 18, 27, 32, 133
INVAR-1, Run: 099, P, 0, 58, 0, 0, 0, 11, 11, 0, 0, 1, 0, 4, 18, 20, 93, 7, 4, 2, 11, 18, 27, 31, 93
INVAR-1, Run: 100, P, 0, 58, 0, 0, 0, 11, 11, 0, 0, 1, 0, 4, 18, 9, 60, 7, 3, 3, 11, 18, 27, 20, 60
INVAR-10, Run: 001, P, 0, 142, 0, 0, 0, 0, 478, 110, 478, 0, 0, 20, 200, 894, 5326, 90, 56, 34, 110, 200, 300, 894, 5804
INVAR-10, Run: 002, P, 0, 618, 0, 0, 0, 109, 109, 0, 0, 1, 0, 18, 200, 590, 5018, 91, 66, 24, 109, 200, 300, 699, 5018
INVAR-10, Run: 003, P, 0, 100, 0, 0, 0, 0, 516, 108, 516, 0, 0, 16, 200, 933, 4913, 92, 59, 33, 108, 200, 300, 933, 5429
INVAR-10, Run: 004, P, 0, 322, 0, 0, 0, 0, 302, 112, 302, 0, 0, 24, 200, 741, 4025, 88, 55, 33, 112, 200, 300, 741, 4327
INVAR-10, Run: 005, P, 0, 618, 0, 0, 0, 109, 109, 0, 0, 1, 0, 18, 200, 761, 3823, 91, 54, 36, 109, 200, 300, 870, 3823
INVAR-10, Run: 006, P, 0, 616, 0, 0, 0, 108, 108, 0, 0, 1, 0, 16, 200, 770, 3274, 92, 66, 25, 108, 200, 300, 878, 3274
INVAR-10, Run: 007, P, 0, 620, 0, 0, 0, 110, 110, 0, 0, 1, 0, 20, 200, 712, 4294, 90, 64, 25, 110, 200, 300, 822, 4294
INVAR-10, Run: 008, P, 0, 12, 0, 0, 0, 0, 614, 113, 614, 0, 0, 26, 200, 943, 4657, 87, 61, 26, 113, 200, 300, 943, 5271
INVAR-10, Run: 009, P, 0, 60, 0, 0, 0, 0, 554, 107, 554, 0, 0, 14, 200, 732, 3549, 93, 59, 34, 107, 200, 300, 732, 4103
INVAR-10, Run: 010, P, 0, 624, 0, 0, 0, 112, 112, 0, 0, 1, 0, 24, 200, 994, 4977, 88, 59, 28, 112, 200, 300, 1106, 4977
INVAR-10, Run: 011, P, 0, 182, 0, 0, 0, 0, 434, 108, 434, 0, 0, 16, 200, 772, 3661, 92, 61, 31, 108, 200, 300, 772, 4095
INVAR-10, Run: 012, P, 0, 608, 0, 0, 0, 104, 104, 0, 0, 1, 0, 8, 200, 876, 3684, 96, 55, 40, 104, 200, 300, 980, 3684
INVAR-10, Run: 013, P, 0, 624, 0, 0, 0, 112, 112, 0, 0, 1, 0, 24, 200, 742, 5026, 88, 66, 21, 112, 200, 300, 854, 5026
INVAR-10, Run: 014, P, 0, 421, 0, 0, 0, 0, 199, 110, 199, 0, 0, 20, 200, 842, 5281, 90, 54, 36, 110, 200, 300, 842, 5480
INVAR-10, Run: 015, P, 0, 614, 0, 0, 0, 107, 107, 0, 0, 1, 0, 14, 200, 895, 4769, 93, 52, 40, 107, 200, 300, 1002, 4769
INVAR-10, Run: 016, P, 0, 614, 0, 0, 0, 107, 107, 0, 0, 1, 0, 14, 200, 734, 4739, 93, 50, 42, 107, 200, 300, 841, 4739
INVAR-10, Run: 017, P, 0, 618, 0, 0, 0, 109, 109, 0, 0, 1, 0, 18, 200, 944, 4565, 91, 52, 38, 109, 200, 300, 1053, 4565
INVAR-10, Run: 018, P, 0, 252, 0, 0, 0, 0, 370, 111, 370, 0, 0, 22, 200, 854, 4248, 89, 63, 26, 111, 200, 300, 854, 4618
INVAR-10, Run: 019, P, 0, 355, 0, 0, 0, 0, 265, 110, 265, 0, 0, 20, 200, 1062, 5308, 90, 57, 33, 110, 200, 300, 1062, 5573
INVAR-10, Run: 020, P, 0, 624, 0, 0, 0, 112, 112, 0, 0, 1, 0, 24, 200, 777, 3893, 88, 61, 26, 112, 200, 300, 889, 3893
INVAR-10, Run: 021, P, 0, 22, 0, 0, 0, 0, 598, 110, 598, 0, 0, 20, 200, 821, 4155, 90, 63, 27, 110, 200, 300, 821, 4753
INVAR-10, Run: 022, P, 0, 185, 0, 0, 0, 0, 433, 109, 433, 0, 0, 18, 200, 845, 4595, 91, 65, 26, 109, 200, 300, 845, 5028
INVAR-10, Run: 023, P, 0, 472, 0, 0, 0, 0, 150, 111, 150, 0, 0, 22, 200, 839, 4063, 89, 51, 38, 111, 200, 300, 839, 4213
INVAR-10, Run: 024, P, 0, 616, 0, 0, 0, 108, 108, 0, 0, 1, 0, 16, 200, 932, 5507, 92, 53, 38, 108, 200, 300, 1040, 5507
INVAR-10, Run: 025, P, 0, 86, 0, 0, 0, 0, 534, 110, 534, 0, 0, 20, 200, 581, 3951, 90, 55, 35, 110, 200, 300, 581, 4485
INVAR-10, Run: 026, P, 0, 262, 0, 0, 0, 0, 364, 113, 364, 0, 0, 26, 200, 919, 4710, 87, 54, 33, 113, 200, 300, 919, 5074
INVAR-10, Run: 027, P, 0, 87, 0, 0, 0, 0, 535, 111, 535, 0, 0, 22, 200, 680, 3541, 89, 54, 35, 111, 200, 300, 680, 4076
INVAR-10, Run: 028, P, 0, 618, 0, 0, 0, 109, 109, 0, 0, 1, 0, 18, 200, 771, 4727, 91, 58, 32, 109, 200, 300, 880, 4727
INVAR-10, Run: 029, P, 0, 624, 0, 0, 0, 112, 112, 0, 0, 1, 0, 24, 200, 695, 4353, 88, 59, 28, 112, 200, 300, 807, 4353
INVAR-10, Run: 030, P, 0, 614, 0, 0, 0, 107, 107, 0, 0, 1, 0, 14, 200, 676, 4250, 93, 60, 32, 107, 200, 300, 783, 4250
INVAR-10, Run: 031, P, 0, 610, 0, 0, 0, 105, 105, 0, 0, 1, 0, 10, 200, 726, 4269, 95, 64, 30, 105, 200, 300, 831, 4269
INVAR-10, Run: 032, P, 0, 212, 0, 0, 0, 0, 408, 110, 408, 0, 0, 20, 200, 785, 3153, 90, 59, 31, 110, 200, 300, 785, 3561
INVAR-10, Run: 033, P, 0, 262, 0, 0, 0, 0, 356, 109, 356, 0, 0, 18, 200, 806, 4256, 91, 60, 31, 109, 200, 300, 806, 4612
INVAR-10, Run: 034, P, 0, 618, 0, 0, 0, 109, 109, 0, 0, 1, 0, 18, 200, 866, 4386, 91, 61, 29, 109, 200, 300, 975, 4386
INVAR-10, Run: 035, P, 0, 628, 0, 0, 0, 114, 114, 0, 0, 1, 0, 28, 200, 1046, 5666, 86, 51, 34, 114, 200, 300, 1160, 5666
INVAR-10, Run: 036, P, 0, 154, 0, 0, 0, 0, 478, 116, 478, 0, 0, 32, 200, 897, 4382, 84, 53, 31, 116, 200, 300, 897, 4860
INVAR-10, Run: 037, P, 0, 535, 0, 0, 0, 0, 89, 112, 89, 0, 0, 24, 200, 819, 4652, 88, 62, 26, 112, 200, 300, 819, 4741
INVAR-10, Run: 038, P, 0, 618, 0, 0, 0, 109, 109, 0, 0, 1, 0, 18, 200, 793, 4633, 91, 61, 29, 109, 200, 300, 902, 4633
INVAR-10, Run: 039, P, 0, 300, 0, 0, 0, 0, 324, 112, 324, 0, 0, 24, 200, 875, 5232, 88, 58, 30, 112, 200, 300, 875, 5556
INVAR-10, Run: 040, P, 0, 614, 0, 0, 0, 107, 107, 0, 0, 1, 0, 14, 200, 896, 5249, 93, 50, 42, 107, 200, 300, 1003, 5249
INVAR-10, Run: 041, P, 0, 624, 0, 0, 0, 112, 112, 0, 0, 1, 0, 24, 200, 903, 3909, 88, 50, 37, 112, 200, 300, 1015, 3909
INVAR-10, Run: 042, P, 0, 614, 0, 0, 0, 107, 107, 0, 0, 1, 0, 14, 200, 934, 4052, 93, 59, 33, 107, 200, 300, 1041, 4052
INVAR-10, Run: 043, P, 0, 72, 0, 0, 0, 0, 554, 113, 554, 0, 0, 26, 200, 756, 4544, 87, 57, 30, 113, 200, 300, 756, 5098
INVAR-10, Run: 044, P, 0, 308, 0, 0, 0, 0, 320, 114, 320, 0, 0, 28, 200, 814, 3953, 86, 62, 24, 114, 200, 300, 814, 4273
INVAR-10, Run: 045, P, 0, 628, 0, 0, 0, 114, 114, 0, 0, 1, 0, 28, 200, 874, 4487, 86, 46, 39, 114, 200, 300, 988, 4487
INVAR-10, Run: 046, P, 0, 258, 0, 0, 0, 0, 358, 108, 358, 0, 0, 16, 200, 769, 4134, 92, 60, 32, 108, 200, 300, 769, 4492
INVAR-10, Run: 047, P, 0, 14, 0, 0, 0, 0, 608, 111, 608, 0, 0, 22, 200, 826, 4493, 89, 53, 36, 111, 200, 300, 826, 5101
INVAR-10, Run: 048, P, 0, 118, 0, 0, 0, 0, 502, 110, 502, 0, 0, 20, 200, 987, 4693, 90, 55, 35, 110, 200, 300, 987, 5195
INVAR-10, Run: 049, P, 0, 616, 0, 0, 0, 108, 108, 0, 0, 1, 0, 16, 200, 745, 4886, 92, 54, 37, 108, 200, 300, 853, 4886
INVAR-10, Run: 050, P, 0, 183, 0, 0, 0, 0, 435, 109, 435, 0, 0, 18, 200, 815, 4366, 91, 58, 33, 109, 200, 300, 815, 4801
INVAR-10, Run: 051, P, 0, 616, 0, 0, 0, 108, 108, 0, 0, 1, 0, 16, 200, 792, 4427, 92, 66, 25, 108, 200, 300, 900, 4427
INVAR-10, Run: 052, P, 0, 616, 0, 0, 0, 108, 108, 0, 0, 1, 0, 16, 200, 827, 3966, 92, 54, 37, 108, 200, 300, 935, 3966
INVAR-10, Run: 053, P, 0, 614, 0, 0, 0, 107, 107, 0, 0, 1, 0, 14, 200, 754, 4332, 93, 59, 33, 107, 200, 300, 861, 4332
INVAR-10, Run: 054, P, 0, 490, 0, 0, 0, 0, 126, 108, 126, 0, 0, 16, 200, 685, 4141, 92, 58, 34, 108, 200, 300, 685, 4267
INVAR-10, Run: 055, P, 0, 624, 0, 0, 0, 112, 112, 0, 0, 1, 0, 24, 200, 835, 4410, 88, 56, 31, 112, 200, 300, 947, 4410
INVAR-10, Run: 056, P, 0, 276, 0, 0, 0, 0, 346, 111, 346, 0, 0, 22, 200, 939, 3841, 89, 51, 38, 111, 200, 300, 939, 4187
INVAR-10, Run: 057, P, 0, 540, 0, 0, 0, 0, 90, 115, 90, 0, 0, 30, 200, 782, 4623, 85, 57, 28, 115, 200, 300, 782, 4713
INVAR-10, Run: 058, P, 0, 616, 0, 0, 0, 108, 108, 0, 0, 1, 0, 16, 200, 812, 4034, 92, 60, 31, 108, 200, 300, 920, 4034
INVAR-10, Run: 059, P, 0, 22, 0, 0, 0, 0, 594, 108, 594, 0, 0, 16, 200, 699, 3702, 92, 56, 36, 108, 200, 300, 699, 4296
INVAR-10, Run: 060, P, 0, 624, 0, 0, 0, 112, 112, 0, 0, 1, 0, 24, 200, 813, 3814, 88, 50, 37, 112, 200, 300, 925, 3814
INVAR-10, Run: 061, P, 0, 206, 0, 0, 0, 0, 414, 110, 414, 0, 0, 20, 200, 882, 4895, 90, 56, 34, 110, 200, 300, 882, 5309
INVAR-10, Run: 062, P, 0, 626, 0, 0, 0, 113, 113, 0, 0, 1, 0, 26, 200, 852, 3729, 87, 59, 27, 113, 200, 300, 965, 3729
INVAR-10, Run: 063, P, 0, 618, 0, 0, 0, 109, 109, 0, 0, 1, 0, 18, 200, 741, 5763, 91, 61, 29, 109, 200, 300, 850, 5763
INVAR-10, Run: 064, P, 0, 9, 0, 0, 0, 0, 609, 109, 609, 0, 0, 18, 200, 598, 3689, 91, 50, 41, 109, 200, 300, 598, 4298
INVAR-10, Run: 065, P, 0, 32, 0, 0, 0, 0, 588, 110, 588, 0, 0, 20, 200, 958, 4294, 90, 43, 47, 110, 200, 300, 958, 4882
INVAR-10, Run: 066, P, 0, 622, 0, 0, 0, 111, 111, 0, 0, 1, 0, 22, 200, 717, 4346, 89, 53, 35, 111, 200, 300, 828, 4346
INVAR-10, Run: 067, P, 0, 616, 0, 0, 0, 108, 108, 0, 0, 1, 0, 16, 200, 1019, 5577, 92, 59, 32, 108, 200, 300, 1127, 5577
INVAR-10, Run: 068, P, 0, 145, 0, 0, 0, 0, 473, 109, 473, 0, 0, 18, 200, 926, 4700, 91, 59, 32, 109, 200, 300, 926, 5173
INVAR-10, Run: 069, P, 0, 622, 0, 0, 0, 111, 111, 0, 0, 1, 0, 22, 200, 775, 3794, 89, 61, 27, 111, 200, 300, 886, 3794
INVAR-10, Run: 070, P, 0, 616, 0, 0, 0, 108, 108, 0, 0, 1, 0, 16, 200, 1090, 3634, 92, 52, 39, 108, 200, 300, 1198, 3634
INVAR-10, Run: 071, P, 0, 454, 0, 0, 0, 0, 166, 110, 166, 0, 0, 20, 200, 909, 4128, 90, 54, 36, 110, 200, 300, 909, 4294
INVAR-10, Run: 072, P, 0, 614, 0, 0, 0, 107, 107, 0, 0, 1, 0, 14, 200, 834, 4192, 93, 66, 26, 107, 200, 300, 941, 4192
INVAR-10, Run: 073, P, 0, 106, 0, 0, 0, 0, 510, 108, 510, 0, 0, 16, 200, 1020, 4978, 92, 59, 33, 108, 200, 300, 1020, 5488
INVAR-10, Run: 074, P, 0, 618, 0, 0, 0, 109, 109, 0, 0, 1, 0, 18, 200, 860, 5091, 91, 65, 25, 109, 200, 300, 969, 5091
INVAR-10, Run: 075, P, 0, 231, 0, 0, 0, 0, 403, 117, 403, 0, 0, 34, 200, 672, 3771, 83, 53, 30, 117, 200, 300, 672, 4174
INVAR-10, Run: 076, P, 0, 314, 0, 0, 0, 0, 298, 106, 298, 0, 0, 12, 200, 742, 4642, 94, 57, 37, 106, 200, 300, 742, 4940
INVAR-10, Run: 077, P, 0, 99, 0, 0, 0, 0, 527, 113, 527, 0, 0, 26, 200, 712, 3846, 87, 66, 21, 113, 200, 300, 712, 4373
INVAR-10, Run: 078, P, 0, 618, 0, 0, 0, 109, 109, 0, 0, 1, 0, 18, 200, 874, 3506, 91, 60, 30, 109, 200, 300, 983, 3506
INVAR-10, Run: 079, P, 0, 204, 0, 0, 0, 0, 422, 113, 422, 0, 0, 26, 200, 681, 4516, 87, 55, 32, 113, 200, 300, 681, 4938
INVAR-10, Run: 080, P, 0, 49, 0, 0, 0, 0, 579, 114, 579, 0, 0, 28, 200, 675, 3726, 86, 67, 19, 114, 200, 300, 675, 4305
INVAR-10, Run: 081, P, 0, 577, 0, 0, 0, 0, 43, 110, 43, 0, 0, 20, 200, 907, 4870, 90, 58, 32, 110, 200, 300, 907, 4913
INVAR-10, Run: 082, P, 0, 618, 0, 0, 0, 109, 109, 0, 0, 1, 0, 18, 200, 673, 3672, 91, 57, 33, 109, 200, 300, 782, 3672
INVAR-10, Run: 083, P, 0, 620, 0, 0, 0, 110, 110, 0, 0, 1, 0, 20, 200, 749, 3612, 90, 48, 41, 110, 200, 300, 859, 3612
INVAR-10, Run: 084, P, 0, 634, 0, 0, 0, 117, 117, 0, 0, 1, 0, 34, 200, 1173, 5602, 83, 57, 25, 117, 200, 300, 1290, 5602
INVAR-10, Run: 085, P, 0, 614, 0, 0, 0, 107, 107, 0, 0, 1, 0, 14, 200, 833, 4834, 93, 61, 31, 107, 200, 300, 940, 4834
INVAR-10, Run: 086, P, 0, 234, 0, 0, 0, 0, 382, 108, 382, 0, 0, 16, 200, 829, 4916, 92, 56, 36, 108, 200, 300, 829, 5298
INVAR-10, Run: 087, P, 0, 616, 0, 0, 0, 108, 108, 0, 0, 1, 0, 16, 200, 785, 4138, 92, 62, 29, 108, 200, 300, 893, 4138
INVAR-10, Run: 088, P, 0, 624, 0, 0, 0, 112, 112, 0, 0, 1, 0, 24, 200, 743, 4334, 88, 44, 43, 112, 200, 300, 855, 4334
INVAR-10, Run: 089, P, 0, 574, 0, 0, 0, 0, 44, 109, 44, 0, 0, 18, 200, 1078, 4617, 91, 59, 32, 109, 200, 300, 1078, 4661
INVAR-10, Run: 090, P, 0, 612, 0, 0, 0, 106, 106, 0, 0, 1, 0, 12, 200, 833, 4718, 94, 54, 39, 106, 200, 300, 939, 4718
INVAR-10, Run: 091, P, 0, 466, 0, 0, 0, 0, 166, 116, 166, 0, 0, 32, 200, 902, 4018, 84, 57, 27, 116, 200, 300, 902, 4184
INVAR-10, Run: 092, P, 0, 620, 0, 0, 0, 110, 110, 0, 0, 1, 0, 20, 200, 689, 4319, 90, 42, 47, 110, 200, 300, 799, 4319
