Input Number, Run_Number, Result@ 100, CE, D, X1, H, M, PO, Y, CO, PE, A, B
INVAR-1, Run: 001, P, 239, 0, 0, 0, 0, 0, 124, 0, 1, 54, 0
INVAR-1, Run: 002, P, 185, 2, 0, 0, 0, 0, 96, 0, 1, 54, 0
INVAR-1, Run: 003, P, 223, 2, 0, 0, 0, 0, 115, 0, 1, 54, 0
INVAR-1, Run: 004, P, 179, 0, 0, 0, 0, 0, 94, 0, 1, 54, 0
INVAR-1, Run: 005, P, 239, 0, 0, 0, 0, 0, 124, 0, 1, 54, 0
INVAR-1, Run: 006, P, 240, 1, 0, 0, 0, 0, 124, 0, 1, 54, 0
INVAR-1, Run: 007, P, 243, 2, 0, 0, 0, 0, 125, 0, 1, 54, 0
INVAR-1, Run: 008, P, 220, 1, 0, 0, 0, 0, 114, 0, 1, 54, 0
INVAR-1, Run: 009, P, 206, 1, 0, 0, 0, 0, 107, 0, 1, 54, 0
INVAR-1, Run: 010, P, 218, 1, 0, 0, 0, 0, 113, 0, 1, 54, 0
INVAR-1, Run: 011, P, 170, 1, 0, 0, 0, 0, 89, 0, 1, 54, 0
INVAR-1, Run: 012, P, 200, 1, 0, 0, 0, 0, 104, 0, 1, 54, 0
INVAR-1, Run: 013, P, 193, 0, 0, 0, 0, 0, 101, 0, 1, 54, 0
INVAR-1, Run: 014, P, 196, 1, 0, 0, 0, 0, 102, 0, 1, 54, 0
INVAR-1, Run: 015, P, 222, 1, 0, 0, 0, 0, 115, 0, 1, 54, 0
INVAR-1, Run: 016, P, 239, 0, 0, 0, 0, 0, 124, 0, 1, 54, 0
INVAR-1, Run: 017, P, 204, 1, 0, 0, 0, 0, 106, 0, 1, 54, 0
INVAR-1, Run: 018, P, 222, 1, 0, 0, 0, 0, 115, 0, 1, 54, 0
INVAR-1, Run: 019, P, 210, 1, 0, 0, 0, 0, 109, 0, 1, 54, 0
INVAR-1, Run: 020, P, 198, 1, 0, 0, 0, 0, 103, 0, 1, 54, 0
INVAR-1, Run: 021, P, 219, 0, 0, 0, 0, 0, 114, 0, 1, 54, 0
INVAR-1, Run: 022, P, 197, 0, 0, 0, 0, 0, 103, 0, 1, 54, 0
INVAR-1, Run: 023, P, 217, 0, 0, 0, 0, 0, 113, 0, 1, 54, 0
INVAR-1, Run: 024, P, 205, 0, 0, 0, 0, 0, 107, 0, 1, 54, 0
INVAR-1, Run: 025, P, 172, 1, 0, 0, 0, 0, 90, 0, 1, 54, 0
INVAR-1, Run: 026, P, 224, 1, 0, 0, 0, 0, 116, 0, 1, 54, 0
INVAR-1, Run: 027, P, 212, 1, 0, 0, 0, 0, 110, 0, 1, 54, 0
INVAR-1, Run: 028, P, 168, 1, 0, 0, 0, 0, 88, 0, 1, 54, 0
INVAR-1, Run: 029, P, 201, 0, 0, 0, 0, 0, 105, 0, 1, 54, 0
INVAR-1, Run: 030, P, 215, 0, 0, 0, 0, 0, 112, 0, 1, 54, 0
INVAR-1, Run: 031, P, 193, 2, 0, 0, 0, 0, 100, 0, 1, 54, 0
INVAR-1, Run: 032, P, 193, 0, 0, 0, 0, 0, 101, 0, 1, 54, 0
INVAR-1, Run: 033, P, 203, 0, 0, 0, 0, 0, 106, 0, 1, 54, 0
INVAR-1, Run: 034, P, 256, 1, 0, 0, 0, 0, 132, 0, 1, 54, 0
INVAR-1, Run: 035, P, 168, 3, 0, 0, 0, 0, 87, 0, 1, 54, 0
INVAR-1, Run: 036, P, 187, 0, 0, 0, 0, 0, 98, 0, 1, 54, 0
INVAR-1, Run: 037, P, 233, 2, 0, 0, 0, 0, 120, 0, 1, 54, 0
INVAR-1, Run: 038, P, 223, 2, 0, 0, 0, 0, 115, 0, 1, 54, 0
INVAR-1, Run: 039, P, 222, 1, 0, 0, 0, 0, 115, 0, 1, 54, 0
INVAR-1, Run: 040, P, 253, 0, 0, 0, 0, 0, 131, 0, 1, 54, 0
INVAR-1, Run: 041, P, 215, 2, 0, 0, 0, 0, 111, 0, 1, 54, 0
INVAR-1, Run: 042, P, 221, 2, 0, 0, 0, 0, 114, 0, 1, 54, 0
INVAR-1, Run: 043, P, 213, 0, 0, 0, 0, 0, 111, 0, 1, 54, 0
INVAR-1, Run: 044, P, 202, 1, 0, 0, 0, 0, 105, 0, 1, 54, 0
INVAR-1, Run: 045, P, 219, 0, 0, 0, 0, 0, 114, 0, 1, 54, 0
INVAR-1, Run: 046, P, 212, 1, 0, 0, 0, 0, 110, 0, 1, 54, 0
INVAR-1, Run: 047, P, 203, 0, 0, 0, 0, 0, 106, 0, 1, 54, 0
INVAR-1, Run: 048, P, 199, 0, 0, 0, 0, 0, 104, 0, 1, 54, 0
INVAR-1, Run: 049, P, 223, 2, 0, 0, 0, 0, 115, 0, 1, 54, 0
INVAR-1, Run: 050, P, 208, 1, 0, 0, 0, 0, 108, 0, 1, 54, 0
INVAR-1, Run: 051, P, 197, 0, 0, 0, 0, 0, 103, 0, 1, 54, 0
INVAR-1, Run: 052, P, 210, 1, 0, 0, 0, 0, 109, 0, 1, 54, 0
INVAR-1, Run: 053, P, 210, 1, 0, 0, 0, 0, 109, 0, 1, 54, 0
INVAR-1, Run: 054, P, 246, 1, 0, 0, 0, 0, 127, 0, 1, 54, 0
INVAR-1, Run: 055, P, 167, 2, 0, 0, 0, 0, 87, 0, 1, 54, 0
INVAR-1, Run: 056, P, 206, 1, 0, 0, 0, 0, 107, 0, 1, 54, 0
INVAR-1, Run: 057, P, 207, 0, 0, 0, 0, 0, 108, 0, 1, 54, 0
INVAR-1, Run: 058, P, 197, 0, 0, 0, 0, 0, 103, 0, 1, 54, 0
INVAR-1, Run: 059, P, 197, 0, 0, 0, 0, 0, 103, 0, 1, 54, 0
INVAR-1, Run: 060, P, 214, 1, 0, 0, 0, 0, 111, 0, 1, 54, 0
INVAR-1, Run: 061, P, 229, 0, 0, 0, 0, 0, 119, 0, 1, 54, 0
INVAR-1, Run: 062, P, 218, 1, 0, 0, 0, 0, 113, 0, 1, 54, 0
INVAR-1, Run: 063, P, 233, 0, 0, 0, 0, 0, 121, 0, 1, 54, 0
INVAR-1, Run: 064, P, 220, 1, 0, 0, 0, 0, 114, 0, 1, 54, 0
INVAR-1, Run: 065, P, 215, 0, 0, 0, 0, 0, 112, 0, 1, 54, 0
INVAR-1, Run: 066, P, 247, 0, 0, 0, 0, 0, 128, 0, 1, 54, 0
INVAR-1, Run: 067, P, 216, 1, 0, 0, 0, 0, 112, 0, 1, 54, 0
INVAR-1, Run: 068, P, 203, 2, 0, 0, 0, 0, 105, 0, 1, 54, 0
INVAR-1, Run: 069, P, 168, 3, 0, 0, 0, 0, 87, 0, 1, 54, 0
INVAR-1, Run: 070, P, 190, 1, 0, 0, 0, 0, 99, 0, 1, 54, 0
INVAR-1, Run: 071, P, 224, 3, 0, 0, 0, 0, 115, 0, 1, 54, 0
INVAR-1, Run: 072, P, 197, 6, 0, 0, 0, 0, 100, 0, 1, 54, 0
INVAR-1, Run: 073, P, 203, 2, 0, 0, 0, 0, 105, 0, 1, 54, 0
INVAR-1, Run: 074, P, 205, 0, 0, 0, 0, 0, 107, 0, 1, 54, 0
INVAR-1, Run: 075, P, 231, 2, 0, 0, 0, 0, 119, 0, 1, 54, 0
INVAR-1, Run: 076, P, 173, 0, 0, 0, 0, 0, 91, 0, 1, 54, 0
INVAR-1, Run: 077, P, 221, 0, 0, 0, 0, 0, 115, 0, 1, 54, 0
INVAR-1, Run: 078, P, 223, 0, 0, 0, 0, 0, 116, 0, 1, 54, 0
INVAR-1, Run: 079, P, 238, 1, 0, 0, 0, 0, 123, 0, 1, 54, 0
INVAR-1, Run: 080, P, 204, 1, 0, 0, 0, 0, 106, 0, 1, 54, 0
INVAR-1, Run: 081, P, 219, 0, 0, 0, 0, 0, 114, 0, 1, 54, 0
INVAR-1, Run: 082, P, 221, 0, 0, 0, 0, 0, 115, 0, 1, 54, 0
INVAR-1, Run: 083, P, 212, 1, 0, 0, 0, 0, 110, 0, 1, 54, 0
INVAR-1, Run: 084, P, 212, 1, 0, 0, 0, 0, 110, 0, 1, 54, 0
INVAR-1, Run: 085, P, 179, 0, 0, 0, 0, 0, 94, 0, 1, 54, 0
INVAR-1, Run: 086, P, 217, 0, 0, 0, 0, 0, 113, 0, 1, 54, 0
INVAR-1, Run: 087, P, 209, 2, 0, 0, 0, 0, 108, 0, 1, 54, 0
INVAR-1, Run: 088, P, 215, 0, 0, 0, 0, 0, 112, 0, 1, 54, 0
INVAR-1, Run: 089, P, 204, 1, 0, 0, 0, 0, 106, 0, 1, 54, 0
INVAR-1, Run: 090, P, 203, 2, 0, 0, 0, 0, 105, 0, 1, 54, 0
INVAR-1, Run: 091, P, 192, 1, 0, 0, 0, 0, 100, 0, 1, 54, 0
INVAR-1, Run: 092, P, 189, 0, 0, 0, 0, 0, 99, 0, 1, 54, 0
INVAR-1, Run: 093, P, 208, 1, 0, 0, 0, 0, 108, 0, 1, 54, 0
INVAR-1, Run: 094, P, 233, 2, 0, 0, 0, 0, 120, 0, 1, 54, 0
INVAR-1, Run: 095, P, 208, 1, 0, 0, 0, 0, 108, 0, 1, 54, 0
INVAR-1, Run: 096, P, 202, 1, 0, 0, 0, 0, 105, 0, 1, 54, 0
INVAR-1, Run: 097, P, 179, 0, 0, 0, 0, 0, 94, 0, 1, 54, 0
INVAR-1, Run: 098, P, 222, 1, 0, 0, 0, 0, 115, 0, 1, 54, 0
INVAR-1, Run: 099, P, 223, 2, 0, 0, 0, 0, 115, 0, 1, 54, 0
INVAR-1, Run: 100, P, 212, 1, 0, 0, 0, 0, 110, 0, 1, 54, 0
INVAR-10, Run: 001, P, 278, 0, 0, 0, 0, 0, 189, 0, 1, 600, 0
INVAR-10, Run: 002, P, 322, 0, 0, 0, 0, 0, 211, 0, 1, 600, 0
INVAR-10, Run: 003, P, 320, 2, 0, 0, 0, 0, 209, 0, 1, 600, 0
INVAR-10, Run: 004, P, 294, 2, 0, 0, 0, 0, 196, 0, 1, 600, 0
INVAR-10, Run: 005, P, 313, 1, 0, 0, 0, 0, 206, 0, 1, 600, 0
INVAR-10, Run: 006, P, 312, 0, 0, 0, 0, 0, 206, 0, 1, 600, 0
INVAR-10, Run: 007, P, 288, 0, 0, 0, 0, 0, 194, 0, 1, 600, 0
INVAR-10, Run: 008, P, 299, 1, 0, 0, 0, 0, 199, 0, 1, 600, 0
INVAR-10, Run: 009, P, 296, 2, 0, 0, 0, 0, 197, 0, 1, 600, 0
INVAR-10, Run: 010, P, 306, 0, 0, 0, 0, 0, 203, 0, 1, 600, 0
INVAR-10, Run: 011, P, 290, 2, 0, 0, 0, 0, 194, 0, 1, 600, 0
INVAR-10, Run: 012, P, 277, 1, 0, 0, 0, 0, 188, 0, 1, 600, 0
INVAR-10, Run: 013, P, 307, 1, 0, 0, 0, 0, 203, 0, 1, 600, 0
INVAR-10, Run: 014, P, 325, 3, 0, 0, 0, 0, 211, 0, 1, 600, 0
INVAR-10, Run: 015, P, 265, 1, 0, 0, 0, 0, 182, 0, 1, 600, 0
INVAR-10, Run: 016, P, 301, 1, 0, 0, 0, 0, 200, 0, 1, 600, 0
INVAR-10, Run: 017, P, 303, 1, 0, 0, 0, 0, 201, 0, 1, 600, 0
INVAR-10, Run: 018, P, 300, 0, 0, 0, 0, 0, 200, 0, 1, 600, 0
INVAR-10, Run: 019, P, 279, 1, 0, 0, 0, 0, 189, 0, 1, 600, 0
INVAR-10, Run: 020, P, 263, 1, 0, 0, 0, 0, 181, 0, 1, 600, 0
INVAR-10, Run: 021, P, 301, 1, 0, 0, 0, 0, 200, 0, 1, 600, 0
INVAR-10, Run: 022, P, 316, 2, 0, 0, 0, 0, 207, 0, 1, 600, 0
INVAR-10, Run: 023, P, 300, 0, 0, 0, 0, 0, 200, 0, 1, 600, 0
INVAR-10, Run: 024, P, 311, 1, 0, 0, 0, 0, 205, 0, 1, 600, 0
INVAR-10, Run: 025, P, 292, 0, 0, 0, 0, 0, 196, 0, 1, 600, 0
INVAR-10, Run: 026, P, 307, 1, 0, 0, 0, 0, 203, 0, 1, 600, 0
INVAR-10, Run: 027, P, 302, 0, 0, 0, 0, 0, 201, 0, 1, 600, 0
INVAR-10, Run: 028, P, 279, 1, 0, 0, 0, 0, 189, 0, 1, 600, 0
INVAR-10, Run: 029, P, 288, 0, 0, 0, 0, 0, 194, 0, 1, 600, 0
INVAR-10, Run: 030, P, 312, 0, 0, 0, 0, 0, 206, 0, 1, 600, 0
INVAR-10, Run: 031, P, 301, 1, 0, 0, 0, 0, 200, 0, 1, 600, 0
INVAR-10, Run: 032, P, 299, 3, 0, 0, 0, 0, 198, 0, 1, 600, 0
INVAR-10, Run: 033, P, 281, 1, 0, 0, 0, 0, 190, 0, 1, 600, 0
INVAR-10, Run: 034, P, 281, 1, 0, 0, 0, 0, 190, 0, 1, 600, 0
INVAR-10, Run: 035, P, 291, 1, 0, 0, 0, 0, 195, 0, 1, 600, 0
INVAR-10, Run: 036, P, 298, 2, 0, 0, 0, 0, 198, 0, 1, 600, 0
INVAR-10, Run: 037, P, 275, 1, 0, 0, 0, 0, 187, 0, 1, 600, 0
INVAR-10, Run: 038, P, 308, 0, 0, 0, 0, 0, 204, 0, 1, 600, 0
INVAR-10, Run: 039, P, 272, 0, 0, 0, 0, 0, 186, 0, 1, 600, 0
INVAR-10, Run: 040, P, 303, 1, 0, 0, 0, 0, 201, 0, 1, 600, 0
INVAR-10, Run: 041, P, 289, 1, 0, 0, 0, 0, 194, 0, 1, 600, 0
INVAR-10, Run: 042, P, 298, 2, 0, 0, 0, 0, 198, 0, 1, 600, 0
INVAR-10, Run: 043, P, 290, 2, 0, 0, 0, 0, 194, 0, 1, 600, 0
INVAR-10, Run: 044, P, 313, 3, 0, 0, 0, 0, 205, 0, 1, 600, 0
INVAR-10, Run: 045, P, 346, 0, 0, 0, 0, 0, 223, 0, 1, 600, 0
INVAR-10, Run: 046, P, 330, 0, 0, 0, 0, 0, 215, 0, 1, 600, 0
INVAR-10, Run: 047, P, 303, 1, 0, 0, 0, 0, 201, 0, 1, 600, 0
INVAR-10, Run: 048, P, 305, 1, 0, 0, 0, 0, 202, 0, 1, 600, 0
INVAR-10, Run: 049, P, 318, 2, 0, 0, 0, 0, 208, 0, 1, 600, 0
INVAR-10, Run: 050, P, 314, 2, 0, 0, 0, 0, 206, 0, 1, 600, 0
INVAR-10, Run: 051, P, 277, 1, 0, 0, 0, 0, 188, 0, 1, 600, 0
INVAR-10, Run: 052, P, 286, 0, 0, 0, 0, 0, 193, 0, 1, 600, 0
INVAR-10, Run: 053, P, 271, 3, 0, 0, 0, 0, 184, 0, 1, 600, 0
INVAR-10, Run: 054, P, 284, 2, 0, 0, 0, 0, 191, 0, 1, 600, 0
