Input Number, Run_Number, Result@ 100, CE, D, X1, H, M, PO, Y, CO, PE, A, B
INVAR-10, Run: 085, F, 269, 1, 0, 0, 0, 0, 184, 0, 1, 600, 0
INVAR-10, Run: 086, F, 292, 2, 0, 0, 0, 0, 195, 0, 1, 600, 0
INVAR-10, Run: 087, F, 292, 0, 0, 0, 0, 0, 196, 0, 1, 600, 0
INVAR-10, Run: 088, F, 299, 3, 0, 0, 0, 0, 198, 0, 1, 600, 0
INVAR-10, Run: 089, F, 286, 0, 0, 0, 0, 0, 193, 0, 1, 600, 0
INVAR-10, Run: 090, F, 261, 1, 0, 0, 0, 0, 180, 0, 1, 600, 0
INVAR-10, Run: 091, F, 331, 1, 0, 0, 0, 0, 215, 0, 1, 600, 0
INVAR-10, Run: 092, F, 290, 2, 0, 0, 0, 0, 194, 0, 1, 600, 0
INVAR-10, Run: 093, F, 272, 0, 0, 0, 0, 0, 186, 0, 1, 600, 0
INVAR-10, Run: 094, F, 286, 0, 0, 0, 0, 0, 193, 0, 1, 600, 0
INVAR-10, Run: 095, F, 275, 1, 0, 0, 0, 0, 187, 0, 1, 600, 0
INVAR-10, Run: 096, F, 285, 1, 0, 0, 0, 0, 192, 0, 1, 600, 0
INVAR-10, Run: 097, F, 250, 0, 0, 0, 0, 0, 175, 0, 1, 600, 0
INVAR-10, Run: 098, F, 338, 0, 0, 0, 0, 0, 219, 0, 1, 600, 0
INVAR-10, Run: 099, F, 305, 3, 0, 0, 0, 0, 201, 0, 1, 600, 0
INVAR-10, Run: 100, F, 310, 2, 0, 0, 0, 0, 204, 0, 1, 600, 0
INVAR-2, Run: 001, F, 200, 0, 0, 0, 0, 0, 114, 0, 1, 168, 0
INVAR-2, Run: 002, F, 227, 1, 0, 0, 0, 0, 127, 0, 1, 168, 0
INVAR-2, Run: 003, F, 240, 0, 0, 0, 0, 0, 134, 0, 1, 168, 0
INVAR-2, Run: 004, F, 245, 1, 0, 0, 0, 0, 136, 0, 1, 168, 0
INVAR-2, Run: 005, F, 237, 3, 0, 0, 0, 0, 131, 0, 1, 168, 0
INVAR-2, Run: 006, F, 267, 1, 0, 0, 0, 0, 147, 0, 1, 168, 0
INVAR-2, Run: 007, F, 211, 1, 0, 0, 0, 0, 119, 0, 1, 168, 0
INVAR-2, Run: 008, F, 246, 0, 0, 0, 0, 0, 137, 0, 1, 168, 0
INVAR-2, Run: 009, F, 250, 2, 0, 0, 0, 0, 138, 0, 1, 168, 0
INVAR-2, Run: 010, F, 229, 1, 0, 0, 0, 0, 128, 0, 1, 168, 0
INVAR-2, Run: 011, F, 252, 0, 0, 0, 0, 0, 140, 0, 1, 168, 0
INVAR-2, Run: 012, F, 215, 1, 0, 0, 0, 0, 121, 0, 1, 168, 0
INVAR-2, Run: 013, F, 208, 2, 0, 0, 0, 0, 117, 0, 1, 168, 0
INVAR-2, Run: 014, F, 207, 1, 0, 0, 0, 0, 117, 0, 1, 168, 0
INVAR-2, Run: 015, F, 255, 1, 0, 0, 0, 0, 141, 0, 1, 168, 0
INVAR-2, Run: 016, F, 225, 1, 0, 0, 0, 0, 126, 0, 1, 168, 0
INVAR-2, Run: 017, F, 275, 1, 0, 0, 0, 0, 151, 0, 1, 168, 0
INVAR-2, Run: 018, F, 262, 2, 0, 0, 0, 0, 144, 0, 1, 168, 0
INVAR-2, Run: 019, F, 210, 0, 0, 0, 0, 0, 119, 0, 1, 168, 0
INVAR-2, Run: 020, F, 205, 1, 0, 0, 0, 0, 116, 0, 1, 168, 0
INVAR-2, Run: 021, F, 209, 1, 0, 0, 0, 0, 118, 0, 1, 168, 0
INVAR-2, Run: 022, F, 217, 1, 0, 0, 0, 0, 122, 0, 1, 168, 0
INVAR-2, Run: 023, F, 230, 2, 0, 0, 0, 0, 128, 0, 1, 168, 0
INVAR-2, Run: 024, F, 216, 0, 0, 0, 0, 0, 122, 0, 1, 168, 0
INVAR-2, Run: 025, F, 238, 2, 0, 0, 0, 0, 132, 0, 1, 168, 0
INVAR-2, Run: 026, F, 218, 2, 0, 0, 0, 0, 122, 0, 1, 168, 0
INVAR-2, Run: 027, F, 218, 0, 0, 0, 0, 0, 123, 0, 1, 168, 0
INVAR-2, Run: 028, F, 239, 1, 0, 0, 0, 0, 133, 0, 1, 168, 0
INVAR-2, Run: 029, F, 251, 3, 0, 0, 0, 0, 138, 0, 1, 168, 0
INVAR-2, Run: 030, F, 276, 2, 0, 0, 0, 0, 151, 0, 1, 168, 0
INVAR-2, Run: 031, F, 218, 0, 0, 0, 0, 0, 123, 0, 1, 168, 0
INVAR-2, Run: 032, F, 194, 0, 0, 0, 0, 0, 111, 0, 1, 168, 0
INVAR-2, Run: 033, F, 226, 0, 0, 0, 0, 0, 127, 0, 1, 168, 0
INVAR-2, Run: 034, F, 244, 0, 0, 0, 0, 0, 136, 0, 1, 168, 0
INVAR-2, Run: 035, F, 230, 0, 0, 0, 0, 0, 129, 0, 1, 168, 0
INVAR-2, Run: 036, F, 218, 0, 0, 0, 0, 0, 123, 0, 1, 168, 0
INVAR-2, Run: 037, F, 276, 2, 0, 0, 0, 0, 151, 0, 1, 168, 0
INVAR-2, Run: 038, F, 266, 0, 0, 0, 0, 0, 147, 0, 1, 168, 0
INVAR-2, Run: 039, F, 218, 0, 0, 0, 0, 0, 123, 0, 1, 168, 0
INVAR-2, Run: 040, F, 198, 0, 0, 0, 0, 0, 113, 0, 1, 168, 0
INVAR-2, Run: 041, F, 206, 0, 0, 0, 0, 0, 117, 0, 1, 168, 0
INVAR-2, Run: 042, F, 192, 2, 0, 0, 0, 0, 109, 0, 1, 168, 0
INVAR-2, Run: 043, F, 223, 1, 0, 0, 0, 0, 125, 0, 1, 168, 0
INVAR-2, Run: 044, F, 227, 1, 0, 0, 0, 0, 127, 0, 1, 168, 0
INVAR-2, Run: 045, F, 199, 1, 0, 0, 0, 0, 113, 0, 1, 168, 0
INVAR-2, Run: 046, F, 238, 0, 0, 0, 0, 0, 133, 0, 1, 168, 0
INVAR-2, Run: 047, F, 201, 1, 0, 0, 0, 0, 114, 0, 1, 168, 0
INVAR-2, Run: 048, F, 216, 0, 0, 0, 0, 0, 122, 0, 1, 168, 0
INVAR-2, Run: 049, F, 231, 1, 0, 0, 0, 0, 129, 0, 1, 168, 0
INVAR-2, Run: 050, F, 221, 1, 0, 0, 0, 0, 124, 0, 1, 168, 0
INVAR-2, Run: 051, F, 229, 1, 0, 0, 0, 0, 128, 0, 1, 168, 0
INVAR-2, Run: 052, F, 231, 1, 0, 0, 0, 0, 129, 0, 1, 168, 0
INVAR-2, Run: 053, F, 212, 2, 0, 0, 0, 0, 119, 0, 1, 168, 0
INVAR-2, Run: 054, F, 260, 2, 0, 0, 0, 0, 143, 0, 1, 168, 0
INVAR-2, Run: 055, F, 255, 3, 0, 0, 0, 0, 140, 0, 1, 168, 0
INVAR-2, Run: 056, F, 227, 1, 0, 0, 0, 0, 127, 0, 1, 168, 0
INVAR-2, Run: 057, F, 235, 1, 0, 0, 0, 0, 131, 0, 1, 168, 0
INVAR-2, Run: 058, F, 209, 1, 0, 0, 0, 0, 118, 0, 1, 168, 0
INVAR-2, Run: 059, F, 244, 2, 0, 0, 0, 0, 135, 0, 1, 168, 0
INVAR-2, Run: 060, F, 231, 1, 0, 0, 0, 0, 129, 0, 1, 168, 0
INVAR-2, Run: 061, F, 232, 0, 0, 0, 0, 0, 130, 0, 1, 168, 0
INVAR-2, Run: 062, F, 206, 0, 0, 0, 0, 0, 117, 0, 1, 168, 0
INVAR-2, Run: 063, F, 219, 1, 0, 0, 0, 0, 123, 0, 1, 168, 0
INVAR-2, Run: 064, F, 206, 0, 0, 0, 0, 0, 117, 0, 1, 168, 0
INVAR-2, Run: 065, F, 213, 1, 0, 0, 0, 0, 120, 0, 1, 168, 0
INVAR-2, Run: 066, F, 230, 0, 0, 0, 0, 0, 129, 0, 1, 168, 0
INVAR-2, Run: 067, F, 217, 1, 0, 0, 0, 0, 122, 0, 1, 168, 0
INVAR-2, Run: 068, F, 235, 1, 0, 0, 0, 0, 131, 0, 1, 168, 0
INVAR-2, Run: 069, F, 213, 3, 0, 0, 0, 0, 119, 0, 1, 168, 0
INVAR-2, Run: 070, F, 230, 2, 0, 0, 0, 0, 128, 0, 1, 168, 0
INVAR-2, Run: 071, F, 244, 2, 0, 0, 0, 0, 135, 0, 1, 168, 0
INVAR-2, Run: 072, F, 225, 1, 0, 0, 0, 0, 126, 0, 1, 168, 0
INVAR-2, Run: 073, F, 237, 1, 0, 0, 0, 0, 132, 0, 1, 168, 0
INVAR-2, Run: 074, F, 237, 1, 0, 0, 0, 0, 132, 0, 1, 168, 0
INVAR-2, Run: 075, F, 224, 0, 0, 0, 0, 0, 126, 0, 1, 168, 0
INVAR-2, Run: 076, F, 226, 0, 0, 0, 0, 0, 127, 0, 1, 168, 0
INVAR-2, Run: 077, F, 226, 0, 0, 0, 0, 0, 127, 0, 1, 168, 0
INVAR-2, Run: 078, F, 257, 1, 0, 0, 0, 0, 142, 0, 1, 168, 0
INVAR-2, Run: 079, F, 250, 0, 0, 0, 0, 0, 139, 0, 1, 168, 0
INVAR-2, Run: 080, F, 220, 2, 0, 0, 0, 0, 123, 0, 1, 168, 0
INVAR-2, Run: 081, F, 216, 0, 0, 0, 0, 0, 122, 0, 1, 168, 0
INVAR-2, Run: 082, F, 230, 0, 0, 0, 0, 0, 129, 0, 1, 168, 0
INVAR-2, Run: 083, F, 222, 0, 0, 0, 0, 0, 125, 0, 1, 168, 0
INVAR-2, Run: 084, F, 208, 0, 0, 0, 0, 0, 118, 0, 1, 168, 0
INVAR-2, Run: 085, F, 239, 1, 0, 0, 0, 0, 133, 0, 1, 168, 0
INVAR-2, Run: 086, F, 233, 1, 0, 0, 0, 0, 130, 0, 1, 168, 0
INVAR-2, Run: 087, F, 210, 0, 0, 0, 0, 0, 119, 0, 1, 168, 0
INVAR-2, Run: 088, F, 198, 0, 0, 0, 0, 0, 113, 0, 1, 168, 0
