Input Number, Run_Number, Result@ 100, CE, D, X1, H, M, PO, Y, CO, PE, A, B
4, Run: 001, F, 0, 189, 0, 1, 0, 1, 33, 118, 0, 0, 1
4, Run: 002, F, 0, 231, 0, 1, 0, 1, 12, 118, 0, 0, 1
4, Run: 003, F, 0, 235, 0, 1, 0, 1, 10, 118, 0, 0, 1
4, Run: 004, F, 0, 231, 0, 1, 0, 1, 12, 118, 0, 0, 1
4, Run: 005, F, 0, 221, 0, 1, 0, 1, 17, 118, 0, 0, 1
4, Run: 006, F, 0, 201, 0, 1, 0, 1, 27, 118, 0, 0, 1
4, Run: 007, F, 0, 223, 0, 1, 0, 1, 16, 118, 0, 0, 1
4, Run: 008, F, 0, 181, 0, 1, 0, 1, 37, 118, 0, 0, 1
4, Run: 009, F, 0, 207, 0, 1, 0, 1, 24, 118, 0, 0, 1
4, Run: 010, F, 0, 195, 0, 1, 0, 1, 30, 118, 0, 0, 1
4, Run: 011, F, 0, 227, 0, 1, 0, 1, 14, 118, 0, 0, 1
4, Run: 012, F, 0, 211, 0, 1, 0, 1, 22, 118, 0, 0, 1
4, Run: 013, F, 0, 203, 0, 1, 0, 1, 26, 118, 0, 0, 1
4, Run: 014, F, 0, 221, 0, 1, 0, 1, 17, 118, 0, 0, 1
4, Run: 015, F, 0, 225, 0, 1, 0, 1, 15, 118, 0, 0, 1
4, Run: 016, F, 0, 249, 0, 1, 0, 1, 3, 118, 0, 0, 1
4, Run: 017, F, 0, 215, 0, 1, 0, 1, 20, 118, 0, 0, 1
4, Run: 018, F, 0, 229, 0, 1, 0, 1, 13, 118, 0, 0, 1
4, Run: 019, F, 0, 185, 0, 1, 0, 1, 35, 118, 0, 0, 1
4, Run: 020, F, 0, 229, 0, 1, 0, 1, 13, 118, 0, 0, 1
4, Run: 021, F, 0, 201, 0, 1, 0, 1, 27, 118, 0, 0, 1
4, Run: 022, F, 0, 233, 0, 1, 0, 1, 11, 118, 0, 0, 1
4, Run: 023, F, 0, 211, 0, 1, 0, 1, 22, 118, 0, 0, 1
4, Run: 024, F, 0, 225, 0, 1, 0, 1, 15, 118, 0, 0, 1
4, Run: 025, F, 0, 223, 0, 1, 0, 1, 16, 118, 0, 0, 1
4, Run: 026, F, 0, 219, 0, 1, 0, 1, 18, 118, 0, 0, 1
4, Run: 027, F, 0, 221, 0, 1, 0, 1, 17, 118, 0, 0, 1
4, Run: 028, F, 0, 185, 0, 1, 0, 1, 35, 118, 0, 0, 1
4, Run: 029, F, 0, 225, 0, 1, 0, 1, 15, 118, 0, 0, 1
4, Run: 030, F, 1, 250, 0, 1, 0, 1, 3, 118, 0, 0, 1
4, Run: 031, F, 1, 216, 0, 1, 0, 1, 20, 118, 0, 0, 1
4, Run: 032, F, 0, 199, 0, 1, 0, 1, 28, 118, 0, 0, 1
4, Run: 033, F, 0, 225, 0, 1, 0, 1, 15, 118, 0, 0, 1
4, Run: 034, F, 0, 221, 0, 1, 0, 1, 17, 118, 0, 0, 1
4, Run: 035, F, 0, 231, 0, 1, 0, 1, 12, 118, 0, 0, 1
4, Run: 036, F, 0, 229, 0, 1, 0, 1, 13, 118, 0, 0, 1
4, Run: 037, F, 0, 235, 0, 1, 0, 1, 10, 118, 0, 0, 1
4, Run: 038, F, 0, 183, 0, 1, 0, 1, 36, 118, 0, 0, 1
4, Run: 039, F, 0, 247, 0, 1, 0, 1, 4, 118, 0, 0, 1
4, Run: 040, F, 0, 219, 0, 1, 0, 1, 18, 118, 0, 0, 1
4, Run: 041, F, 0, 219, 0, 1, 0, 1, 18, 118, 0, 0, 1
