Input Number, Run_Number, Result@ 100, CE, D, X1, H, M, PO, Y, CO, PE, A, B
1, Run: 001, F, 185, 4, 0, 0, 0, 0, 95, 0, 1, 54, 0
1, Run: 002, F, 200, 1, 0, 0, 0, 0, 104, 0, 1, 54, 0
1, Run: 003, F, 206, 1, 0, 0, 0, 0, 107, 0, 1, 54, 0
1, Run: 004, F, 221, 2, 0, 0, 0, 0, 114, 0, 1, 54, 0
1, Run: 005, F, 239, 2, 0, 0, 0, 0, 123, 0, 1, 54, 0
1, Run: 006, F, 190, 3, 0, 0, 0, 0, 98, 0, 1, 54, 0
1, Run: 007, F, 175, 0, 0, 0, 0, 0, 92, 0, 1, 54, 0
1, Run: 008, F, 237, 2, 0, 0, 0, 0, 122, 0, 1, 54, 0
1, Run: 009, F, 213, 0, 0, 0, 0, 0, 111, 0, 1, 54, 0
1, Run: 010, F, 208, 1, 0, 0, 0, 0, 108, 0, 1, 54, 0
1, Run: 011, F, 204, 1, 0, 0, 0, 0, 106, 0, 1, 54, 0
1, Run: 012, F, 235, 2, 0, 0, 0, 0, 121, 0, 1, 54, 0
1, Run: 013, F, 232, 1, 0, 0, 0, 0, 120, 0, 1, 54, 0
1, Run: 014, F, 192, 1, 0, 0, 0, 0, 100, 0, 1, 54, 0
1, Run: 015, F, 175, 2, 0, 0, 0, 0, 91, 0, 1, 54, 0
1, Run: 016, F, 200, 1, 0, 0, 0, 0, 104, 0, 1, 54, 0
1, Run: 017, F, 212, 1, 0, 0, 0, 0, 110, 0, 1, 54, 0
1, Run: 018, F, 203, 0, 0, 0, 0, 0, 106, 0, 1, 54, 0
1, Run: 019, F, 237, 0, 0, 0, 0, 0, 123, 0, 1, 54, 0
1, Run: 020, F, 216, 1, 0, 0, 0, 0, 112, 0, 1, 54, 0
1, Run: 021, F, 226, 1, 0, 0, 0, 0, 117, 0, 1, 54, 0
1, Run: 022, F, 215, 0, 0, 0, 0, 0, 112, 0, 1, 54, 0
1, Run: 023, F, 188, 1, 0, 0, 0, 0, 98, 0, 1, 54, 0
1, Run: 024, F, 189, 2, 0, 0, 0, 0, 98, 0, 1, 54, 0
1, Run: 025, F, 225, 0, 0, 0, 0, 0, 117, 0, 1, 54, 0
1, Run: 026, F, 182, 3, 0, 0, 0, 0, 94, 0, 1, 54, 0
1, Run: 027, F, 216, 1, 0, 0, 0, 0, 112, 0, 1, 54, 0
1, Run: 028, F, 196, 1, 0, 0, 0, 0, 102, 0, 1, 54, 0
1, Run: 029, F, 166, 1, 0, 0, 0, 0, 87, 0, 1, 54, 0
1, Run: 030, F, 201, 0, 0, 0, 0, 0, 105, 0, 1, 54, 0
1, Run: 031, F, 229, 0, 0, 0, 0, 0, 119, 0, 1, 54, 0
1, Run: 032, F, 202, 1, 0, 0, 0, 0, 105, 0, 1, 54, 0
1, Run: 033, F, 198, 1, 0, 0, 0, 0, 103, 0, 1, 54, 0
1, Run: 034, F, 236, 3, 0, 0, 0, 0, 121, 0, 1, 54, 0
1, Run: 035, F, 198, 1, 0, 0, 0, 0, 103, 0, 1, 54, 0
1, Run: 036, F, 243, 2, 0, 0, 0, 0, 125, 0, 1, 54, 0
1, Run: 037, F, 215, 0, 0, 0, 0, 0, 112, 0, 1, 54, 0
1, Run: 038, F, 208, 1, 0, 0, 0, 0, 108, 0, 1, 54, 0
1, Run: 039, F, 193, 2, 0, 0, 0, 0, 100, 0, 1, 54, 0
1, Run: 040, F, 176, 1, 0, 0, 0, 0, 92, 0, 1, 54, 0
1, Run: 041, F, 204, 1, 0, 0, 0, 0, 106, 0, 1, 54, 0
1, Run: 042, F, 230, 1, 0, 0, 0, 0, 119, 0, 1, 54, 0
1, Run: 043, F, 222, 1, 0, 0, 0, 0, 115, 0, 1, 54, 0
1, Run: 044, F, 212, 1, 0, 0, 0, 0, 110, 0, 1, 54, 0
1, Run: 045, F, 214, 1, 0, 0, 0, 0, 111, 0, 1, 54, 0
1, Run: 046, F, 226, 1, 0, 0, 0, 0, 117, 0, 1, 54, 0
1, Run: 047, F, 189, 0, 0, 0, 0, 0, 99, 0, 1, 54, 0
1, Run: 048, F, 223, 0, 0, 0, 0, 0, 116, 0, 1, 54, 0
1, Run: 049, F, 212, 1, 0, 0, 0, 0, 110, 0, 1, 54, 0
1, Run: 050, F, 174, 1, 0, 0, 0, 0, 91, 0, 1, 54, 0
1, Run: 051, F, 217, 2, 0, 0, 0, 0, 112, 0, 1, 54, 0
1, Run: 052, F, 237, 2, 0, 0, 0, 0, 122, 0, 1, 54, 0
1, Run: 053, F, 213, 0, 0, 0, 0, 0, 111, 0, 1, 54, 0
1, Run: 054, F, 185, 2, 0, 0, 0, 0, 96, 0, 1, 54, 0
1, Run: 055, F, 213, 0, 0, 0, 0, 0, 111, 0, 1, 54, 0
1, Run: 056, F, 236, 1, 0, 0, 0, 0, 122, 0, 1, 54, 0
1, Run: 057, F, 232, 1, 0, 0, 0, 0, 120, 0, 1, 54, 0
1, Run: 058, F, 205, 2, 0, 0, 0, 0, 106, 0, 1, 54, 0
1, Run: 059, F, 199, 0, 0, 0, 0, 0, 104, 0, 1, 54, 0
1, Run: 060, F, 224, 1, 0, 0, 0, 0, 116, 0, 1, 54, 0
1, Run: 061, F, 197, 2, 0, 0, 0, 0, 102, 0, 1, 54, 0
1, Run: 062, F, 228, 1, 0, 0, 0, 0, 118, 0, 1, 54, 0
