Input Number, Run_Number, Result@ 100, A, CO, D, X1, H, M, PO, CE, Y, PE, B, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-10, Run: 059, F, 2, 0, 0, 0, 0, 0, 0, 399, 698, 1, 0, 299, 200, 2154, 831, 100, 67, 32, 100, 200, 300, 2553, 1130
INVAR-10, Run: 060, F, 16, 0, 0, 0, 0, 0, 0, 392, 684, 1, 0, 292, 200, 2434, 823, 100, 66, 33, 100, 200, 300, 2826, 1115
INVAR-10, Run: 061, F, 58, 0, 0, 0, 0, 0, 0, 371, 642, 1, 0, 271, 200, 2360, 820, 100, 62, 37, 100, 200, 300, 2731, 1091
INVAR-10, Run: 062, F, 12, 0, 0, 0, 0, 0, 0, 394, 688, 1, 0, 294, 200, 2546, 701, 100, 51, 48, 100, 200, 300, 2940, 995
INVAR-10, Run: 063, F, 16, 0, 0, 0, 0, 0, 0, 392, 684, 1, 0, 292, 200, 2520, 893, 100, 60, 39, 100, 200, 300, 2912, 1185
INVAR-10, Run: 064, F, 70, 0, 0, 0, 0, 0, 0, 365, 630, 1, 0, 265, 200, 2456, 963, 100, 58, 41, 100, 200, 300, 2821, 1228
INVAR-10, Run: 065, F, 10, 0, 0, 0, 0, 0, 0, 395, 690, 1, 0, 295, 200, 1927, 774, 100, 63, 36, 100, 200, 300, 2322, 1069
INVAR-10, Run: 066, F, 46, 0, 0, 0, 0, 0, 0, 377, 654, 1, 0, 277, 200, 2760, 972, 100, 56, 43, 100, 200, 300, 3137, 1249
INVAR-10, Run: 067, F, 20, 0, 0, 0, 0, 0, 0, 390, 680, 1, 0, 290, 200, 2328, 717, 100, 61, 38, 100, 200, 300, 2718, 1007
INVAR-10, Run: 068, F, 2, 0, 0, 0, 0, 0, 0, 399, 698, 1, 0, 299, 200, 2468, 882, 100, 67, 32, 100, 200, 300, 2867, 1181
INVAR-10, Run: 069, F, 12, 0, 0, 0, 0, 0, 0, 394, 688, 1, 0, 294, 200, 2565, 875, 100, 71, 28, 100, 200, 300, 2959, 1169
INVAR-10, Run: 070, F, 114, 0, 0, 0, 0, 0, 0, 343, 586, 1, 0, 243, 200, 2322, 932, 100, 66, 33, 100, 200, 300, 2665, 1175
INVAR-10, Run: 071, F, 16, 0, 0, 0, 0, 0, 0, 392, 684, 1, 0, 292, 200, 2557, 848, 100, 57, 42, 100, 200, 300, 2949, 1140
INVAR-10, Run: 072, F, 68, 0, 0, 0, 0, 0, 0, 366, 632, 1, 0, 266, 200, 2303, 786, 100, 58, 41, 100, 200, 300, 2669, 1052
INVAR-10, Run: 073, F, 34, 0, 0, 0, 0, 0, 0, 383, 666, 1, 0, 283, 200, 2454, 806, 100, 56, 43, 100, 200, 300, 2837, 1089
INVAR-10, Run: 074, F, 64, 0, 0, 0, 0, 0, 0, 368, 636, 1, 0, 268, 200, 2351, 732, 100, 60, 39, 100, 200, 300, 2719, 1000
INVAR-10, Run: 075, F, 20, 0, 0, 0, 0, 0, 0, 390, 680, 1, 0, 290, 200, 2448, 824, 100, 62, 37, 100, 200, 300, 2838, 1114
INVAR-10, Run: 076, F, 4, 0, 0, 0, 0, 0, 0, 398, 696, 1, 0, 298, 200, 3534, 878, 100, 69, 30, 100, 200, 300, 3932, 1176
INVAR-10, Run: 077, F, 72, 0, 0, 0, 0, 0, 0, 364, 628, 1, 0, 264, 200, 1806, 643, 100, 55, 44, 100, 200, 300, 2170, 907
INVAR-10, Run: 078, F, 10, 0, 0, 0, 0, 0, 0, 395, 690, 1, 0, 295, 200, 2249, 612, 100, 62, 37, 100, 200, 300, 2644, 907
INVAR-10, Run: 079, F, 10, 0, 0, 0, 0, 0, 0, 395, 690, 1, 0, 295, 200, 2418, 887, 100, 65, 34, 100, 200, 300, 2813, 1182
INVAR-10, Run: 080, F, 32, 0, 0, 0, 0, 0, 0, 384, 668, 1, 0, 284, 200, 2240, 736, 100, 61, 38, 100, 200, 300, 2624, 1020
INVAR-10, Run: 081, F, 2, 0, 0, 0, 0, 0, 0, 399, 698, 1, 0, 299, 200, 1722, 570, 100, 65, 34, 100, 200, 300, 2121, 869
INVAR-10, Run: 082, F, 122, 0, 0, 0, 0, 0, 0, 339, 578, 1, 0, 239, 200, 2203, 822, 100, 61, 38, 100, 200, 300, 2542, 1061
INVAR-10, Run: 083, F, 22, 0, 0, 0, 0, 0, 0, 389, 678, 1, 0, 289, 200, 2490, 713, 100, 74, 25, 100, 200, 300, 2879, 1002
INVAR-10, Run: 084, F, 2, 0, 0, 0, 0, 0, 0, 399, 698, 1, 0, 299, 200, 2497, 819, 100, 55, 44, 100, 200, 300, 2896, 1118
INVAR-10, Run: 085, F, 58, 0, 0, 0, 0, 0, 0, 371, 642, 1, 0, 271, 200, 2752, 838, 100, 64, 35, 100, 200, 300, 3123, 1109
INVAR-10, Run: 086, F, 120, 0, 0, 0, 0, 0, 0, 340, 580, 1, 0, 240, 200, 1923, 680, 100, 66, 33, 100, 200, 300, 2263, 920
INVAR-10, Run: 087, F, 16, 0, 0, 0, 0, 0, 0, 392, 684, 1, 0, 292, 200, 2519, 879, 100, 59, 40, 100, 200, 300, 2911, 1171
INVAR-10, Run: 088, F, 2, 0, 0, 0, 0, 0, 0, 399, 698, 1, 0, 299, 200, 2585, 841, 100, 60, 39, 100, 200, 300, 2984, 1140
INVAR-10, Run: 089, F, 42, 0, 0, 0, 0, 0, 0, 379, 658, 1, 0, 279, 200, 2287, 885, 100, 65, 34, 100, 200, 300, 2666, 1164
INVAR-10, Run: 090, F, 22, 0, 0, 0, 0, 0, 0, 389, 678, 1, 0, 289, 200, 3220, 957, 100, 61, 38, 100, 200, 300, 3609, 1246
INVAR-10, Run: 091, F, 34, 0, 0, 0, 0, 0, 0, 383, 666, 1, 0, 283, 200, 1764, 786, 100, 58, 41, 100, 200, 300, 2147, 1069
INVAR-10, Run: 092, F, 64, 0, 0, 0, 0, 0, 0, 368, 636, 1, 0, 268, 200, 2105, 733, 100, 66, 33, 100, 200, 300, 2473, 1001
INVAR-10, Run: 093, F, 18, 0, 0, 0, 0, 0, 0, 391, 682, 1, 0, 291, 200, 1986, 839, 100, 64, 35, 100, 200, 300, 2377, 1130
INVAR-10, Run: 094, F, 4, 0, 0, 0, 0, 0, 0, 398, 696, 1, 0, 298, 200, 2514, 872, 100, 63, 36, 100, 200, 300, 2912, 1170
INVAR-10, Run: 095, F, 30, 0, 0, 0, 0, 0, 0, 385, 670, 1, 0, 285, 200, 2506, 733, 100, 60, 39, 100, 200, 300, 2891, 1018
INVAR-10, Run: 096, F, 2, 0, 0, 0, 0, 0, 0, 399, 698, 1, 0, 299, 200, 3380, 1017, 100, 57, 42, 100, 200, 300, 3779, 1316
INVAR-10, Run: 097, F, 44, 0, 0, 0, 0, 0, 0, 378, 656, 1, 0, 278, 200, 1688, 704, 100, 62, 37, 100, 200, 300, 2066, 982
INVAR-10, Run: 098, F, 12, 0, 0, 0, 0, 0, 0, 394, 688, 1, 0, 294, 200, 2660, 819, 100, 59, 40, 100, 200, 300, 3054, 1113
INVAR-10, Run: 099, F, 10, 0, 0, 0, 0, 0, 0, 395, 690, 1, 0, 295, 200, 2615, 813, 100, 59, 40, 100, 200, 300, 3010, 1108
INVAR-10, Run: 100, F, 30, 0, 0, 0, 0, 0, 0, 385, 670, 1, 0, 285, 200, 1756, 676, 100, 57, 42, 100, 200, 300, 2141, 961
INVAR-2, Run: 001, F, 6, 0, 0, 0, 0, 0, 0, 109, 190, 1, 0, 81, 56, 233, 87, 28, 18, 9, 28, 56, 84, 342, 168
INVAR-2, Run: 002, F, 32, 0, 0, 0, 0, 0, 0, 96, 164, 1, 0, 68, 56, 322, 136, 28, 18, 9, 28, 56, 84, 418, 204
INVAR-2, Run: 003, F, 48, 0, 0, 0, 0, 0, 0, 88, 148, 1, 0, 60, 56, 298, 140, 28, 19, 8, 28, 56, 84, 386, 200
INVAR-2, Run: 004, F, 10, 0, 0, 0, 0, 0, 0, 107, 186, 1, 0, 79, 56, 311, 90, 28, 13, 14, 28, 56, 84, 418, 169
INVAR-2, Run: 005, F, 4, 0, 0, 0, 0, 0, 0, 110, 192, 1, 0, 82, 56, 465, 109, 28, 17, 10, 28, 56, 84, 575, 191
INVAR-2, Run: 006, F, 32, 0, 0, 0, 0, 0, 0, 96, 164, 1, 0, 68, 56, 333, 126, 28, 19, 8, 28, 56, 84, 429, 194
INVAR-2, Run: 007, F, 26, 0, 0, 0, 0, 0, 0, 99, 170, 1, 0, 71, 56, 392, 124, 28, 16, 11, 28, 56, 84, 491, 195
INVAR-2, Run: 008, F, 42, 0, 0, 0, 0, 0, 0, 91, 154, 1, 0, 63, 56, 240, 83, 28, 12, 15, 28, 56, 84, 331, 146
INVAR-2, Run: 009, F, 46, 0, 0, 0, 0, 0, 0, 89, 150, 1, 0, 61, 56, 227, 148, 28, 14, 13, 28, 56, 84, 316, 209
INVAR-2, Run: 010, F, 26, 0, 0, 0, 0, 0, 0, 99, 170, 1, 0, 71, 56, 176, 101, 28, 17, 10, 28, 56, 84, 275, 172
INVAR-2, Run: 011, F, 24, 0, 0, 0, 0, 0, 0, 100, 172, 1, 0, 72, 56, 191, 106, 28, 19, 8, 28, 56, 84, 291, 178
INVAR-2, Run: 012, F, 24, 0, 0, 0, 0, 0, 0, 100, 172, 1, 0, 72, 56, 307, 86, 28, 18, 9, 28, 56, 84, 407, 158
INVAR-2, Run: 013, F, 20, 0, 0, 0, 0, 0, 0, 102, 176, 1, 0, 74, 56, 494, 119, 28, 17, 10, 28, 56, 84, 596, 193
INVAR-2, Run: 014, F, 6, 0, 0, 0, 0, 0, 0, 109, 190, 1, 0, 81, 56, 232, 85, 28, 15, 12, 28, 56, 84, 341, 166
INVAR-2, Run: 015, F, 8, 0, 0, 0, 0, 0, 0, 108, 188, 1, 0, 80, 56, 274, 96, 28, 23, 4, 28, 56, 84, 382, 176
INVAR-2, Run: 016, F, 26, 0, 0, 0, 0, 0, 0, 99, 170, 1, 0, 71, 56, 417, 141, 28, 15, 12, 28, 56, 84, 516, 212
INVAR-2, Run: 017, F, 4, 0, 0, 0, 0, 0, 0, 110, 192, 1, 0, 82, 56, 342, 119, 28, 17, 10, 28, 56, 84, 452, 201
INVAR-2, Run: 018, F, 10, 0, 0, 0, 0, 0, 0, 107, 186, 1, 0, 79, 56, 248, 78, 28, 14, 13, 28, 56, 84, 355, 157
INVAR-2, Run: 019, F, 24, 0, 0, 0, 0, 0, 0, 100, 172, 1, 0, 72, 56, 376, 134, 28, 20, 7, 28, 56, 84, 476, 206
INVAR-2, Run: 020, F, 32, 0, 0, 0, 0, 0, 0, 96, 164, 1, 0, 68, 56, 319, 130, 28, 17, 10, 28, 56, 84, 415, 198
INVAR-2, Run: 021, F, 14, 0, 0, 0, 0, 0, 0, 105, 182, 1, 0, 77, 56, 357, 130, 28, 13, 14, 28, 56, 84, 462, 207
INVAR-2, Run: 022, F, 44, 0, 0, 0, 0, 0, 0, 90, 152, 1, 0, 62, 56, 414, 119, 28, 15, 12, 28, 56, 84, 504, 181
INVAR-2, Run: 023, F, 46, 0, 0, 0, 0, 0, 0, 89, 150, 1, 0, 61, 56, 273, 85, 28, 20, 7, 28, 56, 84, 362, 146
INVAR-2, Run: 024, F, 26, 0, 0, 0, 0, 0, 0, 99, 170, 1, 0, 71, 56, 297, 115, 28, 22, 5, 28, 56, 84, 396, 186
INVAR-2, Run: 025, F, 32, 0, 0, 0, 0, 0, 0, 96, 164, 1, 0, 68, 56, 356, 136, 28, 22, 5, 28, 56, 84, 452, 204
INVAR-2, Run: 026, F, 34, 0, 0, 0, 0, 0, 0, 95, 162, 1, 0, 67, 56, 348, 133, 28, 15, 12, 28, 56, 84, 443, 200
INVAR-2, Run: 027, F, 48, 0, 0, 0, 0, 0, 0, 88, 148, 1, 0, 60, 56, 237, 94, 28, 15, 12, 28, 56, 84, 325, 154
INVAR-2, Run: 028, F, 12, 0, 0, 0, 0, 0, 0, 106, 184, 1, 0, 78, 56, 218, 83, 28, 17, 10, 28, 56, 84, 324, 161
INVAR-2, Run: 029, F, 28, 0, 0, 0, 0, 0, 0, 98, 168, 1, 0, 70, 56, 305, 161, 28, 21, 6, 28, 56, 84, 403, 231
INVAR-2, Run: 030, F, 32, 0, 0, 0, 0, 0, 0, 96, 164, 1, 0, 68, 56, 338, 100, 28, 14, 13, 28, 56, 84, 434, 168
INVAR-2, Run: 031, F, 14, 0, 0, 0, 0, 0, 0, 105, 182, 1, 0, 77, 56, 266, 133, 28, 17, 10, 28, 56, 84, 371, 210
INVAR-2, Run: 032, F, 18, 0, 0, 0, 0, 0, 0, 103, 178, 1, 0, 75, 56, 223, 117, 28, 24, 3, 28, 56, 84, 326, 192
INVAR-2, Run: 033, F, 18, 0, 0, 0, 0, 0, 0, 103, 178, 1, 0, 75, 56, 200, 73, 28, 19, 8, 28, 56, 84, 303, 148
INVAR-2, Run: 034, F, 10, 0, 0, 0, 0, 0, 0, 107, 186, 1, 0, 79, 56, 452, 145, 28, 19, 8, 28, 56, 84, 559, 224
INVAR-2, Run: 035, F, 40, 0, 0, 0, 0, 0, 0, 92, 156, 1, 0, 64, 56, 119, 59, 28, 22, 5, 28, 56, 84, 211, 123
INVAR-2, Run: 036, F, 20, 0, 0, 0, 0, 0, 0, 102, 176, 1, 0, 74, 56, 384, 98, 28, 11, 16, 28, 56, 84, 486, 172
INVAR-2, Run: 037, F, 6, 0, 0, 0, 0, 0, 0, 109, 190, 1, 0, 81, 56, 637, 162, 28, 17, 10, 28, 56, 84, 746, 243
INVAR-2, Run: 038, F, 32, 0, 0, 0, 0, 0, 0, 96, 164, 1, 0, 68, 56, 254, 119, 28, 20, 7, 28, 56, 84, 350, 187
INVAR-2, Run: 039, F, 34, 0, 0, 0, 0, 0, 0, 95, 162, 1, 0, 67, 56, 223, 99, 28, 19, 8, 28, 56, 84, 318, 166
INVAR-2, Run: 040, F, 8, 0, 0, 0, 0, 0, 0, 108, 188, 1, 0, 80, 56, 402, 110, 28, 14, 13, 28, 56, 84, 510, 190
INVAR-2, Run: 041, F, 12, 0, 0, 0, 0, 0, 0, 106, 184, 1, 0, 78, 56, 191, 78, 28, 16, 11, 28, 56, 84, 297, 156
INVAR-2, Run: 042, F, 52, 0, 0, 0, 0, 0, 0, 86, 144, 1, 0, 58, 56, 229, 77, 28, 17, 10, 28, 56, 84, 315, 135
INVAR-2, Run: 043, F, 22, 0, 0, 0, 0, 0, 0, 101, 174, 1, 0, 73, 56, 262, 134, 28, 16, 11, 28, 56, 84, 363, 207
INVAR-2, Run: 044, F, 38, 0, 0, 0, 0, 0, 0, 93, 158, 1, 0, 65, 56, 197, 105, 28, 19, 8, 28, 56, 84, 290, 170
INVAR-2, Run: 045, F, 8, 0, 0, 0, 0, 0, 0, 108, 188, 1, 0, 80, 56, 360, 97, 28, 18, 9, 28, 56, 84, 468, 177
INVAR-2, Run: 046, F, 4, 0, 0, 0, 0, 0, 0, 110, 192, 1, 0, 82, 56, 296, 105, 28, 14, 13, 28, 56, 84, 406, 187
INVAR-2, Run: 047, F, 20, 0, 0, 0, 0, 0, 0, 102, 176, 1, 0, 74, 56, 294, 97, 28, 15, 12, 28, 56, 84, 396, 171
INVAR-2, Run: 048, F, 18, 0, 0, 0, 0, 0, 0, 103, 178, 1, 0, 75, 56, 388, 164, 28, 15, 12, 28, 56, 84, 491, 239
INVAR-2, Run: 049, F, 30, 0, 0, 0, 0, 0, 0, 97, 166, 1, 0, 69, 56, 294, 125, 28, 17, 10, 28, 56, 84, 391, 194
INVAR-2, Run: 050, F, 8, 0, 0, 0, 0, 0, 0, 108, 188, 1, 0, 80, 56, 306, 137, 28, 19, 8, 28, 56, 84, 414, 217
INVAR-2, Run: 051, F, 2, 0, 0, 0, 0, 0, 0, 111, 194, 1, 0, 83, 56, 402, 155, 28, 13, 14, 28, 56, 84, 513, 238
INVAR-2, Run: 052, F, 40, 0, 0, 0, 0, 0, 0, 92, 156, 1, 0, 64, 56, 221, 118, 28, 15, 12, 28, 56, 84, 313, 182
INVAR-2, Run: 053, F, 44, 0, 0, 0, 0, 0, 0, 90, 152, 1, 0, 62, 56, 300, 114, 28, 17, 10, 28, 56, 84, 390, 176
INVAR-2, Run: 054, F, 6, 0, 0, 0, 0, 0, 0, 109, 190, 1, 0, 81, 56, 608, 149, 28, 18, 9, 28, 56, 84, 717, 230
INVAR-2, Run: 055, F, 34, 0, 0, 0, 0, 0, 0, 95, 162, 1, 0, 67, 56, 231, 101, 28, 17, 10, 28, 56, 84, 326, 168
INVAR-2, Run: 056, F, 28, 0, 0, 0, 0, 0, 0, 98, 168, 1, 0, 70, 56, 428, 116, 28, 14, 13, 28, 56, 84, 526, 186
INVAR-2, Run: 057, F, 10, 0, 0, 0, 0, 0, 0, 107, 186, 1, 0, 79, 56, 189, 86, 28, 19, 8, 28, 56, 84, 296, 165
INVAR-2, Run: 058, F, 14, 0, 0, 0, 0, 0, 0, 105, 182, 1, 0, 77, 56, 231, 109, 28, 19, 8, 28, 56, 84, 336, 186
INVAR-2, Run: 059, F, 2, 0, 0, 0, 0, 0, 0, 111, 194, 1, 0, 83, 56, 409, 164, 28, 18, 9, 28, 56, 84, 520, 247
INVAR-2, Run: 060, F, 4, 0, 0, 0, 0, 0, 0, 110, 192, 1, 0, 82, 56, 255, 93, 28, 13, 14, 28, 56, 84, 365, 175
INVAR-2, Run: 061, F, 6, 0, 0, 0, 0, 0, 0, 109, 190, 1, 0, 81, 56, 273, 91, 28, 14, 13, 28, 56, 84, 382, 172
INVAR-2, Run: 062, F, 10, 0, 0, 0, 0, 0, 0, 107, 186, 1, 0, 79, 56, 205, 89, 28, 19, 8, 28, 56, 84, 312, 168
INVAR-2, Run: 063, F, 8, 0, 0, 0, 0, 0, 0, 108, 188, 1, 0, 80, 56, 294, 122, 28, 18, 9, 28, 56, 84, 402, 202
INVAR-2, Run: 064, F, 6, 0, 0, 0, 0, 0, 0, 109, 190, 1, 0, 81, 56, 275, 130, 28, 17, 10, 28, 56, 84, 384, 211
INVAR-2, Run: 065, F, 16, 0, 0, 0, 0, 0, 0, 104, 180, 1, 0, 76, 56, 204, 95, 28, 18, 9, 28, 56, 84, 308, 171
INVAR-2, Run: 066, F, 34, 0, 0, 0, 0, 0, 0, 95, 162, 1, 0, 67, 56, 283, 96, 28, 14, 13, 28, 56, 84, 378, 163
INVAR-2, Run: 067, F, 16, 0, 0, 0, 0, 0, 0, 104, 180, 1, 0, 76, 56, 250, 86, 28, 15, 12, 28, 56, 84, 354, 162
INVAR-2, Run: 068, F, 4, 0, 0, 0, 0, 0, 0, 110, 192, 1, 0, 82, 56, 328, 103, 28, 14, 13, 28, 56, 84, 438, 185
INVAR-2, Run: 069, F, 16, 0, 0, 0, 0, 0, 0, 104, 180, 1, 0, 76, 56, 340, 132, 28, 20, 7, 28, 56, 84, 444, 208
INVAR-2, Run: 070, F, 38, 0, 0, 0, 0, 0, 0, 93, 158, 1, 0, 65, 56, 558, 179, 28, 15, 12, 28, 56, 84, 651, 244
INVAR-2, Run: 071, F, 30, 0, 0, 0, 0, 0, 0, 97, 166, 1, 0, 69, 56, 342, 123, 28, 20, 7, 28, 56, 84, 439, 192
INVAR-2, Run: 072, F, 8, 0, 0, 0, 0, 0, 0, 108, 188, 1, 0, 80, 56, 315, 85, 28, 17, 10, 28, 56, 84, 423, 165
INVAR-2, Run: 073, F, 8, 0, 0, 0, 0, 0, 0, 108, 188, 1, 0, 80, 56, 381, 112, 28, 19, 8, 28, 56, 84, 489, 192
INVAR-2, Run: 074, F, 2, 0, 0, 0, 0, 0, 0, 111, 194, 1, 0, 83, 56, 201, 101, 28, 18, 9, 28, 56, 84, 312, 184
INVAR-2, Run: 075, F, 18, 0, 0, 0, 0, 0, 0, 103, 178, 1, 0, 75, 56, 200, 110, 28, 22, 5, 28, 56, 84, 303, 185
INVAR-2, Run: 076, F, 34, 0, 0, 0, 0, 0, 0, 95, 162, 1, 0, 67, 56, 351, 119, 28, 18, 9, 28, 56, 84, 446, 186
INVAR-2, Run: 077, F, 18, 0, 0, 0, 0, 0, 0, 103, 178, 1, 0, 75, 56, 300, 88, 28, 21, 6, 28, 56, 84, 403, 163
INVAR-2, Run: 078, F, 18, 0, 0, 0, 0, 0, 0, 103, 178, 1, 0, 75, 56, 312, 73, 28, 18, 9, 28, 56, 84, 415, 148
INVAR-2, Run: 079, F, 2, 0, 0, 0, 0, 0, 0, 111, 194, 1, 0, 83, 56, 398, 119, 28, 17, 10, 28, 56, 84, 509, 202
INVAR-2, Run: 080, F, 10, 0, 0, 0, 0, 0, 0, 107, 186, 1, 0, 79, 56, 419, 169, 28, 16, 11, 28, 56, 84, 526, 248
INVAR-2, Run: 081, F, 50, 0, 0, 0, 0, 0, 0, 87, 146, 1, 0, 59, 56, 252, 107, 28, 16, 11, 28, 56, 84, 339, 166
INVAR-2, Run: 082, F, 14, 0, 0, 0, 0, 0, 0, 105, 182, 1, 0, 77, 56, 281, 99, 28, 18, 9, 28, 56, 84, 386, 176
INVAR-2, Run: 083, F, 22, 0, 0, 0, 0, 0, 0, 101, 174, 1, 0, 73, 56, 341, 109, 28, 14, 13, 28, 56, 84, 442, 182
INVAR-2, Run: 084, F, 28, 0, 0, 0, 0, 0, 0, 98, 168, 1, 0, 70, 56, 297, 100, 28, 19, 8, 28, 56, 84, 395, 170
INVAR-2, Run: 085, F, 4, 0, 0, 0, 0, 0, 0, 110, 192, 1, 0, 82, 56, 263, 102, 28, 17, 10, 28, 56, 84, 373, 184
INVAR-2, Run: 086, F, 6, 0, 0, 0, 0, 0, 0, 109, 190, 1, 0, 81, 56, 547, 136, 28, 20, 7, 28, 56, 84, 656, 217
INVAR-2, Run: 087, F, 36, 0, 0, 0, 0, 0, 0, 94, 160, 1, 0, 66, 56, 294, 95, 28, 16, 11, 28, 56, 84, 388, 161
INVAR-2, Run: 088, F, 34, 0, 0, 0, 0, 0, 0, 95, 162, 1, 0, 67, 56, 206, 122, 28, 19, 8, 28, 56, 84, 301, 189
INVAR-2, Run: 089, F, 4, 0, 0, 0, 0, 0, 0, 110, 192, 1, 0, 82, 56, 146, 64, 28, 22, 5, 28, 56, 84, 256, 146
INVAR-2, Run: 090, F, 20, 0, 0, 0, 0, 0, 0, 102, 176, 1, 0, 74, 56, 201, 106, 28, 18, 9, 28, 56, 84, 303, 180
INVAR-2, Run: 091, F, 22, 0, 0, 0, 0, 0, 0, 101, 174, 1, 0, 73, 56, 169, 102, 28, 22, 5, 28, 56, 84, 270, 175
INVAR-2, Run: 092, F, 46, 0, 0, 0, 0, 0, 0, 89, 150, 1, 0, 61, 56, 325, 142, 28, 19, 8, 28, 56, 84, 414, 203
INVAR-2, Run: 093, F, 48, 0, 0, 0, 0, 0, 0, 88, 148, 1, 0, 60, 56, 308, 112, 28, 24, 3, 28, 56, 84, 396, 172
INVAR-2, Run: 094, F, 22, 0, 0, 0, 0, 0, 0, 101, 174, 1, 0, 73, 56, 353, 113, 28, 14, 13, 28, 56, 84, 454, 186
INVAR-2, Run: 095, F, 12, 0, 0, 0, 0, 0, 0, 106, 184, 1, 0, 78, 56, 368, 128, 28, 16, 11, 28, 56, 84, 474, 206
INVAR-2, Run: 096, F, 10, 0, 0, 0, 0, 0, 0, 107, 186, 1, 0, 79, 56, 283, 90, 28, 17, 10, 28, 56, 84, 390, 169
INVAR-2, Run: 097, F, 10, 0, 0, 0, 0, 0, 0, 107, 186, 1, 0, 79, 56, 271, 115, 28, 20, 7, 28, 56, 84, 378, 194
INVAR-2, Run: 098, F, 40, 0, 0, 0, 0, 0, 0, 92, 156, 1, 0, 64, 56, 231, 94, 28, 14, 13, 28, 56, 84, 323, 158
INVAR-2, Run: 099, F, 4, 0, 0, 0, 0, 0, 0, 110, 192, 1, 0, 82, 56, 270, 119, 28, 19, 8, 28, 56, 84, 380, 201
INVAR-2, Run: 100, F, 4, 0, 0, 0, 0, 0, 0, 110, 192, 1, 0, 82, 56, 363, 94, 28, 13, 14, 28, 56, 84, 473, 176
INVAR-3, Run: 001, F, 6, 0, 0, 0, 0, 0, 0, 325, 568, 1, 0, 243, 164, 1506, 638, 82, 56, 25, 82, 164, 246, 1831, 881
INVAR-3, Run: 002, F, 70, 0, 0, 0, 0, 0, 0, 293, 504, 1, 0, 211, 164, 1718, 607, 82, 55, 26, 82, 164, 246, 2011, 818
INVAR-3, Run: 003, F, 38, 0, 0, 0, 0, 0, 0, 309, 536, 1, 0, 227, 164, 1796, 693, 82, 51, 30, 82, 164, 246, 2105, 920
INVAR-3, Run: 004, F, 16, 0, 0, 0, 0, 0, 0, 320, 558, 1, 0, 238, 164, 1389, 640, 82, 54, 27, 82, 164, 246, 1709, 878
INVAR-3, Run: 005, F, 38, 0, 0, 0, 0, 0, 0, 309, 536, 1, 0, 227, 164, 1612, 597, 82, 47, 34, 82, 164, 246, 1921, 824
INVAR-3, Run: 006, F, 12, 0, 0, 0, 0, 0, 0, 322, 562, 1, 0, 240, 164, 1427, 534, 82, 54, 27, 82, 164, 246, 1749, 774
INVAR-3, Run: 007, F, 4, 0, 0, 0, 0, 0, 0, 326, 570, 1, 0, 244, 164, 1403, 515, 82, 61, 20, 82, 164, 246, 1729, 759
INVAR-3, Run: 008, F, 92, 0, 0, 0, 0, 0, 0, 282, 482, 1, 0, 200, 164, 1379, 540, 82, 53, 28, 82, 164, 246, 1661, 740
INVAR-3, Run: 009, F, 44, 0, 0, 0, 0, 0, 0, 306, 530, 1, 0, 224, 164, 1463, 565, 82, 46, 35, 82, 164, 246, 1769, 789
INVAR-3, Run: 010, F, 68, 0, 0, 0, 0, 0, 0, 294, 506, 1, 0, 212, 164, 1759, 704, 82, 36, 45, 82, 164, 246, 2053, 916
INVAR-3, Run: 011, F, 4, 0, 0, 0, 0, 0, 0, 326, 570, 1, 0, 244, 164, 1599, 585, 82, 50, 31, 82, 164, 246, 1925, 829
INVAR-3, Run: 012, F, 82, 0, 0, 0, 0, 0, 0, 287, 492, 1, 0, 205, 164, 1410, 459, 82, 52, 29, 82, 164, 246, 1697, 664
INVAR-3, Run: 013, F, 36, 0, 0, 0, 0, 0, 0, 310, 538, 1, 0, 228, 164, 1237, 512, 82, 50, 31, 82, 164, 246, 1547, 740
INVAR-3, Run: 014, F, 8, 0, 0, 0, 0, 0, 0, 324, 566, 1, 0, 242, 164, 1222, 487, 82, 55, 26, 82, 164, 246, 1546, 729
INVAR-3, Run: 015, F, 56, 0, 0, 0, 0, 0, 0, 300, 518, 1, 0, 218, 164, 1796, 685, 82, 49, 32, 82, 164, 246, 2096, 903
INVAR-3, Run: 016, F, 108, 0, 0, 0, 0, 0, 0, 274, 466, 1, 0, 192, 164, 1265, 610, 82, 54, 27, 82, 164, 246, 1539, 802
INVAR-3, Run: 017, F, 78, 0, 0, 0, 0, 0, 0, 289, 496, 1, 0, 207, 164, 1477, 574, 82, 52, 29, 82, 164, 246, 1766, 781
INVAR-3, Run: 018, F, 14, 0, 0, 0, 0, 0, 0, 321, 560, 1, 0, 239, 164, 1401, 608, 82, 47, 34, 82, 164, 246, 1722, 847
INVAR-3, Run: 019, F, 64, 0, 0, 0, 0, 0, 0, 296, 510, 1, 0, 214, 164, 1586, 490, 82, 50, 31, 82, 164, 246, 1882, 704
INVAR-3, Run: 020, F, 54, 0, 0, 0, 0, 0, 0, 301, 520, 1, 0, 219, 164, 1905, 623, 82, 54, 27, 82, 164, 246, 2206, 842
INVAR-3, Run: 021, F, 18, 0, 0, 0, 0, 0, 0, 319, 556, 1, 0, 237, 164, 1484, 607, 82, 57, 24, 82, 164, 246, 1803, 844
