Input Number, Run_Number, Result@ 1000, A, B, H, C, T2, L5, L4, L1, Y, T1, T3, T4, T5, T6, R, U, L2, D, L3, O1, O2, O3, O4, Reaction New, Reaction10, Reaction11, Reaction12, Reaction13, Reaction14, Reaction15, Reaction16, Reaction17, Reaction19, Reaction2, Reaction20, Reaction21, Reaction22, Reaction23, Reaction24, Reaction25, Reaction3, Reaction4, Reaction5, Reaction6, Reaction8, Reaction9
INVAR-1, Run: 082, F, 10, 0, 0, 0, 0, 0, 0, 0, 122, 0, 0, 0, 0, 0, 1, 6, 0, 6, 0, 0, 1, 2, 0, 22, 0, 0, 0, 9263, 9132, 9056, 8979, 8912, 87, 100, 76, 77, 67, 61, 8851, 8845, 100, 100, 100, 122, 0, 0
INVAR-1, Run: 083, F, 0, 10, 0, 0, 0, 0, 0, 0, 123, 0, 0, 0, 0, 0, 1, 6, 0, 4, 0, 9, 0, 1, 9, 23, 107, 76, 102, 6239, 6131, 6071, 6015, 5974, 62, 811, 60, 56, 41, 43, 5931, 5927, 544, 385, 278, 225, 267, 159
INVAR-1, Run: 084, F, 0, 10, 0, 0, 0, 0, 0, 0, 123, 0, 0, 0, 0, 0, 1, 6, 0, 4, 0, 9, 0, 1, 9, 23, 134, 72, 107, 7304, 7200, 7163, 7097, 7044, 58, 975, 37, 66, 53, 54, 6990, 6986, 608, 413, 279, 230, 367, 195
INVAR-1, Run: 085, F, 0, 10, 0, 0, 0, 0, 0, 0, 122, 0, 0, 0, 1, 0, 1, 6, 0, 5, 0, 9, 0, 1, 9, 22, 99, 43, 58, 8443, 8322, 8232, 8161, 8093, 77, 739, 90, 71, 67, 72, 8021, 8016, 456, 300, 201, 180, 283, 156
INVAR-1, Run: 086, F, 0, 10, 0, 0, 0, 0, 0, 0, 123, 0, 0, 0, 0, 0, 1, 6, 0, 4, 0, 9, 0, 1, 9, 23, 49, 42, 52, 9363, 9236, 9145, 9068, 8992, 81, 579, 91, 77, 76, 80, 8912, 8908, 357, 243, 194, 175, 222, 114
INVAR-1, Run: 087, F, 0, 10, 0, 0, 0, 0, 0, 0, 122, 0, 0, 0, 0, 0, 1, 6, 0, 6, 0, 9, 0, 1, 9, 22, 122, 71, 189, 7788, 7662, 7599, 7538, 7463, 82, 824, 63, 61, 75, 59, 7404, 7398, 633, 482, 360, 311, 191, 151
INVAR-1, Run: 088, F, 10, 0, 0, 0, 0, 0, 0, 0, 122, 0, 1, 0, 0, 0, 1, 6, 0, 5, 0, 0, 1, 2, 0, 22, 0, 0, 0, 11007, 10873, 10791, 10706, 10626, 90, 100, 81, 85, 80, 69, 10557, 10552, 100, 100, 100, 122, 0, 0
INVAR-1, Run: 089, F, 0, 10, 0, 0, 0, 0, 0, 0, 122, 0, 0, 0, 0, 1, 1, 6, 0, 5, 0, 9, 0, 1, 9, 22, 77, 55, 90, 8140, 8028, 7969, 7912, 7844, 68, 804, 59, 57, 68, 51, 7792, 7787, 489, 322, 245, 212, 315, 167
INVAR-1, Run: 090, F, 0, 10, 0, 0, 0, 0, 0, 0, 124, 0, 0, 0, 1, 0, 1, 6, 0, 1, 0, 9, 0, 1, 9, 24, 48, 44, 52, 5019, 4921, 4871, 4820, 4766, 50, 585, 50, 51, 53, 39, 4727, 4726, 349, 244, 196, 176, 236, 105
INVAR-1, Run: 091, F, 0, 10, 0, 0, 0, 0, 0, 0, 122, 0, 0, 1, 0, 0, 1, 6, 0, 5, 0, 12, 3, 4, 12, 22, 41, 41, 34, 7491, 7388, 7327, 7260, 7191, 59, 433, 61, 66, 69, 62, 7129, 7124, 291, 216, 175, 156, 142, 75
INVAR-1, Run: 092, F, 0, 10, 0, 0, 0, 0, 0, 0, 121, 0, 0, 0, 0, 0, 1, 6, 0, 8, 0, 9, 0, 1, 9, 21, 95, 84, 128, 10520, 10393, 10293, 10200, 10127, 85, 809, 100, 93, 73, 104, 10023, 10015, 553, 407, 312, 249, 256, 146
INVAR-1, Run: 093, F, 0, 10, 0, 0, 0, 0, 0, 0, 124, 0, 0, 0, 0, 0, 1, 6, 0, 2, 0, 9, 0, 1, 9, 24, 164, 108, 411, 6708, 6603, 6541, 6494, 6448, 57, 1316, 62, 47, 46, 71, 6377, 6375, 997, 783, 619, 535, 319, 214
INVAR-1, Run: 094, F, 0, 10, 0, 0, 0, 0, 0, 0, 121, 0, 0, 0, 0, 0, 1, 6, 0, 8, 0, 9, 0, 1, 9, 21, 88, 57, 101, 9999, 9867, 9780, 9693, 9618, 90, 684, 87, 87, 75, 78, 9540, 9532, 463, 346, 258, 222, 221, 117
INVAR-1, Run: 095, F, 0, 10, 0, 0, 0, 0, 0, 0, 121, 0, 0, 0, 0, 0, 1, 6, 0, 8, 0, 9, 0, 1, 9, 21, 72, 48, 86, 9357, 9229, 9148, 9066, 8980, 86, 640, 81, 82, 86, 95, 8885, 8877, 429, 306, 234, 207, 211, 123
INVAR-1, Run: 096, F, 0, 10, 0, 0, 0, 0, 0, 0, 122, 0, 0, 0, 0, 0, 1, 6, 0, 6, 0, 9, 0, 1, 9, 22, 66, 41, 61, 9328, 9201, 9116, 9025, 8947, 83, 701, 85, 91, 78, 61, 8886, 8880, 414, 268, 202, 183, 287, 146
INVAR-1, Run: 097, F, 10, 0, 0, 0, 0, 0, 0, 0, 120, 0, 0, 0, 0, 0, 1, 6, 0, 10, 0, 0, 1, 2, 0, 20, 0, 0, 0, 13980, 13811, 13697, 13561, 13448, 129, 100, 114, 136, 113, 112, 13336, 13326, 100, 100, 100, 120, 0, 0
INVAR-1, Run: 098, F, 10, 0, 0, 0, 0, 0, 0, 0, 121, 0, 0, 1, 0, 1, 1, 6, 0, 6, 0, 0, 1, 2, 0, 21, 0, 0, 0, 11032, 10906, 10814, 10738, 10651, 84, 100, 92, 75, 87, 88, 10562, 10556, 100, 100, 100, 121, 0, 0
INVAR-1, Run: 099, F, 0, 10, 0, 0, 0, 0, 0, 0, 122, 0, 0, 0, 0, 0, 1, 6, 0, 6, 0, 9, 0, 1, 9, 22, 67, 50, 59, 8604, 8488, 8396, 8322, 8241, 72, 626, 92, 74, 81, 62, 8179, 8173, 383, 276, 209, 181, 243, 107
INVAR-1, Run: 100, F, 0, 10, 0, 0, 0, 0, 0, 0, 121, 0, 0, 0, 0, 0, 1, 6, 0, 8, 0, 9, 0, 1, 9, 21, 78, 43, 81, 8293, 8198, 8129, 8056, 7986, 53, 603, 69, 73, 70, 69, 7917, 7909, 413, 302, 224, 202, 190, 111
INVAR-2, Run: 001, F, 100, 0, 0, 0, 0, 0, 0, 0, 124, 0, 0, 0, 0, 0, 1, 6, 0, 2, 0, 203, 213, 223, 203, 24, 167, 67, 156, 4510, 4436, 4405, 4356, 4316, 26, 2469, 31, 49, 40, 36, 4280, 4278, 850, 490, 323, 280, 1619, 360
INVAR-2, Run: 002, F, 0, 100, 0, 0, 0, 0, 0, 0, 122, 0, 0, 0, 0, 0, 1, 6, 0, 6, 0, 202, 112, 122, 202, 22, 120, 65, 67, 10026, 9889, 9800, 9716, 9630, 93, 2336, 89, 84, 86, 94, 9536, 9530, 681, 352, 232, 189, 1655, 329
INVAR-2, Run: 003, F, 0, 0, 0, 100, 0, 0, 0, 0, 123, 0, 0, 0, 0, 0, 1, 6, 0, 4, 0, 207, 217, 127, 207, 23, 81, 52, 58, 8636, 8528, 8464, 8386, 8325, 62, 2211, 64, 78, 61, 61, 8264, 8260, 547, 291, 210, 181, 1664, 256
INVAR-2, Run: 004, F, 0, 0, 0, 100, 0, 0, 0, 0, 123, 0, 0, 0, 0, 0, 1, 6, 0, 4, 0, 553, 563, 473, 553, 23, 134, 62, 74, 8430, 8310, 8244, 8178, 8101, 74, 3122, 66, 66, 77, 73, 8028, 8024, 727, 370, 236, 197, 2395, 357
INVAR-2, Run: 005, F, 0, 100, 0, 0, 0, 0, 0, 0, 122, 0, 0, 0, 0, 0, 1, 6, 0, 6, 0, 451, 361, 371, 451, 22, 119, 51, 84, 7863, 7742, 7662, 7599, 7538, 77, 2826, 80, 63, 61, 57, 7481, 7475, 665, 354, 235, 206, 2161, 311
INVAR-2, Run: 006, F, 0, 100, 0, 0, 0, 0, 0, 0, 122, 0, 0, 0, 1, 0, 1, 6, 0, 5, 0, 447, 357, 367, 447, 22, 130, 82, 93, 8193, 8079, 8003, 7948, 7886, 70, 2904, 76, 55, 61, 60, 7826, 7821, 784, 405, 275, 215, 2120, 379
INVAR-2, Run: 007, F, 0, 100, 0, 0, 0, 0, 0, 0, 122, 0, 0, 0, 0, 1, 1, 6, 0, 5, 0, 200, 110, 120, 200, 22, 65, 35, 63, 7454, 7331, 7257, 7196, 7122, 79, 1929, 74, 61, 74, 72, 7049, 7044, 465, 263, 198, 185, 1464, 202
INVAR-2, Run: 008, F, 0, 0, 0, 100, 0, 0, 0, 0, 124, 0, 0, 0, 0, 0, 1, 6, 0, 2, 0, 557, 567, 477, 557, 24, 103, 53, 69, 9297, 9158, 9082, 9000, 8929, 91, 3212, 76, 82, 71, 75, 8854, 8852, 668, 325, 222, 193, 2544, 343
INVAR-2, Run: 009, F, 0, 0, 0, 100, 0, 0, 0, 0, 123, 0, 0, 0, 0, 0, 1, 6, 0, 4, 0, 93, 103, 13, 93, 23, 152, 88, 121, 6026, 5928, 5874, 5819, 5762, 52, 2077, 54, 55, 57, 53, 5709, 5705, 795, 461, 309, 244, 1282, 334
INVAR-2, Run: 010, F, 0, 0, 0, 100, 0, 0, 0, 0, 123, 0, 0, 0, 0, 0, 1, 6, 0, 4, 0, 90, 100, 10, 90, 23, 137, 69, 88, 5195, 5109, 5073, 5021, 4980, 40, 1718, 36, 52, 41, 46, 4934, 4930, 698, 394, 257, 211, 1020, 304
INVAR-2, Run: 011, F, 0, 0, 0, 100, 0, 0, 0, 0, 122, 0, 0, 0, 0, 0, 1, 6, 0, 6, 0, 1274, 1284, 1194, 1274, 22, 100, 55, 55, 6305, 6200, 6132, 6076, 6030, 61, 3792, 68, 56, 46, 49, 5981, 5975, 631, 310, 210, 177, 3161, 321
INVAR-2, Run: 012, F, 0, 0, 0, 100, 0, 0, 0, 0, 122, 0, 0, 0, 0, 0, 1, 6, 0, 6, 0, 95, 105, 15, 95, 22, 83, 54, 105, 10759, 10613, 10513, 10428, 10339, 102, 1481, 100, 85, 89, 96, 10243, 10237, 545, 342, 259, 227, 936, 203
INVAR-2, Run: 013, F, 0, 0, 0, 100, 1, 0, 0, 0, 123, 0, 0, 0, 0, 0, 1, 6, 0, 3, 0, 294, 304, 214, 294, 23, 104, 45, 46, 7771, 7650, 7576, 7513, 7462, 74, 2302, 74, 63, 51, 72, 7390, 7387, 573, 295, 191, 169, 1729, 278
INVAR-2, Run: 014, F, 0, 0, 0, 100, 0, 0, 0, 0, 123, 0, 0, 0, 0, 0, 1, 6, 0, 4, 0, 100, 110, 20, 100, 23, 60, 47, 54, 8047, 7926, 7864, 7796, 7723, 75, 1338, 62, 68, 73, 70, 7653, 7649, 464, 261, 201, 177, 874, 203
INVAR-2, Run: 015, F, 0, 0, 0, 100, 0, 0, 0, 0, 123, 0, 0, 0, 0, 0, 1, 6, 0, 4, 0, 298, 308, 218, 298, 23, 113, 64, 129, 5349, 5250, 5198, 5153, 5113, 53, 2623, 52, 45, 40, 36, 5077, 5073, 713, 406, 293, 252, 1910, 307
INVAR-2, Run: 016, F, 0, 0, 0, 100, 0, 0, 0, 0, 121, 0, 0, 0, 0, 0, 1, 6, 0, 8, 0, 196, 206, 116, 196, 21, 97, 61, 81, 8779, 8661, 8575, 8505, 8435, 76, 2236, 86, 70, 70, 75, 8360, 8352, 602, 339, 242, 202, 1634, 263
INVAR-2, Run: 017, F, 100, 0, 0, 0, 0, 0, 0, 0, 123, 0, 0, 0, 0, 0, 1, 6, 0, 4, 0, 96, 106, 116, 96, 23, 132, 91, 326, 5158, 5070, 5020, 4978, 4937, 42, 2159, 50, 42, 41, 42, 4895, 4891, 971, 649, 517, 449, 1188, 322
INVAR-2, Run: 018, F, 0, 0, 0, 100, 0, 0, 0, 0, 123, 0, 0, 0, 0, 0, 1, 6, 0, 4, 0, 96, 106, 16, 96, 23, 184, 109, 223, 6692, 6584, 6531, 6470, 6421, 62, 2281, 53, 61, 49, 61, 6360, 6356, 992, 616, 432, 346, 1289, 376
INVAR-2, Run: 019, F, 0, 0, 0, 100, 0, 0, 0, 0, 122, 1, 0, 0, 0, 0, 1, 6, 0, 5, 0, 95, 105, 15, 95, 22, 118, 79, 133, 9624, 9501, 9415, 9327, 9226, 79, 2021, 86, 88, 101, 77, 9149, 9144, 760, 430, 312, 255, 1261, 330
INVAR-2, Run: 020, F, 0, 0, 0, 100, 0, 0, 0, 0, 123, 0, 0, 0, 0, 0, 1, 6, 0, 4, 0, 92, 102, 12, 92, 23, 83, 53, 51, 8211, 8107, 8043, 7952, 7877, 58, 1817, 64, 91, 75, 62, 7815, 7811, 585, 287, 204, 174, 1232, 298
INVAR-2, Run: 021, F, 0, 100, 0, 0, 0, 0, 0, 0, 123, 0, 0, 0, 0, 0, 1, 6, 0, 4, 0, 92, 2, 12, 92, 23, 96, 50, 60, 5958, 5867, 5819, 5755, 5705, 45, 1831, 48, 64, 50, 58, 5647, 5643, 581, 306, 210, 183, 1250, 275
INVAR-2, Run: 022, F, 0, 100, 0, 0, 0, 0, 0, 0, 123, 0, 0, 0, 0, 0, 1, 6, 0, 4, 0, 91, 1, 11, 91, 23, 81, 47, 31, 5221, 5128, 5088, 5045, 5010, 47, 1785, 40, 43, 35, 44, 4966, 4962, 545, 259, 178, 154, 1240, 286
INVAR-2, Run: 023, F, 0, 100, 0, 0, 0, 0, 0, 0, 122, 0, 0, 0, 0, 0, 1, 6, 0, 6, 0, 309, 219, 229, 309, 22, 97, 55, 81, 10998, 10852, 10759, 10659, 10576, 102, 2560, 93, 100, 83, 97, 10479, 10473, 639, 333, 236, 203, 1921, 306
INVAR-2, Run: 024, F, 0, 0, 0, 100, 0, 0, 0, 0, 121, 0, 0, 0, 1, 0, 1, 6, 0, 7, 0, 93, 103, 13, 93, 21, 81, 47, 44, 9332, 9211, 9144, 9080, 9006, 79, 1521, 67, 64, 73, 58, 8948, 8941, 487, 272, 191, 165, 1034, 215
INVAR-2, Run: 025, F, 0, 0, 0, 100, 0, 0, 0, 0, 121, 0, 0, 0, 0, 0, 1, 6, 0, 8, 0, 91, 101, 11, 91, 21, 129, 97, 105, 9484, 9353, 9289, 9199, 9122, 89, 2053, 64, 90, 77, 78, 9044, 9036, 762, 431, 302, 226, 1291, 331
INVAR-2, Run: 026, F, 100, 0, 0, 0, 0, 0, 0, 0, 121, 0, 0, 0, 0, 0, 1, 6, 0, 8, 0, 197, 207, 217, 197, 21, 133, 71, 134, 9141, 8978, 8902, 8828, 8740, 121, 2270, 76, 74, 88, 72, 8668, 8660, 764, 438, 305, 255, 1506, 326
INVAR-2, Run: 027, F, 100, 0, 0, 0, 0, 0, 0, 0, 123, 0, 0, 0, 0, 0, 1, 6, 0, 4, 0, 93, 103, 113, 93, 23, 100, 64, 91, 7155, 7034, 6969, 6907, 6837, 75, 1688, 65, 62, 70, 46, 6791, 6787, 576, 355, 255, 214, 1112, 221
INVAR-2, Run: 028, F, 100, 0, 0, 0, 0, 0, 0, 0, 123, 0, 0, 0, 0, 0, 1, 6, 0, 4, 0, 86, 96, 106, 86, 23, 87, 37, 57, 8353, 8234, 8166, 8102, 8032, 73, 1595, 68, 64, 70, 56, 7976, 7972, 508, 281, 194, 180, 1087, 227
INVAR-2, Run: 029, F, 0, 0, 0, 100, 0, 0, 0, 0, 124, 0, 0, 0, 0, 0, 1, 6, 0, 2, 0, 416, 426, 336, 416, 24, 111, 50, 77, 7233, 7110, 7049, 6985, 6930, 75, 2853, 61, 64, 55, 50, 6880, 6878, 686, 338, 227, 201, 2167, 348
INVAR-2, Run: 030, F, 100, 0, 0, 0, 0, 0, 0, 0, 122, 0, 0, 0, 0, 0, 1, 6, 0, 6, 0, 98, 108, 118, 98, 22, 127, 68, 90, 7547, 7438, 7351, 7290, 7221, 65, 1957, 87, 61, 69, 56, 7165, 7159, 699, 385, 258, 212, 1258, 314
INVAR-2, Run: 031, F, 100, 0, 0, 0, 0, 0, 0, 0, 122, 0, 1, 0, 0, 0, 1, 6, 0, 5, 0, 339, 349, 359, 339, 22, 123, 71, 116, 6782, 6684, 6617, 6575, 6522, 54, 2836, 66, 42, 53, 57, 6465, 6460, 770, 410, 287, 238, 2066, 360
INVAR-2, Run: 032, F, 0, 100, 0, 0, 0, 0, 0, 0, 122, 0, 0, 0, 0, 0, 1, 6, 0, 6, 0, 90, 0, 10, 90, 22, 87, 50, 122, 11914, 11782, 11694, 11579, 11490, 88, 1645, 88, 115, 89, 95, 11395, 11389, 609, 359, 272, 244, 1036, 250
INVAR-2, Run: 033, F, 0, 0, 0, 100, 0, 0, 0, 0, 125, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 93, 103, 13, 93, 25, 130, 62, 70, 2358, 2285, 2265, 2242, 2232, 23, 1997, 20, 23, 10, 16, 2216, 2216, 704, 362, 232, 195, 1293, 342
INVAR-2, Run: 034, F, 100, 0, 0, 0, 0, 0, 0, 0, 122, 0, 0, 0, 0, 0, 1, 6, 0, 6, 0, 92, 102, 112, 92, 22, 46, 20, 12, 11419, 11269, 11167, 11076, 10970, 106, 1294, 102, 91, 106, 97, 10873, 10867, 348, 178, 132, 134, 946, 170
INVAR-2, Run: 035, F, 0, 100, 0, 0, 0, 0, 0, 0, 123, 0, 0, 0, 0, 0, 1, 6, 0, 4, 0, 91, 1, 11, 91, 23, 50, 36, 48, 5868, 5777, 5729, 5676, 5618, 45, 1169, 48, 53, 58, 51, 5567, 5563, 397, 234, 184, 171, 772, 163
INVAR-2, Run: 036, F, 100, 0, 0, 0, 0, 0, 0, 0, 122, 0, 0, 0, 0, 1, 1, 6, 0, 5, 0, 91, 101, 111, 91, 22, 60, 49, 23, 8058, 7947, 7876, 7802, 7731, 67, 1724, 71, 74, 71, 60, 7670, 7665, 494, 232, 172, 145, 1230, 262
INVAR-2, Run: 037, F, 100, 0, 0, 0, 0, 0, 0, 0, 122, 0, 0, 0, 0, 0, 1, 6, 0, 6, 0, 93, 103, 113, 93, 22, 175, 99, 362, 6940, 6835, 6781, 6719, 6654, 61, 2397, 54, 62, 65, 46, 6608, 6602, 1102, 736, 561, 484, 1295, 366
INVAR-2, Run: 038, F, 0, 0, 0, 100, 0, 0, 0, 0, 121, 0, 0, 0, 0, 0, 1, 6, 0, 8, 0, 91, 101, 11, 91, 21, 143, 67, 201, 11512, 11385, 11288, 11213, 11114, 85, 2300, 97, 75, 99, 100, 11014, 11006, 853, 511, 368, 322, 1447, 342
INVAR-2, Run: 039, F, 0, 0, 0, 100, 0, 0, 0, 0, 122, 0, 1, 0, 0, 0, 1, 6, 0, 5, 0, 418, 428, 338, 418, 22, 160, 83, 126, 7812, 7697, 7635, 7571, 7498, 71, 3245, 61, 64, 73, 62, 7436, 7431, 875, 469, 309, 248, 2370, 406
INVAR-2, Run: 040, F, 100, 0, 0, 0, 0, 0, 0, 0, 121, 0, 0, 0, 0, 0, 1, 6, 0, 8, 0, 197, 207, 217, 197, 21, 63, 57, 95, 9460, 9332, 9254, 9177, 9092, 86, 1984, 78, 77, 85, 92, 9000, 8992, 571, 315, 252, 216, 1413, 256
INVAR-2, Run: 041, F, 0, 100, 0, 0, 0, 0, 0, 0, 123, 0, 0, 0, 0, 0, 1, 6, 0, 4, 0, 199, 109, 119, 199, 23, 154, 96, 112, 5235, 5139, 5094, 5057, 5018, 50, 2331, 45, 37, 39, 43, 4975, 4971, 806, 462, 308, 235, 1525, 344
INVAR-2, Run: 042, F, 0, 100, 0, 0, 0, 0, 0, 0, 121, 0, 0, 0, 0, 0, 1, 6, 0, 8, 0, 609, 519, 529, 609, 21, 116, 56, 62, 8114, 8000, 7926, 7868, 7812, 72, 2895, 74, 58, 56, 73, 7739, 7731, 638, 334, 218, 183, 2257, 304
INVAR-2, Run: 043, F, 0, 100, 0, 0, 0, 0, 0, 0, 124, 0, 0, 0, 0, 0, 1, 6, 0, 2, 0, 195, 105, 115, 195, 24, 145, 84, 223, 2360, 2291, 2279, 2251, 2233, 21, 2667, 12, 28, 18, 24, 2209, 2207, 928, 552, 407, 347, 1739, 376
INVAR-2, Run: 044, F, 100, 0, 0, 0, 0, 0, 0, 0, 124, 0, 0, 0, 0, 0, 1, 6, 0, 2, 0, 90, 100, 110, 90, 24, 104, 37, 63, 5410, 5314, 5279, 5232, 5191, 48, 1630, 35, 47, 41, 42, 5149, 5147, 546, 304, 200, 187, 1084, 242
INVAR-2, Run: 045, F, 0, 100, 0, 0, 0, 0, 0, 0, 122, 0, 0, 0, 0, 0, 1, 6, 0, 6, 0, 653, 563, 573, 653, 22, 57, 44, 52, 10547, 10405, 10313, 10221, 10142, 98, 2672, 92, 92, 79, 93, 10049, 10043, 473, 253, 196, 174, 2199, 220
INVAR-2, Run: 046, F, 100, 0, 0, 0, 0, 0, 0, 0, 121, 0, 0, 1, 0, 0, 1, 6, 0, 7, 0, 323, 333, 343, 323, 21, 73, 47, 97, 8504, 8376, 8313, 8242, 8157, 86, 2366, 63, 70, 85, 69, 8088, 8081, 549, 317, 244, 218, 1817, 232
INVAR-2, Run: 047, F, 0, 100, 0, 0, 0, 0, 0, 0, 122, 0, 0, 0, 0, 0, 1, 6, 0, 6, 0, 91, 1, 11, 91, 22, 99, 56, 71, 9038, 8905, 8834, 8757, 8675, 89, 1863, 71, 77, 82, 70, 8605, 8599, 620, 326, 227, 193, 1243, 294
INVAR-2, Run: 048, F, 0, 0, 0, 100, 0, 0, 0, 0, 122, 0, 0, 0, 0, 0, 1, 6, 0, 6, 0, 533, 543, 453, 533, 22, 75, 47, 26, 10747, 10600, 10492, 10409, 10330, 103, 2759, 108, 83, 79, 98, 10232, 10226, 530, 248, 173, 148, 2229, 282
INVAR-2, Run: 049, F, 0, 100, 0, 0, 0, 0, 0, 0, 122, 0, 0, 0, 0, 0, 1, 6, 0, 6, 0, 91, 1, 11, 91, 22, 83, 53, 78, 7322, 7209, 7151, 7101, 7044, 69, 1596, 58, 50, 57, 68, 6976, 6970, 547, 314, 231, 200, 1049, 233
INVAR-2, Run: 050, F, 100, 0, 0, 0, 0, 0, 0, 0, 124, 0, 0, 0, 0, 0, 1, 6, 0, 2, 0, 300, 310, 320, 300, 24, 99, 46, 61, 7228, 7118, 7048, 6997, 6944, 62, 2487, 70, 51, 53, 53, 6891, 6889, 582, 306, 207, 185, 1905, 276
INVAR-2, Run: 051, F, 100, 0, 0, 0, 0, 0, 0, 0, 123, 0, 0, 0, 1, 0, 1, 6, 0, 3, 0, 317, 327, 337, 317, 23, 123, 75, 168, 5867, 5763, 5707, 5645, 5590, 58, 2920, 56, 62, 54, 34, 5556, 5553, 817, 466, 343, 291, 2103, 351
INVAR-2, Run: 052, F, 0, 0, 0, 100, 0, 0, 0, 0, 123, 0, 0, 0, 0, 0, 1, 6, 0, 4, 0, 95, 105, 15, 95, 23, 120, 43, 30, 7446, 7324, 7264, 7202, 7149, 76, 1871, 60, 62, 53, 48, 7101, 7097, 601, 293, 173, 153, 1270, 308
INVAR-2, Run: 053, F, 0, 100, 0, 0, 0, 0, 0, 0, 123, 0, 0, 0, 0, 0, 1, 6, 0, 4, 0, 90, 0, 10, 90, 23, 69, 42, 45, 6963, 6858, 6811, 6761, 6695, 59, 1468, 47, 50, 66, 54, 6641, 6637, 488, 256, 187, 168, 980, 232
INVAR-2, Run: 054, F, 0, 0, 0, 100, 0, 0, 0, 0, 122, 0, 0, 1, 0, 0, 1, 6, 0, 5, 0, 559, 569, 479, 559, 22, 171, 123, 272, 8474, 8358, 8263, 8206, 8148, 72, 3767, 95, 56, 58, 59, 8089, 8084, 1121, 666, 495, 394, 2646, 455
INVAR-2, Run: 055, F, 0, 0, 0, 100, 0, 0, 0, 0, 122, 0, 0, 0, 0, 0, 1, 6, 0, 6, 0, 198, 208, 118, 198, 22, 86, 46, 43, 8382, 8264, 8191, 8110, 8051, 74, 2087, 73, 81, 59, 64, 7987, 7981, 542, 275, 189, 165, 1545, 267
INVAR-2, Run: 056, F, 0, 100, 0, 0, 0, 0, 0, 0, 124, 0, 0, 0, 0, 0, 1, 6, 0, 2, 0, 315, 225, 235, 315, 24, 93, 67, 96, 4183, 4110, 4067, 4027, 4003, 25, 2651, 43, 40, 24, 35, 3968, 3966, 666, 356, 263, 220, 1985, 310
INVAR-2, Run: 057, F, 0, 0, 0, 100, 0, 0, 0, 0, 122, 0, 0, 0, 0, 0, 1, 6, 0, 6, 0, 90, 100, 10, 90, 22, 92, 64, 46, 9397, 9267, 9193, 9116, 9054, 86, 1716, 74, 77, 62, 63, 8991, 8985, 528, 302, 210, 168, 1188, 226
INVAR-2, Run: 058, F, 100, 0, 0, 0, 1, 0, 0, 0, 121, 0, 0, 0, 0, 1, 1, 6, 0, 6, 0, 92, 102, 112, 92, 21, 60, 29, 52, 9720, 9593, 9530, 9459, 9372, 84, 1561, 63, 71, 87, 57, 9314, 9308, 453, 241, 181, 173, 1108, 212
INVAR-2, Run: 059, F, 0, 100, 0, 0, 0, 0, 0, 0, 120, 0, 0, 0, 0, 0, 1, 6, 0, 10, 0, 308, 218, 228, 308, 20, 90, 55, 89, 10941, 10807, 10714, 10635, 10546, 94, 2731, 93, 79, 89, 105, 10441, 10431, 664, 334, 244, 209, 2067, 330
INVAR-2, Run: 060, F, 0, 0, 0, 100, 0, 0, 0, 0, 121, 0, 0, 0, 1, 0, 1, 6, 0, 7, 0, 91, 101, 11, 91, 21, 83, 55, 53, 8332, 8217, 8142, 8084, 8003, 73, 1486, 75, 58, 80, 81, 7922, 7915, 553, 291, 208, 174, 933, 262
INVAR-2, Run: 061, F, 0, 100, 0, 0, 0, 0, 0, 0, 123, 0, 0, 0, 0, 0, 1, 6, 0, 4, 0, 197, 107, 117, 197, 23, 55, 28, 16, 8545, 8431, 8353, 8285, 8221, 68, 1776, 78, 68, 64, 62, 8159, 8155, 409, 199, 144, 139, 1367, 210
INVAR-2, Run: 062, F, 100, 0, 0, 0, 0, 0, 0, 0, 122, 0, 0, 0, 0, 0, 1, 6, 0, 6, 0, 417, 427, 437, 417, 22, 77, 41, 44, 9643, 9514, 9423, 9341, 9265, 85, 2535, 91, 82, 76, 72, 9193, 9187, 522, 262, 185, 166, 2013, 260
INVAR-2, Run: 063, F, 100, 0, 0, 0, 0, 0, 0, 0, 123, 0, 0, 0, 0, 0, 1, 6, 0, 4, 0, 190, 200, 210, 190, 23, 141, 72, 160, 5700, 5590, 5546, 5499, 5448, 64, 2525, 44, 47, 51, 58, 5390, 5386, 855, 473, 332, 283, 1670, 382
INVAR-2, Run: 064, F, 100, 0, 0, 0, 0, 0, 0, 0, 122, 0, 0, 0, 0, 0, 1, 6, 0, 6, 0, 91, 101, 111, 91, 22, 96, 54, 40, 8847, 8718, 8642, 8572, 8490, 85, 1804, 76, 70, 82, 70, 8420, 8414, 573, 290, 194, 162, 1231, 283
INVAR-2, Run: 065, F, 100, 0, 0, 0, 0, 0, 0, 0, 123, 0, 0, 0, 0, 0, 1, 6, 0, 4, 0, 209, 219, 229, 209, 23, 90, 49, 66, 6916, 6812, 6754, 6693, 6632, 58, 2160, 58, 61, 61, 51, 6581, 6577, 535, 305, 215, 189, 1625, 230
INVAR-2, Run: 066, F, 0, 100, 0, 0, 0, 0, 0, 0, 124, 0, 0, 0, 0, 0, 1, 6, 0, 2, 0, 90, 0, 10, 90, 24, 91, 40, 75, 8420, 8294, 8229, 8167, 8103, 78, 1407, 65, 62, 64, 56, 8047, 8045, 536, 306, 215, 199, 871, 230
