Input Number, Run_Number, Result@ 100, C, F, D, X1, A, B, PO, CO, Y, PE, CE, E, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-10, Run: 047, P, 0, 0, 764, 0, 0, 0, 0, 0, 0, 1, 0, 100, 82, 200, 6890, 65, 65, 6890, 100, 55, 44, 100, 59, 200, 2570, 1244
INVAR-10, Run: 048, P, 0, 0, 776, 0, 0, 0, 0, 0, 2, 1, 2, 99, 88, 200, 7397, 75, 73, 7397, 100, 61, 38, 99, 56, 200, 1776, 844
INVAR-10, Run: 049, P, 0, 0, 796, 0, 0, 0, 0, 0, 0, 1, 0, 100, 98, 200, 7494, 63, 63, 7494, 100, 59, 40, 100, 51, 200, 1824, 863
INVAR-10, Run: 050, P, 0, 0, 788, 0, 0, 0, 0, 0, 0, 1, 0, 100, 94, 200, 5733, 63, 63, 5733, 100, 67, 32, 100, 53, 200, 782, 344
INVAR-10, Run: 051, P, 0, 0, 772, 0, 0, 0, 0, 0, 0, 1, 0, 100, 86, 200, 7053, 63, 63, 7053, 100, 72, 27, 100, 57, 200, 1920, 917
INVAR-10, Run: 052, P, 0, 0, 768, 0, 0, 0, 0, 0, 2, 1, 2, 99, 84, 200, 5404, 61, 59, 5404, 100, 62, 37, 99, 58, 200, 1518, 717
INVAR-10, Run: 053, P, 0, 0, 764, 0, 0, 0, 0, 0, 0, 1, 0, 100, 82, 200, 6418, 58, 58, 6418, 100, 64, 35, 100, 59, 200, 1544, 731
INVAR-10, Run: 054, P, 0, 0, 776, 0, 0, 0, 0, 0, 0, 1, 0, 100, 88, 200, 6992, 58, 58, 6992, 100, 59, 40, 100, 56, 200, 1118, 515
INVAR-10, Run: 055, P, 0, 0, 776, 0, 0, 0, 0, 0, 0, 1, 0, 100, 88, 200, 5661, 76, 76, 5661, 100, 54, 45, 100, 56, 200, 1542, 727
INVAR-10, Run: 056, P, 0, 0, 792, 0, 0, 0, 0, 0, 2, 1, 2, 99, 96, 200, 5660, 68, 66, 5660, 100, 55, 44, 99, 52, 200, 1398, 651
INVAR-10, Run: 057, P, 0, 1, 771, 0, 0, 0, 0, 0, 2, 1, 2, 99, 85, 200, 6701, 78, 76, 6701, 100, 65, 34, 99, 57, 200, 1730, 822
INVAR-10, Run: 058, P, 0, 0, 768, 0, 0, 0, 0, 0, 0, 1, 0, 100, 84, 200, 8480, 79, 79, 8480, 100, 68, 31, 100, 58, 200, 2040, 978
INVAR-10, Run: 059, P, 0, 0, 780, 0, 0, 0, 0, 0, 2, 1, 2, 99, 90, 200, 7928, 78, 76, 7928, 100, 62, 37, 99, 55, 200, 1190, 550
INVAR-10, Run: 060, P, 0, 0, 776, 0, 0, 0, 0, 0, 0, 1, 0, 100, 88, 200, 6752, 59, 59, 6752, 100, 61, 38, 100, 56, 200, 1360, 636
INVAR-10, Run: 061, P, 0, 0, 760, 0, 0, 0, 0, 0, 2, 1, 2, 99, 80, 200, 6878, 74, 72, 6878, 100, 63, 36, 99, 60, 200, 2734, 1327
INVAR-10, Run: 062, P, 0, 0, 772, 0, 0, 0, 0, 0, 0, 1, 0, 100, 86, 200, 7202, 44, 44, 7202, 100, 67, 32, 100, 57, 200, 1232, 573
INVAR-10, Run: 063, P, 0, 0, 764, 0, 0, 0, 0, 0, 0, 1, 0, 100, 82, 200, 6150, 54, 54, 6150, 100, 73, 26, 100, 59, 200, 1182, 550
INVAR-10, Run: 064, P, 0, 0, 784, 0, 0, 0, 0, 0, 0, 1, 0, 100, 92, 200, 8185, 46, 46, 8185, 100, 74, 25, 100, 54, 200, 1642, 775
INVAR-10, Run: 065, P, 0, 0, 760, 0, 0, 0, 0, 0, 2, 1, 2, 99, 80, 200, 5538, 60, 58, 5538, 100, 62, 37, 99, 60, 200, 1388, 654
INVAR-10, Run: 066, P, 0, 1, 775, 0, 0, 0, 0, 0, 0, 1, 0, 100, 87, 200, 7321, 71, 71, 7321, 100, 63, 36, 100, 56, 200, 1082, 497
INVAR-10, Run: 067, P, 0, 0, 772, 0, 0, 0, 0, 0, 0, 1, 0, 100, 86, 200, 5902, 56, 56, 5902, 100, 61, 38, 100, 57, 200, 2614, 1264
INVAR-10, Run: 068, P, 0, 0, 776, 0, 0, 0, 0, 0, 2, 1, 2, 99, 88, 200, 4837, 54, 52, 4837, 100, 60, 39, 99, 56, 200, 1644, 778
INVAR-10, Run: 069, P, 0, 0, 772, 0, 0, 0, 0, 0, 2, 1, 2, 99, 86, 200, 5876, 59, 57, 5876, 100, 64, 35, 99, 57, 200, 1148, 531
INVAR-10, Run: 070, P, 0, 0, 756, 0, 0, 0, 0, 0, 0, 1, 0, 100, 78, 200, 6180, 72, 72, 6180, 100, 54, 45, 100, 61, 200, 876, 399
INVAR-10, Run: 071, P, 0, 0, 752, 0, 0, 0, 0, 0, 0, 1, 0, 100, 76, 200, 6595, 68, 68, 6595, 100, 69, 30, 100, 62, 200, 2900, 1412
INVAR-10, Run: 072, P, 0, 1, 791, 0, 0, 0, 0, 0, 2, 1, 2, 99, 95, 200, 7543, 87, 85, 7543, 100, 56, 43, 99, 52, 200, 1668, 786
INVAR-10, Run: 073, P, 0, 0, 800, 0, 0, 0, 0, 0, 0, 1, 0, 100, 100, 200, 7447, 58, 58, 7447, 100, 56, 43, 100, 50, 200, 2060, 980
INVAR-10, Run: 074, P, 0, 0, 776, 0, 0, 0, 0, 0, 0, 1, 0, 100, 88, 200, 6450, 67, 67, 6450, 100, 55, 44, 100, 56, 200, 1796, 854
INVAR-10, Run: 075, P, 0, 0, 804, 0, 0, 0, 0, 0, 0, 1, 0, 100, 102, 200, 7324, 65, 65, 7324, 100, 61, 38, 100, 49, 200, 1342, 620
INVAR-10, Run: 076, P, 0, 0, 776, 0, 0, 0, 0, 0, 2, 1, 2, 99, 88, 200, 5982, 73, 71, 5982, 100, 66, 33, 99, 56, 200, 1568, 740
INVAR-10, Run: 077, P, 0, 0, 768, 0, 0, 0, 0, 0, 2, 1, 2, 99, 84, 200, 5518, 71, 69, 5518, 100, 54, 45, 99, 58, 200, 1476, 696
INVAR-10, Run: 078, P, 0, 0, 760, 0, 0, 0, 0, 0, 0, 1, 0, 100, 80, 200, 8749, 58, 58, 8749, 100, 65, 34, 100, 60, 200, 1714, 817
INVAR-10, Run: 079, P, 0, 0, 756, 0, 0, 0, 0, 0, 0, 1, 0, 100, 78, 200, 5781, 68, 68, 5781, 100, 65, 34, 100, 61, 200, 1390, 656
INVAR-10, Run: 080, P, 0, 1, 807, 0, 0, 0, 0, 0, 0, 1, 0, 100, 103, 200, 6219, 56, 56, 6219, 100, 64, 35, 100, 48, 200, 1546, 721
INVAR-10, Run: 081, P, 0, 0, 772, 0, 0, 0, 0, 0, 2, 1, 2, 99, 86, 200, 6216, 76, 74, 6216, 100, 58, 41, 99, 57, 200, 1666, 790
INVAR-10, Run: 082, P, 0, 1, 779, 0, 0, 0, 0, 0, 0, 1, 0, 100, 89, 200, 6522, 57, 57, 6522, 100, 71, 28, 100, 55, 200, 1132, 521
INVAR-10, Run: 083, P, 0, 0, 772, 0, 0, 0, 0, 0, 2, 1, 2, 99, 86, 200, 7140, 57, 55, 7140, 100, 54, 45, 99, 57, 200, 3618, 1766
INVAR-10, Run: 084, P, 0, 0, 780, 0, 0, 0, 0, 0, 0, 1, 0, 100, 90, 200, 7314, 62, 62, 7314, 100, 66, 33, 100, 55, 200, 1878, 894
INVAR-10, Run: 085, P, 0, 0, 756, 0, 0, 0, 0, 0, 2, 1, 2, 99, 78, 200, 5836, 72, 70, 5836, 100, 68, 31, 99, 61, 200, 2082, 1002
INVAR-10, Run: 086, P, 0, 0, 804, 0, 0, 0, 0, 0, 0, 1, 0, 100, 102, 200, 8064, 79, 79, 8064, 100, 70, 29, 100, 49, 200, 1842, 870
INVAR-10, Run: 087, P, 0, 0, 744, 0, 0, 0, 0, 0, 0, 1, 0, 100, 72, 200, 8139, 77, 77, 8139, 100, 68, 31, 100, 64, 200, 2892, 1410
INVAR-10, Run: 088, P, 0, 0, 792, 0, 0, 0, 0, 0, 0, 1, 0, 100, 96, 200, 5831, 63, 63, 5831, 100, 70, 29, 100, 52, 200, 2330, 1117
INVAR-10, Run: 089, P, 0, 0, 756, 0, 0, 0, 0, 0, 0, 1, 0, 100, 78, 200, 6751, 81, 81, 6751, 100, 71, 28, 100, 61, 200, 1484, 703
INVAR-10, Run: 090, P, 0, 0, 744, 0, 0, 0, 0, 0, 2, 1, 2, 99, 72, 200, 5510, 72, 70, 5510, 100, 60, 39, 99, 64, 200, 2278, 1103
INVAR-10, Run: 091, P, 0, 0, 768, 0, 0, 0, 0, 0, 2, 1, 2, 99, 84, 200, 6478, 77, 75, 6478, 100, 59, 40, 99, 58, 200, 4174, 2045
INVAR-10, Run: 092, P, 0, 0, 804, 0, 0, 0, 0, 0, 0, 1, 0, 100, 102, 200, 5731, 65, 65, 5731, 100, 67, 32, 100, 49, 200, 1192, 545
INVAR-10, Run: 093, P, 0, 0, 788, 0, 0, 0, 0, 0, 0, 1, 0, 100, 94, 200, 5312, 66, 66, 5312, 100, 67, 32, 100, 53, 200, 1412, 659
INVAR-10, Run: 094, P, 0, 0, 788, 0, 0, 0, 0, 0, 2, 1, 2, 99, 94, 200, 6553, 57, 55, 6553, 100, 63, 36, 99, 53, 200, 1494, 700
INVAR-10, Run: 095, P, 0, 0, 792, 0, 0, 0, 0, 0, 0, 1, 0, 100, 96, 200, 8394, 60, 60, 8394, 100, 55, 44, 100, 52, 200, 3360, 1632
INVAR-10, Run: 096, P, 0, 0, 772, 0, 0, 0, 0, 0, 0, 1, 0, 100, 86, 200, 5497, 57, 57, 5497, 100, 60, 39, 100, 57, 200, 2008, 961
INVAR-10, Run: 097, P, 0, 0, 784, 0, 0, 0, 0, 0, 0, 1, 0, 100, 92, 200, 8576, 60, 60, 8576, 100, 52, 47, 100, 54, 200, 1882, 895
INVAR-10, Run: 098, P, 0, 0, 776, 0, 0, 0, 0, 0, 0, 1, 0, 100, 88, 200, 6300, 52, 52, 6300, 100, 51, 48, 100, 56, 200, 1584, 748
INVAR-10, Run: 099, P, 0, 0, 760, 0, 0, 0, 0, 0, 0, 1, 0, 100, 80, 200, 6225, 57, 57, 6225, 100, 61, 38, 100, 60, 200, 1746, 833
INVAR-10, Run: 100, P, 0, 0, 768, 0, 0, 0, 0, 0, 0, 1, 0, 100, 84, 200, 7156, 65, 65, 7156, 100, 68, 31, 100, 58, 200, 1870, 893
INVAR-2, Run: 001, P, 0, 1, 223, 0, 0, 0, 0, 0, 0, 1, 0, 28, 27, 56, 1151, 23, 23, 1151, 28, 19, 8, 28, 14, 56, 232, 102
INVAR-2, Run: 002, P, 0, 0, 212, 0, 0, 0, 0, 0, 2, 1, 2, 27, 22, 56, 862, 16, 14, 862, 28, 18, 9, 27, 17, 56, 178, 78
INVAR-2, Run: 003, P, 0, 0, 220, 0, 0, 0, 0, 0, 0, 1, 0, 28, 26, 56, 733, 16, 16, 733, 28, 21, 6, 28, 15, 56, 202, 88
INVAR-2, Run: 004, P, 0, 1, 215, 0, 0, 0, 0, 0, 0, 1, 0, 28, 23, 56, 862, 17, 17, 862, 28, 17, 10, 28, 16, 56, 148, 62
INVAR-2, Run: 005, P, 0, 0, 196, 0, 0, 0, 0, 0, 0, 1, 0, 28, 14, 56, 575, 16, 16, 575, 28, 11, 16, 28, 21, 56, 622, 304
INVAR-2, Run: 006, P, 0, 0, 216, 0, 0, 0, 0, 0, 0, 1, 0, 28, 24, 56, 851, 14, 14, 851, 28, 20, 7, 28, 16, 56, 254, 115
INVAR-2, Run: 007, P, 0, 0, 224, 0, 0, 0, 0, 0, 2, 1, 2, 27, 28, 56, 897, 21, 19, 897, 28, 16, 11, 27, 14, 56, 260, 116
INVAR-2, Run: 008, P, 0, 0, 212, 0, 0, 0, 0, 0, 0, 1, 0, 28, 22, 56, 732, 19, 19, 732, 28, 18, 9, 28, 17, 56, 480, 229
INVAR-2, Run: 009, P, 0, 1, 215, 0, 0, 0, 0, 0, 0, 1, 0, 28, 23, 56, 942, 19, 19, 942, 28, 17, 10, 28, 16, 56, 438, 207
INVAR-2, Run: 010, P, 0, 1, 211, 0, 0, 0, 0, 0, 0, 1, 0, 28, 21, 56, 1272, 20, 20, 1272, 28, 18, 9, 28, 17, 56, 188, 83
INVAR-2, Run: 011, P, 0, 0, 232, 0, 0, 0, 0, 0, 0, 1, 0, 28, 32, 56, 726, 14, 14, 726, 28, 18, 9, 28, 12, 56, 198, 83
INVAR-2, Run: 012, P, 0, 0, 224, 0, 0, 0, 0, 0, 0, 1, 0, 28, 28, 56, 973, 18, 18, 973, 28, 17, 10, 28, 14, 56, 230, 101
INVAR-2, Run: 013, P, 0, 1, 231, 0, 0, 0, 0, 0, 2, 1, 2, 27, 31, 56, 1082, 24, 22, 1082, 28, 16, 11, 27, 12, 56, 592, 280
INVAR-2, Run: 014, P, 0, 0, 216, 0, 0, 0, 0, 0, 2, 1, 2, 27, 24, 56, 796, 23, 21, 796, 28, 14, 13, 27, 16, 56, 304, 140
INVAR-2, Run: 015, P, 0, 0, 212, 0, 0, 0, 0, 0, 0, 1, 0, 28, 22, 56, 859, 22, 22, 859, 28, 12, 15, 28, 17, 56, 136, 57
INVAR-2, Run: 016, P, 0, 1, 211, 0, 0, 0, 0, 0, 0, 1, 0, 28, 21, 56, 1041, 15, 15, 1041, 28, 20, 7, 28, 17, 56, 352, 165
INVAR-2, Run: 017, P, 0, 1, 219, 0, 0, 0, 0, 0, 0, 1, 0, 28, 25, 56, 719, 12, 12, 719, 28, 19, 8, 28, 15, 56, 208, 91
INVAR-2, Run: 018, P, 0, 0, 228, 0, 0, 0, 0, 0, 0, 1, 0, 28, 30, 56, 1045, 20, 20, 1045, 28, 16, 11, 28, 13, 56, 214, 92
INVAR-2, Run: 019, P, 0, 0, 224, 0, 0, 0, 0, 0, 0, 1, 0, 28, 28, 56, 875, 14, 14, 875, 28, 17, 10, 28, 14, 56, 140, 56
INVAR-2, Run: 020, P, 0, 0, 212, 0, 0, 0, 0, 0, 2, 1, 2, 27, 22, 56, 721, 23, 21, 721, 28, 12, 15, 27, 17, 56, 756, 367
INVAR-2, Run: 021, P, 0, 0, 212, 0, 0, 0, 0, 0, 2, 1, 2, 27, 22, 56, 895, 18, 16, 895, 28, 16, 11, 27, 17, 56, 404, 191
INVAR-2, Run: 022, P, 0, 1, 215, 0, 0, 0, 0, 0, 0, 1, 0, 28, 23, 56, 823, 14, 14, 823, 28, 17, 10, 28, 16, 56, 282, 129
INVAR-2, Run: 023, P, 0, 0, 204, 0, 0, 0, 0, 0, 0, 1, 0, 28, 18, 56, 546, 19, 19, 546, 28, 16, 11, 28, 19, 56, 322, 152
INVAR-2, Run: 024, P, 0, 0, 236, 0, 0, 0, 0, 0, 2, 1, 2, 27, 34, 56, 1081, 29, 27, 1081, 28, 20, 7, 27, 11, 56, 140, 53
INVAR-2, Run: 025, P, 0, 0, 216, 0, 0, 0, 0, 0, 0, 1, 0, 28, 24, 56, 847, 23, 23, 847, 28, 15, 12, 28, 16, 56, 194, 85
INVAR-2, Run: 026, P, 0, 0, 212, 0, 0, 0, 0, 0, 2, 1, 2, 27, 22, 56, 888, 17, 15, 888, 28, 18, 9, 27, 17, 56, 258, 118
INVAR-2, Run: 027, P, 0, 0, 224, 0, 0, 0, 0, 0, 0, 1, 0, 28, 28, 56, 662, 10, 10, 662, 28, 20, 7, 28, 14, 56, 216, 94
INVAR-2, Run: 028, P, 0, 0, 236, 0, 0, 0, 0, 0, 0, 1, 0, 28, 34, 56, 729, 11, 11, 729, 28, 19, 8, 28, 11, 56, 234, 100
INVAR-2, Run: 029, P, 0, 0, 212, 0, 0, 0, 0, 0, 2, 1, 2, 27, 22, 56, 790, 21, 19, 790, 28, 18, 9, 27, 17, 56, 250, 114
INVAR-2, Run: 030, P, 0, 0, 220, 0, 0, 0, 0, 0, 0, 1, 0, 28, 26, 56, 837, 16, 16, 837, 28, 16, 11, 28, 15, 56, 222, 98
INVAR-2, Run: 031, P, 0, 0, 200, 0, 0, 0, 0, 0, 0, 1, 0, 28, 16, 56, 734, 18, 18, 734, 28, 20, 7, 28, 20, 56, 410, 197
INVAR-2, Run: 032, P, 0, 0, 224, 0, 0, 0, 0, 0, 2, 1, 2, 27, 28, 56, 671, 17, 15, 671, 28, 21, 6, 27, 14, 56, 342, 157
INVAR-2, Run: 033, P, 0, 0, 208, 0, 0, 0, 0, 0, 0, 1, 0, 28, 20, 56, 754, 22, 22, 754, 28, 19, 8, 28, 18, 56, 320, 150
INVAR-2, Run: 034, P, 0, 1, 207, 0, 0, 0, 0, 0, 0, 1, 0, 28, 19, 56, 808, 9, 9, 808, 28, 19, 8, 28, 18, 56, 436, 208
INVAR-2, Run: 035, P, 0, 0, 212, 0, 0, 0, 0, 0, 2, 1, 2, 27, 22, 56, 1429, 26, 24, 1429, 28, 19, 8, 27, 17, 56, 280, 129
INVAR-2, Run: 036, P, 0, 0, 228, 0, 0, 0, 0, 0, 0, 1, 0, 28, 30, 56, 1507, 21, 21, 1507, 28, 19, 8, 28, 13, 56, 218, 94
INVAR-2, Run: 037, P, 0, 0, 208, 0, 0, 0, 0, 0, 2, 1, 2, 27, 20, 56, 944, 14, 12, 944, 28, 17, 10, 27, 18, 56, 232, 106
INVAR-2, Run: 038, P, 0, 1, 219, 0, 0, 0, 0, 0, 2, 1, 2, 27, 25, 56, 1200, 20, 18, 1200, 28, 15, 12, 27, 15, 56, 428, 201
INVAR-2, Run: 039, P, 0, 0, 212, 0, 0, 0, 0, 0, 0, 1, 0, 28, 22, 56, 1016, 17, 17, 1016, 28, 21, 6, 28, 17, 56, 470, 224
INVAR-2, Run: 040, P, 0, 0, 224, 0, 0, 0, 0, 0, 0, 1, 0, 28, 28, 56, 915, 29, 29, 915, 28, 14, 13, 28, 14, 56, 282, 127
INVAR-2, Run: 041, P, 0, 1, 231, 0, 0, 0, 0, 0, 0, 1, 0, 28, 31, 56, 1171, 17, 17, 1171, 28, 19, 8, 28, 12, 56, 324, 146
INVAR-2, Run: 042, P, 0, 0, 220, 0, 0, 0, 0, 0, 0, 1, 0, 28, 26, 56, 599, 20, 20, 599, 28, 10, 17, 28, 15, 56, 168, 71
INVAR-2, Run: 043, P, 0, 0, 208, 0, 0, 0, 0, 0, 0, 1, 0, 28, 20, 56, 673, 19, 19, 673, 28, 17, 10, 28, 18, 56, 230, 105
INVAR-2, Run: 044, P, 0, 0, 196, 0, 0, 0, 0, 0, 0, 1, 0, 28, 14, 56, 727, 17, 17, 727, 28, 18, 9, 28, 21, 56, 320, 153
INVAR-2, Run: 045, P, 0, 1, 211, 0, 0, 0, 0, 0, 0, 1, 0, 28, 21, 56, 879, 16, 16, 879, 28, 19, 8, 28, 17, 56, 352, 165
INVAR-2, Run: 046, P, 0, 0, 204, 0, 0, 0, 0, 0, 0, 1, 0, 28, 18, 56, 923, 15, 15, 923, 28, 20, 7, 28, 19, 56, 260, 121
INVAR-2, Run: 047, P, 0, 0, 224, 0, 0, 0, 0, 0, 2, 1, 2, 27, 28, 56, 803, 19, 17, 803, 28, 15, 12, 27, 14, 56, 440, 206
INVAR-2, Run: 048, P, 0, 0, 228, 0, 0, 0, 0, 0, 2, 1, 2, 27, 30, 56, 1593, 23, 21, 1593, 28, 15, 12, 27, 13, 56, 80, 25
INVAR-2, Run: 049, P, 0, 0, 220, 0, 0, 0, 0, 0, 0, 1, 0, 28, 26, 56, 786, 14, 14, 786, 28, 20, 7, 28, 15, 56, 206, 90
INVAR-2, Run: 050, P, 0, 0, 212, 0, 0, 0, 0, 0, 0, 1, 0, 28, 22, 56, 743, 17, 17, 743, 28, 18, 9, 28, 17, 56, 512, 245
INVAR-2, Run: 051, P, 0, 0, 220, 0, 0, 0, 0, 0, 0, 1, 0, 28, 26, 56, 775, 14, 14, 775, 28, 18, 9, 28, 15, 56, 190, 82
INVAR-2, Run: 052, P, 0, 0, 220, 0, 0, 0, 0, 0, 2, 1, 2, 27, 26, 56, 424, 25, 23, 424, 28, 17, 10, 27, 15, 56, 144, 59
INVAR-2, Run: 053, P, 0, 1, 219, 0, 0, 0, 0, 0, 0, 1, 0, 28, 25, 56, 1228, 16, 16, 1228, 28, 18, 9, 28, 15, 56, 286, 130
INVAR-2, Run: 054, P, 0, 0, 212, 0, 0, 0, 0, 0, 2, 1, 2, 27, 22, 56, 544, 12, 10, 544, 28, 19, 8, 27, 17, 56, 226, 102
INVAR-2, Run: 055, P, 0, 0, 228, 0, 0, 0, 0, 0, 0, 1, 0, 28, 30, 56, 927, 19, 19, 927, 28, 10, 17, 28, 13, 56, 452, 211
INVAR-2, Run: 056, P, 0, 0, 208, 0, 0, 0, 0, 0, 0, 1, 0, 28, 20, 56, 1020, 31, 31, 1020, 28, 21, 6, 28, 18, 56, 354, 167
INVAR-2, Run: 057, P, 0, 0, 220, 0, 0, 0, 0, 0, 0, 1, 0, 28, 26, 56, 816, 13, 13, 816, 28, 19, 8, 28, 15, 56, 250, 112
INVAR-2, Run: 058, P, 0, 0, 220, 0, 0, 0, 0, 0, 2, 1, 2, 27, 26, 56, 953, 13, 11, 953, 28, 21, 6, 27, 15, 56, 314, 144
INVAR-2, Run: 059, P, 0, 0, 216, 0, 0, 0, 0, 0, 0, 1, 0, 28, 24, 56, 914, 24, 24, 914, 28, 12, 15, 28, 16, 56, 200, 88
INVAR-2, Run: 060, P, 0, 0, 212, 0, 0, 0, 0, 0, 0, 1, 0, 28, 22, 56, 1454, 18, 18, 1454, 28, 20, 7, 28, 17, 56, 348, 163
INVAR-2, Run: 061, P, 0, 0, 204, 0, 0, 0, 0, 0, 0, 1, 0, 28, 18, 56, 924, 21, 21, 924, 28, 18, 9, 28, 19, 56, 628, 305
INVAR-2, Run: 062, P, 0, 0, 208, 0, 0, 0, 0, 0, 0, 1, 0, 28, 20, 56, 722, 26, 26, 722, 28, 17, 10, 28, 18, 56, 166, 73
INVAR-2, Run: 063, P, 0, 1, 223, 0, 0, 0, 0, 0, 0, 1, 0, 28, 27, 56, 1119, 17, 17, 1119, 28, 17, 10, 28, 14, 56, 132, 52
INVAR-2, Run: 064, P, 0, 1, 219, 0, 0, 0, 0, 0, 0, 1, 0, 28, 25, 56, 1001, 21, 21, 1001, 28, 15, 12, 28, 15, 56, 232, 103
INVAR-2, Run: 065, P, 0, 0, 224, 0, 0, 0, 0, 0, 0, 1, 0, 28, 28, 56, 911, 16, 16, 911, 28, 13, 14, 28, 14, 56, 278, 125
INVAR-2, Run: 066, P, 0, 0, 216, 0, 0, 0, 0, 0, 0, 1, 0, 28, 24, 56, 917, 14, 14, 917, 28, 16, 11, 28, 16, 56, 216, 96
INVAR-2, Run: 067, P, 0, 0, 224, 0, 0, 0, 0, 0, 0, 1, 0, 28, 28, 56, 985, 14, 14, 985, 28, 22, 5, 28, 14, 56, 248, 110
INVAR-2, Run: 068, P, 0, 0, 200, 0, 0, 0, 0, 0, 0, 1, 0, 28, 16, 56, 930, 17, 17, 930, 28, 21, 6, 28, 20, 56, 238, 111
INVAR-2, Run: 069, P, 0, 0, 216, 0, 0, 0, 0, 0, 2, 1, 2, 27, 24, 56, 937, 13, 11, 937, 28, 15, 12, 27, 16, 56, 336, 156
INVAR-2, Run: 070, P, 0, 0, 216, 0, 0, 0, 0, 0, 0, 1, 0, 28, 24, 56, 1114, 19, 19, 1114, 28, 19, 8, 28, 16, 56, 242, 109
INVAR-2, Run: 071, P, 0, 0, 228, 0, 0, 0, 0, 0, 0, 1, 0, 28, 30, 56, 1066, 26, 26, 1066, 28, 18, 9, 28, 13, 56, 232, 101
INVAR-2, Run: 072, P, 0, 0, 216, 0, 0, 0, 0, 0, 2, 1, 2, 27, 24, 56, 934, 9, 7, 934, 28, 21, 6, 27, 16, 56, 158, 67
INVAR-2, Run: 073, P, 0, 0, 208, 0, 0, 0, 0, 0, 2, 1, 2, 27, 20, 56, 825, 15, 13, 825, 28, 11, 16, 27, 18, 56, 356, 168
INVAR-2, Run: 074, P, 0, 0, 208, 0, 0, 0, 0, 0, 2, 1, 2, 27, 20, 56, 685, 23, 21, 685, 28, 17, 10, 27, 18, 56, 184, 82
INVAR-2, Run: 075, P, 0, 0, 220, 0, 0, 0, 0, 0, 0, 1, 0, 28, 26, 56, 936, 17, 17, 936, 28, 24, 3, 28, 15, 56, 196, 85
INVAR-2, Run: 076, P, 0, 0, 216, 0, 0, 0, 0, 0, 0, 1, 0, 28, 24, 56, 1092, 21, 21, 1092, 28, 19, 8, 28, 16, 56, 326, 151
INVAR-2, Run: 077, P, 0, 1, 215, 0, 0, 0, 0, 0, 0, 1, 0, 28, 23, 56, 1134, 19, 19, 1134, 28, 16, 11, 28, 16, 56, 170, 73
INVAR-2, Run: 078, P, 0, 0, 212, 0, 0, 0, 0, 0, 0, 1, 0, 28, 22, 56, 811, 17, 17, 811, 28, 19, 8, 28, 17, 56, 176, 77
INVAR-2, Run: 079, P, 0, 0, 220, 0, 0, 0, 0, 0, 0, 1, 0, 28, 26, 56, 698, 13, 13, 698, 28, 19, 8, 28, 15, 56, 134, 54
INVAR-2, Run: 080, P, 0, 0, 220, 0, 0, 0, 0, 0, 2, 1, 2, 27, 26, 56, 896, 16, 14, 896, 28, 15, 12, 27, 15, 56, 166, 70
INVAR-2, Run: 081, P, 0, 0, 216, 0, 0, 0, 0, 0, 0, 1, 0, 28, 24, 56, 1026, 21, 21, 1026, 28, 18, 9, 28, 16, 56, 460, 218
INVAR-2, Run: 082, P, 0, 0, 212, 0, 0, 0, 0, 0, 0, 1, 0, 28, 22, 56, 701, 6, 6, 701, 28, 21, 6, 28, 17, 56, 258, 118
INVAR-2, Run: 083, P, 0, 0, 200, 0, 0, 0, 0, 0, 0, 1, 0, 28, 16, 56, 807, 21, 21, 807, 28, 20, 7, 28, 20, 56, 254, 119
INVAR-2, Run: 084, P, 0, 0, 212, 0, 0, 0, 0, 0, 0, 1, 0, 28, 22, 56, 735, 17, 17, 735, 28, 22, 5, 28, 17, 56, 258, 118
INVAR-2, Run: 085, P, 0, 0, 216, 0, 0, 0, 0, 0, 0, 1, 0, 28, 24, 56, 717, 18, 18, 717, 28, 21, 6, 28, 16, 56, 244, 110
INVAR-2, Run: 086, P, 0, 0, 216, 0, 0, 0, 0, 0, 0, 1, 0, 28, 24, 56, 946, 21, 21, 946, 28, 17, 10, 28, 16, 56, 214, 95
INVAR-2, Run: 087, P, 0, 0, 216, 0, 0, 0, 0, 0, 0, 1, 0, 28, 24, 56, 908, 17, 17, 908, 28, 21, 6, 28, 16, 56, 440, 208
INVAR-2, Run: 088, P, 0, 0, 220, 0, 0, 0, 0, 0, 0, 1, 0, 28, 26, 56, 1022, 22, 22, 1022, 28, 17, 10, 28, 15, 56, 180, 77
INVAR-2, Run: 089, P, 0, 0, 220, 0, 0, 0, 0, 0, 0, 1, 0, 28, 26, 56, 729, 18, 18, 729, 28, 16, 11, 28, 15, 56, 130, 52
INVAR-2, Run: 090, P, 0, 0, 220, 0, 0, 0, 0, 0, 0, 1, 0, 28, 26, 56, 795, 22, 22, 795, 28, 22, 5, 28, 15, 56, 142, 58
INVAR-2, Run: 091, P, 0, 0, 208, 0, 0, 0, 0, 0, 0, 1, 0, 28, 20, 56, 817, 23, 23, 817, 28, 18, 9, 28, 18, 56, 214, 97
INVAR-2, Run: 092, P, 0, 0, 220, 0, 0, 0, 0, 0, 0, 1, 0, 28, 26, 56, 897, 21, 21, 897, 28, 15, 12, 28, 15, 56, 300, 137
