Input Number, Run_Number, Result@ 100, PE, Y, M, X1, H, PO, CE, D, CO, A, B, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-10, Run: 063, F, 1, 0, 0, 0, 0, 0, 100, 0, 2, 904, 0, 102, 200, 737, 5618, 100, 62, 37, 100, 302, 453, 837, 5620
INVAR-10, Run: 064, F, 1, 0, 0, 0, 0, 0, 100, 0, 5, 911, 1, 105, 200, 753, 5381, 100, 60, 39, 100, 305, 457, 853, 5386
INVAR-10, Run: 065, F, 1, 0, 0, 0, 0, 0, 100, 0, 0, 900, 0, 100, 200, 702, 4402, 100, 48, 51, 100, 300, 450, 802, 4402
INVAR-10, Run: 066, F, 1, 0, 0, 0, 0, 0, 100, 0, 1, 903, 1, 101, 200, 730, 5592, 100, 54, 45, 100, 301, 451, 830, 5593
INVAR-10, Run: 067, F, 1, 0, 0, 0, 0, 0, 100, 0, 17, 935, 1, 117, 200, 948, 6394, 100, 60, 39, 100, 317, 475, 1048, 6411
INVAR-10, Run: 068, F, 1, 0, 0, 0, 0, 0, 100, 0, 2, 904, 0, 102, 200, 765, 5192, 100, 62, 37, 100, 302, 453, 865, 5194
INVAR-10, Run: 069, F, 1, 0, 0, 0, 0, 0, 100, 0, 7, 915, 1, 107, 200, 804, 5651, 100, 60, 39, 100, 307, 460, 904, 5658
INVAR-10, Run: 070, F, 1, 0, 0, 0, 0, 0, 100, 0, 1, 903, 1, 101, 200, 712, 5338, 100, 63, 36, 100, 301, 451, 812, 5339
INVAR-10, Run: 071, F, 1, 0, 0, 0, 0, 0, 100, 0, 2, 904, 0, 102, 200, 707, 6262, 100, 60, 39, 100, 302, 453, 807, 6264
INVAR-10, Run: 072, F, 1, 0, 0, 0, 0, 0, 100, 0, 1, 903, 1, 101, 200, 674, 5640, 100, 68, 31, 100, 301, 451, 774, 5641
INVAR-10, Run: 073, F, 1, 0, 0, 0, 0, 0, 100, 0, 5, 911, 1, 105, 200, 752, 6401, 100, 60, 39, 100, 305, 457, 852, 6406
INVAR-10, Run: 074, F, 1, 0, 0, 0, 0, 0, 100, 0, 10, 920, 0, 110, 200, 779, 6603, 100, 61, 38, 100, 310, 465, 879, 6613
INVAR-10, Run: 075, F, 1, 0, 0, 0, 0, 0, 100, 0, 10, 920, 0, 110, 200, 999, 6151, 100, 53, 46, 100, 310, 465, 1099, 6161
INVAR-10, Run: 076, F, 1, 0, 0, 0, 0, 0, 100, 0, 7, 915, 1, 107, 200, 752, 6880, 100, 55, 44, 100, 307, 460, 852, 6887
INVAR-10, Run: 077, F, 1, 0, 0, 0, 0, 0, 100, 0, 0, 900, 0, 100, 200, 813, 3846, 100, 59, 40, 100, 300, 450, 913, 3846
INVAR-10, Run: 078, F, 1, 0, 0, 0, 0, 0, 100, 0, 1, 903, 1, 101, 200, 811, 5374, 100, 67, 32, 100, 301, 451, 911, 5375
INVAR-10, Run: 079, F, 1, 0, 0, 0, 0, 0, 100, 0, 7, 915, 1, 107, 200, 767, 6947, 100, 62, 37, 100, 307, 460, 867, 6954
INVAR-10, Run: 080, F, 1, 0, 0, 0, 0, 0, 100, 0, 6, 912, 0, 106, 200, 691, 4839, 100, 63, 36, 100, 306, 459, 791, 4845
INVAR-10, Run: 081, F, 1, 0, 0, 0, 0, 0, 100, 0, 8, 916, 0, 108, 200, 826, 6188, 100, 66, 33, 100, 308, 462, 926, 6196
INVAR-10, Run: 082, F, 1, 0, 0, 0, 0, 0, 100, 0, 0, 900, 0, 100, 200, 846, 5840, 100, 58, 41, 100, 300, 450, 946, 5840
INVAR-10, Run: 083, F, 1, 0, 0, 0, 0, 0, 100, 0, 15, 931, 1, 115, 200, 903, 7105, 100, 59, 40, 100, 315, 472, 1003, 7120
INVAR-10, Run: 084, F, 1, 0, 0, 0, 0, 0, 100, 0, 0, 900, 0, 100, 200, 678, 6235, 100, 58, 41, 100, 300, 450, 778, 6235
INVAR-10, Run: 085, F, 1, 0, 0, 0, 0, 0, 100, 0, 18, 936, 0, 118, 200, 888, 7566, 100, 61, 38, 100, 318, 477, 988, 7584
INVAR-10, Run: 086, F, 1, 0, 0, 0, 0, 0, 100, 0, 8, 916, 0, 108, 200, 823, 6898, 100, 68, 31, 100, 308, 462, 923, 6906
INVAR-10, Run: 087, F, 1, 0, 0, 0, 0, 0, 100, 0, 0, 900, 0, 100, 200, 682, 5847, 100, 62, 37, 100, 300, 450, 782, 5847
INVAR-10, Run: 088, F, 1, 0, 0, 0, 0, 0, 100, 0, 19, 939, 1, 119, 200, 965, 6785, 100, 60, 39, 100, 319, 478, 1065, 6804
INVAR-10, Run: 089, F, 1, 0, 0, 0, 0, 0, 100, 0, 1, 903, 1, 101, 200, 650, 5330, 100, 61, 38, 100, 301, 451, 750, 5331
INVAR-10, Run: 090, F, 1, 0, 0, 0, 0, 0, 100, 0, 12, 924, 0, 112, 200, 729, 6461, 100, 61, 38, 100, 312, 468, 829, 6473
INVAR-10, Run: 091, F, 1, 0, 0, 0, 0, 0, 100, 0, 0, 900, 0, 100, 200, 746, 4636, 100, 55, 44, 100, 300, 450, 846, 4636
INVAR-10, Run: 092, F, 1, 0, 0, 0, 0, 0, 100, 0, 5, 911, 1, 105, 200, 885, 5613, 100, 63, 36, 100, 305, 457, 985, 5618
INVAR-10, Run: 093, F, 1, 0, 0, 0, 0, 0, 100, 0, 20, 940, 0, 120, 200, 883, 6694, 100, 61, 38, 100, 320, 480, 983, 6714
INVAR-10, Run: 094, F, 1, 0, 0, 0, 0, 0, 100, 0, 0, 900, 0, 100, 200, 778, 4951, 100, 57, 42, 100, 300, 450, 878, 4951
INVAR-10, Run: 095, F, 1, 0, 0, 0, 0, 0, 100, 0, 0, 900, 0, 100, 200, 892, 5387, 100, 56, 43, 100, 300, 450, 992, 5387
INVAR-10, Run: 096, F, 1, 0, 0, 0, 0, 0, 100, 0, 3, 907, 1, 103, 200, 777, 6411, 100, 64, 35, 100, 303, 454, 877, 6414
INVAR-10, Run: 097, F, 1, 0, 0, 0, 0, 0, 100, 0, 0, 900, 0, 100, 200, 692, 5477, 100, 68, 31, 100, 300, 450, 792, 5477
INVAR-10, Run: 098, F, 1, 0, 0, 0, 0, 0, 100, 0, 11, 923, 1, 111, 200, 908, 6514, 100, 70, 29, 100, 311, 466, 1008, 6525
INVAR-10, Run: 099, F, 1, 0, 0, 0, 0, 0, 100, 0, 7, 915, 1, 107, 200, 893, 6581, 100, 61, 38, 100, 307, 460, 993, 6588
INVAR-10, Run: 100, F, 1, 0, 0, 0, 0, 0, 100, 0, 16, 932, 0, 116, 200, 860, 7871, 100, 64, 35, 100, 316, 474, 960, 7887
INVAR-2, Run: 001, F, 1, 0, 0, 0, 0, 0, 28, 0, 3, 259, 1, 31, 56, 101, 887, 28, 15, 12, 28, 87, 130, 129, 890
INVAR-2, Run: 002, F, 1, 0, 0, 0, 0, 0, 28, 0, 13, 279, 1, 41, 56, 143, 961, 28, 19, 8, 28, 97, 145, 171, 974
INVAR-2, Run: 003, F, 1, 0, 0, 0, 0, 0, 28, 0, 15, 283, 1, 43, 56, 162, 1129, 28, 13, 14, 28, 99, 148, 190, 1144
INVAR-2, Run: 004, F, 1, 0, 0, 0, 0, 0, 28, 0, 0, 252, 0, 28, 56, 76, 519, 28, 19, 8, 28, 84, 126, 104, 519
INVAR-2, Run: 005, F, 1, 0, 0, 0, 0, 0, 28, 0, 9, 271, 1, 37, 56, 104, 621, 28, 12, 15, 28, 93, 139, 132, 630
INVAR-2, Run: 006, F, 1, 0, 0, 0, 0, 0, 28, 0, 5, 263, 1, 33, 56, 70, 738, 28, 15, 12, 28, 89, 133, 98, 743
INVAR-2, Run: 007, F, 1, 0, 0, 0, 0, 0, 28, 0, 6, 264, 0, 34, 56, 98, 743, 28, 18, 9, 28, 90, 135, 126, 749
INVAR-2, Run: 008, F, 1, 0, 0, 0, 0, 0, 28, 0, 8, 268, 0, 36, 56, 92, 645, 28, 15, 12, 28, 92, 138, 120, 653
INVAR-2, Run: 009, F, 1, 0, 0, 0, 0, 0, 28, 0, 17, 287, 1, 45, 56, 135, 1278, 28, 15, 12, 28, 101, 151, 163, 1295
INVAR-2, Run: 010, F, 1, 0, 0, 0, 0, 0, 28, 0, 2, 256, 0, 30, 56, 91, 537, 28, 20, 7, 28, 86, 129, 119, 539
INVAR-2, Run: 011, F, 1, 0, 0, 0, 0, 0, 28, 0, 2, 256, 0, 30, 56, 90, 1002, 28, 16, 11, 28, 86, 129, 118, 1004
INVAR-2, Run: 012, F, 1, 0, 0, 0, 0, 0, 28, 0, 2, 256, 0, 30, 56, 94, 691, 28, 18, 9, 28, 86, 129, 122, 693
INVAR-2, Run: 013, F, 1, 0, 0, 0, 0, 0, 28, 0, 14, 280, 0, 42, 56, 97, 1174, 28, 20, 7, 28, 98, 147, 125, 1188
INVAR-2, Run: 014, F, 1, 0, 0, 0, 0, 0, 28, 0, 7, 267, 1, 35, 56, 88, 924, 28, 17, 10, 28, 91, 136, 116, 931
INVAR-2, Run: 015, F, 1, 0, 0, 0, 0, 0, 28, 0, 1, 255, 1, 29, 56, 83, 665, 28, 17, 10, 28, 85, 127, 111, 666
INVAR-2, Run: 016, F, 1, 0, 0, 0, 0, 0, 28, 0, 3, 259, 1, 31, 56, 110, 575, 28, 19, 8, 28, 87, 130, 138, 578
INVAR-2, Run: 017, F, 1, 0, 0, 0, 0, 0, 28, 0, 3, 259, 1, 31, 56, 75, 938, 28, 14, 13, 28, 87, 130, 103, 941
INVAR-2, Run: 018, F, 1, 0, 0, 0, 0, 0, 28, 0, 10, 272, 0, 38, 56, 114, 775, 28, 18, 9, 28, 94, 141, 142, 785
INVAR-2, Run: 019, F, 1, 0, 0, 0, 0, 0, 28, 0, 9, 271, 1, 37, 56, 95, 807, 28, 17, 10, 28, 93, 139, 123, 816
INVAR-2, Run: 020, F, 1, 0, 0, 0, 0, 0, 28, 0, 4, 260, 0, 32, 56, 75, 689, 28, 20, 7, 28, 88, 132, 103, 693
INVAR-2, Run: 021, F, 1, 0, 0, 0, 0, 0, 28, 0, 8, 268, 0, 36, 56, 108, 803, 28, 14, 13, 28, 92, 138, 136, 811
INVAR-2, Run: 022, F, 1, 0, 0, 0, 0, 0, 28, 0, 7, 267, 1, 35, 56, 145, 1174, 28, 15, 12, 28, 91, 136, 173, 1181
INVAR-2, Run: 023, F, 1, 0, 0, 0, 0, 0, 28, 0, 2, 256, 0, 30, 56, 83, 814, 28, 22, 5, 28, 86, 129, 111, 816
INVAR-2, Run: 024, F, 1, 0, 0, 0, 0, 0, 28, 0, 0, 252, 0, 28, 56, 94, 580, 28, 18, 9, 28, 84, 126, 122, 580
INVAR-2, Run: 025, F, 1, 0, 0, 0, 0, 0, 28, 0, 14, 280, 0, 42, 56, 121, 1073, 28, 22, 5, 28, 98, 147, 149, 1087
INVAR-2, Run: 026, F, 1, 0, 0, 0, 0, 0, 28, 0, 1, 255, 1, 29, 56, 102, 866, 28, 15, 12, 28, 85, 127, 130, 867
INVAR-2, Run: 027, F, 1, 0, 0, 0, 0, 0, 28, 0, 4, 260, 0, 32, 56, 119, 854, 28, 17, 10, 28, 88, 132, 147, 858
INVAR-2, Run: 028, F, 1, 0, 0, 0, 0, 0, 28, 0, 11, 275, 1, 39, 56, 89, 696, 28, 19, 8, 28, 95, 142, 117, 707
INVAR-2, Run: 029, F, 1, 0, 0, 0, 0, 0, 28, 0, 16, 284, 0, 44, 56, 116, 1073, 28, 14, 13, 28, 100, 150, 144, 1089
INVAR-2, Run: 030, F, 1, 0, 0, 0, 0, 0, 28, 0, 4, 260, 0, 32, 56, 91, 799, 28, 17, 10, 28, 88, 132, 119, 803
INVAR-2, Run: 031, F, 1, 0, 0, 0, 0, 0, 28, 0, 19, 291, 1, 47, 56, 136, 1264, 28, 13, 14, 28, 103, 154, 164, 1283
INVAR-2, Run: 032, F, 1, 0, 0, 0, 0, 0, 28, 0, 0, 252, 0, 28, 56, 107, 560, 28, 20, 7, 28, 84, 126, 135, 560
INVAR-2, Run: 033, F, 1, 0, 0, 0, 0, 0, 28, 0, 8, 268, 0, 36, 56, 108, 987, 28, 17, 10, 28, 92, 138, 136, 995
INVAR-2, Run: 034, F, 1, 0, 0, 0, 0, 0, 28, 0, 4, 260, 0, 32, 56, 100, 745, 28, 20, 7, 28, 88, 132, 128, 749
INVAR-2, Run: 035, F, 1, 0, 0, 0, 0, 0, 28, 0, 2, 256, 0, 30, 56, 96, 720, 28, 10, 17, 28, 86, 129, 124, 722
INVAR-2, Run: 036, F, 1, 0, 0, 0, 0, 0, 28, 0, 0, 252, 0, 28, 56, 71, 489, 28, 16, 11, 28, 84, 126, 99, 489
INVAR-2, Run: 037, F, 1, 0, 0, 0, 0, 0, 28, 0, 9, 271, 1, 37, 56, 121, 903, 28, 14, 13, 28, 93, 139, 149, 912
INVAR-2, Run: 038, F, 1, 0, 0, 0, 0, 0, 28, 0, 6, 264, 0, 34, 56, 100, 583, 28, 12, 15, 28, 90, 135, 128, 589
INVAR-2, Run: 039, F, 1, 0, 0, 0, 0, 0, 28, 0, 3, 259, 1, 31, 56, 92, 740, 28, 18, 9, 28, 87, 130, 120, 743
INVAR-2, Run: 040, F, 1, 0, 0, 0, 0, 0, 28, 0, 13, 279, 1, 41, 56, 147, 1337, 28, 20, 7, 28, 97, 145, 175, 1350
INVAR-2, Run: 041, F, 1, 0, 0, 0, 0, 0, 28, 0, 13, 279, 1, 41, 56, 151, 924, 28, 14, 13, 28, 97, 145, 179, 937
INVAR-2, Run: 042, F, 1, 0, 0, 0, 0, 0, 28, 0, 7, 267, 1, 35, 56, 116, 780, 28, 11, 16, 28, 91, 136, 144, 787
INVAR-2, Run: 043, F, 1, 0, 0, 0, 0, 0, 28, 0, 12, 276, 0, 40, 56, 132, 898, 28, 18, 9, 28, 96, 144, 160, 910
INVAR-2, Run: 044, F, 1, 0, 0, 0, 0, 0, 28, 0, 1, 255, 1, 29, 56, 91, 829, 28, 21, 6, 28, 85, 127, 119, 830
INVAR-2, Run: 045, F, 1, 0, 0, 0, 0, 0, 28, 0, 5, 263, 1, 33, 56, 135, 815, 28, 15, 12, 28, 89, 133, 163, 820
INVAR-2, Run: 046, F, 1, 0, 0, 0, 0, 0, 28, 0, 9, 271, 1, 37, 56, 136, 871, 28, 17, 10, 28, 93, 139, 164, 880
INVAR-2, Run: 047, F, 1, 0, 0, 0, 0, 0, 28, 0, 4, 260, 0, 32, 56, 118, 784, 28, 14, 13, 28, 88, 132, 146, 788
INVAR-2, Run: 048, F, 1, 0, 0, 0, 0, 0, 28, 0, 25, 303, 1, 53, 56, 144, 1393, 28, 11, 16, 28, 109, 163, 172, 1418
INVAR-2, Run: 049, F, 1, 0, 0, 0, 0, 0, 28, 0, 9, 271, 1, 37, 56, 113, 1173, 28, 19, 8, 28, 93, 139, 141, 1182
INVAR-2, Run: 050, F, 1, 0, 0, 0, 0, 0, 28, 0, 1, 255, 1, 29, 56, 89, 654, 28, 16, 11, 28, 85, 127, 117, 655
INVAR-2, Run: 051, F, 1, 0, 0, 0, 0, 0, 28, 0, 18, 288, 0, 46, 56, 154, 1231, 28, 19, 8, 28, 102, 153, 182, 1249
INVAR-2, Run: 052, F, 1, 0, 0, 0, 0, 0, 28, 0, 6, 264, 0, 34, 56, 90, 905, 28, 23, 4, 28, 90, 135, 118, 911
INVAR-2, Run: 053, F, 1, 0, 0, 0, 0, 0, 28, 0, 1, 255, 1, 29, 56, 70, 715, 28, 17, 10, 28, 85, 127, 98, 716
INVAR-2, Run: 054, F, 1, 0, 0, 0, 0, 0, 28, 0, 1, 255, 1, 29, 56, 96, 617, 28, 18, 9, 28, 85, 127, 124, 618
INVAR-2, Run: 055, F, 1, 0, 0, 0, 0, 0, 28, 0, 13, 279, 1, 41, 56, 114, 597, 28, 17, 10, 28, 97, 145, 142, 610
INVAR-2, Run: 056, F, 1, 0, 0, 0, 0, 0, 28, 0, 3, 259, 1, 31, 56, 94, 697, 28, 19, 8, 28, 87, 130, 122, 700
INVAR-2, Run: 057, F, 1, 0, 0, 0, 0, 0, 28, 0, 6, 264, 0, 34, 56, 126, 769, 28, 17, 10, 28, 90, 135, 154, 775
INVAR-2, Run: 058, F, 1, 0, 0, 0, 0, 0, 28, 0, 8, 268, 0, 36, 56, 138, 1079, 28, 20, 7, 28, 92, 138, 166, 1087
INVAR-2, Run: 059, F, 1, 0, 0, 0, 0, 0, 28, 0, 5, 263, 1, 33, 56, 163, 938, 28, 15, 12, 28, 89, 133, 191, 943
INVAR-2, Run: 060, F, 1, 0, 0, 0, 0, 0, 28, 0, 12, 276, 0, 40, 56, 106, 1271, 28, 17, 10, 28, 96, 144, 134, 1283
INVAR-2, Run: 061, F, 1, 0, 0, 0, 0, 0, 28, 0, 1, 255, 1, 29, 56, 92, 695, 28, 20, 7, 28, 85, 127, 120, 696
INVAR-2, Run: 062, F, 1, 0, 0, 0, 0, 0, 28, 0, 7, 267, 1, 35, 56, 88, 1052, 28, 20, 7, 28, 91, 136, 116, 1059
INVAR-2, Run: 063, F, 1, 0, 0, 0, 0, 0, 28, 0, 7, 267, 1, 35, 56, 103, 648, 28, 14, 13, 28, 91, 136, 131, 655
INVAR-2, Run: 064, F, 1, 0, 0, 0, 0, 0, 28, 0, 25, 303, 1, 53, 56, 130, 1261, 28, 20, 7, 28, 109, 163, 158, 1286
INVAR-2, Run: 065, F, 1, 0, 0, 0, 0, 0, 28, 0, 11, 275, 1, 39, 56, 110, 862, 28, 22, 5, 28, 95, 142, 138, 873
INVAR-2, Run: 066, F, 1, 0, 0, 0, 0, 0, 28, 0, 12, 276, 0, 40, 56, 122, 917, 28, 17, 10, 28, 96, 144, 150, 929
INVAR-2, Run: 067, F, 1, 0, 0, 0, 0, 0, 28, 0, 5, 263, 1, 33, 56, 69, 848, 28, 14, 13, 28, 89, 133, 97, 853
INVAR-2, Run: 068, F, 1, 0, 0, 0, 0, 0, 28, 0, 5, 263, 1, 33, 56, 108, 1005, 28, 19, 8, 28, 89, 133, 136, 1010
INVAR-2, Run: 069, F, 1, 0, 0, 0, 0, 0, 28, 0, 17, 287, 1, 45, 56, 105, 855, 28, 16, 11, 28, 101, 151, 133, 872
INVAR-2, Run: 070, F, 1, 0, 0, 0, 0, 0, 28, 0, 14, 280, 0, 42, 56, 98, 894, 28, 19, 8, 28, 98, 147, 126, 908
INVAR-2, Run: 071, F, 1, 0, 0, 0, 0, 0, 28, 0, 0, 252, 0, 28, 56, 70, 652, 28, 17, 10, 28, 84, 126, 98, 652
INVAR-2, Run: 072, F, 1, 0, 0, 0, 0, 0, 28, 0, 19, 291, 1, 47, 56, 142, 1429, 28, 19, 8, 28, 103, 154, 170, 1448
INVAR-2, Run: 073, F, 1, 0, 0, 0, 0, 0, 28, 0, 12, 276, 0, 40, 56, 111, 1032, 28, 15, 12, 28, 96, 144, 139, 1044
INVAR-2, Run: 074, F, 1, 0, 0, 0, 0, 0, 28, 0, 1, 255, 1, 29, 56, 80, 679, 28, 19, 8, 28, 85, 127, 108, 680
INVAR-2, Run: 075, F, 1, 0, 0, 0, 0, 0, 28, 0, 1, 255, 1, 29, 56, 94, 641, 28, 21, 6, 28, 85, 127, 122, 642
INVAR-2, Run: 076, F, 1, 0, 0, 0, 0, 0, 28, 0, 4, 260, 0, 32, 56, 94, 735, 28, 17, 10, 28, 88, 132, 122, 739
INVAR-2, Run: 077, F, 1, 0, 0, 0, 0, 0, 28, 0, 8, 268, 0, 36, 56, 109, 1101, 28, 22, 5, 28, 92, 138, 137, 1109
INVAR-2, Run: 078, F, 1, 0, 0, 0, 0, 0, 28, 0, 2, 256, 0, 30, 56, 88, 710, 28, 20, 7, 28, 86, 129, 116, 712
INVAR-2, Run: 079, F, 1, 0, 0, 0, 0, 0, 28, 0, 10, 272, 0, 38, 56, 125, 1090, 28, 23, 4, 28, 94, 141, 153, 1100
INVAR-2, Run: 080, F, 1, 0, 0, 0, 0, 0, 28, 0, 0, 252, 0, 28, 56, 106, 633, 28, 14, 13, 28, 84, 126, 134, 633
INVAR-2, Run: 081, F, 1, 0, 0, 0, 0, 0, 28, 0, 10, 272, 0, 38, 56, 118, 984, 28, 15, 12, 28, 94, 141, 146, 994
INVAR-2, Run: 082, F, 1, 0, 0, 0, 0, 0, 28, 0, 1, 255, 1, 29, 56, 95, 544, 28, 13, 14, 28, 85, 127, 123, 545
INVAR-2, Run: 083, F, 1, 0, 0, 0, 0, 0, 28, 0, 0, 252, 0, 28, 56, 86, 597, 28, 19, 8, 28, 84, 126, 114, 597
INVAR-2, Run: 084, F, 1, 0, 0, 0, 0, 0, 28, 0, 13, 279, 1, 41, 56, 129, 931, 28, 17, 10, 28, 97, 145, 157, 944
INVAR-2, Run: 085, F, 1, 0, 0, 0, 0, 0, 28, 0, 4, 260, 0, 32, 56, 78, 514, 28, 16, 11, 28, 88, 132, 106, 518
INVAR-2, Run: 086, F, 1, 0, 0, 0, 0, 0, 28, 0, 3, 259, 1, 31, 56, 113, 769, 28, 16, 11, 28, 87, 130, 141, 772
INVAR-2, Run: 087, F, 1, 0, 0, 0, 0, 0, 28, 0, 11, 275, 1, 39, 56, 97, 1106, 28, 22, 5, 28, 95, 142, 125, 1117
INVAR-2, Run: 088, F, 1, 0, 0, 0, 0, 0, 28, 0, 14, 280, 0, 42, 56, 100, 923, 28, 17, 10, 28, 98, 147, 128, 937
INVAR-2, Run: 089, F, 1, 0, 0, 0, 0, 0, 28, 0, 6, 264, 0, 34, 56, 122, 757, 28, 20, 7, 28, 90, 135, 150, 763
INVAR-2, Run: 090, F, 1, 0, 0, 0, 0, 0, 28, 0, 13, 279, 1, 41, 56, 128, 1034, 28, 21, 6, 28, 97, 145, 156, 1047
INVAR-2, Run: 091, F, 1, 0, 0, 0, 0, 0, 28, 0, 10, 272, 0, 38, 56, 112, 674, 28, 17, 10, 28, 94, 141, 140, 684
INVAR-2, Run: 092, F, 1, 0, 0, 0, 0, 0, 28, 0, 10, 272, 0, 38, 56, 108, 577, 28, 17, 10, 28, 94, 141, 136, 587
INVAR-2, Run: 093, F, 1, 0, 0, 0, 0, 0, 28, 0, 4, 260, 0, 32, 56, 126, 919, 28, 19, 8, 28, 88, 132, 154, 923
INVAR-2, Run: 094, F, 1, 0, 0, 0, 0, 0, 28, 0, 18, 288, 0, 46, 56, 180, 1494, 28, 15, 12, 28, 102, 153, 208, 1512
INVAR-2, Run: 095, F, 1, 0, 0, 0, 0, 0, 28, 0, 7, 267, 1, 35, 56, 88, 647, 28, 19, 8, 28, 91, 136, 116, 654
INVAR-2, Run: 096, F, 1, 0, 0, 0, 0, 0, 28, 0, 11, 275, 1, 39, 56, 124, 1001, 28, 18, 9, 28, 95, 142, 152, 1012
INVAR-2, Run: 097, F, 1, 0, 0, 0, 0, 0, 28, 0, 4, 260, 0, 32, 56, 126, 784, 28, 18, 9, 28, 88, 132, 154, 788
INVAR-2, Run: 098, F, 1, 0, 0, 0, 0, 0, 28, 0, 5, 263, 1, 33, 56, 112, 924, 28, 16, 11, 28, 89, 133, 140, 929
INVAR-2, Run: 099, F, 1, 0, 0, 0, 0, 0, 28, 0, 0, 252, 0, 28, 56, 120, 565, 28, 16, 11, 28, 84, 126, 148, 565
INVAR-2, Run: 100, F, 1, 0, 0, 0, 0, 0, 28, 0, 6, 264, 0, 34, 56, 108, 801, 28, 19, 8, 28, 90, 135, 136, 807
INVAR-3, Run: 001, F, 1, 0, 0, 0, 0, 0, 82, 0, 1, 741, 1, 83, 164, 534, 4615, 82, 60, 21, 82, 247, 370, 616, 4616
INVAR-3, Run: 002, F, 1, 0, 0, 0, 0, 0, 82, 0, 12, 762, 0, 94, 164, 611, 4230, 82, 52, 29, 82, 258, 387, 693, 4242
INVAR-3, Run: 003, F, 1, 0, 0, 0, 0, 0, 82, 0, 2, 742, 0, 84, 164, 521, 4552, 82, 53, 28, 82, 248, 372, 603, 4554
INVAR-3, Run: 004, F, 1, 0, 0, 0, 0, 0, 82, 0, 0, 738, 0, 82, 164, 474, 2733, 82, 47, 34, 82, 246, 369, 556, 2733
INVAR-3, Run: 005, F, 1, 0, 0, 0, 0, 0, 82, 0, 19, 777, 1, 101, 164, 527, 5055, 82, 54, 27, 82, 265, 397, 609, 5074
INVAR-3, Run: 006, F, 1, 0, 0, 0, 0, 0, 82, 0, 8, 754, 0, 90, 164, 631, 4587, 82, 51, 30, 82, 254, 381, 713, 4595
INVAR-3, Run: 007, F, 1, 0, 0, 0, 0, 0, 82, 0, 8, 754, 0, 90, 164, 533, 4331, 82, 53, 28, 82, 254, 381, 615, 4339
INVAR-3, Run: 008, F, 1, 0, 0, 0, 0, 0, 82, 0, 19, 777, 1, 101, 164, 528, 4486, 82, 51, 30, 82, 265, 397, 610, 4505
INVAR-3, Run: 009, F, 1, 0, 0, 0, 0, 0, 82, 0, 10, 758, 0, 92, 164, 617, 4675, 82, 50, 31, 82, 256, 384, 699, 4685
INVAR-3, Run: 010, F, 1, 0, 0, 0, 0, 0, 82, 0, 0, 738, 0, 82, 164, 572, 3709, 82, 50, 31, 82, 246, 369, 654, 3709
INVAR-3, Run: 011, F, 1, 0, 0, 0, 0, 0, 82, 0, 0, 738, 0, 82, 164, 394, 3444, 82, 52, 29, 82, 246, 369, 476, 3444
INVAR-3, Run: 012, F, 1, 0, 0, 0, 0, 0, 82, 0, 0, 738, 0, 82, 164, 590, 4462, 82, 53, 28, 82, 246, 369, 672, 4462
INVAR-3, Run: 013, F, 1, 0, 0, 0, 0, 0, 82, 0, 0, 738, 0, 82, 164, 487, 3240, 82, 51, 30, 82, 246, 369, 569, 3240
INVAR-3, Run: 014, F, 1, 0, 0, 0, 0, 0, 82, 0, 33, 805, 1, 115, 164, 806, 5591, 82, 42, 39, 82, 279, 418, 888, 5624
INVAR-3, Run: 015, F, 1, 0, 0, 0, 0, 0, 82, 0, 11, 761, 1, 93, 164, 609, 5146, 82, 56, 25, 82, 257, 385, 691, 5157
INVAR-3, Run: 016, F, 1, 0, 0, 0, 0, 0, 82, 0, 0, 738, 0, 82, 164, 561, 2983, 82, 50, 31, 82, 246, 369, 643, 2983
INVAR-3, Run: 017, F, 1, 0, 0, 0, 0, 0, 82, 0, 2, 742, 0, 84, 164, 521, 3670, 82, 49, 32, 82, 248, 372, 603, 3672
INVAR-3, Run: 018, F, 1, 0, 0, 0, 0, 0, 82, 0, 0, 738, 0, 82, 164, 613, 4245, 82, 42, 39, 82, 246, 369, 695, 4245
INVAR-3, Run: 019, F, 1, 0, 0, 0, 0, 0, 82, 0, 5, 749, 1, 87, 164, 635, 4918, 82, 52, 29, 82, 251, 376, 717, 4923
INVAR-3, Run: 020, F, 1, 0, 0, 0, 0, 0, 82, 0, 0, 738, 0, 82, 164, 559, 3470, 82, 43, 38, 82, 246, 369, 641, 3470
INVAR-3, Run: 021, F, 1, 0, 0, 0, 0, 0, 82, 0, 7, 753, 1, 89, 164, 496, 4137, 82, 51, 30, 82, 253, 379, 578, 4144
INVAR-3, Run: 022, F, 1, 0, 0, 0, 0, 0, 82, 0, 2, 742, 0, 84, 164, 392, 3366, 82, 53, 28, 82, 248, 372, 474, 3368
INVAR-3, Run: 023, F, 1, 0, 0, 0, 0, 0, 82, 0, 0, 738, 0, 82, 164, 574, 3947, 82, 52, 29, 82, 246, 369, 656, 3947
INVAR-3, Run: 024, F, 1, 0, 0, 0, 0, 0, 82, 0, 4, 746, 0, 86, 164, 399, 4578, 82, 59, 22, 82, 250, 375, 481, 4582
INVAR-3, Run: 025, F, 1, 0, 0, 0, 0, 0, 82, 0, 6, 750, 0, 88, 164, 573, 4152, 82, 54, 27, 82, 252, 378, 655, 4158
