Input Number, Run_Number, Result@ 100, A, CO, D, X1, H, M, PO, CE, Y, PE, B
2, Run: 036, P, 54, 0, 0, 0, 0, 0, 0, 85, 142, 1, 0
2, Run: 037, P, 22, 0, 0, 0, 0, 0, 0, 101, 174, 1, 0
2, Run: 038, P, 10, 0, 0, 0, 0, 0, 0, 107, 186, 1, 0
2, Run: 039, P, 4, 0, 0, 0, 0, 0, 0, 110, 192, 1, 0
2, Run: 040, P, 20, 0, 0, 0, 0, 0, 0, 102, 176, 1, 0
2, Run: 041, P, 10, 0, 0, 0, 0, 0, 0, 107, 186, 1, 0
2, Run: 042, P, 22, 0, 0, 0, 0, 0, 0, 101, 174, 1, 0
2, Run: 043, P, 8, 0, 0, 0, 0, 0, 0, 108, 188, 1, 0
2, Run: 044, P, 4, 0, 0, 0, 0, 0, 0, 110, 192, 1, 0
2, Run: 045, P, 12, 0, 0, 0, 0, 0, 0, 106, 184, 1, 0
2, Run: 046, P, 16, 0, 0, 0, 0, 0, 0, 104, 180, 1, 0
2, Run: 047, P, 34, 0, 0, 0, 0, 0, 0, 95, 162, 1, 0
2, Run: 048, P, 12, 0, 0, 0, 0, 0, 0, 106, 184, 1, 0
2, Run: 049, P, 10, 0, 0, 0, 0, 0, 0, 107, 186, 1, 0
2, Run: 050, P, 10, 0, 0, 0, 0, 0, 0, 107, 186, 1, 0
2, Run: 051, P, 60, 0, 0, 0, 0, 0, 0, 82, 136, 1, 0
2, Run: 052, P, 24, 0, 0, 0, 0, 0, 0, 100, 172, 1, 0
2, Run: 053, P, 44, 0, 0, 0, 0, 0, 0, 90, 152, 1, 0
2, Run: 054, P, 14, 0, 0, 0, 0, 0, 0, 105, 182, 1, 0
2, Run: 055, P, 36, 0, 0, 0, 0, 0, 0, 94, 160, 1, 0
2, Run: 056, P, 28, 0, 0, 0, 0, 0, 0, 98, 168, 1, 0
2, Run: 057, P, 18, 0, 0, 0, 0, 0, 0, 103, 178, 1, 0
2, Run: 058, P, 36, 0, 0, 0, 0, 0, 0, 94, 160, 1, 0
2, Run: 059, P, 4, 0, 0, 0, 0, 0, 0, 110, 192, 1, 0
2, Run: 060, P, 20, 0, 0, 0, 0, 0, 0, 102, 176, 1, 0
2, Run: 061, P, 36, 0, 0, 0, 0, 0, 0, 94, 160, 1, 0
2, Run: 062, P, 12, 0, 0, 0, 0, 0, 0, 106, 184, 1, 0
2, Run: 063, P, 18, 0, 0, 0, 0, 0, 0, 103, 178, 1, 0
2, Run: 064, P, 2, 0, 0, 0, 0, 0, 0, 111, 194, 1, 0
2, Run: 065, P, 34, 0, 0, 0, 0, 0, 0, 95, 162, 1, 0
2, Run: 066, P, 14, 0, 0, 0, 0, 0, 0, 105, 182, 1, 0
2, Run: 067, P, 4, 0, 0, 0, 0, 0, 0, 110, 192, 1, 0
2, Run: 068, P, 32, 0, 0, 0, 0, 0, 0, 96, 164, 1, 0
2, Run: 069, P, 4, 0, 0, 0, 0, 0, 0, 110, 192, 1, 0
2, Run: 070, P, 18, 0, 0, 0, 0, 0, 0, 103, 178, 1, 0
2, Run: 071, P, 10, 0, 0, 0, 0, 0, 0, 107, 186, 1, 0
2, Run: 072, P, 34, 0, 0, 0, 0, 0, 0, 95, 162, 1, 0
2, Run: 073, P, 8, 0, 0, 0, 0, 0, 0, 108, 188, 1, 0
2, Run: 074, P, 8, 0, 0, 0, 0, 0, 0, 108, 188, 1, 0
2, Run: 075, P, 10, 0, 0, 0, 0, 0, 0, 107, 186, 1, 0
2, Run: 076, P, 18, 0, 0, 0, 0, 0, 0, 103, 178, 1, 0
2, Run: 077, P, 22, 0, 0, 0, 0, 0, 0, 101, 174, 1, 0
2, Run: 078, P, 32, 0, 0, 0, 0, 0, 0, 96, 164, 1, 0
2, Run: 079, P, 40, 0, 0, 0, 0, 0, 0, 92, 156, 1, 0
2, Run: 080, P, 30, 0, 0, 0, 0, 0, 0, 97, 166, 1, 0
2, Run: 081, P, 52, 0, 0, 0, 0, 0, 0, 86, 144, 1, 0
2, Run: 082, P, 6, 0, 0, 0, 0, 0, 0, 109, 190, 1, 0
2, Run: 083, P, 16, 0, 0, 0, 0, 0, 0, 104, 180, 1, 0
2, Run: 084, P, 32, 0, 0, 0, 0, 0, 0, 96, 164, 1, 0
2, Run: 085, P, 4, 0, 0, 0, 0, 0, 0, 110, 192, 1, 0
2, Run: 086, P, 4, 0, 0, 0, 0, 0, 0, 110, 192, 1, 0
2, Run: 087, P, 20, 0, 0, 0, 0, 0, 0, 102, 176, 1, 0
2, Run: 088, P, 24, 0, 0, 0, 0, 0, 0, 100, 172, 1, 0
2, Run: 089, P, 22, 0, 0, 0, 0, 0, 0, 101, 174, 1, 0
2, Run: 090, P, 34, 0, 0, 0, 0, 0, 0, 95, 162, 1, 0
2, Run: 091, P, 16, 0, 0, 0, 0, 0, 0, 104, 180, 1, 0
2, Run: 092, P, 44, 0, 0, 0, 0, 0, 0, 90, 152, 1, 0
2, Run: 093, P, 18, 0, 0, 0, 0, 0, 0, 103, 178, 1, 0
2, Run: 094, P, 12, 0, 0, 0, 0, 0, 0, 106, 184, 1, 0
2, Run: 095, P, 52, 0, 0, 0, 0, 0, 0, 86, 144, 1, 0
2, Run: 096, P, 32, 0, 0, 0, 0, 0, 0, 96, 164, 1, 0
2, Run: 097, P, 28, 0, 0, 0, 0, 0, 0, 98, 168, 1, 0
2, Run: 098, P, 40, 0, 0, 0, 0, 0, 0, 92, 156, 1, 0
2, Run: 099, P, 48, 0, 0, 0, 0, 0, 0, 88, 148, 1, 0
2, Run: 100, P, 42, 0, 0, 0, 0, 0, 0, 91, 154, 1, 0
3, Run: 001, P, 8, 0, 0, 0, 0, 0, 0, 324, 566, 1, 0
3, Run: 002, P, 42, 0, 0, 0, 0, 0, 0, 307, 532, 1, 0
3, Run: 003, P, 44, 0, 0, 0, 0, 0, 0, 306, 530, 1, 0
3, Run: 004, P, 52, 0, 0, 0, 0, 0, 0, 302, 522, 1, 0
3, Run: 005, P, 2, 0, 0, 0, 0, 0, 0, 327, 572, 1, 0
3, Run: 006, P, 12, 0, 0, 0, 0, 0, 0, 322, 562, 1, 0
3, Run: 007, P, 62, 0, 0, 0, 0, 0, 0, 297, 512, 1, 0
3, Run: 008, P, 56, 0, 0, 0, 0, 0, 0, 300, 518, 1, 0
3, Run: 009, P, 10, 0, 0, 0, 0, 0, 0, 323, 564, 1, 0
3, Run: 010, P, 10, 0, 0, 0, 0, 0, 0, 323, 564, 1, 0
3, Run: 011, P, 74, 0, 0, 0, 0, 0, 0, 291, 500, 1, 0
3, Run: 012, P, 28, 0, 0, 0, 0, 0, 0, 314, 546, 1, 0
3, Run: 013, P, 6, 0, 0, 0, 0, 0, 0, 325, 568, 1, 0
3, Run: 014, P, 34, 0, 0, 0, 0, 0, 0, 311, 540, 1, 0
3, Run: 015, P, 24, 0, 0, 0, 0, 0, 0, 316, 550, 1, 0
3, Run: 016, P, 18, 0, 0, 0, 0, 0, 0, 319, 556, 1, 0
3, Run: 017, P, 8, 0, 0, 0, 0, 0, 0, 324, 566, 1, 0
3, Run: 018, P, 112, 0, 0, 0, 0, 0, 0, 272, 462, 1, 0
3, Run: 019, P, 46, 0, 0, 0, 0, 0, 0, 305, 528, 1, 0
3, Run: 020, P, 26, 0, 0, 0, 0, 0, 0, 315, 548, 1, 0
