Input Number, Run_Number, Result@ 100, A, CO, D, X1, H, M, PO, CE, Y, PE, B
1, Run: 001, F, 8, 0, 0, 0, 0, 0, 0, 32, 55, 1, 0
1, Run: 002, F, 34, 0, 0, 0, 0, 0, 0, 19, 29, 1, 0
1, Run: 003, F, 18, 0, 0, 0, 0, 0, 0, 27, 45, 1, 0
1, Run: 004, F, 14, 0, 0, 0, 0, 0, 0, 29, 49, 1, 0
1, Run: 005, F, 10, 0, 0, 0, 0, 0, 0, 31, 53, 1, 0
1, Run: 006, F, 28, 0, 0, 0, 0, 0, 0, 22, 35, 1, 0
1, Run: 007, F, 10, 0, 0, 0, 0, 0, 0, 31, 53, 1, 0
1, Run: 008, F, 8, 0, 0, 0, 0, 0, 0, 32, 55, 1, 0
1, Run: 009, F, 6, 0, 0, 0, 0, 0, 0, 33, 57, 1, 0
1, Run: 010, F, 8, 0, 0, 0, 0, 0, 0, 32, 55, 1, 0
1, Run: 011, F, 4, 0, 0, 0, 0, 0, 0, 34, 59, 1, 0
1, Run: 012, F, 18, 0, 0, 0, 0, 0, 0, 27, 45, 1, 0
1, Run: 013, F, 24, 0, 0, 0, 0, 0, 0, 24, 39, 1, 0
1, Run: 014, F, 12, 0, 0, 0, 0, 0, 0, 30, 51, 1, 0
1, Run: 015, F, 6, 0, 0, 0, 0, 0, 0, 33, 57, 1, 0
1, Run: 016, F, 8, 0, 0, 0, 0, 0, 0, 32, 55, 1, 0
1, Run: 017, F, 8, 0, 0, 0, 0, 0, 0, 32, 55, 1, 0
1, Run: 018, F, 10, 0, 0, 0, 0, 0, 0, 31, 53, 1, 0
1, Run: 019, F, 14, 0, 0, 0, 0, 0, 0, 29, 49, 1, 0
1, Run: 020, F, 2, 0, 0, 0, 0, 0, 0, 35, 61, 1, 0
1, Run: 021, F, 2, 0, 0, 0, 0, 0, 0, 35, 61, 1, 0
1, Run: 022, F, 14, 0, 0, 0, 0, 0, 0, 29, 49, 1, 0
1, Run: 023, F, 2, 0, 0, 0, 0, 0, 0, 35, 61, 1, 0
1, Run: 024, F, 4, 0, 0, 0, 0, 0, 0, 34, 59, 1, 0
1, Run: 025, F, 8, 0, 0, 0, 0, 0, 0, 32, 55, 1, 0
1, Run: 026, F, 4, 0, 0, 0, 0, 0, 0, 34, 59, 1, 0
1, Run: 027, F, 22, 0, 0, 0, 0, 0, 0, 25, 41, 1, 0
1, Run: 028, F, 12, 0, 0, 0, 0, 0, 0, 30, 51, 1, 0
1, Run: 029, F, 12, 0, 0, 0, 0, 0, 0, 30, 51, 1, 0
1, Run: 030, F, 6, 0, 0, 0, 0, 0, 0, 33, 57, 1, 0
1, Run: 031, F, 12, 0, 0, 0, 0, 0, 0, 30, 51, 1, 0
1, Run: 032, F, 12, 0, 0, 0, 0, 0, 0, 30, 51, 1, 0
1, Run: 033, F, 20, 0, 0, 0, 0, 0, 0, 26, 43, 1, 0
1, Run: 034, F, 4, 0, 0, 0, 0, 0, 0, 34, 59, 1, 0
1, Run: 035, F, 12, 0, 0, 0, 0, 0, 0, 30, 51, 1, 0
1, Run: 036, F, 16, 0, 0, 0, 0, 0, 0, 28, 47, 1, 0
1, Run: 037, F, 6, 0, 0, 0, 0, 0, 0, 33, 57, 1, 0
1, Run: 038, F, 20, 0, 0, 0, 0, 0, 0, 26, 43, 1, 0
1, Run: 039, F, 26, 0, 0, 0, 0, 0, 0, 23, 37, 1, 0
1, Run: 040, F, 24, 0, 0, 0, 0, 0, 0, 24, 39, 1, 0
1, Run: 041, F, 10, 0, 0, 0, 0, 0, 0, 31, 53, 1, 0
1, Run: 042, F, 10, 0, 0, 0, 0, 0, 0, 31, 53, 1, 0
1, Run: 043, F, 10, 0, 0, 0, 0, 0, 0, 31, 53, 1, 0
1, Run: 044, F, 26, 0, 0, 0, 0, 0, 0, 23, 37, 1, 0
1, Run: 045, F, 4, 0, 0, 0, 0, 0, 0, 34, 59, 1, 0
1, Run: 046, F, 6, 0, 0, 0, 0, 0, 0, 33, 57, 1, 0
1, Run: 047, F, 18, 0, 0, 0, 0, 0, 0, 27, 45, 1, 0
1, Run: 048, F, 36, 0, 0, 0, 0, 0, 0, 18, 27, 1, 0
1, Run: 049, F, 10, 0, 0, 0, 0, 0, 0, 31, 53, 1, 0
1, Run: 050, F, 40, 0, 0, 0, 0, 0, 0, 16, 23, 1, 0
1, Run: 051, F, 10, 0, 0, 0, 0, 0, 0, 31, 53, 1, 0
1, Run: 052, F, 10, 0, 0, 0, 0, 0, 0, 31, 53, 1, 0
1, Run: 053, F, 8, 0, 0, 0, 0, 0, 0, 32, 55, 1, 0
1, Run: 054, F, 8, 0, 0, 0, 0, 0, 0, 32, 55, 1, 0
1, Run: 055, F, 12, 0, 0, 0, 0, 0, 0, 30, 51, 1, 0
1, Run: 056, F, 16, 0, 0, 0, 0, 0, 0, 28, 47, 1, 0
1, Run: 057, F, 4, 0, 0, 0, 0, 0, 0, 34, 59, 1, 0
1, Run: 058, F, 10, 0, 0, 0, 0, 0, 0, 31, 53, 1, 0
1, Run: 059, F, 10, 0, 0, 0, 0, 0, 0, 31, 53, 1, 0
1, Run: 060, F, 22, 0, 0, 0, 0, 0, 0, 25, 41, 1, 0
1, Run: 061, F, 22, 0, 0, 0, 0, 0, 0, 25, 41, 1, 0
1, Run: 062, F, 14, 0, 0, 0, 0, 0, 0, 29, 49, 1, 0
1, Run: 063, F, 0, 0, 0, 0, 0, 0, 0, 36, 63, 1, 0
1, Run: 064, F, 24, 0, 0, 0, 0, 0, 0, 24, 39, 1, 0
1, Run: 065, F, 8, 0, 0, 0, 0, 0, 0, 32, 55, 1, 0
1, Run: 066, F, 2, 0, 0, 0, 0, 0, 0, 35, 61, 1, 0
1, Run: 067, F, 0, 0, 0, 0, 0, 0, 0, 36, 63, 1, 0
1, Run: 068, F, 2, 0, 0, 0, 0, 0, 0, 35, 61, 1, 0
1, Run: 069, F, 18, 0, 0, 0, 0, 0, 0, 27, 45, 1, 0
1, Run: 070, F, 6, 0, 0, 0, 0, 0, 0, 33, 57, 1, 0
1, Run: 071, F, 8, 0, 0, 0, 0, 0, 0, 32, 55, 1, 0
1, Run: 072, F, 6, 0, 0, 0, 0, 0, 0, 33, 57, 1, 0
1, Run: 073, F, 4, 0, 0, 0, 0, 0, 0, 34, 59, 1, 0
1, Run: 074, F, 4, 0, 0, 0, 0, 0, 0, 34, 59, 1, 0
1, Run: 075, F, 32, 0, 0, 0, 0, 0, 0, 20, 31, 1, 0
1, Run: 076, F, 18, 0, 0, 0, 0, 0, 0, 27, 45, 1, 0
1, Run: 077, F, 28, 0, 0, 0, 0, 0, 0, 22, 35, 1, 0
1, Run: 078, F, 8, 0, 0, 0, 0, 0, 0, 32, 55, 1, 0
1, Run: 079, F, 6, 0, 0, 0, 0, 0, 0, 33, 57, 1, 0
1, Run: 080, F, 8, 0, 0, 0, 0, 0, 0, 32, 55, 1, 0
1, Run: 081, F, 28, 0, 0, 0, 0, 0, 0, 22, 35, 1, 0
1, Run: 082, F, 14, 0, 0, 0, 0, 0, 0, 29, 49, 1, 0
1, Run: 083, F, 30, 0, 0, 0, 0, 0, 0, 21, 33, 1, 0
1, Run: 084, F, 6, 0, 0, 0, 0, 0, 0, 33, 57, 1, 0
1, Run: 085, F, 8, 0, 0, 0, 0, 0, 0, 32, 55, 1, 0
1, Run: 086, F, 2, 0, 0, 0, 0, 0, 0, 35, 61, 1, 0
1, Run: 087, F, 16, 0, 0, 0, 0, 0, 0, 28, 47, 1, 0
1, Run: 088, F, 12, 0, 0, 0, 0, 0, 0, 30, 51, 1, 0
1, Run: 089, F, 14, 0, 0, 0, 0, 0, 0, 29, 49, 1, 0
1, Run: 090, F, 2, 0, 0, 0, 0, 0, 0, 35, 61, 1, 0
1, Run: 091, F, 8, 0, 0, 0, 0, 0, 0, 32, 55, 1, 0
1, Run: 092, F, 36, 0, 0, 0, 0, 0, 0, 18, 27, 1, 0
1, Run: 093, F, 14, 0, 0, 0, 0, 0, 0, 29, 49, 1, 0
1, Run: 094, F, 14, 0, 0, 0, 0, 0, 0, 29, 49, 1, 0
1, Run: 095, F, 4, 0, 0, 0, 0, 0, 0, 34, 59, 1, 0
