Input Number, Run_Number, Result@ 100, LeaderX1, X1, ac, ad, Leaderac, af, ag, ACuAEX1, ACuAEab, A, ah, X1uABX1, SetX1X1, Leaderad, ak, al, ADuAFX1, ADuAFab, aj, SetABf, Leaderag, Leaderah, ao, ar, X1uABab, an, AGuAIX1, AIuAJab, AGuAIab, Leaderai, AIuAJX1, SetABX1, aq, AHuAKX1, AHuAKab, Leaderak, at, au, SetABab, SetX1ab, Leaderan, Y, ANuAOX1, ab, ANuAOab, Leaderao, ANuAPX1, ANuAPab, SetX1f, Leaderap, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction14, Reaction15, Reaction16, Reaction17, Reaction18, Reaction19, Reaction2, Reaction20, Reaction21, Reaction22, Reaction23, Reaction24, Reaction25, Reaction26, Reaction27, Reaction28, Reaction29, Reaction3, Reaction30, Reaction31, Reaction32, Reaction33, Reaction34, Reaction35, Reaction36, Reaction37, Reaction38, Reaction39, Reaction4, Reaction40, Reaction41, Reaction42, Reaction43, Reaction44, Reaction45, Reaction46, Reaction47, Reaction48, Reaction49, Reaction5, Reaction50, Reaction51, Reaction52, Reaction53, Reaction54, Reaction55, Reaction56, Reaction57, Reaction58, Reaction59, Reaction6, Reaction60, Reaction61, Reaction62, Reaction63, Reaction64, Reaction65, Reaction66, Reaction67, Reaction68, Reaction69, Reaction7, Reaction70, Reaction71, Reaction72, Reaction73, Reaction74, Reaction75, Reaction76, Reaction77, Reaction78, Reaction79, Reaction8, Reaction80, Reaction81, Reaction82, Reaction83, Reaction84, Reaction85, Reaction86, Reaction87, Reaction88, Reaction89, Reaction9, Reaction90, Reaction91
INVAR-13, Run: 030, P, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 1, 0, 19, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 0, 0, 3, 0, 0, 10, 2, 11, 3, 0, 1, 6, 0, 0, 19, 3, 20, 4, 1, 1, 0, 3, 0, 0, 21, 1, 22, 2, 1, 0, 0, 22, 0, 12, 5, 13, 5, 0, 6, 0, 0, 3, 8, 0, 4, 1, 1, 1, 1, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-13, Run: 031, P, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 1, 0, 16, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 0, 0, 3, 0, 0, 15, 13, 16, 14, 2, 1, 5, 1, 0, 36, 6, 38, 7, 1, 1, 0, 3, 0, 0, 26, 3, 27, 4, 1, 0, 0, 10, 0, 2, 0, 3, 0, 0, 4, 1, 0, 0, 3, 0, 2, 1, 1, 1, 1, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-13, Run: 032, F, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 1, 0, 3, 0, 0, 11, 4, 13, 5, 2, 1, 6, 0, 0, 10, 1, 11, 2, 1, 1, 0, 1, 1, 0, 7, 1, 8, 1, 0, 1, 0, 51, 1, 5, 2, 5, 2, 0, 6, 0, 0, 6, 13, 1, 6, 1, 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-13, Run: 033, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 4, 3, 0, 0, 3, 0, 0, 16, 3, 17, 4, 2, 1, 5, 1, 0, 6, 3, 8, 4, 1, 1, 0, 1, 1, 0, 14, 0, 16, 1, 1, 1, 0, 7, 1, 16, 4, 17, 5, 1, 3, 3, 0, 9, 1, 2, 13, 3, 1, 1, 1, 1, 1, 1, 0, 10, 0, 12, 1, 0, 0, 0, 0, 0, 0, 0, 2, 24, 4, 26, 5, 1, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-13, Run: 034, P, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 6, 3, 0, 0, 3, 0, 0, 22, 3, 23, 4, 0, 1, 5, 1, 0, 14, 4, 16, 5, 1, 1, 0, 3, 0, 0, 6, 1, 7, 2, 1, 0, 0, 6, 0, 3, 0, 4, 1, 1, 5, 1, 0, 32, 0, 6, 34, 7, 1, 1, 1, 1, 1, 2, 0, 7, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 4, 9, 4, 0, 1, 0, 0, 10, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-13, Run: 035, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 6, 3, 0, 0, 3, 0, 0, 9, 3, 10, 4, 0, 1, 4, 1, 1, 3, 1, 6, 3, 1, 1, 0, 2, 1, 0, 4, 0, 5, 0, 0, 0, 0, 14, 0, 5, 2, 5, 2, 1, 5, 0, 1, 4, 2, 1, 6, 3, 1, 1, 1, 1, 1, 1, 0, 15, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18, 3, 19, 4, 1, 1, 0, 0, 9, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-13, Run: 036, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0, 6, 2, 1, 0, 3, 0, 0, 4, 0, 6, 1, 0, 1, 5, 1, 0, 0, 1, 2, 2, 1, 1, 0, 3, 0, 0, 20, 5, 21, 6, 1, 0, 0, 11, 0, 4, 3, 5, 4, 1, 5, 0, 0, 2, 6, 0, 3, 1, 1, 1, 1, 1, 1, 2, 0, 12, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 7, 1, 1, 2, 2, 1, 1, 0, 0, 4, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-13, Run: 037, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 6, 3, 0, 0, 1, 1, 1, 3, 2, 6, 4, 0, 1, 5, 1, 0, 13, 4, 15, 5, 1, 1, 0, 2, 1, 0, 1, 0, 2, 0, 0, 0, 0, 10, 0, 0, 1, 0, 1, 1, 4, 2, 0, 11, 0, 2, 14, 3, 1, 1, 1, 1, 1, 1, 0, 11, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 1, 8, 2, 1, 1, 0, 0, 14, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-13, Run: 038, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 5, 3, 0, 0, 0, 3, 0, 10, 1, 14, 2, 0, 1, 6, 0, 0, 13, 4, 14, 5, 1, 1, 1, 2, 1, 0, 0, 0, 1, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 6, 0, 0, 16, 0, 7, 17, 8, 1, 1, 1, 1, 1, 1, 0, 5, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 0, 7, 1, 1, 1, 0, 0, 11, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-13, Run: 039, F, 0, 0, 0, 0, 1, 1, 0, 0, 0, 3, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 0, 0, 3, 0, 0, 43, 22, 43, 22, 0, 0, 6, 0, 0, 5, 3, 6, 4, 1, 1, 0, 1, 1, 0, 2, 0, 3, 0, 0, 0, 1, 26, 0, 0, 1, 1, 1, 1, 6, 0, 0, 9, 2, 0, 10, 1, 1, 1, 1, 1, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-13, Run: 040, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0, 4, 1, 2, 0, 2, 1, 0, 10, 0, 14, 1, 2, 1, 6, 0, 0, 1, 0, 2, 1, 1, 1, 0, 3, 0, 0, 1, 1, 2, 2, 1, 0, 0, 18, 0, 5, 1, 6, 2, 1, 5, 1, 0, 7, 5, 0, 9, 1, 1, 1, 1, 1, 1, 2, 0, 21, 0, 10, 1, 0, 0, 0, 0, 0, 0, 0, 6, 13, 3, 15, 4, 1, 1, 0, 0, 8, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-13, Run: 041, P, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 6, 1, 2, 0, 3, 0, 0, 11, 3, 14, 4, 0, 1, 4, 2, 0, 8, 1, 11, 2, 1, 1, 0, 3, 0, 0, 5, 1, 6, 2, 1, 0, 0, 8, 0, 38, 11, 39, 12, 1, 5, 1, 0, 7, 1, 2, 9, 3, 1, 1, 1, 1, 1, 1, 0, 9, 0, 7, 1, 0, 0, 0, 0, 0, 0, 0, 2, 3, 0, 5, 0, 0, 2, 0, 0, 11, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-13, Run: 042, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 6, 3, 0, 0, 2, 1, 0, 27, 11, 29, 12, 0, 1, 5, 1, 0, 23, 8, 25, 9, 1, 1, 0, 2, 1, 0, 0, 0, 1, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 1, 5, 1, 0, 4, 0, 1, 6, 2, 1, 1, 1, 1, 1, 1, 0, 5, 0, 8, 2, 0, 0, 0, 0, 0, 0, 0, 1, 7, 1, 10, 2, 1, 1, 0, 0, 9, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-13, Run: 043, F, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 0, 0, 2, 1, 0, 6, 0, 8, 1, 1, 1, 4, 1, 1, 29, 12, 32, 14, 1, 1, 0, 2, 1, 0, 6, 0, 8, 1, 1, 0, 0, 1, 0, 8, 7, 8, 7, 1, 2, 4, 0, 4, 0, 0, 9, 1, 1, 1, 1, 1, 1, 1, 0, 3, 0, 9, 2, 0, 0, 0, 0, 0, 0, 0, 1, 26, 4, 28, 4, 0, 1, 0, 0, 8, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-13, Run: 044, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0, 6, 2, 1, 0, 3, 0, 0, 0, 0, 2, 1, 0, 1, 5, 1, 0, 2, 0, 4, 1, 1, 1, 0, 3, 0, 0, 6, 0, 7, 1, 1, 0, 0, 1, 0, 6, 0, 7, 1, 1, 6, 0, 0, 2, 0, 1, 3, 2, 1, 1, 1, 1, 1, 1, 0, 2, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 4, 1, 1, 2, 0, 0, 7, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-13, Run: 045, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0, 5, 2, 1, 0, 2, 1, 0, 1, 0, 4, 1, 1, 1, 6, 0, 0, 10, 2, 11, 3, 1, 1, 0, 3, 0, 0, 9, 0, 10, 1, 1, 0, 0, 11, 0, 0, 0, 1, 1, 1, 5, 1, 0, 14, 2, 3, 16, 4, 1, 1, 1, 1, 1, 2, 0, 13, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 1, 6, 2, 1, 1, 0, 0, 10, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-13, Run: 046, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0, 6, 3, 0, 0, 3, 0, 0, 5, 5, 6, 6, 0, 1, 4, 2, 0, 6, 0, 9, 1, 1, 1, 0, 3, 0, 0, 2, 0, 3, 1, 1, 0, 0, 3, 0, 12, 4, 13, 5, 1, 6, 0, 0, 5, 2, 2, 6, 3, 1, 1, 1, 1, 1, 2, 0, 4, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11, 6, 12, 7, 1, 1, 0, 0, 8, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-13, Run: 047, F, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 18, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 0, 0, 2, 1, 0, 26, 6, 28, 7, 1, 1, 6, 0, 0, 56, 12, 57, 13, 1, 1, 0, 2, 1, 0, 1, 1, 2, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 5, 1, 0, 6, 0, 4, 8, 5, 1, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-13, Run: 048, P, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 1, 0, 0, 19, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 0, 0, 2, 0, 1, 2, 0, 4, 2, 1, 1, 6, 0, 0, 3, 0, 4, 1, 1, 1, 0, 3, 0, 0, 1, 0, 2, 1, 1, 0, 0, 12, 0, 47, 13, 47, 13, 0, 6, 0, 0, 10, 3, 3, 11, 4, 1, 1, 1, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-13, Run: 049, P, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 1, 6, 6, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 0, 0, 3, 0, 0, 22, 4, 23, 5, 2, 1, 6, 0, 0, 65, 16, 65, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-13, Run: 050, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0, 5, 3, 0, 0, 3, 0, 0, 7, 2, 8, 3, 1, 1, 6, 0, 0, 24, 2, 25, 3, 1, 1, 0, 3, 0, 0, 4, 1, 5, 2, 1, 0, 0, 7, 0, 11, 3, 12, 4, 1, 6, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 9, 0, 10, 1, 0, 0, 0, 0, 0, 0, 0, 1, 7, 0, 9, 1, 1, 3, 0, 0, 8, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-13, Run: 051, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 6, 2, 1, 0, 3, 0, 0, 0, 0, 2, 1, 0, 1, 3, 3, 0, 5, 6, 9, 7, 1, 1, 0, 2, 1, 0, 4, 0, 6, 1, 1, 0, 0, 10, 0, 27, 5, 27, 5, 1, 5, 0, 1, 11, 9, 1, 13, 3, 1, 1, 1, 1, 1, 1, 0, 11, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 10, 4, 1, 5, 2, 1, 1, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-13, Run: 052, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0, 5, 3, 0, 0, 3, 0, 0, 36, 11, 37, 12, 1, 1, 5, 1, 0, 2, 3, 4, 4, 1, 1, 0, 2, 0, 1, 7, 3, 9, 5, 1, 0, 0, 2, 0, 3, 0, 4, 1, 1, 6, 0, 0, 29, 0, 4, 30, 5, 1, 1, 1, 1, 1, 2, 0, 4, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 2, 6, 3, 1, 1, 0, 0, 10, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-13, Run: 053, F, 0, 4, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 1, 0, 11, 4, 13, 5, 0, 1, 1, 1, 0, 22, 7, 24, 8, 1, 1, 0, 0, 1, 0, 9, 0, 11, 1, 1, 0, 0, 0, 0, 8, 2, 8, 2, 1, 2, 0, 0, 15, 0, 6, 16, 7, 1, 1, 1, 1, 1, 0, 0, 1, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 1, 18, 3, 19, 3, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-13, Run: 054, P, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 3, 0, 0, 0, 1, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 1, 0, 0, 3, 0, 12, 2, 17, 3, 2, 1, 6, 0, 0, 35, 7, 36, 8, 1, 1, 0, 3, 0, 0, 0, 1, 1, 2, 1, 0, 0, 21, 0, 7, 1, 7, 1, 0, 6, 0, 0, 6, 8, 1, 6, 1, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-13, Run: 055, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0, 5, 3, 0, 0, 2, 1, 0, 11, 1, 13, 2, 1, 1, 6, 0, 0, 11, 2, 12, 3, 1, 1, 0, 3, 0, 0, 13, 6, 14, 7, 1, 0, 0, 11, 0, 4, 3, 5, 4, 1, 6, 0, 0, 11, 4, 1, 12, 2, 1, 1, 1, 1, 1, 1, 0, 13, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 4, 3, 5, 1, 2, 0, 0, 14, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-13, Run: 056, P, 0, 0, 0, 0, 0, 1, 0, 1, 0, 3, 1, 0, 0, 1, 6, 6, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 0, 0, 1, 2, 0, 11, 2, 14, 2, 0, 0, 6, 0, 0, 12, 5, 12, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-13, Run: 057, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0, 5, 3, 0, 0, 2, 1, 0, 1, 0, 3, 1, 0, 1, 4, 1, 1, 5, 1, 8, 3, 1, 1, 1, 2, 0, 1, 1, 0, 3, 2, 1, 0, 0, 3, 0, 26, 8, 27, 9, 1, 5, 1, 0, 16, 0, 6, 18, 7, 1, 1, 1, 1, 1, 1, 0, 5, 0, 5, 1, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 4, 1, 1, 2, 0, 0, 11, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-13, Run: 058, P, 1, 0, 6, 6, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-13, Run: 059, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0, 5, 3, 0, 0, 3, 0, 0, 15, 5, 16, 6, 1, 1, 6, 0, 0, 12, 1, 13, 2, 1, 1, 0, 3, 0, 0, 13, 0, 14, 1, 1, 0, 0, 10, 0, 4, 2, 5, 3, 1, 6, 0, 0, 2, 1, 1, 3, 2, 1, 1, 1, 1, 1, 3, 0, 12, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 3, 3, 1, 0, 0, 0, 10, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
