Input Number, Run_Number, Result@ 100, X1, H, M, PO, CE, Y, D, CO, A, PE, B, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-10, Run: 067, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 12201, 6073, 100, 535, 5637, 100, 200, 300, 12301, 6073
INVAR-10, Run: 068, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 9919, 5032, 100, 529, 4602, 100, 200, 300, 10019, 5032
INVAR-10, Run: 069, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 14433, 6577, 100, 543, 6133, 100, 200, 300, 14533, 6577
INVAR-10, Run: 070, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 11190, 5155, 100, 461, 4793, 100, 200, 300, 11290, 5155
INVAR-10, Run: 071, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 10392, 5266, 100, 521, 4844, 100, 200, 300, 10492, 5266
INVAR-10, Run: 072, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 8700, 4519, 100, 489, 4129, 100, 200, 300, 8800, 4519
INVAR-10, Run: 073, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 10686, 5254, 100, 505, 4848, 100, 200, 300, 10786, 5254
INVAR-10, Run: 074, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 15788, 7380, 100, 617, 6862, 100, 200, 300, 15888, 7380
INVAR-10, Run: 075, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 11241, 5450, 100, 535, 5014, 100, 200, 300, 11341, 5450
INVAR-10, Run: 076, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 17364, 7958, 100, 650, 7407, 100, 200, 300, 17464, 7958
INVAR-10, Run: 077, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 11081, 5662, 100, 597, 5164, 100, 200, 300, 11181, 5662
INVAR-10, Run: 078, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 9467, 5030, 100, 560, 4569, 100, 200, 300, 9567, 5030
INVAR-10, Run: 079, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 12128, 6027, 100, 552, 5574, 100, 200, 300, 12228, 6027
INVAR-10, Run: 080, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 10120, 5074, 100, 536, 4637, 100, 200, 300, 10220, 5074
INVAR-10, Run: 081, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 11887, 6142, 100, 601, 5640, 100, 200, 300, 11987, 6142
INVAR-10, Run: 082, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 10472, 5089, 100, 464, 4724, 100, 200, 300, 10572, 5089
INVAR-10, Run: 083, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 8048, 4228, 100, 522, 3805, 100, 200, 300, 8148, 4228
INVAR-10, Run: 084, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 10678, 5269, 100, 516, 4852, 100, 200, 300, 10778, 5269
INVAR-10, Run: 085, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 10622, 5360, 100, 519, 4940, 100, 200, 300, 10722, 5360
INVAR-10, Run: 086, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 16818, 7319, 100, 612, 6806, 100, 200, 300, 16918, 7319
INVAR-10, Run: 087, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 7661, 3757, 100, 400, 3456, 100, 200, 300, 7761, 3757
INVAR-10, Run: 088, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 9256, 4436, 100, 429, 4106, 100, 200, 300, 9356, 4436
INVAR-10, Run: 089, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 11371, 6052, 100, 661, 5490, 100, 200, 300, 11471, 6052
INVAR-10, Run: 090, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 10469, 5166, 100, 483, 4782, 100, 200, 300, 10569, 5166
INVAR-10, Run: 091, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 9648, 4504, 100, 444, 4159, 100, 200, 300, 9748, 4504
INVAR-10, Run: 092, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 9328, 4679, 100, 517, 4261, 100, 200, 300, 9428, 4679
INVAR-10, Run: 093, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 11813, 5408, 100, 465, 5042, 100, 200, 300, 11913, 5408
INVAR-10, Run: 094, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 11739, 6067, 100, 634, 5532, 100, 200, 300, 11839, 6067
INVAR-10, Run: 095, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 13137, 6452, 100, 572, 5979, 100, 200, 300, 13237, 6452
INVAR-10, Run: 096, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 10049, 5010, 100, 446, 4663, 100, 200, 300, 10149, 5010
INVAR-10, Run: 097, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 9705, 5229, 100, 616, 4712, 100, 200, 300, 9805, 5229
INVAR-10, Run: 098, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 12785, 6192, 100, 586, 5705, 100, 200, 300, 12885, 6192
INVAR-10, Run: 099, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 13383, 6691, 100, 622, 6168, 100, 200, 300, 13483, 6691
INVAR-10, Run: 100, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 9872, 5114, 100, 521, 4692, 100, 200, 300, 9972, 5114
INVAR-2, Run: 001, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 703, 583, 28, 85, 525, 28, 56, 84, 731, 583
INVAR-2, Run: 002, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 680, 716, 28, 108, 635, 28, 56, 84, 708, 716
INVAR-2, Run: 003, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 562, 550, 28, 110, 467, 28, 56, 84, 590, 550
INVAR-2, Run: 004, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 714, 718, 28, 108, 637, 28, 56, 84, 742, 718
INVAR-2, Run: 005, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 1251, 1114, 28, 147, 994, 28, 56, 84, 1279, 1114
INVAR-2, Run: 006, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 621, 598, 28, 94, 531, 28, 56, 84, 649, 598
INVAR-2, Run: 007, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 834, 770, 28, 132, 665, 28, 56, 84, 862, 770
INVAR-2, Run: 008, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 438, 414, 28, 83, 358, 28, 56, 84, 466, 414
INVAR-2, Run: 009, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 606, 597, 28, 110, 514, 28, 56, 84, 634, 597
INVAR-2, Run: 010, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 848, 749, 28, 96, 680, 28, 56, 84, 876, 749
INVAR-2, Run: 011, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 1187, 1044, 28, 158, 913, 28, 56, 84, 1215, 1044
INVAR-2, Run: 012, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 1027, 933, 28, 155, 805, 28, 56, 84, 1055, 933
INVAR-2, Run: 013, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 1520, 1344, 28, 171, 1200, 28, 56, 84, 1548, 1344
INVAR-2, Run: 014, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 688, 593, 28, 85, 535, 28, 56, 84, 716, 593
INVAR-2, Run: 015, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 897, 752, 28, 97, 682, 28, 56, 84, 925, 752
INVAR-2, Run: 016, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 667, 582, 28, 76, 533, 28, 56, 84, 695, 582
INVAR-2, Run: 017, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 760, 696, 28, 102, 621, 28, 56, 84, 788, 696
INVAR-2, Run: 018, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 808, 717, 28, 95, 649, 28, 56, 84, 836, 717
INVAR-2, Run: 019, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 919, 832, 28, 124, 735, 28, 56, 84, 947, 832
INVAR-2, Run: 020, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 951, 955, 28, 142, 840, 28, 56, 84, 979, 955
INVAR-2, Run: 021, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 1589, 1371, 28, 153, 1245, 28, 56, 84, 1617, 1371
INVAR-2, Run: 022, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 658, 580, 28, 82, 525, 28, 56, 84, 686, 580
INVAR-2, Run: 023, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 1106, 1045, 28, 163, 909, 28, 56, 84, 1134, 1045
INVAR-2, Run: 024, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 475, 419, 28, 70, 376, 28, 56, 84, 503, 419
INVAR-2, Run: 025, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 1670, 1439, 28, 161, 1305, 28, 56, 84, 1698, 1439
INVAR-2, Run: 026, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 885, 822, 28, 132, 717, 28, 56, 84, 913, 822
INVAR-2, Run: 027, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 708, 679, 28, 99, 607, 28, 56, 84, 736, 679
INVAR-2, Run: 028, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 1048, 1053, 28, 188, 892, 28, 56, 84, 1076, 1053
INVAR-2, Run: 029, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 754, 627, 28, 104, 550, 28, 56, 84, 782, 627
INVAR-2, Run: 030, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 1192, 1029, 28, 120, 936, 28, 56, 84, 1220, 1029
INVAR-2, Run: 031, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 1029, 925, 28, 133, 819, 28, 56, 84, 1057, 925
INVAR-2, Run: 032, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 460, 404, 28, 82, 349, 28, 56, 84, 488, 404
INVAR-2, Run: 033, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 862, 819, 28, 115, 731, 28, 56, 84, 890, 819
INVAR-2, Run: 034, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 748, 714, 28, 122, 619, 28, 56, 84, 776, 714
INVAR-2, Run: 035, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 1387, 1133, 28, 128, 1032, 28, 56, 84, 1415, 1133
INVAR-2, Run: 036, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 1059, 1009, 28, 124, 912, 28, 56, 84, 1087, 1009
INVAR-2, Run: 037, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 794, 637, 28, 104, 560, 28, 56, 84, 822, 637
INVAR-2, Run: 038, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 1736, 1518, 28, 193, 1352, 28, 56, 84, 1764, 1518
INVAR-2, Run: 039, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 762, 736, 28, 98, 665, 28, 56, 84, 790, 736
INVAR-2, Run: 040, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 565, 499, 28, 84, 442, 28, 56, 84, 593, 499
INVAR-2, Run: 041, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 964, 927, 28, 143, 811, 28, 56, 84, 992, 927
INVAR-2, Run: 042, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 1446, 1201, 28, 144, 1084, 28, 56, 84, 1474, 1201
INVAR-2, Run: 043, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 678, 592, 28, 86, 533, 28, 56, 84, 706, 592
INVAR-2, Run: 044, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 822, 756, 28, 76, 707, 28, 56, 84, 850, 756
INVAR-2, Run: 045, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 1012, 893, 28, 113, 807, 28, 56, 84, 1040, 893
INVAR-2, Run: 046, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 636, 606, 28, 105, 528, 28, 56, 84, 664, 606
INVAR-2, Run: 047, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 1605, 1481, 28, 195, 1313, 28, 56, 84, 1633, 1481
INVAR-2, Run: 048, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 631, 589, 28, 99, 517, 28, 56, 84, 659, 589
INVAR-2, Run: 049, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 1116, 1036, 28, 148, 915, 28, 56, 84, 1144, 1036
INVAR-2, Run: 050, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 915, 839, 28, 115, 751, 28, 56, 84, 943, 839
INVAR-2, Run: 051, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 1399, 1237, 28, 160, 1104, 28, 56, 84, 1427, 1237
INVAR-2, Run: 052, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 1194, 1044, 28, 122, 949, 28, 56, 84, 1222, 1044
INVAR-2, Run: 053, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 801, 703, 28, 104, 626, 28, 56, 84, 829, 703
INVAR-2, Run: 054, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 955, 872, 28, 134, 765, 28, 56, 84, 983, 872
INVAR-2, Run: 055, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 570, 545, 28, 100, 472, 28, 56, 84, 598, 545
INVAR-2, Run: 056, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 1027, 950, 28, 167, 810, 28, 56, 84, 1055, 950
INVAR-2, Run: 057, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 767, 708, 28, 111, 624, 28, 56, 84, 795, 708
INVAR-2, Run: 058, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 790, 727, 28, 110, 644, 28, 56, 84, 818, 727
INVAR-2, Run: 059, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 907, 870, 28, 136, 761, 28, 56, 84, 935, 870
INVAR-2, Run: 060, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 1005, 887, 28, 146, 768, 28, 56, 84, 1033, 887
INVAR-2, Run: 061, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 1499, 1282, 28, 156, 1153, 28, 56, 84, 1527, 1282
INVAR-2, Run: 062, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 1120, 1014, 28, 125, 916, 28, 56, 84, 1148, 1014
INVAR-2, Run: 063, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 1261, 1124, 28, 124, 1027, 28, 56, 84, 1289, 1124
INVAR-2, Run: 064, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 900, 842, 28, 125, 744, 28, 56, 84, 928, 842
INVAR-2, Run: 065, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 849, 732, 28, 104, 655, 28, 56, 84, 877, 732
INVAR-2, Run: 066, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 721, 647, 28, 86, 588, 28, 56, 84, 749, 647
INVAR-2, Run: 067, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 855, 700, 28, 92, 635, 28, 56, 84, 883, 700
INVAR-2, Run: 068, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 1178, 1022, 28, 146, 903, 28, 56, 84, 1206, 1022
INVAR-2, Run: 069, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 965, 850, 28, 112, 765, 28, 56, 84, 993, 850
INVAR-2, Run: 070, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 873, 812, 28, 151, 688, 28, 56, 84, 901, 812
INVAR-2, Run: 071, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 1006, 939, 28, 139, 827, 28, 56, 84, 1034, 939
INVAR-2, Run: 072, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 1185, 1043, 28, 119, 951, 28, 56, 84, 1213, 1043
INVAR-2, Run: 073, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 923, 834, 28, 107, 754, 28, 56, 84, 951, 834
INVAR-2, Run: 074, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 518, 493, 28, 70, 450, 28, 56, 84, 546, 493
INVAR-2, Run: 075, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 483, 397, 28, 68, 356, 28, 56, 84, 511, 397
INVAR-2, Run: 076, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 807, 681, 28, 104, 604, 28, 56, 84, 835, 681
INVAR-2, Run: 077, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 581, 530, 28, 84, 473, 28, 56, 84, 609, 530
INVAR-2, Run: 078, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 810, 671, 28, 100, 598, 28, 56, 84, 838, 671
INVAR-2, Run: 079, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 627, 627, 28, 98, 556, 28, 56, 84, 655, 627
INVAR-2, Run: 080, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 774, 680, 28, 123, 584, 28, 56, 84, 802, 680
INVAR-2, Run: 081, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 579, 563, 28, 78, 512, 28, 56, 84, 607, 563
INVAR-2, Run: 082, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 1004, 830, 28, 113, 744, 28, 56, 84, 1032, 830
INVAR-2, Run: 083, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 828, 716, 28, 104, 639, 28, 56, 84, 856, 716
INVAR-2, Run: 084, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 1218, 1072, 28, 142, 957, 28, 56, 84, 1246, 1072
INVAR-2, Run: 085, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 1010, 855, 28, 130, 752, 28, 56, 84, 1038, 855
INVAR-2, Run: 086, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 718, 605, 28, 93, 539, 28, 56, 84, 746, 605
INVAR-2, Run: 087, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 823, 727, 28, 93, 661, 28, 56, 84, 851, 727
INVAR-2, Run: 088, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 814, 744, 28, 122, 649, 28, 56, 84, 842, 744
INVAR-2, Run: 089, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 475, 495, 28, 95, 427, 28, 56, 84, 503, 495
INVAR-2, Run: 090, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 690, 719, 28, 125, 621, 28, 56, 84, 718, 719
INVAR-2, Run: 091, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 925, 898, 28, 104, 821, 28, 56, 84, 953, 898
INVAR-2, Run: 092, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 669, 637, 28, 104, 560, 28, 56, 84, 697, 637
INVAR-2, Run: 093, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 464, 415, 28, 75, 367, 28, 56, 84, 492, 415
INVAR-2, Run: 094, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 1013, 940, 28, 143, 824, 28, 56, 84, 1041, 940
INVAR-2, Run: 095, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 882, 821, 28, 140, 708, 28, 56, 84, 910, 821
INVAR-2, Run: 096, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 871, 888, 28, 148, 767, 28, 56, 84, 899, 888
INVAR-2, Run: 097, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 629, 540, 28, 80, 487, 28, 56, 84, 657, 540
INVAR-2, Run: 098, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 615, 531, 28, 68, 490, 28, 56, 84, 643, 531
INVAR-2, Run: 099, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 1196, 1021, 28, 168, 880, 28, 56, 84, 1224, 1021
INVAR-2, Run: 100, P, 0, 0, 0, 0, 28, 28, 0, 0, 168, 1, 0, 56, 838, 742, 28, 106, 663, 28, 56, 84, 866, 742
INVAR-3, Run: 001, P, 0, 0, 0, 0, 82, 82, 0, 0, 492, 1, 0, 164, 7646, 4028, 82, 444, 3665, 82, 164, 246, 7728, 4028
INVAR-3, Run: 002, P, 0, 0, 0, 0, 82, 82, 0, 0, 492, 1, 0, 164, 7449, 4107, 82, 443, 3745, 82, 164, 246, 7531, 4107
INVAR-3, Run: 003, P, 0, 0, 0, 0, 82, 82, 0, 0, 492, 1, 0, 164, 10072, 5350, 82, 478, 4953, 82, 164, 246, 10154, 5350
INVAR-3, Run: 004, P, 0, 0, 0, 0, 82, 82, 0, 0, 492, 1, 0, 164, 7072, 3847, 82, 400, 3528, 82, 164, 246, 7154, 3847
INVAR-3, Run: 005, P, 0, 0, 0, 0, 82, 82, 0, 0, 492, 1, 0, 164, 5591, 3002, 82, 371, 2712, 82, 164, 246, 5673, 3002
INVAR-3, Run: 006, P, 0, 0, 0, 0, 82, 82, 0, 0, 492, 1, 0, 164, 5670, 3427, 82, 413, 3095, 82, 164, 246, 5752, 3427
INVAR-3, Run: 007, P, 0, 0, 0, 0, 82, 82, 0, 0, 492, 1, 0, 164, 10392, 5801, 82, 569, 5313, 82, 164, 246, 10474, 5801
INVAR-3, Run: 008, P, 0, 0, 0, 0, 82, 82, 0, 0, 492, 1, 0, 164, 9243, 4733, 82, 426, 4388, 82, 164, 246, 9325, 4733
INVAR-3, Run: 009, P, 0, 0, 0, 0, 82, 82, 0, 0, 492, 1, 0, 164, 6326, 3440, 82, 375, 3146, 82, 164, 246, 6408, 3440
INVAR-3, Run: 010, P, 0, 0, 0, 0, 82, 82, 0, 0, 492, 1, 0, 164, 8209, 4373, 82, 404, 4050, 82, 164, 246, 8291, 4373
INVAR-3, Run: 011, P, 0, 0, 0, 0, 82, 82, 0, 0, 492, 1, 0, 164, 9408, 5133, 82, 487, 4727, 82, 164, 246, 9490, 5133
INVAR-3, Run: 012, P, 0, 0, 0, 0, 82, 82, 0, 0, 492, 1, 0, 164, 6530, 3656, 82, 382, 3355, 82, 164, 246, 6612, 3656
INVAR-3, Run: 013, P, 0, 0, 0, 0, 82, 82, 0, 0, 492, 1, 0, 164, 12194, 6169, 82, 553, 5697, 82, 164, 246, 12276, 6169
INVAR-3, Run: 014, P, 0, 0, 0, 0, 82, 82, 0, 0, 492, 1, 0, 164, 5962, 3229, 82, 372, 2938, 82, 164, 246, 6044, 3229
INVAR-3, Run: 015, P, 0, 0, 0, 0, 82, 82, 0, 0, 492, 1, 0, 164, 7588, 3976, 82, 437, 3620, 82, 164, 246, 7670, 3976
INVAR-3, Run: 016, P, 0, 0, 0, 0, 82, 82, 0, 0, 492, 1, 0, 164, 8713, 4779, 82, 477, 4383, 82, 164, 246, 8795, 4779
INVAR-3, Run: 017, P, 0, 0, 0, 0, 82, 82, 0, 0, 492, 1, 0, 164, 7179, 3965, 82, 440, 3606, 82, 164, 246, 7261, 3965
INVAR-3, Run: 018, P, 0, 0, 0, 0, 82, 82, 0, 0, 492, 1, 0, 164, 11106, 5569, 82, 524, 5126, 82, 164, 246, 11188, 5569
INVAR-3, Run: 019, P, 0, 0, 0, 0, 82, 82, 0, 0, 492, 1, 0, 164, 9138, 4949, 82, 476, 4554, 82, 164, 246, 9220, 4949
INVAR-3, Run: 020, P, 0, 0, 0, 0, 82, 82, 0, 0, 492, 1, 0, 164, 9882, 5074, 82, 502, 4653, 82, 164, 246, 9964, 5074
INVAR-3, Run: 021, P, 0, 0, 0, 0, 82, 82, 0, 0, 492, 1, 0, 164, 6723, 3672, 82, 396, 3357, 82, 164, 246, 6805, 3672
INVAR-3, Run: 022, P, 0, 0, 0, 0, 82, 82, 0, 0, 492, 1, 0, 164, 5646, 3241, 82, 390, 2932, 82, 164, 246, 5728, 3241
INVAR-3, Run: 023, P, 0, 0, 0, 0, 82, 82, 0, 0, 492, 1, 0, 164, 11116, 5745, 82, 501, 5325, 82, 164, 246, 11198, 5745
INVAR-3, Run: 024, P, 0, 0, 0, 0, 82, 82, 0, 0, 492, 1, 0, 164, 7663, 4549, 82, 524, 4106, 82, 164, 246, 7745, 4549
INVAR-3, Run: 025, P, 0, 0, 0, 0, 82, 82, 0, 0, 492, 1, 0, 164, 6933, 3867, 82, 426, 3522, 82, 164, 246, 7015, 3867
INVAR-3, Run: 026, P, 0, 0, 0, 0, 82, 82, 0, 0, 492, 1, 0, 164, 5983, 3324, 82, 374, 3031, 82, 164, 246, 6065, 3324
INVAR-3, Run: 027, P, 0, 0, 0, 0, 82, 82, 0, 0, 492, 1, 0, 164, 6712, 3487, 82, 354, 3214, 82, 164, 246, 6794, 3487
INVAR-3, Run: 028, P, 0, 0, 0, 0, 82, 82, 0, 0, 492, 1, 0, 164, 8114, 4525, 82, 468, 4138, 82, 164, 246, 8196, 4525
INVAR-3, Run: 029, P, 0, 0, 0, 0, 82, 82, 0, 0, 492, 1, 0, 164, 8568, 4465, 82, 428, 4118, 82, 164, 246, 8650, 4465
INVAR-3, Run: 030, P, 0, 0, 0, 0, 82, 82, 0, 0, 492, 1, 0, 164, 11719, 5432, 82, 426, 5087, 82, 164, 246, 11801, 5432
INVAR-3, Run: 031, P, 0, 0, 0, 0, 82, 82, 0, 0, 492, 1, 0, 164, 5049, 2619, 82, 285, 2415, 82, 164, 246, 5131, 2619
