Input Number, Run_Number, Result@ 100, X1, A, B, C, PO, D, CO, Y, PE, CE, F, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-10, Run: 056, P, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0, 200, 5845, 95, 95, 5845, 100, 107, 92, 100, 100, 200, 7404, 3702
INVAR-10, Run: 057, P, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0, 200, 4322, 100, 100, 4322, 100, 100, 99, 100, 100, 200, 5090, 2545
INVAR-10, Run: 058, P, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0, 200, 3761, 76, 76, 3761, 100, 105, 94, 100, 100, 200, 7342, 3671
INVAR-10, Run: 059, P, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0, 200, 5866, 66, 66, 5866, 100, 110, 89, 100, 100, 200, 4828, 2414
INVAR-10, Run: 060, P, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0, 200, 6716, 96, 96, 6716, 100, 97, 102, 100, 100, 200, 5058, 2529
INVAR-10, Run: 061, P, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0, 200, 5747, 98, 98, 5747, 100, 104, 95, 100, 100, 200, 6084, 3042
INVAR-10, Run: 062, P, 0, 0, 0, 0, 0, 600, 0, 2, 1, 2, 0, 200, 4890, 110, 108, 4890, 100, 102, 96, 99, 100, 200, 5344, 2672
INVAR-10, Run: 063, P, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0, 200, 6530, 80, 80, 6530, 100, 98, 101, 100, 100, 200, 5874, 2937
INVAR-10, Run: 064, P, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0, 200, 4768, 86, 86, 4768, 100, 87, 112, 100, 100, 200, 5586, 2793
INVAR-10, Run: 065, P, 0, 0, 0, 0, 0, 600, 0, 2, 1, 2, 0, 200, 5370, 107, 105, 5370, 100, 99, 99, 99, 100, 200, 5422, 2711
INVAR-10, Run: 066, P, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0, 200, 5047, 87, 87, 5047, 100, 102, 97, 100, 100, 200, 6068, 3034
INVAR-10, Run: 067, P, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0, 200, 5586, 110, 110, 5586, 100, 111, 88, 100, 100, 200, 3730, 1865
INVAR-10, Run: 068, P, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0, 200, 5185, 91, 91, 5185, 100, 80, 119, 100, 100, 200, 5640, 2820
INVAR-10, Run: 069, P, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0, 200, 5715, 102, 102, 5715, 100, 100, 99, 100, 100, 200, 5798, 2899
INVAR-10, Run: 070, P, 0, 0, 0, 0, 0, 600, 0, 2, 1, 2, 0, 200, 5750, 87, 85, 5750, 100, 93, 105, 99, 100, 200, 5248, 2624
INVAR-10, Run: 071, P, 0, 0, 0, 0, 0, 600, 0, 2, 1, 2, 0, 200, 5551, 110, 108, 5551, 100, 114, 84, 99, 100, 200, 5856, 2928
INVAR-10, Run: 072, P, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0, 200, 5481, 120, 120, 5481, 100, 106, 93, 100, 100, 200, 5154, 2577
INVAR-10, Run: 073, P, 0, 0, 0, 0, 0, 600, 0, 4, 1, 4, 0, 200, 4242, 106, 102, 4242, 100, 103, 94, 98, 100, 200, 4736, 2368
INVAR-10, Run: 074, P, 0, 0, 0, 0, 0, 600, 0, 2, 1, 2, 0, 200, 4909, 105, 103, 4909, 100, 103, 95, 99, 100, 200, 5870, 2935
INVAR-10, Run: 075, P, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0, 200, 4252, 107, 107, 4252, 100, 86, 113, 100, 100, 200, 4540, 2270
INVAR-10, Run: 076, P, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0, 200, 4554, 89, 89, 4554, 100, 102, 97, 100, 100, 200, 6922, 3461
INVAR-10, Run: 077, P, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0, 200, 5202, 83, 83, 5202, 100, 108, 91, 100, 100, 200, 5968, 2984
INVAR-10, Run: 078, P, 0, 0, 0, 0, 0, 600, 0, 2, 1, 2, 0, 200, 4394, 113, 111, 4394, 100, 96, 102, 99, 100, 200, 5788, 2894
INVAR-10, Run: 079, P, 0, 0, 0, 0, 0, 600, 0, 2, 1, 2, 0, 200, 5887, 114, 112, 5887, 100, 99, 99, 99, 100, 200, 5636, 2818
INVAR-10, Run: 080, P, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0, 200, 7625, 88, 88, 7625, 100, 108, 91, 100, 100, 200, 5784, 2892
INVAR-10, Run: 081, P, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0, 200, 4822, 103, 103, 4822, 100, 105, 94, 100, 100, 200, 3676, 1838
INVAR-10, Run: 082, P, 0, 0, 0, 0, 0, 600, 0, 2, 1, 2, 0, 200, 4886, 102, 100, 4886, 100, 110, 88, 99, 100, 200, 6596, 3298
INVAR-10, Run: 083, P, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0, 200, 5492, 121, 121, 5492, 100, 105, 94, 100, 100, 200, 4860, 2430
INVAR-10, Run: 084, P, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0, 200, 5768, 109, 109, 5768, 100, 115, 84, 100, 100, 200, 7084, 3542
INVAR-10, Run: 085, P, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0, 200, 6961, 96, 96, 6961, 100, 107, 92, 100, 100, 200, 6978, 3489
INVAR-10, Run: 086, P, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0, 200, 4537, 106, 106, 4537, 100, 108, 91, 100, 100, 200, 5598, 2799
INVAR-10, Run: 087, P, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0, 200, 5316, 102, 102, 5316, 100, 94, 105, 100, 100, 200, 4998, 2499
INVAR-10, Run: 088, P, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0, 200, 6624, 119, 119, 6624, 100, 101, 98, 100, 100, 200, 5780, 2890
INVAR-10, Run: 089, P, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0, 200, 5148, 116, 116, 5148, 100, 107, 92, 100, 100, 200, 7798, 3899
INVAR-10, Run: 090, P, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0, 200, 7249, 88, 88, 7249, 100, 98, 101, 100, 100, 200, 5814, 2907
INVAR-10, Run: 091, P, 0, 0, 0, 0, 0, 600, 0, 2, 1, 2, 0, 200, 4610, 97, 95, 4610, 100, 100, 98, 99, 100, 200, 5114, 2557
INVAR-10, Run: 092, P, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0, 200, 6196, 119, 119, 6196, 100, 102, 97, 100, 100, 200, 5486, 2743
INVAR-10, Run: 093, P, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0, 200, 4556, 113, 113, 4556, 100, 105, 94, 100, 100, 200, 4406, 2203
INVAR-10, Run: 094, P, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0, 200, 4615, 102, 102, 4615, 100, 86, 113, 100, 100, 200, 4294, 2147
INVAR-10, Run: 095, P, 0, 0, 0, 0, 0, 600, 0, 2, 1, 2, 0, 200, 5469, 105, 103, 5469, 100, 87, 111, 99, 100, 200, 8302, 4151
INVAR-10, Run: 096, P, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0, 200, 5241, 104, 104, 5241, 100, 100, 99, 100, 100, 200, 3792, 1896
INVAR-10, Run: 097, P, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0, 200, 5673, 105, 105, 5673, 100, 109, 90, 100, 100, 200, 4754, 2377
INVAR-10, Run: 098, P, 0, 0, 0, 0, 0, 600, 0, 2, 1, 2, 0, 200, 3903, 94, 92, 3903, 100, 95, 103, 99, 100, 200, 5970, 2985
INVAR-10, Run: 099, P, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0, 200, 5286, 107, 107, 5286, 100, 117, 82, 100, 100, 200, 8302, 4151
INVAR-10, Run: 100, P, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0, 200, 5129, 112, 112, 5129, 100, 107, 92, 100, 100, 200, 8438, 4219
INVAR-2, Run: 001, P, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0, 56, 1106, 41, 41, 1106, 28, 31, 24, 28, 28, 56, 1094, 547
INVAR-2, Run: 002, P, 0, 0, 0, 0, 0, 168, 0, 2, 1, 2, 0, 56, 759, 20, 18, 759, 28, 23, 31, 27, 28, 56, 2684, 1342
INVAR-2, Run: 003, P, 0, 0, 0, 0, 0, 168, 0, 2, 1, 2, 0, 56, 502, 29, 27, 502, 28, 30, 24, 27, 28, 56, 820, 410
INVAR-2, Run: 004, P, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0, 56, 887, 28, 28, 887, 28, 23, 32, 28, 28, 56, 1154, 577
INVAR-2, Run: 005, P, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0, 56, 867, 20, 20, 867, 28, 28, 27, 28, 28, 56, 1404, 702
INVAR-2, Run: 006, P, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0, 56, 691, 25, 25, 691, 28, 29, 26, 28, 28, 56, 860, 430
INVAR-2, Run: 007, P, 0, 0, 0, 0, 0, 168, 0, 2, 1, 2, 0, 56, 341, 28, 26, 341, 28, 23, 31, 27, 28, 56, 452, 226
INVAR-2, Run: 008, P, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0, 56, 593, 34, 34, 593, 28, 29, 26, 28, 28, 56, 610, 305
INVAR-2, Run: 009, P, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0, 56, 762, 33, 33, 762, 28, 24, 31, 28, 28, 56, 1014, 507
INVAR-2, Run: 010, P, 0, 0, 0, 0, 0, 168, 0, 2, 1, 2, 0, 56, 587, 30, 28, 587, 28, 30, 24, 27, 28, 56, 1104, 552
INVAR-2, Run: 011, P, 0, 0, 0, 0, 0, 168, 0, 2, 1, 2, 0, 56, 616, 36, 34, 616, 28, 20, 34, 27, 28, 56, 1080, 540
INVAR-2, Run: 012, P, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0, 56, 1456, 40, 40, 1456, 28, 29, 26, 28, 28, 56, 816, 408
INVAR-2, Run: 013, P, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0, 56, 369, 36, 36, 369, 28, 25, 30, 28, 28, 56, 788, 394
INVAR-2, Run: 014, P, 0, 0, 0, 0, 0, 168, 0, 2, 1, 2, 0, 56, 964, 35, 33, 964, 28, 31, 23, 27, 28, 56, 1028, 514
INVAR-2, Run: 015, P, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0, 56, 705, 28, 28, 705, 28, 24, 31, 28, 28, 56, 444, 222
INVAR-2, Run: 016, P, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0, 56, 881, 19, 19, 881, 28, 39, 16, 28, 28, 56, 628, 314
INVAR-2, Run: 017, P, 0, 0, 0, 0, 0, 168, 0, 2, 1, 2, 0, 56, 729, 40, 38, 729, 28, 21, 33, 27, 28, 56, 502, 251
INVAR-2, Run: 018, P, 0, 0, 0, 0, 0, 168, 0, 2, 1, 2, 0, 56, 556, 24, 22, 556, 28, 33, 21, 27, 28, 56, 1110, 555
INVAR-2, Run: 019, P, 0, 0, 0, 0, 0, 168, 0, 2, 1, 2, 0, 56, 652, 28, 26, 652, 28, 26, 28, 27, 28, 56, 754, 377
INVAR-2, Run: 020, P, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0, 56, 735, 31, 31, 735, 28, 24, 31, 28, 28, 56, 650, 325
INVAR-2, Run: 021, P, 0, 0, 0, 0, 0, 168, 0, 2, 1, 2, 0, 56, 768, 31, 29, 768, 28, 28, 26, 27, 28, 56, 740, 370
INVAR-2, Run: 022, P, 0, 0, 0, 0, 0, 168, 0, 2, 1, 2, 0, 56, 670, 34, 32, 670, 28, 30, 24, 27, 28, 56, 672, 336
INVAR-2, Run: 023, P, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0, 56, 719, 29, 29, 719, 28, 31, 24, 28, 28, 56, 466, 233
INVAR-2, Run: 024, P, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0, 56, 898, 31, 31, 898, 28, 23, 32, 28, 28, 56, 948, 474
INVAR-2, Run: 025, P, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0, 56, 424, 29, 29, 424, 28, 28, 27, 28, 28, 56, 498, 249
INVAR-2, Run: 026, P, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0, 56, 913, 16, 16, 913, 28, 36, 19, 28, 28, 56, 748, 374
INVAR-2, Run: 027, P, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0, 56, 668, 50, 50, 668, 28, 27, 28, 28, 28, 56, 622, 311
INVAR-2, Run: 028, P, 0, 0, 0, 0, 0, 168, 0, 2, 1, 2, 0, 56, 830, 38, 36, 830, 28, 28, 26, 27, 28, 56, 458, 229
INVAR-2, Run: 029, P, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0, 56, 653, 15, 15, 653, 28, 34, 21, 28, 28, 56, 1268, 634
INVAR-2, Run: 030, P, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0, 56, 765, 21, 21, 765, 28, 31, 24, 28, 28, 56, 768, 384
INVAR-2, Run: 031, P, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0, 56, 768, 35, 35, 768, 28, 29, 26, 28, 28, 56, 880, 440
INVAR-2, Run: 032, P, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0, 56, 1195, 26, 26, 1195, 28, 27, 28, 28, 28, 56, 638, 319
INVAR-2, Run: 033, P, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0, 56, 793, 34, 34, 793, 28, 35, 20, 28, 28, 56, 668, 334
INVAR-2, Run: 034, P, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0, 56, 696, 19, 19, 696, 28, 31, 24, 28, 28, 56, 854, 427
INVAR-2, Run: 035, P, 0, 0, 0, 0, 0, 168, 0, 2, 1, 2, 0, 56, 673, 34, 32, 673, 28, 26, 28, 27, 28, 56, 496, 248
INVAR-2, Run: 036, P, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0, 56, 518, 14, 14, 518, 28, 26, 29, 28, 28, 56, 672, 336
INVAR-2, Run: 037, P, 0, 0, 0, 0, 0, 168, 0, 2, 1, 2, 0, 56, 674, 34, 32, 674, 28, 31, 23, 27, 28, 56, 2264, 1132
INVAR-2, Run: 038, P, 0, 0, 0, 0, 0, 168, 0, 2, 1, 2, 0, 56, 667, 28, 26, 667, 28, 25, 29, 27, 28, 56, 614, 307
INVAR-2, Run: 039, P, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0, 56, 831, 15, 15, 831, 28, 34, 21, 28, 28, 56, 820, 410
INVAR-2, Run: 040, P, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0, 56, 951, 26, 26, 951, 28, 27, 28, 28, 28, 56, 1108, 554
INVAR-2, Run: 041, P, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0, 56, 564, 24, 24, 564, 28, 32, 23, 28, 28, 56, 462, 231
INVAR-2, Run: 042, P, 0, 0, 0, 0, 0, 168, 0, 2, 1, 2, 0, 56, 564, 31, 29, 564, 28, 33, 21, 27, 28, 56, 602, 301
INVAR-2, Run: 043, P, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0, 56, 708, 38, 38, 708, 28, 39, 16, 28, 28, 56, 628, 314
INVAR-2, Run: 044, P, 0, 0, 0, 0, 0, 168, 0, 2, 1, 2, 0, 56, 408, 31, 29, 408, 28, 35, 19, 27, 28, 56, 784, 392
INVAR-2, Run: 045, P, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0, 56, 668, 28, 28, 668, 28, 32, 23, 28, 28, 56, 364, 182
INVAR-2, Run: 046, P, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0, 56, 773, 37, 37, 773, 28, 28, 27, 28, 28, 56, 1510, 755
INVAR-2, Run: 047, P, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0, 56, 899, 33, 33, 899, 28, 34, 21, 28, 28, 56, 544, 272
INVAR-2, Run: 048, P, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0, 56, 405, 21, 21, 405, 28, 28, 27, 28, 28, 56, 908, 454
INVAR-2, Run: 049, P, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0, 56, 581, 35, 35, 581, 28, 29, 26, 28, 28, 56, 606, 303
INVAR-2, Run: 050, P, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0, 56, 726, 38, 38, 726, 28, 34, 21, 28, 28, 56, 974, 487
INVAR-2, Run: 051, P, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0, 56, 794, 27, 27, 794, 28, 25, 30, 28, 28, 56, 680, 340
INVAR-2, Run: 052, P, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0, 56, 856, 21, 21, 856, 28, 37, 18, 28, 28, 56, 604, 302
INVAR-2, Run: 053, P, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0, 56, 863, 32, 32, 863, 28, 27, 28, 28, 28, 56, 1090, 545
INVAR-2, Run: 054, P, 0, 0, 0, 0, 0, 168, 0, 2, 1, 2, 0, 56, 986, 32, 30, 986, 28, 32, 22, 27, 28, 56, 912, 456
INVAR-2, Run: 055, P, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0, 56, 832, 38, 38, 832, 28, 30, 25, 28, 28, 56, 794, 397
INVAR-2, Run: 056, P, 0, 0, 0, 0, 0, 168, 0, 2, 1, 2, 0, 56, 790, 32, 30, 790, 28, 37, 17, 27, 28, 56, 422, 211
INVAR-2, Run: 057, P, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0, 56, 646, 33, 33, 646, 28, 26, 29, 28, 28, 56, 1360, 680
INVAR-2, Run: 058, P, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0, 56, 672, 31, 31, 672, 28, 26, 29, 28, 28, 56, 1116, 558
INVAR-2, Run: 059, P, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0, 56, 496, 36, 36, 496, 28, 23, 32, 28, 28, 56, 1678, 839
INVAR-2, Run: 060, P, 0, 0, 0, 0, 0, 168, 0, 2, 1, 2, 0, 56, 595, 37, 35, 595, 28, 27, 27, 27, 28, 56, 576, 288
INVAR-2, Run: 061, P, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0, 56, 1136, 25, 25, 1136, 28, 25, 30, 28, 28, 56, 1776, 888
INVAR-2, Run: 062, P, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0, 56, 527, 26, 26, 527, 28, 32, 23, 28, 28, 56, 602, 301
INVAR-2, Run: 063, P, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0, 56, 752, 31, 31, 752, 28, 22, 33, 28, 28, 56, 1014, 507
INVAR-2, Run: 064, P, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0, 56, 545, 32, 32, 545, 28, 31, 24, 28, 28, 56, 796, 398
INVAR-2, Run: 065, P, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0, 56, 612, 38, 38, 612, 28, 30, 25, 28, 28, 56, 800, 400
INVAR-2, Run: 066, P, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0, 56, 952, 21, 21, 952, 28, 30, 25, 28, 28, 56, 966, 483
INVAR-2, Run: 067, P, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0, 56, 465, 25, 25, 465, 28, 28, 27, 28, 28, 56, 444, 222
INVAR-2, Run: 068, P, 0, 0, 0, 0, 0, 168, 0, 2, 1, 2, 0, 56, 689, 31, 29, 689, 28, 30, 24, 27, 28, 56, 732, 366
INVAR-2, Run: 069, P, 0, 0, 0, 0, 0, 168, 0, 2, 1, 2, 0, 56, 861, 26, 24, 861, 28, 25, 29, 27, 28, 56, 738, 369
INVAR-2, Run: 070, P, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0, 56, 500, 29, 29, 500, 28, 21, 34, 28, 28, 56, 502, 251
INVAR-2, Run: 071, P, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0, 56, 987, 18, 18, 987, 28, 25, 30, 28, 28, 56, 400, 200
INVAR-2, Run: 072, P, 0, 0, 0, 0, 0, 168, 0, 2, 1, 2, 0, 56, 910, 27, 25, 910, 28, 33, 21, 27, 28, 56, 498, 249
INVAR-2, Run: 073, P, 0, 0, 0, 0, 0, 168, 0, 2, 1, 2, 0, 56, 683, 39, 37, 683, 28, 30, 24, 27, 28, 56, 850, 425
INVAR-2, Run: 074, P, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0, 56, 568, 36, 36, 568, 28, 31, 24, 28, 28, 56, 562, 281
INVAR-2, Run: 075, P, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0, 56, 566, 28, 28, 566, 28, 27, 28, 28, 28, 56, 438, 219
INVAR-2, Run: 076, P, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0, 56, 562, 41, 41, 562, 28, 28, 27, 28, 28, 56, 610, 305
INVAR-2, Run: 077, P, 0, 0, 0, 0, 0, 168, 0, 2, 1, 2, 0, 56, 873, 35, 33, 873, 28, 31, 23, 27, 28, 56, 1050, 525
INVAR-2, Run: 078, P, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0, 56, 716, 32, 32, 716, 28, 33, 22, 28, 28, 56, 1102, 551
INVAR-2, Run: 079, P, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0, 56, 608, 15, 15, 608, 28, 24, 31, 28, 28, 56, 558, 279
INVAR-2, Run: 080, P, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0, 56, 1352, 32, 32, 1352, 28, 30, 25, 28, 28, 56, 638, 319
INVAR-2, Run: 081, P, 0, 0, 0, 0, 0, 168, 0, 2, 1, 2, 0, 56, 460, 36, 34, 460, 28, 25, 29, 27, 28, 56, 1134, 567
INVAR-2, Run: 082, P, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0, 56, 624, 32, 32, 624, 28, 28, 27, 28, 28, 56, 468, 234
INVAR-2, Run: 083, P, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0, 56, 822, 35, 35, 822, 28, 31, 24, 28, 28, 56, 826, 413
INVAR-2, Run: 084, P, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0, 56, 599, 34, 34, 599, 28, 38, 17, 28, 28, 56, 796, 398
INVAR-2, Run: 085, P, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0, 56, 616, 34, 34, 616, 28, 30, 25, 28, 28, 56, 746, 373
INVAR-2, Run: 086, P, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0, 56, 885, 21, 21, 885, 28, 31, 24, 28, 28, 56, 494, 247
INVAR-2, Run: 087, P, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0, 56, 924, 20, 20, 924, 28, 29, 26, 28, 28, 56, 690, 345
INVAR-2, Run: 088, P, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0, 56, 1031, 37, 37, 1031, 28, 35, 20, 28, 28, 56, 1002, 501
INVAR-2, Run: 089, P, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0, 56, 499, 28, 28, 499, 28, 30, 25, 28, 28, 56, 492, 246
INVAR-2, Run: 090, P, 0, 0, 0, 0, 0, 168, 0, 2, 1, 2, 0, 56, 948, 25, 23, 948, 28, 41, 13, 27, 28, 56, 1662, 831
INVAR-2, Run: 091, P, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0, 56, 605, 37, 37, 605, 28, 27, 28, 28, 28, 56, 1430, 715
INVAR-2, Run: 092, P, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0, 56, 706, 35, 35, 706, 28, 26, 29, 28, 28, 56, 876, 438
INVAR-2, Run: 093, P, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0, 56, 655, 20, 20, 655, 28, 21, 34, 28, 28, 56, 568, 284
INVAR-2, Run: 094, P, 0, 0, 0, 0, 0, 168, 0, 2, 1, 2, 0, 56, 759, 25, 23, 759, 28, 23, 31, 27, 28, 56, 656, 328
INVAR-2, Run: 095, P, 0, 0, 0, 0, 0, 168, 0, 2, 1, 2, 0, 56, 609, 25, 23, 609, 28, 23, 31, 27, 28, 56, 474, 237
INVAR-2, Run: 096, P, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0, 56, 835, 34, 34, 835, 28, 25, 30, 28, 28, 56, 1062, 531
INVAR-2, Run: 097, P, 0, 0, 0, 0, 0, 168, 0, 2, 1, 2, 0, 56, 713, 28, 26, 713, 28, 25, 29, 27, 28, 56, 1420, 710
INVAR-2, Run: 098, P, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0, 56, 656, 21, 21, 656, 28, 27, 28, 28, 28, 56, 654, 327
INVAR-2, Run: 099, P, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0, 56, 610, 36, 36, 610, 28, 26, 29, 28, 28, 56, 546, 273
INVAR-2, Run: 100, P, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0, 56, 804, 31, 31, 804, 28, 30, 25, 28, 28, 56, 456, 228
INVAR-3, Run: 001, P, 0, 0, 0, 0, 0, 492, 0, 2, 1, 2, 0, 164, 3030, 100, 98, 3030, 82, 90, 72, 81, 82, 164, 4768, 2384
INVAR-3, Run: 002, P, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0, 164, 3727, 88, 88, 3727, 82, 86, 77, 82, 82, 164, 3534, 1767
INVAR-3, Run: 003, P, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0, 164, 4181, 83, 83, 4181, 82, 98, 65, 82, 82, 164, 3584, 1792
INVAR-3, Run: 004, P, 0, 0, 0, 0, 0, 492, 0, 2, 1, 2, 0, 164, 2895, 76, 74, 2895, 82, 73, 89, 81, 82, 164, 3682, 1841
INVAR-3, Run: 005, P, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0, 164, 3727, 79, 79, 3727, 82, 70, 93, 82, 82, 164, 5548, 2774
INVAR-3, Run: 006, P, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0, 164, 4787, 75, 75, 4787, 82, 75, 88, 82, 82, 164, 4308, 2154
INVAR-3, Run: 007, P, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0, 164, 4487, 80, 80, 4487, 82, 101, 62, 82, 82, 164, 4788, 2394
INVAR-3, Run: 008, P, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0, 164, 4518, 88, 88, 4518, 82, 76, 87, 82, 82, 164, 3854, 1927
INVAR-3, Run: 009, P, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0, 164, 4905, 96, 96, 4905, 82, 77, 86, 82, 82, 164, 4296, 2148
INVAR-3, Run: 010, P, 0, 0, 0, 0, 0, 492, 0, 2, 1, 2, 0, 164, 3251, 82, 80, 3251, 82, 83, 79, 81, 82, 164, 5030, 2515
INVAR-3, Run: 011, P, 0, 0, 0, 0, 0, 492, 0, 2, 1, 2, 0, 164, 3320, 89, 87, 3320, 82, 73, 89, 81, 82, 164, 4590, 2295
