Input Number, Run_Number, Result@ 100, ao, SetABX1, SetX1ab, LeaderX1, X1, ac, ad, Leaderac, af, ag, ACuAEX1, ACuAEab, A, ah, X1uABX1, SetX1X1, Leaderad, ak, al, ADuAFX1, ADuAFab, aj, SetABf, Leaderag, Leaderah, ar, X1uABab, an, AGuAIX1, AGuAIab, Leaderai, AIuAJX1, AIuAJab, aq, AHuAKX1, AHuAKab, Leaderak, at, au, SetABab, Leaderan, Y, ANuAOX1, ab, ANuAOab, Leaderao, ANuAPX1, ANuAPab, SetX1f, Leaderap, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction14, Reaction15, Reaction16, Reaction17, Reaction18, Reaction19, Reaction2, Reaction20, Reaction21, Reaction22, Reaction23, Reaction24, Reaction25, Reaction26, Reaction27, Reaction28, Reaction29, Reaction3, Reaction30, Reaction31, Reaction32, Reaction33, Reaction34, Reaction35, Reaction36, Reaction37, Reaction38, Reaction39, Reaction4, Reaction40, Reaction41, Reaction42, Reaction43, Reaction44, Reaction45, Reaction46, Reaction47, Reaction48, Reaction49, Reaction5, Reaction50, Reaction51, Reaction52, Reaction53, Reaction54, Reaction55, Reaction56, Reaction57, Reaction58, Reaction59, Reaction6, Reaction60, Reaction61, Reaction62, Reaction63, Reaction64, Reaction65, Reaction66, Reaction67, Reaction68, Reaction69, Reaction7, Reaction70, Reaction71, Reaction72, Reaction73, Reaction74, Reaction75, Reaction76, Reaction77, Reaction78, Reaction79, Reaction8, Reaction80, Reaction81, Reaction82, Reaction83, Reaction84, Reaction85, Reaction86, Reaction87, Reaction88, Reaction89, Reaction9, Reaction90, Reaction91
INVAR-10, Run: 077, F, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 1, 0, 0, 0, 0, 1, 195, 98, 2, 0, 99, 1, 0, 4, 0, 8, 1, 5, 1, 199, 1, 0, 29, 6, 31, 7, 1, 1, 0, 98, 2, 0, 1, 0, 3, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 197, 3, 0, 18, 0, 6, 22, 7, 1, 1, 1, 1, 1, 48, 0, 8, 0, 288, 2, 1, 0, 0, 0, 0, 0, 0, 1, 6, 3, 10, 5, 1, 52, 0, 0, 309, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 078, F, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 1, 0, 0, 0, 0, 1, 197, 97, 3, 0, 99, 1, 0, 20, 4, 25, 5, 2, 1, 194, 6, 0, 6, 1, 13, 2, 1, 1, 1, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 195, 4, 1, 15, 0, 5, 21, 7, 1, 1, 1, 1, 1, 47, 1, 7, 0, 309, 3, 0, 0, 0, 0, 0, 0, 0, 2, 22, 4, 27, 5, 1, 52, 0, 0, 289, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 079, F, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 1, 0, 0, 0, 0, 1, 196, 96, 4, 0, 97, 3, 0, 3, 1, 11, 2, 4, 1, 195, 5, 0, 2, 0, 8, 1, 1, 1, 0, 99, 1, 0, 3, 0, 4, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 195, 5, 0, 10, 0, 3, 16, 4, 1, 1, 1, 1, 1, 47, 0, 6, 0, 294, 3, 1, 0, 0, 0, 0, 0, 0, 1, 13, 3, 18, 5, 1, 53, 0, 0, 303, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 080, F, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 592, 0, 0, 0, 0, 0, 0, 0, 1, 1, 191, 98, 1, 0, 96, 2, 0, 9, 0, 13, 1, 6, 1, 193, 4, 0, 5, 0, 10, 1, 1, 1, 0, 98, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 194, 3, 0, 14, 0, 2, 18, 3, 1, 1, 1, 1, 1, 0, 0, 7, 0, 0, 0, 0, 305, 0, 0, 41, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 286, 1, 0, 55, 2, 0, 8, 4, 12, 1, 5, 1
INVAR-10, Run: 081, F, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 1, 0, 0, 0, 0, 1, 196, 96, 4, 0, 97, 3, 0, 9, 0, 17, 1, 4, 1, 197, 3, 0, 3, 1, 7, 2, 1, 1, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 195, 5, 0, 4, 1, 3, 10, 4, 1, 1, 1, 1, 1, 48, 0, 7, 0, 298, 2, 0, 0, 0, 0, 0, 0, 0, 2, 13, 4, 16, 5, 1, 52, 0, 0, 301, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 082, F, 0, 0, 1, 0, 1, 4, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 598, 0, 0, 0, 0, 0, 0, 0, 1, 1, 194, 96, 2, 0, 95, 2, 0, 0, 0, 5, 1, 5, 1, 197, 2, 0, 20, 0, 23, 1, 1, 1, 0, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 195, 3, 1, 12, 0, 2, 17, 4, 1, 1, 1, 1, 1, 0, 0, 6, 0, 0, 0, 0, 286, 0, 0, 55, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 307, 5, 0, 44, 0, 0, 10, 2, 16, 1, 3, 1
INVAR-10, Run: 083, F, 0, 0, 1, 0, 0, 0, 7, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 96, 0, 0, 0, 1, 0, 0, 0, 0, 1, 198, 97, 2, 1, 99, 1, 0, 30, 5, 35, 7, 1, 1, 190, 3, 0, 0, 0, 4, 1, 1, 1, 1, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 189, 4, 0, 1, 1, 0, 6, 1, 1, 1, 1, 1, 1, 42, 0, 10, 0, 280, 2, 0, 0, 0, 0, 0, 0, 0, 3, 16, 4, 19, 5, 1, 54, 0, 0, 298, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 084, F, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 1, 0, 0, 0, 0, 1, 193, 99, 1, 0, 100, 0, 0, 25, 7, 27, 8, 7, 1, 196, 4, 0, 24, 5, 29, 6, 1, 1, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 199, 1, 0, 23, 1, 2, 25, 3, 1, 1, 1, 1, 1, 50, 0, 12, 0, 306, 6, 0, 0, 0, 0, 0, 0, 0, 2, 11, 1, 18, 2, 1, 50, 0, 0, 288, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 085, F, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 1, 0, 0, 0, 0, 1, 197, 97, 3, 0, 98, 1, 1, 11, 8, 17, 10, 2, 1, 196, 4, 0, 1, 0, 6, 1, 1, 1, 1, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 196, 4, 0, 5, 5, 0, 10, 1, 1, 1, 1, 1, 1, 52, 1, 18, 0, 311, 2, 0, 0, 0, 0, 0, 0, 0, 7, 9, 10, 13, 11, 1, 47, 0, 0, 288, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 086, F, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 99, 0, 0, 0, 0, 0, 0, 0, 0, 1, 197, 100, 0, 0, 98, 2, 0, 15, 3, 18, 4, 3, 1, 199, 0, 0, 0, 0, 1, 1, 1, 1, 0, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 192, 6, 1, 8, 12, 4, 16, 6, 1, 0, 0, 0, 1, 54, 0, 50, 0, 304, 5, 0, 0, 0, 0, 0, 0, 0, 13, 7, 0, 12, 0, 0, 45, 0, 0, 288, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 087, F, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 1, 0, 0, 0, 0, 1, 197, 98, 2, 0, 100, 0, 0, 20, 8, 23, 9, 3, 1, 195, 5, 0, 17, 2, 23, 3, 1, 1, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 197, 3, 0, 15, 1, 1, 19, 2, 1, 1, 1, 1, 1, 56, 0, 7, 0, 289, 1, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 3, 1, 1, 44, 0, 0, 309, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 088, F, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 1, 0, 0, 0, 0, 1, 197, 96, 4, 0, 100, 0, 0, 22, 5, 27, 6, 3, 1, 196, 4, 0, 5, 0, 10, 1, 1, 1, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 191, 7, 2, 24, 5, 4, 34, 7, 1, 1, 1, 1, 1, 46, 1, 22, 0, 282, 4, 0, 0, 0, 0, 0, 0, 0, 6, 7, 0, 13, 1, 1, 53, 0, 0, 314, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 089, F, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 1, 0, 0, 0, 0, 1, 195, 97, 3, 0, 98, 2, 0, 5, 2, 11, 3, 4, 1, 193, 7, 0, 9, 3, 17, 4, 1, 1, 1, 100, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 192, 8, 0, 13, 1, 1, 22, 2, 1, 1, 1, 1, 1, 53, 0, 6, 0, 290, 5, 0, 0, 0, 0, 0, 0, 0, 3, 4, 3, 10, 4, 1, 47, 0, 0, 305, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 090, F, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 1, 0, 0, 0, 0, 1, 196, 95, 5, 0, 97, 3, 0, 20, 5, 29, 6, 4, 1, 197, 2, 1, 11, 4, 15, 6, 1, 1, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 198, 2, 0, 10, 0, 3, 13, 4, 1, 1, 1, 1, 1, 56, 1, 6, 0, 306, 2, 1, 0, 0, 0, 0, 0, 0, 1, 11, 5, 16, 7, 1, 43, 0, 0, 292, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 091, P, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 1, 200, 200, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 198, 98, 2, 0, 98, 2, 0, 7, 1, 12, 2, 2, 1, 196, 4, 0, 41, 3, 45, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 092, F, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 1, 0, 0, 0, 0, 1, 193, 100, 0, 0, 99, 1, 0, 26, 7, 28, 8, 7, 1, 195, 5, 0, 7, 4, 13, 5, 1, 1, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 195, 5, 0, 5, 2, 3, 11, 4, 1, 1, 1, 1, 1, 45, 1, 14, 0, 295, 4, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 9, 1, 1, 54, 0, 0, 302, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 093, F, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 1, 0, 0, 0, 0, 1, 195, 99, 1, 0, 99, 1, 0, 29, 8, 32, 9, 5, 1, 198, 2, 0, 12, 0, 15, 1, 1, 1, 0, 100, 0, 0, 1, 0, 1, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 198, 2, 0, 4, 1, 3, 7, 4, 1, 1, 1, 1, 1, 54, 0, 26, 0, 301, 4, 0, 0, 0, 0, 0, 0, 0, 2, 4, 0, 9, 1, 1, 46, 0, 0, 296, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 094, F, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 1, 0, 0, 0, 0, 1, 198, 98, 2, 0, 99, 1, 0, 12, 0, 16, 1, 1, 1, 197, 2, 1, 7, 1, 11, 3, 1, 1, 1, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 194, 4, 2, 8, 4, 2, 15, 5, 1, 1, 1, 1, 1, 50, 1, 23, 0, 294, 3, 0, 0, 0, 0, 0, 0, 0, 6, 15, 1, 20, 2, 1, 49, 0, 0, 304, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 095, F, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 100, 0, 0, 0, 0, 0, 0, 0, 0, 1, 199, 99, 1, 0, 99, 1, 0, 43, 12, 46, 13, 1, 1, 199, 1, 0, 24, 11, 26, 12, 1, 1, 0, 99, 1, 0, 1, 0, 2, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 198, 2, 0, 5, 6, 0, 8, 1, 1, 1, 1, 1, 1, 51, 1, 16, 0, 284, 0, 0, 0, 0, 0, 0, 0, 0, 7, 5, 0, 6, 0, 0, 48, 0, 0, 317, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 096, F, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 1, 0, 0, 0, 0, 1, 197, 98, 2, 0, 97, 2, 1, 5, 2, 11, 4, 3, 1, 199, 1, 0, 20, 2, 22, 3, 1, 1, 0, 99, 0, 1, 0, 0, 1, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 196, 4, 0, 1, 3, 0, 6, 1, 1, 1, 1, 1, 1, 44, 0, 7, 0, 288, 1, 0, 0, 0, 0, 0, 0, 0, 4, 42, 7, 44, 8, 1, 56, 0, 0, 312, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 097, F, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 1, 0, 0, 0, 0, 1, 193, 98, 2, 0, 100, 0, 0, 31, 5, 34, 6, 7, 1, 195, 5, 0, 4, 2, 10, 3, 1, 1, 0, 100, 0, 0, 1, 0, 1, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 196, 4, 0, 4, 2, 0, 9, 1, 1, 1, 1, 1, 1, 51, 0, 12, 0, 287, 1, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 3, 1, 1, 49, 0, 0, 313, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 098, F, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 100, 0, 0, 0, 0, 0, 0, 0, 0, 1, 197, 99, 0, 1, 98, 2, 0, 6, 0, 10, 2, 3, 1, 198, 2, 0, 6, 1, 9, 2, 1, 1, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 196, 4, 0, 3, 11, 2, 8, 3, 1, 1, 1, 1, 1, 47, 2, 25, 0, 288, 2, 0, 0, 0, 0, 0, 0, 0, 12, 33, 7, 37, 7, 0, 51, 0, 0, 311, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 099, P, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 3, 1, 0, 0, 0, 200, 200, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 196, 97, 3, 0, 99, 1, 0, 22, 2, 26, 2, 4, 0, 199, 1, 0, 9, 3, 11, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 100, F, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 3, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 99, 0, 0, 0, 0, 0, 597, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 192, 99, 0, 1, 98, 2, 0, 14, 4, 17, 5, 8, 0, 192, 7, 0, 2, 0, 10, 1, 1, 1, 0, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 196, 3, 0, 7, 11, 2, 10, 2, 0, 0, 0, 0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-11, Run: 001, F, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 1, 1, 5, 3, 0, 0, 2, 0, 0, 2, 1, 3, 2, 0, 1, 4, 1, 0, 47, 11, 49, 12, 1, 1, 0, 1, 1, 0, 1, 0, 2, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 4, 1, 0, 3, 0, 1, 5, 2, 1, 1, 1, 1, 1, 0, 0, 4, 0, 0, 0, 0, 9, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 6, 1, 0, 0, 0, 0, 3, 0, 5, 1, 1, 1
INVAR-11, Run: 002, F, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 1, 1, 3, 3, 0, 0, 2, 0, 0, 13, 3, 14, 4, 2, 1, 4, 1, 0, 13, 5, 15, 6, 1, 1, 0, 2, 0, 0, 1, 0, 1, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 4, 1, 0, 12, 4, 3, 14, 4, 1, 1, 1, 1, 1, 0, 0, 15, 0, 0, 0, 0, 11, 0, 0, 1, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 5, 0, 0, 1, 0, 0, 13, 5, 14, 1, 6, 1
INVAR-11, Run: 003, F, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 2, 0, 0, 0, 0, 2, 2, 3, 1, 4, 0, 0, 7, 1, 8, 2, 1, 1, 0, 2, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 4, 0, 0, 20, 0, 9, 21, 10, 1, 1, 1, 1, 1, 2, 0, 5, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 0, 10, 1, 1, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-11, Run: 004, F, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 1, 0, 3, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 3, 0, 0, 2, 0, 0, 64, 11, 65, 11, 0, 0, 4, 1, 0, 10, 0, 12, 1, 1, 1, 0, 1, 1, 0, 1, 0, 2, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 4, 0, 1, 20, 0, 8, 22, 10, 1, 1, 1, 1, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-11, Run: 005, F, 0, 1, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 15, 0, 0, 0, 0, 0, 0, 0, 1, 1, 4, 1, 0, 0, 0, 0, 0, 1, 0, 2, 1, 1, 1, 3, 1, 1, 2, 1, 5, 3, 1, 1, 0, 2, 0, 0, 1, 0, 1, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 5, 0, 0, 22, 9, 2, 23, 3, 1, 1, 1, 0, 1, 0, 0, 42, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 11, 1, 1, 0, 0, 0, 4, 4, 7, 1, 6, 1
