Input Number, Run_Number, Result@ 100, cpd00063_c0_, cpd04104_c0_, cpd00218_e0_, cpd00659_c0_, cpd00067_e0_, cpd00075_e0_, cpd00067_c0_, cpd00075_c0_, cpd00004_c0_, cpd15560_c0_, cpd00003_c0_, cpd15561_c0_, cpd00383_c0_, cpd00383_e0_, cpd00025_c0_, cpd02074_c0_, cpd00001_c0_, cpd00011_c0_, cpd00339_c0_, cpd00052_c0_, cpd19503_c0_, cpd00012_c0_, cpd21288_c0_, cpd00013_c0_, cpd00040_c0_, cpd14545_c0_, cpd00002_c0_, cpd14958_c0_, cpd14955_c0_, cpd03453_e0_, cpd10516_e0_, cpd03726_e0_, cpd00065_e0_, cpd00065_c0_, cpd00132_e0_, cpd00132_c0_, cpd00971_e0_, cpd00971_c0_, cpd00028_e0_, cpd00008_c0_, cpd00009_c0_, cpd00028_c0_, cpd00264_c0_, cpd00264_e0_, cpd10515_c0_, cpd10516_c0_, cpd00129_e0_, cpd00129_c0_, cpd00023_e0_, cpd00023_c0_, cpd00161_e0_, cpd00161_c0_, cpd00035_e0_, cpd00035_c0_, cpd00644_e0_, cpd00644_c0_, cpd00322_e0_, cpd00322_c0_, cpd00119_e0_, cpd00119_c0_, cpd00209_e0_, cpd00209_c0_, cpd00066_e0_, cpd00066_c0_, cpd00060_e0_, cpd00060_c0_, cpd00220_e0_, cpd00220_c0_, cpd00084_e0_, cpd00084_c0_, cpd00054_e0_, cpd00054_c0_, cpd00005_c0_, cpd15414_c0_, cpd00006_c0_, cpd00104_c0_, cpd00033_e0_, cpd00033_c0_, cpd00107_e0_, cpd00107_c0_, cpd00041_e0_, cpd00041_c0_, cpd00635_e0_, cpd00635_c0_, cpd00393_e0_, cpd00393_c0_, cpd00007_e0_, cpd00007_c0_, cpd00104_e0_, cpd00017_e0_, cpd00017_c0_, cpd00305_e0_, cpd00305_c0_, cpd00053_e0_, cpd00053_c0_, cpd00039_c0_, cpd00039_e0_, cpd00011_e0_, cpd00051_e0_, cpd00051_c0_, cpd00218_c0_, cpd00215_e0_, cpd00215_c0_, cpd00069_e0_, cpd00069_c0_, cpd00156_e0_, cpd00156_c0_, cpd01716_c0_, cpd00015_c0_, cpd00982_c0_, cpd03470_c0_, cpd00072_c0_, cpd00196_c0_, cpd00236_c0_, cpd02961_c0_, cpd00229_c0_, cpd00954_c0_, cpd00064_c0_, cpd00146_c0_, cpd00274_c0_, cpd00020_c0_, cpd00094_c0_, cpd00498_c0_, cpd02666_c0_, cpd00834_c0_, cpd00103_c0_, cpd00247_c0_, cpd00810_c0_, cpd00106_c0_, cpd00791_c0_, cpd00036_c0_, cpd01476_c0_, cpd00203_c0_, cpd00169_c0_, cpd00298_c0_, cpd00297_c0_, cpd00014_c0_, cpd00062_c0_, cpd00344_c0_, cpd02311_c0_, cpd00125_c0_, cpd00299_c0_, cpd00330_c0_, cpd00774_c0_, cpd02083_c0_, cpd00506_c0_, cpd00042_c0_, cpd00123_c0_, cpd00113_c0_, cpd02590_c0_, cpd02557_c0_, cpd11421_c0_, cpd00115_c0_, cpd11420_c0_, cpd00038_c0_, cpd00241_c0_, cpd00102_c0_, cpd00018_c0_, cpd00421_c0_, cpd03446_c0_, cpd03447_c0_, cpd00022_c0_, cpd03671_c0_, cpd00010_c0_, cpd02611_c0_, cpd00037_c0_, cpd11484_c0_, cpd02886_c0_, cpd11493_c0_, cpd03831_c0_, cpd15549_c0_, cpd15488_c0_, cpd00030_e0_, cpd00030_c0_, cpd02857_c0_, cpd00699_c0_, cpd00118_c0_, cpd00029_c0_, cpd00355_c0_, cpd00048_c0_, cpd00110_c0_, cpd00081_c0_, cpd00109_c0_, cpd01977_c0_, cpd00346_c0_, cpd00070_c0_, cpd00134_c0_, cpd00327_c0_, cpd03586_c0_, cpd11468_c0_, cpd03736_c0_, cpd00932_c0_, cpd00216_c0_, cpd02121_c0_, cpd00847_c0_, cpd00117_c0_, cpd00731_c0_, cpd18077_c0_, cpd18078_c0_, cpd00343_c0_, cpd00078_c0_, cpd00338_c0_, cpd00019_c0_, cpd03448_c0_, cpd00755_c0_, cpd02678_c0_, cpd02826_c0_, cpd02921_c0_, cpd02851_c0_, cpd00269_c0_, cpd00413_c0_, cpd00871_c0_, cpd00061_c0_, cpd03444_c0_, cpd03445_c0_, cpd00404_c0_, cpd00282_c0_, cpd03126_c0_, cpd02229_c0_, cpd00286_c0_, cpd00279_c0_, cpd00292_c0_, cpd02030_c0_, cpd02654_c0_, cpd02894_c0_, cpd00793_c0_, cpd00205_e0_, cpd00013_e0_, cpd00205_c0_, cpd00079_c0_, cpd02968_c0_, cpd00091_c0_, cpd03494_c0_, cpd00026_c0_, cpd15469_c0_, cpd15475_c0_, cpd00024_c0_, cpd00782_c0_, cpd00800_c0_, cpd02642_c0_, cpd00956_c0_, cpd15485_c0_, cpd15484_c0_, cpd00764_c0_, cpd01311_c0_, cpd00143_c0_, cpd00689_c0_, cpd00029_e0_, cpd00087_c0_, cpd02546_c0_, cpd03585_c0_, cpd00046_c0_, cpd00114_c0_, cpd12370_c0_, cpd17043_c0_, cpd00868_c0_, cpd00873_c0_, cpd02201_c0_, cpd03919_c0_, cpd03920_c0_, cpd00027_e0_, cpd00919_c0_, cpd00875_c0_, cpd00521_c0_, cpd00522_c0_, cpd00516_c0_, cpd00525_c0_, cpd02964_c0_, cpd00239_c0_, cpd00135_c0_, cpd15352_c0_, cpd15500_c0_, cpd00520_c0_, cpd00340_c0_, cpd02210_c0_, cpd00047_c0_, cpd02884_c0_, cpd00482_c0_, cpd00199_c0_, cpd00080_c0_, cpd15329_c0_, cpd01997_c0_, cpd02904_c0_, cpd00668_c0_, cpd02498_c0_, cpd01695_c0_, cpd11466_c0_, cpd02720_c0_, cpd02882_c0_, cpd02656_c0_, cpd00089_c0_, cpd00050_c0_, cpd03422_c0_, cpd03918_c0_, cpd00290_c0_, cpd04103_c0_, cpd15477_c0_, cpd00443_c0_, cpd00683_c0_, cpd02113_c0_, cpd02820_c0_, cpd00198_c0_, cpd00171_c0_, cpd00658_c0_, cpd03451_c0_, cpd00095_c0_, cpd08289_c0_, cpd15378_c0_, cpd00186_c0_, cpd00890_c0_, cpd00515_c0_, cpd01772_c0_, cpd02021_c0_, cpd11620_c0_, cpd11621_c0_, cpd08316_c0_, cpd04920_c0_, cpd00773_c0_, cpd02333_c0_, cpd15238_c0_, cpd11467_c0_, cpd00347_c0_, cpd02394_c0_, cpd00219_c0_, cpd00957_c0_, cpd00931_c0_, cpd00418_c0_, cpd02738_c0_, cpd02555_c0_, cpd00817_c0_, cpd00841_c0_, cpd00581_c0_, cpd00283_c0_, cpd00350_c0_, cpd01046_c0_, cpd02295_c0_, cpd00356_c0_, cpd00093_c0_, cpd00101_c0_, cpd01982_c0_, cpd04918_c0_, cpd00009_e0_, cpd03426_c0_, cpd00557_c0_, cpd00843_c0_, cpd00357_c0_, cpd00626_c0_, cpd02535_c0_, cpd00978_c0_, cpd00508_c0_, cpd03449_c0_, cpd00031_c0_, cpd02465_c0_, cpd00223_c0_, cpd00157_c0_, cpd00100_c0_, cpd00655_c0_, cpd00126_c0_, cpd02978_c0_, cpd00484_c0_, cpd00136_c0_, cpd15526_c0_, cpd15540_c0_, cpd15430_c0_, cpd04111_c0_, cpd17042_c0_, cpd15550_c0_, cpd00191_c0_, cpd00085_c0_, cpd01620_c0_, cpd03587_c0_, cpd02483_c0_, cpd03372_c0_, cpd00149_e0_, cpd00149_c0_, cpd02835_c0_, cpd02930_c0_, cpd03002_c0_, cpd01335_c0_, cpd00238_c0_, cpd01646_c0_, cpd19442_c0_, cpd00118_e0_, cpd00063_e0_, cpd00099_e0_, cpd00099_c0_, cpd00032_c0_, cpd00056_c0_, cpd15237_c0_, cpd11464_c0_, cpd11492_c0_, cpd11486_c0_, cpd00408_c0_, cpd00812_c0_, cpd15492_c0_, cpd15557_c0_, cpd15533_c0_, cpd00058_e0_, cpd00058_c0_, cpd11472_c0_, cpd11490_c0_, cpd02448_c0_, cpd03128_c0_, cpd00345_c0_, cpd02993_c0_, cpd15421_c0_, cpd00201_c0_, cpd01101_c0_, cpd00048_e0_, cpd03495_c0_, cpd15666_c0_, cpd15665_c0_, cpd00502_c0_, cpd02775_c0_, cpd00001_e0_, cpd00858_c0_, cpd02431_c0_, cpd00200_c0_, cpd15489_c0_, cpd15516_c0_, cpd15520_c0_, cpd15517_c0_, cpd03584_c0_, cpd02120_c0_, cpd01260_c0_, cpd00202_c0_, cpd02140_c0_, cpd03443_c0_, cpd00712_c0_, cpd03113_c0_, cpd03114_c0_, cpd00034_e0_, cpd00034_c0_, cpd15479_c0_, cpd03423_c0_, cpd03830_c0_, cpd00332_c0_, cpd00096_c0_, cpd15793_c0_, cpd02893_c0_, cpd09027_c0_, cpd01567_c0_, cpd02730_c0_, cpd15432_c0_, cpd00016_c0_, cpd00333_c0_, cpd09253_c0_, cpd15353_c0_, cpd10596_c0_, cpd02100_c0_, cpd00541_c0_, cpd00210_e0_, cpd00210_c0_, cpd00083_c0_, cpd00138_c0_, cpd00922_c0_, cpd03343_c0_, cpd08405_c0_, cpd02414_c0_, cpd00092_c0_, cpd00859_c0_, cpd17041_c0_, cpd00164_e0_, cpd00164_c0_, cpd00309_e0_, cpd00309_c0_, cpd15466_c0_, cpd16277_c0_, cpd00280_e0_, cpd00280_c0_, cpd00653_e0_, cpd00653_c0_, cpd00254_e0_, cpd00254_c0_, cpd15498_c0_, cpd08625_c0_, cpd00446_c0_, cpd15559_c0_, cpd00166_c0_, cpd00159_e0_, cpd00159_c0_, cpd02605_c0_, cpd02692_c0_, cpd00055_c0_, cpd09879_c0_, cpd02069_c0_, cpd01092_c0_, cpd00092_e0_, cpd00116_e0_, cpd00116_c0_, cpd00151_e0_, cpd00151_c0_, cpd00208_e0_, cpd00208_c0_, cpd00396_e0_, cpd00396_c0_, NEW_REACTION, Reaction1, Reaction10, Reaction100, Reaction101, Reaction102, Reaction103, Reaction104, Reaction105, Reaction106, Reaction107, Reaction108, Reaction109, Reaction11, Reaction110, Reaction111, Reaction112, Reaction113, Reaction114, Reaction115, Reaction116, Reaction117, Reaction118, Reaction119, Reaction12, Reaction120, Reaction121, Reaction122, Reaction123, Reaction124, Reaction125, Reaction126, Reaction127, Reaction128, Reaction129, Reaction13, Reaction130, Reaction131, Reaction132, Reaction133, Reaction134, Reaction135, Reaction136, Reaction137, Reaction138, Reaction139, Reaction14, Reaction140, Reaction141, Reaction142, Reaction143, Reaction144, Reaction145, Reaction146, Reaction147, Reaction148, Reaction149, Reaction15, Reaction150, Reaction151, Reaction152, Reaction153, Reaction154, Reaction155, Reaction156, Reaction157, Reaction158, Reaction159, Reaction16, Reaction160, Reaction161, Reaction162, Reaction163, Reaction164, Reaction165, Reaction166, Reaction167, Reaction168, Reaction169, Reaction17, Reaction170, Reaction171, Reaction172, Reaction173, Reaction174, Reaction175, Reaction176, Reaction177, Reaction178, Reaction179, Reaction18, Reaction180, Reaction181, Reaction182, Reaction183, Reaction184, Reaction185, Reaction186, Reaction187, Reaction188, Reaction189, Reaction19, Reaction190, Reaction191, Reaction192, Reaction193, Reaction194, Reaction195, Reaction196, Reaction197, Reaction198, Reaction199, Reaction2, Reaction20, Reaction200, Reaction201, Reaction202, Reaction203, Reaction204, Reaction205, Reaction206, Reaction207, Reaction208, Reaction209, Reaction21, Reaction210, Reaction211, Reaction212, Reaction213, Reaction214, Reaction215, Reaction216, Reaction217, Reaction218, Reaction219, Reaction22, Reaction220, Reaction221, Reaction222, Reaction223, Reaction224, Reaction225, Reaction226, Reaction227, Reaction228, Reaction229, Reaction23, Reaction230, Reaction231, Reaction232, Reaction233, Reaction234, Reaction235, Reaction236, Reaction237, Reaction238, Reaction239, Reaction24, Reaction240, Reaction241, Reaction242, Reaction243, Reaction244, Reaction245, Reaction246, Reaction247, Reaction248, Reaction249, Reaction25, Reaction250, Reaction251, Reaction252, Reaction253, Reaction254, Reaction255, Reaction256, Reaction257, Reaction258, Reaction259, Reaction26, Reaction260, Reaction261, Reaction262, Reaction263, Reaction264, Reaction265, Reaction266, Reaction267, Reaction268, Reaction269, Reaction27, Reaction270, Reaction271, Reaction272, Reaction273, Reaction274, Reaction275, Reaction276, Reaction277, Reaction278, Reaction279, Reaction28, Reaction280, Reaction281, Reaction282, Reaction283, Reaction284, Reaction285, Reaction286, Reaction287, Reaction288, Reaction289, Reaction29, Reaction290, Reaction291, Reaction292, Reaction293, Reaction294, Reaction295, Reaction296, Reaction297, Reaction298, Reaction299, Reaction3, Reaction30, Reaction300, Reaction301, Reaction302, Reaction303, Reaction304, Reaction305, Reaction306, Reaction307, Reaction308, Reaction309, Reaction31, Reaction310, Reaction311, Reaction312, Reaction313, Reaction314, Reaction315, Reaction316, Reaction317, Reaction318, Reaction319, Reaction32, Reaction320, Reaction321, Reaction322, Reaction323, Reaction324, Reaction325, Reaction326, Reaction327, Reaction328, Reaction329, Reaction33, Reaction330, Reaction331, Reaction332, Reaction333, Reaction334, Reaction335, Reaction336, Reaction337, Reaction338, Reaction339, Reaction34, Reaction340, Reaction341, Reaction342, Reaction343, Reaction344, Reaction345, Reaction346, Reaction347, Reaction348, Reaction349, Reaction35, Reaction350, Reaction351, Reaction352, Reaction353, Reaction354, Reaction355, Reaction356, Reaction357, Reaction358, Reaction359, Reaction36, Reaction360, Reaction361, Reaction362, Reaction363, Reaction364, Reaction365, Reaction366, Reaction367, Reaction368, Reaction369, Reaction37, Reaction370, Reaction371, Reaction372, Reaction373, Reaction374, Reaction375, Reaction376, Reaction377, Reaction378, Reaction379, Reaction38, Reaction380, Reaction381, Reaction382, Reaction383, Reaction384, Reaction385, Reaction386, Reaction387, Reaction388, Reaction389, Reaction39, Reaction390, Reaction391, Reaction392, Reaction393, Reaction394, Reaction395, Reaction396, Reaction397, Reaction398, Reaction399, Reaction4, Reaction40, Reaction400, Reaction401, Reaction402, Reaction403, Reaction404, Reaction405, Reaction406, Reaction407, Reaction408, Reaction409, Reaction41, Reaction410, Reaction411, Reaction412, Reaction413, Reaction414, Reaction415, Reaction416, Reaction417, Reaction418, Reaction419, Reaction42, Reaction420, Reaction421, Reaction422, Reaction423, Reaction424, Reaction425, Reaction426, Reaction427, Reaction428, Reaction429, Reaction43, Reaction430, Reaction431, Reaction432, Reaction433, Reaction434, Reaction435, Reaction436, Reaction437, Reaction438, Reaction439, Reaction44, Reaction440, Reaction441, Reaction442, Reaction443, Reaction444, Reaction445, Reaction446, Reaction447, Reaction448, Reaction449, Reaction45, Reaction450, Reaction451, Reaction452, Reaction453, Reaction454, Reaction455, Reaction456, Reaction457, Reaction458, Reaction459, Reaction46, Reaction460, Reaction461, Reaction462, Reaction463, Reaction464, Reaction465, Reaction466, Reaction467, Reaction468, Reaction469, Reaction47, Reaction470, Reaction471, Reaction472, Reaction473, Reaction474, Reaction475, Reaction476, Reaction477, Reaction478, Reaction479, Reaction48, Reaction480, Reaction481, Reaction482, Reaction483, Reaction484, Reaction49, Reaction5, Reaction50, Reaction51, Reaction52, Reaction53, Reaction54, Reaction55, Reaction56, Reaction57, Reaction58, Reaction59, Reaction6, Reaction60, Reaction61, Reaction62, Reaction63, Reaction64, Reaction65, Reaction66, Reaction67, Reaction68, Reaction69, Reaction7, Reaction70, Reaction71, Reaction72, Reaction73, Reaction74, Reaction75, Reaction76, Reaction77, Reaction78, Reaction79, Reaction8, Reaction80, Reaction81, Reaction82, Reaction83, Reaction84, Reaction85, Reaction86, Reaction87, Reaction88, Reaction89, Reaction9, Reaction90, Reaction91, Reaction92, Reaction93, Reaction94, Reaction95, Reaction96, Reaction97, Reaction98, Reaction99
INVAR-1, Run: 001, P, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 103, 153, 44, 0, 0, 0, 0, 0, 19, 31, 0, 50, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 144, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 29, 21, 0, 0, 27, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 94, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 109, 0, 0, 0, 0, 0, 0, 0, 13, 37, 0, 0, 0, 0, 0, 0, 0, 23, 13, 0, 50, 0, 0, 0, 22, 0, 28, 0, 0, 0, 0, 0, 50, 0, 28, 22, 0, 0, 0, 0, 0, 0, 19, 27, 0, 50, 0, 0, 0, 78, 0, 50, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 0, 0, 0, 50, 0, 0, 15, 35, 50, 50, 0, 0, 0, 6, 50, 0, 0, 0, 0, 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 0, 0, 31, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14709, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14853, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 109, 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 37, 25, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 9003, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 9081, 0, 0, 0, 6, 0, 50, 0, 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 37, 50, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-1, Run: 002, P, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 91, 147, 48, 0, 0, 0, 0, 0, 23, 27, 0, 50, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 153, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 23, 27, 0, 0, 17, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 80, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 93, 0, 0, 0, 0, 0, 0, 0, 17, 33, 0, 0, 0, 0, 0, 0, 0, 33, 15, 0, 50, 0, 0, 0, 23, 0, 27, 0, 0, 0, 0, 0, 50, 0, 27, 23, 0, 0, 0, 0, 0, 0, 23, 26, 0, 50, 0, 0, 0, 86, 0, 50, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 0, 0, 0, 50, 0, 0, 12, 38, 50, 50, 0, 0, 0, 2, 50, 0, 0, 0, 0, 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 27, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14838, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14991, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 93, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 35, 25, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 8642, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 8728, 0, 0, 0, 2, 0, 50, 0, 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 37, 50, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
