Input Number, Run_Number, Result@ 100, Leaderai, SetABab, Leaderak, ar, LeaderX1, X1, ac, ad, Leaderac, af, ag, ACuAEX1, ACuAEab, A, ah, X1uABX1, SetX1X1, Leaderad, ak, al, ADuAFX1, ADuAFab, aj, SetABf, Leaderag, Leaderah, ao, X1uABab, an, AGuAIX1, AGuAIab, AIuAJX1, AIuAJab, SetABX1, aq, AHuAKX1, AHuAKab, at, au, SetX1ab, Leaderan, Y, ANuAOX1, ab, ANuAOab, Leaderao, ANuAPX1, ANuAPab, SetX1f, Leaderap, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction14, Reaction15, Reaction16, Reaction17, Reaction18, Reaction19, Reaction2, Reaction20, Reaction21, Reaction22, Reaction23, Reaction24, Reaction25, Reaction26, Reaction27, Reaction28, Reaction29, Reaction3, Reaction30, Reaction31, Reaction32, Reaction33, Reaction34, Reaction35, Reaction36, Reaction37, Reaction38, Reaction39, Reaction4, Reaction40, Reaction41, Reaction42, Reaction43, Reaction44, Reaction45, Reaction46, Reaction47, Reaction48, Reaction49, Reaction5, Reaction50, Reaction51, Reaction52, Reaction53, Reaction54, Reaction55, Reaction56, Reaction57, Reaction58, Reaction59, Reaction6, Reaction60, Reaction61, Reaction62, Reaction63, Reaction64, Reaction65, Reaction66, Reaction67, Reaction68, Reaction69, Reaction7, Reaction70, Reaction71, Reaction72, Reaction73, Reaction74, Reaction75, Reaction76, Reaction77, Reaction78, Reaction79, Reaction8, Reaction80, Reaction81, Reaction82, Reaction83, Reaction84, Reaction85, Reaction86, Reaction87, Reaction88, Reaction89, Reaction9, Reaction90, Reaction91
INVAR-14, Run: 051, F, 0, 0, 1, 1, 0, 0, 0, 2, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 11, 0, 0, 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 19, 10, 2, 0, 12, 0, 0, 9, 6, 12, 7, 5, 1, 19, 3, 0, 3, 0, 7, 1, 1, 1, 0, 11, 0, 0, 34, 4, 35, 5, 1, 0, 0, 33, 0, 1, 0, 1, 0, 0, 20, 2, 0, 8, 4, 1, 11, 2, 1, 1, 1, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 052, F, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 12, 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 23, 12, 0, 0, 10, 2, 0, 18, 8, 21, 9, 1, 1, 21, 3, 0, 7, 2, 11, 3, 1, 1, 0, 11, 1, 0, 8, 3, 10, 4, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 22, 1, 1, 5, 0, 0, 8, 2, 1, 1, 1, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 053, F, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 12, 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 23, 11, 1, 0, 11, 1, 0, 55, 10, 58, 11, 1, 1, 23, 1, 0, 24, 4, 26, 5, 1, 1, 0, 11, 1, 0, 9, 2, 11, 3, 1, 0, 0, 10, 0, 11, 1, 11, 1, 0, 22, 1, 1, 8, 1, 4, 11, 6, 1, 1, 1, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 054, F, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 12, 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 23, 12, 0, 0, 12, 0, 0, 21, 4, 22, 5, 1, 1, 23, 1, 0, 1, 2, 3, 3, 1, 1, 0, 11, 1, 0, 39, 7, 41, 8, 1, 0, 0, 11, 0, 1, 1, 1, 1, 0, 23, 1, 0, 7, 1, 1, 9, 2, 1, 1, 1, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 055, F, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 12, 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 23, 11, 1, 0, 12, 0, 0, 3, 1, 5, 2, 1, 1, 23, 1, 0, 19, 3, 21, 4, 1, 1, 0, 12, 0, 0, 17, 3, 18, 4, 1, 0, 0, 24, 0, 0, 0, 0, 0, 0, 22, 2, 0, 3, 4, 1, 6, 2, 1, 1, 1, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 056, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 1, 0, 0, 0, 0, 0, 0, 0, 0, 21, 11, 1, 0, 11, 1, 0, 4, 0, 7, 1, 3, 1, 23, 1, 0, 8, 0, 10, 1, 1, 1, 0, 12, 0, 0, 3, 0, 4, 1, 1, 0, 0, 18, 0, 0, 0, 1, 1, 1, 21, 3, 0, 26, 5, 7, 30, 8, 1, 1, 1, 1, 1, 6, 0, 22, 0, 30, 1, 0, 0, 0, 0, 0, 0, 0, 6, 1, 0, 3, 0, 0, 6, 0, 0, 42, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 057, P, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 3, 1, 0, 0, 0, 2, 15, 0, 0, 0, 0, 1, 1, 1, 0, 11, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 12, 0, 0, 11, 0, 1, 10, 1, 12, 3, 2, 0, 23, 1, 0, 11, 4, 13, 5, 1, 1, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 058, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 3, 1, 0, 0, 1, 24, 24, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 11, 0, 1, 12, 0, 0, 9, 3, 11, 5, 3, 0, 22, 1, 1, 9, 4, 11, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 059, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 1, 0, 0, 0, 0, 0, 24, 10, 1, 1, 12, 0, 0, 3, 1, 6, 3, 0, 1, 20, 4, 0, 5, 0, 10, 1, 1, 1, 0, 12, 0, 0, 9, 3, 10, 4, 1, 0, 0, 0, 0, 7, 2, 8, 3, 1, 20, 4, 0, 15, 0, 3, 20, 4, 1, 1, 1, 1, 1, 6, 0, 1, 0, 40, 1, 0, 0, 0, 0, 0, 0, 0, 1, 7, 0, 9, 1, 1, 6, 0, 0, 32, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 060, F, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 12, 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 23, 9, 3, 0, 9, 3, 0, 16, 2, 23, 3, 1, 1, 22, 2, 0, 2, 1, 5, 2, 1, 1, 0, 10, 2, 0, 9, 3, 12, 4, 1, 0, 0, 30, 0, 6, 3, 6, 3, 0, 24, 0, 0, 10, 4, 2, 11, 3, 1, 1, 1, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 061, F, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 12, 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 19, 11, 1, 0, 12, 0, 0, 6, 2, 8, 3, 2, 1, 21, 3, 0, 19, 4, 23, 5, 1, 1, 3, 11, 1, 0, 5, 0, 7, 1, 1, 0, 0, 25, 0, 0, 0, 0, 0, 0, 20, 4, 0, 5, 6, 1, 10, 2, 1, 1, 1, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 062, P, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 1, 72, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 12, 0, 0, 11, 0, 0, 1, 0, 2, 1, 0, 1, 22, 2, 0, 12, 3, 15, 4, 1, 1, 0, 12, 0, 0, 7, 7, 8, 8, 1, 0, 0, 8, 0, 5, 0, 6, 1, 1, 23, 0, 1, 44, 1, 13, 46, 15, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 063, F, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 12, 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 21, 11, 0, 1, 11, 1, 0, 3, 0, 6, 2, 3, 1, 23, 1, 0, 8, 2, 10, 3, 1, 1, 0, 12, 0, 0, 31, 3, 32, 4, 1, 0, 0, 13, 0, 4, 0, 4, 0, 0, 22, 2, 0, 1, 3, 1, 4, 2, 1, 1, 1, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 064, F, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 12, 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 23, 11, 1, 0, 9, 3, 0, 29, 5, 34, 6, 1, 1, 23, 1, 0, 12, 4, 14, 5, 1, 1, 0, 12, 0, 0, 17, 6, 18, 7, 1, 0, 0, 16, 0, 0, 0, 0, 0, 0, 24, 0, 0, 5, 3, 1, 6, 2, 1, 1, 1, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 065, F, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 12, 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 23, 11, 1, 0, 9, 2, 1, 3, 1, 8, 3, 0, 1, 21, 2, 1, 9, 3, 13, 5, 1, 1, 1, 11, 1, 0, 4, 1, 6, 2, 1, 0, 0, 8, 0, 11, 2, 11, 2, 0, 20, 4, 0, 5, 1, 1, 10, 2, 1, 1, 1, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 066, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 1, 0, 0, 0, 0, 0, 23, 11, 1, 0, 11, 1, 0, 18, 3, 21, 4, 1, 1, 22, 1, 1, 9, 2, 12, 4, 1, 1, 0, 12, 0, 0, 15, 3, 16, 4, 1, 0, 0, 3, 0, 20, 7, 21, 8, 1, 23, 1, 0, 17, 0, 11, 19, 12, 1, 1, 1, 1, 1, 6, 0, 5, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 0, 7, 1, 1, 6, 0, 0, 38, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 067, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 1, 0, 0, 0, 0, 0, 21, 12, 0, 0, 12, 0, 0, 12, 6, 13, 7, 3, 1, 22, 1, 1, 24, 4, 27, 6, 1, 1, 0, 11, 1, 0, 12, 5, 14, 6, 1, 0, 0, 1, 0, 6, 0, 7, 1, 1, 21, 3, 0, 10, 0, 2, 14, 3, 1, 1, 1, 1, 1, 9, 0, 5, 0, 36, 3, 0, 0, 0, 0, 0, 0, 0, 1, 12, 4, 16, 5, 1, 3, 0, 0, 34, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 068, P, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 1, 0, 0, 0, 0, 0, 0, 0, 0, 23, 11, 1, 0, 12, 0, 0, 8, 0, 10, 1, 1, 1, 19, 1, 0, 0, 0, 2, 1, 1, 1, 0, 10, 0, 0, 3, 1, 4, 2, 1, 0, 0, 22, 0, 19, 5, 20, 6, 1, 18, 2, 0, 45, 4, 7, 48, 8, 1, 1, 1, 1, 1, 5, 0, 24, 0, 33, 2, 0, 0, 0, 0, 0, 0, 0, 5, 1, 0, 4, 0, 0, 5, 0, 0, 26, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 069, F, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 11, 0, 0, 0, 0, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 20, 11, 1, 0, 12, 0, 0, 4, 2, 6, 3, 4, 1, 21, 2, 0, 1, 0, 4, 1, 1, 1, 0, 9, 2, 0, 0, 0, 3, 1, 1, 1, 0, 28, 0, 7, 2, 7, 2, 0, 20, 3, 0, 2, 6, 0, 6, 1, 1, 1, 1, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 070, F, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 12, 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 22, 12, 0, 0, 12, 0, 0, 6, 1, 7, 2, 2, 1, 23, 1, 0, 5, 0, 7, 1, 1, 1, 0, 12, 0, 0, 26, 2, 27, 3, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 22, 2, 0, 1, 1, 0, 4, 1, 1, 1, 1, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 071, F, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 12, 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 22, 12, 0, 0, 11, 1, 0, 3, 1, 5, 2, 2, 1, 21, 3, 0, 4, 2, 8, 3, 1, 1, 0, 12, 0, 0, 4, 6, 5, 7, 1, 0, 0, 35, 0, 6, 1, 6, 1, 0, 21, 3, 0, 9, 9, 0, 13, 1, 1, 1, 1, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 072, F, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 12, 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 24, 11, 1, 0, 8, 3, 1, 2, 2, 8, 4, 0, 1, 21, 2, 1, 5, 0, 9, 2, 1, 1, 0, 12, 0, 0, 5, 2, 6, 3, 1, 0, 0, 12, 0, 11, 2, 11, 2, 0, 23, 0, 1, 12, 2, 3, 14, 5, 1, 1, 1, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 073, F, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 12, 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 23, 12, 0, 0, 11, 1, 0, 4, 1, 6, 2, 1, 1, 23, 1, 0, 16, 3, 18, 4, 1, 1, 0, 11, 1, 0, 18, 5, 20, 6, 1, 0, 0, 10, 0, 0, 0, 0, 0, 0, 22, 2, 0, 2, 5, 0, 5, 1, 1, 1, 1, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 074, F, 0, 0, 1, 1, 0, 0, 5, 0, 0, 0, 1, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 12, 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 20, 10, 0, 0, 9, 0, 0, 1, 0, 2, 1, 4, 1, 20, 2, 2, 15, 0, 20, 3, 1, 1, 0, 12, 0, 0, 22, 3, 23, 4, 1, 0, 0, 4, 0, 1, 1, 1, 1, 0, 23, 1, 0, 2, 0, 3, 4, 4, 1, 1, 1, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 075, P, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 1, 72, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 12, 0, 0, 12, 0, 0, 4, 1, 5, 2, 2, 1, 22, 2, 0, 40, 19, 43, 20, 1, 1, 0, 11, 1, 0, 1, 0, 3, 1, 1, 0, 0, 9, 0, 0, 3, 1, 4, 1, 23, 1, 0, 4, 1, 2, 6, 2, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 076, P, 0, 0, 0, 0, 0, 0, 24, 24, 0, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-14, Run: 077, P, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 1, 0, 21, 10, 2, 0, 10, 1, 0, 5, 0, 9, 1, 2, 1, 22, 1, 0, 7, 1, 9, 2, 1, 1, 0, 10, 1, 0, 0, 1, 2, 2, 1, 1, 0, 1, 0, 4, 0, 5, 1, 1, 22, 1, 0, 0, 0, 0, 2, 1, 1, 1, 1, 1, 1, 0, 0, 4, 0, 0, 0, 0, 35, 0, 0, 7, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 29, 0, 0, 4, 0, 0, 1, 0, 2, 1, 1, 1
INVAR-14, Run: 078, F, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 12, 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 22, 11, 1, 0, 10, 1, 0, 1, 1, 4, 2, 2, 1, 20, 4, 0, 4, 3, 9, 4, 1, 1, 0, 12, 0, 0, 2, 0, 3, 1, 1, 0, 0, 1, 0, 13, 3, 13, 3, 0, 21, 3, 0, 13, 1, 1, 17, 2, 1, 1, 1, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 079, F, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 12, 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 23, 11, 1, 0, 11, 1, 0, 12, 5, 15, 6, 1, 1, 20, 3, 1, 12, 2, 17, 4, 1, 1, 0, 12, 0, 0, 29, 6, 30, 7, 1, 0, 0, 10, 0, 0, 0, 0, 0, 0, 20, 4, 0, 10, 1, 5, 15, 6, 1, 1, 1, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
