Input Number, Run_Number, Result@ 100, an, Leaderag, LeaderX1, X1, ac, ad, Leaderac, af, ag, ACuAEX1, ACuAEab, A, ah, X1uABX1, SetX1X1, Leaderad, ak, al, ADuAFX1, ADuAFab, aj, SetABf, Leaderah, ao, ar, X1uABab, AGuAIX1, AGuAIab, Leaderai, AIuAJX1, AIuAJab, SetABX1, aq, AHuAKX1, AHuAKab, Leaderak, at, au, SetABab, SetX1ab, Leaderan, Y, ANuAOX1, ab, ANuAOab, Leaderao, ANuAPX1, ANuAPab, SetX1f, Leaderap, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction14, Reaction15, Reaction16, Reaction17, Reaction18, Reaction19, Reaction2, Reaction20, Reaction21, Reaction22, Reaction23, Reaction24, Reaction25, Reaction26, Reaction27, Reaction28, Reaction29, Reaction3, Reaction30, Reaction31, Reaction32, Reaction33, Reaction34, Reaction35, Reaction36, Reaction37, Reaction38, Reaction39, Reaction4, Reaction40, Reaction41, Reaction42, Reaction43, Reaction44, Reaction45, Reaction46, Reaction47, Reaction48, Reaction49, Reaction5, Reaction50, Reaction51, Reaction52, Reaction53, Reaction54, Reaction55, Reaction56, Reaction57, Reaction58, Reaction59, Reaction6, Reaction60, Reaction61, Reaction62, Reaction63, Reaction64, Reaction65, Reaction66, Reaction67, Reaction68, Reaction69, Reaction7, Reaction70, Reaction71, Reaction72, Reaction73, Reaction74, Reaction75, Reaction76, Reaction77, Reaction78, Reaction79, Reaction8, Reaction80, Reaction81, Reaction82, Reaction83, Reaction84, Reaction85, Reaction86, Reaction87, Reaction88, Reaction89, Reaction9, Reaction90, Reaction91
INVAR-1, Run: 011, P, 0, 9, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 9, 17, 9, 0, 0, 7, 2, 0, 19, 8, 22, 9, 1, 1, 18, 0, 0, 22, 6, 23, 7, 1, 1, 0, 8, 1, 0, 18, 1, 20, 2, 1, 0, 0, 10, 0, 1, 1, 2, 2, 1, 16, 2, 0, 22, 2, 9, 25, 10, 1, 1, 1, 1, 1, 0, 0, 12, 0, 30, 1, 0, 0, 0, 0, 0, 0, 0, 3, 7, 4, 9, 4, 0, 0, 0, 0, 24, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 012, P, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 9, 16, 8, 1, 0, 9, 0, 0, 13, 2, 15, 3, 1, 1, 18, 0, 0, 5, 0, 6, 1, 1, 1, 1, 9, 0, 0, 27, 8, 34, 15, 7, 0, 0, 11, 0, 28, 6, 29, 7, 1, 14, 4, 0, 4, 1, 2, 9, 3, 1, 1, 1, 1, 1, 0, 0, 14, 0, 25, 2, 0, 0, 0, 0, 0, 0, 0, 3, 33, 8, 36, 9, 1, 0, 0, 0, 28, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 013, P, 0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 1, 55, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 17, 8, 1, 0, 9, 0, 0, 12, 7, 14, 8, 1, 1, 15, 3, 0, 1, 3, 5, 4, 1, 1, 0, 8, 1, 0, 49, 13, 57, 20, 7, 0, 0, 25, 0, 26, 4, 27, 5, 1, 14, 4, 0, 43, 9, 10, 48, 11, 1, 1, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 014, P, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 9, 16, 8, 1, 0, 8, 1, 0, 6, 1, 9, 2, 2, 1, 17, 1, 0, 9, 1, 11, 2, 1, 1, 0, 9, 0, 0, 65, 18, 74, 27, 9, 0, 0, 12, 0, 65, 22, 66, 23, 1, 15, 3, 0, 17, 2, 3, 21, 4, 1, 1, 1, 1, 1, 0, 0, 15, 0, 32, 1, 0, 0, 0, 0, 0, 0, 0, 3, 18, 1, 20, 2, 1, 0, 0, 0, 22, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 015, P, 0, 8, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 1, 9, 15, 9, 0, 0, 7, 1, 0, 2, 1, 4, 2, 3, 1, 15, 3, 0, 16, 4, 20, 5, 1, 1, 0, 9, 0, 0, 32, 4, 34, 6, 2, 0, 0, 24, 0, 1, 1, 2, 2, 1, 16, 2, 0, 9, 2, 1, 12, 2, 1, 1, 1, 1, 1, 0, 0, 28, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 34, 0, 0, 0, 0, 0, 2, 0, 3, 1, 1, 1
INVAR-1, Run: 016, P, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 9, 15, 7, 2, 0, 8, 1, 0, 15, 2, 19, 3, 1, 1, 15, 3, 0, 7, 0, 11, 1, 1, 1, 2, 9, 0, 0, 48, 9, 54, 15, 6, 0, 0, 1, 0, 15, 0, 16, 1, 1, 15, 2, 1, 3, 0, 3, 7, 5, 1, 1, 1, 1, 1, 0, 0, 5, 0, 26, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 2, 1, 1, 0, 0, 0, 28, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 017, P, 0, 1, 0, 0, 0, 14, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 18, 8, 1, 0, 9, 0, 0, 50, 14, 52, 15, 0, 1, 4, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 33, 10, 36, 12, 2, 0, 0, 7, 0, 27, 8, 28, 9, 1, 2, 2, 0, 25, 2, 7, 28, 8, 1, 1, 1, 1, 1, 0, 0, 8, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 1, 3, 2, 1, 0, 0, 0, 7, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 018, P, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 9, 18, 9, 0, 0, 9, 0, 0, 11, 0, 12, 1, 0, 1, 17, 1, 0, 5, 2, 7, 3, 1, 1, 0, 9, 0, 0, 71, 18, 74, 21, 3, 0, 0, 36, 0, 10, 4, 11, 5, 1, 18, 0, 0, 12, 8, 5, 13, 6, 1, 1, 1, 1, 1, 0, 0, 37, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 1, 1, 2, 1, 0, 0, 0, 33, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 019, P, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 9, 17, 9, 0, 0, 8, 1, 0, 29, 5, 31, 6, 1, 1, 16, 2, 0, 9, 1, 12, 2, 1, 1, 0, 9, 0, 0, 37, 4, 41, 8, 4, 0, 0, 10, 0, 11, 3, 12, 4, 1, 16, 1, 1, 6, 1, 4, 9, 6, 1, 1, 1, 1, 1, 0, 0, 12, 0, 30, 2, 0, 0, 0, 0, 0, 0, 0, 2, 18, 3, 21, 4, 1, 0, 0, 0, 23, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 020, P, 0, 6, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 54, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 16, 9, 0, 0, 9, 0, 0, 31, 9, 32, 10, 2, 1, 18, 0, 0, 4, 0, 5, 1, 1, 1, 0, 9, 0, 0, 58, 6, 62, 10, 4, 0, 0, 13, 0, 14, 6, 15, 7, 1, 18, 0, 0, 40, 1, 9, 41, 9, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 021, P, 0, 5, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 4, 0, 0, 1, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 16, 9, 0, 0, 9, 0, 0, 2, 1, 3, 2, 2, 1, 17, 1, 0, 50, 12, 52, 13, 1, 1, 0, 9, 0, 0, 47, 16, 52, 21, 5, 0, 0, 4, 0, 19, 2, 20, 3, 1, 18, 0, 0, 16, 1, 4, 16, 4, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 022, P, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 9, 17, 8, 1, 0, 8, 1, 0, 4, 0, 7, 1, 0, 1, 15, 3, 0, 14, 2, 18, 3, 1, 1, 1, 9, 0, 0, 25, 6, 26, 7, 1, 0, 0, 23, 0, 0, 0, 1, 1, 1, 18, 0, 0, 10, 5, 2, 11, 3, 1, 1, 1, 1, 1, 0, 0, 25, 0, 21, 2, 0, 0, 0, 0, 0, 0, 0, 7, 7, 3, 10, 4, 1, 0, 0, 0, 32, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 023, P, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 9, 15, 9, 0, 0, 9, 0, 0, 8, 1, 9, 2, 3, 1, 16, 2, 0, 1, 2, 4, 3, 1, 1, 0, 9, 0, 0, 73, 21, 77, 25, 4, 0, 0, 3, 0, 15, 3, 16, 4, 1, 15, 3, 0, 2, 1, 2, 6, 3, 1, 1, 1, 1, 1, 0, 0, 7, 0, 31, 2, 0, 0, 0, 0, 0, 0, 0, 2, 33, 5, 36, 6, 1, 0, 0, 0, 22, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 024, P, 0, 6, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 3, 0, 0, 1, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 16, 9, 0, 0, 8, 1, 0, 19, 4, 21, 5, 1, 1, 15, 3, 0, 0, 1, 4, 2, 1, 1, 1, 9, 0, 0, 56, 10, 60, 14, 4, 0, 0, 3, 0, 9, 3, 10, 4, 1, 16, 1, 1, 65, 1, 9, 67, 10, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 025, P, 0, 8, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 16, 8, 1, 0, 9, 0, 0, 15, 7, 17, 8, 2, 1, 18, 0, 0, 22, 6, 23, 7, 1, 1, 0, 9, 0, 0, 62, 16, 64, 18, 2, 0, 0, 22, 0, 9, 3, 10, 4, 1, 14, 3, 0, 1, 6, 0, 5, 1, 1, 1, 1, 1, 1, 0, 0, 25, 0, 24, 1, 0, 0, 0, 0, 0, 0, 0, 7, 8, 2, 9, 2, 0, 0, 0, 0, 27, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 026, P, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 9, 15, 7, 1, 1, 8, 1, 0, 2, 1, 6, 3, 2, 1, 18, 0, 0, 1, 1, 2, 2, 1, 1, 1, 9, 0, 0, 56, 10, 58, 12, 2, 0, 0, 11, 0, 3, 0, 4, 1, 1, 17, 1, 0, 4, 1, 1, 6, 2, 1, 1, 1, 1, 1, 0, 0, 15, 0, 27, 2, 0, 0, 0, 0, 0, 0, 0, 3, 12, 1, 15, 2, 1, 0, 0, 0, 26, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 027, P, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 9, 16, 9, 0, 0, 8, 1, 0, 12, 4, 14, 5, 1, 1, 18, 0, 0, 20, 6, 21, 7, 1, 1, 1, 9, 0, 0, 49, 12, 52, 15, 3, 0, 0, 8, 0, 7, 2, 8, 3, 1, 16, 2, 0, 8, 3, 1, 11, 2, 1, 1, 1, 1, 1, 0, 0, 11, 0, 24, 3, 0, 0, 0, 0, 0, 0, 0, 5, 5, 3, 9, 4, 1, 0, 0, 0, 28, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
