Input Number, Run_Number, Result@ 100, CE, X1, H, M, PO, Y, D, CO, PE, A, B
INVAR-2, Run: 089, P, 7, 0, 0, 0, 0, 49, 0, 0, 1, 294, 0
INVAR-2, Run: 090, P, 17, 0, 0, 0, 0, 39, 0, 0, 1, 234, 0
INVAR-2, Run: 091, P, 13, 0, 0, 0, 0, 43, 0, 0, 1, 258, 0
INVAR-2, Run: 092, P, 19, 0, 0, 0, 0, 37, 0, 0, 1, 222, 0
INVAR-2, Run: 093, P, 0, 0, 1, 0, 1, 269, 15, 244, 0, 0, 1
INVAR-2, Run: 094, P, 0, 0, 1, 0, 1, 301, 11, 268, 0, 0, 1
INVAR-2, Run: 095, P, 0, 0, 1, 0, 1, 269, 15, 244, 0, 0, 1
INVAR-2, Run: 096, P, 15, 0, 0, 0, 0, 41, 0, 0, 1, 246, 0
INVAR-2, Run: 097, P, 19, 0, 0, 0, 0, 37, 0, 0, 1, 222, 0
INVAR-2, Run: 098, P, 14, 0, 0, 0, 0, 42, 0, 0, 1, 252, 0
INVAR-2, Run: 099, P, 14, 0, 0, 0, 0, 42, 0, 0, 1, 252, 0
INVAR-2, Run: 100, P, 18, 0, 0, 0, 0, 38, 0, 0, 1, 228, 0
INVAR-3, Run: 001, P, 44, 0, 0, 0, 0, 120, 0, 0, 1, 720, 0
INVAR-3, Run: 002, P, 0, 0, 1, 0, 1, 945, 25, 832, 0, 0, 1
INVAR-3, Run: 003, P, 0, 0, 1, 0, 1, 913, 29, 808, 0, 0, 1
INVAR-3, Run: 004, P, 38, 0, 0, 0, 0, 126, 0, 0, 1, 756, 0
INVAR-3, Run: 005, P, 54, 0, 0, 0, 0, 110, 0, 0, 1, 660, 0
INVAR-3, Run: 006, P, 0, 0, 1, 0, 1, 801, 43, 724, 0, 0, 1
INVAR-3, Run: 007, P, 44, 0, 0, 0, 0, 120, 0, 0, 1, 720, 0
INVAR-3, Run: 008, P, 24, 0, 0, 0, 0, 140, 0, 0, 1, 840, 0
INVAR-3, Run: 009, P, 44, 0, 0, 0, 0, 120, 0, 0, 1, 720, 0
INVAR-3, Run: 010, P, 32, 0, 0, 0, 0, 132, 0, 0, 1, 792, 0
INVAR-3, Run: 011, P, 37, 0, 0, 0, 0, 127, 0, 0, 1, 762, 0
INVAR-3, Run: 012, P, 24, 0, 0, 0, 0, 140, 0, 0, 1, 840, 0
INVAR-3, Run: 013, P, 0, 0, 1, 0, 1, 953, 24, 838, 0, 0, 1
INVAR-3, Run: 014, P, 0, 0, 1, 0, 1, 785, 45, 712, 0, 0, 1
INVAR-3, Run: 015, P, 31, 0, 0, 0, 0, 133, 0, 0, 1, 798, 0
INVAR-3, Run: 016, P, 0, 0, 1, 0, 1, 913, 29, 808, 0, 0, 1
INVAR-3, Run: 017, P, 0, 0, 1, 0, 1, 985, 20, 862, 0, 0, 1
INVAR-3, Run: 018, P, 33, 0, 0, 0, 0, 131, 0, 0, 1, 786, 0
INVAR-3, Run: 019, P, 35, 0, 0, 0, 0, 129, 0, 0, 1, 774, 0
INVAR-3, Run: 020, P, 0, 0, 1, 0, 1, 761, 48, 694, 0, 0, 1
INVAR-3, Run: 021, P, 0, 0, 1, 0, 1, 777, 46, 706, 0, 0, 1
INVAR-3, Run: 022, P, 34, 0, 0, 0, 0, 130, 0, 0, 1, 780, 0
INVAR-3, Run: 023, P, 0, 0, 1, 0, 1, 857, 36, 766, 0, 0, 1
INVAR-3, Run: 024, P, 22, 0, 0, 0, 0, 142, 0, 0, 1, 852, 0
INVAR-3, Run: 025, P, 30, 0, 0, 0, 0, 134, 0, 0, 1, 804, 0
INVAR-3, Run: 026, P, 0, 0, 1, 0, 1, 825, 40, 742, 0, 0, 1
INVAR-3, Run: 027, P, 47, 0, 0, 0, 0, 117, 0, 0, 1, 702, 0
INVAR-3, Run: 028, P, 34, 0, 0, 0, 0, 130, 0, 0, 1, 780, 0
INVAR-3, Run: 029, P, 44, 0, 0, 0, 0, 120, 0, 0, 1, 720, 0
INVAR-3, Run: 030, P, 0, 0, 1, 0, 1, 817, 41, 736, 0, 0, 1
INVAR-3, Run: 031, P, 35, 0, 0, 0, 0, 129, 0, 0, 1, 774, 0
INVAR-3, Run: 032, P, 0, 0, 1, 0, 1, 777, 46, 706, 0, 0, 1
INVAR-3, Run: 033, P, 33, 0, 0, 0, 0, 131, 0, 0, 1, 786, 0
INVAR-3, Run: 034, P, 18, 0, 0, 0, 0, 146, 0, 0, 1, 876, 0
INVAR-3, Run: 035, P, 0, 0, 1, 0, 1, 825, 40, 742, 0, 0, 1
INVAR-3, Run: 036, P, 45, 0, 0, 0, 0, 119, 0, 0, 1, 714, 0
INVAR-3, Run: 037, P, 0, 0, 1, 0, 1, 881, 33, 784, 0, 0, 1
INVAR-3, Run: 038, P, 20, 0, 0, 0, 0, 144, 0, 0, 1, 864, 0
INVAR-3, Run: 039, P, 0, 0, 1, 0, 1, 905, 30, 802, 0, 0, 1
INVAR-3, Run: 040, P, 18, 0, 0, 0, 0, 146, 0, 0, 1, 876, 0
INVAR-3, Run: 041, P, 42, 0, 0, 0, 0, 122, 0, 0, 1, 732, 0
INVAR-3, Run: 042, P, 0, 0, 1, 0, 1, 753, 49, 688, 0, 0, 1
INVAR-3, Run: 043, P, 18, 0, 0, 0, 0, 146, 0, 0, 1, 876, 0
INVAR-3, Run: 044, P, 0, 0, 1, 0, 1, 985, 20, 862, 0, 0, 1
INVAR-3, Run: 045, P, 0, 0, 1, 0, 1, 777, 46, 706, 0, 0, 1
INVAR-3, Run: 046, P, 40, 0, 0, 0, 0, 124, 0, 0, 1, 744, 0
INVAR-3, Run: 047, P, 36, 0, 0, 0, 0, 128, 0, 0, 1, 768, 0
INVAR-3, Run: 048, P, 0, 0, 1, 0, 1, 793, 44, 718, 0, 0, 1
INVAR-3, Run: 049, P, 0, 0, 1, 0, 1, 833, 39, 748, 0, 0, 1
INVAR-3, Run: 050, P, 43, 0, 0, 0, 0, 121, 0, 0, 1, 726, 0
INVAR-3, Run: 051, P, 38, 0, 0, 0, 0, 126, 0, 0, 1, 756, 0
INVAR-3, Run: 052, P, 0, 0, 1, 0, 1, 889, 32, 790, 0, 0, 1
INVAR-3, Run: 053, P, 45, 0, 0, 0, 0, 119, 0, 0, 1, 714, 0
INVAR-3, Run: 054, P, 0, 0, 1, 0, 1, 857, 36, 766, 0, 0, 1
INVAR-3, Run: 055, P, 31, 0, 0, 0, 0, 133, 0, 0, 1, 798, 0
INVAR-3, Run: 056, P, 0, 0, 1, 0, 1, 825, 40, 742, 0, 0, 1
INVAR-3, Run: 057, P, 43, 0, 0, 0, 0, 121, 0, 0, 1, 726, 0
INVAR-3, Run: 058, P, 37, 0, 0, 0, 0, 127, 0, 0, 1, 762, 0
INVAR-3, Run: 059, P, 0, 0, 1, 0, 1, 769, 47, 700, 0, 0, 1
INVAR-3, Run: 060, P, 35, 0, 0, 0, 0, 129, 0, 0, 1, 774, 0
INVAR-3, Run: 061, P, 0, 0, 1, 0, 1, 825, 40, 742, 0, 0, 1
INVAR-3, Run: 062, P, 44, 0, 0, 0, 0, 120, 0, 0, 1, 720, 0
INVAR-3, Run: 063, P, 0, 0, 1, 0, 1, 1041, 13, 904, 0, 0, 1
INVAR-3, Run: 064, P, 0, 0, 1, 0, 1, 889, 32, 790, 0, 0, 1
INVAR-3, Run: 065, P, 0, 0, 1, 0, 1, 945, 25, 832, 0, 0, 1
INVAR-3, Run: 066, P, 30, 0, 0, 0, 0, 134, 0, 0, 1, 804, 0
INVAR-3, Run: 067, P, 0, 0, 1, 0, 1, 929, 27, 820, 0, 0, 1
INVAR-3, Run: 068, P, 40, 0, 0, 0, 0, 124, 0, 0, 1, 744, 0
INVAR-3, Run: 069, P, 0, 0, 1, 0, 1, 841, 38, 754, 0, 0, 1
INVAR-3, Run: 070, P, 32, 0, 0, 0, 0, 132, 0, 0, 1, 792, 0
INVAR-3, Run: 071, P, 0, 0, 1, 0, 1, 865, 35, 772, 0, 0, 1
INVAR-3, Run: 072, P, 25, 0, 0, 0, 0, 139, 0, 0, 1, 834, 0
INVAR-3, Run: 073, P, 0, 0, 1, 0, 1, 793, 44, 718, 0, 0, 1
INVAR-3, Run: 074, P, 41, 0, 0, 0, 0, 123, 0, 0, 1, 738, 0
INVAR-3, Run: 075, P, 47, 0, 0, 0, 0, 117, 0, 0, 1, 702, 0
INVAR-3, Run: 076, P, 36, 0, 0, 0, 0, 128, 0, 0, 1, 768, 0
INVAR-3, Run: 077, P, 0, 0, 1, 0, 1, 865, 35, 772, 0, 0, 1
INVAR-3, Run: 078, P, 26, 0, 0, 0, 0, 138, 0, 0, 1, 828, 0
INVAR-3, Run: 079, P, 0, 0, 1, 0, 1, 841, 38, 754, 0, 0, 1
INVAR-3, Run: 080, P, 0, 0, 1, 0, 1, 937, 26, 826, 0, 0, 1
INVAR-3, Run: 081, P, 0, 0, 1, 0, 1, 737, 51, 676, 0, 0, 1
INVAR-3, Run: 082, P, 0, 0, 1, 0, 1, 953, 24, 838, 0, 0, 1
INVAR-3, Run: 083, P, 24, 0, 0, 0, 0, 140, 0, 0, 1, 840, 0
INVAR-3, Run: 084, P, 0, 0, 1, 0, 1, 937, 26, 826, 0, 0, 1
INVAR-3, Run: 085, P, 0, 0, 1, 0, 1, 905, 30, 802, 0, 0, 1
INVAR-3, Run: 086, P, 33, 0, 0, 0, 0, 131, 0, 0, 1, 786, 0
INVAR-3, Run: 087, P, 33, 0, 0, 0, 0, 131, 0, 0, 1, 786, 0
INVAR-3, Run: 088, P, 0, 0, 1, 0, 1, 785, 45, 712, 0, 0, 1
INVAR-3, Run: 089, P, 0, 0, 1, 0, 1, 881, 33, 784, 0, 0, 1
INVAR-3, Run: 090, P, 0, 0, 1, 0, 1, 1001, 18, 874, 0, 0, 1
INVAR-3, Run: 091, P, 0, 0, 1, 0, 1, 921, 28, 814, 0, 0, 1
INVAR-3, Run: 092, P, 37, 0, 0, 0, 0, 127, 0, 0, 1, 762, 0
INVAR-3, Run: 093, P, 0, 0, 1, 0, 1, 897, 31, 796, 0, 0, 1
INVAR-3, Run: 094, P, 37, 0, 0, 0, 0, 127, 0, 0, 1, 762, 0
INVAR-3, Run: 095, P, 38, 0, 0, 0, 0, 126, 0, 0, 1, 756, 0
INVAR-3, Run: 096, P, 38, 0, 0, 0, 0, 126, 0, 0, 1, 756, 0
INVAR-3, Run: 097, P, 27, 0, 0, 0, 0, 137, 0, 0, 1, 822, 0
INVAR-3, Run: 098, P, 44, 0, 0, 0, 0, 120, 0, 0, 1, 720, 0
INVAR-3, Run: 099, P, 21, 0, 0, 0, 0, 143, 0, 0, 1, 858, 0
INVAR-3, Run: 100, P, 0, 0, 1, 0, 1, 833, 39, 748, 0, 0, 1
INVAR-4, Run: 001, P, 0, 0, 1, 0, 1, 158, 14, 148, 0, 0, 1
INVAR-4, Run: 002, P, 0, 0, 1, 0, 1, 214, 7, 190, 0, 0, 1
INVAR-4, Run: 003, P, 0, 0, 1, 0, 1, 190, 10, 172, 0, 0, 1
INVAR-4, Run: 004, P, 0, 0, 1, 0, 1, 198, 9, 178, 0, 0, 1
INVAR-4, Run: 005, P, 10, 0, 0, 0, 0, 29, 0, 0, 1, 174, 0
INVAR-4, Run: 006, P, 0, 0, 1, 0, 1, 150, 15, 142, 0, 0, 1
INVAR-4, Run: 007, P, 10, 0, 0, 0, 0, 29, 0, 0, 1, 174, 0
INVAR-4, Run: 008, P, 10, 0, 0, 0, 0, 29, 0, 0, 1, 174, 0
INVAR-4, Run: 009, P, 0, 0, 1, 0, 1, 222, 6, 196, 0, 0, 1
INVAR-4, Run: 010, P, 8, 0, 0, 0, 0, 31, 0, 0, 1, 186, 0
INVAR-4, Run: 011, P, 0, 0, 1, 0, 1, 206, 8, 184, 0, 0, 1
INVAR-4, Run: 012, P, 0, 0, 1, 0, 1, 174, 12, 160, 0, 0, 1
INVAR-4, Run: 013, P, 8, 0, 0, 0, 0, 31, 0, 0, 1, 186, 0
INVAR-4, Run: 014, P, 0, 0, 1, 0, 1, 174, 12, 160, 0, 0, 1
INVAR-4, Run: 015, P, 0, 0, 1, 0, 1, 166, 13, 154, 0, 0, 1
INVAR-4, Run: 016, P, 10, 0, 0, 0, 0, 29, 0, 0, 1, 174, 0
INVAR-4, Run: 017, P, 14, 0, 0, 0, 0, 25, 0, 0, 1, 150, 0
INVAR-4, Run: 018, P, 0, 0, 1, 0, 1, 214, 7, 190, 0, 0, 1
INVAR-4, Run: 019, P, 14, 0, 0, 0, 0, 25, 0, 0, 1, 150, 0
INVAR-4, Run: 020, P, 13, 0, 0, 0, 0, 26, 0, 0, 1, 156, 0
INVAR-4, Run: 021, P, 2, 0, 0, 0, 0, 37, 0, 0, 1, 222, 0
INVAR-4, Run: 022, P, 15, 0, 0, 0, 0, 24, 0, 0, 1, 144, 0
INVAR-4, Run: 023, P, 0, 0, 1, 0, 1, 158, 14, 148, 0, 0, 1
INVAR-4, Run: 024, P, 14, 0, 0, 0, 0, 25, 0, 0, 1, 150, 0
INVAR-4, Run: 025, P, 0, 0, 1, 0, 1, 198, 9, 178, 0, 0, 1
INVAR-4, Run: 026, P, 13, 0, 0, 0, 0, 26, 0, 0, 1, 156, 0
INVAR-4, Run: 027, P, 6, 0, 0, 0, 0, 33, 0, 0, 1, 198, 0
INVAR-4, Run: 028, P, 11, 0, 0, 0, 0, 28, 0, 0, 1, 168, 0
INVAR-4, Run: 029, P, 13, 0, 0, 0, 0, 26, 0, 0, 1, 156, 0
INVAR-4, Run: 030, P, 12, 0, 0, 0, 0, 27, 0, 0, 1, 162, 0
INVAR-4, Run: 031, P, 14, 0, 0, 0, 0, 25, 0, 0, 1, 150, 0
INVAR-4, Run: 032, P, 0, 0, 1, 0, 1, 142, 16, 136, 0, 0, 1
INVAR-4, Run: 033, P, 13, 0, 0, 0, 0, 26, 0, 0, 1, 156, 0
INVAR-4, Run: 034, P, 0, 0, 1, 0, 1, 174, 12, 160, 0, 0, 1
INVAR-4, Run: 035, P, 0, 0, 1, 0, 1, 214, 7, 190, 0, 0, 1
INVAR-4, Run: 036, P, 9, 0, 0, 0, 0, 30, 0, 0, 1, 180, 0
INVAR-4, Run: 037, P, 5, 0, 0, 0, 0, 34, 0, 0, 1, 204, 0
INVAR-4, Run: 038, P, 14, 0, 0, 0, 0, 25, 0, 0, 1, 150, 0
INVAR-4, Run: 039, P, 13, 0, 0, 0, 0, 26, 0, 0, 1, 156, 0
INVAR-4, Run: 040, P, 0, 0, 1, 0, 1, 214, 7, 190, 0, 0, 1
INVAR-4, Run: 041, P, 14, 0, 0, 0, 0, 25, 0, 0, 1, 150, 0
INVAR-4, Run: 042, P, 0, 0, 1, 0, 1, 142, 16, 136, 0, 0, 1
INVAR-4, Run: 043, P, 0, 0, 1, 0, 1, 206, 8, 184, 0, 0, 1
INVAR-4, Run: 044, P, 0, 0, 1, 0, 1, 174, 12, 160, 0, 0, 1
INVAR-4, Run: 045, P, 11, 0, 0, 0, 0, 28, 0, 0, 1, 168, 0
INVAR-4, Run: 046, P, 0, 0, 1, 0, 1, 198, 9, 178, 0, 0, 1
INVAR-4, Run: 047, P, 9, 0, 0, 0, 0, 30, 0, 0, 1, 180, 0
INVAR-4, Run: 048, P, 12, 0, 0, 0, 0, 27, 0, 0, 1, 162, 0
INVAR-4, Run: 049, P, 9, 0, 0, 0, 0, 30, 0, 0, 1, 180, 0
INVAR-4, Run: 050, P, 11, 0, 0, 0, 0, 28, 0, 0, 1, 168, 0
INVAR-4, Run: 051, P, 12, 0, 0, 0, 0, 27, 0, 0, 1, 162, 0
INVAR-4, Run: 052, P, 10, 0, 0, 0, 0, 29, 0, 0, 1, 174, 0
INVAR-4, Run: 053, P, 10, 0, 0, 0, 0, 29, 0, 0, 1, 174, 0
INVAR-4, Run: 054, P, 10, 0, 0, 0, 0, 29, 0, 0, 1, 174, 0
INVAR-4, Run: 055, P, 0, 0, 1, 0, 1, 182, 11, 166, 0, 0, 1
INVAR-4, Run: 056, P, 10, 0, 0, 0, 0, 29, 0, 0, 1, 174, 0
INVAR-4, Run: 057, P, 0, 0, 1, 0, 1, 198, 9, 178, 0, 0, 1
INVAR-4, Run: 058, P, 6, 0, 0, 0, 0, 33, 0, 0, 1, 198, 0
INVAR-4, Run: 059, P, 3, 0, 0, 0, 0, 36, 0, 0, 1, 216, 0
INVAR-4, Run: 060, P, 0, 0, 1, 0, 1, 142, 16, 136, 0, 0, 1
INVAR-4, Run: 061, P, 0, 0, 1, 0, 1, 174, 12, 160, 0, 0, 1
INVAR-4, Run: 062, P, 0, 0, 1, 0, 1, 158, 14, 148, 0, 0, 1
INVAR-4, Run: 063, P, 8, 0, 0, 0, 0, 31, 0, 0, 1, 186, 0
INVAR-4, Run: 064, P, 4, 0, 0, 0, 0, 35, 0, 0, 1, 210, 0
INVAR-4, Run: 065, P, 12, 0, 0, 0, 0, 27, 0, 0, 1, 162, 0
INVAR-4, Run: 066, P, 0, 0, 1, 0, 1, 142, 16, 136, 0, 0, 1
INVAR-4, Run: 067, P, 15, 0, 0, 0, 0, 24, 0, 0, 1, 144, 0
INVAR-4, Run: 068, P, 0, 0, 1, 0, 1, 166, 13, 154, 0, 0, 1
INVAR-4, Run: 069, P, 12, 0, 0, 0, 0, 27, 0, 0, 1, 162, 0
INVAR-4, Run: 070, P, 0, 0, 1, 0, 1, 182, 11, 166, 0, 0, 1
INVAR-4, Run: 071, P, 0, 0, 1, 0, 1, 166, 13, 154, 0, 0, 1
INVAR-4, Run: 072, P, 6, 0, 0, 0, 0, 33, 0, 0, 1, 198, 0
INVAR-4, Run: 073, P, 13, 0, 0, 0, 0, 26, 0, 0, 1, 156, 0
INVAR-4, Run: 074, P, 0, 0, 1, 0, 1, 166, 13, 154, 0, 0, 1
INVAR-4, Run: 075, P, 0, 0, 1, 0, 1, 190, 10, 172, 0, 0, 1
INVAR-4, Run: 076, P, 14, 0, 0, 0, 0, 25, 0, 0, 1, 150, 0
INVAR-4, Run: 077, P, 0, 0, 1, 0, 1, 214, 7, 190, 0, 0, 1
INVAR-4, Run: 078, P, 12, 0, 0, 0, 0, 27, 0, 0, 1, 162, 0
INVAR-4, Run: 079, P, 0, 0, 1, 0, 1, 190, 10, 172, 0, 0, 1
INVAR-4, Run: 080, P, 0, 0, 1, 0, 1, 182, 11, 166, 0, 0, 1
INVAR-4, Run: 081, P, 6, 0, 0, 0, 0, 33, 0, 0, 1, 198, 0
INVAR-4, Run: 082, P, 7, 0, 0, 0, 0, 32, 0, 0, 1, 192, 0
INVAR-4, Run: 083, P, 0, 0, 1, 0, 1, 198, 9, 178, 0, 0, 1
INVAR-4, Run: 084, P, 0, 0, 1, 0, 1, 182, 11, 166, 0, 0, 1
INVAR-4, Run: 085, P, 0, 0, 1, 0, 1, 182, 11, 166, 0, 0, 1
INVAR-4, Run: 086, P, 11, 0, 0, 0, 0, 28, 0, 0, 1, 168, 0
INVAR-4, Run: 087, P, 0, 0, 1, 0, 1, 214, 7, 190, 0, 0, 1
INVAR-4, Run: 088, P, 0, 0, 1, 0, 1, 190, 10, 172, 0, 0, 1
INVAR-4, Run: 089, P, 11, 0, 0, 0, 0, 28, 0, 0, 1, 168, 0
INVAR-4, Run: 090, P, 10, 0, 0, 0, 0, 29, 0, 0, 1, 174, 0
INVAR-4, Run: 091, P, 7, 0, 0, 0, 0, 32, 0, 0, 1, 192, 0
INVAR-4, Run: 092, P, 0, 0, 1, 0, 1, 190, 10, 172, 0, 0, 1
INVAR-4, Run: 093, P, 11, 0, 0, 0, 0, 28, 0, 0, 1, 168, 0
INVAR-4, Run: 094, P, 7, 0, 0, 0, 0, 32, 0, 0, 1, 192, 0
INVAR-4, Run: 095, P, 12, 0, 0, 0, 0, 27, 0, 0, 1, 162, 0
INVAR-4, Run: 096, P, 0, 0, 1, 0, 1, 190, 10, 172, 0, 0, 1
INVAR-4, Run: 097, P, 0, 0, 1, 0, 1, 182, 11, 166, 0, 0, 1
INVAR-4, Run: 098, P, 0, 0, 1, 0, 1, 190, 10, 172, 0, 0, 1
INVAR-4, Run: 099, P, 0, 0, 1, 0, 1, 214, 7, 190, 0, 0, 1
INVAR-4, Run: 100, P, 13, 0, 0, 0, 0, 26, 0, 0, 1, 156, 0
INVAR-5, Run: 001, P, 0, 0, 1, 0, 1, 288, 10, 256, 0, 0, 1
INVAR-5, Run: 002, P, 0, 0, 1, 0, 1, 240, 16, 220, 0, 0, 1
INVAR-5, Run: 003, P, 14, 0, 0, 0, 0, 39, 0, 0, 1, 234, 0
INVAR-5, Run: 004, P, 9, 0, 0, 0, 0, 44, 0, 0, 1, 264, 0
INVAR-5, Run: 005, P, 13, 0, 0, 0, 0, 40, 0, 0, 1, 240, 0
INVAR-5, Run: 006, P, 11, 0, 0, 0, 0, 42, 0, 0, 1, 252, 0
INVAR-5, Run: 007, P, 10, 0, 0, 0, 0, 43, 0, 0, 1, 258, 0
INVAR-5, Run: 008, P, 13, 0, 0, 0, 0, 40, 0, 0, 1, 240, 0
INVAR-5, Run: 009, P, 16, 0, 0, 0, 0, 37, 0, 0, 1, 222, 0
INVAR-5, Run: 010, P, 17, 0, 0, 0, 0, 36, 0, 0, 1, 216, 0
INVAR-5, Run: 011, P, 0, 0, 1, 0, 1, 256, 14, 232, 0, 0, 1
INVAR-5, Run: 012, P, 0, 0, 1, 0, 1, 272, 12, 244, 0, 0, 1
INVAR-5, Run: 013, P, 17, 0, 0, 0, 0, 36, 0, 0, 1, 216, 0
INVAR-5, Run: 014, P, 14, 0, 0, 0, 0, 39, 0, 0, 1, 234, 0
INVAR-5, Run: 015, P, 14, 0, 0, 0, 0, 39, 0, 0, 1, 234, 0
INVAR-5, Run: 016, P, 0, 0, 1, 0, 1, 264, 13, 238, 0, 0, 1
INVAR-5, Run: 017, P, 18, 0, 0, 0, 0, 35, 0, 0, 1, 210, 0
INVAR-5, Run: 018, P, 0, 0, 1, 0, 1, 296, 9, 262, 0, 0, 1
INVAR-5, Run: 019, P, 16, 0, 0, 0, 0, 37, 0, 0, 1, 222, 0
INVAR-5, Run: 020, P, 0, 0, 1, 0, 1, 232, 17, 214, 0, 0, 1
INVAR-5, Run: 021, P, 8, 0, 0, 0, 0, 45, 0, 0, 1, 270, 0
INVAR-5, Run: 022, P, 14, 0, 0, 0, 0, 39, 0, 0, 1, 234, 0
INVAR-5, Run: 023, P, 16, 0, 0, 0, 0, 37, 0, 0, 1, 222, 0
INVAR-5, Run: 024, P, 0, 0, 1, 0, 1, 256, 14, 232, 0, 0, 1
INVAR-5, Run: 025, P, 16, 0, 0, 0, 0, 37, 0, 0, 1, 222, 0
INVAR-5, Run: 026, P, 0, 0, 1, 0, 1, 232, 17, 214, 0, 0, 1
INVAR-5, Run: 027, P, 0, 0, 1, 0, 1, 304, 8, 268, 0, 0, 1
INVAR-5, Run: 028, P, 17, 0, 0, 0, 0, 36, 0, 0, 1, 216, 0
INVAR-5, Run: 029, P, 16, 0, 0, 0, 0, 37, 0, 0, 1, 222, 0
INVAR-5, Run: 030, P, 15, 0, 0, 0, 0, 38, 0, 0, 1, 228, 0
INVAR-5, Run: 031, P, 16, 0, 0, 0, 0, 37, 0, 0, 1, 222, 0
INVAR-5, Run: 032, P, 0, 0, 1, 0, 1, 272, 12, 244, 0, 0, 1
INVAR-5, Run: 033, P, 0, 0, 1, 0, 1, 264, 13, 238, 0, 0, 1
INVAR-5, Run: 034, P, 14, 0, 0, 0, 0, 39, 0, 0, 1, 234, 0
INVAR-5, Run: 035, P, 0, 0, 1, 0, 1, 264, 13, 238, 0, 0, 1
INVAR-5, Run: 036, P, 0, 0, 1, 0, 1, 280, 11, 250, 0, 0, 1
INVAR-5, Run: 037, P, 21, 0, 0, 0, 0, 32, 0, 0, 1, 192, 0
INVAR-5, Run: 038, P, 15, 0, 0, 0, 0, 38, 0, 0, 1, 228, 0
INVAR-5, Run: 039, P, 0, 0, 1, 0, 1, 264, 13, 238, 0, 0, 1
INVAR-5, Run: 040, P, 17, 0, 0, 0, 0, 36, 0, 0, 1, 216, 0
INVAR-5, Run: 041, P, 17, 0, 0, 0, 0, 36, 0, 0, 1, 216, 0
INVAR-5, Run: 042, P, 12, 0, 0, 0, 0, 41, 0, 0, 1, 246, 0
INVAR-5, Run: 043, P, 0, 0, 1, 0, 1, 264, 13, 238, 0, 0, 1
INVAR-5, Run: 044, P, 17, 0, 0, 0, 0, 36, 0, 0, 1, 216, 0
INVAR-5, Run: 045, P, 15, 0, 0, 0, 0, 38, 0, 0, 1, 228, 0
INVAR-5, Run: 046, P, 14, 0, 0, 0, 0, 39, 0, 0, 1, 234, 0
INVAR-5, Run: 047, P, 18, 0, 0, 0, 0, 35, 0, 0, 1, 210, 0
INVAR-5, Run: 048, P, 16, 0, 0, 0, 0, 37, 0, 0, 1, 222, 0
INVAR-5, Run: 049, P, 0, 0, 1, 0, 1, 336, 4, 292, 0, 0, 1
INVAR-5, Run: 050, P, 20, 0, 0, 0, 0, 33, 0, 0, 1, 198, 0
INVAR-5, Run: 051, P, 12, 0, 0, 0, 0, 41, 0, 0, 1, 246, 0
INVAR-5, Run: 052, P, 0, 0, 1, 0, 1, 224, 18, 208, 0, 0, 1
INVAR-5, Run: 053, P, 8, 0, 0, 0, 0, 45, 0, 0, 1, 270, 0
INVAR-5, Run: 054, P, 0, 0, 1, 0, 1, 328, 5, 286, 0, 0, 1
INVAR-5, Run: 055, P, 12, 0, 0, 0, 0, 41, 0, 0, 1, 246, 0
INVAR-5, Run: 056, P, 13, 0, 0, 0, 0, 40, 0, 0, 1, 240, 0
INVAR-5, Run: 057, P, 0, 0, 1, 0, 1, 208, 20, 196, 0, 0, 1
INVAR-5, Run: 058, P, 11, 0, 0, 0, 0, 42, 0, 0, 1, 252, 0
INVAR-5, Run: 059, P, 0, 0, 1, 0, 1, 248, 15, 226, 0, 0, 1
INVAR-5, Run: 060, P, 0, 0, 1, 0, 1, 256, 14, 232, 0, 0, 1
INVAR-5, Run: 061, P, 12, 0, 0, 0, 0, 41, 0, 0, 1, 246, 0
INVAR-5, Run: 062, P, 19, 0, 0, 0, 0, 34, 0, 0, 1, 204, 0
INVAR-5, Run: 063, P, 14, 0, 0, 0, 0, 39, 0, 0, 1, 234, 0
INVAR-5, Run: 064, P, 0, 0, 1, 0, 1, 224, 18, 208, 0, 0, 1
INVAR-5, Run: 065, P, 0, 0, 1, 0, 1, 256, 14, 232, 0, 0, 1
INVAR-5, Run: 066, P, 0, 0, 1, 0, 1, 232, 17, 214, 0, 0, 1
INVAR-5, Run: 067, P, 0, 0, 1, 0, 1, 280, 11, 250, 0, 0, 1
INVAR-5, Run: 068, P, 0, 0, 1, 0, 1, 232, 17, 214, 0, 0, 1
INVAR-5, Run: 069, P, 8, 0, 0, 0, 0, 45, 0, 0, 1, 270, 0
INVAR-5, Run: 070, P, 0, 0, 1, 0, 1, 240, 16, 220, 0, 0, 1
INVAR-5, Run: 071, P, 16, 0, 0, 0, 0, 37, 0, 0, 1, 222, 0
INVAR-5, Run: 072, P, 14, 0, 0, 0, 0, 39, 0, 0, 1, 234, 0
INVAR-5, Run: 073, P, 17, 0, 0, 0, 0, 36, 0, 0, 1, 216, 0
INVAR-5, Run: 074, P, 11, 0, 0, 0, 0, 42, 0, 0, 1, 252, 0
INVAR-5, Run: 075, P, 16, 0, 0, 0, 0, 37, 0, 0, 1, 222, 0
INVAR-5, Run: 076, P, 0, 0, 1, 0, 1, 264, 13, 238, 0, 0, 1
INVAR-5, Run: 077, P, 15, 0, 0, 0, 0, 38, 0, 0, 1, 228, 0
INVAR-5, Run: 078, P, 12, 0, 0, 0, 0, 41, 0, 0, 1, 246, 0
