Input Number, Run_Number, Result@ 100, CO, D, A, X1, H, M, PO, CE, Y, PE, B, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-10, Run: 063, F, 0, 0, 600, 0, 0, 0, 0, 0, 100, 1, 0, 100, 200, 139, 3579, 100, 58, 41, 100, 200, 300, 139, 3679
INVAR-10, Run: 064, F, 0, 0, 600, 0, 0, 0, 0, 1, 100, 1, 0, 99, 200, 102, 5775, 100, 67, 32, 100, 200, 300, 103, 5874
INVAR-10, Run: 065, F, 0, 0, 600, 0, 0, 0, 0, 1, 100, 1, 0, 99, 200, 149, 4454, 100, 59, 40, 100, 200, 300, 150, 4553
INVAR-10, Run: 066, F, 0, 0, 600, 0, 0, 0, 0, 0, 100, 1, 0, 100, 200, 98, 5465, 100, 59, 40, 100, 200, 300, 98, 5565
INVAR-10, Run: 067, F, 0, 0, 600, 0, 0, 0, 0, 1, 100, 1, 0, 99, 200, 88, 5863, 100, 62, 37, 100, 200, 300, 89, 5962
INVAR-10, Run: 068, F, 0, 0, 600, 0, 0, 0, 0, 1, 100, 1, 0, 99, 200, 108, 5242, 100, 57, 42, 100, 200, 300, 109, 5341
INVAR-10, Run: 069, F, 0, 0, 600, 0, 0, 0, 0, 0, 100, 1, 0, 100, 200, 93, 5858, 100, 66, 33, 100, 200, 300, 93, 5958
INVAR-10, Run: 070, F, 0, 0, 600, 0, 0, 0, 0, 0, 100, 1, 0, 100, 200, 83, 4417, 100, 63, 36, 100, 200, 300, 83, 4517
INVAR-10, Run: 071, F, 0, 0, 600, 0, 0, 0, 0, 0, 100, 1, 0, 100, 200, 99, 5669, 100, 56, 43, 100, 200, 300, 99, 5769
INVAR-10, Run: 072, F, 0, 0, 600, 0, 0, 0, 0, 0, 100, 1, 0, 100, 200, 113, 5534, 100, 64, 35, 100, 200, 300, 113, 5634
INVAR-10, Run: 073, F, 0, 0, 600, 0, 0, 0, 0, 2, 100, 1, 0, 98, 200, 89, 4647, 100, 50, 49, 100, 200, 300, 91, 4745
INVAR-10, Run: 074, F, 0, 0, 600, 0, 0, 0, 0, 0, 100, 1, 0, 100, 200, 115, 5243, 100, 61, 38, 100, 200, 300, 115, 5343
INVAR-10, Run: 075, F, 0, 0, 600, 0, 0, 0, 0, 0, 100, 1, 0, 100, 200, 120, 5241, 100, 58, 41, 100, 200, 300, 120, 5341
INVAR-10, Run: 076, F, 0, 0, 600, 0, 0, 0, 0, 0, 100, 1, 0, 100, 200, 95, 4252, 100, 64, 35, 100, 200, 300, 95, 4352
INVAR-10, Run: 077, F, 0, 0, 600, 0, 0, 0, 0, 0, 100, 1, 0, 100, 200, 68, 4951, 100, 64, 35, 100, 200, 300, 68, 5051
INVAR-10, Run: 078, F, 0, 0, 600, 0, 0, 0, 0, 0, 100, 1, 0, 100, 200, 98, 5373, 100, 63, 36, 100, 200, 300, 98, 5473
INVAR-10, Run: 079, F, 0, 0, 600, 0, 0, 0, 0, 1, 100, 1, 0, 99, 200, 123, 4572, 100, 67, 32, 100, 200, 300, 124, 4671
INVAR-10, Run: 080, F, 0, 0, 600, 0, 0, 0, 0, 0, 100, 1, 0, 100, 200, 78, 4971, 100, 61, 38, 100, 200, 300, 78, 5071
INVAR-10, Run: 081, F, 0, 0, 600, 0, 0, 0, 0, 0, 100, 1, 0, 100, 200, 114, 5409, 100, 72, 27, 100, 200, 300, 114, 5509
INVAR-10, Run: 082, F, 0, 0, 600, 0, 0, 0, 0, 1, 100, 1, 0, 99, 200, 78, 5833, 100, 62, 37, 100, 200, 300, 79, 5932
INVAR-10, Run: 083, F, 0, 0, 600, 0, 0, 0, 0, 0, 100, 1, 0, 100, 200, 107, 5410, 100, 59, 40, 100, 200, 300, 107, 5510
INVAR-10, Run: 084, F, 0, 0, 600, 0, 0, 0, 0, 0, 100, 1, 0, 100, 200, 80, 5642, 100, 70, 29, 100, 200, 300, 80, 5742
INVAR-10, Run: 085, F, 0, 0, 600, 0, 0, 0, 0, 0, 100, 1, 0, 100, 200, 118, 5005, 100, 67, 32, 100, 200, 300, 118, 5105
INVAR-10, Run: 086, F, 0, 0, 600, 0, 0, 0, 0, 1, 100, 1, 0, 99, 200, 105, 4819, 100, 71, 28, 100, 200, 300, 106, 4918
INVAR-10, Run: 087, F, 0, 0, 600, 0, 0, 0, 0, 1, 100, 1, 0, 99, 200, 128, 5438, 100, 58, 41, 100, 200, 300, 129, 5537
INVAR-10, Run: 088, F, 0, 0, 600, 0, 0, 0, 0, 1, 100, 1, 0, 99, 200, 98, 4684, 100, 60, 39, 100, 200, 300, 99, 4783
INVAR-10, Run: 089, F, 0, 0, 600, 0, 0, 0, 0, 1, 100, 1, 0, 99, 200, 91, 4002, 100, 62, 37, 100, 200, 300, 92, 4101
INVAR-10, Run: 090, F, 0, 0, 600, 0, 0, 0, 0, 1, 100, 1, 0, 99, 200, 112, 4680, 100, 69, 30, 100, 200, 300, 113, 4779
INVAR-10, Run: 091, F, 0, 0, 600, 0, 0, 0, 0, 0, 100, 1, 0, 100, 200, 125, 6147, 100, 66, 33, 100, 200, 300, 125, 6247
INVAR-10, Run: 092, F, 0, 0, 600, 0, 0, 0, 0, 0, 100, 1, 0, 100, 200, 101, 6514, 100, 63, 36, 100, 200, 300, 101, 6614
INVAR-10, Run: 093, F, 0, 0, 600, 0, 0, 0, 0, 1, 100, 1, 0, 99, 200, 126, 4882, 100, 54, 45, 100, 200, 300, 127, 4981
INVAR-10, Run: 094, F, 0, 0, 600, 0, 0, 0, 0, 0, 100, 1, 0, 100, 200, 82, 5593, 100, 68, 31, 100, 200, 300, 82, 5693
INVAR-10, Run: 095, F, 0, 0, 600, 0, 0, 0, 0, 1, 100, 1, 0, 99, 200, 87, 4537, 100, 55, 44, 100, 200, 300, 88, 4636
INVAR-10, Run: 096, F, 0, 0, 600, 0, 0, 0, 0, 1, 100, 1, 0, 99, 200, 73, 6040, 100, 58, 41, 100, 200, 300, 74, 6139
INVAR-10, Run: 097, F, 0, 0, 600, 0, 0, 0, 0, 0, 100, 1, 0, 100, 200, 76, 6148, 100, 70, 29, 100, 200, 300, 76, 6248
INVAR-10, Run: 098, F, 0, 0, 600, 0, 0, 0, 0, 1, 100, 1, 0, 99, 200, 86, 4993, 100, 64, 35, 100, 200, 300, 87, 5092
INVAR-10, Run: 099, F, 0, 0, 600, 0, 0, 0, 0, 1, 100, 1, 0, 99, 200, 106, 4486, 100, 61, 38, 100, 200, 300, 107, 4585
INVAR-10, Run: 100, F, 0, 0, 600, 0, 0, 0, 0, 1, 100, 1, 0, 99, 200, 93, 5379, 100, 56, 43, 100, 200, 300, 94, 5478
INVAR-2, Run: 001, F, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 13, 1011, 28, 17, 10, 28, 56, 84, 13, 1039
INVAR-2, Run: 002, F, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 14, 680, 28, 13, 14, 28, 56, 84, 14, 708
INVAR-2, Run: 003, F, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 16, 776, 28, 19, 8, 28, 56, 84, 16, 804
INVAR-2, Run: 004, F, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 17, 886, 28, 19, 8, 28, 56, 84, 18, 913
INVAR-2, Run: 005, F, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 14, 663, 28, 13, 14, 28, 56, 84, 14, 691
INVAR-2, Run: 006, F, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 24, 827, 28, 17, 10, 28, 56, 84, 24, 855
INVAR-2, Run: 007, F, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 14, 748, 28, 18, 9, 28, 56, 84, 14, 776
INVAR-2, Run: 008, F, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 15, 702, 28, 13, 14, 28, 56, 84, 15, 730
INVAR-2, Run: 009, F, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 26, 726, 28, 14, 13, 28, 56, 84, 27, 753
INVAR-2, Run: 010, F, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 30, 512, 28, 12, 15, 28, 56, 84, 30, 540
INVAR-2, Run: 011, F, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 17, 482, 28, 17, 10, 28, 56, 84, 17, 510
INVAR-2, Run: 012, F, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 16, 600, 28, 19, 8, 28, 56, 84, 17, 627
INVAR-2, Run: 013, F, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 24, 549, 28, 15, 12, 28, 56, 84, 24, 577
INVAR-2, Run: 014, F, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 14, 712, 28, 17, 10, 28, 56, 84, 14, 740
INVAR-2, Run: 015, F, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 13, 890, 28, 18, 9, 28, 56, 84, 13, 918
INVAR-2, Run: 016, F, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 13, 698, 28, 19, 8, 28, 56, 84, 14, 725
INVAR-2, Run: 017, F, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 16, 773, 28, 20, 7, 28, 56, 84, 16, 801
INVAR-2, Run: 018, F, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 16, 986, 28, 20, 7, 28, 56, 84, 16, 1014
INVAR-2, Run: 019, F, 0, 0, 168, 0, 0, 0, 0, 2, 28, 1, 0, 26, 56, 10, 476, 28, 16, 11, 28, 56, 84, 12, 502
INVAR-2, Run: 020, F, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 9, 822, 28, 19, 8, 28, 56, 84, 9, 850
INVAR-2, Run: 021, F, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 12, 773, 28, 19, 8, 28, 56, 84, 12, 801
INVAR-2, Run: 022, F, 0, 0, 168, 0, 0, 0, 0, 2, 28, 1, 0, 26, 56, 16, 335, 28, 12, 15, 28, 56, 84, 18, 361
INVAR-2, Run: 023, F, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 23, 720, 28, 16, 11, 28, 56, 84, 23, 748
INVAR-2, Run: 024, F, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 36, 473, 28, 14, 13, 28, 56, 84, 37, 500
INVAR-2, Run: 025, F, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 38, 562, 28, 9, 18, 28, 56, 84, 39, 589
INVAR-2, Run: 026, F, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 13, 493, 28, 16, 11, 28, 56, 84, 14, 520
INVAR-2, Run: 027, F, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 14, 630, 28, 17, 10, 28, 56, 84, 14, 658
INVAR-2, Run: 028, F, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 22, 850, 28, 18, 9, 28, 56, 84, 22, 878
INVAR-2, Run: 029, F, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 20, 671, 28, 19, 8, 28, 56, 84, 20, 699
INVAR-2, Run: 030, F, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 17, 539, 28, 22, 5, 28, 56, 84, 17, 567
INVAR-2, Run: 031, F, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 21, 843, 28, 15, 12, 28, 56, 84, 21, 871
INVAR-2, Run: 032, F, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 16, 479, 28, 17, 10, 28, 56, 84, 17, 506
INVAR-2, Run: 033, F, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 17, 1100, 28, 17, 10, 28, 56, 84, 18, 1127
INVAR-2, Run: 034, F, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 26, 333, 28, 17, 10, 28, 56, 84, 27, 360
INVAR-2, Run: 035, F, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 20, 506, 28, 14, 13, 28, 56, 84, 21, 533
INVAR-2, Run: 036, F, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 31, 836, 28, 16, 11, 28, 56, 84, 31, 864
INVAR-2, Run: 037, F, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 15, 873, 28, 17, 10, 28, 56, 84, 15, 901
INVAR-2, Run: 038, F, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 21, 708, 28, 15, 12, 28, 56, 84, 21, 736
INVAR-2, Run: 039, F, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 5, 808, 28, 19, 8, 28, 56, 84, 5, 836
INVAR-2, Run: 040, F, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 19, 845, 28, 17, 10, 28, 56, 84, 20, 872
INVAR-2, Run: 041, F, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 27, 752, 28, 17, 10, 28, 56, 84, 28, 779
INVAR-2, Run: 042, F, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 13, 706, 28, 20, 7, 28, 56, 84, 13, 734
INVAR-2, Run: 043, F, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 20, 874, 28, 16, 11, 28, 56, 84, 20, 902
INVAR-2, Run: 044, F, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 20, 521, 28, 21, 6, 28, 56, 84, 20, 549
INVAR-2, Run: 045, F, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 11, 753, 28, 18, 9, 28, 56, 84, 12, 780
INVAR-2, Run: 046, F, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 18, 616, 28, 16, 11, 28, 56, 84, 19, 643
INVAR-2, Run: 047, F, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 6, 865, 28, 26, 1, 28, 56, 84, 7, 892
INVAR-2, Run: 048, F, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 11, 653, 28, 18, 9, 28, 56, 84, 11, 681
INVAR-2, Run: 049, F, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 15, 754, 28, 21, 6, 28, 56, 84, 15, 782
INVAR-2, Run: 050, F, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 22, 577, 28, 22, 5, 28, 56, 84, 22, 605
INVAR-2, Run: 051, F, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 22, 571, 28, 17, 10, 28, 56, 84, 22, 599
INVAR-2, Run: 052, F, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 11, 598, 28, 19, 8, 28, 56, 84, 11, 626
INVAR-2, Run: 053, F, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 16, 726, 28, 20, 7, 28, 56, 84, 17, 753
INVAR-2, Run: 054, F, 0, 0, 168, 0, 0, 0, 0, 2, 28, 1, 0, 26, 56, 14, 554, 28, 20, 7, 28, 56, 84, 16, 580
INVAR-2, Run: 055, F, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 16, 521, 28, 19, 8, 28, 56, 84, 17, 548
INVAR-2, Run: 056, F, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 16, 815, 28, 19, 8, 28, 56, 84, 16, 843
INVAR-2, Run: 057, F, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 21, 568, 28, 20, 7, 28, 56, 84, 22, 595
INVAR-2, Run: 058, F, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 32, 545, 28, 12, 15, 28, 56, 84, 32, 573
INVAR-2, Run: 059, F, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 13, 433, 28, 15, 12, 28, 56, 84, 14, 460
INVAR-2, Run: 060, F, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 16, 290, 28, 19, 8, 28, 56, 84, 17, 317
INVAR-2, Run: 061, F, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 16, 798, 28, 22, 5, 28, 56, 84, 16, 826
INVAR-2, Run: 062, F, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 12, 931, 28, 18, 9, 28, 56, 84, 13, 958
INVAR-2, Run: 063, F, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 21, 631, 28, 16, 11, 28, 56, 84, 22, 658
INVAR-2, Run: 064, F, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 13, 657, 28, 20, 7, 28, 56, 84, 13, 685
INVAR-2, Run: 065, F, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 18, 715, 28, 14, 13, 28, 56, 84, 18, 743
INVAR-2, Run: 066, F, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 21, 520, 28, 23, 4, 28, 56, 84, 21, 548
INVAR-2, Run: 067, F, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 28, 443, 28, 15, 12, 28, 56, 84, 29, 470
INVAR-2, Run: 068, F, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 31, 762, 28, 18, 9, 28, 56, 84, 32, 789
INVAR-2, Run: 069, F, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 45, 653, 28, 19, 8, 28, 56, 84, 46, 680
INVAR-2, Run: 070, F, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 12, 569, 28, 20, 7, 28, 56, 84, 12, 597
INVAR-2, Run: 071, F, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 11, 609, 28, 17, 10, 28, 56, 84, 11, 637
INVAR-2, Run: 072, F, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 30, 658, 28, 17, 10, 28, 56, 84, 31, 685
INVAR-2, Run: 073, F, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 20, 356, 28, 21, 6, 28, 56, 84, 20, 384
INVAR-2, Run: 074, F, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 12, 682, 28, 19, 8, 28, 56, 84, 13, 709
INVAR-2, Run: 075, F, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 20, 555, 28, 11, 16, 28, 56, 84, 20, 583
INVAR-2, Run: 076, F, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 20, 815, 28, 18, 9, 28, 56, 84, 20, 843
INVAR-2, Run: 077, F, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 17, 492, 28, 18, 9, 28, 56, 84, 18, 519
INVAR-2, Run: 078, F, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 31, 267, 28, 14, 13, 28, 56, 84, 31, 295
INVAR-2, Run: 079, F, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 25, 524, 28, 16, 11, 28, 56, 84, 26, 551
INVAR-2, Run: 080, F, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 25, 720, 28, 18, 9, 28, 56, 84, 25, 748
INVAR-2, Run: 081, F, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 15, 1344, 28, 18, 9, 28, 56, 84, 15, 1372
INVAR-2, Run: 082, F, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 15, 847, 28, 17, 10, 28, 56, 84, 16, 874
INVAR-2, Run: 083, F, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 26, 667, 28, 18, 9, 28, 56, 84, 26, 695
INVAR-2, Run: 084, F, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 15, 595, 28, 15, 12, 28, 56, 84, 15, 623
INVAR-2, Run: 085, F, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 23, 877, 28, 16, 11, 28, 56, 84, 23, 905
INVAR-2, Run: 086, F, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 31, 1055, 28, 18, 9, 28, 56, 84, 31, 1083
INVAR-2, Run: 087, F, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 24, 377, 28, 18, 9, 28, 56, 84, 24, 405
INVAR-2, Run: 088, F, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 22, 718, 28, 18, 9, 28, 56, 84, 23, 745
INVAR-2, Run: 089, F, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 22, 714, 28, 17, 10, 28, 56, 84, 22, 742
INVAR-2, Run: 090, F, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 11, 555, 28, 16, 11, 28, 56, 84, 11, 583
INVAR-2, Run: 091, F, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 12, 782, 28, 17, 10, 28, 56, 84, 12, 810
INVAR-2, Run: 092, F, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 16, 908, 28, 10, 17, 28, 56, 84, 16, 936
INVAR-2, Run: 093, F, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 28, 575, 28, 18, 9, 28, 56, 84, 29, 602
INVAR-2, Run: 094, F, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 15, 846, 28, 22, 5, 28, 56, 84, 16, 873
INVAR-2, Run: 095, F, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 20, 659, 28, 18, 9, 28, 56, 84, 21, 686
INVAR-2, Run: 096, F, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 10, 687, 28, 20, 7, 28, 56, 84, 10, 715
INVAR-2, Run: 097, F, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 30, 1132, 28, 12, 15, 28, 56, 84, 30, 1160
INVAR-2, Run: 098, F, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 21, 582, 28, 18, 9, 28, 56, 84, 22, 609
INVAR-2, Run: 099, F, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 12, 763, 28, 24, 3, 28, 56, 84, 13, 790
INVAR-2, Run: 100, F, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 15, 501, 28, 17, 10, 28, 56, 84, 16, 528
INVAR-3, Run: 001, F, 0, 0, 492, 0, 0, 0, 0, 1, 82, 1, 0, 81, 164, 94, 3443, 82, 38, 43, 82, 164, 246, 95, 3524
INVAR-3, Run: 002, F, 0, 0, 492, 0, 0, 0, 0, 1, 82, 1, 0, 81, 164, 80, 3682, 82, 46, 35, 82, 164, 246, 81, 3763
INVAR-3, Run: 003, F, 0, 0, 492, 0, 0, 0, 0, 1, 82, 1, 0, 81, 164, 65, 3304, 82, 42, 39, 82, 164, 246, 66, 3385
INVAR-3, Run: 004, F, 0, 0, 492, 0, 0, 0, 0, 0, 82, 1, 0, 82, 164, 97, 2894, 82, 59, 22, 82, 164, 246, 97, 2976
INVAR-3, Run: 005, F, 0, 0, 492, 0, 0, 0, 0, 0, 82, 1, 0, 82, 164, 76, 4006, 82, 51, 30, 82, 164, 246, 76, 4088
INVAR-3, Run: 006, F, 0, 0, 492, 0, 0, 0, 0, 0, 82, 1, 0, 82, 164, 51, 3324, 82, 55, 26, 82, 164, 246, 51, 3406
INVAR-3, Run: 007, F, 0, 0, 492, 0, 0, 0, 0, 1, 82, 1, 0, 81, 164, 93, 4200, 82, 55, 26, 82, 164, 246, 94, 4281
INVAR-3, Run: 008, F, 0, 0, 492, 0, 0, 0, 0, 1, 82, 1, 0, 81, 164, 64, 3047, 82, 55, 26, 82, 164, 246, 65, 3128
INVAR-3, Run: 009, F, 0, 0, 492, 0, 0, 0, 0, 1, 82, 1, 0, 81, 164, 70, 2530, 82, 48, 33, 82, 164, 246, 71, 2611
INVAR-3, Run: 010, F, 0, 0, 492, 0, 0, 0, 0, 1, 82, 1, 0, 81, 164, 64, 2897, 82, 46, 35, 82, 164, 246, 65, 2978
INVAR-3, Run: 011, F, 0, 0, 492, 0, 0, 0, 0, 0, 82, 1, 0, 82, 164, 103, 4882, 82, 47, 34, 82, 164, 246, 103, 4964
INVAR-3, Run: 012, F, 0, 0, 492, 0, 0, 0, 0, 0, 82, 1, 0, 82, 164, 56, 3928, 82, 55, 26, 82, 164, 246, 56, 4010
INVAR-3, Run: 013, F, 0, 0, 492, 0, 0, 0, 0, 0, 82, 1, 0, 82, 164, 75, 4061, 82, 51, 30, 82, 164, 246, 75, 4143
INVAR-3, Run: 014, F, 0, 0, 492, 0, 0, 0, 0, 1, 82, 1, 0, 81, 164, 62, 4106, 82, 56, 25, 82, 164, 246, 63, 4187
INVAR-3, Run: 015, F, 0, 0, 492, 0, 0, 0, 0, 1, 82, 1, 0, 81, 164, 81, 3940, 82, 45, 36, 82, 164, 246, 82, 4021
INVAR-3, Run: 016, F, 0, 0, 492, 0, 0, 0, 0, 0, 82, 1, 0, 82, 164, 111, 3847, 82, 51, 30, 82, 164, 246, 111, 3929
INVAR-3, Run: 017, F, 0, 0, 492, 0, 0, 0, 0, 0, 82, 1, 0, 82, 164, 47, 3998, 82, 51, 30, 82, 164, 246, 47, 4080
INVAR-3, Run: 018, F, 0, 0, 492, 0, 0, 0, 0, 2, 82, 1, 0, 80, 164, 68, 3097, 82, 49, 32, 82, 164, 246, 70, 3177
INVAR-3, Run: 019, F, 0, 0, 492, 0, 0, 0, 0, 1, 82, 1, 0, 81, 164, 80, 4239, 82, 52, 29, 82, 164, 246, 81, 4320
INVAR-3, Run: 020, F, 0, 0, 492, 0, 0, 0, 0, 0, 82, 1, 0, 82, 164, 88, 3435, 82, 46, 35, 82, 164, 246, 88, 3517
INVAR-3, Run: 021, F, 0, 0, 492, 0, 0, 0, 0, 0, 82, 1, 0, 82, 164, 91, 4385, 82, 44, 37, 82, 164, 246, 91, 4467
INVAR-3, Run: 022, F, 0, 0, 492, 0, 0, 0, 0, 1, 82, 1, 0, 81, 164, 72, 4192, 82, 54, 27, 82, 164, 246, 73, 4273
INVAR-3, Run: 023, F, 0, 0, 492, 0, 0, 0, 0, 0, 82, 1, 0, 82, 164, 65, 3667, 82, 62, 19, 82, 164, 246, 65, 3749
INVAR-3, Run: 024, F, 0, 0, 492, 0, 0, 0, 0, 0, 82, 1, 0, 82, 164, 88, 3487, 82, 55, 26, 82, 164, 246, 88, 3569
INVAR-3, Run: 025, F, 0, 0, 492, 0, 0, 0, 0, 0, 82, 1, 0, 82, 164, 113, 4205, 82, 51, 30, 82, 164, 246, 113, 4287
