Input Number, Run_Number, Result@ 100, CO, D, A, X1, H, M, PO, CE, Y, PE, B, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-10, Run: 053, P, 0, 0, 600, 0, 0, 0, 0, 0, 100, 1, 0, 100, 200, 63, 5155, 100, 72, 27, 100, 200, 300, 63, 5255
INVAR-10, Run: 054, P, 0, 0, 600, 0, 0, 0, 0, 1, 100, 1, 0, 99, 200, 86, 4443, 100, 71, 28, 100, 200, 300, 87, 4542
INVAR-10, Run: 055, P, 0, 0, 600, 0, 0, 0, 0, 0, 100, 1, 0, 100, 200, 90, 4846, 100, 69, 30, 100, 200, 300, 90, 4946
INVAR-10, Run: 056, P, 0, 0, 600, 0, 0, 0, 0, 0, 100, 1, 0, 100, 200, 105, 6896, 100, 68, 31, 100, 200, 300, 105, 6996
INVAR-10, Run: 057, P, 0, 0, 600, 0, 0, 0, 0, 0, 100, 1, 0, 100, 200, 70, 5582, 100, 64, 35, 100, 200, 300, 70, 5682
INVAR-10, Run: 058, P, 0, 0, 600, 0, 0, 0, 0, 0, 100, 1, 0, 100, 200, 85, 5464, 100, 66, 33, 100, 200, 300, 85, 5564
INVAR-10, Run: 059, P, 0, 0, 600, 0, 0, 0, 0, 0, 100, 1, 0, 100, 200, 103, 5673, 100, 57, 42, 100, 200, 300, 103, 5773
INVAR-10, Run: 060, P, 0, 0, 600, 0, 0, 0, 0, 0, 100, 1, 0, 100, 200, 89, 5475, 100, 67, 32, 100, 200, 300, 89, 5575
INVAR-10, Run: 061, P, 0, 0, 600, 0, 0, 0, 0, 0, 100, 1, 0, 100, 200, 84, 6484, 100, 71, 28, 100, 200, 300, 84, 6584
INVAR-10, Run: 062, P, 0, 0, 600, 0, 0, 0, 0, 0, 100, 1, 0, 100, 200, 72, 4218, 100, 64, 35, 100, 200, 300, 72, 4318
INVAR-10, Run: 063, P, 0, 0, 600, 0, 0, 0, 0, 1, 100, 1, 0, 99, 200, 102, 4138, 100, 56, 43, 100, 200, 300, 103, 4237
INVAR-10, Run: 064, P, 0, 0, 600, 0, 0, 0, 0, 0, 100, 1, 0, 100, 200, 77, 4993, 100, 59, 40, 100, 200, 300, 77, 5093
INVAR-10, Run: 065, P, 0, 0, 600, 0, 0, 0, 0, 0, 100, 1, 0, 100, 200, 103, 5163, 100, 65, 34, 100, 200, 300, 103, 5263
INVAR-10, Run: 066, P, 0, 0, 600, 0, 0, 0, 0, 0, 100, 1, 0, 100, 200, 79, 6539, 100, 62, 37, 100, 200, 300, 79, 6639
INVAR-10, Run: 067, P, 0, 0, 600, 0, 0, 0, 0, 1, 100, 1, 0, 99, 200, 118, 3528, 100, 69, 30, 100, 200, 300, 119, 3627
INVAR-10, Run: 068, P, 0, 0, 600, 0, 0, 0, 0, 0, 100, 1, 0, 100, 200, 95, 5034, 100, 61, 38, 100, 200, 300, 95, 5134
INVAR-10, Run: 069, P, 0, 0, 600, 0, 0, 0, 0, 0, 100, 1, 0, 100, 200, 119, 5522, 100, 60, 39, 100, 200, 300, 119, 5622
INVAR-10, Run: 070, P, 0, 0, 600, 0, 0, 0, 0, 1, 100, 1, 0, 99, 200, 69, 5900, 100, 59, 40, 100, 200, 300, 70, 5999
INVAR-10, Run: 071, P, 0, 0, 600, 0, 0, 0, 0, 1, 100, 1, 0, 99, 200, 85, 5060, 100, 64, 35, 100, 200, 300, 86, 5159
INVAR-10, Run: 072, P, 0, 0, 600, 0, 0, 0, 0, 0, 100, 1, 0, 100, 200, 86, 5400, 100, 67, 32, 100, 200, 300, 86, 5500
INVAR-10, Run: 073, P, 0, 0, 600, 0, 0, 0, 0, 1, 100, 1, 0, 99, 200, 112, 6289, 100, 59, 40, 100, 200, 300, 113, 6388
INVAR-10, Run: 074, P, 0, 0, 600, 0, 0, 0, 0, 0, 100, 1, 0, 100, 200, 87, 6729, 100, 66, 33, 100, 200, 300, 87, 6829
INVAR-10, Run: 075, P, 0, 0, 600, 0, 0, 0, 0, 1, 100, 1, 0, 99, 200, 75, 4344, 100, 62, 37, 100, 200, 300, 76, 4443
INVAR-10, Run: 076, P, 0, 0, 600, 0, 0, 0, 0, 0, 100, 1, 0, 100, 200, 94, 4909, 100, 57, 42, 100, 200, 300, 94, 5009
INVAR-10, Run: 077, P, 0, 0, 600, 0, 0, 0, 0, 0, 100, 1, 0, 100, 200, 106, 4678, 100, 63, 36, 100, 200, 300, 106, 4778
INVAR-10, Run: 078, P, 0, 0, 600, 0, 0, 0, 0, 1, 100, 1, 0, 99, 200, 80, 6670, 100, 64, 35, 100, 200, 300, 81, 6769
INVAR-10, Run: 079, P, 0, 0, 600, 0, 0, 0, 0, 0, 100, 1, 0, 100, 200, 104, 6398, 100, 56, 43, 100, 200, 300, 104, 6498
INVAR-10, Run: 080, P, 0, 0, 600, 0, 0, 0, 0, 1, 100, 1, 0, 99, 200, 103, 5538, 100, 67, 32, 100, 200, 300, 104, 5637
INVAR-10, Run: 081, P, 0, 0, 600, 0, 0, 0, 0, 0, 100, 1, 0, 100, 200, 74, 5607, 100, 74, 25, 100, 200, 300, 74, 5707
INVAR-10, Run: 082, P, 0, 0, 600, 0, 0, 0, 0, 0, 100, 1, 0, 100, 200, 81, 5225, 100, 65, 34, 100, 200, 300, 81, 5325
INVAR-10, Run: 083, P, 0, 0, 600, 0, 0, 0, 0, 1, 100, 1, 0, 99, 200, 154, 3830, 100, 66, 33, 100, 200, 300, 155, 3929
INVAR-10, Run: 084, P, 0, 0, 600, 0, 0, 0, 0, 1, 100, 1, 0, 99, 200, 96, 4638, 100, 70, 29, 100, 200, 300, 97, 4737
INVAR-10, Run: 085, P, 0, 0, 600, 0, 0, 0, 0, 1, 100, 1, 0, 99, 200, 76, 5688, 100, 61, 38, 100, 200, 300, 77, 5787
INVAR-10, Run: 086, P, 0, 0, 600, 0, 0, 0, 0, 0, 100, 1, 0, 100, 200, 82, 5161, 100, 64, 35, 100, 200, 300, 82, 5261
INVAR-10, Run: 087, P, 0, 0, 600, 0, 0, 0, 0, 1, 100, 1, 0, 99, 200, 82, 6555, 100, 56, 43, 100, 200, 300, 83, 6654
INVAR-10, Run: 088, P, 0, 0, 600, 0, 0, 0, 0, 0, 100, 1, 0, 100, 200, 112, 5023, 100, 69, 30, 100, 200, 300, 112, 5123
INVAR-10, Run: 089, P, 0, 0, 600, 0, 0, 0, 0, 0, 100, 1, 0, 100, 200, 126, 5172, 100, 65, 34, 100, 200, 300, 126, 5272
INVAR-10, Run: 090, P, 0, 0, 600, 0, 0, 0, 0, 1, 100, 1, 0, 99, 200, 100, 4290, 100, 64, 35, 100, 200, 300, 101, 4389
INVAR-10, Run: 091, P, 0, 0, 600, 0, 0, 0, 0, 0, 100, 1, 0, 100, 200, 125, 5014, 100, 56, 43, 100, 200, 300, 125, 5114
INVAR-10, Run: 092, P, 0, 0, 600, 0, 0, 0, 0, 1, 100, 1, 0, 99, 200, 102, 5178, 100, 55, 44, 100, 200, 300, 103, 5277
INVAR-10, Run: 093, P, 0, 0, 600, 0, 0, 0, 0, 1, 100, 1, 0, 99, 200, 126, 4930, 100, 66, 33, 100, 200, 300, 127, 5029
INVAR-10, Run: 094, P, 0, 0, 600, 0, 0, 0, 0, 2, 100, 1, 0, 98, 200, 131, 4156, 100, 63, 36, 100, 200, 300, 133, 4254
INVAR-10, Run: 095, P, 0, 0, 600, 0, 0, 0, 0, 0, 100, 1, 0, 100, 200, 59, 6406, 100, 66, 33, 100, 200, 300, 59, 6506
INVAR-10, Run: 096, P, 0, 0, 600, 0, 0, 0, 0, 1, 100, 1, 0, 99, 200, 75, 4666, 100, 63, 36, 100, 200, 300, 76, 4765
INVAR-10, Run: 097, P, 0, 0, 600, 0, 0, 0, 0, 1, 100, 1, 0, 99, 200, 112, 4420, 100, 64, 35, 100, 200, 300, 113, 4519
INVAR-10, Run: 098, P, 0, 0, 600, 0, 0, 0, 0, 0, 100, 1, 0, 100, 200, 106, 5254, 100, 67, 32, 100, 200, 300, 106, 5354
INVAR-10, Run: 099, P, 0, 0, 600, 0, 0, 0, 0, 0, 100, 1, 0, 100, 200, 84, 5324, 100, 65, 34, 100, 200, 300, 84, 5424
INVAR-10, Run: 100, P, 0, 0, 600, 0, 0, 0, 0, 0, 100, 1, 0, 100, 200, 114, 4860, 100, 58, 41, 100, 200, 300, 114, 4960
INVAR-2, Run: 001, P, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 12, 748, 28, 16, 11, 28, 56, 84, 12, 776
INVAR-2, Run: 002, P, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 16, 844, 28, 20, 7, 28, 56, 84, 17, 871
INVAR-2, Run: 003, P, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 20, 906, 28, 14, 13, 28, 56, 84, 20, 934
INVAR-2, Run: 004, P, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 16, 566, 28, 15, 12, 28, 56, 84, 17, 593
INVAR-2, Run: 005, P, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 18, 938, 28, 10, 17, 28, 56, 84, 19, 965
INVAR-2, Run: 006, P, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 17, 652, 28, 17, 10, 28, 56, 84, 18, 679
INVAR-2, Run: 007, P, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 15, 725, 28, 17, 10, 28, 56, 84, 16, 752
INVAR-2, Run: 008, P, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 29, 647, 28, 13, 14, 28, 56, 84, 29, 675
INVAR-2, Run: 009, P, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 18, 539, 28, 20, 7, 28, 56, 84, 19, 566
INVAR-2, Run: 010, P, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 34, 545, 28, 22, 5, 28, 56, 84, 34, 573
INVAR-2, Run: 011, P, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 18, 706, 28, 23, 4, 28, 56, 84, 18, 734
INVAR-2, Run: 012, P, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 20, 602, 28, 14, 13, 28, 56, 84, 20, 630
INVAR-2, Run: 013, P, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 24, 635, 28, 17, 10, 28, 56, 84, 25, 662
INVAR-2, Run: 014, P, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 11, 575, 28, 18, 9, 28, 56, 84, 12, 602
INVAR-2, Run: 015, P, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 21, 672, 28, 20, 7, 28, 56, 84, 22, 699
INVAR-2, Run: 016, P, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 15, 942, 28, 16, 11, 28, 56, 84, 15, 970
INVAR-2, Run: 017, P, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 14, 759, 28, 17, 10, 28, 56, 84, 15, 786
INVAR-2, Run: 018, P, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 14, 848, 28, 20, 7, 28, 56, 84, 14, 876
INVAR-2, Run: 019, P, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 31, 938, 28, 17, 10, 28, 56, 84, 31, 966
INVAR-2, Run: 020, P, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 18, 483, 28, 20, 7, 28, 56, 84, 19, 510
INVAR-2, Run: 021, P, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 12, 680, 28, 22, 5, 28, 56, 84, 12, 708
INVAR-2, Run: 022, P, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 18, 1152, 28, 19, 8, 28, 56, 84, 18, 1180
INVAR-2, Run: 023, P, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 29, 386, 28, 13, 14, 28, 56, 84, 30, 413
INVAR-2, Run: 024, P, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 23, 774, 28, 17, 10, 28, 56, 84, 23, 802
INVAR-2, Run: 025, P, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 20, 793, 28, 18, 9, 28, 56, 84, 21, 820
INVAR-2, Run: 026, P, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 17, 514, 28, 19, 8, 28, 56, 84, 17, 542
INVAR-2, Run: 027, P, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 11, 489, 28, 20, 7, 28, 56, 84, 12, 516
INVAR-2, Run: 028, P, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 13, 626, 28, 19, 8, 28, 56, 84, 14, 653
INVAR-2, Run: 029, P, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 17, 864, 28, 19, 8, 28, 56, 84, 17, 892
INVAR-2, Run: 030, P, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 14, 699, 28, 17, 10, 28, 56, 84, 14, 727
INVAR-2, Run: 031, P, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 13, 915, 28, 20, 7, 28, 56, 84, 14, 942
INVAR-2, Run: 032, P, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 10, 997, 28, 21, 6, 28, 56, 84, 11, 1024
INVAR-2, Run: 033, P, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 8, 439, 28, 20, 7, 28, 56, 84, 9, 466
INVAR-2, Run: 034, P, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 23, 787, 28, 19, 8, 28, 56, 84, 24, 814
INVAR-2, Run: 035, P, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 18, 811, 28, 22, 5, 28, 56, 84, 19, 838
INVAR-2, Run: 036, P, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 26, 846, 28, 20, 7, 28, 56, 84, 26, 874
INVAR-2, Run: 037, P, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 14, 755, 28, 21, 6, 28, 56, 84, 14, 783
INVAR-2, Run: 038, P, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 24, 562, 28, 16, 11, 28, 56, 84, 24, 590
INVAR-2, Run: 039, P, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 16, 411, 28, 18, 9, 28, 56, 84, 17, 438
INVAR-2, Run: 040, P, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 21, 684, 28, 19, 8, 28, 56, 84, 21, 712
INVAR-2, Run: 041, P, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 15, 621, 28, 18, 9, 28, 56, 84, 16, 648
INVAR-2, Run: 042, P, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 16, 943, 28, 16, 11, 28, 56, 84, 17, 970
INVAR-2, Run: 043, P, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 17, 789, 28, 19, 8, 28, 56, 84, 17, 817
INVAR-2, Run: 044, P, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 18, 760, 28, 16, 11, 28, 56, 84, 18, 788
INVAR-2, Run: 045, P, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 13, 794, 28, 20, 7, 28, 56, 84, 13, 822
INVAR-2, Run: 046, P, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 18, 576, 28, 16, 11, 28, 56, 84, 18, 604
INVAR-2, Run: 047, P, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 11, 586, 28, 18, 9, 28, 56, 84, 11, 614
INVAR-2, Run: 048, P, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 8, 533, 28, 19, 8, 28, 56, 84, 8, 561
INVAR-2, Run: 049, P, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 16, 601, 28, 16, 11, 28, 56, 84, 17, 628
INVAR-2, Run: 050, P, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 16, 949, 28, 14, 13, 28, 56, 84, 16, 977
INVAR-2, Run: 051, P, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 15, 875, 28, 19, 8, 28, 56, 84, 15, 903
INVAR-2, Run: 052, P, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 17, 653, 28, 21, 6, 28, 56, 84, 18, 680
INVAR-2, Run: 053, P, 0, 0, 168, 0, 0, 0, 0, 2, 28, 1, 0, 26, 56, 16, 625, 28, 20, 7, 28, 56, 84, 18, 651
INVAR-2, Run: 054, P, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 25, 800, 28, 16, 11, 28, 56, 84, 26, 827
INVAR-2, Run: 055, P, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 10, 399, 28, 18, 9, 28, 56, 84, 11, 426
INVAR-2, Run: 056, P, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 19, 1011, 28, 18, 9, 28, 56, 84, 19, 1039
INVAR-2, Run: 057, P, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 16, 638, 28, 14, 13, 28, 56, 84, 16, 666
INVAR-2, Run: 058, P, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 17, 527, 28, 17, 10, 28, 56, 84, 17, 555
INVAR-2, Run: 059, P, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 6, 696, 28, 16, 11, 28, 56, 84, 7, 723
INVAR-2, Run: 060, P, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 11, 733, 28, 17, 10, 28, 56, 84, 12, 760
INVAR-2, Run: 061, P, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 18, 717, 28, 15, 12, 28, 56, 84, 18, 745
INVAR-2, Run: 062, P, 0, 0, 168, 0, 0, 0, 0, 2, 28, 1, 0, 26, 56, 23, 465, 28, 16, 11, 28, 56, 84, 25, 491
INVAR-2, Run: 063, P, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 11, 756, 28, 20, 7, 28, 56, 84, 11, 784
INVAR-2, Run: 064, P, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 16, 509, 28, 20, 7, 28, 56, 84, 17, 536
INVAR-2, Run: 065, P, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 15, 666, 28, 19, 8, 28, 56, 84, 15, 694
INVAR-2, Run: 066, P, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 23, 771, 28, 18, 9, 28, 56, 84, 23, 799
INVAR-2, Run: 067, P, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 14, 788, 28, 22, 5, 28, 56, 84, 15, 815
INVAR-2, Run: 068, P, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 22, 683, 28, 20, 7, 28, 56, 84, 23, 710
INVAR-2, Run: 069, P, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 17, 715, 28, 22, 5, 28, 56, 84, 17, 743
INVAR-2, Run: 070, P, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 21, 890, 28, 16, 11, 28, 56, 84, 21, 918
INVAR-2, Run: 071, P, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 18, 603, 28, 17, 10, 28, 56, 84, 18, 631
INVAR-2, Run: 072, P, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 19, 733, 28, 19, 8, 28, 56, 84, 19, 761
INVAR-2, Run: 073, P, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 15, 603, 28, 19, 8, 28, 56, 84, 16, 630
INVAR-2, Run: 074, P, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 23, 887, 28, 22, 5, 28, 56, 84, 23, 915
INVAR-2, Run: 075, P, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 11, 440, 28, 20, 7, 28, 56, 84, 12, 467
INVAR-2, Run: 076, P, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 27, 712, 28, 19, 8, 28, 56, 84, 28, 739
INVAR-2, Run: 077, P, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 17, 398, 28, 12, 15, 28, 56, 84, 18, 425
INVAR-2, Run: 078, P, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 24, 492, 28, 16, 11, 28, 56, 84, 25, 519
INVAR-2, Run: 079, P, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 5, 703, 28, 22, 5, 28, 56, 84, 6, 730
INVAR-2, Run: 080, P, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 17, 784, 28, 12, 15, 28, 56, 84, 18, 811
INVAR-2, Run: 081, P, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 19, 969, 28, 14, 13, 28, 56, 84, 19, 997
INVAR-2, Run: 082, P, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 7, 553, 28, 12, 15, 28, 56, 84, 8, 580
INVAR-2, Run: 083, P, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 14, 585, 28, 18, 9, 28, 56, 84, 14, 613
INVAR-2, Run: 084, P, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 10, 651, 28, 17, 10, 28, 56, 84, 10, 679
INVAR-2, Run: 085, P, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 15, 589, 28, 12, 15, 28, 56, 84, 15, 617
INVAR-2, Run: 086, P, 0, 0, 168, 0, 0, 0, 0, 2, 28, 1, 0, 26, 56, 16, 526, 28, 18, 9, 28, 56, 84, 18, 552
INVAR-2, Run: 087, P, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 17, 1023, 28, 20, 7, 28, 56, 84, 18, 1050
INVAR-2, Run: 088, P, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 20, 780, 28, 16, 11, 28, 56, 84, 20, 808
INVAR-2, Run: 089, P, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 24, 325, 28, 14, 13, 28, 56, 84, 24, 353
INVAR-2, Run: 090, P, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 19, 514, 28, 18, 9, 28, 56, 84, 20, 541
INVAR-2, Run: 091, P, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 11, 706, 28, 15, 12, 28, 56, 84, 11, 734
INVAR-2, Run: 092, P, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 21, 549, 28, 18, 9, 28, 56, 84, 21, 577
INVAR-2, Run: 093, P, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 12, 602, 28, 18, 9, 28, 56, 84, 13, 629
INVAR-2, Run: 094, P, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 29, 673, 28, 21, 6, 28, 56, 84, 30, 700
INVAR-2, Run: 095, P, 0, 0, 168, 0, 0, 0, 0, 2, 28, 1, 0, 26, 56, 24, 478, 28, 15, 12, 28, 56, 84, 26, 504
INVAR-2, Run: 096, P, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 8, 720, 28, 20, 7, 28, 56, 84, 8, 748
INVAR-2, Run: 097, P, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 20, 496, 28, 18, 9, 28, 56, 84, 21, 523
INVAR-2, Run: 098, P, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 17, 817, 28, 20, 7, 28, 56, 84, 18, 844
INVAR-2, Run: 099, P, 0, 0, 168, 0, 0, 0, 0, 1, 28, 1, 0, 27, 56, 7, 899, 28, 22, 5, 28, 56, 84, 8, 926
INVAR-2, Run: 100, P, 0, 0, 168, 0, 0, 0, 0, 0, 28, 1, 0, 28, 56, 19, 753, 28, 19, 8, 28, 56, 84, 19, 781
INVAR-3, Run: 001, P, 0, 0, 492, 0, 0, 0, 0, 1, 82, 1, 0, 81, 164, 60, 4028, 82, 51, 30, 82, 164, 246, 61, 4109
INVAR-3, Run: 002, P, 0, 0, 492, 0, 0, 0, 0, 1, 82, 1, 0, 81, 164, 58, 3316, 82, 50, 31, 82, 164, 246, 59, 3397
INVAR-3, Run: 003, P, 0, 0, 492, 0, 0, 0, 0, 0, 82, 1, 0, 82, 164, 112, 4396, 82, 53, 28, 82, 164, 246, 112, 4478
INVAR-3, Run: 004, P, 0, 0, 492, 0, 0, 0, 0, 1, 82, 1, 0, 81, 164, 53, 2719, 82, 51, 30, 82, 164, 246, 54, 2800
INVAR-3, Run: 005, P, 0, 0, 492, 0, 0, 0, 0, 0, 82, 1, 0, 82, 164, 110, 2615, 82, 43, 38, 82, 164, 246, 110, 2697
INVAR-3, Run: 006, P, 0, 0, 492, 0, 0, 0, 0, 1, 82, 1, 0, 81, 164, 53, 3599, 82, 47, 34, 82, 164, 246, 54, 3680
INVAR-3, Run: 007, P, 0, 0, 492, 0, 0, 0, 0, 0, 82, 1, 0, 82, 164, 80, 3095, 82, 45, 36, 82, 164, 246, 80, 3177
INVAR-3, Run: 008, P, 0, 0, 492, 0, 0, 0, 0, 0, 82, 1, 0, 82, 164, 59, 2940, 82, 51, 30, 82, 164, 246, 59, 3022
INVAR-3, Run: 009, P, 0, 0, 492, 0, 0, 0, 0, 1, 82, 1, 0, 81, 164, 139, 2958, 82, 55, 26, 82, 164, 246, 140, 3039
INVAR-3, Run: 010, P, 0, 0, 492, 0, 0, 0, 0, 1, 82, 1, 0, 81, 164, 83, 4417, 82, 61, 20, 82, 164, 246, 84, 4498
INVAR-3, Run: 011, P, 0, 0, 492, 0, 0, 0, 0, 0, 82, 1, 0, 82, 164, 110, 3063, 82, 58, 23, 82, 164, 246, 110, 3145
INVAR-3, Run: 012, P, 0, 0, 492, 0, 0, 0, 0, 0, 82, 1, 0, 82, 164, 78, 4586, 82, 53, 28, 82, 164, 246, 78, 4668
INVAR-3, Run: 013, P, 0, 0, 492, 0, 0, 0, 0, 1, 82, 1, 0, 81, 164, 71, 4370, 82, 54, 27, 82, 164, 246, 72, 4451
INVAR-3, Run: 014, P, 0, 0, 492, 0, 0, 0, 0, 1, 82, 1, 0, 81, 164, 73, 2866, 82, 47, 34, 82, 164, 246, 74, 2947
INVAR-3, Run: 015, P, 0, 0, 492, 0, 0, 0, 0, 1, 82, 1, 0, 81, 164, 88, 3497, 82, 53, 28, 82, 164, 246, 89, 3578
