Input Number, Run_Number, Result@ 100, X, XP, Z, YP, Reaction1, Reaction2, Reaction3
INVAR-18, Run: 057, E, 0, 70, 165, 0, 165, 95, 95
INVAR-18, Run: 058, E, 0, 70, 165, 0, 165, 95, 95
INVAR-18, Run: 059, E, 0, 65, 165, 0, 165, 100, 100
INVAR-18, Run: 060, E, 0, 62, 165, 0, 165, 103, 103
INVAR-18, Run: 061, E, 0, 64, 165, 0, 165, 101, 101
INVAR-18, Run: 062, E, 0, 74, 165, 0, 165, 91, 91
INVAR-18, Run: 063, E, 0, 58, 165, 0, 165, 107, 107
INVAR-18, Run: 064, E, 0, 73, 165, 0, 165, 92, 92
INVAR-18, Run: 065, E, 0, 54, 165, 0, 165, 111, 111
INVAR-18, Run: 066, E, 0, 64, 165, 0, 165, 101, 101
INVAR-18, Run: 067, E, 0, 57, 165, 0, 165, 108, 108
INVAR-18, Run: 068, E, 0, 72, 165, 0, 165, 93, 93
INVAR-18, Run: 069, E, 0, 63, 165, 0, 165, 102, 102
INVAR-18, Run: 070, E, 0, 72, 165, 0, 165, 93, 93
INVAR-18, Run: 071, E, 0, 75, 165, 0, 165, 90, 90
INVAR-18, Run: 072, E, 0, 65, 165, 0, 165, 100, 100
INVAR-18, Run: 073, E, 0, 66, 165, 0, 165, 99, 99
INVAR-18, Run: 074, E, 0, 67, 165, 0, 165, 98, 98
INVAR-18, Run: 075, E, 0, 54, 165, 0, 165, 111, 111
INVAR-18, Run: 076, E, 0, 45, 165, 0, 165, 120, 120
INVAR-18, Run: 077, E, 0, 55, 165, 0, 165, 110, 110
INVAR-18, Run: 078, E, 0, 66, 165, 0, 165, 99, 99
INVAR-18, Run: 079, E, 0, 65, 165, 0, 165, 100, 100
INVAR-18, Run: 080, E, 0, 62, 165, 0, 165, 103, 103
INVAR-18, Run: 081, E, 0, 80, 165, 0, 165, 85, 85
INVAR-18, Run: 082, E, 0, 63, 165, 0, 165, 102, 102
INVAR-18, Run: 083, E, 0, 52, 165, 0, 165, 113, 113
INVAR-18, Run: 084, E, 0, 50, 165, 0, 165, 115, 115
INVAR-18, Run: 085, E, 0, 82, 165, 0, 165, 83, 83
INVAR-18, Run: 086, E, 0, 63, 165, 0, 165, 102, 102
INVAR-18, Run: 087, E, 0, 59, 165, 0, 165, 106, 106
INVAR-18, Run: 088, E, 0, 63, 165, 0, 165, 102, 102
INVAR-18, Run: 089, E, 0, 74, 165, 0, 165, 91, 91
INVAR-18, Run: 090, E, 0, 79, 165, 0, 165, 86, 86
INVAR-18, Run: 091, E, 0, 74, 165, 0, 165, 91, 91
INVAR-18, Run: 092, E, 0, 52, 165, 0, 165, 113, 113
INVAR-18, Run: 093, E, 0, 69, 165, 0, 165, 96, 96
INVAR-18, Run: 094, E, 0, 73, 165, 0, 165, 92, 92
INVAR-18, Run: 095, E, 0, 71, 165, 0, 165, 94, 94
INVAR-18, Run: 096, E, 0, 73, 165, 0, 165, 92, 92
INVAR-18, Run: 097, E, 0, 77, 165, 0, 165, 88, 88
INVAR-18, Run: 098, E, 0, 60, 165, 0, 165, 105, 105
INVAR-18, Run: 099, E, 0, 63, 165, 0, 165, 102, 102
INVAR-18, Run: 100, E, 0, 84, 165, 0, 165, 81, 81
INVAR-19, Run: 001, E, 0, 0, 96, 61, 35, 96, 35
INVAR-19, Run: 002, E, 0, 0, 81, 46, 35, 81, 35
INVAR-19, Run: 003, E, 0, 0, 89, 54, 35, 89, 35
INVAR-19, Run: 004, E, 0, 0, 104, 69, 35, 104, 35
INVAR-19, Run: 005, E, 0, 0, 105, 70, 35, 105, 35
INVAR-19, Run: 006, E, 0, 0, 102, 67, 35, 102, 35
INVAR-19, Run: 007, E, 0, 0, 92, 57, 35, 92, 35
INVAR-19, Run: 008, E, 0, 0, 98, 63, 35, 98, 35
INVAR-19, Run: 009, E, 0, 0, 101, 66, 35, 101, 35
INVAR-19, Run: 010, E, 0, 0, 106, 71, 35, 106, 35
INVAR-19, Run: 011, E, 0, 0, 110, 75, 35, 110, 35
INVAR-19, Run: 012, E, 0, 0, 100, 65, 35, 100, 35
INVAR-19, Run: 013, E, 0, 0, 88, 53, 35, 88, 35
INVAR-19, Run: 014, E, 0, 0, 111, 76, 35, 111, 35
INVAR-19, Run: 015, E, 0, 0, 96, 61, 35, 96, 35
INVAR-19, Run: 016, E, 0, 0, 99, 64, 35, 99, 35
INVAR-19, Run: 017, E, 0, 0, 101, 66, 35, 101, 35
INVAR-19, Run: 018, E, 0, 0, 98, 63, 35, 98, 35
INVAR-19, Run: 019, E, 0, 0, 100, 65, 35, 100, 35
INVAR-19, Run: 020, E, 0, 0, 124, 89, 35, 124, 35
INVAR-19, Run: 021, E, 0, 0, 99, 64, 35, 99, 35
INVAR-19, Run: 022, E, 0, 0, 108, 73, 35, 108, 35
INVAR-19, Run: 023, E, 0, 0, 103, 68, 35, 103, 35
INVAR-19, Run: 024, E, 0, 0, 110, 75, 35, 110, 35
INVAR-19, Run: 025, E, 0, 0, 103, 68, 35, 103, 35
INVAR-19, Run: 026, E, 0, 0, 105, 70, 35, 105, 35
INVAR-19, Run: 027, E, 0, 0, 95, 60, 35, 95, 35
INVAR-19, Run: 028, E, 0, 0, 92, 57, 35, 92, 35
INVAR-19, Run: 029, E, 0, 0, 97, 62, 35, 97, 35
INVAR-19, Run: 030, E, 0, 0, 102, 67, 35, 102, 35
INVAR-19, Run: 031, E, 0, 0, 117, 82, 35, 117, 35
INVAR-19, Run: 032, E, 0, 0, 108, 73, 35, 108, 35
INVAR-19, Run: 033, E, 0, 0, 88, 53, 35, 88, 35
INVAR-19, Run: 034, E, 0, 0, 96, 61, 35, 96, 35
INVAR-19, Run: 035, E, 0, 0, 116, 81, 35, 116, 35
INVAR-19, Run: 036, E, 0, 0, 92, 57, 35, 92, 35
INVAR-19, Run: 037, E, 0, 0, 105, 70, 35, 105, 35
INVAR-19, Run: 038, E, 0, 0, 110, 75, 35, 110, 35
INVAR-19, Run: 039, E, 0, 0, 82, 47, 35, 82, 35
INVAR-19, Run: 040, E, 0, 0, 101, 66, 35, 101, 35
INVAR-19, Run: 041, E, 0, 0, 85, 50, 35, 85, 35
INVAR-19, Run: 042, E, 0, 0, 94, 59, 35, 94, 35
INVAR-19, Run: 043, E, 0, 0, 84, 49, 35, 84, 35
INVAR-19, Run: 044, E, 0, 0, 94, 59, 35, 94, 35
INVAR-19, Run: 045, E, 0, 0, 110, 75, 35, 110, 35
INVAR-19, Run: 046, E, 0, 0, 90, 55, 35, 90, 35
INVAR-19, Run: 047, E, 0, 0, 105, 70, 35, 105, 35
INVAR-19, Run: 048, E, 0, 0, 89, 54, 35, 89, 35
INVAR-19, Run: 049, E, 0, 0, 113, 78, 35, 113, 35
INVAR-19, Run: 050, E, 0, 0, 101, 66, 35, 101, 35
INVAR-19, Run: 051, E, 0, 0, 92, 57, 35, 92, 35
INVAR-19, Run: 052, E, 0, 0, 120, 85, 35, 120, 35
INVAR-19, Run: 053, E, 0, 0, 103, 68, 35, 103, 35
INVAR-19, Run: 054, E, 0, 0, 96, 61, 35, 96, 35
INVAR-19, Run: 055, E, 0, 0, 112, 77, 35, 112, 35
INVAR-19, Run: 056, E, 0, 0, 112, 77, 35, 112, 35
INVAR-19, Run: 057, E, 0, 0, 99, 64, 35, 99, 35
INVAR-19, Run: 058, E, 0, 0, 107, 72, 35, 107, 35
INVAR-19, Run: 059, E, 0, 0, 106, 71, 35, 106, 35
INVAR-19, Run: 060, E, 0, 0, 97, 62, 35, 97, 35
INVAR-19, Run: 061, E, 0, 0, 99, 64, 35, 99, 35
INVAR-19, Run: 062, E, 0, 0, 99, 64, 35, 99, 35
INVAR-19, Run: 063, E, 0, 0, 95, 60, 35, 95, 35
INVAR-19, Run: 064, E, 0, 0, 116, 81, 35, 116, 35
INVAR-19, Run: 065, E, 0, 0, 87, 52, 35, 87, 35
INVAR-19, Run: 066, E, 0, 0, 102, 67, 35, 102, 35
INVAR-19, Run: 067, E, 0, 0, 110, 75, 35, 110, 35
INVAR-19, Run: 068, E, 0, 0, 97, 62, 35, 97, 35
INVAR-19, Run: 069, E, 0, 0, 95, 60, 35, 95, 35
INVAR-19, Run: 070, E, 0, 0, 101, 66, 35, 101, 35
INVAR-19, Run: 071, E, 0, 0, 91, 56, 35, 91, 35
INVAR-19, Run: 072, E, 0, 0, 80, 45, 35, 80, 35
INVAR-19, Run: 073, E, 0, 0, 91, 56, 35, 91, 35
INVAR-19, Run: 074, E, 0, 0, 92, 57, 35, 92, 35
INVAR-19, Run: 075, E, 0, 0, 102, 67, 35, 102, 35
INVAR-19, Run: 076, E, 0, 0, 101, 66, 35, 101, 35
INVAR-19, Run: 077, E, 0, 0, 105, 70, 35, 105, 35
INVAR-19, Run: 078, E, 0, 0, 114, 79, 35, 114, 35
INVAR-19, Run: 079, E, 0, 0, 88, 53, 35, 88, 35
INVAR-19, Run: 080, E, 0, 0, 110, 75, 35, 110, 35
INVAR-19, Run: 081, E, 0, 0, 103, 68, 35, 103, 35
INVAR-19, Run: 082, E, 0, 0, 88, 53, 35, 88, 35
INVAR-19, Run: 083, E, 0, 0, 96, 61, 35, 96, 35
INVAR-19, Run: 084, E, 0, 0, 112, 77, 35, 112, 35
INVAR-19, Run: 085, E, 0, 0, 94, 59, 35, 94, 35
INVAR-19, Run: 086, E, 0, 0, 99, 64, 35, 99, 35
INVAR-19, Run: 087, E, 0, 0, 92, 57, 35, 92, 35
INVAR-19, Run: 088, E, 0, 0, 106, 71, 35, 106, 35
INVAR-19, Run: 089, E, 0, 0, 97, 62, 35, 97, 35
INVAR-19, Run: 090, E, 0, 0, 111, 76, 35, 111, 35
INVAR-19, Run: 091, E, 0, 0, 73, 38, 35, 73, 35
INVAR-19, Run: 092, E, 0, 0, 81, 46, 35, 81, 35
INVAR-19, Run: 093, E, 0, 0, 97, 62, 35, 97, 35
INVAR-19, Run: 094, E, 0, 0, 95, 60, 35, 95, 35
INVAR-19, Run: 095, E, 0, 0, 86, 51, 35, 86, 35
INVAR-19, Run: 096, E, 0, 0, 101, 66, 35, 101, 35
INVAR-19, Run: 097, E, 0, 0, 103, 68, 35, 103, 35
INVAR-19, Run: 098, E, 0, 0, 95, 60, 35, 95, 35
INVAR-19, Run: 099, E, 0, 0, 89, 54, 35, 89, 35
INVAR-19, Run: 100, E, 0, 0, 106, 71, 35, 106, 35
INVAR-2, Run: 001, E, 0, 0, 88, 28, 60, 88, 60
INVAR-2, Run: 002, E, 0, 0, 99, 39, 60, 99, 60
INVAR-2, Run: 003, E, 0, 0, 105, 45, 60, 105, 60
INVAR-2, Run: 004, E, 0, 0, 110, 50, 60, 110, 60
INVAR-2, Run: 005, E, 0, 0, 114, 54, 60, 114, 60
INVAR-2, Run: 006, E, 0, 0, 110, 50, 60, 110, 60
INVAR-2, Run: 007, E, 0, 0, 121, 61, 60, 121, 60
INVAR-2, Run: 008, E, 0, 0, 104, 44, 60, 104, 60
INVAR-2, Run: 009, E, 0, 0, 86, 26, 60, 86, 60
INVAR-2, Run: 010, E, 0, 0, 91, 31, 60, 91, 60
INVAR-2, Run: 011, E, 0, 0, 104, 44, 60, 104, 60
INVAR-2, Run: 012, E, 0, 0, 92, 32, 60, 92, 60
INVAR-2, Run: 013, E, 0, 0, 89, 29, 60, 89, 60
INVAR-2, Run: 014, E, 0, 0, 99, 39, 60, 99, 60
INVAR-2, Run: 015, E, 0, 0, 83, 23, 60, 83, 60
INVAR-2, Run: 016, E, 0, 0, 118, 58, 60, 118, 60
INVAR-2, Run: 017, E, 0, 0, 98, 38, 60, 98, 60
INVAR-2, Run: 018, E, 0, 0, 95, 35, 60, 95, 60
INVAR-2, Run: 019, E, 0, 0, 113, 53, 60, 113, 60
INVAR-2, Run: 020, E, 0, 0, 88, 28, 60, 88, 60
INVAR-2, Run: 021, E, 0, 0, 107, 47, 60, 107, 60
INVAR-2, Run: 022, E, 0, 0, 88, 28, 60, 88, 60
INVAR-2, Run: 023, E, 0, 0, 106, 46, 60, 106, 60
INVAR-2, Run: 024, E, 0, 0, 112, 52, 60, 112, 60
INVAR-2, Run: 025, E, 0, 0, 95, 35, 60, 95, 60
INVAR-2, Run: 026, E, 0, 0, 104, 44, 60, 104, 60
INVAR-2, Run: 027, E, 0, 0, 99, 39, 60, 99, 60
INVAR-2, Run: 028, E, 0, 0, 86, 26, 60, 86, 60
INVAR-2, Run: 029, E, 0, 0, 98, 38, 60, 98, 60
INVAR-2, Run: 030, E, 0, 0, 81, 21, 60, 81, 60
INVAR-2, Run: 031, E, 0, 0, 91, 31, 60, 91, 60
INVAR-2, Run: 032, E, 0, 0, 88, 28, 60, 88, 60
INVAR-2, Run: 033, E, 0, 0, 87, 27, 60, 87, 60
INVAR-2, Run: 034, E, 0, 0, 99, 39, 60, 99, 60
INVAR-2, Run: 035, E, 0, 0, 108, 48, 60, 108, 60
INVAR-2, Run: 036, E, 0, 0, 83, 23, 60, 83, 60
INVAR-2, Run: 037, E, 0, 0, 114, 54, 60, 114, 60
INVAR-2, Run: 038, E, 0, 0, 131, 71, 60, 131, 60
INVAR-2, Run: 039, E, 0, 0, 126, 66, 60, 126, 60
INVAR-2, Run: 040, E, 0, 0, 109, 49, 60, 109, 60
INVAR-2, Run: 041, E, 0, 0, 112, 52, 60, 112, 60
INVAR-2, Run: 042, E, 0, 0, 89, 29, 60, 89, 60
INVAR-2, Run: 043, E, 0, 0, 110, 50, 60, 110, 60
INVAR-2, Run: 044, E, 0, 0, 93, 33, 60, 93, 60
INVAR-2, Run: 045, E, 0, 0, 107, 47, 60, 107, 60
INVAR-2, Run: 046, E, 0, 0, 94, 34, 60, 94, 60
INVAR-2, Run: 047, E, 0, 0, 117, 57, 60, 117, 60
INVAR-2, Run: 048, E, 0, 0, 120, 60, 60, 120, 60
INVAR-2, Run: 049, E, 0, 0, 108, 48, 60, 108, 60
INVAR-2, Run: 050, E, 0, 0, 101, 41, 60, 101, 60
INVAR-2, Run: 051, E, 0, 0, 112, 52, 60, 112, 60
INVAR-2, Run: 052, E, 0, 0, 101, 41, 60, 101, 60
INVAR-2, Run: 053, E, 0, 0, 103, 43, 60, 103, 60
INVAR-2, Run: 054, E, 0, 0, 89, 29, 60, 89, 60
INVAR-2, Run: 055, E, 0, 0, 99, 39, 60, 99, 60
INVAR-2, Run: 056, E, 0, 0, 98, 38, 60, 98, 60
INVAR-2, Run: 057, E, 0, 0, 90, 30, 60, 90, 60
INVAR-2, Run: 058, E, 0, 0, 94, 34, 60, 94, 60
INVAR-2, Run: 059, E, 0, 0, 114, 54, 60, 114, 60
INVAR-2, Run: 060, E, 0, 0, 106, 46, 60, 106, 60
INVAR-2, Run: 061, E, 0, 0, 124, 64, 60, 124, 60
INVAR-2, Run: 062, E, 0, 0, 109, 49, 60, 109, 60
INVAR-2, Run: 063, E, 0, 0, 92, 32, 60, 92, 60
INVAR-2, Run: 064, E, 0, 0, 85, 25, 60, 85, 60
INVAR-2, Run: 065, E, 0, 0, 110, 50, 60, 110, 60
INVAR-2, Run: 066, E, 0, 0, 109, 49, 60, 109, 60
INVAR-2, Run: 067, E, 0, 0, 96, 36, 60, 96, 60
INVAR-2, Run: 068, E, 0, 0, 97, 37, 60, 97, 60
INVAR-2, Run: 069, E, 0, 0, 102, 42, 60, 102, 60
INVAR-2, Run: 070, E, 0, 0, 93, 33, 60, 93, 60
INVAR-2, Run: 071, E, 0, 0, 91, 31, 60, 91, 60
INVAR-2, Run: 072, E, 0, 0, 95, 35, 60, 95, 60
INVAR-2, Run: 073, E, 0, 0, 96, 36, 60, 96, 60
INVAR-2, Run: 074, E, 0, 0, 94, 34, 60, 94, 60
INVAR-2, Run: 075, E, 0, 0, 115, 55, 60, 115, 60
INVAR-2, Run: 076, E, 0, 0, 96, 36, 60, 96, 60
INVAR-2, Run: 077, E, 0, 0, 84, 24, 60, 84, 60
INVAR-2, Run: 078, E, 0, 0, 99, 39, 60, 99, 60
INVAR-2, Run: 079, E, 0, 0, 93, 33, 60, 93, 60
INVAR-2, Run: 080, E, 0, 0, 89, 29, 60, 89, 60
INVAR-2, Run: 081, E, 0, 0, 98, 38, 60, 98, 60
INVAR-2, Run: 082, E, 0, 0, 91, 31, 60, 91, 60
INVAR-2, Run: 083, E, 0, 0, 100, 40, 60, 100, 60
INVAR-2, Run: 084, E, 0, 0, 98, 38, 60, 98, 60
INVAR-2, Run: 085, E, 0, 0, 97, 37, 60, 97, 60
INVAR-2, Run: 086, E, 0, 0, 127, 67, 60, 127, 60
INVAR-2, Run: 087, E, 0, 0, 123, 63, 60, 123, 60
INVAR-2, Run: 088, E, 0, 0, 98, 38, 60, 98, 60
INVAR-2, Run: 089, E, 0, 0, 99, 39, 60, 99, 60
INVAR-2, Run: 090, E, 0, 0, 98, 38, 60, 98, 60
INVAR-2, Run: 091, E, 0, 0, 96, 36, 60, 96, 60
INVAR-2, Run: 092, E, 0, 0, 104, 44, 60, 104, 60
INVAR-2, Run: 093, E, 0, 0, 95, 35, 60, 95, 60
INVAR-2, Run: 094, E, 0, 0, 90, 30, 60, 90, 60
INVAR-2, Run: 095, E, 0, 0, 105, 45, 60, 105, 60
INVAR-2, Run: 096, E, 0, 0, 108, 48, 60, 108, 60
INVAR-2, Run: 097, E, 0, 0, 101, 41, 60, 101, 60
INVAR-2, Run: 098, E, 0, 0, 97, 37, 60, 97, 60
INVAR-2, Run: 099, E, 0, 0, 109, 49, 60, 109, 60
INVAR-2, Run: 100, E, 0, 0, 92, 32, 60, 92, 60
INVAR-20, Run: 001, E, 0, 0, 113, 22, 91, 113, 91
INVAR-20, Run: 002, E, 0, 0, 109, 18, 91, 109, 91
INVAR-20, Run: 003, E, 0, 0, 91, 0, 91, 91, 91
INVAR-20, Run: 004, E, 0, 0, 123, 32, 91, 123, 91
INVAR-20, Run: 005, E, 0, 0, 116, 25, 91, 116, 91
INVAR-20, Run: 006, E, 0, 0, 105, 14, 91, 105, 91
INVAR-20, Run: 007, E, 0, 0, 98, 7, 91, 98, 91
INVAR-20, Run: 008, E, 0, 0, 94, 3, 91, 94, 91
INVAR-20, Run: 009, E, 0, 0, 104, 13, 91, 104, 91
INVAR-20, Run: 010, E, 0, 0, 94, 3, 91, 94, 91
INVAR-20, Run: 011, E, 0, 0, 99, 8, 91, 99, 91
INVAR-20, Run: 012, E, 0, 0, 97, 6, 91, 97, 91
INVAR-20, Run: 013, E, 0, 0, 98, 7, 91, 98, 91
INVAR-20, Run: 014, E, 0, 0, 101, 10, 91, 101, 91
INVAR-20, Run: 015, E, 0, 0, 107, 16, 91, 107, 91
INVAR-20, Run: 016, E, 0, 0, 95, 4, 91, 95, 91
INVAR-20, Run: 017, E, 0, 0, 127, 36, 91, 127, 91
INVAR-20, Run: 018, E, 0, 0, 104, 13, 91, 104, 91
INVAR-20, Run: 019, E, 0, 0, 98, 7, 91, 98, 91
INVAR-20, Run: 020, E, 0, 0, 108, 17, 91, 108, 91
INVAR-20, Run: 021, E, 0, 0, 94, 3, 91, 94, 91
INVAR-20, Run: 022, E, 0, 0, 118, 27, 91, 118, 91
INVAR-20, Run: 023, E, 0, 0, 105, 14, 91, 105, 91
INVAR-20, Run: 024, E, 0, 0, 112, 21, 91, 112, 91
INVAR-20, Run: 025, E, 0, 0, 97, 6, 91, 97, 91
INVAR-20, Run: 026, E, 0, 0, 92, 1, 91, 92, 91
INVAR-20, Run: 027, E, 0, 0, 122, 31, 91, 122, 91
INVAR-20, Run: 028, E, 0, 0, 113, 22, 91, 113, 91
INVAR-20, Run: 029, E, 0, 0, 103, 12, 91, 103, 91
INVAR-20, Run: 030, E, 0, 16, 91, 0, 91, 75, 75
INVAR-20, Run: 031, E, 0, 0, 109, 18, 91, 109, 91
INVAR-20, Run: 032, E, 0, 0, 113, 22, 91, 113, 91
INVAR-20, Run: 033, E, 0, 0, 94, 3, 91, 94, 91
INVAR-20, Run: 034, E, 0, 0, 119, 28, 91, 119, 91
INVAR-20, Run: 035, E, 0, 0, 91, 0, 91, 91, 91
INVAR-20, Run: 036, E, 0, 0, 102, 11, 91, 102, 91
INVAR-20, Run: 037, E, 0, 0, 102, 11, 91, 102, 91
INVAR-20, Run: 038, E, 0, 0, 95, 4, 91, 95, 91
INVAR-20, Run: 039, E, 0, 0, 115, 24, 91, 115, 91
INVAR-20, Run: 040, E, 0, 8, 91, 0, 91, 83, 83
INVAR-20, Run: 041, E, 0, 0, 95, 4, 91, 95, 91
INVAR-20, Run: 042, E, 0, 0, 111, 20, 91, 111, 91
INVAR-20, Run: 043, E, 0, 0, 111, 20, 91, 111, 91
INVAR-20, Run: 044, E, 0, 3, 91, 0, 91, 88, 88
INVAR-20, Run: 045, E, 0, 0, 94, 3, 91, 94, 91
INVAR-20, Run: 046, E, 0, 0, 94, 3, 91, 94, 91
INVAR-20, Run: 047, E, 0, 8, 91, 0, 91, 83, 83
INVAR-20, Run: 048, E, 0, 0, 95, 4, 91, 95, 91
INVAR-20, Run: 049, E, 0, 13, 91, 0, 91, 78, 78
INVAR-20, Run: 050, E, 0, 0, 114, 23, 91, 114, 91
INVAR-20, Run: 051, E, 0, 0, 107, 16, 91, 107, 91
INVAR-20, Run: 052, E, 0, 0, 112, 21, 91, 112, 91
INVAR-20, Run: 053, E, 0, 0, 118, 27, 91, 118, 91
INVAR-20, Run: 054, E, 0, 0, 93, 2, 91, 93, 91
INVAR-20, Run: 055, E, 0, 0, 92, 1, 91, 92, 91
INVAR-20, Run: 056, E, 0, 0, 115, 24, 91, 115, 91
INVAR-20, Run: 057, E, 0, 0, 114, 23, 91, 114, 91
INVAR-20, Run: 058, E, 0, 0, 102, 11, 91, 102, 91
INVAR-20, Run: 059, E, 0, 0, 109, 18, 91, 109, 91
INVAR-20, Run: 060, E, 0, 4, 91, 0, 91, 87, 87
INVAR-20, Run: 061, E, 0, 3, 91, 0, 91, 88, 88
INVAR-20, Run: 062, E, 0, 0, 98, 7, 91, 98, 91
INVAR-20, Run: 063, E, 0, 0, 98, 7, 91, 98, 91
INVAR-20, Run: 064, E, 0, 0, 108, 17, 91, 108, 91
INVAR-20, Run: 065, E, 0, 0, 125, 34, 91, 125, 91
INVAR-20, Run: 066, E, 0, 0, 100, 9, 91, 100, 91
INVAR-20, Run: 067, E, 0, 0, 95, 4, 91, 95, 91
INVAR-20, Run: 068, E, 0, 0, 94, 3, 91, 94, 91
INVAR-20, Run: 069, E, 0, 0, 107, 16, 91, 107, 91
INVAR-20, Run: 070, E, 0, 13, 91, 0, 91, 78, 78
INVAR-20, Run: 071, E, 0, 0, 111, 20, 91, 111, 91
INVAR-20, Run: 072, E, 0, 0, 102, 11, 91, 102, 91
INVAR-20, Run: 073, E, 0, 0, 96, 5, 91, 96, 91
INVAR-20, Run: 074, E, 0, 0, 128, 37, 91, 128, 91
INVAR-20, Run: 075, E, 0, 4, 91, 0, 91, 87, 87
INVAR-20, Run: 076, E, 0, 15, 91, 0, 91, 76, 76
INVAR-20, Run: 077, E, 0, 7, 91, 0, 91, 84, 84
INVAR-20, Run: 078, E, 0, 0, 99, 8, 91, 99, 91
INVAR-20, Run: 079, E, 0, 0, 100, 9, 91, 100, 91
INVAR-20, Run: 080, E, 0, 8, 91, 0, 91, 83, 83
INVAR-20, Run: 081, E, 0, 0, 110, 19, 91, 110, 91
INVAR-20, Run: 082, E, 0, 0, 99, 8, 91, 99, 91
INVAR-20, Run: 083, E, 0, 0, 113, 22, 91, 113, 91
INVAR-20, Run: 084, E, 0, 0, 107, 16, 91, 107, 91
INVAR-20, Run: 085, E, 0, 0, 119, 28, 91, 119, 91
INVAR-20, Run: 086, E, 0, 0, 91, 0, 91, 91, 91
INVAR-20, Run: 087, E, 0, 0, 110, 19, 91, 110, 91
INVAR-20, Run: 088, E, 0, 0, 96, 5, 91, 96, 91
INVAR-20, Run: 089, E, 0, 0, 104, 13, 91, 104, 91
INVAR-20, Run: 090, E, 0, 0, 99, 8, 91, 99, 91
INVAR-20, Run: 091, E, 0, 0, 99, 8, 91, 99, 91
INVAR-20, Run: 092, E, 0, 0, 109, 18, 91, 109, 91
INVAR-20, Run: 093, E, 0, 0, 92, 1, 91, 92, 91
INVAR-20, Run: 094, E, 0, 1, 91, 0, 91, 90, 90
INVAR-20, Run: 095, E, 0, 7, 91, 0, 91, 84, 84
INVAR-20, Run: 096, E, 0, 0, 98, 7, 91, 98, 91
INVAR-20, Run: 097, E, 0, 0, 99, 8, 91, 99, 91
INVAR-20, Run: 098, E, 0, 0, 118, 27, 91, 118, 91
INVAR-20, Run: 099, E, 0, 0, 92, 1, 91, 92, 91
INVAR-20, Run: 100, E, 0, 0, 96, 5, 91, 96, 91
INVAR-21, Run: 001, E, 0, 45, 133, 0, 133, 88, 88
INVAR-21, Run: 002, E, 0, 37, 133, 0, 133, 96, 96
INVAR-21, Run: 003, E, 0, 30, 133, 0, 133, 103, 103
INVAR-21, Run: 004, E, 0, 35, 133, 0, 133, 98, 98
INVAR-21, Run: 005, E, 0, 28, 133, 0, 133, 105, 105
INVAR-21, Run: 006, E, 0, 38, 133, 0, 133, 95, 95
INVAR-21, Run: 007, E, 0, 51, 133, 0, 133, 82, 82
INVAR-21, Run: 008, E, 0, 52, 133, 0, 133, 81, 81
INVAR-21, Run: 009, E, 0, 33, 133, 0, 133, 100, 100
INVAR-21, Run: 010, E, 0, 40, 133, 0, 133, 93, 93
INVAR-21, Run: 011, E, 0, 37, 133, 0, 133, 96, 96
INVAR-21, Run: 012, E, 0, 13, 133, 0, 133, 120, 120
INVAR-21, Run: 013, E, 0, 41, 133, 0, 133, 92, 92
INVAR-21, Run: 014, E, 0, 28, 133, 0, 133, 105, 105
INVAR-21, Run: 015, E, 0, 35, 133, 0, 133, 98, 98
INVAR-21, Run: 016, E, 0, 20, 133, 0, 133, 113, 113
INVAR-21, Run: 017, E, 0, 42, 133, 0, 133, 91, 91
INVAR-21, Run: 018, E, 0, 52, 133, 0, 133, 81, 81
INVAR-21, Run: 019, E, 0, 46, 133, 0, 133, 87, 87
INVAR-21, Run: 020, E, 0, 44, 133, 0, 133, 89, 89
INVAR-21, Run: 021, E, 0, 41, 133, 0, 133, 92, 92
INVAR-21, Run: 022, E, 0, 8, 133, 0, 133, 125, 125
INVAR-21, Run: 023, E, 0, 31, 133, 0, 133, 102, 102
INVAR-21, Run: 024, E, 0, 28, 133, 0, 133, 105, 105
INVAR-21, Run: 025, E, 0, 28, 133, 0, 133, 105, 105
INVAR-21, Run: 026, E, 0, 49, 133, 0, 133, 84, 84
INVAR-21, Run: 027, E, 0, 36, 133, 0, 133, 97, 97
INVAR-21, Run: 028, E, 0, 30, 133, 0, 133, 103, 103
INVAR-21, Run: 029, E, 0, 19, 133, 0, 133, 114, 114
INVAR-21, Run: 030, E, 0, 26, 133, 0, 133, 107, 107
INVAR-21, Run: 031, E, 0, 37, 133, 0, 133, 96, 96
INVAR-21, Run: 032, E, 0, 42, 133, 0, 133, 91, 91
INVAR-21, Run: 033, E, 0, 30, 133, 0, 133, 103, 103
INVAR-21, Run: 034, E, 0, 22, 133, 0, 133, 111, 111
INVAR-21, Run: 035, E, 0, 34, 133, 0, 133, 99, 99
INVAR-21, Run: 036, E, 0, 38, 133, 0, 133, 95, 95
INVAR-21, Run: 037, E, 0, 38, 133, 0, 133, 95, 95
INVAR-21, Run: 038, E, 0, 23, 133, 0, 133, 110, 110
INVAR-21, Run: 039, E, 0, 51, 133, 0, 133, 82, 82
INVAR-21, Run: 040, E, 0, 22, 133, 0, 133, 111, 111
INVAR-21, Run: 041, E, 0, 24, 133, 0, 133, 109, 109
INVAR-21, Run: 042, E, 0, 35, 133, 0, 133, 98, 98
INVAR-21, Run: 043, E, 0, 35, 133, 0, 133, 98, 98
