Input Number, Run_Number, Result@ 100, PE, X1, A, B, C, PO, D, CO, Y, CE, E, F, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-3, Run: 051, F, 0, 0, 1, 0, 0, 1, 0, 520, 520, 0, 86, 1, 9, 173, 4268, 63, 63, 3748, 86, 47, 30, 86, 86, 173, 4097, 2048
INVAR-3, Run: 052, F, 0, 0, 1, 0, 0, 1, 0, 538, 538, 0, 89, 1, 15, 179, 5268, 51, 51, 4730, 89, 46, 28, 89, 89, 179, 6747, 3373
INVAR-3, Run: 053, F, 0, 0, 1, 0, 0, 1, 0, 538, 538, 0, 89, 1, 15, 179, 5214, 49, 49, 4676, 89, 44, 30, 89, 89, 179, 3317, 1658
INVAR-3, Run: 054, F, 0, 0, 1, 0, 0, 1, 0, 538, 538, 0, 89, 1, 15, 179, 5598, 52, 52, 5060, 89, 46, 28, 89, 89, 179, 6313, 3156
INVAR-3, Run: 055, F, 0, 0, 1, 0, 0, 1, 0, 544, 544, 0, 90, 1, 17, 181, 4991, 56, 56, 4447, 90, 45, 28, 90, 90, 181, 3461, 1730
INVAR-3, Run: 056, F, 0, 0, 1, 0, 0, 1, 0, 514, 514, 0, 85, 1, 7, 171, 4444, 35, 35, 3930, 85, 51, 27, 85, 85, 171, 4797, 2398
INVAR-3, Run: 057, F, 0, 0, 1, 0, 0, 1, 0, 526, 526, 0, 87, 1, 11, 175, 4365, 67, 67, 3839, 87, 49, 27, 87, 87, 175, 3401, 1700
INVAR-3, Run: 058, F, 0, 0, 1, 0, 0, 1, 0, 538, 538, 0, 89, 1, 15, 179, 5786, 42, 42, 5248, 89, 50, 24, 89, 89, 179, 5485, 2742
INVAR-3, Run: 059, F, 0, 0, 1, 0, 0, 1, 0, 520, 520, 0, 86, 1, 9, 173, 3534, 51, 51, 3014, 86, 57, 20, 86, 86, 173, 5589, 2794
INVAR-3, Run: 060, F, 0, 0, 1, 0, 0, 1, 0, 532, 532, 0, 88, 1, 13, 177, 4266, 48, 48, 3734, 88, 51, 24, 88, 88, 177, 3953, 1976
INVAR-3, Run: 061, F, 0, 0, 1, 0, 0, 1, 0, 514, 514, 0, 85, 1, 7, 171, 4887, 54, 54, 4373, 85, 51, 27, 85, 85, 171, 3965, 1982
INVAR-3, Run: 062, F, 0, 0, 1, 0, 0, 1, 0, 520, 520, 0, 86, 1, 9, 173, 4881, 43, 43, 4361, 86, 50, 27, 86, 86, 173, 4749, 2374
INVAR-3, Run: 063, F, 0, 0, 1, 0, 0, 1, 0, 526, 526, 0, 87, 1, 11, 175, 5009, 53, 53, 4483, 87, 46, 30, 87, 87, 175, 3469, 1734
INVAR-3, Run: 064, F, 0, 0, 1, 0, 0, 1, 0, 538, 538, 0, 89, 1, 15, 179, 4852, 71, 71, 4314, 89, 41, 33, 89, 89, 179, 4837, 2418
INVAR-3, Run: 065, F, 0, 0, 1, 0, 0, 1, 0, 520, 520, 0, 86, 1, 9, 173, 4278, 59, 59, 3758, 86, 49, 28, 86, 86, 173, 3929, 1964
INVAR-3, Run: 066, F, 0, 0, 1, 0, 0, 1, 0, 532, 532, 0, 88, 1, 13, 177, 5707, 62, 62, 5175, 88, 37, 38, 88, 88, 177, 5295, 2647
INVAR-3, Run: 067, F, 0, 0, 1, 0, 0, 1, 0, 538, 538, 0, 89, 1, 15, 179, 4673, 45, 45, 4135, 89, 44, 30, 89, 89, 179, 3681, 1840
INVAR-3, Run: 068, F, 0, 0, 1, 0, 0, 1, 0, 514, 514, 0, 85, 1, 7, 171, 4952, 57, 57, 4438, 85, 52, 26, 85, 85, 171, 3389, 1694
INVAR-3, Run: 069, F, 0, 0, 1, 0, 0, 1, 0, 544, 544, 0, 90, 1, 17, 181, 5776, 48, 48, 5232, 90, 52, 21, 90, 90, 181, 5031, 2515
INVAR-3, Run: 070, F, 0, 0, 1, 0, 0, 1, 0, 538, 538, 0, 89, 1, 15, 179, 4869, 70, 70, 4331, 89, 44, 30, 89, 89, 179, 4821, 2410
INVAR-3, Run: 071, F, 0, 0, 1, 0, 0, 1, 0, 526, 526, 0, 87, 1, 11, 175, 4633, 62, 62, 4107, 87, 49, 27, 87, 87, 175, 3601, 1800
INVAR-3, Run: 072, F, 0, 0, 1, 0, 0, 1, 0, 526, 526, 0, 87, 1, 11, 175, 4696, 53, 53, 4170, 87, 40, 36, 87, 87, 175, 4431, 2215
INVAR-3, Run: 073, F, 0, 0, 1, 0, 0, 1, 0, 544, 544, 0, 90, 1, 17, 181, 5313, 68, 68, 4769, 90, 47, 26, 90, 90, 181, 5623, 2811
INVAR-3, Run: 074, F, 0, 0, 1, 0, 0, 1, 0, 514, 514, 0, 85, 1, 7, 171, 4135, 67, 67, 3621, 85, 50, 28, 85, 85, 171, 5049, 2524
INVAR-3, Run: 075, F, 0, 0, 1, 0, 0, 1, 0, 532, 532, 0, 88, 1, 13, 177, 4875, 74, 74, 4343, 88, 42, 33, 88, 88, 177, 3099, 1549
INVAR-3, Run: 076, F, 0, 0, 1, 0, 0, 1, 0, 526, 526, 0, 87, 1, 11, 175, 4448, 57, 57, 3922, 87, 54, 22, 87, 87, 175, 4501, 2250
INVAR-3, Run: 077, F, 0, 0, 1, 0, 0, 1, 0, 538, 538, 0, 89, 1, 15, 179, 4728, 54, 54, 4190, 89, 47, 27, 89, 89, 179, 4345, 2172
INVAR-3, Run: 078, F, 0, 0, 1, 0, 0, 1, 0, 544, 544, 0, 90, 1, 17, 181, 5889, 57, 57, 5345, 90, 42, 31, 90, 90, 181, 6413, 3206
INVAR-3, Run: 079, F, 0, 0, 1, 0, 0, 1, 0, 514, 514, 0, 85, 1, 7, 171, 3905, 55, 55, 3391, 85, 55, 23, 85, 85, 171, 3651, 1825
INVAR-3, Run: 080, F, 0, 0, 1, 0, 0, 1, 0, 550, 550, 0, 91, 1, 19, 183, 5800, 65, 65, 5250, 91, 41, 31, 91, 91, 183, 6127, 3063
INVAR-3, Run: 081, F, 0, 0, 1, 0, 0, 1, 0, 538, 538, 0, 89, 1, 15, 179, 5538, 66, 66, 5000, 89, 50, 24, 89, 89, 179, 4033, 2016
INVAR-3, Run: 082, F, 0, 0, 1, 0, 0, 1, 0, 514, 514, 0, 85, 1, 7, 171, 4741, 40, 40, 4227, 85, 49, 29, 85, 85, 171, 3343, 1671
INVAR-3, Run: 083, F, 0, 0, 1, 0, 0, 1, 0, 526, 526, 0, 87, 1, 11, 175, 4652, 57, 57, 4126, 87, 46, 30, 87, 87, 175, 3965, 1982
INVAR-3, Run: 084, F, 0, 0, 1, 0, 0, 1, 0, 520, 520, 0, 86, 1, 9, 173, 4863, 53, 53, 4343, 86, 55, 22, 86, 86, 173, 3743, 1871
INVAR-3, Run: 085, F, 0, 0, 1, 0, 0, 1, 0, 538, 538, 0, 89, 1, 15, 179, 5494, 66, 66, 4956, 89, 43, 31, 89, 89, 179, 5567, 2783
INVAR-3, Run: 086, F, 0, 0, 1, 0, 0, 1, 0, 532, 532, 0, 88, 1, 13, 177, 5101, 45, 45, 4569, 88, 49, 26, 88, 88, 177, 4201, 2100
INVAR-3, Run: 087, F, 0, 0, 1, 0, 0, 1, 0, 526, 526, 0, 87, 1, 11, 175, 4058, 51, 51, 3532, 87, 42, 34, 87, 87, 175, 3111, 1555
INVAR-3, Run: 088, F, 0, 0, 1, 0, 0, 1, 0, 520, 520, 0, 86, 1, 9, 173, 5388, 53, 53, 4868, 86, 48, 29, 86, 86, 173, 3813, 1906
INVAR-3, Run: 089, F, 0, 0, 1, 0, 0, 1, 0, 526, 526, 0, 87, 1, 11, 175, 5563, 51, 51, 5037, 87, 45, 31, 87, 87, 175, 2957, 1478
INVAR-3, Run: 090, F, 0, 0, 1, 0, 0, 1, 0, 532, 532, 0, 88, 1, 13, 177, 4819, 46, 46, 4287, 88, 51, 24, 88, 88, 177, 4703, 2351
INVAR-3, Run: 091, F, 0, 0, 1, 0, 0, 1, 0, 532, 532, 0, 88, 1, 13, 177, 4588, 57, 57, 4056, 88, 46, 29, 88, 88, 177, 5983, 2991
INVAR-3, Run: 092, F, 0, 0, 1, 0, 0, 1, 0, 514, 514, 0, 85, 1, 7, 171, 4768, 60, 60, 4254, 85, 53, 25, 85, 85, 171, 3541, 1770
INVAR-3, Run: 093, F, 0, 0, 1, 0, 0, 1, 0, 544, 544, 0, 90, 1, 17, 181, 5161, 51, 51, 4617, 90, 43, 30, 90, 90, 181, 6891, 3445
INVAR-3, Run: 094, F, 0, 0, 1, 0, 0, 1, 0, 520, 520, 0, 86, 1, 9, 173, 4814, 50, 50, 4294, 86, 56, 21, 86, 86, 173, 4495, 2247
INVAR-3, Run: 095, F, 0, 0, 1, 0, 0, 1, 0, 526, 526, 0, 87, 1, 11, 175, 4900, 45, 45, 4374, 87, 51, 25, 87, 87, 175, 3855, 1927
INVAR-3, Run: 096, F, 0, 0, 1, 0, 0, 1, 0, 544, 544, 0, 90, 1, 17, 181, 5687, 50, 50, 5143, 90, 58, 15, 90, 90, 181, 4815, 2407
INVAR-3, Run: 097, F, 0, 0, 1, 0, 0, 1, 0, 532, 532, 0, 88, 1, 13, 177, 4458, 63, 63, 3926, 88, 51, 24, 88, 88, 177, 5511, 2755
INVAR-3, Run: 098, F, 0, 0, 1, 0, 0, 1, 0, 532, 532, 0, 88, 1, 13, 177, 4921, 65, 65, 4389, 88, 46, 29, 88, 88, 177, 5775, 2887
INVAR-3, Run: 099, F, 0, 0, 1, 0, 0, 1, 0, 526, 526, 0, 87, 1, 11, 175, 4806, 43, 43, 4280, 87, 47, 29, 87, 87, 175, 3483, 1741
INVAR-3, Run: 100, F, 0, 0, 1, 0, 0, 1, 0, 526, 526, 0, 87, 1, 11, 175, 5127, 57, 57, 4601, 87, 50, 26, 87, 87, 175, 4351, 2175
INVAR-4, Run: 001, F, 0, 0, 1, 0, 0, 1, 0, 130, 130, 0, 21, 1, 4, 43, 459, 21, 21, 329, 21, 12, 5, 21, 21, 43, 569, 284
INVAR-4, Run: 002, F, 0, 0, 1, 0, 0, 1, 0, 136, 136, 0, 22, 1, 6, 45, 567, 9, 9, 431, 22, 10, 6, 22, 22, 45, 445, 222
INVAR-4, Run: 003, F, 0, 0, 1, 0, 0, 1, 0, 142, 142, 0, 23, 1, 8, 47, 731, 22, 22, 589, 23, 11, 4, 23, 23, 47, 567, 283
INVAR-4, Run: 004, F, 0, 0, 1, 0, 0, 1, 0, 142, 142, 0, 23, 1, 8, 47, 863, 13, 13, 721, 23, 9, 6, 23, 23, 47, 591, 295
INVAR-4, Run: 005, F, 0, 0, 1, 0, 0, 1, 0, 142, 142, 0, 23, 1, 8, 47, 745, 7, 7, 603, 23, 11, 4, 23, 23, 47, 813, 406
INVAR-4, Run: 006, F, 0, 0, 1, 0, 0, 1, 0, 124, 124, 0, 20, 1, 2, 41, 774, 8, 8, 650, 20, 13, 5, 20, 20, 41, 591, 295
INVAR-4, Run: 007, F, 0, 0, 1, 0, 0, 1, 0, 130, 130, 0, 21, 1, 4, 43, 447, 15, 15, 317, 21, 13, 4, 21, 21, 43, 459, 229
INVAR-4, Run: 008, F, 0, 0, 1, 0, 0, 1, 0, 136, 136, 0, 22, 1, 6, 45, 658, 15, 15, 522, 22, 14, 2, 22, 22, 45, 397, 198
INVAR-4, Run: 009, F, 0, 0, 1, 0, 0, 1, 0, 124, 124, 0, 20, 1, 2, 41, 495, 10, 10, 371, 20, 15, 3, 20, 20, 41, 295, 147
INVAR-4, Run: 010, F, 0, 0, 1, 0, 0, 1, 0, 136, 136, 0, 22, 1, 6, 45, 683, 20, 20, 547, 22, 12, 4, 22, 22, 45, 773, 386
INVAR-4, Run: 011, F, 0, 0, 1, 0, 0, 1, 0, 130, 130, 0, 21, 1, 4, 43, 529, 8, 8, 399, 21, 10, 7, 21, 21, 43, 1467, 733
INVAR-4, Run: 012, F, 0, 0, 1, 0, 0, 1, 0, 136, 136, 0, 22, 1, 6, 45, 502, 12, 12, 366, 22, 9, 7, 22, 22, 45, 647, 323
INVAR-4, Run: 013, F, 0, 0, 1, 0, 0, 1, 0, 142, 142, 0, 23, 1, 8, 47, 726, 7, 7, 584, 23, 12, 3, 23, 23, 47, 787, 393
INVAR-4, Run: 014, F, 0, 0, 1, 0, 0, 1, 0, 136, 136, 0, 22, 1, 6, 45, 609, 15, 15, 473, 22, 13, 3, 22, 22, 45, 523, 261
INVAR-4, Run: 015, F, 0, 0, 1, 0, 0, 1, 0, 130, 130, 0, 21, 1, 4, 43, 566, 12, 12, 436, 21, 10, 7, 21, 21, 43, 517, 258
INVAR-4, Run: 016, F, 0, 0, 1, 0, 0, 1, 0, 130, 130, 0, 21, 1, 4, 43, 374, 11, 11, 244, 21, 11, 6, 21, 21, 43, 365, 182
INVAR-4, Run: 017, F, 0, 0, 1, 0, 0, 1, 0, 130, 130, 0, 21, 1, 4, 43, 396, 13, 13, 266, 21, 11, 6, 21, 21, 43, 435, 217
INVAR-4, Run: 018, F, 0, 0, 1, 0, 0, 1, 0, 130, 130, 0, 21, 1, 4, 43, 637, 18, 18, 507, 21, 13, 4, 21, 21, 43, 247, 123
INVAR-4, Run: 019, F, 0, 0, 1, 0, 0, 1, 0, 130, 130, 0, 21, 1, 4, 43, 625, 14, 14, 495, 21, 9, 8, 21, 21, 43, 1025, 512
INVAR-4, Run: 020, F, 0, 0, 1, 0, 0, 1, 0, 136, 136, 0, 22, 1, 6, 45, 587, 8, 8, 451, 22, 13, 3, 22, 22, 45, 1001, 500
INVAR-4, Run: 021, F, 0, 0, 1, 0, 0, 1, 0, 136, 136, 0, 22, 1, 6, 45, 741, 17, 17, 605, 22, 10, 6, 22, 22, 45, 317, 158
INVAR-4, Run: 022, F, 0, 0, 1, 0, 0, 1, 0, 142, 142, 0, 23, 1, 8, 47, 744, 13, 13, 602, 23, 11, 4, 23, 23, 47, 1009, 504
INVAR-4, Run: 023, F, 0, 0, 1, 0, 0, 1, 0, 136, 136, 0, 22, 1, 6, 45, 678, 10, 10, 542, 22, 12, 4, 22, 22, 45, 1003, 501
INVAR-4, Run: 024, F, 0, 0, 1, 0, 0, 1, 0, 142, 142, 0, 23, 1, 8, 47, 703, 16, 16, 561, 23, 10, 5, 23, 23, 47, 373, 186
INVAR-4, Run: 025, F, 0, 0, 1, 0, 0, 1, 0, 136, 136, 0, 22, 1, 6, 45, 807, 11, 11, 671, 22, 9, 7, 22, 22, 45, 981, 490
INVAR-4, Run: 026, F, 0, 0, 1, 0, 0, 1, 0, 136, 136, 0, 22, 1, 6, 45, 560, 14, 14, 424, 22, 13, 3, 22, 22, 45, 543, 271
INVAR-4, Run: 027, F, 0, 0, 1, 0, 0, 1, 0, 130, 130, 0, 21, 1, 4, 43, 543, 15, 15, 413, 21, 13, 4, 21, 21, 43, 271, 135
INVAR-4, Run: 028, F, 0, 0, 1, 0, 0, 1, 0, 136, 136, 0, 22, 1, 6, 45, 520, 8, 8, 384, 22, 11, 5, 22, 22, 45, 777, 388
INVAR-4, Run: 029, F, 0, 0, 1, 0, 0, 1, 0, 148, 148, 0, 24, 1, 10, 49, 990, 17, 17, 842, 24, 10, 4, 24, 24, 49, 549, 274
INVAR-4, Run: 030, F, 0, 0, 1, 0, 0, 1, 0, 136, 136, 0, 22, 1, 6, 45, 669, 21, 21, 533, 22, 9, 7, 22, 22, 45, 443, 221
INVAR-4, Run: 031, F, 0, 0, 1, 0, 0, 1, 0, 142, 142, 0, 23, 1, 8, 47, 769, 23, 23, 627, 23, 9, 6, 23, 23, 47, 621, 310
INVAR-4, Run: 032, F, 0, 0, 1, 0, 0, 1, 0, 142, 142, 0, 23, 1, 8, 47, 843, 11, 11, 701, 23, 12, 3, 23, 23, 47, 555, 277
INVAR-4, Run: 033, F, 0, 0, 1, 0, 0, 1, 0, 136, 136, 0, 22, 1, 6, 45, 596, 19, 19, 460, 22, 11, 5, 22, 22, 45, 569, 284
INVAR-4, Run: 034, F, 0, 0, 1, 0, 0, 1, 0, 148, 148, 0, 24, 1, 10, 49, 724, 6, 6, 576, 24, 8, 6, 24, 24, 49, 523, 261
INVAR-4, Run: 035, F, 0, 0, 1, 0, 0, 1, 0, 142, 142, 0, 23, 1, 8, 47, 731, 18, 18, 589, 23, 10, 5, 23, 23, 47, 691, 345
INVAR-4, Run: 036, F, 0, 0, 1, 0, 0, 1, 0, 142, 142, 0, 23, 1, 8, 47, 635, 20, 20, 493, 23, 12, 3, 23, 23, 47, 445, 222
INVAR-4, Run: 037, F, 0, 0, 1, 0, 0, 1, 0, 130, 130, 0, 21, 1, 4, 43, 538, 19, 19, 408, 21, 10, 7, 21, 21, 43, 917, 458
INVAR-4, Run: 038, F, 0, 0, 1, 0, 0, 1, 0, 142, 142, 0, 23, 1, 8, 47, 524, 16, 16, 382, 23, 9, 6, 23, 23, 47, 399, 199
INVAR-4, Run: 039, F, 0, 0, 1, 0, 0, 1, 0, 130, 130, 0, 21, 1, 4, 43, 425, 12, 12, 295, 21, 11, 6, 21, 21, 43, 271, 135
INVAR-4, Run: 040, F, 0, 0, 1, 0, 0, 1, 0, 142, 142, 0, 23, 1, 8, 47, 708, 14, 14, 566, 23, 11, 4, 23, 23, 47, 711, 355
INVAR-4, Run: 041, F, 0, 0, 1, 0, 0, 1, 0, 136, 136, 0, 22, 1, 6, 45, 458, 12, 12, 322, 22, 11, 5, 22, 22, 45, 341, 170
INVAR-4, Run: 042, F, 0, 0, 1, 0, 0, 1, 0, 130, 130, 0, 21, 1, 4, 43, 494, 17, 17, 364, 21, 12, 5, 21, 21, 43, 349, 174
INVAR-4, Run: 043, F, 0, 0, 1, 0, 0, 1, 0, 142, 142, 0, 23, 1, 8, 47, 602, 5, 5, 460, 23, 9, 6, 23, 23, 47, 207, 103
INVAR-4, Run: 044, F, 0, 0, 1, 0, 0, 1, 0, 154, 154, 0, 25, 1, 12, 51, 773, 10, 10, 619, 25, 11, 2, 25, 25, 51, 483, 241
INVAR-4, Run: 045, F, 0, 0, 1, 0, 0, 1, 0, 136, 136, 0, 22, 1, 6, 45, 646, 22, 22, 510, 22, 12, 4, 22, 22, 45, 475, 237
INVAR-4, Run: 046, F, 0, 0, 1, 0, 0, 1, 0, 130, 130, 0, 21, 1, 4, 43, 409, 19, 19, 279, 21, 8, 9, 21, 21, 43, 393, 196
INVAR-4, Run: 047, F, 0, 0, 1, 0, 0, 1, 0, 130, 130, 0, 21, 1, 4, 43, 590, 12, 12, 460, 21, 10, 7, 21, 21, 43, 431, 215
INVAR-4, Run: 048, F, 0, 0, 1, 0, 0, 1, 0, 136, 136, 0, 22, 1, 6, 45, 616, 11, 11, 480, 22, 7, 9, 22, 22, 45, 537, 268
INVAR-4, Run: 049, F, 0, 0, 1, 0, 0, 1, 0, 154, 154, 0, 25, 1, 12, 51, 780, 11, 11, 626, 25, 7, 6, 25, 25, 51, 527, 263
INVAR-4, Run: 050, F, 0, 0, 1, 0, 0, 1, 0, 136, 136, 0, 22, 1, 6, 45, 601, 15, 15, 465, 22, 10, 6, 22, 22, 45, 651, 325
INVAR-4, Run: 051, F, 0, 0, 1, 0, 0, 1, 0, 124, 124, 0, 20, 1, 2, 41, 429, 9, 9, 305, 20, 13, 5, 20, 20, 41, 423, 211
INVAR-4, Run: 052, F, 0, 0, 1, 0, 0, 1, 0, 142, 142, 0, 23, 1, 8, 47, 704, 12, 12, 562, 23, 11, 4, 23, 23, 47, 585, 292
INVAR-4, Run: 053, F, 0, 0, 1, 0, 0, 1, 0, 136, 136, 0, 22, 1, 6, 45, 650, 6, 6, 514, 22, 13, 3, 22, 22, 45, 333, 166
INVAR-4, Run: 054, F, 0, 0, 1, 0, 0, 1, 0, 148, 148, 0, 24, 1, 10, 49, 769, 15, 15, 621, 24, 13, 1, 24, 24, 49, 557, 278
INVAR-4, Run: 055, F, 0, 0, 1, 0, 0, 1, 0, 130, 130, 0, 21, 1, 4, 43, 842, 17, 17, 712, 21, 13, 4, 21, 21, 43, 479, 239
INVAR-4, Run: 056, F, 0, 0, 1, 0, 0, 1, 0, 142, 142, 0, 23, 1, 8, 47, 588, 6, 6, 446, 23, 10, 5, 23, 23, 47, 493, 246
INVAR-4, Run: 057, F, 0, 0, 1, 0, 0, 1, 0, 130, 130, 0, 21, 1, 4, 43, 608, 12, 12, 478, 21, 10, 7, 21, 21, 43, 549, 274
INVAR-4, Run: 058, F, 0, 0, 1, 0, 0, 1, 0, 136, 136, 0, 22, 1, 6, 45, 572, 14, 14, 436, 22, 13, 3, 22, 22, 45, 417, 208
INVAR-4, Run: 059, F, 0, 0, 1, 0, 0, 1, 0, 136, 136, 0, 22, 1, 6, 45, 715, 23, 23, 579, 22, 12, 4, 22, 22, 45, 479, 239
INVAR-4, Run: 060, F, 0, 0, 1, 0, 0, 1, 0, 142, 142, 0, 23, 1, 8, 47, 557, 22, 22, 415, 23, 9, 6, 23, 23, 47, 639, 319
INVAR-4, Run: 061, F, 0, 0, 1, 0, 0, 1, 0, 124, 124, 0, 20, 1, 2, 41, 480, 9, 9, 356, 20, 14, 4, 20, 20, 41, 289, 144
INVAR-4, Run: 062, F, 0, 0, 1, 0, 0, 1, 0, 142, 142, 0, 23, 1, 8, 47, 648, 12, 12, 506, 23, 8, 7, 23, 23, 47, 897, 448
INVAR-4, Run: 063, F, 0, 0, 1, 0, 0, 1, 0, 142, 142, 0, 23, 1, 8, 47, 861, 15, 15, 719, 23, 9, 6, 23, 23, 47, 241, 120
INVAR-4, Run: 064, F, 0, 0, 1, 0, 0, 1, 0, 142, 142, 0, 23, 1, 8, 47, 783, 6, 6, 641, 23, 11, 4, 23, 23, 47, 215, 107
INVAR-4, Run: 065, F, 0, 0, 1, 0, 0, 1, 0, 142, 142, 0, 23, 1, 8, 47, 810, 9, 9, 668, 23, 10, 5, 23, 23, 47, 1171, 585
INVAR-4, Run: 066, F, 0, 0, 1, 0, 0, 1, 0, 136, 136, 0, 22, 1, 6, 45, 600, 12, 12, 464, 22, 11, 5, 22, 22, 45, 693, 346
INVAR-4, Run: 067, F, 0, 0, 1, 0, 0, 1, 0, 130, 130, 0, 21, 1, 4, 43, 438, 12, 12, 308, 21, 11, 6, 21, 21, 43, 285, 142
INVAR-4, Run: 068, F, 0, 0, 1, 0, 0, 1, 0, 130, 130, 0, 21, 1, 4, 43, 798, 10, 10, 668, 21, 13, 4, 21, 21, 43, 811, 405
INVAR-4, Run: 069, F, 0, 0, 1, 0, 0, 1, 0, 130, 130, 0, 21, 1, 4, 43, 677, 18, 18, 547, 21, 15, 2, 21, 21, 43, 289, 144
INVAR-4, Run: 070, F, 0, 0, 1, 0, 0, 1, 0, 148, 148, 0, 24, 1, 10, 49, 709, 13, 13, 561, 24, 7, 7, 24, 24, 49, 1083, 541
INVAR-4, Run: 071, F, 0, 0, 1, 0, 0, 1, 0, 130, 130, 0, 21, 1, 4, 43, 628, 10, 10, 498, 21, 12, 5, 21, 21, 43, 485, 242
INVAR-4, Run: 072, F, 0, 0, 1, 0, 0, 1, 0, 142, 142, 0, 23, 1, 8, 47, 444, 10, 10, 302, 23, 8, 7, 23, 23, 47, 531, 265
INVAR-4, Run: 073, F, 0, 0, 1, 0, 0, 1, 0, 130, 130, 0, 21, 1, 4, 43, 597, 14, 14, 467, 21, 15, 2, 21, 21, 43, 491, 245
INVAR-4, Run: 074, F, 0, 0, 1, 0, 0, 1, 0, 148, 148, 0, 24, 1, 10, 49, 779, 8, 8, 631, 24, 9, 5, 24, 24, 49, 801, 400
INVAR-4, Run: 075, F, 0, 0, 1, 0, 0, 1, 0, 148, 148, 0, 24, 1, 10, 49, 840, 7, 7, 692, 24, 10, 4, 24, 24, 49, 767, 383
INVAR-4, Run: 076, F, 0, 0, 1, 0, 0, 1, 0, 142, 142, 0, 23, 1, 8, 47, 800, 19, 19, 658, 23, 10, 5, 23, 23, 47, 633, 316
INVAR-4, Run: 077, F, 0, 0, 1, 0, 0, 1, 0, 142, 142, 0, 23, 1, 8, 47, 654, 15, 15, 512, 23, 11, 4, 23, 23, 47, 665, 332
INVAR-4, Run: 078, F, 0, 0, 1, 0, 0, 1, 0, 142, 142, 0, 23, 1, 8, 47, 463, 13, 13, 321, 23, 7, 8, 23, 23, 47, 1201, 600
INVAR-4, Run: 079, F, 0, 0, 1, 0, 0, 1, 0, 136, 136, 0, 22, 1, 6, 45, 752, 15, 15, 616, 22, 9, 7, 22, 22, 45, 519, 259
INVAR-4, Run: 080, F, 0, 0, 1, 0, 0, 1, 0, 136, 136, 0, 22, 1, 6, 45, 564, 12, 12, 428, 22, 11, 5, 22, 22, 45, 689, 344
INVAR-4, Run: 081, F, 0, 0, 1, 0, 0, 1, 0, 130, 130, 0, 21, 1, 4, 43, 390, 17, 17, 260, 21, 11, 6, 21, 21, 43, 409, 204
INVAR-4, Run: 082, F, 0, 0, 1, 0, 0, 1, 0, 142, 142, 0, 23, 1, 8, 47, 627, 9, 9, 485, 23, 13, 2, 23, 23, 47, 833, 416
INVAR-4, Run: 083, F, 0, 0, 1, 0, 0, 1, 0, 130, 130, 0, 21, 1, 4, 43, 713, 5, 5, 583, 21, 13, 4, 21, 21, 43, 553, 276
INVAR-4, Run: 084, F, 0, 0, 1, 0, 0, 1, 0, 142, 142, 0, 23, 1, 8, 47, 865, 15, 15, 723, 23, 9, 6, 23, 23, 47, 519, 259
INVAR-4, Run: 085, F, 0, 0, 1, 0, 0, 1, 0, 136, 136, 0, 22, 1, 6, 45, 500, 11, 11, 364, 22, 9, 7, 22, 22, 45, 675, 337
INVAR-4, Run: 086, F, 0, 0, 1, 0, 0, 1, 0, 130, 130, 0, 21, 1, 4, 43, 596, 9, 9, 466, 21, 10, 7, 21, 21, 43, 317, 158
INVAR-4, Run: 087, F, 0, 0, 1, 0, 0, 1, 0, 136, 136, 0, 22, 1, 6, 45, 783, 17, 17, 647, 22, 9, 7, 22, 22, 45, 567, 283
INVAR-4, Run: 088, F, 0, 0, 1, 0, 0, 1, 0, 136, 136, 0, 22, 1, 6, 45, 462, 6, 6, 326, 22, 13, 3, 22, 22, 45, 623, 311
INVAR-4, Run: 089, F, 0, 0, 1, 0, 0, 1, 0, 130, 130, 0, 21, 1, 4, 43, 636, 9, 9, 506, 21, 15, 2, 21, 21, 43, 333, 166
INVAR-4, Run: 090, F, 0, 0, 1, 0, 0, 1, 0, 148, 148, 0, 24, 1, 10, 49, 799, 17, 17, 651, 24, 6, 8, 24, 24, 49, 1301, 650
INVAR-4, Run: 091, F, 0, 0, 1, 0, 0, 1, 0, 136, 136, 0, 22, 1, 6, 45, 585, 7, 7, 449, 22, 13, 3, 22, 22, 45, 495, 247
INVAR-4, Run: 092, F, 0, 0, 1, 0, 0, 1, 0, 136, 136, 0, 22, 1, 6, 45, 760, 13, 13, 624, 22, 12, 4, 22, 22, 45, 653, 326
INVAR-4, Run: 093, F, 0, 0, 1, 0, 0, 1, 0, 136, 136, 0, 22, 1, 6, 45, 457, 10, 10, 321, 22, 11, 5, 22, 22, 45, 551, 275
INVAR-4, Run: 094, F, 0, 0, 1, 0, 0, 1, 0, 142, 142, 0, 23, 1, 8, 47, 756, 21, 21, 614, 23, 11, 4, 23, 23, 47, 697, 348
INVAR-4, Run: 095, F, 0, 0, 1, 0, 0, 1, 0, 130, 130, 0, 21, 1, 4, 43, 518, 12, 12, 388, 21, 11, 6, 21, 21, 43, 295, 147
INVAR-4, Run: 096, F, 0, 0, 1, 0, 0, 1, 0, 130, 130, 0, 21, 1, 4, 43, 857, 12, 12, 727, 21, 10, 7, 21, 21, 43, 355, 177
