Input Number, Run_Number, Result@ 100, A1, Y, F1P, F1, A2, F2, F2P
10, Run: 044, F, 5, 0, 0, 5, 16, 0, 5
10, Run: 045, F, 5, 0, 0, 5, 15, 0, 5
10, Run: 046, F, 5, 0, 0, 5, 13, 0, 5
10, Run: 047, F, 5, 0, 0, 5, 14, 0, 5
10, Run: 048, F, 5, 0, 0, 5, 13, 0, 5
10, Run: 049, F, 5, 0, 0, 5, 13, 0, 5
10, Run: 050, F, 5, 0, 0, 5, 13, 0, 5
10, Run: 051, F, 5, 0, 0, 5, 13, 0, 5
10, Run: 052, F, 5, 0, 0, 5, 13, 0, 5
10, Run: 053, F, 5, 0, 0, 5, 15, 0, 5
10, Run: 054, F, 5, 0, 0, 5, 13, 0, 5
10, Run: 055, F, 5, 0, 0, 5, 14, 0, 5
10, Run: 056, F, 5, 0, 0, 5, 15, 0, 5
10, Run: 057, F, 5, 0, 0, 5, 14, 0, 5
10, Run: 058, F, 5, 0, 0, 5, 13, 0, 5
10, Run: 059, F, 5, 0, 0, 5, 13, 0, 5
10, Run: 060, F, 5, 0, 0, 5, 14, 0, 5
10, Run: 061, F, 5, 0, 0, 5, 13, 0, 5
10, Run: 062, F, 5, 0, 0, 5, 13, 0, 5
10, Run: 063, F, 5, 0, 0, 5, 15, 0, 5
10, Run: 064, F, 5, 0, 0, 5, 14, 0, 5
10, Run: 065, F, 5, 0, 0, 5, 15, 0, 5
10, Run: 066, F, 5, 0, 0, 5, 13, 0, 5
10, Run: 067, F, 5, 0, 0, 5, 13, 0, 5
10, Run: 068, F, 5, 0, 0, 5, 14, 0, 5
10, Run: 069, F, 5, 0, 0, 5, 13, 0, 5
10, Run: 070, F, 5, 0, 0, 5, 14, 0, 5
10, Run: 071, F, 5, 0, 0, 5, 15, 0, 5
10, Run: 072, F, 5, 0, 0, 5, 14, 0, 5
10, Run: 073, F, 5, 0, 0, 5, 14, 0, 5
10, Run: 074, F, 5, 0, 0, 5, 13, 0, 5
10, Run: 075, F, 5, 0, 0, 5, 14, 0, 5
10, Run: 076, F, 5, 0, 0, 5, 14, 0, 5
10, Run: 077, F, 5, 0, 0, 5, 14, 0, 5
10, Run: 078, F, 5, 0, 0, 5, 13, 0, 5
10, Run: 079, F, 5, 0, 0, 5, 13, 0, 5
10, Run: 080, F, 5, 0, 0, 5, 13, 0, 5
10, Run: 081, F, 5, 0, 0, 5, 14, 0, 5
10, Run: 082, F, 5, 0, 0, 5, 13, 0, 5
10, Run: 083, F, 5, 0, 0, 5, 13, 0, 5
10, Run: 084, F, 5, 0, 0, 5, 13, 0, 5
10, Run: 085, F, 5, 0, 0, 5, 14, 0, 5
10, Run: 086, F, 5, 0, 0, 5, 14, 0, 5
10, Run: 087, F, 5, 0, 0, 5, 13, 0, 5
10, Run: 088, F, 5, 0, 0, 5, 13, 0, 5
10, Run: 089, F, 5, 0, 0, 5, 13, 0, 5
10, Run: 090, F, 5, 0, 0, 5, 14, 0, 5
10, Run: 091, F, 5, 0, 0, 5, 13, 0, 5
10, Run: 092, F, 5, 0, 0, 5, 14, 0, 5
10, Run: 093, F, 5, 0, 0, 5, 13, 0, 5
10, Run: 094, F, 5, 0, 0, 5, 15, 0, 5
10, Run: 095, F, 5, 0, 0, 5, 14, 0, 5
10, Run: 096, F, 5, 0, 0, 5, 13, 0, 5
10, Run: 097, F, 5, 0, 0, 5, 13, 0, 5
10, Run: 098, F, 5, 0, 0, 5, 13, 0, 5
10, Run: 099, F, 5, 0, 0, 5, 13, 0, 5
10, Run: 100, F, 5, 0, 0, 5, 13, 0, 5
11, Run: 001, F, 93, 0, 0, 5, 82, 0, 5
11, Run: 002, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 003, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 004, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 005, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 006, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 007, F, 93, 0, 0, 5, 82, 0, 5
11, Run: 008, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 009, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 010, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 011, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 012, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 013, F, 93, 0, 0, 5, 82, 0, 5
11, Run: 014, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 015, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 016, F, 93, 0, 0, 5, 82, 0, 5
11, Run: 017, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 018, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 019, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 020, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 021, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 022, F, 93, 0, 0, 5, 82, 0, 5
11, Run: 023, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 024, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 025, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 026, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 027, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 028, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 029, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 030, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 031, F, 93, 0, 0, 5, 82, 0, 5
11, Run: 032, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 033, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 034, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 035, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 036, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 037, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 038, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 039, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 040, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 041, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 042, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 043, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 044, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 045, F, 93, 0, 0, 5, 82, 0, 5
11, Run: 046, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 047, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 048, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 049, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 050, F, 93, 0, 0, 5, 82, 0, 5
11, Run: 051, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 052, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 053, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 054, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 055, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 056, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 057, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 058, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 059, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 060, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 061, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 062, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 063, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 064, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 065, F, 93, 0, 0, 5, 82, 0, 5
11, Run: 066, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 067, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 068, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 069, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 070, F, 93, 0, 0, 5, 82, 0, 5
11, Run: 071, F, 93, 0, 0, 5, 82, 0, 5
11, Run: 072, F, 93, 0, 0, 5, 82, 0, 5
11, Run: 073, F, 93, 0, 0, 5, 82, 0, 5
11, Run: 074, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 075, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 076, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 077, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 078, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 079, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 080, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 081, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 082, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 083, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 084, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 085, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 086, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 087, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 088, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 089, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 090, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 091, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 092, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 093, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 094, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 095, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 096, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 097, F, 93, 0, 0, 5, 82, 0, 5
11, Run: 098, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 099, F, 93, 0, 0, 5, 81, 0, 5
11, Run: 100, F, 93, 0, 0, 5, 81, 0, 5
12, Run: 001, F, 173, 0, 0, 5, 158, 0, 5
12, Run: 002, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 003, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 004, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 005, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 006, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 007, F, 173, 0, 0, 5, 158, 0, 5
12, Run: 008, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 009, F, 173, 0, 0, 5, 158, 0, 5
12, Run: 010, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 011, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 012, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 013, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 014, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 015, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 016, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 017, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 018, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 019, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 020, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 021, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 022, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 023, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 024, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 025, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 026, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 027, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 028, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 029, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 030, F, 173, 0, 0, 5, 158, 0, 5
12, Run: 031, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 032, F, 173, 0, 0, 5, 158, 0, 5
12, Run: 033, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 034, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 035, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 036, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 037, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 038, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 039, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 040, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 041, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 042, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 043, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 044, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 045, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 046, F, 173, 0, 0, 5, 158, 0, 5
12, Run: 047, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 048, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 049, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 050, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 051, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 052, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 053, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 054, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 055, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 056, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 057, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 058, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 059, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 060, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 061, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 062, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 063, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 064, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 065, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 066, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 067, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 068, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 069, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 070, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 071, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 072, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 073, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 074, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 075, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 076, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 077, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 078, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 079, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 080, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 081, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 082, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 083, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 084, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 085, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 086, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 087, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 088, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 089, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 090, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 091, F, 173, 0, 0, 5, 158, 0, 5
12, Run: 092, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 093, F, 173, 0, 0, 5, 158, 0, 5
12, Run: 094, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 095, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 096, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 097, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 098, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 099, F, 173, 0, 0, 5, 157, 0, 5
12, Run: 100, F, 173, 0, 0, 5, 157, 0, 5
13, Run: 001, F, 15, 0, 0, 5, 12, 0, 5
13, Run: 002, F, 15, 0, 0, 5, 10, 0, 5
13, Run: 003, F, 15, 0, 0, 5, 10, 0, 5
13, Run: 004, F, 15, 0, 0, 5, 10, 0, 5
13, Run: 005, F, 15, 0, 0, 5, 11, 0, 5
13, Run: 006, F, 15, 0, 0, 5, 10, 0, 5
13, Run: 007, F, 15, 0, 0, 5, 10, 0, 5
13, Run: 008, F, 15, 0, 0, 5, 11, 0, 5
13, Run: 009, F, 15, 0, 0, 5, 10, 0, 5
13, Run: 010, F, 15, 0, 0, 5, 11, 0, 5
13, Run: 011, F, 15, 0, 0, 5, 11, 0, 5
13, Run: 012, F, 15, 0, 0, 5, 10, 0, 5
13, Run: 013, F, 15, 0, 0, 5, 10, 0, 5
13, Run: 014, F, 15, 0, 0, 5, 11, 0, 5
13, Run: 015, F, 15, 0, 0, 5, 12, 0, 5
13, Run: 016, F, 15, 0, 0, 5, 10, 0, 5
13, Run: 017, F, 15, 0, 0, 5, 11, 0, 5
13, Run: 018, F, 15, 0, 0, 5, 10, 0, 5
13, Run: 019, F, 15, 0, 0, 5, 10, 0, 5
13, Run: 020, F, 15, 0, 0, 5, 10, 0, 5
13, Run: 021, F, 15, 0, 0, 5, 10, 0, 5
13, Run: 022, F, 15, 0, 0, 5, 11, 0, 5
13, Run: 023, F, 15, 0, 0, 5, 10, 0, 5
13, Run: 024, F, 15, 0, 0, 5, 11, 0, 5
13, Run: 025, F, 15, 0, 0, 5, 10, 0, 5
13, Run: 026, F, 15, 0, 0, 5, 10, 0, 5
13, Run: 027, F, 15, 0, 0, 5, 12, 0, 5
13, Run: 028, F, 15, 0, 0, 5, 11, 0, 5
13, Run: 029, F, 15, 0, 0, 5, 11, 0, 5
13, Run: 030, F, 15, 0, 0, 5, 10, 0, 5
13, Run: 031, F, 15, 0, 0, 5, 10, 0, 5
13, Run: 032, F, 15, 0, 0, 5, 10, 0, 5
13, Run: 033, F, 15, 0, 0, 5, 11, 0, 5
13, Run: 034, F, 15, 0, 0, 5, 11, 0, 5
13, Run: 035, F, 15, 0, 0, 5, 10, 0, 5
13, Run: 036, F, 15, 0, 0, 5, 10, 0, 5
13, Run: 037, F, 15, 0, 0, 5, 10, 0, 5
13, Run: 038, F, 15, 0, 0, 5, 10, 0, 5
13, Run: 039, F, 15, 0, 0, 5, 11, 0, 5
13, Run: 040, F, 15, 0, 0, 5, 11, 0, 5
13, Run: 041, F, 15, 0, 0, 5, 10, 0, 5
13, Run: 042, F, 15, 0, 0, 5, 11, 0, 5
13, Run: 043, F, 15, 0, 0, 5, 10, 0, 5
13, Run: 044, F, 15, 0, 0, 5, 10, 0, 5
13, Run: 045, F, 15, 0, 0, 5, 10, 0, 5
13, Run: 046, F, 15, 0, 0, 5, 10, 0, 5
13, Run: 047, F, 15, 0, 0, 5, 11, 0, 5
13, Run: 048, F, 15, 0, 0, 5, 10, 0, 5
