Input Number, Run_Number, Result@ 100, A1, Y, F1P, F1, A2, F2, F2P
16, Run: 091, P, 35, 0, 0, 5, 0, 5, 0
16, Run: 092, P, 35, 0, 0, 5, 0, 5, 0
16, Run: 093, P, 35, 0, 0, 5, 0, 5, 0
16, Run: 094, P, 35, 0, 0, 5, 0, 5, 0
16, Run: 095, P, 35, 0, 0, 5, 0, 5, 0
16, Run: 096, P, 35, 0, 0, 5, 0, 5, 0
16, Run: 097, P, 35, 0, 0, 5, 0, 5, 0
16, Run: 098, P, 35, 0, 0, 5, 0, 5, 0
16, Run: 099, P, 35, 0, 0, 5, 0, 5, 0
16, Run: 100, P, 35, 0, 0, 5, 0, 5, 0
17, Run: 001, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 002, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 003, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 004, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 005, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 006, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 007, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 008, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 009, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 010, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 011, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 012, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 013, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 014, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 015, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 016, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 017, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 018, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 019, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 020, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 021, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 022, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 023, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 024, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 025, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 026, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 027, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 028, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 029, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 030, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 031, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 032, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 033, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 034, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 035, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 036, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 037, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 038, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 039, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 040, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 041, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 042, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 043, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 044, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 045, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 046, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 047, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 048, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 049, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 050, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 051, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 052, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 053, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 054, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 055, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 056, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 057, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 058, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 059, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 060, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 061, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 062, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 063, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 064, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 065, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 066, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 067, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 068, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 069, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 070, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 071, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 072, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 073, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 074, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 075, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 076, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 077, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 078, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 079, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 080, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 081, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 082, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 083, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 084, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 085, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 086, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 087, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 088, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 089, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 090, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 091, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 092, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 093, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 094, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 095, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 096, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 097, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 098, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 099, P, 91, 0, 0, 5, 0, 5, 0
17, Run: 100, P, 91, 0, 0, 5, 0, 5, 0
18, Run: 001, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 002, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 003, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 004, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 005, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 006, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 007, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 008, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 009, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 010, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 011, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 012, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 013, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 014, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 015, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 016, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 017, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 018, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 019, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 020, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 021, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 022, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 023, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 024, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 025, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 026, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 027, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 028, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 029, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 030, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 031, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 032, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 033, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 034, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 035, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 036, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 037, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 038, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 039, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 040, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 041, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 042, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 043, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 044, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 045, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 046, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 047, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 048, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 049, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 050, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 051, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 052, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 053, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 054, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 055, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 056, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 057, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 058, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 059, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 060, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 061, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 062, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 063, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 064, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 065, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 066, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 067, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 068, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 069, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 070, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 071, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 072, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 073, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 074, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 075, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 076, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 077, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 078, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 079, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 080, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 081, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 082, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 083, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 084, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 085, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 086, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 087, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 088, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 089, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 090, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 091, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 092, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 093, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 094, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 095, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 096, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 097, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 098, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 099, P, 133, 0, 0, 5, 0, 5, 0
18, Run: 100, P, 133, 0, 0, 5, 0, 5, 0
7, Run: 001, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 002, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 003, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 004, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 005, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 006, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 007, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 008, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 009, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 010, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 011, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 012, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 013, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 014, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 015, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 016, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 017, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 018, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 019, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 020, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 021, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 022, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 023, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 024, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 025, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 026, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 027, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 028, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 029, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 030, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 031, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 032, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 033, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 034, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 035, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 036, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 037, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 038, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 039, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 040, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 041, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 042, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 043, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 044, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 045, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 046, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 047, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 048, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 049, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 050, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 051, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 052, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 053, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 054, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 055, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 056, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 057, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 058, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 059, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 060, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 061, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 062, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 063, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 064, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 065, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 066, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 067, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 068, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 069, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 070, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 071, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 072, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 073, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 074, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 075, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 076, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 077, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 078, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 079, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 080, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 081, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 082, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 083, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 084, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 085, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 086, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 087, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 088, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 089, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 090, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 091, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 092, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 093, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 094, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 095, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 096, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 097, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 098, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 099, P, 14, 0, 0, 5, 0, 5, 0
7, Run: 100, P, 14, 0, 0, 5, 0, 5, 0
8, Run: 001, P, 90, 0, 0, 5, 0, 5, 0
8, Run: 002, P, 90, 0, 0, 5, 0, 5, 0
8, Run: 003, P, 90, 0, 0, 5, 0, 5, 0
8, Run: 004, P, 90, 0, 0, 5, 0, 5, 0
8, Run: 005, P, 90, 0, 0, 5, 0, 5, 0
8, Run: 006, P, 90, 0, 0, 5, 0, 5, 0
8, Run: 007, P, 90, 0, 0, 5, 0, 5, 0
8, Run: 008, P, 90, 0, 0, 5, 0, 5, 0
8, Run: 009, P, 90, 0, 0, 5, 0, 5, 0
8, Run: 010, P, 90, 0, 0, 5, 0, 5, 0
8, Run: 011, P, 90, 0, 0, 5, 0, 5, 0
8, Run: 012, P, 90, 0, 0, 5, 0, 5, 0
8, Run: 013, P, 90, 0, 0, 5, 0, 5, 0
8, Run: 014, P, 90, 0, 0, 5, 0, 5, 0
8, Run: 015, P, 90, 0, 0, 5, 0, 5, 0
8, Run: 016, P, 90, 0, 0, 5, 0, 5, 0
8, Run: 017, P, 90, 0, 0, 5, 0, 5, 0
8, Run: 018, P, 90, 0, 0, 5, 0, 5, 0
8, Run: 019, P, 90, 0, 0, 5, 0, 5, 0
8, Run: 020, P, 90, 0, 0, 5, 0, 5, 0
8, Run: 021, P, 90, 0, 0, 5, 0, 5, 0
8, Run: 022, P, 90, 0, 0, 5, 0, 5, 0
8, Run: 023, P, 90, 0, 0, 5, 0, 5, 0
8, Run: 024, P, 90, 0, 0, 5, 0, 5, 0
8, Run: 025, P, 90, 0, 0, 5, 0, 5, 0
8, Run: 026, P, 90, 0, 0, 5, 0, 5, 0
8, Run: 027, P, 90, 0, 0, 5, 0, 5, 0
8, Run: 028, P, 90, 0, 0, 5, 0, 5, 0
8, Run: 029, P, 90, 0, 0, 5, 0, 5, 0
8, Run: 030, P, 90, 0, 0, 5, 0, 5, 0
8, Run: 031, P, 90, 0, 0, 5, 0, 5, 0
8, Run: 032, P, 90, 0, 0, 5, 0, 5, 0
8, Run: 033, P, 90, 0, 0, 5, 0, 5, 0
8, Run: 034, P, 90, 0, 0, 5, 0, 5, 0
8, Run: 035, P, 90, 0, 0, 5, 0, 5, 0
8, Run: 036, P, 90, 0, 0, 5, 0, 5, 0
8, Run: 037, P, 90, 0, 0, 5, 0, 5, 0
8, Run: 038, P, 90, 0, 0, 5, 0, 5, 0
8, Run: 039, P, 90, 0, 0, 5, 0, 5, 0
8, Run: 040, P, 90, 0, 0, 5, 0, 5, 0
8, Run: 041, P, 90, 0, 0, 5, 0, 5, 0
8, Run: 042, P, 90, 0, 0, 5, 0, 5, 0
8, Run: 043, P, 90, 0, 0, 5, 0, 5, 0
8, Run: 044, P, 90, 0, 0, 5, 0, 5, 0
8, Run: 045, P, 90, 0, 0, 5, 0, 5, 0
8, Run: 046, P, 90, 0, 0, 5, 0, 5, 0
8, Run: 047, P, 90, 0, 0, 5, 0, 5, 0
