Input Number, Run_Number, Result@ 100, Y, V, X
1, Run: 063, F, 0, 0, 21
1, Run: 064, F, 0, 0, 18
1, Run: 065, F, 0, 0, 24
1, Run: 066, F, 0, 0, 18
1, Run: 067, F, 0, 0, 18
1, Run: 068, F, 0, 0, 21
1, Run: 069, F, 0, 0, 21
1, Run: 070, F, 0, 0, 18
1, Run: 071, F, 0, 0, 21
1, Run: 072, F, 0, 0, 21
1, Run: 073, F, 0, 0, 21
1, Run: 074, F, 0, 0, 18
1, Run: 075, F, 0, 0, 24
1, Run: 076, F, 0, 0, 21
1, Run: 077, F, 0, 0, 21
1, Run: 078, F, 0, 0, 18
1, Run: 079, F, 0, 0, 21
1, Run: 080, F, 0, 0, 24
1, Run: 081, F, 0, 0, 21
1, Run: 082, F, 0, 0, 21
1, Run: 083, F, 0, 0, 21
1, Run: 084, F, 0, 0, 21
1, Run: 085, F, 0, 0, 21
1, Run: 086, F, 0, 0, 21
1, Run: 087, F, 0, 0, 24
1, Run: 088, F, 0, 0, 21
1, Run: 089, F, 0, 0, 21
1, Run: 090, F, 0, 0, 24
1, Run: 091, F, 0, 0, 24
1, Run: 092, F, 0, 0, 21
1, Run: 093, F, 0, 0, 21
1, Run: 094, F, 0, 0, 21
1, Run: 095, F, 0, 0, 24
1, Run: 096, F, 0, 0, 21
1, Run: 097, F, 0, 0, 24
1, Run: 098, F, 0, 0, 24
1, Run: 099, F, 0, 0, 24
1, Run: 100, F, 0, 0, 21
2, Run: 001, F, 0, 0, 54
2, Run: 002, F, 0, 0, 54
2, Run: 003, F, 0, 0, 54
2, Run: 004, F, 0, 0, 54
2, Run: 005, F, 0, 0, 54
2, Run: 006, F, 0, 0, 51
2, Run: 007, F, 0, 0, 51
2, Run: 008, F, 0, 0, 54
2, Run: 009, F, 0, 0, 54
2, Run: 010, F, 0, 0, 54
2, Run: 011, F, 0, 0, 54
2, Run: 012, F, 0, 0, 57
2, Run: 013, F, 0, 0, 54
2, Run: 014, F, 0, 0, 54
2, Run: 015, F, 0, 0, 57
2, Run: 016, F, 0, 0, 57
2, Run: 017, F, 0, 0, 57
2, Run: 018, F, 0, 0, 48
2, Run: 019, F, 0, 0, 57
2, Run: 020, F, 0, 0, 57
2, Run: 021, F, 0, 0, 54
2, Run: 022, F, 0, 0, 51
2, Run: 023, F, 0, 0, 54
2, Run: 024, F, 0, 0, 54
2, Run: 025, F, 0, 0, 57
2, Run: 026, F, 0, 0, 57
2, Run: 027, F, 0, 0, 54
2, Run: 028, F, 0, 0, 54
2, Run: 029, F, 0, 0, 57
2, Run: 030, F, 0, 0, 51
2, Run: 031, F, 0, 0, 57
2, Run: 032, F, 0, 0, 51
2, Run: 033, F, 0, 0, 57
2, Run: 034, F, 0, 0, 54
2, Run: 035, F, 0, 0, 54
2, Run: 036, F, 0, 0, 54
2, Run: 037, F, 0, 0, 54
2, Run: 038, F, 0, 0, 54
2, Run: 039, F, 0, 0, 54
2, Run: 040, F, 0, 0, 54
2, Run: 041, F, 0, 0, 57
2, Run: 042, F, 0, 0, 57
2, Run: 043, F, 0, 0, 54
2, Run: 044, F, 0, 0, 57
2, Run: 045, F, 0, 0, 54
2, Run: 046, F, 0, 0, 54
2, Run: 047, F, 0, 0, 60
2, Run: 048, F, 0, 0, 57
2, Run: 049, F, 0, 0, 57
2, Run: 050, F, 0, 0, 54
2, Run: 051, F, 0, 0, 54
2, Run: 052, F, 0, 0, 54
2, Run: 053, F, 0, 0, 54
2, Run: 054, F, 0, 0, 57
2, Run: 055, F, 0, 0, 51
2, Run: 056, F, 0, 0, 54
2, Run: 057, F, 0, 0, 57
2, Run: 058, F, 0, 0, 54
2, Run: 059, F, 0, 0, 54
2, Run: 060, F, 0, 0, 54
2, Run: 061, F, 0, 0, 54
2, Run: 062, F, 0, 0, 60
2, Run: 063, F, 0, 0, 54
2, Run: 064, F, 0, 0, 54
2, Run: 065, F, 0, 0, 54
2, Run: 066, F, 0, 0, 57
2, Run: 067, F, 0, 0, 51
2, Run: 068, F, 0, 0, 57
2, Run: 069, F, 0, 0, 57
2, Run: 070, F, 0, 0, 51
2, Run: 071, F, 0, 0, 54
2, Run: 072, F, 0, 0, 54
2, Run: 073, F, 0, 0, 57
2, Run: 074, F, 0, 0, 54
2, Run: 075, F, 0, 0, 57
2, Run: 076, F, 0, 0, 54
2, Run: 077, F, 0, 0, 54
2, Run: 078, F, 0, 0, 57
2, Run: 079, F, 0, 0, 54
2, Run: 080, F, 0, 0, 54
2, Run: 081, F, 0, 0, 57
2, Run: 082, F, 0, 0, 54
2, Run: 083, F, 0, 0, 54
2, Run: 084, F, 0, 0, 54
2, Run: 085, F, 0, 0, 54
2, Run: 086, F, 0, 0, 54
2, Run: 087, F, 0, 0, 60
2, Run: 088, F, 0, 0, 57
2, Run: 089, F, 0, 0, 51
2, Run: 090, F, 0, 0, 57
2, Run: 091, F, 0, 0, 57
2, Run: 092, F, 0, 0, 57
2, Run: 093, F, 0, 0, 57
2, Run: 094, F, 0, 0, 54
2, Run: 095, F, 0, 0, 54
2, Run: 096, F, 0, 0, 54
2, Run: 097, F, 0, 0, 57
2, Run: 098, F, 0, 0, 54
2, Run: 099, F, 0, 0, 54
2, Run: 100, F, 0, 0, 57
3, Run: 001, F, 0, 0, 114
3, Run: 002, F, 0, 0, 114
3, Run: 003, F, 0, 0, 108
3, Run: 004, F, 0, 0, 114
3, Run: 005, F, 0, 0, 111
3, Run: 006, F, 0, 0, 114
3, Run: 007, F, 0, 0, 111
3, Run: 008, F, 0, 0, 108
3, Run: 009, F, 0, 0, 114
3, Run: 010, F, 0, 0, 111
3, Run: 011, F, 0, 0, 114
3, Run: 012, F, 0, 0, 114
3, Run: 013, F, 0, 0, 114
3, Run: 014, F, 0, 0, 111
3, Run: 015, F, 0, 0, 111
3, Run: 016, F, 0, 0, 108
3, Run: 017, F, 0, 0, 105
3, Run: 018, F, 0, 0, 111
3, Run: 019, F, 0, 0, 111
3, Run: 020, F, 0, 0, 108
3, Run: 021, F, 0, 0, 105
3, Run: 022, F, 0, 0, 111
3, Run: 023, F, 0, 0, 117
3, Run: 024, F, 0, 0, 114
3, Run: 025, F, 0, 0, 108
3, Run: 026, F, 0, 0, 114
3, Run: 027, F, 0, 0, 114
3, Run: 028, F, 0, 0, 108
3, Run: 029, F, 0, 0, 108
3, Run: 030, F, 0, 0, 117
3, Run: 031, F, 0, 0, 111
3, Run: 032, F, 0, 0, 108
3, Run: 033, F, 0, 0, 114
3, Run: 034, F, 0, 0, 111
3, Run: 035, F, 0, 0, 114
3, Run: 036, F, 0, 0, 114
3, Run: 037, F, 0, 0, 108
3, Run: 038, F, 0, 0, 111
3, Run: 039, F, 0, 0, 108
3, Run: 040, F, 0, 0, 111
3, Run: 041, F, 0, 0, 108
3, Run: 042, F, 0, 0, 111
3, Run: 043, F, 0, 0, 114
3, Run: 044, F, 0, 0, 114
3, Run: 045, F, 0, 0, 111
3, Run: 046, F, 0, 0, 114
3, Run: 047, F, 0, 0, 111
3, Run: 048, F, 0, 0, 111
3, Run: 049, F, 0, 0, 117
3, Run: 050, F, 0, 0, 108
3, Run: 051, F, 0, 0, 111
3, Run: 052, F, 0, 0, 111
3, Run: 053, F, 0, 0, 114
3, Run: 054, F, 0, 0, 111
3, Run: 055, F, 0, 0, 114
3, Run: 056, F, 0, 0, 111
3, Run: 057, F, 0, 0, 111
3, Run: 058, F, 0, 0, 114
3, Run: 059, F, 0, 0, 108
3, Run: 060, F, 0, 0, 117
3, Run: 061, F, 0, 0, 111
3, Run: 062, F, 0, 0, 114
3, Run: 063, F, 0, 0, 114
3, Run: 064, F, 0, 0, 108
3, Run: 065, F, 0, 0, 111
3, Run: 066, F, 0, 0, 111
3, Run: 067, F, 0, 0, 111
3, Run: 068, F, 0, 0, 108
3, Run: 069, F, 0, 0, 114
3, Run: 070, F, 0, 0, 111
3, Run: 071, F, 0, 0, 111
3, Run: 072, F, 0, 0, 102
3, Run: 073, F, 0, 0, 108
3, Run: 074, F, 0, 0, 108
3, Run: 075, F, 0, 0, 114
3, Run: 076, F, 0, 0, 111
3, Run: 077, F, 0, 0, 117
3, Run: 078, F, 0, 0, 111
3, Run: 079, F, 0, 0, 114
3, Run: 080, F, 0, 0, 111
3, Run: 081, F, 0, 0, 114
3, Run: 082, F, 0, 0, 114
3, Run: 083, F, 0, 0, 111
3, Run: 084, F, 0, 0, 114
3, Run: 085, F, 0, 0, 111
3, Run: 086, F, 0, 0, 111
3, Run: 087, F, 0, 0, 111
3, Run: 088, F, 0, 0, 111
3, Run: 089, F, 0, 0, 105
3, Run: 090, F, 0, 0, 111
3, Run: 091, F, 0, 0, 114
3, Run: 092, F, 0, 0, 114
3, Run: 093, F, 0, 0, 111
3, Run: 094, F, 0, 0, 114
3, Run: 095, F, 0, 0, 108
3, Run: 096, F, 0, 0, 111
3, Run: 097, F, 0, 0, 108
3, Run: 098, F, 0, 0, 108
3, Run: 099, F, 0, 0, 114
3, Run: 100, F, 0, 0, 114
4, Run: 001, F, 0, 0, 9
4, Run: 002, F, 0, 0, 12
4, Run: 003, F, 0, 0, 9
4, Run: 004, F, 0, 0, 12
4, Run: 005, F, 0, 0, 9
4, Run: 006, F, 0, 0, 12
4, Run: 007, F, 0, 0, 12
4, Run: 008, F, 0, 0, 9
4, Run: 009, F, 0, 0, 12
4, Run: 010, F, 0, 0, 9
4, Run: 011, F, 0, 0, 12
4, Run: 012, F, 0, 0, 12
4, Run: 013, F, 0, 0, 9
4, Run: 014, F, 0, 0, 9
4, Run: 015, F, 0, 0, 9
4, Run: 016, F, 0, 0, 12
4, Run: 017, F, 0, 0, 12
4, Run: 018, F, 0, 0, 9
4, Run: 019, F, 0, 0, 12
4, Run: 020, F, 0, 0, 9
4, Run: 021, F, 0, 0, 12
4, Run: 022, F, 0, 0, 12
4, Run: 023, F, 0, 0, 12
4, Run: 024, F, 0, 0, 9
4, Run: 025, F, 0, 0, 9
4, Run: 026, F, 0, 0, 9
4, Run: 027, F, 0, 0, 12
4, Run: 028, F, 0, 0, 12
4, Run: 029, F, 0, 0, 12
4, Run: 030, F, 0, 0, 9
4, Run: 031, F, 0, 0, 12
4, Run: 032, F, 0, 0, 9
4, Run: 033, F, 0, 0, 12
4, Run: 034, F, 0, 0, 12
4, Run: 035, F, 0, 0, 12
4, Run: 036, F, 0, 0, 12
4, Run: 037, F, 0, 0, 9
4, Run: 038, F, 0, 0, 9
4, Run: 039, F, 0, 0, 9
4, Run: 040, F, 0, 0, 9
4, Run: 041, F, 0, 0, 12
4, Run: 042, F, 0, 0, 9
4, Run: 043, F, 0, 0, 9
4, Run: 044, F, 0, 0, 12
4, Run: 045, F, 0, 0, 12
4, Run: 046, F, 0, 0, 12
4, Run: 047, F, 0, 0, 9
4, Run: 048, F, 0, 0, 9
4, Run: 049, F, 0, 0, 9
4, Run: 050, F, 0, 0, 9
4, Run: 051, F, 0, 0, 9
4, Run: 052, F, 0, 0, 12
4, Run: 053, F, 0, 0, 9
4, Run: 054, F, 0, 0, 12
4, Run: 055, F, 0, 0, 9
4, Run: 056, F, 0, 0, 9
4, Run: 057, F, 0, 0, 12
4, Run: 058, F, 0, 0, 9
4, Run: 059, F, 0, 0, 12
4, Run: 060, F, 0, 0, 6
4, Run: 061, F, 0, 0, 12
4, Run: 062, F, 0, 0, 12
4, Run: 063, F, 0, 0, 12
4, Run: 064, F, 0, 0, 9
4, Run: 065, F, 0, 0, 9
4, Run: 066, F, 0, 0, 12
4, Run: 067, F, 0, 0, 12
4, Run: 068, F, 0, 0, 9
4, Run: 069, F, 0, 0, 12
4, Run: 070, F, 0, 0, 12
4, Run: 071, F, 0, 0, 9
4, Run: 072, F, 0, 0, 9
4, Run: 073, F, 0, 0, 9
4, Run: 074, F, 0, 0, 9
4, Run: 075, F, 0, 0, 12
4, Run: 076, F, 0, 0, 9
4, Run: 077, F, 0, 0, 12
4, Run: 078, F, 0, 0, 9
4, Run: 079, F, 0, 0, 9
4, Run: 080, F, 0, 0, 9
4, Run: 081, F, 0, 0, 9
4, Run: 082, F, 0, 0, 12
4, Run: 083, F, 0, 0, 9
4, Run: 084, F, 0, 0, 12
4, Run: 085, F, 0, 0, 12
4, Run: 086, F, 0, 0, 9
4, Run: 087, F, 0, 0, 9
4, Run: 088, F, 0, 0, 9
4, Run: 089, F, 0, 0, 12
4, Run: 090, F, 0, 0, 12
4, Run: 091, F, 0, 0, 12
4, Run: 092, F, 0, 0, 9
4, Run: 093, F, 0, 0, 12
4, Run: 094, F, 0, 0, 12
4, Run: 095, F, 0, 0, 12
4, Run: 096, F, 0, 0, 12
4, Run: 097, F, 0, 0, 9
4, Run: 098, F, 0, 0, 12
4, Run: 099, F, 0, 0, 12
4, Run: 100, F, 0, 0, 12
5, Run: 001, F, 0, 0, 69
5, Run: 002, F, 0, 0, 75
5, Run: 003, F, 0, 0, 78
5, Run: 004, F, 0, 0, 78
5, Run: 005, F, 0, 0, 78
5, Run: 006, F, 0, 0, 72
5, Run: 007, F, 0, 0, 75
5, Run: 008, F, 0, 0, 75
5, Run: 009, F, 0, 0, 78
5, Run: 010, F, 0, 0, 75
5, Run: 011, F, 0, 0, 72
5, Run: 012, F, 0, 0, 75
5, Run: 013, F, 0, 0, 72
5, Run: 014, F, 0, 0, 75
5, Run: 015, F, 0, 0, 72
5, Run: 016, F, 0, 0, 78
5, Run: 017, F, 0, 0, 75
5, Run: 018, F, 0, 0, 78
5, Run: 019, F, 0, 0, 72
5, Run: 020, F, 0, 0, 75
5, Run: 021, F, 0, 0, 72
5, Run: 022, F, 0, 0, 72
5, Run: 023, F, 0, 0, 75
5, Run: 024, F, 0, 0, 78
5, Run: 025, F, 0, 0, 75
5, Run: 026, F, 0, 0, 72
5, Run: 027, F, 0, 0, 75
5, Run: 028, F, 0, 0, 81
5, Run: 029, F, 0, 0, 75
5, Run: 030, F, 0, 0, 75
5, Run: 031, F, 0, 0, 78
5, Run: 032, F, 0, 0, 72
5, Run: 033, F, 0, 0, 72
5, Run: 034, F, 0, 0, 72
5, Run: 035, F, 0, 0, 72
5, Run: 036, F, 0, 0, 75
5, Run: 037, F, 0, 0, 78
5, Run: 038, F, 0, 0, 75
5, Run: 039, F, 0, 0, 75
5, Run: 040, F, 0, 0, 75
5, Run: 041, F, 0, 0, 75
5, Run: 042, F, 0, 0, 72
5, Run: 043, F, 0, 0, 72
5, Run: 044, F, 0, 0, 75
5, Run: 045, F, 0, 0, 72
5, Run: 046, F, 0, 0, 72
5, Run: 047, F, 0, 0, 75
5, Run: 048, F, 0, 0, 72
5, Run: 049, F, 0, 0, 75
5, Run: 050, F, 0, 0, 72
5, Run: 051, F, 0, 0, 69
5, Run: 052, F, 0, 0, 75
5, Run: 053, F, 0, 0, 78
5, Run: 054, F, 0, 0, 75
5, Run: 055, F, 0, 0, 72
5, Run: 056, F, 0, 0, 75
5, Run: 057, F, 0, 0, 75
5, Run: 058, F, 0, 0, 75
5, Run: 059, F, 0, 0, 75
5, Run: 060, F, 0, 0, 75
5, Run: 061, F, 0, 0, 78
5, Run: 062, F, 0, 0, 72
5, Run: 063, F, 0, 0, 78
5, Run: 064, F, 0, 0, 78
5, Run: 065, F, 0, 0, 69
5, Run: 066, F, 0, 0, 75
5, Run: 067, F, 0, 0, 78
5, Run: 068, F, 0, 0, 69
5, Run: 069, F, 0, 0, 75
5, Run: 070, F, 0, 0, 78
5, Run: 071, F, 0, 0, 75
5, Run: 072, F, 0, 0, 78
5, Run: 073, F, 0, 0, 78
5, Run: 074, F, 0, 0, 69
5, Run: 075, F, 0, 0, 72
5, Run: 076, F, 0, 0, 75
5, Run: 077, F, 0, 0, 75
5, Run: 078, F, 0, 0, 75
5, Run: 079, F, 0, 0, 75
5, Run: 080, F, 0, 0, 78
5, Run: 081, F, 0, 0, 75
5, Run: 082, F, 0, 0, 81
5, Run: 083, F, 0, 0, 75
5, Run: 084, F, 0, 0, 75
5, Run: 085, F, 0, 0, 75
5, Run: 086, F, 0, 0, 72
5, Run: 087, F, 0, 0, 75
5, Run: 088, F, 0, 0, 75
5, Run: 089, F, 0, 0, 75
5, Run: 090, F, 0, 0, 75
5, Run: 091, F, 0, 0, 75
5, Run: 092, F, 0, 0, 72
5, Run: 093, F, 0, 0, 78
5, Run: 094, F, 0, 0, 72
5, Run: 095, F, 0, 0, 78
5, Run: 096, F, 0, 0, 75
5, Run: 097, F, 0, 0, 72
5, Run: 098, F, 0, 0, 75
5, Run: 099, F, 0, 0, 72
5, Run: 100, F, 0, 0, 75
6, Run: 001, F, 0, 0, 153
6, Run: 002, F, 0, 0, 153
6, Run: 003, F, 0, 0, 153
6, Run: 004, F, 0, 0, 156
6, Run: 005, F, 0, 0, 150
6, Run: 006, F, 0, 0, 156
6, Run: 007, F, 0, 0, 153
6, Run: 008, F, 0, 0, 150
6, Run: 009, F, 0, 0, 156
6, Run: 010, F, 0, 0, 147
6, Run: 011, F, 0, 0, 153
6, Run: 012, F, 0, 0, 156
6, Run: 013, F, 0, 0, 156
6, Run: 014, F, 0, 0, 150
6, Run: 015, F, 0, 0, 156
6, Run: 016, F, 0, 0, 153
6, Run: 017, F, 0, 0, 153
6, Run: 018, F, 0, 0, 159
6, Run: 019, F, 0, 0, 150
6, Run: 020, F, 0, 0, 150
6, Run: 021, F, 0, 0, 153
6, Run: 022, F, 0, 0, 153
6, Run: 023, F, 0, 0, 156
6, Run: 024, F, 0, 0, 150
6, Run: 025, F, 0, 0, 156
6, Run: 026, F, 0, 0, 147
6, Run: 027, F, 0, 0, 153
6, Run: 028, F, 0, 0, 150
6, Run: 029, F, 0, 0, 150
6, Run: 030, F, 0, 0, 153
6, Run: 031, F, 0, 0, 150
6, Run: 032, F, 0, 0, 147
6, Run: 033, F, 0, 0, 150
6, Run: 034, F, 0, 0, 153
6, Run: 035, F, 0, 0, 159
6, Run: 036, F, 0, 0, 147
6, Run: 037, F, 0, 0, 150
6, Run: 038, F, 0, 0, 153
6, Run: 039, F, 0, 0, 153
6, Run: 040, F, 0, 0, 153
6, Run: 041, F, 0, 0, 156
6, Run: 042, F, 0, 0, 150
6, Run: 043, F, 0, 0, 153
6, Run: 044, F, 0, 0, 156
6, Run: 045, F, 0, 0, 153
6, Run: 046, F, 0, 0, 153
6, Run: 047, F, 0, 0, 156
6, Run: 048, F, 0, 0, 153
6, Run: 049, F, 0, 0, 153
6, Run: 050, F, 0, 0, 156
6, Run: 051, F, 0, 0, 156
6, Run: 052, F, 0, 0, 156
6, Run: 053, F, 0, 0, 150
6, Run: 054, F, 0, 0, 153
6, Run: 055, F, 0, 0, 153
6, Run: 056, F, 0, 0, 153
6, Run: 057, F, 0, 0, 153
6, Run: 058, F, 0, 0, 156
6, Run: 059, F, 0, 0, 153
6, Run: 060, F, 0, 0, 147
6, Run: 061, F, 0, 0, 150
6, Run: 062, F, 0, 0, 156
6, Run: 063, F, 0, 0, 153
6, Run: 064, F, 0, 0, 150
6, Run: 065, F, 0, 0, 150
6, Run: 066, F, 0, 0, 156
6, Run: 067, F, 0, 0, 156
6, Run: 068, F, 0, 0, 153
6, Run: 069, F, 0, 0, 153
6, Run: 070, F, 0, 0, 156
6, Run: 071, F, 0, 0, 159
6, Run: 072, F, 0, 0, 153
6, Run: 073, F, 0, 0, 153
6, Run: 074, F, 0, 0, 150
6, Run: 075, F, 0, 0, 150
6, Run: 076, F, 0, 0, 150
6, Run: 077, F, 0, 0, 153
6, Run: 078, F, 0, 0, 153
6, Run: 079, F, 0, 0, 159
6, Run: 080, F, 0, 0, 153
6, Run: 081, F, 0, 0, 150
6, Run: 082, F, 0, 0, 150
6, Run: 083, F, 0, 0, 153
6, Run: 084, F, 0, 0, 150
6, Run: 085, F, 0, 0, 156
6, Run: 086, F, 0, 0, 156
6, Run: 087, F, 0, 0, 156
6, Run: 088, F, 0, 0, 153
6, Run: 089, F, 0, 0, 153
6, Run: 090, F, 0, 0, 156
6, Run: 091, F, 0, 0, 156
6, Run: 092, F, 0, 0, 147
6, Run: 093, F, 0, 0, 153
6, Run: 094, F, 0, 0, 156
6, Run: 095, F, 0, 0, 150
6, Run: 096, F, 0, 0, 156
6, Run: 097, F, 0, 0, 153
6, Run: 098, F, 0, 0, 150
6, Run: 099, F, 0, 0, 150
6, Run: 100, F, 0, 0, 153
