Input Number, Run_Number, Result@ 100, Y, A, X1, B, C, PO, D, CO, PE, CE, E, F
INVAR-10, Run: 034, P, 0, 0, 0, 0, 0, 0, 282, 318, 1, 1, 259, 0
INVAR-10, Run: 035, P, 0, 0, 0, 0, 0, 0, 128, 472, 1, 0, 336, 0
INVAR-10, Run: 036, P, 0, 0, 0, 0, 0, 0, 468, 132, 1, 0, 166, 0
INVAR-10, Run: 037, P, 0, 0, 0, 0, 0, 0, 528, 72, 1, 2, 136, 0
INVAR-10, Run: 038, P, 0, 0, 0, 0, 0, 0, 468, 132, 1, 1, 166, 0
INVAR-10, Run: 039, P, 0, 0, 0, 0, 0, 0, 420, 180, 1, 4, 190, 0
INVAR-10, Run: 040, P, 0, 0, 0, 0, 0, 0, 278, 322, 1, 0, 261, 0
INVAR-10, Run: 041, P, 0, 0, 0, 0, 0, 0, 438, 162, 1, 4, 181, 0
INVAR-10, Run: 042, P, 0, 0, 0, 0, 0, 0, 528, 72, 1, 2, 136, 0
INVAR-10, Run: 043, P, 0, 0, 0, 0, 0, 0, 238, 362, 1, 1, 281, 0
INVAR-10, Run: 044, P, 0, 0, 0, 0, 0, 0, 496, 104, 1, 3, 152, 0
INVAR-10, Run: 045, P, 0, 0, 0, 0, 0, 0, 420, 180, 1, 3, 190, 0
INVAR-10, Run: 046, P, 0, 0, 0, 0, 0, 0, 382, 218, 1, 3, 209, 0
INVAR-10, Run: 047, P, 0, 0, 0, 0, 0, 0, 434, 166, 1, 1, 183, 0
INVAR-10, Run: 048, P, 0, 0, 0, 0, 0, 0, 244, 356, 1, 4, 278, 0
INVAR-10, Run: 049, P, 0, 0, 0, 0, 0, 0, 396, 204, 1, 0, 202, 0
INVAR-10, Run: 050, P, 0, 0, 0, 0, 0, 0, 446, 154, 1, 1, 177, 0
INVAR-10, Run: 051, P, 0, 0, 0, 0, 0, 0, 410, 190, 1, 2, 195, 0
INVAR-10, Run: 052, P, 0, 0, 0, 0, 0, 0, 464, 136, 1, 1, 168, 0
INVAR-10, Run: 053, P, 0, 0, 0, 0, 0, 0, 418, 182, 1, 0, 191, 0
INVAR-10, Run: 054, P, 0, 0, 0, 0, 0, 0, 152, 448, 1, 1, 324, 0
INVAR-10, Run: 055, P, 0, 0, 0, 0, 0, 0, 366, 234, 1, 1, 217, 0
INVAR-10, Run: 056, P, 0, 0, 0, 0, 0, 0, 446, 154, 1, 2, 177, 0
INVAR-10, Run: 057, P, 0, 0, 0, 0, 0, 0, 524, 76, 1, 1, 138, 0
INVAR-10, Run: 058, P, 0, 0, 0, 0, 0, 0, 178, 422, 1, 2, 311, 0
INVAR-10, Run: 059, P, 0, 0, 0, 0, 0, 0, 56, 544, 1, 1, 372, 0
INVAR-10, Run: 060, P, 0, 0, 0, 0, 0, 0, 352, 248, 1, 4, 224, 0
INVAR-10, Run: 061, P, 0, 0, 0, 0, 0, 0, 502, 98, 1, 0, 149, 0
INVAR-10, Run: 062, P, 0, 0, 0, 0, 0, 0, 230, 370, 1, 1, 285, 0
INVAR-10, Run: 063, P, 0, 0, 0, 0, 0, 0, 394, 206, 1, 1, 203, 0
INVAR-10, Run: 064, P, 0, 0, 0, 0, 0, 0, 428, 172, 1, 1, 186, 0
INVAR-10, Run: 065, P, 0, 0, 0, 0, 0, 0, 530, 70, 1, 2, 135, 0
INVAR-10, Run: 066, P, 0, 0, 0, 0, 0, 0, 260, 340, 1, 3, 270, 0
INVAR-10, Run: 067, P, 0, 0, 0, 0, 0, 0, 140, 460, 1, 2, 330, 0
INVAR-10, Run: 068, P, 0, 0, 0, 0, 0, 0, 484, 116, 1, 1, 158, 0
INVAR-10, Run: 069, P, 0, 0, 0, 0, 0, 0, 438, 162, 1, 4, 181, 0
INVAR-10, Run: 070, P, 0, 0, 0, 0, 0, 0, 462, 138, 1, 2, 169, 0
INVAR-10, Run: 071, P, 0, 0, 0, 0, 0, 0, 424, 176, 1, 1, 188, 0
INVAR-10, Run: 072, P, 0, 0, 0, 0, 0, 0, 520, 80, 1, 1, 140, 0
INVAR-10, Run: 073, P, 0, 0, 0, 0, 0, 0, 178, 422, 1, 2, 311, 0
INVAR-10, Run: 074, P, 0, 0, 0, 0, 0, 0, 554, 46, 1, 1, 123, 0
INVAR-10, Run: 075, P, 0, 0, 0, 0, 0, 0, 372, 228, 1, 2, 214, 0
INVAR-10, Run: 076, P, 0, 0, 0, 0, 0, 0, 548, 52, 1, 3, 126, 0
INVAR-10, Run: 077, P, 0, 0, 0, 0, 0, 0, 508, 92, 1, 3, 146, 0
INVAR-10, Run: 078, P, 0, 0, 0, 0, 0, 0, 490, 110, 1, 2, 155, 0
INVAR-10, Run: 079, P, 0, 0, 0, 0, 0, 0, 394, 206, 1, 2, 203, 0
INVAR-10, Run: 080, P, 0, 0, 0, 0, 0, 0, 66, 534, 1, 1, 367, 0
INVAR-10, Run: 081, P, 0, 0, 0, 0, 0, 0, 552, 48, 1, 1, 124, 0
INVAR-10, Run: 082, P, 0, 0, 0, 0, 0, 0, 264, 336, 1, 2, 268, 0
INVAR-10, Run: 083, P, 0, 0, 0, 0, 0, 0, 480, 120, 1, 1, 160, 0
INVAR-10, Run: 084, P, 0, 0, 0, 0, 0, 0, 380, 220, 1, 2, 210, 0
INVAR-10, Run: 085, P, 0, 0, 0, 0, 0, 0, 432, 168, 1, 0, 184, 0
INVAR-10, Run: 086, P, 0, 0, 0, 0, 0, 0, 244, 356, 1, 2, 278, 0
INVAR-10, Run: 087, P, 0, 0, 0, 0, 0, 0, 418, 182, 1, 3, 191, 0
INVAR-10, Run: 088, P, 0, 0, 0, 0, 0, 0, 492, 108, 1, 2, 154, 0
INVAR-10, Run: 089, P, 0, 0, 0, 0, 0, 0, 302, 298, 1, 2, 249, 0
INVAR-10, Run: 090, P, 0, 0, 0, 0, 0, 0, 548, 52, 1, 1, 126, 0
INVAR-10, Run: 091, P, 0, 0, 0, 0, 0, 0, 488, 112, 1, 3, 156, 0
INVAR-10, Run: 092, P, 0, 0, 0, 0, 0, 0, 548, 52, 1, 2, 126, 0
INVAR-10, Run: 093, P, 0, 0, 0, 0, 0, 0, 516, 84, 1, 2, 142, 0
INVAR-10, Run: 094, P, 0, 0, 0, 0, 0, 0, 518, 82, 1, 3, 141, 0
INVAR-10, Run: 095, P, 0, 0, 0, 0, 0, 0, 256, 344, 1, 1, 272, 0
INVAR-10, Run: 096, P, 0, 0, 0, 0, 0, 0, 422, 178, 1, 2, 189, 0
INVAR-10, Run: 097, P, 0, 0, 0, 0, 0, 0, 36, 564, 1, 3, 382, 0
INVAR-10, Run: 098, P, 0, 0, 0, 0, 0, 0, 476, 124, 1, 1, 162, 0
INVAR-10, Run: 099, P, 0, 0, 0, 0, 0, 0, 440, 160, 1, 2, 180, 0
INVAR-10, Run: 100, P, 0, 0, 0, 0, 0, 0, 334, 266, 1, 4, 233, 0
INVAR-2, Run: 001, P, 0, 0, 0, 0, 0, 0, 114, 54, 1, 1, 55, 0
INVAR-2, Run: 002, P, 0, 0, 0, 0, 0, 0, 156, 12, 1, 2, 34, 0
INVAR-2, Run: 003, P, 0, 0, 0, 0, 0, 0, 82, 86, 1, 1, 71, 0
INVAR-2, Run: 004, P, 0, 0, 0, 0, 0, 0, 100, 68, 1, 4, 62, 0
INVAR-2, Run: 005, P, 0, 0, 0, 0, 0, 0, 142, 26, 1, 0, 41, 0
INVAR-2, Run: 006, P, 0, 0, 0, 0, 0, 0, 146, 22, 1, 0, 39, 0
INVAR-2, Run: 007, P, 0, 0, 0, 0, 0, 0, 106, 62, 1, 1, 59, 0
INVAR-2, Run: 008, P, 0, 0, 0, 0, 0, 0, 46, 122, 1, 2, 89, 0
INVAR-2, Run: 009, P, 0, 0, 0, 0, 0, 0, 148, 20, 1, 0, 38, 0
INVAR-2, Run: 010, P, 0, 0, 0, 0, 0, 0, 140, 28, 1, 1, 42, 0
INVAR-2, Run: 011, P, 0, 0, 0, 0, 0, 0, 22, 146, 1, 1, 101, 0
INVAR-2, Run: 012, P, 0, 0, 0, 0, 0, 0, 150, 18, 1, 0, 37, 0
INVAR-2, Run: 013, P, 0, 0, 0, 0, 0, 0, 148, 20, 1, 2, 38, 0
INVAR-2, Run: 014, P, 0, 0, 0, 0, 0, 0, 116, 52, 1, 1, 54, 0
INVAR-2, Run: 015, P, 0, 0, 0, 0, 0, 0, 68, 100, 1, 1, 78, 0
INVAR-2, Run: 016, P, 0, 0, 0, 0, 0, 0, 110, 58, 1, 1, 57, 0
INVAR-2, Run: 017, P, 0, 0, 0, 0, 0, 0, 130, 38, 1, 4, 47, 0
INVAR-2, Run: 018, P, 0, 0, 0, 0, 0, 0, 74, 94, 1, 0, 75, 0
INVAR-2, Run: 019, P, 0, 0, 0, 0, 0, 0, 132, 36, 1, 2, 46, 0
INVAR-2, Run: 020, P, 0, 0, 0, 0, 0, 0, 42, 126, 1, 1, 91, 0
INVAR-2, Run: 021, P, 0, 0, 0, 0, 0, 0, 122, 46, 1, 5, 51, 0
INVAR-2, Run: 022, P, 0, 0, 0, 0, 0, 0, 146, 22, 1, 2, 39, 0
INVAR-2, Run: 023, P, 0, 0, 0, 0, 0, 0, 90, 78, 1, 0, 67, 0
INVAR-2, Run: 024, P, 0, 0, 0, 0, 0, 0, 130, 38, 1, 0, 47, 0
INVAR-2, Run: 025, P, 0, 0, 0, 0, 0, 0, 134, 34, 1, 4, 45, 0
INVAR-2, Run: 026, P, 0, 0, 0, 0, 0, 0, 108, 60, 1, 1, 58, 0
INVAR-2, Run: 027, P, 0, 0, 0, 0, 0, 0, 112, 56, 1, 1, 56, 0
INVAR-2, Run: 028, P, 0, 0, 0, 0, 0, 0, 144, 24, 1, 1, 40, 0
INVAR-2, Run: 029, P, 0, 0, 0, 0, 0, 0, 94, 74, 1, 0, 65, 0
INVAR-2, Run: 030, P, 0, 0, 0, 0, 0, 0, 26, 142, 1, 1, 99, 0
INVAR-2, Run: 031, P, 0, 0, 0, 0, 0, 0, 138, 30, 1, 0, 43, 0
INVAR-2, Run: 032, P, 0, 0, 0, 0, 0, 0, 30, 138, 1, 2, 97, 0
INVAR-2, Run: 033, P, 0, 0, 0, 0, 0, 0, 60, 108, 1, 2, 82, 0
INVAR-2, Run: 034, P, 0, 0, 0, 0, 0, 0, 120, 48, 1, 2, 52, 0
INVAR-2, Run: 035, P, 0, 0, 0, 0, 0, 0, 144, 24, 1, 0, 40, 0
INVAR-2, Run: 036, P, 0, 0, 0, 0, 0, 0, 160, 8, 1, 3, 32, 0
INVAR-2, Run: 037, P, 0, 0, 0, 0, 0, 0, 70, 98, 1, 3, 77, 0
INVAR-2, Run: 038, P, 0, 0, 0, 0, 0, 0, 96, 72, 1, 1, 64, 0
INVAR-2, Run: 039, P, 0, 0, 0, 0, 0, 0, 146, 22, 1, 0, 39, 0
INVAR-2, Run: 040, P, 0, 0, 0, 0, 0, 0, 114, 54, 1, 1, 55, 0
INVAR-2, Run: 041, P, 0, 0, 0, 0, 0, 0, 10, 158, 1, 0, 107, 0
INVAR-2, Run: 042, P, 0, 0, 0, 0, 0, 0, 134, 34, 1, 2, 45, 0
INVAR-2, Run: 043, P, 0, 0, 0, 0, 0, 0, 122, 46, 1, 1, 51, 0
INVAR-2, Run: 044, P, 0, 0, 0, 0, 0, 0, 128, 40, 1, 1, 48, 0
INVAR-2, Run: 045, P, 0, 0, 0, 0, 0, 0, 150, 18, 1, 0, 37, 0
INVAR-2, Run: 046, P, 0, 0, 0, 0, 0, 0, 22, 146, 1, 2, 101, 0
INVAR-2, Run: 047, P, 0, 0, 0, 0, 0, 0, 112, 56, 1, 2, 56, 0
INVAR-2, Run: 048, P, 0, 0, 0, 0, 0, 0, 116, 52, 1, 1, 54, 0
INVAR-2, Run: 049, P, 0, 0, 0, 0, 0, 0, 144, 24, 1, 2, 40, 0
INVAR-2, Run: 050, P, 0, 0, 0, 0, 0, 0, 140, 28, 1, 0, 42, 0
INVAR-2, Run: 051, P, 0, 0, 0, 0, 0, 0, 130, 38, 1, 1, 47, 0
INVAR-2, Run: 052, P, 0, 0, 0, 0, 0, 0, 138, 30, 1, 2, 43, 0
INVAR-2, Run: 053, P, 0, 0, 0, 0, 0, 0, 136, 32, 1, 2, 44, 0
INVAR-2, Run: 054, P, 0, 0, 0, 0, 0, 0, 138, 30, 1, 0, 43, 0
INVAR-2, Run: 055, P, 0, 0, 0, 0, 0, 0, 130, 38, 1, 2, 47, 0
INVAR-2, Run: 056, P, 0, 0, 0, 0, 0, 0, 130, 38, 1, 2, 47, 0
INVAR-2, Run: 057, P, 0, 0, 0, 0, 0, 0, 72, 96, 1, 3, 76, 0
INVAR-2, Run: 058, P, 0, 0, 0, 0, 0, 0, 144, 24, 1, 0, 40, 0
INVAR-2, Run: 059, P, 0, 0, 0, 0, 0, 0, 140, 28, 1, 1, 42, 0
INVAR-2, Run: 060, P, 0, 0, 0, 0, 0, 0, 132, 36, 1, 0, 46, 0
INVAR-2, Run: 061, P, 0, 0, 0, 0, 0, 0, 120, 48, 1, 1, 52, 0
INVAR-2, Run: 062, P, 0, 0, 0, 0, 0, 0, 104, 64, 1, 2, 60, 0
INVAR-2, Run: 063, P, 0, 0, 0, 0, 0, 0, 70, 98, 1, 1, 77, 0
INVAR-2, Run: 064, P, 0, 0, 0, 0, 0, 0, 146, 22, 1, 0, 39, 0
INVAR-2, Run: 065, P, 0, 0, 0, 0, 0, 0, 144, 24, 1, 0, 40, 0
INVAR-2, Run: 066, P, 0, 0, 0, 0, 0, 0, 110, 58, 1, 2, 57, 0
INVAR-2, Run: 067, P, 0, 0, 0, 0, 0, 0, 150, 18, 1, 0, 37, 0
INVAR-2, Run: 068, P, 0, 0, 0, 0, 0, 0, 138, 30, 1, 0, 43, 0
INVAR-2, Run: 069, P, 0, 0, 0, 0, 0, 0, 128, 40, 1, 2, 48, 0
INVAR-2, Run: 070, P, 0, 0, 0, 0, 0, 0, 110, 58, 1, 5, 57, 0
INVAR-2, Run: 071, P, 0, 0, 0, 0, 0, 0, 102, 66, 1, 1, 61, 0
INVAR-2, Run: 072, P, 0, 0, 0, 0, 0, 0, 34, 134, 1, 0, 95, 0
