Input Number, Run_Number, Result@ 100, A, F, X1, B, C, PO, D, CO, Y, PE, CE, E
4, Run: 001, F, 1, 1, 0, 0, 0, 1, 0, 108, 108, 0, 0, 9
4, Run: 002, F, 1, 0, 0, 0, 0, 1, 0, 106, 106, 0, 0, 8
4, Run: 003, F, 1, 0, 0, 0, 0, 1, 0, 108, 108, 0, 0, 10
4, Run: 004, F, 1, 0, 0, 0, 0, 1, 0, 106, 106, 0, 0, 8
4, Run: 005, F, 1, 0, 0, 0, 0, 1, 0, 106, 106, 0, 0, 8
4, Run: 006, F, 1, 1, 0, 0, 0, 1, 0, 112, 112, 0, 0, 13
4, Run: 007, F, 1, 0, 0, 0, 0, 1, 0, 106, 106, 0, 0, 8
4, Run: 008, F, 1, 0, 0, 0, 0, 1, 0, 104, 104, 0, 0, 6
4, Run: 009, F, 1, 0, 0, 0, 0, 1, 0, 112, 112, 0, 0, 14
4, Run: 010, F, 1, 0, 0, 0, 0, 1, 0, 106, 106, 0, 0, 8
4, Run: 011, F, 1, 0, 0, 0, 0, 1, 0, 106, 106, 0, 0, 8
4, Run: 012, F, 1, 1, 0, 0, 0, 1, 0, 110, 110, 0, 0, 11
4, Run: 013, F, 1, 1, 0, 0, 0, 1, 0, 110, 110, 0, 0, 11
4, Run: 014, F, 1, 1, 0, 0, 0, 1, 0, 106, 106, 0, 0, 7
4, Run: 015, F, 1, 0, 0, 0, 0, 1, 0, 108, 108, 0, 0, 10
4, Run: 016, F, 1, 1, 0, 0, 0, 1, 0, 108, 108, 0, 0, 9
4, Run: 017, F, 1, 0, 0, 0, 0, 1, 0, 110, 110, 0, 0, 12
4, Run: 018, F, 1, 0, 0, 0, 0, 1, 0, 110, 110, 0, 0, 12
4, Run: 019, F, 1, 0, 0, 0, 0, 1, 0, 104, 104, 0, 0, 6
4, Run: 020, F, 1, 0, 0, 0, 0, 1, 0, 106, 106, 0, 0, 8
4, Run: 021, F, 1, 0, 0, 0, 0, 1, 0, 108, 108, 0, 0, 10
4, Run: 022, F, 1, 0, 0, 0, 0, 1, 0, 106, 106, 0, 0, 8
4, Run: 023, F, 1, 1, 0, 0, 0, 1, 0, 110, 110, 0, 0, 11
4, Run: 024, F, 1, 0, 0, 0, 0, 1, 0, 110, 110, 0, 0, 12
4, Run: 025, F, 1, 1, 0, 0, 0, 1, 0, 112, 112, 0, 0, 13
4, Run: 026, F, 1, 0, 0, 0, 0, 1, 0, 108, 108, 0, 0, 10
4, Run: 027, F, 1, 0, 0, 0, 0, 1, 0, 108, 108, 0, 0, 10
4, Run: 028, F, 1, 1, 0, 0, 0, 1, 0, 106, 106, 0, 0, 7
4, Run: 029, F, 1, 0, 0, 0, 0, 1, 0, 106, 106, 0, 0, 8
4, Run: 030, F, 1, 0, 0, 0, 0, 1, 0, 108, 108, 0, 0, 10
4, Run: 031, F, 1, 0, 0, 0, 0, 1, 0, 110, 110, 0, 0, 12
4, Run: 032, F, 1, 1, 0, 0, 0, 1, 0, 114, 114, 0, 0, 15
4, Run: 033, F, 1, 0, 0, 0, 0, 1, 0, 112, 112, 0, 0, 14
4, Run: 034, F, 1, 1, 0, 0, 0, 1, 0, 110, 110, 0, 0, 11
4, Run: 035, F, 1, 1, 0, 0, 0, 1, 0, 106, 106, 0, 0, 7
4, Run: 036, F, 1, 0, 0, 0, 0, 1, 0, 104, 104, 0, 0, 6
4, Run: 037, F, 1, 1, 0, 0, 0, 1, 0, 110, 110, 0, 0, 11
4, Run: 038, F, 1, 0, 0, 0, 0, 1, 0, 106, 106, 0, 0, 8
4, Run: 039, F, 1, 0, 0, 0, 0, 1, 0, 110, 110, 0, 0, 12
4, Run: 040, F, 1, 1, 0, 0, 0, 1, 0, 106, 106, 0, 0, 7
4, Run: 041, F, 1, 0, 0, 0, 0, 1, 0, 108, 108, 0, 0, 10
4, Run: 042, F, 1, 1, 0, 0, 0, 1, 0, 108, 108, 0, 0, 9
4, Run: 043, F, 1, 1, 0, 0, 0, 1, 0, 106, 106, 0, 0, 7
4, Run: 044, F, 1, 1, 0, 0, 0, 1, 0, 110, 110, 0, 0, 11
4, Run: 045, F, 1, 0, 0, 0, 0, 1, 0, 110, 110, 0, 0, 12
4, Run: 046, F, 1, 1, 0, 0, 0, 1, 0, 110, 110, 0, 0, 11
4, Run: 047, F, 1, 0, 0, 0, 0, 1, 0, 108, 108, 0, 0, 10
4, Run: 048, F, 1, 0, 0, 0, 0, 1, 0, 108, 108, 0, 0, 10
4, Run: 049, F, 1, 1, 0, 0, 0, 1, 0, 108, 108, 0, 0, 9
4, Run: 050, F, 1, 1, 0, 0, 0, 1, 0, 110, 110, 0, 0, 11
4, Run: 051, F, 1, 0, 0, 0, 0, 1, 0, 108, 108, 0, 0, 10
4, Run: 052, F, 1, 0, 0, 0, 0, 1, 0, 102, 102, 0, 0, 4
4, Run: 053, F, 1, 0, 0, 0, 0, 1, 0, 106, 106, 0, 0, 8
4, Run: 054, F, 1, 1, 0, 0, 0, 1, 0, 108, 108, 0, 0, 9
4, Run: 055, F, 1, 0, 0, 0, 0, 1, 0, 104, 104, 0, 0, 6
4, Run: 056, F, 1, 1, 0, 0, 0, 1, 0, 106, 106, 0, 0, 7
4, Run: 057, F, 1, 0, 0, 0, 0, 1, 0, 104, 104, 0, 0, 6
4, Run: 058, F, 1, 1, 0, 0, 0, 1, 0, 110, 110, 0, 0, 11
