Input Number, Run_Number, Result@ 100, X1, H, M, PO, CE, Y, D, CO, PE, A, B, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-1, Run: 028, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 19, 141, 9, 8, 9, 18, 27, 28, 141
INVAR-1, Run: 029, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 20, 76, 9, 8, 9, 18, 27, 29, 76
INVAR-1, Run: 030, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 15, 67, 9, 8, 9, 18, 27, 24, 67
INVAR-1, Run: 031, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 18, 119, 9, 8, 9, 18, 27, 27, 119
INVAR-1, Run: 032, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 7, 65, 9, 8, 9, 18, 27, 16, 65
INVAR-1, Run: 033, P, 0, 0, 0, 0, 9, 9, 0, 0, 2, 54, 0, 18, 4, 44, 9, 7, 9, 18, 27, 13, 44
INVAR-1, Run: 034, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 20, 102, 9, 8, 9, 18, 27, 29, 102
INVAR-1, Run: 035, P, 0, 0, 0, 0, 9, 9, 0, 0, 3, 54, 0, 18, 16, 124, 9, 6, 9, 18, 27, 25, 124
INVAR-1, Run: 036, P, 0, 0, 0, 0, 9, 9, 0, 0, 3, 54, 0, 18, 29, 83, 9, 6, 9, 18, 27, 38, 83
INVAR-1, Run: 037, P, 0, 0, 0, 0, 9, 9, 0, 0, 2, 54, 0, 18, 22, 51, 9, 7, 9, 18, 27, 31, 51
INVAR-1, Run: 038, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 19, 147, 9, 8, 9, 18, 27, 28, 147
INVAR-1, Run: 039, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 30, 137, 9, 8, 9, 18, 27, 39, 137
INVAR-1, Run: 040, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 44, 161, 9, 8, 9, 18, 27, 53, 161
INVAR-1, Run: 041, P, 0, 0, 0, 0, 9, 9, 0, 0, 2, 54, 0, 18, 38, 120, 9, 7, 9, 18, 27, 47, 120
INVAR-1, Run: 042, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 35, 154, 9, 8, 9, 18, 27, 44, 154
INVAR-1, Run: 043, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 26, 74, 9, 8, 9, 18, 27, 35, 74
INVAR-1, Run: 044, P, 0, 0, 0, 0, 9, 9, 0, 0, 5, 54, 0, 18, 11, 56, 9, 4, 9, 18, 27, 20, 56
INVAR-1, Run: 045, P, 0, 0, 0, 0, 9, 9, 0, 0, 2, 54, 0, 18, 28, 80, 9, 7, 9, 18, 27, 37, 80
INVAR-1, Run: 046, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 24, 135, 9, 8, 9, 18, 27, 33, 135
INVAR-1, Run: 047, P, 0, 0, 0, 0, 9, 9, 0, 0, 3, 54, 0, 18, 29, 102, 9, 6, 9, 18, 27, 38, 102
INVAR-1, Run: 048, P, 0, 0, 0, 0, 9, 9, 0, 0, 3, 54, 0, 18, 13, 77, 9, 6, 9, 18, 27, 22, 77
INVAR-1, Run: 049, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 34, 144, 9, 8, 9, 18, 27, 43, 144
INVAR-1, Run: 050, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 33, 240, 9, 8, 9, 18, 27, 42, 240
INVAR-1, Run: 051, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 42, 289, 9, 8, 9, 18, 27, 51, 289
INVAR-1, Run: 052, P, 0, 0, 0, 0, 9, 9, 0, 0, 2, 54, 0, 18, 28, 98, 9, 7, 9, 18, 27, 37, 98
INVAR-1, Run: 053, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 7, 92, 9, 8, 9, 18, 27, 16, 92
INVAR-1, Run: 054, P, 0, 0, 0, 0, 9, 9, 0, 0, 2, 54, 0, 18, 15, 67, 9, 7, 9, 18, 27, 24, 67
INVAR-1, Run: 055, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 26, 139, 9, 8, 9, 18, 27, 35, 139
INVAR-1, Run: 056, P, 0, 0, 0, 0, 9, 9, 0, 0, 3, 54, 0, 18, 17, 44, 9, 6, 9, 18, 27, 26, 44
INVAR-1, Run: 057, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 20, 122, 9, 8, 9, 18, 27, 29, 122
INVAR-1, Run: 058, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 11, 93, 9, 8, 9, 18, 27, 20, 93
INVAR-1, Run: 059, P, 0, 0, 0, 0, 9, 9, 0, 0, 3, 54, 0, 18, 27, 58, 9, 6, 9, 18, 27, 36, 58
INVAR-1, Run: 060, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 21, 147, 9, 8, 9, 18, 27, 30, 147
INVAR-1, Run: 061, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 23, 149, 9, 8, 9, 18, 27, 32, 149
INVAR-1, Run: 062, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 31, 170, 9, 8, 9, 18, 27, 40, 170
INVAR-1, Run: 063, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 30, 121, 9, 8, 9, 18, 27, 39, 121
INVAR-1, Run: 064, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 29, 192, 9, 8, 9, 18, 27, 38, 192
INVAR-1, Run: 065, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 21, 84, 9, 8, 9, 18, 27, 30, 84
INVAR-1, Run: 066, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 8, 131, 9, 8, 9, 18, 27, 17, 131
INVAR-1, Run: 067, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 10, 72, 9, 8, 9, 18, 27, 19, 72
INVAR-1, Run: 068, P, 0, 0, 0, 0, 9, 9, 0, 0, 3, 54, 0, 18, 19, 88, 9, 6, 9, 18, 27, 28, 88
INVAR-1, Run: 069, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 21, 93, 9, 8, 9, 18, 27, 30, 93
INVAR-1, Run: 070, P, 0, 0, 0, 0, 9, 9, 0, 0, 3, 54, 0, 18, 27, 108, 9, 6, 9, 18, 27, 36, 108
INVAR-1, Run: 071, P, 0, 0, 0, 0, 9, 9, 0, 0, 2, 54, 0, 18, 14, 112, 9, 7, 9, 18, 27, 23, 112
INVAR-1, Run: 072, P, 0, 0, 0, 0, 9, 9, 0, 0, 3, 54, 0, 18, 13, 110, 9, 6, 9, 18, 27, 22, 110
INVAR-1, Run: 073, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 18, 105, 9, 8, 9, 18, 27, 27, 105
INVAR-1, Run: 074, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 17, 66, 9, 8, 9, 18, 27, 26, 66
INVAR-1, Run: 075, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 17, 137, 9, 8, 9, 18, 27, 26, 137
INVAR-1, Run: 076, P, 0, 0, 0, 0, 9, 9, 0, 0, 3, 54, 0, 18, 19, 70, 9, 6, 9, 18, 27, 28, 70
INVAR-1, Run: 077, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 19, 119, 9, 8, 9, 18, 27, 28, 119
INVAR-1, Run: 078, P, 0, 0, 0, 0, 9, 9, 0, 0, 2, 54, 0, 18, 14, 64, 9, 7, 9, 18, 27, 23, 64
INVAR-1, Run: 079, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 25, 142, 9, 8, 9, 18, 27, 34, 142
INVAR-1, Run: 080, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 25, 196, 9, 8, 9, 18, 27, 34, 196
INVAR-1, Run: 081, P, 0, 0, 0, 0, 9, 9, 0, 0, 2, 54, 0, 18, 9, 108, 9, 7, 9, 18, 27, 18, 108
INVAR-1, Run: 082, P, 0, 0, 0, 0, 9, 9, 0, 0, 2, 54, 0, 18, 21, 130, 9, 7, 9, 18, 27, 30, 130
INVAR-1, Run: 083, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 19, 122, 9, 8, 9, 18, 27, 28, 122
INVAR-1, Run: 084, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 22, 123, 9, 8, 9, 18, 27, 31, 123
INVAR-1, Run: 085, P, 0, 0, 0, 0, 9, 9, 0, 0, 2, 54, 0, 18, 14, 56, 9, 7, 9, 18, 27, 23, 56
INVAR-1, Run: 086, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 15, 98, 9, 8, 9, 18, 27, 24, 98
INVAR-1, Run: 087, P, 0, 0, 0, 0, 9, 9, 0, 0, 3, 54, 0, 18, 22, 122, 9, 6, 9, 18, 27, 31, 122
INVAR-1, Run: 088, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 37, 171, 9, 8, 9, 18, 27, 46, 171
INVAR-1, Run: 089, P, 0, 0, 0, 0, 9, 9, 0, 0, 2, 54, 0, 18, 18, 63, 9, 7, 9, 18, 27, 27, 63
INVAR-1, Run: 090, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 20, 107, 9, 8, 9, 18, 27, 29, 107
INVAR-1, Run: 091, P, 0, 0, 0, 0, 9, 9, 0, 0, 4, 54, 0, 18, 16, 24, 9, 5, 9, 18, 27, 25, 24
INVAR-1, Run: 092, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 28, 128, 9, 8, 9, 18, 27, 37, 128
INVAR-1, Run: 093, P, 0, 0, 0, 0, 9, 9, 0, 0, 3, 54, 0, 18, 37, 87, 9, 6, 9, 18, 27, 46, 87
INVAR-1, Run: 094, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 16, 112, 9, 8, 9, 18, 27, 25, 112
INVAR-1, Run: 095, P, 0, 0, 0, 0, 9, 9, 0, 0, 3, 54, 0, 18, 14, 82, 9, 6, 9, 18, 27, 23, 82
INVAR-1, Run: 096, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 15, 109, 9, 8, 9, 18, 27, 24, 109
INVAR-1, Run: 097, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 11, 112, 9, 8, 9, 18, 27, 20, 112
INVAR-1, Run: 098, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 33, 166, 9, 8, 9, 18, 27, 42, 166
INVAR-1, Run: 099, P, 0, 0, 0, 0, 9, 9, 0, 0, 6, 54, 0, 18, 22, 41, 9, 3, 9, 18, 27, 31, 41
INVAR-1, Run: 100, P, 0, 0, 0, 0, 9, 9, 0, 0, 2, 54, 0, 18, 11, 82, 9, 7, 9, 18, 27, 20, 82
INVAR-10, Run: 001, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1633, 5939, 100, 99, 100, 200, 300, 1733, 5939
INVAR-10, Run: 002, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1156, 5581, 100, 99, 100, 200, 300, 1256, 5581
INVAR-10, Run: 003, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1479, 5751, 100, 99, 100, 200, 300, 1579, 5751
INVAR-10, Run: 004, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1154, 4854, 100, 99, 100, 200, 300, 1254, 4854
INVAR-10, Run: 005, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1157, 6385, 100, 99, 100, 200, 300, 1257, 6385
INVAR-10, Run: 006, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1130, 5352, 100, 99, 100, 200, 300, 1230, 5352
INVAR-10, Run: 007, P, 0, 0, 0, 0, 100, 100, 0, 0, 3, 600, 0, 200, 1470, 4214, 100, 97, 100, 200, 300, 1570, 4214
INVAR-10, Run: 008, P, 0, 0, 0, 0, 100, 100, 0, 0, 2, 600, 0, 200, 1561, 5545, 100, 98, 100, 200, 300, 1661, 5545
INVAR-10, Run: 009, P, 0, 0, 0, 0, 100, 100, 0, 0, 2, 600, 0, 200, 1177, 5072, 100, 98, 100, 200, 300, 1277, 5072
INVAR-10, Run: 010, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1112, 5727, 100, 99, 100, 200, 300, 1212, 5727
INVAR-10, Run: 011, P, 0, 0, 0, 0, 100, 100, 0, 0, 2, 600, 0, 200, 1465, 4788, 100, 98, 100, 200, 300, 1565, 4788
INVAR-10, Run: 012, P, 0, 0, 0, 0, 100, 100, 0, 0, 2, 600, 0, 200, 1650, 4638, 100, 98, 100, 200, 300, 1750, 4638
INVAR-10, Run: 013, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 826, 4508, 100, 99, 100, 200, 300, 926, 4508
INVAR-10, Run: 014, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1426, 5807, 100, 99, 100, 200, 300, 1526, 5807
INVAR-10, Run: 015, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1109, 4918, 100, 99, 100, 200, 300, 1209, 4918
INVAR-10, Run: 016, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1024, 5466, 100, 99, 100, 200, 300, 1124, 5466
INVAR-10, Run: 017, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1290, 4397, 100, 99, 100, 200, 300, 1390, 4397
INVAR-10, Run: 018, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1827, 6272, 100, 99, 100, 200, 300, 1927, 6272
INVAR-10, Run: 019, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1160, 4811, 100, 99, 100, 200, 300, 1260, 4811
INVAR-10, Run: 020, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1194, 5414, 100, 99, 100, 200, 300, 1294, 5414
INVAR-10, Run: 021, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1488, 5476, 100, 99, 100, 200, 300, 1588, 5476
INVAR-10, Run: 022, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1396, 6438, 100, 99, 100, 200, 300, 1496, 6438
INVAR-10, Run: 023, P, 0, 0, 0, 0, 100, 100, 0, 0, 2, 600, 0, 200, 1370, 6135, 100, 98, 100, 200, 300, 1470, 6135
INVAR-10, Run: 024, P, 0, 0, 0, 0, 100, 100, 0, 0, 3, 600, 0, 200, 1232, 3810, 100, 97, 100, 200, 300, 1332, 3810
INVAR-10, Run: 025, P, 0, 0, 0, 0, 100, 100, 0, 0, 3, 600, 0, 200, 1015, 5016, 100, 97, 100, 200, 300, 1115, 5016
INVAR-10, Run: 026, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1129, 5914, 100, 99, 100, 200, 300, 1229, 5914
INVAR-10, Run: 027, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 957, 4568, 100, 99, 100, 200, 300, 1057, 4568
INVAR-10, Run: 028, P, 0, 0, 0, 0, 100, 100, 0, 0, 3, 600, 0, 200, 1293, 5063, 100, 97, 100, 200, 300, 1393, 5063
INVAR-10, Run: 029, P, 0, 0, 0, 0, 100, 100, 0, 0, 2, 600, 0, 200, 1283, 6264, 100, 98, 100, 200, 300, 1383, 6264
INVAR-10, Run: 030, P, 0, 0, 0, 0, 100, 100, 0, 0, 4, 600, 0, 200, 1326, 5108, 100, 96, 100, 200, 300, 1426, 5108
INVAR-10, Run: 031, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 811, 4360, 100, 99, 100, 200, 300, 911, 4360
INVAR-10, Run: 032, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1113, 4920, 100, 99, 100, 200, 300, 1213, 4920
INVAR-10, Run: 033, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1156, 5397, 100, 99, 100, 200, 300, 1256, 5397
INVAR-10, Run: 034, P, 0, 0, 0, 0, 100, 100, 0, 0, 2, 600, 0, 200, 891, 5087, 100, 98, 100, 200, 300, 991, 5087
INVAR-10, Run: 035, P, 0, 0, 0, 0, 100, 100, 0, 0, 2, 600, 0, 200, 1159, 5779, 100, 98, 100, 200, 300, 1259, 5779
INVAR-10, Run: 036, P, 0, 0, 0, 0, 100, 100, 0, 0, 2, 600, 0, 200, 1078, 4204, 100, 98, 100, 200, 300, 1178, 4204
INVAR-10, Run: 037, P, 0, 0, 0, 0, 100, 100, 0, 0, 2, 600, 0, 200, 1291, 5204, 100, 98, 100, 200, 300, 1391, 5204
INVAR-10, Run: 038, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1315, 6050, 100, 99, 100, 200, 300, 1415, 6050
INVAR-10, Run: 039, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1414, 4568, 100, 99, 100, 200, 300, 1514, 4568
INVAR-10, Run: 040, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1041, 4371, 100, 99, 100, 200, 300, 1141, 4371
INVAR-10, Run: 041, P, 0, 0, 0, 0, 100, 100, 0, 0, 3, 600, 0, 200, 1534, 5704, 100, 97, 100, 200, 300, 1634, 5704
INVAR-10, Run: 042, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1350, 5726, 100, 99, 100, 200, 300, 1450, 5726
INVAR-10, Run: 043, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1564, 5078, 100, 99, 100, 200, 300, 1664, 5078
INVAR-10, Run: 044, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1498, 5628, 100, 99, 100, 200, 300, 1598, 5628
INVAR-10, Run: 045, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1116, 5612, 100, 99, 100, 200, 300, 1216, 5612
INVAR-10, Run: 046, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1282, 4721, 100, 99, 100, 200, 300, 1382, 4721
INVAR-10, Run: 047, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1214, 4822, 100, 99, 100, 200, 300, 1314, 4822
INVAR-10, Run: 048, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1456, 5983, 100, 99, 100, 200, 300, 1556, 5983
INVAR-10, Run: 049, P, 0, 0, 0, 0, 100, 100, 0, 0, 2, 600, 0, 200, 1267, 6741, 100, 98, 100, 200, 300, 1367, 6741
INVAR-10, Run: 050, P, 0, 0, 0, 0, 100, 100, 0, 0, 2, 600, 0, 200, 1207, 5008, 100, 98, 100, 200, 300, 1307, 5008
INVAR-10, Run: 051, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1464, 4967, 100, 99, 100, 200, 300, 1564, 4967
INVAR-10, Run: 052, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1455, 5779, 100, 99, 100, 200, 300, 1555, 5779
INVAR-10, Run: 053, P, 0, 0, 0, 0, 100, 100, 0, 0, 2, 600, 0, 200, 1068, 4297, 100, 98, 100, 200, 300, 1168, 4297
INVAR-10, Run: 054, P, 0, 0, 0, 0, 100, 100, 0, 0, 3, 600, 0, 200, 1288, 5016, 100, 97, 100, 200, 300, 1388, 5016
INVAR-10, Run: 055, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1061, 5591, 100, 99, 100, 200, 300, 1161, 5591
INVAR-10, Run: 056, P, 0, 0, 0, 0, 100, 100, 0, 0, 2, 600, 0, 200, 966, 5628, 100, 98, 100, 200, 300, 1066, 5628
INVAR-10, Run: 057, P, 0, 0, 0, 0, 100, 100, 0, 0, 3, 600, 0, 200, 1352, 4792, 100, 97, 100, 200, 300, 1452, 4792
INVAR-10, Run: 058, P, 0, 0, 0, 0, 100, 100, 0, 0, 2, 600, 0, 200, 934, 6242, 100, 98, 100, 200, 300, 1034, 6242
INVAR-10, Run: 059, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1361, 4770, 100, 99, 100, 200, 300, 1461, 4770
INVAR-10, Run: 060, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1394, 4996, 100, 99, 100, 200, 300, 1494, 4996
INVAR-10, Run: 061, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1503, 6663, 100, 99, 100, 200, 300, 1603, 6663
INVAR-10, Run: 062, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1259, 4494, 100, 99, 100, 200, 300, 1359, 4494
INVAR-10, Run: 063, P, 0, 0, 0, 0, 100, 100, 0, 0, 2, 600, 0, 200, 988, 5281, 100, 98, 100, 200, 300, 1088, 5281
INVAR-10, Run: 064, P, 0, 0, 0, 0, 100, 100, 0, 0, 5, 600, 0, 200, 1521, 3869, 100, 95, 100, 200, 300, 1621, 3869
INVAR-10, Run: 065, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1539, 6104, 100, 99, 100, 200, 300, 1639, 6104
INVAR-10, Run: 066, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1493, 5327, 100, 99, 100, 200, 300, 1593, 5327
INVAR-10, Run: 067, P, 0, 0, 0, 0, 100, 100, 0, 0, 3, 600, 0, 200, 2202, 5667, 100, 97, 100, 200, 300, 2302, 5667
INVAR-10, Run: 068, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1276, 4650, 100, 99, 100, 200, 300, 1376, 4650
INVAR-10, Run: 069, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1566, 5149, 100, 99, 100, 200, 300, 1666, 5149
INVAR-10, Run: 070, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1446, 5435, 100, 99, 100, 200, 300, 1546, 5435
INVAR-10, Run: 071, P, 0, 0, 0, 0, 100, 100, 0, 0, 3, 600, 0, 200, 1201, 5107, 100, 97, 100, 200, 300, 1301, 5107
INVAR-10, Run: 072, P, 0, 0, 0, 0, 100, 100, 0, 0, 5, 600, 0, 200, 1048, 3495, 100, 95, 100, 200, 300, 1148, 3495
INVAR-10, Run: 073, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1265, 5563, 100, 99, 100, 200, 300, 1365, 5563
