Input Number, Run_Number, Result@ 100, cpd00089_c0_, cpd00008_c0_, cpd00061_c0_, cpd00067_c0_, cpd00002_c0_, cpd00020_c0_, cpd00009_c0_, cpd00022_c0_, cpd00010_c0_, cpd00029_c0_, cpd00169_c0_, cpd11620_c0_, cpd00001_c0_, cpd00102_c0_, cpd11621_c0_, cpd00079_c0_, cpd00072_c0_, cpd00290_c0_, cpd00095_c0_, cpd00003_c0_, cpd00004_c0_, cpd00203_c0_, cpd00482_c0_
INVAR-1, Run: 013, F, 107, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 014, F, 98, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 015, F, 108, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 016, F, 127, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 017, F, 103, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 018, F, 92, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 019, F, 97, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 020, F, 99, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 021, F, 111, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 022, F, 104, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 023, F, 89, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 024, F, 109, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 025, F, 110, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 026, F, 91, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 027, F, 90, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 028, F, 97, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 029, F, 109, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 030, F, 113, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 031, F, 100, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 032, F, 79, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 033, F, 103, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 034, F, 110, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 035, F, 106, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 036, F, 91, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 037, F, 99, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 038, F, 101, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 039, F, 104, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 040, F, 93, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 041, F, 106, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 042, F, 92, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 043, F, 95, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 044, F, 97, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 045, F, 119, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 046, F, 99, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 047, F, 112, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 048, F, 93, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 049, F, 116, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 050, F, 86, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 051, F, 107, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 052, F, 99, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 053, F, 101, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 054, F, 98, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 055, F, 110, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 056, F, 107, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 057, F, 103, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 058, F, 84, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 059, F, 101, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 060, F, 115, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 061, F, 92, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 062, F, 110, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 063, F, 80, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 064, F, 90, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 065, F, 111, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 066, F, 120, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 067, F, 97, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 068, F, 101, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 069, F, 100, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 070, F, 88, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 071, F, 97, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 072, F, 105, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 073, F, 109, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 074, F, 99, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 075, F, 96, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 076, F, 92, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 077, F, 92, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 078, F, 115, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 079, F, 101, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 080, F, 97, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 081, F, 95, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 082, F, 105, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 083, F, 97, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 084, F, 106, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 085, F, 106, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 086, F, 100, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 087, F, 113, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 088, F, 113, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 089, F, 112, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 090, F, 99, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 091, F, 93, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 092, F, 113, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 093, F, 80, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 094, F, 93, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 095, F, 95, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 096, F, 104, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 097, F, 99, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 098, F, 102, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 099, F, 87, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-1, Run: 100, F, 88, 0, 0, 0, 0, 0, 50, 50, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 50, 0, 0, 0
INVAR-2, Run: 001, F, 101, 0, 0, 0, 0, 0, 200, 600, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 2078, 0, 0, 0
INVAR-2, Run: 002, F, 109, 0, 0, 0, 0, 0, 200, 600, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 2078, 0, 0, 0
INVAR-2, Run: 003, F, 101, 0, 0, 0, 0, 0, 200, 600, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 2078, 0, 0, 0
INVAR-2, Run: 004, F, 98, 0, 0, 0, 0, 0, 200, 600, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 2078, 0, 0, 0
INVAR-2, Run: 005, F, 96, 0, 0, 0, 0, 0, 200, 600, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 2078, 0, 0, 0
INVAR-2, Run: 006, F, 110, 0, 0, 0, 0, 0, 200, 600, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 2078, 0, 0, 0
INVAR-2, Run: 007, F, 110, 0, 0, 0, 0, 0, 200, 600, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 2078, 0, 0, 0
INVAR-2, Run: 008, F, 96, 0, 0, 0, 0, 0, 200, 600, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 2078, 0, 0, 0
INVAR-2, Run: 009, F, 97, 0, 0, 0, 0, 0, 200, 600, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 2078, 0, 0, 0
INVAR-2, Run: 010, F, 99, 0, 0, 0, 0, 0, 200, 600, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 2078, 0, 0, 0
INVAR-2, Run: 011, F, 105, 0, 0, 0, 0, 0, 200, 600, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 2078, 0, 0, 0
INVAR-2, Run: 012, F, 113, 0, 0, 0, 0, 0, 200, 600, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 2078, 0, 0, 0
INVAR-2, Run: 013, F, 89, 0, 0, 0, 0, 0, 200, 600, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 2078, 0, 0, 0
INVAR-2, Run: 014, F, 128, 0, 0, 0, 0, 0, 200, 600, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 2078, 0, 0, 0
INVAR-2, Run: 015, F, 92, 0, 0, 0, 0, 0, 200, 600, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 2078, 0, 0, 0
INVAR-2, Run: 016, F, 106, 0, 0, 0, 0, 0, 200, 600, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 2078, 0, 0, 0
INVAR-2, Run: 017, F, 105, 0, 0, 0, 0, 0, 200, 600, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 2078, 0, 0, 0
INVAR-2, Run: 018, F, 114, 0, 0, 0, 0, 0, 200, 600, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 2078, 0, 0, 0
INVAR-2, Run: 019, F, 97, 0, 0, 0, 0, 0, 200, 600, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 2078, 0, 0, 0
INVAR-2, Run: 020, F, 76, 0, 0, 0, 0, 0, 200, 600, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 2078, 0, 0, 0
INVAR-2, Run: 021, F, 87, 0, 0, 0, 0, 0, 200, 600, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 2078, 0, 0, 0
INVAR-2, Run: 022, F, 102, 0, 0, 0, 0, 0, 200, 600, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 2078, 0, 0, 0
INVAR-2, Run: 023, F, 107, 0, 0, 0, 0, 0, 200, 600, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 2078, 0, 0, 0
INVAR-2, Run: 024, F, 97, 0, 0, 0, 0, 0, 200, 600, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 2078, 0, 0, 0
INVAR-2, Run: 025, F, 99, 0, 0, 0, 0, 0, 200, 600, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 2078, 0, 0, 0
INVAR-2, Run: 026, F, 100, 0, 0, 0, 0, 0, 200, 600, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 2078, 0, 0, 0
INVAR-2, Run: 027, F, 113, 0, 0, 0, 0, 0, 200, 600, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 2078, 0, 0, 0
INVAR-2, Run: 028, F, 98, 0, 0, 0, 0, 0, 200, 600, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 2078, 0, 0, 0
INVAR-2, Run: 029, F, 88, 0, 0, 0, 0, 0, 200, 600, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 2078, 0, 0, 0
INVAR-2, Run: 030, F, 105, 0, 0, 0, 0, 0, 200, 600, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 2078, 0, 0, 0
INVAR-2, Run: 031, F, 95, 0, 0, 0, 0, 0, 200, 600, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 2078, 0, 0, 0
INVAR-2, Run: 032, F, 106, 0, 0, 0, 0, 0, 200, 600, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 2078, 0, 0, 0
INVAR-2, Run: 033, F, 102, 0, 0, 0, 0, 0, 200, 600, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 2078, 0, 0, 0
INVAR-2, Run: 034, F, 98, 0, 0, 0, 0, 0, 200, 600, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 2078, 0, 0, 0
INVAR-2, Run: 035, F, 91, 0, 0, 0, 0, 0, 200, 600, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 2078, 0, 0, 0
INVAR-2, Run: 036, F, 102, 0, 0, 0, 0, 0, 200, 600, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 2078, 0, 0, 0
INVAR-2, Run: 037, F, 94, 0, 0, 0, 0, 0, 200, 600, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 2078, 0, 0, 0
INVAR-2, Run: 038, F, 97, 0, 0, 0, 0, 0, 200, 600, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 2078, 0, 0, 0
INVAR-2, Run: 039, F, 89, 0, 0, 0, 0, 0, 200, 600, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 2078, 0, 0, 0
INVAR-2, Run: 040, F, 86, 0, 0, 0, 0, 0, 200, 600, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 2078, 0, 0, 0
INVAR-2, Run: 041, F, 112, 0, 0, 0, 0, 0, 200, 600, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 2078, 0, 0, 0
INVAR-2, Run: 042, F, 89, 0, 0, 0, 0, 0, 200, 600, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 2078, 0, 0, 0
INVAR-2, Run: 043, F, 95, 0, 0, 0, 0, 0, 200, 600, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 2078, 0, 0, 0
INVAR-2, Run: 044, F, 92, 0, 0, 0, 0, 0, 200, 600, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 2078, 0, 0, 0
INVAR-2, Run: 045, F, 102, 0, 0, 0, 0, 0, 200, 600, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 2078, 0, 0, 0
INVAR-2, Run: 046, F, 100, 0, 0, 0, 0, 0, 200, 600, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 2078, 0, 0, 0
INVAR-2, Run: 047, F, 100, 0, 0, 0, 0, 0, 200, 600, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 2078, 0, 0, 0
INVAR-2, Run: 048, F, 95, 0, 0, 0, 0, 0, 200, 600, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 2078, 0, 0, 0
INVAR-2, Run: 049, F, 113, 0, 0, 0, 0, 0, 200, 600, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 2078, 0, 0, 0
INVAR-2, Run: 050, F, 106, 0, 0, 0, 0, 0, 200, 600, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 2078, 0, 0, 0
INVAR-2, Run: 051, F, 88, 0, 0, 0, 0, 0, 200, 600, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 2078, 0, 0, 0
INVAR-2, Run: 052, F, 102, 0, 0, 0, 0, 0, 200, 600, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 2078, 0, 0, 0
INVAR-2, Run: 053, F, 116, 0, 0, 0, 0, 0, 200, 600, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 2078, 0, 0, 0
INVAR-2, Run: 054, F, 91, 0, 0, 0, 0, 0, 200, 600, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 2078, 0, 0, 0
INVAR-2, Run: 055, F, 93, 0, 0, 0, 0, 0, 200, 600, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 2078, 0, 0, 0
INVAR-2, Run: 056, F, 91, 0, 0, 0, 0, 0, 200, 600, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 2078, 0, 0, 0
INVAR-2, Run: 057, F, 106, 0, 0, 0, 0, 0, 200, 600, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 2078, 0, 0, 0
INVAR-2, Run: 058, F, 103, 0, 0, 0, 0, 0, 200, 600, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 2078, 0, 0, 0
INVAR-2, Run: 059, F, 93, 0, 0, 0, 0, 0, 200, 600, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 2078, 0, 0, 0
INVAR-2, Run: 060, F, 112, 0, 0, 0, 0, 0, 200, 600, 0, 0, 0, 50, 0, 0, 0, 0, 50, 0, 0, 2078, 0, 0, 0
