Input Number, Run_Number, Result@ 100, X1, X2, Y
In01, Run: 001, F, 19, 0, 14
In01, Run: 002, F, 22, 0, 8
In01, Run: 003, F, 18, 0, 16
In01, Run: 004, F, 20, 0, 12
In01, Run: 005, F, 19, 0, 14
In01, Run: 006, F, 19, 0, 14
In01, Run: 007, F, 20, 0, 12
In01, Run: 008, F, 20, 0, 12
In01, Run: 009, F, 18, 0, 16
In01, Run: 010, F, 18, 0, 16
In01, Run: 011, F, 18, 0, 16
In01, Run: 012, F, 22, 0, 8
In01, Run: 013, F, 17, 0, 18
In01, Run: 014, F, 20, 0, 12
In01, Run: 015, F, 21, 0, 10
In01, Run: 016, F, 19, 0, 14
In01, Run: 017, F, 21, 0, 10
In01, Run: 018, F, 20, 0, 12
In01, Run: 019, F, 21, 0, 10
In01, Run: 020, F, 19, 0, 14
In01, Run: 021, F, 18, 0, 16
In01, Run: 022, F, 19, 0, 14
In01, Run: 023, F, 19, 0, 14
In01, Run: 024, F, 21, 0, 10
In01, Run: 025, F, 19, 0, 14
In01, Run: 026, F, 17, 0, 18
In01, Run: 027, F, 18, 0, 16
In01, Run: 028, F, 18, 0, 16
In01, Run: 029, F, 18, 0, 16
In01, Run: 030, F, 21, 0, 10
In01, Run: 031, F, 20, 0, 12
In01, Run: 032, F, 19, 0, 14
In01, Run: 033, F, 21, 0, 10
In01, Run: 034, F, 22, 0, 8
In01, Run: 035, F, 16, 0, 20
In01, Run: 036, F, 20, 0, 12
In01, Run: 037, F, 18, 0, 16
In01, Run: 038, F, 20, 0, 12
In01, Run: 039, F, 20, 0, 12
In01, Run: 040, F, 18, 0, 16
In01, Run: 041, F, 21, 0, 10
In01, Run: 042, F, 19, 0, 14
In01, Run: 043, F, 18, 0, 16
In01, Run: 044, F, 18, 0, 16
In01, Run: 045, F, 22, 0, 8
In01, Run: 046, F, 20, 0, 12
In01, Run: 047, F, 19, 0, 14
In01, Run: 048, F, 19, 0, 14
In01, Run: 049, F, 20, 0, 12
In01, Run: 050, F, 19, 0, 14
In01, Run: 051, F, 20, 0, 12
In01, Run: 052, F, 21, 0, 10
In01, Run: 053, F, 21, 0, 10
In01, Run: 054, F, 19, 0, 14
In01, Run: 055, F, 20, 0, 12
In01, Run: 056, F, 18, 0, 16
In01, Run: 057, F, 18, 0, 16
In01, Run: 058, F, 17, 0, 18
In01, Run: 059, F, 19, 0, 14
In01, Run: 060, F, 20, 0, 12
In01, Run: 061, F, 20, 0, 12
In01, Run: 062, F, 22, 0, 8
In01, Run: 063, F, 22, 0, 8
In01, Run: 064, F, 18, 0, 16
In01, Run: 065, F, 19, 0, 14
In01, Run: 066, F, 22, 0, 8
In01, Run: 067, F, 19, 0, 14
In01, Run: 068, F, 19, 0, 14
In01, Run: 069, F, 19, 0, 14
In01, Run: 070, F, 21, 0, 10
In01, Run: 071, F, 20, 0, 12
In01, Run: 072, F, 20, 0, 12
In01, Run: 073, F, 20, 0, 12
In01, Run: 074, F, 18, 0, 16
In01, Run: 075, F, 18, 0, 16
In01, Run: 076, F, 19, 0, 14
In01, Run: 077, F, 17, 0, 18
In01, Run: 078, F, 18, 0, 16
In01, Run: 079, F, 19, 0, 14
In01, Run: 080, F, 22, 0, 8
In01, Run: 081, F, 17, 0, 18
In01, Run: 082, F, 17, 0, 18
In01, Run: 083, F, 18, 0, 16
In01, Run: 084, F, 20, 0, 12
In01, Run: 085, F, 18, 0, 16
In01, Run: 086, F, 20, 0, 12
In01, Run: 087, F, 20, 0, 12
In01, Run: 088, F, 18, 0, 16
In01, Run: 089, F, 17, 0, 18
In01, Run: 090, F, 21, 0, 10
In01, Run: 091, F, 20, 0, 12
In01, Run: 092, F, 17, 0, 18
In01, Run: 093, F, 18, 0, 16
In01, Run: 094, F, 20, 0, 12
In01, Run: 095, F, 19, 0, 14
In01, Run: 096, F, 22, 0, 8
In01, Run: 097, F, 19, 0, 14
In01, Run: 098, F, 18, 0, 16
In01, Run: 099, F, 20, 0, 12
In01, Run: 100, F, 20, 0, 12
In02, Run: 001, F, 25, 0, 26
In02, Run: 002, F, 23, 0, 30
In02, Run: 003, F, 27, 0, 22
In02, Run: 004, F, 25, 0, 26
In02, Run: 005, F, 25, 0, 26
In02, Run: 006, F, 28, 0, 20
In02, Run: 007, F, 22, 0, 32
In02, Run: 008, F, 25, 0, 26
In02, Run: 009, F, 23, 0, 30
In02, Run: 010, F, 26, 0, 24
In02, Run: 011, F, 26, 0, 24
In02, Run: 012, F, 25, 0, 26
In02, Run: 013, F, 21, 0, 34
In02, Run: 014, F, 28, 0, 20
In02, Run: 015, F, 25, 0, 26
In02, Run: 016, F, 29, 0, 18
In02, Run: 017, F, 23, 0, 30
