Input Number, Run_Number, Result@ 100, X1, H, M, PO, CE, Y, D, CO, PE, A, B
INVAR-1, Run: 001, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 84, 30
INVAR-1, Run: 002, F, 0, 0, 0, 0, 9, 8, 0, 0, 1, 88, 34
INVAR-1, Run: 003, F, 0, 0, 0, 0, 9, 3, 0, 0, 1, 84, 30
INVAR-1, Run: 004, F, 0, 0, 0, 0, 9, 6, 0, 0, 1, 80, 26
INVAR-1, Run: 005, F, 0, 0, 0, 0, 9, 8, 0, 0, 1, 84, 30
INVAR-1, Run: 006, F, 0, 0, 0, 0, 0, 0, 9, 2, 0, 78, 26
INVAR-1, Run: 007, F, 0, 0, 0, 0, 9, 6, 0, 0, 1, 80, 26
INVAR-1, Run: 008, F, 0, 0, 0, 0, 9, 5, 0, 0, 1, 84, 30
INVAR-1, Run: 009, F, 0, 0, 0, 0, 9, 6, 0, 0, 1, 92, 38
INVAR-1, Run: 010, F, 0, 0, 0, 0, 9, 7, 0, 0, 1, 88, 34
INVAR-1, Run: 011, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 80, 26
INVAR-1, Run: 012, F, 0, 0, 0, 0, 1, 1, 8, 15, 0, 61, 22
INVAR-1, Run: 013, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 88, 34
INVAR-1, Run: 014, F, 0, 0, 0, 0, 9, 8, 0, 0, 1, 80, 26
INVAR-1, Run: 015, F, 0, 0, 0, 0, 9, 7, 0, 0, 1, 80, 26
INVAR-1, Run: 016, F, 0, 0, 0, 0, 9, 3, 0, 0, 1, 84, 30
INVAR-1, Run: 017, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 76, 22
INVAR-1, Run: 018, F, 0, 0, 0, 0, 9, 8, 0, 0, 1, 84, 30
INVAR-1, Run: 019, F, 0, 0, 0, 0, 9, 5, 0, 0, 1, 84, 30
INVAR-1, Run: 020, F, 0, 0, 0, 0, 1, 0, 8, 4, 0, 76, 26
INVAR-1, Run: 021, F, 0, 0, 0, 0, 9, 5, 0, 0, 1, 84, 30
INVAR-1, Run: 022, F, 0, 0, 0, 0, 9, 0, 0, 2, 1, 78, 26
INVAR-1, Run: 023, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 80, 26
INVAR-1, Run: 024, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 84, 30
INVAR-1, Run: 025, F, 0, 0, 0, 0, 0, 0, 9, 5, 0, 75, 26
INVAR-1, Run: 026, F, 0, 0, 0, 0, 0, 0, 9, 7, 0, 77, 30
INVAR-1, Run: 027, F, 0, 0, 0, 0, 9, 4, 0, 0, 1, 76, 22
INVAR-1, Run: 028, F, 0, 0, 0, 0, 9, 6, 0, 0, 1, 84, 30
INVAR-1, Run: 029, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 80, 26
INVAR-1, Run: 030, F, 0, 0, 0, 0, 1, 0, 8, 7, 0, 69, 22
INVAR-1, Run: 031, F, 0, 0, 0, 0, 1, 1, 8, 4, 0, 76, 26
INVAR-1, Run: 032, F, 0, 0, 0, 0, 9, 5, 0, 0, 1, 84, 30
INVAR-1, Run: 033, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 84, 30
INVAR-1, Run: 034, F, 0, 0, 0, 0, 9, 7, 0, 0, 1, 92, 38
INVAR-1, Run: 035, F, 0, 0, 0, 0, 9, 8, 0, 0, 1, 84, 30
INVAR-1, Run: 036, F, 0, 0, 0, 0, 1, 1, 8, 2, 0, 82, 30
INVAR-1, Run: 037, F, 0, 0, 0, 0, 9, 7, 0, 0, 1, 84, 30
INVAR-1, Run: 038, F, 0, 0, 0, 0, 9, 5, 0, 0, 1, 88, 34
INVAR-1, Run: 039, F, 0, 0, 0, 0, 9, 2, 0, 0, 1, 80, 26
INVAR-1, Run: 040, F, 0, 0, 0, 0, 9, 3, 0, 0, 1, 84, 30
INVAR-1, Run: 041, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 84, 30
INVAR-1, Run: 042, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 84, 30
INVAR-1, Run: 043, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 84, 30
INVAR-1, Run: 044, F, 0, 0, 0, 0, 9, 8, 0, 0, 1, 88, 34
INVAR-1, Run: 045, F, 0, 0, 0, 0, 9, 1, 0, 0, 1, 96, 42
INVAR-1, Run: 046, P, 0, 0, 0, 0, 0, 0, 9, 0, 0, 80, 26
INVAR-1, Run: 047, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 84, 30
INVAR-1, Run: 048, F, 0, 0, 0, 0, 9, 5, 0, 0, 1, 84, 30
INVAR-1, Run: 049, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 88, 34
INVAR-1, Run: 050, F, 0, 0, 0, 0, 9, 2, 0, 0, 1, 84, 30
INVAR-1, Run: 051, F, 0, 0, 0, 0, 9, 6, 0, 0, 1, 88, 34
INVAR-1, Run: 052, F, 0, 0, 0, 0, 9, 0, 0, 1, 1, 87, 34
INVAR-1, Run: 053, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 84, 30
INVAR-1, Run: 054, F, 0, 0, 0, 0, 9, 7, 0, 0, 1, 84, 30
INVAR-1, Run: 055, F, 0, 0, 0, 0, 9, 4, 0, 0, 1, 84, 30
INVAR-1, Run: 056, F, 0, 0, 0, 0, 9, 6, 0, 0, 1, 84, 30
INVAR-1, Run: 057, F, 0, 0, 0, 0, 3, 2, 6, 8, 0, 72, 26
INVAR-1, Run: 058, F, 0, 0, 0, 0, 1, 1, 8, 4, 0, 76, 26
INVAR-1, Run: 059, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 80, 26
INVAR-1, Run: 060, F, 0, 0, 0, 0, 9, 7, 0, 0, 1, 80, 26
INVAR-1, Run: 061, F, 0, 0, 0, 0, 9, 4, 0, 0, 1, 84, 30
INVAR-1, Run: 062, F, 0, 0, 0, 0, 9, 4, 0, 0, 1, 84, 30
INVAR-1, Run: 063, F, 0, 0, 0, 0, 9, 6, 0, 0, 1, 88, 34
INVAR-1, Run: 064, F, 0, 0, 0, 0, 9, 6, 0, 0, 1, 88, 34
