Input Number, Run_Number, Result@ 100, ab, ar, Leaderag, ah, LeaderX1, X1, ac, ad, Leaderac, af, ag, ACuAEX1, ACuAEab, A, X1uABX1, SetX1X1, Leaderad, ak, al, ADuAFX1, ADuAFab, aj, SetABf, Leaderah, ao, X1uABab, an, AGuAIX1, AGuAIab, Leaderai, AIuAJX1, AIuAJab, SetABX1, aq, AHuAKX1, AHuAKab, Leaderak, at, au, SetABab, SetX1ab, Leaderan, Y, ANuAOX1, ANuAOab, Leaderao, ANuAPX1, ANuAPab, SetX1f, Leaderap, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction14, Reaction15, Reaction16, Reaction17, Reaction18, Reaction19, Reaction2, Reaction20, Reaction21, Reaction22, Reaction23, Reaction24, Reaction25, Reaction26, Reaction27, Reaction28, Reaction29, Reaction3, Reaction30, Reaction31, Reaction32, Reaction33, Reaction34, Reaction35, Reaction36, Reaction37, Reaction38, Reaction39, Reaction4, Reaction40, Reaction41, Reaction42, Reaction43, Reaction44, Reaction45, Reaction46, Reaction47, Reaction48, Reaction49, Reaction5, Reaction50, Reaction51, Reaction52, Reaction53, Reaction54, Reaction55, Reaction56, Reaction57, Reaction58, Reaction59, Reaction6, Reaction60, Reaction61, Reaction62, Reaction63, Reaction64, Reaction65, Reaction66, Reaction67, Reaction68, Reaction69, Reaction7, Reaction70, Reaction71, Reaction72, Reaction73, Reaction74, Reaction75, Reaction76, Reaction77, Reaction78, Reaction79, Reaction8, Reaction80, Reaction81, Reaction82, Reaction83, Reaction84, Reaction85, Reaction86, Reaction87, Reaction88, Reaction89, Reaction9, Reaction90, Reaction91
INVAR-10, Run: 004, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 1, 0, 0, 0, 0, 0, 196, 99, 1, 0, 100, 0, 0, 0, 0, 2, 1, 4, 1, 197, 2, 1, 13, 2, 17, 4, 1, 1, 0, 99, 1, 0, 18, 1, 20, 2, 1, 0, 0, 2, 0, 5, 0, 6, 1, 1, 193, 7, 0, 7, 6, 0, 15, 1, 1, 1, 1, 1, 1, 48, 1, 7, 0, 313, 1, 0, 0, 0, 0, 0, 0, 0, 7, 0, 1, 3, 2, 1, 51, 0, 0, 287, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 005, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 1, 0, 0, 0, 0, 0, 0, 0, 195, 99, 1, 0, 98, 2, 0, 10, 1, 14, 2, 4, 1, 200, 0, 0, 5, 2, 6, 3, 1, 1, 1, 100, 0, 0, 15, 4, 16, 5, 1, 0, 0, 17, 0, 6, 1, 7, 2, 1, 199, 1, 0, 3, 5, 1, 5, 2, 1, 1, 1, 1, 1, 46, 1, 23, 0, 311, 1, 0, 0, 0, 0, 0, 0, 0, 7, 18, 4, 21, 4, 0, 53, 0, 0, 289, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 006, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 1, 0, 0, 0, 0, 0, 196, 98, 2, 0, 99, 1, 0, 4, 0, 8, 1, 4, 1, 193, 6, 1, 5, 3, 13, 5, 1, 1, 0, 100, 0, 0, 9, 3, 10, 4, 1, 0, 0, 13, 0, 2, 2, 3, 3, 1, 197, 3, 0, 10, 7, 1, 14, 2, 1, 1, 1, 1, 1, 46, 0, 18, 0, 291, 1, 0, 0, 0, 0, 0, 0, 0, 8, 21, 2, 23, 3, 1, 54, 0, 0, 309, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 007, P, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 100, 0, 0, 1, 0, 0, 0, 600, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 195, 97, 3, 0, 100, 0, 0, 6, 0, 10, 1, 5, 1, 196, 4, 0, 0, 0, 5, 1, 1, 1, 0, 98, 2, 0, 0, 1, 3, 2, 1, 0, 0, 52, 0, 7, 1, 7, 1, 0, 198, 2, 0, 6, 13, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 008, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 100, 0, 0, 0, 0, 0, 0, 0, 0, 197, 96, 4, 0, 97, 3, 0, 18, 3, 26, 4, 3, 1, 199, 1, 0, 20, 5, 22, 6, 1, 1, 0, 99, 1, 0, 27, 7, 29, 8, 1, 0, 0, 3, 0, 8, 1, 9, 2, 1, 192, 6, 2, 1, 1, 0, 10, 3, 1, 1, 1, 1, 1, 44, 0, 7, 0, 307, 1, 0, 0, 0, 0, 0, 0, 0, 2, 10, 3, 11, 3, 0, 56, 0, 0, 293, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 009, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 100, 0, 0, 0, 0, 0, 0, 0, 0, 195, 98, 2, 0, 100, 0, 0, 44, 7, 47, 8, 5, 1, 196, 3, 1, 5, 0, 10, 2, 1, 1, 0, 99, 1, 0, 15, 4, 17, 5, 1, 0, 0, 15, 0, 10, 0, 11, 1, 1, 198, 2, 0, 4, 5, 0, 7, 1, 1, 1, 1, 1, 1, 43, 0, 21, 0, 307, 2, 0, 0, 0, 0, 0, 0, 0, 6, 17, 3, 19, 3, 0, 57, 0, 0, 292, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 010, P, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 3, 0, 1, 1, 200, 200, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 194, 99, 0, 0, 96, 2, 0, 0, 0, 3, 1, 6, 1, 194, 6, 0, 32, 16, 38, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 011, P, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 100, 0, 0, 0, 0, 0, 0, 601, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 198, 95, 5, 0, 99, 1, 0, 0, 0, 7, 1, 2, 1, 192, 7, 1, 5, 0, 14, 2, 1, 1, 0, 100, 0, 0, 46, 7, 46, 7, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 196, 3, 1, 35, 4, 3, 40, 5, 1, 1, 1, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 012, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 1, 0, 0, 0, 0, 0, 195, 100, 0, 0, 99, 0, 1, 13, 4, 15, 6, 5, 1, 196, 3, 1, 15, 4, 20, 6, 1, 1, 0, 100, 0, 0, 1, 1, 2, 2, 1, 0, 0, 6, 0, 24, 7, 25, 8, 1, 190, 10, 0, 12, 0, 2, 23, 3, 1, 1, 1, 1, 1, 50, 0, 12, 0, 288, 3, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 6, 2, 1, 50, 0, 0, 310, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 013, P, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 601, 0, 0, 0, 0, 0, 0, 0, 0, 194, 98, 1, 0, 95, 3, 0, 1, 0, 6, 1, 6, 1, 193, 7, 0, 18, 4, 26, 5, 1, 1, 0, 100, 0, 0, 21, 8, 22, 9, 1, 0, 0, 11, 0, 2, 0, 3, 1, 1, 194, 5, 1, 9, 3, 8, 16, 10, 1, 1, 1, 1, 1, 0, 0, 18, 0, 0, 0, 0, 320, 0, 0, 56, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 278, 3, 0, 44, 0, 0, 3, 1, 6, 1, 1, 0
INVAR-10, Run: 014, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 1, 0, 0, 0, 0, 0, 194, 99, 1, 0, 98, 2, 0, 17, 3, 21, 4, 6, 1, 197, 3, 0, 9, 1, 13, 2, 1, 1, 0, 99, 1, 0, 21, 5, 23, 6, 1, 0, 0, 8, 0, 1, 1, 2, 2, 1, 197, 3, 0, 5, 2, 1, 9, 2, 1, 1, 1, 1, 1, 50, 0, 15, 0, 300, 1, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 5, 1, 1, 50, 0, 0, 300, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 015, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 1, 1, 200, 200, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 197, 97, 3, 0, 98, 2, 0, 11, 3, 17, 4, 3, 1, 192, 8, 0, 26, 6, 34, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 016, P, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 100, 0, 0, 0, 0, 0, 0, 601, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 197, 99, 1, 0, 99, 1, 0, 15, 5, 18, 6, 3, 1, 199, 1, 0, 22, 7, 24, 8, 1, 1, 0, 100, 0, 0, 35, 4, 35, 4, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 194, 6, 0, 29, 2, 4, 36, 5, 1, 1, 1, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 017, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 1, 0, 0, 0, 0, 0, 198, 97, 3, 0, 95, 5, 0, 3, 0, 12, 1, 2, 1, 195, 4, 1, 4, 1, 10, 3, 1, 1, 0, 100, 0, 0, 3, 1, 4, 2, 1, 0, 0, 10, 0, 1, 0, 2, 1, 1, 195, 4, 1, 4, 2, 1, 10, 3, 1, 1, 1, 1, 1, 58, 0, 13, 0, 297, 3, 0, 0, 0, 0, 0, 0, 0, 3, 21, 6, 25, 7, 1, 42, 0, 0, 301, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 018, P, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 100, 0, 0, 1, 0, 0, 0, 600, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 196, 99, 1, 0, 100, 0, 0, 20, 5, 22, 6, 3, 1, 198, 2, 0, 32, 11, 35, 12, 1, 1, 1, 100, 0, 0, 14, 8, 15, 9, 1, 0, 0, 13, 0, 3, 1, 3, 1, 0, 194, 5, 1, 17, 3, 0, 24, 1, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 019, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 1, 0, 0, 0, 0, 0, 198, 96, 4, 0, 100, 0, 0, 0, 0, 5, 1, 1, 1, 197, 3, 0, 5, 1, 9, 2, 1, 1, 1, 99, 1, 0, 13, 6, 15, 7, 1, 0, 0, 8, 0, 7, 1, 8, 2, 1, 195, 5, 0, 12, 2, 4, 18, 5, 1, 1, 1, 1, 1, 56, 0, 11, 0, 305, 4, 0, 0, 0, 0, 0, 0, 0, 4, 12, 4, 17, 5, 1, 44, 0, 0, 292, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 020, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 1, 0, 0, 0, 0, 0, 196, 99, 1, 0, 97, 3, 0, 8, 0, 13, 1, 4, 1, 194, 4, 2, 6, 0, 13, 3, 1, 1, 0, 99, 1, 0, 12, 2, 14, 3, 1, 0, 0, 4, 0, 19, 6, 20, 7, 1, 198, 2, 0, 10, 0, 1, 13, 2, 1, 1, 1, 1, 1, 42, 0, 9, 0, 284, 3, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 5, 1, 1, 58, 0, 0, 314, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 021, P, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 601, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 198, 100, 0, 0, 95, 5, 0, 60, 10, 65, 10, 2, 0, 198, 2, 0, 15, 1, 18, 2, 1, 1, 0, 100, 0, 0, 5, 1, 6, 2, 1, 0, 0, 1, 0, 2, 0, 3, 1, 1, 197, 3, 0, 14, 0, 7, 18, 8, 1, 1, 1, 1, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 022, P, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 580, 0, 0, 0, 0, 0, 0, 1, 0, 191, 93, 4, 0, 93, 2, 1, 0, 0, 8, 2, 2, 1, 190, 2, 1, 4, 0, 8, 2, 1, 1, 0, 96, 0, 0, 4, 0, 5, 1, 1, 0, 0, 0, 0, 0, 1, 1, 2, 1, 187, 6, 0, 4, 0, 1, 11, 2, 1, 1, 1, 1, 1, 0, 0, 3, 0, 0, 0, 0, 286, 0, 0, 51, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 291, 1, 2, 44, 0, 1, 25, 6, 30, 1, 10, 1
INVAR-10, Run: 023, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 1, 0, 0, 0, 0, 0, 195, 97, 3, 0, 96, 3, 1, 7, 0, 15, 2, 5, 1, 196, 4, 0, 13, 1, 18, 2, 1, 1, 0, 99, 1, 0, 13, 5, 15, 6, 1, 0, 0, 16, 0, 1, 3, 2, 4, 1, 198, 1, 1, 8, 1, 5, 11, 7, 1, 1, 1, 1, 1, 42, 1, 22, 0, 296, 3, 0, 0, 0, 0, 0, 0, 0, 2, 10, 0, 15, 1, 1, 57, 0, 0, 302, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 024, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 1, 0, 0, 0, 0, 0, 196, 100, 0, 0, 100, 0, 0, 7, 1, 8, 2, 4, 1, 197, 3, 0, 15, 1, 19, 2, 1, 1, 0, 100, 0, 0, 23, 3, 24, 4, 1, 0, 0, 7, 0, 7, 0, 8, 1, 1, 190, 9, 0, 1, 3, 0, 11, 1, 1, 1, 1, 1, 1, 58, 0, 12, 0, 301, 1, 0, 0, 0, 0, 0, 0, 0, 4, 1, 0, 3, 1, 1, 42, 0, 0, 296, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 025, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 1, 0, 0, 0, 0, 0, 192, 99, 1, 0, 97, 2, 1, 4, 0, 9, 2, 7, 1, 198, 2, 0, 6, 1, 9, 2, 1, 1, 1, 100, 0, 0, 10, 2, 11, 3, 1, 0, 0, 14, 0, 5, 2, 6, 3, 1, 197, 3, 0, 4, 4, 1, 8, 2, 1, 1, 1, 1, 1, 38, 0, 23, 0, 311, 1, 0, 0, 0, 0, 0, 0, 0, 6, 11, 0, 13, 1, 1, 62, 0, 0, 289, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 026, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 1, 0, 0, 0, 0, 0, 197, 98, 2, 0, 99, 1, 0, 15, 6, 19, 7, 3, 1, 195, 5, 0, 21, 2, 27, 3, 1, 1, 0, 99, 0, 1, 3, 1, 5, 3, 1, 0, 0, 4, 0, 18, 8, 19, 9, 1, 195, 4, 0, 0, 1, 1, 5, 2, 1, 1, 1, 1, 1, 44, 1, 8, 0, 293, 2, 0, 0, 0, 0, 0, 0, 0, 2, 4, 0, 8, 1, 1, 55, 0, 0, 303, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 027, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 1, 0, 0, 0, 0, 0, 198, 99, 0, 1, 97, 3, 0, 2, 1, 7, 3, 2, 1, 195, 5, 0, 17, 4, 23, 5, 1, 1, 0, 100, 0, 0, 4, 1, 5, 2, 1, 0, 0, 9, 0, 9, 0, 10, 1, 1, 196, 4, 0, 6, 2, 2, 11, 3, 1, 1, 1, 1, 1, 56, 0, 12, 0, 322, 1, 0, 0, 0, 0, 0, 0, 0, 3, 14, 3, 16, 4, 1, 44, 0, 0, 278, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 028, P, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 100, 0, 0, 0, 0, 0, 0, 601, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 191, 99, 1, 0, 99, 1, 0, 20, 8, 23, 9, 9, 1, 196, 3, 1, 19, 1, 24, 3, 1, 1, 0, 100, 0, 0, 15, 4, 15, 4, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 199, 1, 0, 5, 5, 2, 7, 3, 1, 1, 1, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 029, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 100, 0, 0, 0, 0, 0, 0, 0, 0, 197, 97, 3, 0, 98, 2, 0, 12, 2, 18, 3, 3, 1, 199, 1, 0, 39, 13, 41, 14, 1, 1, 0, 100, 0, 0, 2, 1, 3, 2, 1, 0, 0, 3, 0, 5, 5, 6, 6, 1, 190, 6, 1, 1, 0, 0, 9, 2, 1, 1, 1, 1, 1, 52, 1, 7, 0, 279, 5, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 7, 0, 0, 47, 0, 0, 307, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 030, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 1, 0, 0, 0, 0, 0, 195, 98, 2, 0, 98, 2, 0, 6, 1, 11, 2, 4, 1, 197, 3, 0, 9, 1, 13, 2, 1, 1, 1, 100, 0, 0, 7, 2, 8, 3, 1, 0, 0, 15, 0, 10, 4, 11, 5, 1, 197, 3, 0, 16, 1, 6, 20, 7, 1, 1, 1, 1, 1, 47, 0, 21, 0, 300, 4, 0, 0, 0, 0, 0, 0, 0, 3, 13, 1, 18, 2, 1, 53, 0, 0, 297, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 031, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 1, 0, 0, 0, 0, 0, 196, 99, 1, 0, 97, 3, 0, 2, 2, 7, 3, 4, 1, 195, 5, 0, 21, 6, 27, 7, 1, 1, 0, 99, 1, 0, 6, 1, 8, 2, 1, 0, 0, 12, 0, 1, 0, 2, 1, 1, 199, 1, 0, 18, 7, 3, 20, 4, 1, 1, 1, 1, 1, 56, 1, 17, 1, 307, 1, 1, 0, 0, 0, 0, 0, 0, 8, 7, 2, 12, 5, 1, 42, 0, 0, 292, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 032, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 100, 0, 0, 1, 0, 0, 0, 601, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 199, 99, 1, 0, 99, 1, 0, 16, 3, 19, 4, 1, 1, 191, 9, 0, 31, 6, 41, 7, 1, 1, 0, 100, 0, 0, 23, 2, 24, 3, 1, 0, 0, 0, 0, 2, 0, 2, 0, 0, 198, 2, 0, 17, 0, 0, 20, 1, 1, 1, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
